SA4_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arrival_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,United_States_America_2016,United_States_America_2017,United_States_America_2018,United_States_America_2019,United_States_America_2020,United_States_America_2021,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_NS,Tot_Tot
124,0,0,28,257,1256,1079,1301,836,196,169,186,238,87,4,79,5718,28,20,40,60,203,79,57,24,3,7,7,0,4,0,11,536,3,4,22,50,50,39,77,43,12,8,3,0,6,6,11,321,4,8,48,185,305,198,297,92,18,27,14,18,10,0,14,1228,0,5,41,49,190,194,302,196,53,28,23,39,17,8,22,1161,0,0,0,8,9,43,44,34,10,10,8,0,0,0,5,165,0,0,3,16,92,117,253,161,42,34,30,38,21,3,31,839,286,1098,4086,2659,2029,929,1106,545,63,70,46,48,34,16,309,13320,4,19,84,151,113,129,212,127,32,29,32,26,7,4,27,987,0,0,7,62,120,78,138,114,29,18,28,41,14,0,61,707,271,750,1634,1690,1712,1602,2227,1074,305,232,226,217,71,33,315,12360,1027,3281,8478,7557,9572,8745,13841,8062,1695,1529,1432,1512,596,176,1676,69180
125,7,0,52,426,1766,1590,1711,1323,336,315,478,709,150,31,176,9060,38,22,37,77,347,86,84,43,6,19,15,14,0,3,32,832,3,13,8,86,164,135,286,128,52,41,41,41,19,4,22,1059,0,3,21,109,201,200,300,113,36,55,18,46,34,18,18,1178,0,6,40,97,1062,1805,1988,1102,165,188,160,215,82,26,130,7082,0,0,6,16,196,266,261,345,90,117,134,145,33,0,52,1659,0,5,3,48,193,257,541,388,121,73,59,46,23,13,49,1825,155,450,1239,719,593,418,604,379,79,84,82,72,24,13,200,5099,0,5,32,58,73,131,211,175,48,41,68,71,45,24,25,1015,0,4,20,2322,3771,1832,1095,806,228,218,163,192,120,22,384,11181,348,776,2284,3854,4099,4897,5398,3458,1360,1375,1330,1371,473,176,960,32166,917,3105,9028,14853,27585,34824,56445,39066,11404,13825,16404,16558,5574,1579,6497,257673
126,0,0,30,122,467,411,589,580,142,232,283,357,123,32,50,3422,8,6,20,31,140,61,59,48,20,15,12,10,4,0,11,421,0,9,25,94,155,131,223,143,23,33,25,50,38,6,15,983,0,10,29,104,174,208,313,128,68,29,31,53,32,0,50,1244,0,10,30,116,427,423,332,161,46,48,75,67,40,14,27,1814,0,0,3,14,283,364,270,200,57,62,67,78,37,5,22,1460,0,0,8,31,93,140,305,155,51,44,37,38,18,3,21,948,112,290,778,657,592,646,922,445,78,79,42,76,40,13,156,4944,4,15,39,61,86,138,230,140,43,35,49,61,49,14,18,992,0,0,5,422,369,126,193,193,52,84,107,132,73,12,28,1783,131,226,592,929,1160,1252,1423,1311,441,538,524,509,229,45,237,9543,570,1747,3760,5444,12488,14738,21555,14142,3900,4315,4389,5227,2318,588,1894,97075
127,0,0,15,470,2189,1636,1484,867,156,170,161,231,95,8,143,7615,40,27,52,113,543,145,76,28,6,8,0,0,5,0,29,1066,0,3,17,41,71,46,88,43,17,20,18,7,5,0,5,373,0,0,10,111,177,145,224,72,21,14,15,40,19,4,10,862,0,3,44,55,168,184,203,136,18,11,5,19,0,0,11,850,0,0,0,4,77,75,61,71,16,16,11,14,6,0,7,356,0,0,6,87,677,415,475,328,85,40,49,64,16,5,90,2342,76,395,1158,637,459,224,379,319,39,39,29,37,40,13,168,4015,0,3,14,34,60,106,160,102,30,32,28,39,22,3,20,654,8,8,34,4209,12128,8448,5876,4168,943,802,774,843,518,161,1620,40534,231,881,2940,8049,10941,10346,7476,4919,3215,2061,1424,1202,375,115,1429,55610,827,4020,10441,19733,37678,40393,43375,27709,10296,7713,5683,7911,2537,573,6158,225072
128,0,0,36,87,336,181,259,214,50,59,52,60,20,5,26,1377,19,8,15,42,175,61,98,70,10,20,11,4,0,0,16,549,0,4,29,38,78,38,72,21,8,3,8,5,8,0,10,320,0,12,38,172,236,228,366,137,55,32,27,65,29,9,16,1420,0,0,14,23,43,24,31,18,7,4,0,5,0,0,4,169,0,0,3,9,50,28,38,13,0,4,0,4,0,5,4,159,0,0,3,15,37,97,183,145,34,19,14,32,11,3,11,602,262,712,1834,1280,1109,864,1848,1058,185,119,171,116,50,30,202,9834,7,3,51,83,94,139,182,162,31,27,30,41,28,22,26,919,0,0,6,138,163,74,70,44,16,12,16,29,0,5,26,590,170,380,851,1216,1023,1169,1664,1116,256,248,215,198,87,37,133,8762,780,2459,5342,5058,6202,5888,8597,4939,1001,844,854,877,383,176,893,44294
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,9,12,10,12,0,3,3,7,0,0,0,50,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,9,16,14,3,0,0,0,0,0,6,0,55,0,0,0,0,0,0,4,5,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,8,28,3,0,0,43,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,12,9,21,66,40,34,34,42,18,3,0,7,21,27,24,17,367,0,0,5,0,0,4,9,3,0,0,0,4,3,30,3,64,0,0,0,0,9,8,9,3,0,0,0,6,0,0,3,34,0,7,26,32,24,32,48,41,0,15,24,57,17,28,28,387,15,59,126,131,194,190,236,179,39,56,102,223,107,148,93,1911
201,0,0,3,25,70,69,154,226,68,35,55,98,29,0,16,843,9,0,12,18,33,7,5,6,0,0,0,0,0,0,7,102,0,4,9,21,19,10,27,12,12,4,7,8,0,0,4,113,0,8,6,41,41,55,120,41,4,9,7,16,13,7,14,391,0,6,10,11,17,20,81,85,18,20,16,13,9,0,3,300,0,0,0,0,0,13,15,17,0,10,3,3,3,0,0,62,0,0,0,9,7,26,67,43,22,8,6,14,3,0,5,211,174,737,1621,913,585,300,566,306,25,47,61,38,30,10,225,5637,4,10,17,73,57,64,123,86,0,7,13,16,8,0,16,489,0,0,0,16,29,8,28,45,9,11,18,12,11,0,14,209,66,219,333,314,286,172,482,235,87,57,69,51,28,13,101,2503,423,2004,2638,2084,1846,1352,3379,2292,540,506,642,729,319,65,676,19505
202,0,0,3,21,68,68,170,227,53,61,77,86,18,18,20,889,4,7,6,9,24,9,3,7,0,0,4,0,0,0,3,73,0,3,10,9,11,11,7,10,0,0,4,0,0,0,0,70,0,5,17,32,45,90,136,63,5,8,15,6,20,0,10,441,0,7,15,18,22,28,71,64,11,20,15,26,8,5,6,324,0,0,0,0,6,0,19,34,4,9,17,34,5,0,5,132,0,0,0,3,9,7,272,236,74,68,81,39,11,3,9,818,126,614,1249,787,503,325,619,245,48,41,33,43,15,7,206,4849,3,0,31,77,43,44,98,52,3,5,9,14,10,3,17,420,0,0,0,9,16,19,34,40,11,11,8,3,0,0,55,211,70,175,219,222,174,136,705,384,124,123,138,104,31,11,134,2741,351,1408,2073,1739,1476,1261,3507,2279,601,591,665,622,234,81,770,17639
203,0,5,4,53,251,216,556,342,105,86,169,203,40,5,51,2096,46,48,61,38,139,54,16,14,8,8,0,6,0,0,16,459,0,8,16,43,52,31,117,28,5,5,7,12,13,3,14,357,0,13,35,114,158,152,364,172,32,29,34,38,21,10,17,1176,5,13,26,22,52,32,153,229,33,58,69,86,52,6,17,854,0,0,0,0,6,13,24,34,7,12,10,10,0,0,0,114,0,0,3,13,31,57,284,209,63,49,61,56,16,5,32,880,406,1569,3527,1786,1333,731,1910,1009,176,129,122,142,53,20,496,13406,3,8,45,111,113,119,262,184,35,46,16,43,20,16,22,1040,0,0,4,61,139,81,111,102,31,39,35,37,28,3,62,720,205,753,1109,841,635,751,1450,1074,268,262,250,278,106,34,328,8327,1197,5252,7464,4617,4431,3771,9327,7305,1727,1741,1921,2434,948,215,1807,54161
204,0,0,5,22,117,80,130,230,82,38,49,85,33,19,37,929,18,14,19,3,22,11,6,4,0,0,0,0,0,0,5,99,0,0,6,23,3,5,8,18,0,0,0,0,4,0,0,76,0,8,11,61,47,35,143,45,17,13,18,10,6,3,5,417,0,9,24,9,3,11,47,41,22,16,10,3,9,8,0,211,0,0,0,3,0,9,16,23,5,7,16,16,3,0,3,101,0,0,0,0,11,24,68,69,18,3,29,15,9,0,16,264,223,788,1654,853,555,299,552,248,39,34,49,46,43,13,255,5664,0,4,25,75,41,51,79,76,10,8,10,19,11,9,9,429,0,0,0,10,9,10,25,20,3,36,64,72,8,0,23,290,117,316,407,322,248,169,415,279,99,77,174,159,45,31,97,2953,682,2519,3084,2067,1750,1268,2702,1879,485,484,662,774,282,121,764,19530
205,0,0,5,37,275,174,255,344,98,91,92,161,60,36,80,1710,23,15,26,35,109,31,20,8,0,0,0,0,0,0,3,281,0,3,3,23,12,12,33,31,5,0,0,0,3,4,0,129,0,11,37,99,111,111,266,80,26,15,37,13,29,10,23,866,3,15,52,40,42,41,122,112,28,29,20,20,11,0,11,552,0,0,0,0,3,10,16,37,6,15,38,50,15,0,11,197,0,0,0,6,30,32,111,163,28,22,39,32,13,4,17,496,592,2139,3863,1998,1343,498,1048,413,59,62,53,58,26,11,581,12738,5,10,63,122,69,80,164,92,22,23,22,12,12,6,14,721,0,0,0,33,38,63,94,81,20,13,8,47,23,3,93,522,165,606,790,634,541,355,715,424,80,97,89,152,79,39,215,4971,1311,5598,6540,4332,4016,2434,4822,3019,651,658,725,975,430,154,1714,37384
206,0,4,17,155,610,482,827,711,273,299,480,774,233,78,79,5027,119,135,136,91,467,150,137,115,43,49,50,37,12,5,33,1589,0,7,52,117,258,375,883,539,182,134,149,164,93,47,29,3042,3,20,86,247,498,539,839,353,83,106,114,151,70,23,17,3152,3,26,83,190,363,311,459,299,152,143,167,199,107,23,33,2574,0,0,6,19,150,212,377,501,162,181,247,189,73,21,26,2161,0,0,13,40,143,282,790,661,318,329,317,497,168,28,64,3651,301,1040,2484,2134,2278,2414,4807,3598,895,1113,1162,1375,557,229,383,24770,15,30,131,361,454,690,1172,1092,271,368,422,493,316,129,121,6065,0,0,14,1058,2039,1280,1051,968,344,370,368,428,217,37,221,8388,405,998,1836,2684,3168,4710,6368,5668,2119,2539,3017,4296,1694,269,707,40472,1555,7628,14640,12231,17511,20515,37425,34091,11616,13819,16122,19873,8056,2304,4028,221412
207,4,0,26,122,367,180,328,334,91,120,107,170,79,18,32,1975,74,79,74,80,227,60,31,23,5,3,5,7,0,0,9,680,5,18,67,220,379,344,829,317,81,110,75,79,34,28,24,2604,3,13,57,220,367,355,712,236,74,52,62,68,37,5,18,2286,8,41,150,250,755,501,685,423,147,187,243,284,122,15,43,3840,0,0,7,28,486,592,483,341,80,79,98,73,23,4,39,2334,0,0,17,28,93,145,296,174,50,52,50,58,21,11,27,1028,373,967,1834,1292,1093,930,1763,879,136,136,162,175,82,20,247,10089,3,22,74,170,152,251,428,328,77,83,95,100,55,31,60,1929,0,0,20,1318,1363,416,427,382,141,151,156,218,97,6,98,4802,395,909,1048,1433,1517,1480,1939,1353,371,445,466,562,248,64,259,12485,1663,7099,9887,9692,17904,16972,31096,21368,5470,6251,6403,7264,3159,832,2752,147808
208,0,0,13,106,500,274,397,363,131,132,140,196,69,14,35,2370,252,354,236,198,746,165,132,83,13,21,5,19,5,4,72,2309,10,20,31,112,167,183,386,227,55,75,44,40,40,8,9,1407,0,27,78,462,1277,1432,1791,581,187,234,163,196,87,30,60,6630,14,43,260,413,608,334,375,197,62,56,89,74,26,9,44,2601,0,0,3,5,62,97,109,127,19,20,33,24,15,12,9,532,0,0,4,38,106,125,317,226,57,48,64,62,21,9,27,1095,467,1384,2925,2295,2142,1760,4386,2798,425,462,454,404,168,81,431,20584,16,25,114,262,259,361,728,480,123,109,127,169,96,46,67,2971,0,0,6,401,530,228,346,272,68,108,106,111,68,10,38,2295,614,1386,1704,3234,3681,5052,4581,2865,743,688,719,798,316,148,512,27032,2112,6629,11223,11197,15499,16028,26294,17102,4155,4602,5068,5521,2164,737,2509,130831
209,4,7,17,169,940,499,1158,984,212,211,274,314,104,35,99,5019,33,37,76,64,261,116,64,60,7,5,9,3,0,0,10,735,3,4,21,69,127,149,443,185,44,54,51,58,19,3,5,1236,0,4,30,122,202,258,653,280,58,57,69,54,27,8,19,1853,4,40,77,161,682,897,1689,940,200,232,250,265,122,19,71,5656,0,0,0,4,50,118,140,116,24,23,20,22,7,4,7,535,0,0,0,30,151,144,371,259,67,63,82,52,30,10,36,1285,227,1045,2613,1694,1507,1104,2593,1333,178,186,188,132,52,31,286,13168,4,17,61,135,150,203,401,289,62,80,56,69,51,16,34,1605,0,4,9,676,1852,1138,1116,845,191,160,151,203,84,17,202,6660,245,1120,2213,2735,2837,3660,4816,3264,857,905,864,848,292,64,510,25222,1289,9272,18208,12374,16160,16923,36617,24374,5296,5807,6506,6606,2137,571,3515,165657
210,0,0,19,188,851,689,1244,877,189,184,201,268,79,13,57,4863,57,58,84,70,309,86,58,37,6,0,5,5,0,0,17,798,0,3,8,35,77,68,293,119,34,22,29,18,17,6,10,719,0,10,16,61,87,103,229,118,20,49,27,28,11,11,19,790,0,18,92,165,424,885,1563,886,191,175,209,239,71,20,65,5001,0,0,0,3,19,24,59,59,5,13,10,3,4,0,0,215,0,0,0,13,87,118,269,202,80,58,62,49,19,4,50,1005,159,789,1902,1060,911,535,1164,702,102,97,66,75,18,15,234,7829,0,11,20,54,97,97,213,183,35,46,40,33,32,5,20,897,0,6,9,431,1253,604,494,335,62,54,75,101,27,24,145,3616,294,1405,2972,4307,4167,4107,4835,3558,2134,1352,1060,921,253,110,868,32332,1174,7692,13173,10586,12995,15098,32687,22695,7203,6575,6000,7077,2237,577,3475,149241
211,0,3,26,155,671,429,763,532,158,146,153,162,61,24,62,3344,37,60,114,119,506,153,105,36,3,11,10,4,6,0,22,1188,8,22,39,142,280,237,819,352,72,73,50,40,18,6,26,2179,9,22,77,376,667,556,989,285,60,62,75,74,22,15,28,3310,6,39,283,377,835,875,1872,775,143,190,179,242,70,20,71,5981,0,0,0,16,148,261,287,171,22,32,29,21,6,0,14,1012,0,0,10,45,135,162,439,285,94,53,69,73,20,3,44,1429,616,2379,6538,3751,3022,1513,2747,1027,135,100,108,134,46,40,568,22708,9,28,78,164,169,270,436,243,43,45,52,48,33,17,33,1681,0,4,6,733,982,383,415,237,55,67,68,71,25,8,77,3133,384,1027,1530,2118,2474,1890,3320,2487,501,382,675,547,151,44,353,17880,1832,8194,13272,11722,17332,14754,33535,19108,3756,3615,3763,3997,1318,429,2572,139191
212,3,4,10,323,1762,1500,3390,2642,561,553,716,938,276,59,196,12925,60,76,213,279,1291,448,235,88,12,12,11,7,0,4,51,2785,0,10,30,128,415,318,1055,578,140,133,154,104,75,22,40,3195,7,12,76,448,803,536,1385,507,111,108,105,117,44,25,40,4326,12,66,510,1098,3377,4043,9838,5738,1195,1291,1607,1802,645,109,419,31762,0,0,0,9,163,282,381,302,89,97,140,143,36,8,33,1686,0,0,11,63,570,394,877,660,179,125,157,163,58,8,89,3352,485,2100,5322,3761,2883,1284,3112,1453,228,174,139,111,70,24,629,21782,7,17,45,126,147,225,447,373,81,100,87,91,45,20,43,1852,0,0,27,2067,6283,4030,3442,2316,528,496,478,541,305,88,662,21264,314,1255,3976,6531,11305,11724,14453,7111,1728,1735,1727,1810,675,235,1492,66078,1649,9253,21056,22203,43047,44393,98938,62509,14136,15149,16428,18324,6731,2077,7776,383675
213,0,3,41,736,3535,2843,6233,3789,897,839,808,1088,378,77,279,21553,106,103,167,243,999,345,179,84,27,18,8,11,7,6,60,2355,3,4,20,80,179,217,964,471,90,121,99,105,47,4,30,2441,0,17,40,122,214,289,1026,513,115,168,122,184,57,29,36,2928,4,21,80,129,530,884,2279,1491,228,290,320,379,132,32,89,6887,0,0,0,9,80,100,170,206,43,40,27,62,10,3,20,774,0,0,5,54,258,282,1322,828,272,207,193,234,73,17,81,3826,268,1502,4079,2287,1949,1116,3191,2041,318,297,238,277,85,48,385,18081,5,11,32,115,153,215,577,454,93,120,104,122,50,28,52,2132,0,6,46,2864,11438,7737,6807,4950,1019,935,835,1079,512,136,1634,39997,483,3150,6273,7066,7739,9411,16331,9453,2232,2124,2139,2428,723,290,1783,71626,1755,9613,21340,21012,35693,36224,91723,61631,14650,14454,15865,18160,5857,1875,8319,358172
214,0,3,12,50,294,253,404,280,106,93,107,145,45,9,45,1850,22,47,50,51,243,99,44,27,3,0,0,4,0,0,12,612,0,9,20,35,44,36,62,30,6,3,0,4,0,5,4,261,4,22,42,208,255,248,558,231,48,51,35,45,14,10,22,1783,3,45,114,107,170,124,132,65,4,18,13,23,0,0,16,834,0,0,0,0,7,27,21,32,3,3,0,8,7,0,0,111,0,0,0,12,34,60,192,176,41,36,44,38,18,11,24,679,587,2068,5462,3599,2837,1476,3715,1721,192,193,128,136,74,27,699,22911,9,19,66,106,148,161,261,132,27,36,35,38,30,14,22,1115,0,0,0,43,68,60,77,58,14,15,18,15,16,0,13,384,198,540,996,1138,1116,1062,1516,759,180,131,142,156,66,25,192,8225,1293,5226,9464,7402,7776,5633,10890,5653,1057,918,946,1000,444,174,1761,59637
215,0,0,0,9,85,73,219,228,87,80,92,136,44,6,48,1105,6,0,5,0,15,6,6,4,0,0,0,0,0,0,11,47,0,0,3,0,0,9,16,5,0,6,3,0,6,0,0,40,0,0,4,22,10,53,116,46,17,19,13,47,17,3,14,376,0,0,5,0,6,5,38,41,12,14,20,17,0,0,6,178,0,0,0,0,0,0,26,64,28,34,49,82,23,0,8,313,0,0,0,0,7,29,163,152,34,35,26,33,16,0,35,537,116,361,812,347,188,124,219,111,26,15,24,35,11,9,142,2533,0,0,11,29,23,20,46,36,12,4,3,12,3,3,4,192,0,0,0,14,88,94,140,100,31,79,91,28,20,6,71,760,49,125,187,228,241,304,501,298,57,57,134,295,84,133,211,2883,339,1274,1581,977,1074,1114,2722,2369,800,993,1178,1442,468,210,980,17527
216,0,0,0,6,103,93,190,302,79,90,97,135,48,30,42,1211,6,4,7,3,9,0,8,4,0,0,0,0,0,0,0,39,0,0,0,9,7,0,7,3,4,0,6,0,4,0,0,38,0,0,9,10,4,31,70,19,3,10,18,26,4,8,3,211,0,0,3,3,10,10,60,88,14,23,28,19,8,11,4,281,0,0,0,3,0,13,16,36,13,9,37,67,8,0,7,209,0,0,0,3,8,31,83,57,21,14,18,20,11,0,23,285,127,426,901,338,207,122,210,129,10,16,25,25,13,8,144,2703,8,0,6,24,16,20,36,35,12,5,7,12,10,0,5,178,0,0,0,0,16,3,37,34,0,4,8,12,5,6,16,141,35,136,210,148,124,298,618,378,88,56,137,236,83,16,89,2650,341,1568,1803,944,857,1310,3465,2736,768,779,930,1110,402,145,687,17849
217,0,0,3,15,58,48,112,155,46,41,75,86,27,8,17,694,7,3,4,0,11,0,11,3,0,0,0,0,0,0,0,43,0,0,0,4,3,3,5,8,0,0,0,4,0,0,3,33,0,4,6,22,16,41,99,45,6,13,8,34,0,10,6,311,0,5,6,5,10,5,41,58,13,9,12,13,7,3,0,190,0,0,0,0,5,0,20,41,19,24,39,50,15,0,3,218,0,0,0,6,3,12,50,42,17,13,24,11,13,0,11,199,113,465,921,421,292,180,286,156,22,17,30,34,11,0,134,3086,0,0,15,40,22,31,40,37,4,8,11,8,8,3,6,228,0,0,0,3,9,9,15,18,4,20,14,60,10,0,4,167,26,81,128,119,101,116,246,153,27,38,57,112,37,32,49,1317,222,1049,1373,958,972,888,1897,1285,312,381,544,627,210,90,422,11223
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
299,0,0,0,0,4,4,5,8,5,4,4,0,0,3,0,46,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,12,0,0,0,0,0,9,6,8,4,0,0,0,0,5,0,28,0,0,0,0,3,4,5,3,0,3,0,0,0,3,0,33,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,15,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,13,3,11,40,24,23,21,25,10,0,8,7,15,6,17,3,206,0,0,0,0,0,0,12,3,0,0,0,0,0,11,0,36,0,0,0,0,0,5,3,4,0,5,3,0,0,0,5,38,0,8,14,24,25,20,65,43,0,6,20,30,17,30,16,322,6,34,98,79,101,125,230,164,31,55,80,106,62,133,74,1390
301,0,0,14,68,328,283,582,333,69,44,60,79,20,11,41,1918,24,17,6,24,121,52,52,19,3,3,0,8,0,0,4,328,0,9,15,43,34,43,59,34,6,8,6,3,7,4,11,268,0,9,25,106,230,464,1797,713,155,207,151,153,62,13,46,4145,6,9,9,32,54,56,184,68,0,15,9,14,5,0,5,466,0,0,0,0,54,66,91,42,10,5,9,11,0,0,14,312,0,0,0,14,14,63,186,116,27,17,20,26,16,3,14,529,332,939,2687,1955,1943,1400,4284,1678,218,201,192,167,85,46,425,16552,6,9,56,108,99,107,219,138,8,34,15,26,15,11,23,877,0,0,0,66,117,59,96,61,17,12,7,8,10,4,17,478,99,297,653,879,895,884,1582,828,152,143,127,153,58,32,180,6955,740,2241,4563,5212,7249,6724,15591,7119,1142,1075,1045,1130,506,216,1384,55945
302,0,0,8,92,583,533,1089,661,121,153,184,183,73,18,56,3755,13,7,18,29,121,33,59,18,3,5,5,6,0,0,3,333,0,5,19,52,29,41,117,69,10,27,13,10,9,9,15,419,0,7,20,72,126,277,726,261,41,57,71,74,43,16,22,1821,0,11,60,48,91,102,227,182,21,10,17,28,8,4,15,827,0,0,0,3,32,83,130,100,22,16,26,22,12,0,0,443,0,0,0,12,56,71,237,157,52,52,30,27,20,6,24,745,193,513,1288,992,950,854,1999,937,146,159,103,105,54,19,194,8513,3,9,31,62,80,107,253,133,24,19,26,25,22,5,22,823,0,0,3,109,126,67,83,108,11,17,12,15,23,4,17,594,70,144,378,746,865,1055,2242,1362,356,447,371,421,122,44,184,8812,498,1633,2875,3767,6110,6436,15948,9060,1892,2052,2188,2466,914,302,1186,57333
