SA4_CODE_2021,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
206,246,0,5507,376,1277,63,5,1347,3,1721,9,97,89,0,183,0,191,0,0,0,0,0,0,0,384,1374,151,3,1531,3,1921,0,0,0,0,0,0,0,5643,1621,155,3,1779,5,7432,3325,140,0,0,140,3,3467,255,914,47,0,963,0,1218,9,84,77,0,166,0,176,0,4,0,0,4,0,4,258,1003,128,0,1130,0,1393,0,0,0,0,0,0,0,3580,1151,128,0,1276,5,4862,1532,54,0,0,54,0,1586,106,496,29,0,524,0,634,3,48,61,0,112,0,116,0,0,0,0,0,0,0,109,542,94,0,633,0,747,0,0,0,0,0,0,0,1643,600,92,0,689,0,2331,44032,2315,13,4,2329,22,46379,4410,13989,515,21,14525,14,18951,71,966,550,0,1520,0,1594,0,11,6,6,19,0,23,4479,14971,1074,27,16066,13,20561,30,28,0,0,33,41,102,48545,17315,1090,26,18430,78,67049
207,239,0,6639,446,2558,183,3,2745,0,3191,4,188,249,0,434,0,436,0,0,0,0,3,0,3,447,2751,427,3,3181,0,3629,0,0,0,0,0,0,0,6849,2989,430,3,3422,3,10270,4360,150,0,0,154,0,4518,297,1905,130,0,2028,0,2330,3,146,225,0,368,0,375,0,0,0,0,3,0,3,305,2050,348,0,2401,0,2704,0,0,0,0,0,0,0,4667,2208,350,0,2559,0,7222,2340,73,0,0,73,0,2414,151,1157,124,0,1284,0,1437,3,107,159,0,269,0,266,0,0,0,0,0,0,0,155,1262,290,0,1550,0,1711,0,0,0,0,0,0,0,2495,1340,291,0,1623,0,4122,36662,1745,3,0,1752,3,38414,3885,23620,1428,16,25064,15,28963,39,1613,1510,0,3126,5,3172,3,7,0,0,14,0,13,3929,25241,2936,21,28197,23,32151,21,47,6,0,51,23,92,40609,27029,2950,23,30005,49,70659
208,255,0,8989,472,1857,61,0,1921,0,2396,13,81,60,0,143,0,155,0,3,0,0,3,0,3,487,1934,127,0,2062,0,2552,0,0,0,0,0,0,0,9226,2188,125,0,2315,0,11539,5329,138,0,0,138,0,5473,268,1227,53,0,1280,0,1547,7,57,64,0,121,0,128,0,0,0,0,0,0,0,271,1289,116,0,1406,0,1675,4,0,0,0,0,0,0,5604,1427,116,0,1549,0,7149,2813,73,0,0,73,0,2883,135,720,39,0,756,0,896,3,42,43,0,82,0,89,0,0,0,0,0,0,0,145,757,82,0,845,0,980,0,0,0,0,0,0,0,2953,831,82,0,910,0,3866,59224,2368,12,0,2381,19,61618,4358,16219,506,9,16731,20,21111,61,673,418,0,1092,3,1155,0,12,0,0,19,0,19,4422,16907,923,9,17838,22,22281,56,22,0,0,22,17,89,63694,19290,937,9,20237,58,83994
209,329,0,7970,473,3322,228,5,3552,0,4025,15,326,266,0,589,0,600,0,4,0,0,12,0,11,480,3654,488,7,4149,0,4631,0,4,0,0,4,7,11,8120,3978,493,7,4478,12,12609,3920,148,0,0,156,0,4075,245,2108,152,0,2260,0,2506,17,251,197,0,448,0,461,0,5,0,0,5,0,5,260,2358,351,0,2710,0,2973,3,0,0,0,0,0,6,4187,2511,353,0,2860,5,7053,1964,87,0,0,87,0,2047,137,1146,80,0,1230,0,1366,5,160,149,0,310,0,315,0,0,0,0,0,0,0,144,1312,233,0,1540,0,1682,0,3,0,0,3,0,5,2105,1397,233,0,1627,6,3737,59402,3210,30,0,3239,48,62691,4610,33664,1712,29,35408,37,40055,86,2712,1645,11,4365,4,4458,16,45,0,12,56,0,70,4718,36425,3359,50,39826,37,44580,65,64,8,9,73,92,231,64182,39690,3395,57,43140,175,107503
210,243,0,4899,326,3571,367,3,3946,3,4278,13,527,585,0,1112,0,1122,0,4,0,0,4,0,5,336,4100,954,9,5066,3,5409,4,0,0,0,0,6,10,4994,4341,964,10,5311,14,10319,2321,92,0,0,98,0,2416,185,2290,234,5,2523,0,2710,4,347,360,0,708,0,712,0,0,0,0,3,0,6,191,2635,592,8,3233,0,3423,0,0,0,0,0,0,4,2513,2730,592,9,3331,0,5846,1108,45,0,0,44,0,1152,85,1264,144,5,1415,0,1504,3,237,271,0,503,0,507,0,0,0,0,3,0,3,90,1500,415,3,1919,0,2018,0,0,0,0,0,3,4,1198,1543,415,10,1968,3,3170,36878,2458,60,6,2529,28,39430,3298,36330,2866,52,39249,54,42596,98,4179,3549,5,7735,0,7835,4,51,5,19,80,4,81,3404,40564,6424,80,47060,52,50518,52,96,6,8,111,94,257,40330,43117,6492,90,49698,175,90202
211,205,3,9862,388,2070,116,0,2186,0,2571,8,197,264,0,461,0,464,4,0,0,0,0,0,4,397,2270,374,0,2645,0,3045,9,0,0,0,0,0,8,10049,2476,374,4,2852,9,12915,4807,127,0,0,131,5,4944,227,1499,109,0,1611,0,1838,0,137,213,0,351,0,350,0,0,0,0,3,0,3,234,1632,324,0,1961,0,2197,0,0,0,0,0,0,0,5040,1769,330,0,2091,6,7135,2391,48,0,0,48,0,2435,123,896,70,0,963,0,1089,3,88,150,0,237,0,239,0,0,0,0,0,0,0,128,978,216,0,1200,0,1330,0,3,0,0,3,0,3,2518,1029,216,0,1252,0,3771,68299,1990,30,9,2024,56,70385,3783,20538,1113,13,21662,14,25454,58,1785,1877,14,3679,9,3742,16,13,3,8,21,0,40,3862,22336,2989,28,25362,16,29240,57,34,4,0,43,36,132,72222,24363,3030,41,27428,104,99755
212,391,6,9496,660,7750,498,12,8261,7,8934,21,1267,1178,0,2444,0,2465,0,3,0,6,9,0,9,685,9021,1684,12,10712,9,11405,0,11,0,0,15,0,13,9777,9418,1684,12,11119,12,20911,4163,187,5,0,192,0,4353,360,5062,355,4,5423,0,5782,14,878,935,0,1809,0,1827,0,0,0,0,0,0,3,371,5938,1292,4,7234,0,7612,0,3,0,0,6,0,10,4541,6124,1297,4,7430,5,11978,2047,91,0,0,90,0,2138,174,2957,257,0,3214,0,3390,6,597,670,0,1266,0,1273,0,4,0,0,4,0,4,177,3553,928,0,4487,0,4664,0,3,0,0,3,3,12,2221,3650,931,0,4581,5,6816,66802,3951,78,11,4044,70,70906,6399,77040,4001,55,81098,72,87567,190,10328,7320,19,17664,6,17867,19,64,18,21,106,0,124,6602,87426,11346,94,98868,86,105555,80,171,28,0,203,173,451,73480,91548,11453,110,103112,324,176916
213,440,0,8447,677,7064,451,7,7517,0,8197,18,844,961,3,1811,0,1833,3,8,0,0,11,0,16,698,7918,1415,12,9345,3,10045,0,13,0,0,9,3,21,8707,8358,1425,12,9795,11,18513,3658,185,4,0,189,0,3845,325,4376,288,6,4664,3,5001,9,637,760,0,1394,0,1405,0,6,0,0,6,0,5,342,5015,1045,6,6066,5,6412,0,0,0,0,0,3,3,3999,5199,1047,6,6252,14,10262,1778,96,0,0,95,0,1873,168,2239,187,4,2426,5,2599,0,396,495,0,881,0,883,0,0,0,3,6,0,6,169,2634,681,5,3316,0,3491,0,0,3,0,9,3,8,1943,2731,688,4,3421,4,5368,65110,4742,94,12,4852,75,70031,7449,81297,3624,104,85027,80,92558,207,7641,6697,37,14366,14,14584,23,96,9,29,132,11,159,7678,89034,10320,164,99521,103,107306,102,200,17,8,225,137,467,72895,93971,10432,190,104593,320,177800
214,121,0,5707,209,431,23,0,448,0,658,7,21,5,0,28,0,36,0,0,0,0,3,0,5,215,448,30,0,483,0,700,0,0,0,0,0,4,5,5794,564,37,0,604,9,6408,2203,35,5,0,38,0,2241,70,252,13,0,274,0,341,4,26,9,0,26,0,29,0,0,0,0,0,0,0,72,283,19,0,300,0,372,0,0,0,0,0,0,5,2279,312,19,0,332,0,2612,1062,23,0,0,23,0,1081,39,128,8,0,134,0,175,7,12,4,0,17,0,21,0,0,0,0,0,0,0,44,138,11,0,150,0,195,0,0,0,0,0,0,0,1103,161,11,0,171,4,1276,43061,1067,21,0,1087,53,44197,1789,3327,120,8,3459,8,5255,43,206,68,0,282,0,325,6,3,0,4,4,0,10,1840,3541,196,14,3745,8,5591,42,4,0,0,4,45,93,44945,4609,214,14,4843,106,49887
215,26,5,2651,29,162,18,0,182,0,214,0,26,43,0,65,0,66,0,0,0,0,0,0,0,34,185,56,0,246,0,281,0,0,0,0,0,0,0,2657,209,59,0,270,7,2932,580,6,0,0,6,0,590,13,40,0,0,43,0,55,0,12,24,0,29,0,29,0,0,0,0,0,0,0,13,48,21,0,75,0,84,0,0,0,0,0,0,0,595,55,21,0,79,0,677,160,0,0,0,0,0,164,4,11,0,0,7,0,10,0,3,11,0,15,0,15,0,0,0,0,0,0,0,4,17,9,0,25,0,27,0,0,0,0,0,0,0,164,12,9,0,25,0,190,19343,262,6,5,268,33,19646,427,1637,146,0,1783,7,2216,16,240,298,0,537,0,560,5,0,7,9,10,0,16,449,1880,452,9,2336,3,2787,21,4,0,0,4,31,63,19814,2148,453,8,2610,74,22498
216,39,0,2385,57,244,24,0,268,0,328,5,64,96,0,163,0,166,0,0,0,0,0,0,0,62,311,121,0,431,0,496,8,0,0,0,0,3,9,2407,345,125,0,470,6,2889,627,4,0,0,9,0,637,18,78,13,0,87,0,104,0,19,36,0,59,0,59,0,0,0,0,0,0,0,18,98,44,0,141,0,164,0,0,0,0,0,0,0,644,102,53,0,155,0,798,173,4,0,0,4,0,181,4,34,0,0,39,0,44,0,10,18,0,27,0,27,0,0,0,0,0,0,0,4,47,15,0,65,0,65,0,0,0,0,0,0,0,180,52,15,0,69,0,250,16610,283,12,0,300,31,16944,393,2598,265,12,2868,5,3268,11,486,493,0,978,0,990,7,0,0,14,13,0,21,413,3086,755,21,3860,5,4280,25,6,3,0,11,36,72,17044,3377,770,27,4170,76,21295
217,20,6,2596,53,53,0,0,57,0,107,6,9,7,0,13,0,20,0,0,0,0,0,0,0,53,60,9,0,68,0,123,0,0,0,0,0,0,6,2626,84,9,0,94,6,2724,602,4,0,0,4,0,608,10,17,0,0,17,0,31,0,0,3,0,3,0,3,0,0,0,0,0,0,0,13,17,3,0,24,0,36,0,0,0,0,0,0,0,619,22,3,0,28,0,647,170,0,0,0,0,0,170,3,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,8,0,0,0,0,0,0,0,176,0,0,0,0,0,179,17853,167,3,0,166,27,18049,418,683,32,0,713,0,1135,14,53,52,0,100,0,119,5,0,0,0,6,0,10,438,737,89,0,823,4,1264,22,0,0,0,0,27,50,18314,901,90,0,994,56,19358
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,91,0,5408,200,427,18,0,449,0,645,0,23,10,0,34,0,35,0,6,0,0,6,0,6,200,453,32,0,482,0,683,0,0,0,0,0,0,3,5518,544,32,0,579,3,6098,1996,44,0,0,44,0,2044,67,264,16,0,283,0,355,0,10,11,0,17,0,25,0,0,0,0,0,0,0,70,273,25,0,303,0,375,0,0,0,0,0,0,0,2064,321,25,0,350,0,2416,766,17,0,0,17,0,782,39,125,9,0,133,0,170,0,7,0,0,6,0,12,0,0,0,0,0,0,0,37,133,11,0,141,0,179,0,0,0,0,0,0,0,801,153,11,0,164,0,968,36452,957,0,0,960,30,37442,1720,3929,127,0,4055,3,5774,44,136,76,0,209,0,253,0,20,0,0,20,0,20,1757,4083,204,0,4288,3,6045,26,14,0,0,14,18,51,38230,5052,209,0,5260,54,43542
302,63,0,3802,174,716,28,0,742,0,918,4,38,57,0,92,0,98,0,0,0,0,0,0,0,179,760,83,0,839,0,1017,0,0,0,0,0,0,0,3917,818,81,0,903,0,4818,1590,32,0,0,32,0,1623,77,407,19,0,428,0,503,3,27,36,0,63,0,63,0,0,0,0,0,0,0,86,442,52,0,488,0,572,0,0,0,0,0,0,0,1671,466,53,0,523,0,2192,601,7,0,0,7,0,610,34,204,16,0,217,0,251,0,9,25,0,36,0,33,0,0,0,0,0,0,0,33,216,33,0,253,0,281,0,0,0,0,0,0,0,633,224,33,0,261,0,888,27969,837,4,0,845,10,28826,1820,7633,241,6,7884,5,9702,44,376,308,0,684,0,730,0,8,0,3,8,0,10,1867,8019,549,6,8576,5,10440,23,13,0,0,13,10,46,29855,8875,553,6,9433,23,39311
303,178,0,5301,297,2078,171,0,2248,0,2546,9,302,302,0,601,0,607,0,0,0,0,6,0,5,308,2375,474,0,2853,0,3157,0,4,0,0,6,0,3,5428,2555,472,0,3031,8,8466,2498,60,0,0,60,0,2563,150,1233,113,0,1343,0,1498,5,178,197,0,371,0,376,0,0,0,0,0,0,0,152,1410,306,0,1721,0,1877,0,0,0,0,0,0,0,2656,1474,306,0,1779,0,4437,1004,28,0,0,28,0,1034,71,689,58,0,745,0,818,0,118,136,0,253,0,256,0,0,0,0,0,0,0,71,802,200,0,996,0,1069,0,0,0,0,0,0,0,1077,835,201,0,1035,0,2103,35575,1691,24,0,1710,19,37306,3561,22945,1377,15,24338,21,27913,76,2609,1677,0,4293,5,4373,8,14,10,10,27,4,34,3638,25563,3072,21,28652,23,32315,41,46,4,3,53,53,149,39253,27300,3097,27,30423,97,69772
304,90,0,4537,189,731,27,0,758,0,945,4,61,29,0,91,0,95,0,0,0,0,0,0,0,193,788,57,0,848,0,1046,0,0,0,0,0,0,0,4649,880,59,0,933,4,5585,2223,43,0,0,43,0,2265,95,460,20,0,477,0,574,0,31,16,0,49,0,49,0,0,0,0,0,0,0,99,488,40,0,525,0,622,0,0,0,0,0,0,0,2318,526,39,0,568,0,2887,844,17,0,0,17,0,859,53,217,3,0,228,0,275,0,20,13,0,29,0,29,0,0,0,0,0,0,0,53,236,15,0,256,0,305,0,0,0,0,0,0,0,896,254,15,0,267,0,1165,28849,894,15,4,913,16,29774,1913,7299,184,12,7493,7,9409,36,438,193,0,634,0,662,0,0,0,0,0,0,0,1951,7738,376,12,8120,4,10078,18,10,0,0,10,11,39,30814,8642,394,12,9051,36,39897
305,82,0,4526,189,531,26,0,558,0,745,7,38,29,0,64,0,68,0,0,0,0,0,0,0,194,569,51,0,623,0,812,0,0,0,0,0,0,0,4630,651,53,0,704,0,5339,2484,43,0,0,43,0,2525,103,283,13,0,296,0,401,0,13,15,0,33,0,33,0,0,0,0,0,0,0,108,297,34,0,331,0,438,0,0,0,0,0,0,0,2586,341,34,0,373,0,2963,946,15,0,0,15,0,959,29,111,9,0,119,0,150,0,7,11,0,23,0,23,0,0,0,0,0,0,0,29,120,23,0,144,0,172,0,0,0,0,0,0,0,975,136,23,0,157,0,1140,30416,854,8,4,861,6,31282,2039,6007,222,4,6224,0,8264,23,351,149,0,498,3,524,0,5,0,0,5,0,5,2060,6359,369,4,6728,3,8794,15,7,0,0,6,20,42,32484,7220,378,8,7603,29,40119
306,82,7,3914,254,461,28,0,492,0,750,5,46,65,0,109,0,111,0,0,0,0,0,0,4,261,508,92,0,602,0,867,4,0,0,0,0,6,9,4087,592,97,0,689,12,4787,559,29,0,0,29,0,586,40,97,3,0,102,0,142,0,18,29,0,45,0,49,0,0,0,0,0,0,3,42,118,32,0,148,0,191,0,0,0,0,0,0,0,600,146,32,0,176,0,776,179,6,0,0,6,0,183,10,36,5,0,44,0,51,0,6,0,0,7,0,7,0,0,0,0,4,0,4,10,41,7,0,50,0,60,0,0,0,0,0,0,0,187,52,7,0,58,0,245,26492,858,9,4,870,44,27400,1974,4350,210,8,4565,0,6548,61,478,455,3,937,0,996,11,10,0,27,34,0,46,2042,4837,674,35,5546,0,7587,34,19,0,0,19,48,104,28567,5716,679,34,6431,94,35091
307,22,0,2242,29,87,3,0,85,0,116,0,7,0,0,9,0,7,0,0,0,0,0,0,0,29,93,6,0,97,0,126,5,0,0,0,0,0,5,2256,112,6,0,114,0,2372,246,0,0,0,4,0,247,0,20,0,0,22,0,28,0,0,3,0,4,0,4,0,0,0,0,0,0,0,0,19,5,0,20,0,30,0,0,0,0,0,0,0,244,22,4,0,27,0,276,65,0,0,0,0,0,65,4,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,5,0,0,0,0,0,0,0,73,3,0,0,3,0,74,17443,150,0,0,148,14,17606,265,765,25,7,794,0,1062,15,31,18,0,49,3,59,5,3,0,0,5,0,13,279,800,44,6,848,3,1133,32,0,0,0,4,32,67,17754,954,47,6,1003,40,18805
308,23,0,3983,85,261,13,0,277,0,366,7,15,34,0,49,0,57,0,0,0,0,0,0,0,94,285,46,0,328,0,418,0,0,0,0,0,0,7,4054,310,46,0,356,4,4416,504,0,0,0,0,0,504,16,69,0,0,69,0,81,0,10,7,0,18,0,18,0,0,0,0,0,0,0,16,73,7,0,83,0,96,0,0,0,0,0,0,0,517,73,7,0,83,0,601,176,0,0,0,0,0,176,5,22,0,0,23,0,26,0,0,0,0,5,0,5,0,0,0,0,0,0,0,5,21,3,0,26,0,28,0,0,0,0,0,0,0,176,21,3,0,26,0,201,31543,327,9,0,342,27,31911,785,2278,73,0,2343,4,3134,30,120,151,0,275,0,313,4,3,0,0,7,0,9,823,2399,223,10,2631,7,3460,41,15,0,0,16,54,99,32402,2739,235,9,2983,83,35472
309,257,0,11251,527,1269,82,0,1344,4,1874,23,94,87,0,183,0,205,0,3,0,3,4,0,8,551,1365,164,5,1531,4,2086,8,0,0,0,0,0,5,11549,1615,176,3,1796,8,13347,3791,96,0,0,96,0,3891,191,610,54,0,665,0,859,11,61,49,0,108,0,125,0,3,0,0,3,0,3,207,675,103,0,779,0,982,0,0,0,0,0,0,0,4002,770,106,0,873,3,4878,1469,30,0,0,30,0,1497,90,350,29,0,380,0,473,3,35,33,0,68,0,75,0,0,0,0,0,0,0,92,385,68,0,456,0,538,0,0,0,0,0,3,3,1558,420,68,0,480,5,2044,79558,2440,41,9,2486,85,82128,4808,12261,668,11,12936,14,17761,138,1011,536,0,1546,0,1684,13,16,3,4,21,0,32,4957,13289,1196,17,14507,17,19482,132,19,5,0,21,77,233,84651,15752,1241,24,17018,177,101842
310,165,7,5724,227,1330,123,0,1450,0,1679,11,244,229,0,473,0,487,4,0,0,3,5,0,9,243,1567,353,0,1927,0,2175,0,0,0,0,0,3,6,5801,1731,360,7,2092,8,7902,1548,39,0,0,38,3,1589,63,647,45,0,693,0,760,8,166,151,0,315,0,320,0,0,0,0,0,0,0,72,806,200,0,1016,0,1079,0,0,0,0,0,0,0,1614,850,204,0,1052,3,2671,533,13,0,3,15,0,551,27,294,27,0,317,0,344,0,93,78,0,166,0,171,0,0,0,0,0,0,0,23,383,100,0,485,0,512,0,0,0,0,0,0,3,559,403,100,3,506,0,1065,44418,1578,26,9,1619,62,46099,2269,13180,823,15,14014,8,16292,107,1998,1494,7,3500,8,3606,14,8,0,19,30,0,44,2384,15190,2308,43,17543,11,19941,76,49,7,7,60,54,187,46880,16816,2345,58,19217,129,66225
311,175,3,5847,281,1248,130,0,1375,0,1660,9,217,310,0,528,0,542,0,0,0,4,4,0,5,297,1465,439,8,1905,0,2209,0,3,0,0,3,0,3,5969,1640,440,8,2089,6,8057,1441,49,0,0,48,0,1487,86,550,62,0,615,0,698,3,108,167,0,275,0,279,0,0,0,0,0,0,0,92,663,230,0,891,0,986,0,0,0,0,0,0,0,1529,710,227,0,939,3,2467,554,14,0,0,14,0,569,34,277,40,0,318,0,347,3,74,100,0,176,0,174,0,0,0,0,0,0,0,36,347,142,0,489,0,525,0,0,0,0,0,0,0,587,365,142,0,507,0,1095,43405,1698,27,9,1732,76,45211,2558,12192,943,11,13146,20,15723,84,1952,2047,4,4004,0,4087,7,9,0,16,21,0,27,2649,14152,2993,27,17171,20,19846,81,45,10,4,58,73,213,46134,15898,3022,43,18963,172,65268
