SA4_CODE_2021,M_0_4_yrs_Need_for_assistance,M_0_4_No_need_for_assistance,M_0_4_Need_for_assistance_ns,M_0_4_yrs_Tot,M_5_14_Need_for_assistance,M_5_14_No_need_for_assistance,M_5_14_Need_for_assistance_ns,M_5_14_yrs_Tot,M_15_19_Need_for_assistance,M_15_19_No_need_for_assistnce,M_15_19_Need_for_assistnce_ns,M_15_19_yrs_Tot,M_20_24_Need_for_assistance,M_20_24_No_need_for_assistnce,M_20_24_Need_for_assistnce_ns,M_20_24_yrs_Tot,M_25_34_Need_for_assistance,M_25_34_No_need_for_assistnce,M_25_34_Need_for_assistnce_ns,M_25_34_yrs_Tot,M_35_44_Need_for_assistance,M_35_44_No_need_for_assistnce,M_35_44_Need_for_assistnce_ns,M_35_44_yrs_Tot,M_45_54_Need_for_assistance,M_45_54_No_need_for_assistnce,M_45_54_Need_for_assistnce_ns,M_45_54_yrs_Tot,M_55_64_Need_for_assistance,M_55_64_No_need_for_assistnce,M_55_64_Need_for_assistnce_ns,M_55_64_yrs_Tot,M_65_74_Need_for_assistance,M_65_74_No_need_for_assistnce,M_65_74_Need_for_assistnce_ns,M_65_74_yrs_Tot,M_75_84_Need_for_assistance,M_75_84_No_need_for_assistnce,M_75_84_Need_for_assistnce_ns,M_75_84_yrs_Tot,M_85_over_Need_for_assistance,M_85_ov_No_need_for_assistnce,M_85_ov_Need_for_assistnce_ns,M_85_yrs_over_Tot,M_Tot_Need_for_assistance,M_Tot_No_need_for_assistance,M_Tot_Need_for_assistance_ns,M_Tot_Tot,F_0_4_yrs_Need_for_assistance,F_0_4_No_need_for_assistance,F_0_4_Need_for_assistance_ns,F_0_4_yrs_Tot,F_5_14_Need_for_assistance,F_5_14_No_need_for_assistance,F_5_14_Need_for_assistance_ns,F_5_14_yrs_Tot,F_15_19_Need_for_assistance,F_15_19_No_need_for_assistnce,F_15_19_Need_for_assistnce_ns,F_15_19_yrs_Tot,F_20_24_Need_for_assistance,F_20_24_No_need_for_assistnce,F_20_24_Need_for_assistnce_ns,F_20_24_yrs_Tot,F_25_34_Need_for_assistance,F_25_34_No_need_for_assistnce,F_25_34_Need_for_assistnce_ns,F_25_34_yrs_Tot,F_35_44_Need_for_assistance,F_35_44_No_need_for_assistnce,F_35_44_Need_for_assistnce_ns,F_35_44_yrs_Tot,F_45_54_Need_for_assistance,F_45_54_No_need_for_assistnce,F_45_54_Need_for_assistnce_ns,F_45_54_yrs_Tot,F_55_64_Need_for_assistance,F_55_64_No_need_for_assistnce,F_55_64_Need_for_assistnce_ns,F_55_64_yrs_Tot,F_65_74_Need_for_assistance,F_65_74_No_need_for_assistnce,F_65_74_Need_for_assistnce_ns,F_65_74_yrs_Tot,F_75_84_Need_for_assistance,F_75_84_No_need_for_assistnce,F_75_84_Need_for_assistnce_ns,F_75_84_yrs_Tot,F_85_over_Need_for_assistance,F_85_ov_No_need_for_assistnce,F_85_ov_Need_for_assistnce_ns,F_85_yrs_over_Tot,F_Tot_Need_for_assistance,F_Tot_No_need_for_assistance,F_Tot_Need_for_assistance_ns,F_Tot_Tot,P_0_4_yrs_Need_for_assistance,P_0_4_No_need_for_assistance,P_0_4_Need_for_assistance_ns,P_0_4_yrs_Tot,P_5_14_Need_for_assistance,P_5_14_No_need_for_assistance,P_5_14_Need_for_assistance_ns,P_5_14_yrs_Tot,P_15_19_Need_for_assistance,P_15_19_No_need_for_assistnce,P_15_19_Need_for_assistnce_ns,P_15_19_yrs_Tot,P_20_24_Need_for_assistance,P_20_24_No_need_for_assistnce,P_20_24_Need_for_assistnce_ns,P_20_24_yrs_Tot,P_25_34_Need_for_assistance,P_25_34_No_need_for_assistnce,P_25_34_Need_for_assistnce_ns,P_25_34_yrs_Tot,P_35_44_Need_for_assistance,P_35_44_No_need_for_assistnce,P_35_44_Need_for_assistnce_ns,P_35_44_yrs_Tot,P_45_54_Need_for_assistance,P_45_54_No_need_for_assistnce,P_45_54_Need_for_assistnce_ns,P_45_54_yrs_Tot,P_55_64_Need_for_assistance,P_55_64_No_need_for_assistnce,P_55_64_Need_for_assistnce_ns,P_55_64_yrs_Tot,P_65_74_Need_for_assistance,P_65_74_No_need_for_assistnce,P_65_74_Need_for_assistnce_ns,P_65_74_yrs_Tot,P_75_84_Need_for_assistance,P_75_84_No_need_for_assistnce,P_75_84_Need_for_assistnce_ns,P_75_84_yrs_Tot,P_85_over_Need_for_assistance,P_85_ov_No_need_for_assistnce,P_85_ov_Need_for_assistnce_ns,P_85_yrs_over_Tot,P_Tot_Need_for_assistance,P_Tot_No_need_for_assistance,P_Tot_Need_for_assistance_ns,P_Tot_Tot
124,252,10568,601,11415,1753,19935,1247,22939,523,9424,589,10537,387,9523,676,10590,537,20191,1531,22259,527,20449,1447,22427,767,18793,1139,20695,1009,16728,873,18613,1388,12753,662,14801,1314,5270,468,7046,719,911,230,1858,9187,144551,9462,163198,131,9910,557,10601,808,19792,1233,21833,325,9064,494,9883,249,9135,605,9985,506,21565,1478,23544,577,21457,1282,23317,808,19782,1022,21612,1203,18173,770,20148,1583,14001,669,16254,1900,5804,597,8305,1676,1142,553,3370,9772,149827,9259,168862,387,20477,1157,22020,2563,39729,2479,44777,847,18490,1083,20422,637,18665,1277,20581,1045,41754,3010,45804,1109,41912,2730,45750,1571,38570,2163,42308,2218,34898,1647,38760,2970,26750,1329,31058,3217,11068,1067,15357,2390,2054,786,5235,18960,294374,18727,332056
125,260,15398,1313,16976,1120,28031,2332,31484,371,11853,846,13071,309,17390,1636,19333,566,43201,4269,48038,692,37856,3420,41971,1019,24871,2072,27963,1638,20761,1499,23899,2263,13468,974,16706,2261,6059,628,8948,1470,1291,431,3190,11971,220179,19430,251582,146,14568,1205,15915,513,27426,2173,30113,235,11080,786,12104,205,15361,1144,16711,490,40656,3172,44316,678,34637,2559,37869,1224,24852,1586,27662,2040,21323,1338,24695,2735,14136,938,17808,3369,5944,745,10057,2642,1408,630,4676,14271,211394,16276,241931,404,29969,2520,32892,1639,55455,4507,61601,610,22931,1637,25171,519,32751,2777,36044,1048,83861,7443,92360,1364,72494,5984,79837,2241,49722,3652,55620,3679,42082,2840,48592,4993,27607,1914,34513,5630,12004,1373,19004,4108,2701,1054,7867,26236,431572,35702,493515
126,54,5133,240,5431,369,11395,416,12185,105,5063,155,5321,90,6286,255,6629,177,14852,732,15762,175,14818,637,15631,216,11366,440,12028,363,10050,412,10826,539,7377,302,8217,789,3353,250,4394,833,901,225,1960,3714,90599,4065,98378,26,5071,223,5327,160,10949,371,11486,79,4772,161,5009,70,5987,266,6330,148,15725,718,16598,171,15576,602,16348,281,12219,394,12897,482,11024,395,11905,790,8112,318,9222,1346,3721,306,5375,1524,1148,508,3173,5074,94325,4258,103659,84,10213,461,10759,532,22344,785,23661,179,9834,312,10329,157,12276,520,12954,323,30579,1456,32358,346,30391,1244,31980,497,23588,830,24919,849,21080,807,22731,1327,15492,619,17441,2133,7076,557,9771,2354,2046,724,5131,8794,184923,8322,202038
127,298,15087,1192,16581,1526,30615,2336,34479,544,15048,993,16584,414,15298,996,16709,668,30425,2083,33171,913,28869,2003,31785,1451,25888,1617,28957,2686,22926,1542,27154,3345,13554,1018,17915,2834,5159,745,8733,1487,923,454,2865,16167,203790,14974,234934,161,14246,1121,15534,682,29627,2100,32407,296,14365,875,15533,240,14851,890,15974,557,32147,2135,34839,948,30697,2031,33683,1796,27188,1570,30555,3294,22875,1396,27572,4225,14078,1031,19334,3956,5012,775,9739,2722,922,685,4325,18879,206008,14610,239498,461,29336,2318,32111,2210,60246,4431,66887,833,29416,1870,32117,655,30145,1886,32683,1226,62568,4221,68011,1860,59568,4035,65464,3253,53078,3192,59513,5984,45803,2937,54724,7572,27632,2050,37252,6789,10168,1517,18477,4212,1844,1136,7189,35044,409799,29593,474430
128,85,6504,215,6805,649,13990,487,15129,235,6805,197,7231,167,6245,212,6626,202,12171,515,12886,190,13898,551,14641,261,14618,529,15403,395,12981,448,13833,607,9965,359,10933,872,5139,307,6318,963,1235,251,2445,4631,103555,4067,112258,49,6212,222,6477,298,13289,412,14002,126,6481,164,6769,78,6049,157,6287,163,12777,515,13459,222,15116,516,15853,311,15622,473,16407,482,13776,374,14640,794,10765,391,11948,1370,5720,430,7521,1830,1549,606,3988,5717,107370,4264,117352,134,12717,435,13283,947,27284,902,29130,357,13285,359,14006,246,12300,369,12920,367,24953,1031,26347,416,29017,1066,30496,573,30241,1002,31812,881,26766,832,28471,1400,20735,744,22879,2240,10864,738,13841,2794,2780,862,6432,10348,210923,8336,229604
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,6,157,87,258,24,200,167,382,8,156,91,253,12,267,136,411,25,723,414,1164,34,586,480,1108,42,531,433,1010,73,569,308,949,39,476,130,648,20,115,35,166,8,10,6,19,300,3791,2285,6375,3,113,90,203,9,218,182,412,9,180,91,279,13,274,135,418,26,667,333,1022,27,434,286,749,41,428,197,666,51,500,149,698,31,312,64,404,12,76,20,104,15,5,8,32,232,3220,1546,4997,11,276,181,460,35,413,344,798,20,337,174,532,17,542,267,829,52,1392,749,2187,65,1025,761,1859,83,960,629,1678,129,1069,460,1648,71,787,195,1055,35,192,53,277,15,14,14,49,537,7010,3831,11371
201,110,4330,247,4685,822,9701,723,11242,325,4583,294,5205,235,4255,304,4790,371,9233,631,10228,342,8837,626,9803,500,9664,754,10917,739,9625,679,11043,1011,8520,635,10169,1008,3945,381,5341,670,781,175,1624,6118,73474,5449,85041,63,4302,271,4634,420,9502,589,10513,207,4423,296,4920,177,4264,264,4708,308,9575,596,10476,380,9745,586,10704,604,10365,620,11587,809,10542,560,11909,1053,9255,555,10869,1168,4318,377,5865,1392,1035,269,2696,6579,77319,4990,88886,168,8633,517,9323,1241,19204,1310,21757,526,9001,591,10126,413,8516,573,9501,676,18805,1226,20702,716,18582,1206,20511,1103,20026,1370,22505,1547,20164,1237,22951,2063,17777,1194,21034,2181,8266,761,11207,2058,1816,447,4317,12701,150793,10437,173937
202,106,4295,280,4680,859,9293,649,10807,294,4175,270,4738,203,3926,311,4438,325,8327,814,9464,292,8529,708,9523,427,9128,753,10303,586,9394,719,10704,844,8576,608,10026,889,4048,406,5342,686,843,249,1781,5511,70524,5762,81803,61,4135,268,4467,419,9093,607,10116,195,4179,281,4656,128,3988,237,4352,269,9125,607,10002,332,9432,612,10373,455,9959,618,11037,707,10424,661,11797,916,9117,555,10588,1130,4260,447,5839,1303,993,447,2737,5911,74700,5349,85960,168,8432,547,9144,1279,18384,1260,20919,489,8347,549,9392,333,7912,542,8790,591,17452,1424,19470,617,17956,1322,19900,881,19085,1372,21340,1293,19819,1386,22501,1755,17691,1158,20611,2021,8311,853,11184,1994,1834,693,4517,11425,145222,11115,167764
203,170,9129,432,9727,1463,18236,1044,20748,542,8430,436,9408,360,9006,643,10003,517,19786,1568,21876,450,18594,1318,20360,647,17872,1152,19673,910,16770,979,18661,1387,15104,900,17397,1599,6986,586,9172,1222,1545,273,3048,9266,141466,9328,160063,88,8708,410,9204,728,17783,997,19515,311,8232,426,8967,243,8813,484,9533,454,20396,999,21849,539,20327,1041,21909,798,19347,906,21052,1172,18907,841,20919,1581,16726,897,19209,2258,7825,663,10747,2658,1784,460,4904,10830,148856,8127,167815,260,17840,836,18936,2196,36018,2045,40257,848,16663,865,18372,596,17819,1127,19539,970,40188,2569,43726,989,38919,2360,42274,1450,37220,2057,40725,2082,35679,1824,39586,2970,31831,1797,36603,3858,14810,1248,19915,3878,3336,735,7951,20101,290325,17454,327878
204,88,4316,301,4703,850,9720,840,11414,296,4852,366,5517,191,4021,382,4595,309,8684,709,9700,324,8765,763,9852,424,10058,792,11275,723,11433,916,13068,1039,10690,814,12546,1106,4993,459,6561,782,1005,154,1946,6128,78548,6489,91165,50,4342,268,4662,452,9672,753,10877,153,4529,366,5049,113,3688,309,4106,245,8976,662,9890,315,9719,688,10723,491,10936,773,12199,784,12224,828,13837,976,10766,678,12421,1345,5116,496,6958,1548,1210,286,3050,6473,81179,6117,93770,140,8653,566,9364,1299,19395,1593,22291,453,9381,734,10563,304,7717,685,8704,552,17663,1375,19590,640,18485,1448,20571,912,20995,1561,23472,1507,23655,1744,26908,2011,21461,1493,24963,2452,10111,959,13515,2331,2217,439,4995,12605,159729,12606,184935
205,166,7241,575,7975,1316,15577,1390,18283,489,7098,535,8120,363,6165,539,7068,565,13889,1469,15931,529,13725,1529,15772,819,15165,1345,17328,1344,18401,1431,21171,1925,18365,1379,21666,1900,8610,790,11297,1283,1573,361,3215,10689,125796,11348,147833,101,7008,580,7683,632,15122,1341,17087,291,6963,533,7793,226,5990,457,6672,475,15106,1210,16790,614,14862,1270,16752,962,16723,1169,18848,1469,20184,1361,23021,1976,18601,1289,21864,2315,8663,814,11790,2357,1859,500,4716,11423,131073,10526,153015,259,14244,1155,15659,1945,30701,2724,35369,783,14062,1070,15913,591,12152,998,13743,1046,28997,2678,32721,1145,28584,2801,32526,1776,31888,2513,36176,2816,38585,2792,44190,3899,36963,2666,43532,4215,17266,1607,23088,3638,3433,861,7929,22113,256869,21867,300848
206,134,11638,588,12355,765,19759,1056,21580,298,10353,554,11202,251,24724,1664,26641,597,74788,4933,80322,642,47301,3039,50981,810,32449,2118,35375,1209,25055,1748,28011,1428,16705,1119,19248,2146,7554,717,10415,1955,1511,331,3804,10237,271838,17865,299941,70,11315,625,12015,380,19570,1056,21006,198,11403,618,12229,351,28520,1801,30675,853,79392,4948,85196,680,46674,2756,50110,929,33823,1868,36623,1263,26335,1501,29097,2034,18447,1118,21595,3608,8118,714,12443,3741,1825,515,6077,14118,285426,17525,317072,202,22959,1211,24369,1144,39331,2112,42583,494,21759,1176,23434,602,53238,3474,57314,1452,154187,9884,165518,1325,93978,5793,101098,1746,66270,3986,72005,2471,51391,3247,57113,3461,35150,2241,40849,5755,15675,1427,22859,5692,3341,852,9883,24358,557266,35389,617018
207,110,7648,287,8044,806,20557,682,22054,290,11469,350,12109,234,13212,567,14010,313,22958,1109,24376,291,21568,810,22670,433,22401,791,23630,622,19917,652,21188,976,14573,561,16112,1853,8552,448,10853,2117,2360,286,4758,8052,165219,6539,179806,48,7362,292,7705,380,20074,572,21028,188,11092,323,11605,209,12332,515,13055,321,23061,1006,24394,321,24051,819,25194,531,25524,805,26853,831,21984,687,23503,1509,16986,643,19137,3124,9996,560,13688,4277,2738,500,7512,11741,175204,6722,193669,153,15009,575,15744,1186,40635,1255,43076,478,22563,672,23713,443,25543,1076,27065,638,46020,2115,48770,614,45623,1624,47868,963,47928,1599,50484,1455,41895,1344,44690,2481,31557,1204,35247,4976,18554,1007,24535,6392,5089,782,12274,19792,340420,13259,373472
208,119,10369,324,10811,926,24769,920,26610,333,12073,368,12769,241,11729,460,12430,377,24022,1184,25576,357,26333,1031,27721,525,27961,983,29467,708,22909,741,24358,1142,16679,686,18507,1872,8293,511,10679,1906,2221,300,4420,8495,187348,7513,203350,82,10014,363,10453,451,23933,880,25271,253,11721,366,12339,186,11418,373,11979,377,25300,1102,26776,459,28945,1025,30426,627,30956,970,32552,985,24704,812,26501,1639,19041,884,21564,3044,9813,665,13521,4397,2918,596,7908,12500,198761,8028,219288,194,20378,688,21261,1375,48705,1803,51881,591,23789,733,25117,425,23141,829,24406,753,49327,2278,52356,814,55270,2054,58144,1152,58911,1949,62017,1690,47616,1558,50866,2777,35724,1563,40065,4922,18111,1169,24201,6299,5134,891,12330,20994,386106,15540,422639
209,268,16744,789,17800,1832,32101,1576,35513,607,14461,704,15777,465,16023,884,17366,744,36824,1937,39505,803,38080,1733,40614,1214,32020,1427,34656,1698,25657,1156,28513,2291,18202,901,21396,2677,8350,650,11676,2016,1685,368,4066,14618,240150,12115,266882,158,15693,736,16592,915,31174,1504,33583,408,13608,614,14632,308,14906,651,15866,698,37906,1799,40405,869,39105,1638,41601,1372,33394,1312,36074,2115,27780,1102,30997,2988,20045,928,23962,4132,8774,718,13627,3928,1831,678,6438,17890,244212,11671,273777,427,32444,1522,34396,2745,63275,3080,69100,1015,28070,1315,30410,768,30933,1532,33231,1445,74731,3732,79907,1670,77180,3368,82221,2586,65413,2733,70726,3816,53439,2257,59510,5283,38249,1833,45359,6810,17119,1372,25301,5945,3518,1045,10509,32512,484356,23791,540664
210,252,14404,853,15502,1779,26360,1720,29862,532,11712,703,12944,377,13016,822,14211,585,30505,2097,33196,738,29302,1760,31808,1124,23023,1355,25501,1786,18877,1047,21714,2116,11912,645,14669,2293,5705,443,8437,1672,1209,217,3093,13254,186031,11659,210949,159,13548,883,14588,855,25609,1680,28145,314,11067,611,11992,259,11870,650,12776,539,30952,1801,33290,764,29371,1656,31796,1459,24007,1273,26741,2121,19506,971,22592,2773,13171,724,16667,3561,5962,555,10075,3033,1324,360,4717,15832,186393,11164,213385,405,27950,1733,30088,2638,51971,3402,58011,851,22782,1312,24940,630,24878,1473,26989,1123,61456,3897,66484,1505,58676,3423,63605,2583,47031,2622,52242,3903,38385,2020,44310,4890,25081,1367,31338,5849,11668,998,18511,4704,2534,571,7813,29085,372420,22826,424328
211,232,14117,454,14812,1965,29761,1109,32836,723,14876,531,16127,486,14611,574,15671,732,29427,1242,31399,678,32633,1227,34537,912,32160,1234,34313,1275,28969,1019,31261,1821,21662,853,24332,2328,10721,670,13721,1954,2226,353,4532,13107,231160,9272,253546,137,13401,469,14011,1046,28557,1033,30641,430,13786,464,14681,371,13586,465,14421,716,30377,1139,32234,799,34784,1255,36842,1148,34518,1095,36762,1595,31156,1032,33787,2352,24475,911,27731,3634,11940,786,16357,3982,2628,674,7282,16214,239220,9321,264753,373,27525,928,28822,3014,58318,2145,63475,1153,28662,994,30811,858,28197,1037,30089,1443,59808,2383,63632,1476,67424,2484,71380,2062,66678,2326,71072,2872,60123,2054,65046,4170,46133,1768,52068,5961,22662,1457,30085,5938,4856,1028,11817,29324,470382,18596,518301
212,489,26881,1645,29010,2931,52988,3089,59004,934,24371,1241,26552,705,29384,1866,31952,1122,63552,4259,68929,1189,59716,3229,64140,1656,47856,2384,51892,2482,38687,1891,43062,3466,26016,1321,30810,4245,12788,957,17994,3034,2829,458,6328,22254,385068,22341,429665,265,25601,1575,27442,1313,51504,2847,55671,595,23200,1198,24988,491,26871,1391,28762,983,61789,3672,66444,1289,59797,2925,64012,2127,48953,2286,53359,3285,39567,1823,44674,4558,28471,1464,34490,6290,13411,1082,20783,5799,3197,770,9768,26997,382360,21041,430395,754,52483,3220,56450,4245,104495,5931,114670,1528,47572,2439,51538,1198,56256,3260,60714,2100,125340,7930,135372,2480,119515,6159,128149,3778,96806,4667,105254,5770,78252,3714,87733,8024,54489,2788,65298,10537,26196,2040,38777,8834,6028,1227,16090,49245,767430,43382,860060
213,574,29740,2142,32451,3731,54595,3909,62232,1100,21620,1501,24223,695,25249,2281,28223,1109,63792,5918,70814,1190,67313,4974,73482,1634,46798,3093,51521,2511,34722,2145,39381,3870,22455,1418,27746,3706,8443,811,12961,2006,1468,336,3818,22135,376204,28527,426866,339,28239,1963,30538,1703,53675,3700,59072,662,21112,1309,23082,478,23116,1519,25110,1149,66387,4661,72199,1421,66289,3922,71635,2178,47443,2565,52192,3285,36054,1862,41202,4865,23818,1338,30017,5370,8502,818,14698,4163,1690,591,6447,25609,376331,24247,426189,914,57973,4105,62990,5432,108268,7607,121310,1763,42738,2810,47305,1172,48364,3797,53336,2261,130180,10577,143011,2613,133611,8892,145115,3813,94241,5660,103717,5804,70776,4007,80576,8736,46275,2755,57764,9082,16950,1630,27656,6168,3159,928,10261,47747,752538,52768,853054
214,187,7866,418,8473,1287,16569,1056,18907,424,8284,443,9155,292,7274,375,7944,416,15100,965,16476,466,16435,1046,17951,649,18161,1182,19988,828,17272,1039,19136,1295,15187,891,17371,1618,8394,638,10652,1381,1937,348,3666,8844,132470,8405,149718,91,7555,408,8053,645,16238,1033,17917,289,7527,475,8283,195,6848,411,7452,412,15809,941,17164,516,18038,1032,19583,803,19745,1058,21605,1173,18888,941,20994,1494,17226,938,19666,2426,9216,778,12419,2665,2163,551,5380,10704,139246,8562,158508,279,15421,822,16525,1935,32805,2092,36829,713,15811,916,17441,486,14123,791,15401,826,30907,1910,33635,983,34466,2075,37531,1449,37904,2244,41592,1997,36161,1981,40137,2792,32411,1830,37037,4044,17609,1415,23071,4049,4096,899,9042,19543,271715,16968,308226
215,76,3849,291,4219,654,8126,827,9611,225,3794,368,4384,175,3619,345,4144,260,8362,936,9561,281,7297,883,8461,405,7923,867,9196,696,9505,903,11104,945,7995,804,9746,924,3957,456,5336,727,941,234,1897,5361,65362,6927,77653,40,3896,308,4253,304,7926,721,8955,122,3518,318,3956,101,3379,273,3752,213,8547,698,9459,246,7699,686,8635,476,8479,637,9593,758,9506,690,10947,920,7876,622,9415,1215,4240,459,5917,1507,1174,361,3033,5903,66247,5768,77914,114,7747,606,8465,960,16058,1544,18561,344,7314,682,8340,278,6997,622,7898,477,16903,1635,19014,525,14993,1576,17096,883,16403,1502,18791,1453,19005,1593,22053,1860,15868,1428,19161,2144,8193,920,11254,2232,2112,589,4936,11267,131607,12701,155568
216,70,3528,303,3894,642,7609,712,8963,221,3690,331,4240,158,3145,285,3583,224,6830,698,7754,256,6418,622,7293,389,7417,671,8476,655,7852,643,9148,832,6980,568,8378,917,3671,416,5007,617,815,162,1592,4976,57947,5414,68342,53,3283,269,3613,294,7469,651,8415,118,3367,262,3741,111,3082,237,3426,190,7285,612,8095,260,6938,600,7796,457,7636,526,8627,620,8255,584,9453,826,7187,536,8547,1101,3684,403,5183,1178,913,284,2383,5212,59104,4965,69282,121,6813,572,7500,939,15076,1363,17379,336,7056,590,7982,266,6227,523,7014,419,14121,1314,15849,517,13357,1228,15095,849,15055,1201,17103,1278,16107,1223,18610,1655,14168,1106,16928,2018,7359,820,10196,1796,1731,449,3977,10187,117060,10379,137618
217,46,3026,241,3313,484,6920,556,7959,172,3371,269,3816,122,2788,195,3103,226,6267,462,6951,211,6009,503,6722,336,7033,536,7902,485,8026,543,9056,655,7353,514,8525,706,3391,286,4387,556,733,129,1413,3998,54921,4223,63143,27,2910,193,3128,251,6646,506,7403,129,3198,214,3542,76,2593,166,2837,198,6366,403,6956,222,6510,468,7198,337,7567,465,8374,548,8590,496,9634,670,7429,465,8560,894,3689,324,4906,1194,937,255,2384,4545,56422,3961,64926,72,5933,433,6433,739,13564,1065,15360,305,6570,486,7353,204,5383,361,5941,415,12627,865,13911,435,12520,969,13918,677,14600,997,16268,1034,16621,1036,18691,1329,14780,976,17082,1595,7083,614,9292,1747,1669,382,3801,8538,111342,8182,128069
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,9,16,0,0,3,3,0,3,7,10,0,0,0,4,0,0,0,0,0,0,0,0,0,11,24,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,9,16,0,0,3,3,0,6,9,14,0,0,0,4,0,0,0,0,0,0,0,0,0,13,27,38
299,6,129,88,222,37,179,152,370,15,129,87,234,20,214,120,345,24,527,382,939,42,449,519,1008,63,397,458,912,46,315,283,644,21,232,134,392,12,61,25,90,4,3,8,15,287,2640,2243,5170,3,117,66,189,21,192,146,361,9,139,83,229,9,223,96,321,33,548,301,878,48,342,337,730,58,238,185,479,33,285,112,429,15,142,61,224,14,45,5,58,7,9,8,19,252,2271,1398,3915,11,247,154,414,59,373,301,730,27,267,173,459,27,431,208,671,59,1075,684,1819,90,791,858,1736,116,638,637,1393,78,599,397,1074,38,380,194,613,25,102,27,152,9,10,11,29,536,4909,3641,9089
301,142,6338,237,6715,1132,14481,590,16212,382,7232,241,7856,244,6092,263,6606,354,11324,550,12230,317,14108,581,15006,457,15104,665,16227,757,13773,580,15110,1183,10759,528,12464,1226,5117,324,6664,835,1026,178,2045,7029,105348,4736,117124,76,6068,227,6365,605,14024,542,15175,211,6722,208,7141,155,5458,218,5825,308,12190,484,12987,358,15566,581,16509,592,16551,576,17719,831,15003,522,16354,1159,12046,471,13680,1580,5667,377,7626,1768,1215,322,3314,7650,110524,4525,122696,222,12397,459,13082,1741,28506,1132,31384,590,13958,449,14997,394,11554,480,12431,663,23519,1035,25213,672,29676,1161,31512,1049,31656,1240,33944,1591,28775,1098,31466,2347,22804,997,26149,2806,10786,695,14286,2609,2241,501,5357,14683,215873,9259,239817
302,129,6575,244,6953,737,12518,488,13744,265,5793,200,6257,185,6440,349,6973,294,15807,848,16955,305,15869,715,16891,424,13331,606,14360,600,10535,448,11586,743,7577,340,8658,976,3721,240,4934,894,931,155,1979,5561,99103,4637,109298,74,6255,231,6554,376,12102,417,12891,165,5588,194,5942,154,6710,273,7146,304,16812,729,17849,324,16422,608,17359,467,14132,454,15056,716,11356,351,12419,911,8561,330,9799,1487,4814,295,6596,1945,1353,386,3686,6933,104098,4265,115298,206,12832,475,13509,1111,24620,908,26634,429,11379,394,12203,339,13152,621,14116,602,32615,1583,34804,633,32288,1324,34255,887,27458,1069,29413,1318,21893,800,24008,1651,16139,665,18455,2469,8533,529,11532,2840,2287,542,5665,12489,203205,8905,224598
303,190,10629,492,11314,1006,21735,880,23623,301,10094,398,10794,280,13462,698,14438,429,29191,1588,31212,441,27084,1160,28691,606,21069,934,22606,808,16184,719,17710,1155,11105,506,12765,1457,5155,290,6905,1129,1088,150,2369,7803,166796,7816,182420,81,10159,451,10691,519,21225,856,22598,231,9902,359,10490,257,13274,610,14142,469,29590,1379,31438,510,28268,1093,29873,698,22138,738,23576,987,17469,648,19099,1456,12360,448,14265,2175,5702,379,8254,2397,1439,346,4184,9789,171524,7300,188606,267,20786,944,22003,1528,42958,1737,46225,534,19989,756,21283,535,26736,1309,28582,902,58780,2969,62651,958,55355,2251,58565,1307,43212,1667,46177,1797,33653,1363,36808,2607,23463,957,27025,3631,10853,670,15159,3531,2523,500,6553,17588,338321,15116,371026
304,85,4805,137,5027,694,12841,278,13819,232,6941,184,7364,123,6839,339,7303,195,9864,409,10472,206,12210,375,12794,222,12240,380,12846,273,8958,324,9555,475,6891,221,7583,732,3553,154,4435,644,695,107,1444,3874,85843,2911,92626,33,4443,115,4591,325,12276,305,12898,143,6684,166,6990,121,6296,198,6622,216,10210,374,10802,208,13592,373,14174,293,13244,297,13836,345,9718,247,10307,597,7885,227,8715,1055,3869,199,5124,1480,867,180,2527,4820,89081,2689,96586,121,9252,252,9619,1017,25115,583,26715,373,13628,352,14353,247,13132,540,13919,409,20078,785,21274,415,25799,747,26964,515,25485,679,26684,620,18673,570,19864,1069,14782,446,16295,1788,7423,351,9557,2123,1560,287,3973,8696,174924,5599,189213
