SA4_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
301,2342,2045,4388,6749,6421,13169,2108,1890,4001,1520,1489,3004,10386,9812,20197,4563,4221,8783,2136,1846,3984,2284,2566,4850,9000,8652,17651,365,376,739,197,381,579,717,450,1175,826,1408,2235,11,5,16,2121,2631,4747,1803,2375,4172,444,827,1273,335,469,800,803,1726,2536,4,13,18,3389,5404,8795,5522,8044,13558,279,282,559,509,830,1336,4,11,16,797,1124,1922,4511,4499,9013,32550,34169,66722
302,2178,2045,4226,5659,5471,11129,2803,2660,5458,458,520,982,8924,8661,17587,3962,3498,7461,2693,2437,5130,809,965,1777,7473,6910,14383,438,424,865,459,648,1104,488,361,848,883,1474,2357,11,12,15,2278,2916,5191,2154,3065,5210,961,1396,2360,430,593,1030,1411,2215,3630,7,8,11,4962,7283,12248,7252,10212,17462,350,357,709,514,823,1342,8,8,15,875,1191,2064,4467,4163,8626,31172,33185,64358
303,3654,3329,6986,10814,10427,21240,3095,2956,6053,1685,1658,3338,15618,15069,30678,6989,6800,13784,3175,2910,6089,2213,2122,4330,12394,11849,24249,916,769,1684,1220,1666,2886,707,525,1235,1461,2398,3865,13,20,32,4324,5378,9702,6473,7593,14064,2921,3178,6104,876,1022,1893,2276,3335,5616,19,30,43,12558,15153,27717,16903,20558,37467,909,904,1818,1091,1484,2574,14,18,30,2015,2405,4423,7323,6855,14174,57906,60065,117972
304,1919,1689,3608,6525,6379,12908,1553,1406,2960,911,798,1708,8998,8587,17587,4382,3900,8278,1889,1621,3508,1950,1845,3792,8224,7374,15595,294,250,540,224,377,597,378,290,665,555,1034,1588,4,3,9,1455,1945,3401,4721,5348,10064,1462,1640,3103,533,563,1099,1376,2058,3432,11,12,16,8096,9622,17723,9554,11576,21131,240,208,458,387,580,968,0,3,8,630,800,1427,2685,2457,5147,32012,32476,64491
305,2000,2028,4028,5690,5734,11429,1992,2038,4032,741,690,1428,8444,8471,16911,3004,2715,5715,2512,2420,4929,2430,2482,4912,7948,7620,15573,705,692,1396,1092,1451,2552,584,500,1088,1494,2083,3579,13,10,22,3888,4738,8630,7101,9036,16137,3533,3984,7515,1003,1275,2280,2810,3895,6701,18,22,37,14463,18214,32675,18373,22964,41335,611,725,1340,932,1313,2246,13,8,18,1559,2046,3601,7803,7048,14853,46126,50182,96302
306,1729,1635,3363,6670,6270,12939,2976,2866,5849,747,636,1388,10410,9786,20199,6013,5645,11656,2172,2265,4433,630,684,1316,8826,8603,17436,301,248,549,361,611,978,531,447,979,847,1789,2633,14,18,31,2058,3118,5170,711,1328,2041,506,1014,1523,180,327,511,855,1908,2768,7,9,17,2259,4589,6855,4327,7723,12050,303,357,658,596,994,1584,19,23,37,914,1368,2279,12593,11253,23842,38801,40372,79166
307,841,780,1619,3826,3680,7508,1229,1247,2475,459,450,919,5517,5381,10899,2912,2785,5690,686,790,1476,615,599,1212,4212,4177,8391,144,94,238,83,143,229,287,244,531,309,710,1018,10,9,22,832,1202,2029,150,369,525,90,231,324,71,193,261,233,656,894,6,5,4,552,1453,2006,1382,2658,4040,103,131,236,230,409,634,8,7,15,338,545,887,6121,5584,11713,18409,19130,37546
308,1745,1653,3404,7241,6852,14095,2383,2371,4752,840,941,1777,10490,10180,20667,4873,4655,9529,2562,2297,4860,1093,1126,2225,8541,8092,16631,247,192,440,165,224,388,483,415,902,558,1336,1896,10,10,23,1466,2178,3643,497,994,1486,310,764,1076,209,480,691,684,1679,2365,6,11,11,1702,3928,5629,3178,6115,9291,266,272,536,555,780,1335,7,6,11,826,1057,1882,11534,8180,19715,36314,35277,71592
309,6162,5561,11726,16939,16054,32992,3456,3391,6846,4993,4975,9968,25433,24478,49914,12798,12065,24860,2446,2509,4956,6151,5874,12024,21432,20484,41917,1029,1114,2147,1391,2219,3605,1725,1243,2966,2775,4860,7628,21,18,39,6938,9453,16391,5444,8116,13558,2629,3847,6476,901,1375,2277,2185,4443,6628,26,28,56,11192,17806,29000,18164,27290,45450,956,1027,1981,1611,2580,4192,22,19,42,2589,3625,6216,19317,19573,38894,93098,101013,194116
310,3466,3175,6636,13291,12384,25677,2557,2509,5066,2115,2097,4215,18005,17035,35042,9139,8740,17876,2256,2186,4439,2357,2477,4837,13779,13414,27194,586,678,1262,548,1061,1606,776,769,1544,1274,2386,3662,17,24,39,3200,4920,8121,2094,3282,5376,929,1620,2549,444,767,1216,1338,2706,4039,11,5,17,4824,8382,13205,8031,13322,21357,673,662,1334,945,1384,2325,15,24,37,1633,2068,3697,14502,10843,25342,59413,59861,119277
311,3381,3151,6528,12299,11559,23858,2540,2551,5089,2444,2444,4888,17321,16597,33921,9336,8907,18246,2102,2079,4181,2243,2380,4623,13712,13402,27110,576,696,1272,591,1231,1827,895,815,1708,1258,2271,3525,11,14,24,3329,5027,8357,1834,2756,4588,766,1400,2163,363,610,974,899,1907,2808,10,11,23,3879,6686,10560,7224,11727,18954,713,724,1440,826,1396,2220,25,12,38,1562,2132,3698,12482,11948,24436,55683,58963,114646
312,1358,1221,2578,5826,5377,11201,1627,1631,3257,470,525,998,7935,7539,15471,4225,3820,8050,1327,1466,2790,487,509,1004,6049,5807,11852,197,120,318,133,206,335,432,350,783,493,1099,1589,10,5,17,1270,1780,3048,283,667,943,183,460,650,180,349,532,478,1187,1663,7,6,11,1131,2665,3793,2399,4445,6850,181,170,344,444,647,1092,4,4,11,624,820,1444,11848,8019,19867,30215,27855,58067
313,2088,1899,3993,7822,7508,15330,1503,1466,2967,1458,1382,2845,10795,10381,21183,6091,6028,12117,1419,1389,2799,1427,1385,2816,8954,8821,17778,293,352,646,214,519,734,646,551,1195,847,1650,2496,14,16,27,2015,3085,5098,1008,1603,2611,433,930,1361,218,390,607,538,1499,2037,6,13,20,2201,4434,6635,4224,7520,11744,333,342,675,611,929,1544,7,22,26,952,1297,2245,9008,7398,16406,36021,37330,73352
314,2414,2155,4572,7892,7399,15288,1620,1554,3173,1678,1530,3208,11199,10501,21704,5416,4952,10372,1706,1549,3250,1864,1921,3784,9004,8431,17439,307,343,649,272,526,803,610,491,1094,809,1577,2383,0,0,10,1995,2941,4934,1671,2390,4060,549,1070,1617,340,475,818,951,1855,2809,9,4,9,3517,5798,9317,5521,8744,14268,318,316,633,550,899,1447,8,8,21,879,1223,2099,3844,3725,7564,32866,34781,67643
315,615,606,1221,3091,2893,5981,694,678,1375,105,128,228,3898,3697,7593,1691,1571,3261,369,344,715,117,134,247,2173,2049,4227,53,56,110,91,97,184,136,143,284,179,377,557,5,0,10,465,676,1143,31,135,162,61,148,205,28,85,107,194,521,709,0,3,3,303,896,1200,774,1569,2340,71,67,144,108,157,263,9,3,15,193,229,416,6221,4220,10431,13865,12367,26235
316,3256,2905,6163,11106,10373,21482,1864,1885,3754,2726,2785,5512,15728,15074,30801,8145,7847,15996,1849,1958,3811,3465,3366,6833,13481,13194,26668,525,490,1012,442,722,1171,935,667,1601,1192,2384,3578,14,17,31,3108,4280,7388,2020,3605,5622,1104,2289,3389,458,707,1170,1354,2850,4199,8,13,25,4937,9466,14403,8059,13760,21828,440,469,915,894,1428,2323,22,16,40,1356,1921,3275,10969,10615,21582,52851,57467,110313
317,1294,1246,2538,4530,4204,8733,1561,1477,3036,1102,1128,2232,7202,6823,14029,3324,3221,6548,1515,1458,2974,1591,1594,3186,6441,6284,12726,329,329,655,291,336,622,456,432,891,667,1169,1837,12,9,24,1754,2282,4035,806,1435,2238,591,855,1443,267,430,696,786,1482,2270,8,6,12,2452,4212,6666,4207,6512,10723,281,251,531,442,669,1104,6,7,18,732,928,1655,4286,4038,8320,24161,25828,49992
318,1859,1598,3456,5762,5458,11216,3121,2985,6109,1036,1000,2036,9938,9461,19399,4059,3899,7964,2505,2894,5399,1437,1385,2822,8009,8197,16203,394,257,653,243,453,696,483,400,884,671,1287,1957,4,11,11,1794,2408,4203,1499,2809,4303,703,1180,1888,307,495,800,984,1880,2858,6,11,21,3493,6377,9864,5294,8792,14085,339,303,639,500,766,1268,9,14,18,844,1075,1920,11345,8349,19698,37287,37479,74766
319,1725,1717,3438,8026,7448,15472,1657,1585,3242,1580,1492,3072,11279,10536,21816,6673,6391,13063,1603,1642,3248,1525,1439,2967,9819,9481,19300,251,289,536,217,438,649,562,597,1159,731,1629,2361,14,15,34,1770,2973,4745,419,922,1337,354,839,1192,155,375,532,576,1588,2170,6,15,22,1514,3734,5249,3286,6709,9997,323,334,659,548,866,1415,8,15,22,876,1216,2097,12101,10608,22712,39085,40267,79356
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,24,137,115,25,136
399,39,35,76,196,200,400,12,6,26,43,53,97,257,265,518,94,100,197,14,16,32,31,32,60,142,144,293,13,14,28,24,38,65,9,20,26,37,74,113,0,9,9,77,154,238,28,47,79,29,34,63,5,19,28,31,50,74,0,0,0,92,148,239,177,303,483,34,28,66,19,29,55,0,0,0,54,66,114,2143,1446,3582,2806,2251,5060
401,2517,2345,4868,8831,8153,16984,1984,1890,3874,2273,2181,4455,13100,12244,25348,4273,3922,8194,1952,2127,4078,3365,3403,6764,9595,9459,19050,499,350,847,633,901,1536,634,360,993,1226,1758,2985,12,8,28,3001,3380,6384,6009,7168,13182,2496,2801,5291,616,676,1293,1734,2771,4499,7,24,36,10855,13439,24298,13868,16835,30703,441,443,887,694,994,1689,17,12,29,1147,1450,2600,5841,5436,11284,46079,47775,93852
402,4084,3745,7824,14378,13286,27663,3974,3808,7778,3755,3800,7554,22122,20927,43052,7765,7189,14959,3148,3343,6490,3159,3127,6286,14093,13683,27769,914,707,1622,997,1549,2550,1135,879,2014,1995,3244,5238,22,31,46,5060,6412,11471,4237,5301,9539,1894,2507,4400,596,729,1321,1603,2686,4289,24,17,40,8345,11247,19591,13440,17685,31122,812,858,1673,1147,1706,2859,30,28,59,1989,2595,4585,10671,9843,20520,66404,68471,134875
403,3229,2960,6184,11174,10300,21467,2578,2484,5061,2535,2454,4990,16306,15253,31562,6134,5938,12068,2431,2220,4649,2713,2778,5488,11292,10953,22240,502,452,957,487,783,1274,1026,631,1653,1578,2218,3794,31,15,37,3624,4091,7718,3786,5256,9042,1736,2468,4204,531,799,1332,1574,3074,4644,18,11,34,7652,11608,19260,11292,15721,27010,402,421,821,816,1224,2033,17,14,27,1227,1657,2886,6520,6317,12839,49858,52855,102717
404,1887,1731,3622,5494,5007,10504,2675,2660,5338,836,844,1670,9024,8528,17547,3177,2893,6071,2268,2340,4608,876,944,1824,6329,6182,12517,527,391,915,676,877,1558,563,356,922,1013,1494,2503,12,8,22,2788,3129,5916,2924,3862,6782,1466,1844,3311,415,569,977,1172,1842,3013,23,21,37,5992,8132,14127,8794,11278,20074,376,393,768,565,845,1410,10,11,22,957,1250,2205,4636,4348,8984,31625,33319,64946
405,757,717,1477,3326,2984,6309,663,625,1289,881,866,1748,4877,4479,9354,2367,2203,4565,394,391,788,526,588,1112,3282,3188,6467,70,88,161,52,148,198,318,227,547,269,595,870,5,10,15,720,1077,1793,238,541,775,93,263,351,35,112,149,135,451,595,0,6,4,505,1373,1877,1223,2451,3673,64,70,132,123,228,354,5,9,11,186,303,491,3750,3539,7288,14077,14677,28754
406,667,677,1340,2860,2702,5559,597,600,1198,286,285,570,3747,3592,7343,1684,1522,3202,397,496,891,146,165,307,2235,2183,4412,61,69,130,55,108,161,202,122,327,225,425,656,9,5,14,554,737,1288,64,207,269,77,173,249,29,70,97,132,419,547,3,0,7,302,867,1171,855,1603,2456,45,61,108,88,213,308,3,7,11,141,280,424,4321,3066,7389,11956,11405,23368
407,1278,1210,2486,5808,5499,11306,1004,1001,2004,1040,1068,2108,7860,7571,15439,3806,3690,7496,437,406,848,909,919,1827,5159,5017,10175,130,167,296,128,302,429,525,355,874,591,1041,1635,15,8,24,1394,1871,3265,265,640,899,141,443,587,74,166,247,280,841,1130,0,9,3,768,2102,2870,2168,3971,6138,148,170,317,225,469,693,13,6,22,390,647,1036,7672,6032,13704,24532,24452,48982
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,0,4
499,13,13,31,60,64,122,11,8,17,9,8,17,77,80,156,26,61,87,3,3,4,8,15,21,38,70,111,8,3,6,5,8,14,3,4,10,12,12,20,0,0,0,22,25,50,13,7,16,7,10,16,0,8,8,11,13,19,0,0,0,26,40,71,49,66,117,6,7,16,13,11,20,0,0,0,19,15,35,496,314,814,694,564,1263
501,1539,1510,3047,5555,4991,10548,1578,1496,3076,1110,1015,2126,8259,7512,15773,4336,4119,8454,1261,1383,2647,993,1070,2061,6593,6582,13171,292,265,555,143,389,537,713,395,1109,516,1159,1680,17,5,22,1676,2216,3896,199,499,700,154,472,627,67,151,219,342,981,1327,0,3,3,761,2114,2877,2442,4337,6783,190,202,391,327,572,898,8,9,17,522,784,1303,7095,5635,12726,26444,26358,52802
502,790,781,1571,2729,2782,5509,694,708,1402,749,714,1461,4177,4211,8391,1999,1849,3853,610,689,1304,800,803,1600,3410,3348,6758,189,225,414,84,251,335,375,229,603,277,598,872,5,0,10,934,1304,2235,361,724,1085,110,353,461,73,140,213,215,485,700,5,5,5,761,1701,2465,1699,3007,4706,97,141,238,209,365,575,8,0,8,317,507,816,3670,3141,6815,14070,14990,29061
503,1449,1238,2691,4432,4230,8665,814,842,1657,1031,974,1999,6281,6051,12333,2441,2160,4602,1060,1137,2195,2368,2379,4743,5873,5677,11550,351,367,719,471,681,1155,249,188,434,551,892,1439,5,8,14,1626,2140,3763,3947,4649,8597,1741,1844,3582,460,542,1001,1337,1836,3172,14,16,28,7499,8889,16383,9128,11029,20160,267,341,606,482,692,1171,7,9,14,751,1047,1797,5051,4199,9253,28540,29241,57783
504,2707,2395,5101,8154,7451,15603,2175,2115,4292,1657,1588,3246,12012,11185,23201,5050,4597,9643,2162,2057,4218,2249,2036,4292,9471,8710,18183,606,596,1208,501,868,1368,833,494,1332,976,1637,2615,9,12,28,2934,3605,6544,2106,2736,4842,867,1229,2095,403,555,953,1045,1833,2877,17,12,31,4434,6364,10804,7388,9997,17383,409,458,864,727,1136,1871,12,12,27,1151,1601,2757,9160,6254,15418,41887,40149,82038
505,5319,4908,10229,17713,16404,34114,4544,4530,9075,3523,3460,6974,25817,24453,50267,11900,11058,22956,4240,4255,8495,4684,4527,9209,20842,19868,40705,1350,1276,2625,981,1707,2688,1721,924,2647,1851,3161,5009,20,17,40,5929,7088,13017,5718,7443,13159,2035,2855,4889,1061,1304,2361,2305,3943,6241,28,30,58,11144,15571,26712,17106,22695,39803,807,900,1707,1468,2381,3849,25,27,49,2294,3308,5603,13317,11153,24466,84691,86376,171069
506,4827,4551,9380,16557,15457,32018,3359,3218,6579,3498,3512,7010,23459,22224,45678,11245,10580,21826,3473,2930,6403,3327,3429,6761,18071,16967,35032,1557,1310,2865,1292,2020,3310,1600,953,2548,1946,3274,5220,29,35,61,6420,7590,14009,6276,7657,13930,2779,3322,6094,964,1215,2179,2105,3309,5412,23,30,56,12147,15534,27678,18603,23153,41757,1081,1054,2136,1369,2050,3421,38,31,68,2484,3134,5626,15693,12783,28473,83140,82814,165955
507,4160,3824,7987,14494,13775,28275,3002,3097,6097,2016,2091,4109,19542,18982,38530,8999,8415,17418,3708,3945,7653,2874,2736,5610,15598,15120,30718,852,844,1694,597,1109,1713,1469,843,2319,1389,2510,3902,27,20,41,4337,5331,9671,4021,5600,9616,1442,2300,3741,798,975,1774,1829,3226,5057,15,30,47,8102,12121,20225,12460,17481,29941,507,565,1072,1083,1672,2754,21,19,34,1609,2252,3862,13050,9520,22568,66422,67175,133600
509,964,915,1876,3927,3702,7629,688,707,1400,589,608,1203,5212,5024,10238,2928,2754,5685,437,464,901,653,793,1441,4021,4013,8042,195,174,366,78,197,279,454,246,700,294,801,1091,9,5,16,1031,1425,2450,151,286,438,88,225,314,45,127,175,195,632,826,0,6,3,482,1276,1754,1505,2696,4204,111,126,241,202,338,541,10,8,15,317,474,794,7478,5838,13318,19507,18967,38475
510,842,751,1587,3549,3331,6880,671,606,1275,205,161,362,4419,4109,8534,1890,1846,3735,386,394,785,110,148,259,2389,2388,4777,92,77,172,70,101,171,199,161,356,353,639,988,8,0,10,729,977,1700,44,116,155,68,190,255,26,61,86,263,546,806,0,4,4,400,911,1311,1126,1890,3017,70,75,142,128,248,375,5,4,3,199,328,525,9088,6317,15407,18068,15782,33854
511,961,985,1951,3471,3165,6636,910,907,1818,433,462,899,4824,4552,9372,2127,1987,4116,883,950,1833,413,426,839,3428,3372,6796,157,183,334,96,135,233,398,281,689,405,841,1243,6,6,16,1060,1450,2505,121,211,328,124,241,364,45,104,144,264,620,880,8,4,11,554,1174,1731,1620,2629,4244,109,88,197,197,307,502,7,3,15,313,402,714,8689,6336,15032,19842,18272,38115
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,9,0,8,13,0,17,0,0,0,0,0,3,0,0,0,0,0,3,193,20,219,209,28,237
599,22,18,41,94,92,181,13,7,22,23,17,35,121,114,243,39,47,83,4,3,6,9,4,19,51,55,109,13,11,16,9,18,33,11,6,15,7,25,34,0,0,0,44,59,99,14,25,42,13,17,31,0,3,9,15,25,46,3,0,3,52,68,122,96,130,224,16,16,32,7,16,23,0,0,4,23,34,55,2227,1260,3489,2535,1623,4160
601,1662,1564,3223,7234,6525,13759,2131,2278,4409,1131,1133,2266,10508,9944,20455,4083,3779,7860,1822,2003,3823,1481,1383,2864,7391,7173,14563,541,517,1054,1262,1288,2556,832,456,1291,1423,1449,2875,19,13,37,4072,3733,7808,1984,2399,4382,1569,1855,3421,300,416,716,1255,2295,3546,14,9,21,5116,6972,12087,9203,10719,19923,507,573,1084,511,815,1327,19,8,29,1036,1400,2437,6083,5674,11754,35883,36475,72355
602,885,848,1734,4706,4367,9075,851,806,1653,734,722,1457,6293,5898,12192,2833,2737,5567,778,775,1553,852,815,1669,4464,4331,8791,218,261,480,346,465,807,509,302,812,636,770,1404,9,13,25,1720,1818,3529,721,988,1699,507,697,1202,125,206,335,469,947,1415,0,3,9,1825,2840,4660,3541,4661,8198,271,261,534,277,453,724,8,3,13,552,722,1272,4261,4088,8349,19994,20549,40544
603,185,207,389,1074,1110,2186,311,315,618,131,121,249,1518,1540,3050,724,649,1371,214,217,431,152,138,290,1092,1005,2094,48,64,116,58,64,127,129,79,207,160,217,376,10,0,8,407,428,838,76,117,192,71,105,172,16,30,47,100,256,352,0,3,3,265,506,771,678,936,1613,64,62,132,49,100,153,4,9,12,124,172,296,1668,1503,3176,5265,5362,10622
604,586,547,1134,3529,3411,6939,898,813,1712,383,419,803,4818,4647,9461,2397,2341,4733,627,676,1303,316,311,630,3348,3334,6679,227,216,439,168,225,395,429,258,691,399,613,1007,8,8,15,1226,1319,2550,199,450,647,160,320,485,48,111,158,318,645,965,4,8,9,724,1532,2256,1956,2862,4813,163,176,342,159,290,444,6,9,10,326,474,793,3722,3549,7268,14747,15404,30154
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3
699,9,5,9,27,15,41,3,0,4,0,3,3,28,18,53,8,19,30,4,0,7,0,0,3,13,19,33,6,0,9,0,4,4,8,9,9,3,8,9,0,0,0,21,23,35,0,4,3,8,3,9,0,4,0,4,16,14,0,0,0,13,22,32,30,39,68,0,0,0,0,9,8,0,0,5,0,10,13,210,130,337,296,223,519
701,1350,1272,2621,4626,4401,9030,699,705,1401,774,844,1616,6113,5952,12064,2791,2804,5590,744,701,1444,796,811,1604,4333,4317,8648,172,141,312,331,352,680,308,229,532,620,982,1602,11,5,10,1431,1706,3134,675,950,1628,796,1250,2043,213,364,579,971,2049,3020,8,11,18,2665,4622,7288,4106,6334,10440,347,364,706,357,669,1023,5,7,16,709,1038,1746,7411,5686,13102,24018,24608,48624
702,853,764,1619,3788,3422,7210,588,566,1156,362,365,728,4746,4358,9110,1628,1584,3215,381,412,794,505,431,934,2514,2424,4935,41,31,78,65,82,144,109,86,202,266,421,681,5,4,8,481,624,1106,60,117,179,121,246,370,34,103,137,392,806,1195,4,6,10,610,1275,1881,1093,1904,2995,100,100,199,131,221,348,8,12,20,238,327,567,5569,4380,9948,15011,14165,29177
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,0,23,22,0,22
799,5,8,14,56,38,101,0,0,3,13,7,27,77,57,132,12,16,26,3,0,3,10,11,17,26,24,48,0,0,0,0,0,0,0,3,4,4,8,15,0,0,0,9,11,21,0,0,4,13,4,16,0,0,0,4,15,25,0,0,0,20,24,46,20,39,68,11,8,22,0,6,6,0,0,0,12,10,26,643,579,1224,793,709,1503
801,4604,4236,8837,12985,12045,25029,4517,4212,8725,2180,2264,4442,19702,18545,38251,8459,7690,16158,3652,3461,7118,2232,2403,4632,14353,13576,27930,720,660,1382,1064,1137,2198,1558,964,2518,2465,3222,5689,19,14,30,5833,5992,11821,7624,9093,16718,3185,3511,6698,1135,1474,2619,4248,5894,10141,28,25,61,16224,20007,36225,22083,26026,48106,1053,938,1991,1629,2107,3735,11,22,28,2693,3062,5757,9537,8566,18113,72976,74013,146989
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,3,0,8,6,5,9,0,0,0,0,0,0,6,5,9,9,23,36,0,0,5,0,0,0,11,25,37,0,4,8,0,0,3,0,0,0,3,4,7,0,0,0,9,14,21,11,6,21,4,4,9,3,5,5,0,0,8,0,0,0,14,18,35,23,31,54,0,0,0,3,6,5,0,0,0,3,6,4,97,36,131,148,104,248
901,46,33,81,185,167,358,0,0,0,0,0,0,189,167,353,116,110,230,0,5,4,0,0,3,116,119,234,4,0,7,5,3,7,9,10,17,16,28,41,0,0,0,33,38,72,0,8,11,0,6,6,0,10,5,8,16,28,0,0,3,20,37,57,52,80,131,4,0,4,3,14,16,0,0,0,9,12,19,579,321,901,995,732,1722
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0
