SA4_CODE_2021,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total
201,0,37,4627,4665,69,702,3527,4299,2355,2693,4185,9235,4895,1621,2380,8898,5520,1462,2896,9876,5862,1134,2984,9976,5783,600,2611,8989,3111,187,1404,4696,652,20,509,1183,28252,8458,25113,61821,0,77,4253,4335,147,939,3065,4151,3072,2779,3763,9612,5494,1600,2882,9974,5744,1429,3582,10753,5954,1015,3951,10918,5395,473,3942,9809,2341,127,2715,5180,321,3,1465,1790,28475,8439,29615,66525,0,115,8879,8996,221,1642,6588,8452,5428,5476,7946,18848,10387,3225,5257,18872,11267,2891,6480,20632,11819,2142,6937,20898,11180,1074,6549,18799,5452,311,4119,9877,973,23,1974,2976,56729,16896,54730,128348
202,0,46,4334,4376,75,551,3305,3929,2240,2495,3641,8375,4844,1568,2154,8562,5285,1410,2636,9327,5665,1072,2876,9605,5773,628,2493,8895,3186,193,1322,4697,729,21,531,1278,27798,7981,23281,59056,3,59,4131,4196,125,830,2900,3846,3025,2705,3454,9184,5347,1622,2652,9614,5506,1399,3327,10231,6005,928,3842,10777,5331,490,3698,9522,2424,105,2562,5099,364,13,1328,1708,28130,8152,27892,64171,3,106,8467,8573,199,1375,6202,7774,5267,5201,7094,17563,10188,3191,4799,18184,10789,2807,5958,19555,11666,1996,6717,20384,11102,1123,6189,18415,5616,298,3889,9798,1094,37,1855,2986,55927,16129,51175,123228
203,4,37,8512,8548,117,1000,7636,8748,5216,5497,8809,19524,11225,3185,4153,18571,11173,2350,4606,18130,10903,1570,4566,17039,10980,862,3476,15315,5891,282,1806,7981,1361,25,905,2291,56871,14806,44471,116151,0,83,7852,7940,222,1428,6691,8343,6968,5805,7519,20298,12171,3201,5186,20560,11481,2324,6033,19835,11224,1511,6596,19328,10276,685,6161,17122,4496,182,4735,9409,673,10,2523,3205,57517,15229,53297,126044,12,120,16366,16489,337,2425,14326,17094,12185,11305,16336,39820,23401,6390,9344,39130,22655,4672,10639,37967,22128,3079,11154,36368,21258,1541,9641,32435,10381,466,6541,17388,2034,38,3427,5495,114388,30035,97772,242192
204,3,46,4716,4761,69,607,3038,3710,2309,2542,3528,8381,4797,1638,2249,8683,5677,1581,2872,10128,6924,1246,3471,11641,7201,745,3068,11014,3864,232,1598,5695,852,22,607,1481,31689,8654,25144,65495,0,89,4266,4361,137,906,2375,3422,3095,2643,3124,8858,5437,1767,2610,9811,6151,1610,3393,11158,7361,1216,3948,12522,6630,542,3890,11058,2912,137,3009,6053,377,20,1600,1996,32098,8932,28203,69229,4,136,8981,9124,203,1515,5410,7128,5405,5186,6651,17241,10235,3396,4855,18489,11825,3194,6270,21291,14281,2458,7422,24159,13828,1286,6958,22077,6767,369,4606,11746,1229,43,2202,3480,63790,17591,53348,134721
205,0,59,7415,7473,108,1045,5005,6152,3811,4240,5810,13864,7489,2541,3860,13888,8462,2338,4604,15412,11022,2050,5643,18714,12334,1284,5285,18900,6844,354,2547,9745,1369,50,1013,2424,51449,13972,41161,106580,6,143,6927,7075,204,1511,4122,5833,5162,4531,5492,15178,8286,2568,4405,15260,9380,2399,5501,17275,11957,1941,6716,20611,11531,1000,6764,19296,5021,261,5014,10294,627,26,2478,3131,52176,14368,47406,113956,6,201,14345,14548,308,2557,9124,11989,8973,8775,11297,29043,15781,5113,8266,29153,17846,4736,10098,32685,22984,3989,12351,39325,23870,2282,12044,38199,11870,612,7559,20040,1997,75,3485,5562,103629,28339,88568,220540
206,10,123,9602,9729,224,2989,19643,22856,9853,22932,39443,72234,18681,11131,16341,46153,15734,5298,10938,31967,12793,3192,9017,25002,9653,1479,5761,16888,5658,439,2868,8973,1731,50,1175,2952,74339,47630,114783,236760,15,193,9995,10202,481,4132,21686,26292,12952,23415,40615,76980,18990,8829,18037,45855,15712,4264,13788,33764,12227,2439,11662,26327,8851,1090,9404,19342,4214,212,6530,10954,703,17,3696,4413,74136,44590,135407,254138,26,315,19593,19934,701,7117,41329,49142,22808,46345,80057,149213,37669,19964,34378,92014,31440,9563,24726,65728,25021,5639,20679,51333,18509,2560,15159,36235,9871,649,9399,19926,2428,67,4870,7373,148478,92218,250196,490893
207,0,26,11343,11371,110,807,11943,12858,5282,4889,12481,22652,14530,2191,4763,21482,16298,1571,4527,22398,14913,1190,3920,20019,11675,566,2726,14974,7666,237,1957,9862,2476,49,1277,3796,72944,11522,54937,139408,0,32,10832,10868,194,1096,10548,11837,7227,5069,10521,22808,16088,2116,5818,24030,17258,1482,6969,25698,14442,949,6879,22270,11144,466,6275,17895,6057,123,6190,12375,1106,26,4121,5255,73516,11358,68150,153028,3,63,22176,22238,299,1906,22492,24697,12503,9959,23002,45463,30620,4304,10585,45506,33556,3050,11492,48096,29356,2134,10799,42286,22824,1032,9006,32862,13728,358,8146,22236,3587,69,5399,9056,146468,22886,123096,292439
208,4,25,12205,12234,94,711,10841,11644,5487,6792,11626,23902,17099,4021,5182,26299,19270,2997,5752,28021,15660,1909,5384,22955,11954,1018,3998,16965,6849,310,2393,9558,2053,72,1335,3465,78470,17854,58719,155043,0,49,11751,11800,198,1084,9851,11136,7806,7227,10013,25048,18629,3764,6644,29035,19979,2834,8373,31186,14984,1600,8429,25009,11009,813,8049,19871,5217,199,6617,12027,969,34,4377,5380,78798,17598,74099,170494,3,70,23957,24032,292,1796,20694,22782,13291,14016,21637,48948,35728,7781,11824,55334,39258,5830,14120,59205,30640,3512,13812,47965,22960,1833,12044,36835,12070,514,9010,21586,3028,104,5710,8845,157272,35450,132824,325536
209,0,39,14869,14912,214,1000,14778,15995,10803,7997,18165,36966,24803,5151,8491,38444,21351,3396,8045,32788,17956,2042,6882,26878,14489,870,4461,19824,7963,230,2420,10610,1976,32,1183,3197,99556,20757,79299,199612,7,82,13733,13820,604,1390,12692,14683,15191,8697,14087,37981,25679,5048,9024,39753,21038,3300,10134,34474,17614,1770,10033,29416,13329,651,8422,22402,5709,145,6407,12256,883,20,3503,4408,100063,21110,88032,209201,7,117,28603,28735,809,2394,27474,30676,25999,16693,32257,74947,50485,10198,17519,78201,42391,6694,18180,67265,35570,3809,16915,56296,27823,1524,12877,42226,13672,372,8824,22870,2867,51,4689,7605,199620,41865,167330,408811
210,4,26,12234,12263,303,677,12315,13294,10314,5414,15110,30836,20413,3088,6333,29833,15936,2156,5858,23953,13928,1342,5122,20392,9994,507,3155,13652,5804,150,1733,7693,1555,16,955,2524,78246,13386,62822,154450,19,66,11310,11398,869,1066,10042,11975,14944,5632,10674,31243,20376,3003,6713,30092,15821,2055,7515,25387,12943,1147,7317,21403,9065,379,6125,15573,4033,89,4959,9078,643,3,2788,3437,78706,13439,67446,159586,23,96,23548,23662,1168,1747,22356,25274,25253,11048,25784,62081,40782,6095,13053,59931,31759,4209,13375,49346,26865,2490,12436,41795,19060,886,9276,29230,9834,242,6690,16771,2201,20,3745,5965,156953,26824,130267,314040
211,3,56,15392,15450,142,1036,13531,14711,8833,7072,13648,29559,21837,4217,6796,32849,21644,3553,7319,32508,20576,2327,6671,29573,16763,1109,4626,22493,9250,352,2759,12357,2102,39,1347,3486,101146,19757,72086,192982,4,98,13897,14007,284,1503,11638,13424,11869,7645,10967,30474,23701,4110,7493,35302,22227,3457,9628,35316,20167,2037,9827,32029,15492,833,9512,25835,7001,216,7485,14706,984,22,3826,4826,101739,19924,84263,205925,10,153,29291,29455,426,2541,25168,28137,20699,14715,24619,60032,45538,8323,14283,68153,43873,7009,16942,67826,40744,4366,16497,61604,32255,1939,14131,48329,16248,572,10240,27059,3081,62,5173,8315,202880,39683,156351,398914
212,11,86,24890,24983,560,1982,26699,29237,20230,10481,33130,63842,41260,5483,13656,60402,33510,3831,11664,49004,28107,2595,9819,40518,21071,1053,6475,28594,12032,381,3748,16154,3119,57,1784,4957,159887,25953,131859,317693,37,174,23130,23334,1485,2888,21912,26284,28799,10867,22475,62143,42736,5283,12889,60907,32810,3698,14382,50886,26080,2173,14097,42352,18946,812,12458,32212,8613,224,9689,18527,1368,24,5366,6764,160875,26139,136382,323395,39,257,48018,48317,2043,4872,48604,55525,49032,21342,55605,125980,83997,10765,26545,121310,66319,7524,26047,99892,54187,4769,23909,82863,40014,1865,18928,60807,20641,606,13437,34680,4483,87,7147,11723,320759,52092,268238,641088
213,3,75,22654,22740,458,1728,23551,25734,20293,11567,32546,64409,46019,7460,14668,68150,30881,4886,12197,47965,24063,2725,9995,36782,18081,1069,6673,25819,8337,267,3073,11684,1717,34,1258,3014,149854,29824,126612,306297,28,152,21486,21664,1317,2530,19271,23115,30849,12369,23903,67114,45227,7215,15227,67673,29210,4475,15789,49470,22357,2232,14402,38993,15548,745,11747,28046,5385,142,7596,13123,770,15,3686,4470,150682,29879,133102,313667,25,230,44147,44404,1775,4256,42818,48847,51145,23935,56448,131526,91246,14680,29898,135822,60084,9364,27982,97434,46425,4958,24394,75776,33628,1821,18417,53868,13724,412,10671,24805,2487,50,4944,7478,300540,59705,259714,619960
214,0,54,8327,8380,60,708,6192,6954,3663,4643,6659,14959,9267,3170,4032,16470,10656,2631,5107,18392,10607,1854,4943,17401,10513,959,3857,15328,6606,386,2320,9318,1685,67,1080,2827,53049,14471,42511,110033,5,96,7410,7513,119,1089,5372,6579,5052,5039,5724,15823,10407,3155,4755,18320,11061,2666,6496,20218,10751,1689,6832,19281,9993,832,6767,17589,5220,247,5471,10937,835,39,2824,3692,53442,14855,51656,119947,5,151,15739,15896,176,1796,11565,13535,8718,9683,12383,30784,19670,6327,8791,34786,21716,5296,11597,38610,21357,3550,11774,36678,20505,1796,10625,32924,11822,631,7794,20254,2513,104,3900,6519,106489,29326,94164,229981
215,8,58,3842,3905,73,550,2978,3597,2295,2128,3837,8254,4007,1164,2201,7372,4468,1004,2598,8066,5860,849,3093,9803,5454,452,2551,8457,3160,129,1311,4602,812,22,609,1442,26140,6349,23017,55505,6,89,3429,3521,152,856,2266,3281,3034,2150,3317,8500,4369,1167,2318,7850,4988,1030,2718,8734,5975,767,3141,9888,5072,342,2931,8347,2408,86,2657,5158,394,4,1611,2010,26404,6496,24395,57293,12,148,7274,7430,223,1410,5246,6880,5327,4273,7157,16758,8369,2334,4523,15225,9457,2028,5311,16802,11838,1615,6233,19689,10529,794,5475,16803,5572,214,3971,9757,1206,28,2220,3450,52542,12845,47409,112802
216,0,31,3789,3825,79,480,2565,3124,1971,1787,3066,6824,3668,989,1850,6501,4325,934,2348,7606,5018,765,2453,8242,4826,442,2029,7295,2912,159,1202,4278,691,29,491,1213,23490,5620,19789,48905,10,68,3314,3390,168,689,2155,3007,2642,1867,2809,7320,4085,983,2054,7121,4620,917,2441,7975,5135,724,2717,8579,4529,376,2630,7539,2225,99,2155,4481,327,16,1175,1511,23736,5747,21453,50933,8,102,7108,7218,247,1167,4722,6128,4611,3656,5878,14142,7759,1969,3904,13629,8939,1851,4790,15582,10154,1498,5170,16820,9354,817,4657,14828,5131,267,3361,8759,1018,48,1661,2728,47225,11369,41247,99837
217,0,33,3399,3432,32,468,2278,2778,1594,1795,2867,6257,3259,1109,1685,6056,4113,953,2086,7156,4994,809,2389,8194,5013,477,1968,7454,2558,131,1101,3790,618,17,444,1075,22183,5791,18215,46190,0,75,3091,3163,74,638,1828,2545,2115,1915,2325,6362,3753,1065,1775,6590,4426,1012,2319,7755,5163,764,2789,8713,4577,364,2637,7578,1991,78,2212,4288,276,13,1301,1588,22383,5928,20270,48580,0,107,6487,6596,111,1109,4102,5325,3713,3713,5201,12617,7011,2176,3460,12644,8544,1963,4400,14913,10163,1570,5180,16911,9592,840,4603,15037,4555,210,3311,8075,887,34,1740,2659,44568,11716,38484,94772
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,0,66,7438,7505,87,748,5293,6128,3536,3103,4732,11368,8759,2282,3041,14086,9907,1892,3402,15200,9476,1329,3178,13984,8135,634,2688,11449,4375,217,1485,6076,947,33,637,1620,45218,10309,31896,87423,3,99,6710,6815,168,1034,4207,5407,4894,3413,3957,12252,9949,2336,3502,15787,10454,1868,4628,16951,9378,1183,4812,15368,7519,505,4720,12741,3189,143,3602,6937,409,18,1777,2205,45959,10596,37917,94467,3,171,14149,14321,257,1781,9499,11539,8426,6511,8684,23621,18710,4619,6538,29871,20358,3760,8030,32149,18852,2513,7989,29358,15645,1133,7410,24188,7570,359,5088,13018,1353,52,2422,3825,91183,20901,69808,181891
302,0,44,5799,5840,97,930,5409,6429,4477,4501,6688,15667,9603,2537,3699,15841,8276,1574,3620,13471,6547,999,3270,10819,5182,430,2379,8000,3054,128,1256,4437,901,6,625,1538,38141,11147,32750,82035,6,80,5562,5648,230,1389,4988,6605,6175,4680,5937,16788,10153,2409,4062,16625,8299,1509,4653,14461,6319,834,4601,11758,4616,306,4244,9170,2445,80,3445,5969,423,4,2022,2453,38664,11296,39513,89476,5,123,11361,11493,321,2322,10390,13032,10647,9179,12627,32457,19762,4944,7759,32462,16579,3080,8275,27937,12872,1836,7872,22579,9799,740,6627,17164,5505,207,4695,10401,1326,14,2653,3988,76812,22449,72259,171515
303,7,77,10076,10155,219,1458,11474,13155,7930,6453,14539,28923,17388,3349,6355,27102,14103,2022,5163,21290,11175,1149,4285,16611,8374,493,2968,11836,4492,151,1589,6231,1090,19,728,1833,64770,15171,57183,137131,3,130,9683,9818,479,2076,10265,12815,10777,6769,11899,29449,18473,3185,6937,28596,13984,1831,6802,22616,10581,997,6445,18024,7501,349,5532,13384,3209,93,4056,7359,488,11,2358,2856,65492,15445,63974,144916,8,207,19757,19973,697,3529,21741,25969,18710,13225,26441,58375,35854,6540,13299,55699,28084,3850,11969,43906,21753,2145,10737,34639,15876,839,8500,25220,7701,244,5641,13587,1575,28,3084,4687,130264,30613,121163,282041
304,0,31,6439,6475,54,527,5564,6148,2656,2357,4500,9515,8521,1539,2070,12136,9029,1161,2003,12192,6662,682,1603,8949,5513,328,1215,7062,3163,90,785,4036,673,14,403,1090,36272,6737,24589,67602,0,52,5855,5912,112,758,4826,5698,3783,2582,3718,10085,9657,1477,2522,13648,9044,1121,3228,13394,6415,577,2761,9752,5185,241,2758,8185,2279,55,2258,4589,321,9,1298,1620,36802,6868,29219,72888,5,84,12294,12382,172,1277,10392,11844,6444,4944,8220,19601,18178,3014,4592,25783,18074,2282,5237,25586,13082,1260,4364,18707,10704,572,3972,15246,5438,143,3045,8626,987,20,1696,2709,73071,13601,53810,140480
305,4,127,6582,6709,149,2130,10030,12308,4682,9101,15019,28799,10015,4042,6704,20753,9760,2215,5063,17037,7281,1258,3864,12406,4824,568,2379,7777,2310,150,1151,3605,519,22,415,955,39544,19609,51198,110350,0,219,6496,6712,272,2897,10881,14054,6265,9106,13978,29348,10660,3241,6664,20564,9812,1840,6003,17660,6804,959,4849,12612,4139,353,3758,8253,1640,63,2353,4058,224,8,1261,1490,39819,18686,56244,114743,3,345,13081,13422,423,5031,20910,26358,10943,18201,29005,58149,20671,7283,13364,41322,19572,4059,11064,34695,14087,2216,8710,25015,8967,922,6130,16029,3950,205,3503,7665,741,33,1671,2445,79361,38295,107440,225096
306,3,92,6658,6753,99,917,4239,5256,2861,3669,5627,12159,6296,2680,3839,12810,7592,2346,4513,14443,7944,1879,4849,14667,7229,949,3995,12173,3804,265,1839,5908,806,39,618,1462,36630,12831,36165,85634,10,162,6108,6278,201,1302,3519,5020,4131,4180,5381,13695,7691,2794,4627,15109,8249,2331,5530,16104,8024,1623,5587,15236,6352,669,4782,11803,2603,155,3098,5859,331,14,1367,1716,37600,13221,39999,90824,12,257,12762,13031,302,2222,7763,10281,6989,7856,11006,25850,13985,5468,8470,27923,15841,4671,10036,30552,15972,3499,10436,29901,13586,1616,8780,23979,6409,420,4935,11771,1139,49,1983,3172,74232,26057,76168,176454
307,0,85,3208,3288,103,603,2034,2743,1837,1464,2386,5692,3274,815,1537,5619,3997,814,1988,6798,4639,690,2302,7631,4530,397,2039,6968,2502,129,1105,3743,526,18,364,900,21402,5019,16968,43385,6,140,2847,2995,179,820,1588,2576,2456,1521,2270,6255,3856,943,1707,6505,4500,892,1979,7372,4918,616,2209,7751,4065,317,2192,6573,1845,93,1858,3797,230,5,873,1107,22060,5342,17526,44935,6,224,6058,6285,275,1421,3621,5320,4299,2987,4660,11946,7125,1756,3238,12124,8497,1705,3970,14169,9562,1304,4514,15386,8588,715,4230,13541,4352,227,2963,7542,755,19,1235,2004,43463,10359,34495,88319
308,4,125,6304,6436,148,1218,4003,5370,3675,3304,4764,11747,6786,1954,3305,12048,6919,1591,3617,12122,7408,1223,3908,12546,6109,502,2871,9482,2975,150,1325,4450,595,25,522,1147,34625,10093,30617,75343,4,242,5659,5906,337,1738,3347,5420,5163,3628,4353,13149,7893,2060,3502,13448,7702,1586,3814,13102,7788,1140,3843,12773,5334,388,3183,8905,2203,108,2516,4834,268,8,1164,1438,36692,10908,31378,78978,7,371,11959,12341,486,2960,7343,10791,8839,6937,9116,24893,14685,4013,6802,25499,14618,3179,7433,25231,15204,2360,7752,25316,11443,885,6059,18387,5178,260,3840,9284,858,40,1686,2583,71316,21002,61995,154320
309,9,162,17231,17394,298,2395,14695,17389,9106,11056,17316,37482,21091,7142,9655,37890,22535,5142,10155,37834,20236,3381,8918,32529,18316,1978,7079,27369,10946,701,4027,15679,2235,124,1652,4010,104775,32075,90725,227569,7,271,16419,16696,579,3599,13922,18099,12849,12190,16138,41172,23753,6702,11545,42003,23544,4940,13197,41688,20102,3101,13228,36431,16991,1383,12424,30796,7731,423,8915,17073,989,53,4331,5367,106540,32670,110112,249323,13,432,33649,34089,871,5997,28618,35481,21953,23248,33454,78648,44844,13845,21204,79895,46082,10082,23355,79522,40333,6479,22147,68959,35300,3364,19498,58169,18680,1127,12939,32748,3225,179,5983,9381,211308,64741,200841,476896
310,4,147,10976,11128,282,1828,8452,10565,7238,6001,9441,22685,12775,3391,6046,22212,11854,2500,5874,20222,10986,1504,5277,17772,8270,647,3645,12559,4184,171,1816,6173,847,25,643,1512,56449,16212,52166,124832,17,284,10584,10886,601,2530,7365,10499,9850,6393,9082,25317,14028,3337,6858,24222,12100,2391,7429,21916,10390,1339,6874,18599,7272,467,5650,13392,2996,119,3908,7024,363,11,1724,2105,57615,16870,59476,133964,23,431,21562,22018,887,4360,15820,21066,17082,12396,18526,48004,26802,6726,12907,46435,23955,4894,13294,42146,21377,2848,12152,36374,15546,1110,9294,25949,7180,289,5723,13193,1209,33,2367,3613,114069,33083,111647,258793
311,9,150,11342,11490,382,1730,8660,10774,6972,5501,10003,22467,12128,3343,6131,21597,11569,2562,5813,19938,10646,1571,4782,16995,8876,661,3562,13096,4375,216,1803,6389,709,19,541,1266,55654,15739,52624,124021,19,251,10368,10639,688,2473,7250,10407,9400,5850,8692,23942,13139,3270,6735,23137,11875,2381,6942,21196,10318,1384,6598,18300,8032,509,5886,14430,2859,130,3789,6781,318,8,1454,1787,56639,16258,57717,130613,26,404,21703,22135,1073,4201,15906,21185,16368,11350,18691,46414,25265,6607,12860,44734,23445,4936,12750,41130,20959,2954,11382,35293,16904,1170,9448,27523,7232,346,5593,13171,1022,34,1994,3052,112298,32001,110335,254634
312,0,81,4629,4716,87,866,3081,4038,2754,2784,3584,9122,5246,1713,2578,9534,5493,1384,2808,9681,5782,1007,2899,9689,4605,438,2037,7081,2118,124,1039,3281,419,18,337,770,26504,8421,22987,57918,3,165,4126,4298,203,1320,2445,3970,4014,3138,3167,10312,6270,1782,2513,10568,6108,1447,2697,10263,6036,943,2692,9673,4040,314,2266,6625,1473,87,1736,3295,206,8,807,1021,28348,9217,22449,60020,3,248,8758,9010,289,2189,5524,8008,6768,5924,6750,19439,11516,3495,5092,20100,11604,2834,5504,19943,11822,1948,5592,19363,8645,754,4303,13703,3586,219,2770,6573,622,26,1143,1793,54861,17638,45438,117941
313,4,100,7417,7517,158,1115,5237,6517,3594,3416,5737,12743,6948,2307,3861,13116,8262,2046,4492,14800,8828,1404,4189,14427,9583,906,3610,14097,5579,338,2061,7982,1044,29,805,1879,43999,11673,37410,93083,13,183,6893,7087,299,1570,4438,6304,4837,3691,5544,14073,8121,2396,4630,15149,8809,1995,5643,16445,9220,1389,5793,16402,9218,795,6019,16029,3965,208,4534,8709,486,24,1899,2406,44955,12250,45395,102606,16,287,14311,14613,452,2689,9678,12818,8426,7105,11275,26815,15067,4708,8495,28265,17068,4040,10135,31245,18049,2791,9984,30830,18795,1697,9631,30126,9543,548,6597,16693,1531,53,2701,4284,88957,23921,82813,195692
314,3,51,7071,7127,138,1006,4982,6120,4360,3687,4985,13029,9433,2157,2985,14572,9413,1587,2889,13885,7310,917,2064,10296,5718,328,1439,7483,2789,90,815,3689,447,5,295,746,39602,9832,27515,76944,0,105,6692,6796,274,1464,4212,5952,5905,3866,4519,14291,10276,2148,3663,16083,9468,1544,3980,14996,7194,763,3293,11245,5082,279,2991,8352,1960,60,2060,4089,202,3,920,1126,40364,10228,32331,82923,4,158,13757,13920,407,2467,9194,12073,10265,7553,9498,27317,19704,4304,6645,30653,18880,3132,6869,28881,14501,1678,5354,21541,10803,602,4427,15839,4751,155,2871,7779,649,12,1217,1869,79969,20058,59842,159870
315,3,68,1935,1999,50,497,1498,2041,986,1659,1931,4575,1630,1059,1141,3833,1727,817,1405,3949,1966,553,1501,4020,1303,227,1126,2657,593,55,526,1170,107,0,119,221,8355,4931,11180,24465,3,108,1665,1773,78,728,1352,2156,1342,1773,1959,5083,1884,1096,1297,4280,1898,793,1349,4039,1933,462,1406,3799,1049,161,985,2204,393,24,609,1027,41,0,236,287,8635,5158,10851,24650,5,171,3593,3777,128,1224,2850,4200,2329,3433,3897,9657,3514,2155,2434,8109,3625,1607,2754,7985,3895,1018,2902,7818,2351,390,2116,4860,989,75,1132,2198,152,6,352,506,16991,10091,22032,49114
316,3,76,10809,10894,186,1137,7040,8365,4901,5067,7854,17820,12012,3660,4811,20482,14382,3164,5541,23085,14346,2619,5514,22481,15069,1576,4638,21283,9060,572,2782,12413,2115,88,1213,3410,72080,17955,50198,140234,7,162,10156,10325,383,1750,6495,8629,7042,5567,7310,19922,13986,3826,6038,23852,15369,3267,7890,26524,15368,2537,8604,26507,14181,1258,8283,23723,6700,369,6612,13682,1028,46,3263,4338,74064,18779,64658,157508,15,237,20966,21217,572,2888,13533,16998,11941,10635,15163,37738,25998,7483,10852,44332,29748,6437,13432,49609,29710,5158,14118,48989,29246,2840,12919,45003,15763,939,9392,26095,3146,128,4476,7754,146143,36742,114861,297738
317,3,72,4786,4857,186,851,3291,4330,3210,2193,3879,9281,5174,1042,2219,8433,5218,810,2197,8225,5141,610,2096,7839,4840,303,1546,6680,2921,95,929,3942,645,15,405,1069,27329,5989,21338,54658,14,146,4530,4690,348,1150,2974,4474,4207,2234,3796,10244,5728,1045,2809,9585,5557,848,3032,9436,5318,544,3073,8931,4558,232,2984,7774,2209,67,2529,4808,295,8,1389,1690,28235,6277,27119,61629,19,213,9314,9545,535,2006,6264,8801,7417,4426,7680,19521,10907,2088,5026,18021,10776,1658,5231,17659,10454,1154,5161,16774,9396,531,4526,14456,5126,164,3461,8747,943,19,1801,2759,55566,12263,48460,116291
