SA4_CODE_2021,M_Y12e_15_19,M_Y12e_20_24,M_Y12e_25_34,M_Y12e_35_44,M_Y12e_45_54,M_Y12e_55_64,M_Y12e_65_74,M_Y12e_75_84,M_Y12e_85ov,M_Y12e_Tot,M_Y11e_15_19,M_Y11e_20_24,M_Y11e_25_34,M_Y11e_35_44,M_Y11e_45_54,M_Y11e_55_64,M_Y11e_65_74,M_Y11e_75_84,M_Y11e_85ov,M_Y11e_Tot,M_Y10e_15_19,M_Y10e_20_24,M_Y10e_25_34,M_Y10e_35_44,M_Y10e_45_54,M_Y10e_55_64,M_Y10e_65_74,M_Y10e_75_84,M_Y10e_85ov,M_Y10e_Tot,M_Y9e_15_19,M_Y9e_20_24,M_Y9e_25_34,M_Y9e_35_44,M_Y9e_45_54,M_Y9e_55_64,M_Y9e_65_74,M_Y9e_75_84,M_Y9e_85ov,M_Y9e_Tot,M_Y8b_15_19,M_Y8b_20_24,M_Y8b_25_34,M_Y8b_35_44,M_Y8b_45_54,M_Y8b_55_64,M_Y8b_65_74,M_Y8b_75_84,M_Y8b_85ov,M_Y8b_Tot,M_DNGTS_15_19,M_DNGTS_20_24,M_DNGTS_25_34,M_DNGTS_35_44,M_DNGTS_45_54,M_DNGTS_55_64,M_DNGTS_65_74,M_DNGTS_75_84,M_DNGTS_85_ov,M_DNGTS_Tot,M_Hghst_yr_schl_ns_15_19,M_Hghst_yr_schl_ns_20_24,M_Hghst_yr_schl_ns_25_34,M_Hghst_yr_schl_ns_35_44,M_Hghst_yr_schl_ns_45_54,M_Hghst_yr_schl_ns_55_64,M_Hghst_yr_schl_ns_65_74,M_Hghst_yr_schl_ns_75_84,M_Hghst_yr_schl_ns_85_ovr,M_Hghst_yr_schl_ns_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Y12e_15_19,F_Y12e_20_24,F_Y12e_25_34,F_Y12e_35_44,F_Y12e_45_54,F_Y12e_55_64,F_Y12e_65_74,F_Y12e_75_84,F_Y12e_85ov,F_Y12e_Tot,F_Y11e_15_19,F_Y11e_20_24,F_Y11e_25_34,F_Y11e_35_44,F_Y11e_45_54,F_Y11e_55_64,F_Y11e_65_74,F_Y11e_75_84,F_Y11e_85ov,F_Y11e_Tot,F_Y10e_15_19,F_Y10e_20_24,F_Y10e_25_34,F_Y10e_35_44,F_Y10e_45_54,F_Y10e_55_64,F_Y10e_65_74,F_Y10e_75_84,F_Y10e_85ov,F_Y10e_Tot,F_Y9e_15_19,F_Y9e_20_24,F_Y9e_25_34,F_Y9e_35_44,F_Y9e_45_54,F_Y9e_55_64,F_Y9e_65_74,F_Y9e_75_84,F_Y9e_85ov,F_Y9e_Tot,F_Y8b_15_19,F_Y8b_20_24,F_Y8b_25_34,F_Y8b_35_44,F_Y8b_45_54,F_Y8b_55_64,F_Y8b_65_74,F_Y8b_75_84,F_Y8b_85ov,F_Y8b_Tot,F_DNGTS_15_19,F_DNGTS_20_24,F_DNGTS_25_34,F_DNGTS_35_44,F_DNGTS_45_54,F_DNGTS_55_64,F_DNGTS_65_74,F_DNGTS_75_84,F_DNGTS_85_ov,F_DNGTS_Tot,F_Hghst_yr_schl_ns_15_19,F_Hghst_yr_schl_ns_20_24,F_Hghst_yr_schl_ns_25_34,F_Hghst_yr_schl_ns_35_44,F_Hghst_yr_schl_ns_45_54,F_Hghst_yr_schl_ns_55_64,F_Hghst_yr_schl_ns_65_74,F_Hghst_yr_schl_ns_75_84,F_Hghst_yr_schl_ns_85_ovr,F_Hghst_yr_schl_ns_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Y12e_15_19,P_Y12e_20_24,P_Y12e_25_34,P_Y12e_35_44,P_Y12e_45_54,P_Y12e_55_64,P_Y12e_65_74,P_Y12e_75_84,P_Y12e_85ov,P_Y12e_Tot,P_Y11e_15_19,P_Y11e_20_24,P_Y11e_25_34,P_Y11e_35_44,P_Y11e_45_54,P_Y11e_55_64,P_Y11e_65_74,P_Y11e_75_84,P_Y11e_85ov,P_Y11e_Tot,P_Y10e_15_19,P_Y10e_20_24,P_Y10e_25_34,P_Y10e_35_44,P_Y10e_45_54,P_Y10e_55_64,P_Y10e_65_74,P_Y10e_75_84,P_Y10e_85ov,P_Y10e_Tot,P_Y9e_15_19,P_Y9e_20_24,P_Y9e_25_34,P_Y9e_35_44,P_Y9e_45_54,P_Y9e_55_64,P_Y9e_65_74,P_Y9e_75_84,P_Y9e_85ov,P_Y9e_Tot
204,959,2792,5324,5231,4610,3776,4116,1657,366,28840,412,668,1360,1292,2252,2916,1984,631,158,11674,501,581,1727,1877,2624,3617,3004,1487,312,15729,129,105,393,489,688,1208,1446,930,263,5658,67,43,132,164,216,465,900,1102,530,3616,9,11,39,44,63,58,57,42,21,341,347,378,710,752,815,1031,1036,705,303,6068,2433,4578,9698,9846,11265,13062,12549,6552,1946,71931,988,2969,6995,7491,6756,5461,3927,1481,444,36519,225,363,918,969,2079,3208,2179,884,231,11054,257,355,1011,1155,1908,2951,3202,1731,596,13161,75,67,202,262,459,941,1344,876,353,4585,25,26,79,120,148,321,789,1048,782,3331,3,7,37,23,39,58,64,44,36,313,338,304,645,689,803,894,919,901,601,6097,1907,4101,9886,10715,12188,13835,12417,6958,3046,75058,1948,5765,12330,12724,11363,9237,8050,3135,811,65357,635,1032,2275,2263,4331,6124,4159,1514,387,22727,760,947,2734,3032,4525,6569,6202,3216,900,28891,209,174,595,748,1150,2150,2792,1809,614,10243
205,1121,3991,8331,7828,6376,5823,6634,2727,573,43400,699,1158,2361,2263,3639,4784,3695,1128,210,19936,863,1036,2925,3015,4081,6010,5380,2493,494,26293,291,240,710,910,1313,2014,2513,1686,425,10100,126,85,305,353,420,789,1605,1875,855,6412,6,32,63,62,71,99,75,96,49,546,503,518,1227,1345,1407,1655,1756,1287,613,10314,3619,7057,15917,15768,17313,21165,21658,11295,3210,117008,1465,4632,11452,11076,9665,8412,6552,2467,658,56382,407,727,1736,1671,3450,5412,4012,1382,350,19144,502,618,1725,1944,3083,4910,5417,2836,807,21846,150,136,444,521,976,1888,2507,1529,559,8711,69,49,170,190,335,734,1472,1983,1317,6320,8,22,49,61,75,71,83,109,65,551,510,472,1211,1289,1258,1576,1805,1479,958,10555,3109,6663,16782,16745,18841,23013,21855,11782,4715,123503,2593,8623,19783,18905,16035,14237,13187,5189,1235,99780,1106,1887,4097,3937,7092,10197,7712,2509,557,39082,1364,1658,4645,4961,7170,10923,10795,5333,1298,48145,444,381,1160,1429,2283,3904,5022,3218,984,18816
206,3856,23312,69745,43393,27272,18820,12367,4929,1182,204876,308,889,2753,1897,2802,3327,1652,651,163,14442,253,552,2027,1828,2131,2522,1746,1032,325,12419,67,114,403,388,553,714,734,544,207,3729,32,51,223,237,296,596,1028,1795,1109,5368,7,68,283,196,186,239,307,403,261,1954,510,1611,4843,3019,2109,1784,1396,1057,548,16878,5038,26600,80281,50956,35352,27995,19234,10404,3802,259667,4902,27345,76087,44450,30095,20435,12571,4587,1410,221885,278,811,2117,1207,2162,3111,2205,986,325,13192,194,486,1247,1004,1453,2220,2353,1274,574,10811,51,88,268,279,386,651,885,676,397,3673,21,46,224,234,388,682,1591,2883,1864,7936,13,63,327,199,278,391,532,814,613,3230,565,1781,4891,2714,1833,1595,1447,1203,900,16937,6018,30629,85163,50094,36592,29072,21577,12428,6080,277663,8755,50660,145837,87842,57363,39249,24941,9523,2595,426760,587,1704,4874,3100,4963,6435,3860,1637,483,27636,455,1041,3273,2837,3587,4738,4098,2303,899,23231,117,203,670,673,942,1360,1616,1222,604,7404
207,3204,12639,21401,20160,19279,15848,11277,5676,1947,111426,215,408,701,620,1706,2253,1310,907,336,8461,158,256,662,604,1176,1476,1222,1356,556,7466,50,63,177,201,335,443,604,683,319,2875,32,40,101,133,179,308,725,1272,937,3731,9,53,164,134,143,188,213,223,168,1289,282,520,1135,803,787,655,721,725,506,6133,3951,13983,24342,22650,23605,21171,16086,10849,4758,141386,3273,12104,22304,23189,23074,17828,11493,5338,2239,120846,132,245,428,394,1443,2397,2268,1636,644,9582,105,117,335,395,819,1465,2050,2193,1136,8614,33,33,99,156,286,443,902,971,608,3533,14,29,65,118,253,395,1218,2185,1560,5832,3,28,120,126,165,230,324,400,342,1734,258,481,1031,814,788,713,857,951,977,6866,3816,13035,24376,25186,26833,23478,19105,13676,7504,157007,6475,24746,43705,43348,42350,33681,22768,11010,4187,232278,347,650,1130,1010,3145,4656,3586,2546,979,18039,260,376,992,997,1998,2936,3269,3550,1688,16087,86,94,277,353,628,883,1505,1653,925,6411
208,3143,11086,21862,23812,23002,16589,11820,5214,1705,118231,246,477,1093,1200,2748,3382,2213,1048,353,12773,283,312,1055,1222,2059,2587,2042,1503,581,11650,92,60,182,252,463,610,764,733,300,3457,43,32,91,117,181,289,649,1184,827,3414,8,38,93,94,87,117,146,181,118,878,299,405,1179,998,919,765,862,811,523,6762,4119,12419,25560,27704,29455,24345,18493,10665,4411,157170,3339,11131,24208,27672,27277,18593,12124,5165,2247,131761,141,252,682,727,2321,3675,3074,1707,791,13362,137,173,536,663,1463,2361,3010,2308,1286,11941,54,36,112,166,311,538,985,968,697,3855,21,19,49,102,143,355,1040,1871,1489,5094,4,17,94,91,108,151,197,309,216,1176,286,343,1087,995,917,817,1110,1172,1173,7904,3984,11962,26764,30419,32538,26479,21534,13498,7905,175097,6483,22217,46070,51485,50280,35176,23945,10375,3950,249990,397,731,1774,1931,5069,7059,5285,2758,1149,26138,424,487,1594,1889,3523,4949,5049,3808,1872,23587,145,96,290,412,778,1145,1745,1703,996,7313
209,3578,13922,30701,31454,21716,13775,9384,3426,812,128762,703,1167,2674,2472,4838,5364,2599,807,173,20805,757,969,2781,3140,4352,4906,3567,1831,446,22750,232,232,757,963,1305,1652,1834,1232,383,8581,76,88,352,498,637,1064,2295,2807,1384,9210,29,86,219,286,319,449,514,573,318,2790,599,873,1984,1751,1437,1269,1175,987,553,10635,5976,17337,39467,40565,34611,28477,21368,11660,4069,203536,3976,13884,34475,35255,25683,15610,8585,2780,908,141152,332,650,1631,1699,4135,5865,3057,1011,304,18690,322,506,1616,1820,3045,4742,4534,2167,723,19467,98,103,396,560,887,1623,2293,1495,564,8016,42,52,220,414,622,1321,3345,4120,2384,12526,11,38,213,251,367,554,793,876,579,3690,511,613,1828,1567,1288,1235,1320,1165,973,10492,5282,15841,40383,41560,36031,30956,23936,13614,6430,214035,7550,27815,65170,66707,47406,29382,17968,6204,1719,269912,1042,1815,4310,4175,8975,11230,5663,1817,477,39497,1083,1469,4399,4957,7400,9651,8097,3993,1171,42220,329,328,1153,1519,2191,3276,4125,2730,944,16603
210,2967,10938,24384,22929,14198,9372,5601,2202,518,93113,590,973,2254,2051,3599,3868,1784,532,133,15780,705,916,2625,2696,3634,3996,2627,1333,361,18890,230,249,849,982,1293,1443,1390,907,272,7614,87,150,574,912,933,1242,1830,2192,1125,9048,19,99,276,404,444,576,518,522,257,3113,650,827,2197,1783,1368,1182,912,747,430,10099,5247,14147,33165,31759,25468,21682,14657,8427,3090,157650,3162,10798,27054,25117,16940,10062,5018,1751,504,100409,309,546,1578,1471,3286,4160,2051,653,185,14236,292,480,1619,1705,2647,3481,3197,1581,550,15555,90,134,483,665,925,1394,1620,1027,465,6811,49,87,442,776,1063,1468,2814,3158,1741,11598,17,58,269,394,578,912,890,911,499,4516,520,625,1802,1612,1273,1075,1058,991,770,9733,4447,12713,33248,31745,26707,22563,16654,10069,4716,162856,6129,21737,51441,48047,31143,19435,10617,3951,1024,193519,896,1515,3833,3518,6884,8028,3834,1184,315,30017,998,1399,4242,4406,6280,7483,5825,2910,907,34444,324,382,1330,1649,2217,2838,3008,1935,736,14419
211,3538,12249,23180,25668,20192,14715,11487,5060,1371,117454,747,1413,2629,2683,5637,6529,3857,1436,357,25282,839,1087,3045,3392,5038,6028,4440,2761,735,27356,215,237,734,898,1442,1899,2020,1547,468,9466,70,93,341,469,525,743,1198,1668,866,5963,15,49,205,221,228,250,245,181,83,1482,443,523,1245,1183,1239,1077,1073,1067,651,8500,5865,15651,31378,34521,34297,31236,24318,13713,4533,195506,3755,12431,27047,31041,25644,17861,11486,4493,1451,135208,382,713,1640,1621,5093,7050,4636,1951,567,23656,401,608,1646,1984,3390,5043,5949,3908,1283,24205,103,99,346,518,907,1585,2437,1847,793,8636,48,67,251,294,447,758,1620,2438,1641,7555,16,33,193,216,243,358,330,284,221,1885,384,444,1095,1163,1034,1104,1250,1434,1324,9232,5083,14401,32228,36834,36745,33758,27708,16351,7275,210392,7293,24681,50228,56709,45826,32579,22975,9551,2823,252666,1131,2130,4270,4305,10725,13578,8495,3383,920,48944,1241,1697,4687,5377,8426,11073,10385,6669,2014,51565,325,336,1080,1415,2347,3487,4454,3391,1261,18102
212,6395,25184,50707,46500,30469,20711,13777,6211,1737,201694,1070,2005,4520,4034,6559,6304,3436,1354,372,29653,1183,1876,5276,5646,7160,7758,5347,2847,858,37963,388,435,1465,1675,2282,2754,2568,1850,599,14012,210,249,1076,1537,1535,2041,2784,3420,1608,14465,54,267,1365,1382,1355,1303,1037,704,294,7759,1108,1824,4396,3248,2449,2125,1794,1605,844,19401,10408,31835,68807,64027,51815,43004,30752,17983,6322,324946,6796,24307,53629,50655,34302,22122,13149,5357,1889,212208,658,1270,3033,2836,5803,6559,4047,1776,554,26535,627,1073,3297,3613,5733,6980,6484,3856,1331,32989,210,265,847,1172,1918,2623,2990,2020,1005,13052,97,163,875,1306,1621,2505,4301,4686,2688,18233,39,208,991,1459,1587,1721,1452,1166,754,9383,999,1384,3680,2894,2307,2088,2015,1907,1549,18822,9422,28673,66352,63939,53281,44600,34434,20763,9766,331220,13194,49490,104337,97159,64776,42831,26922,11566,3629,413901,1727,3270,7552,6870,12363,12863,7485,3124,928,56181,1810,2952,8577,9258,12893,14738,11828,6701,2191,70953,596,696,2315,2853,4200,5378,5561,3871,1602,27071
213,5519,21594,52569,55171,30752,17302,10925,3635,690,198155,1041,1846,4128,4153,6477,6226,2856,731,119,27576,1113,1947,5800,6195,6981,7584,4943,1922,469,36954,365,376,1309,1614,2035,2654,2569,1296,361,12575,177,268,912,1113,1380,2160,3529,3285,1227,14055,40,157,722,762,907,1130,1015,729,349,5815,1336,1962,5266,4389,2905,2263,1874,1355,594,21940,9594,28150,70710,73394,51428,39323,27710,12944,3808,317065,5941,20808,58631,57458,33726,18707,9705,2811,750,208551,639,1242,3162,3147,5519,6432,3003,834,193,24184,643,999,3429,3833,5558,6965,5734,2220,735,30122,223,245,912,1125,1817,2732,2955,1477,641,12123,99,152,689,1202,1681,2749,5059,4569,2238,18441,22,106,621,913,1261,1532,1467,1198,747,7863,1168,1470,4662,3864,2550,2016,2036,1554,1137,20460,8738,25027,72106,71546,52116,41137,29969,14676,6436,321752,11464,42403,111202,112625,64474,36014,20631,6445,1437,406704,1678,3094,7296,7302,11999,12652,5864,1564,313,51760,1761,2947,9227,10024,12537,14550,10675,4143,1204,67077,588,615,2218,2741,3848,5385,5526,2770,1000,24705
214,1836,5689,10408,11435,10090,7708,7598,3862,1149,59784,538,809,1984,1945,3605,4040,2748,1216,318,17205,675,772,2181,2533,3630,4351,3520,2174,588,20433,183,179,651,662,1041,1393,1477,1131,363,7092,75,66,221,256,336,474,838,1143,582,3998,12,22,63,64,69,76,69,77,57,506,405,386,958,1037,1202,1084,1106,1035,610,7826,3726,7933,16468,17939,19973,19137,17363,10651,3664,116844,1938,6019,13211,15041,13522,9926,7619,3554,1086,71898,327,470,1161,1401,3315,4422,3350,1593,451,16490,310,429,1424,1553,2593,3779,4449,2827,911,18277,98,76,291,362,745,1301,1778,1409,664,6727,42,46,107,140,287,439,1111,1590,1094,4857,10,13,34,42,57,101,99,107,74,541,427,397,933,1022,1075,1028,1253,1339,1093,8563,3149,7453,17156,19580,21596,20993,19652,12413,5374,127362,3775,11705,23620,26476,23609,17628,15219,7416,2232,131679,862,1287,3149,3345,6918,8463,6099,2803,769,33702,984,1192,3601,4088,6229,8129,7970,5000,1505,38709,282,257,945,1030,1781,2695,3254,2547,1027,13823
215,670,2374,5029,4100,3327,2470,2167,806,223,21172,390,671,1321,1121,1872,2656,1618,491,117,10256,399,517,1546,1599,2003,3120,2469,1154,283,13097,111,128,442,474,685,1187,1333,869,239,5472,69,71,218,266,321,546,1052,1226,641,4411,15,40,119,111,139,117,84,63,39,720,350,324,871,775,838,999,1018,727,360,6269,2007,4135,9542,8448,9189,11094,9737,5336,1897,61391,731,2624,6327,5590,4614,3449,2163,813,296,26607,233,362,910,845,1902,2797,1839,730,190,9799,194,337,963,960,1523,2352,2409,1433,490,10666,80,67,265,281,523,971,1166,838,410,4601,31,35,144,156,217,448,858,1188,946,4015,6,35,94,79,102,104,84,85,43,626,307,292,740,716,705,817,887,825,656,5935,1569,3744,9446,8623,9581,10936,9412,5916,3036,62251,1397,4999,11360,9686,7942,5924,4330,1622,515,47774,615,1032,2231,1971,3774,5450,3453,1222,305,20051,593,854,2516,2562,3528,5474,4881,2589,775,23767,192,194,706,758,1205,2160,2497,1707,650,10065
216,610,2088,4151,3571,3012,2047,1930,793,195,18390,364,578,1055,948,1753,2099,1295,436,99,8629,392,448,1227,1356,1928,2644,2197,1072,248,11511,104,124,365,437,672,1051,1259,889,207,5107,47,45,189,264,288,470,841,1057,512,3720,4,19,74,107,117,104,75,80,26,609,308,275,683,598,707,741,778,676,307,5069,1827,3572,7749,7288,8468,9147,8377,5003,1592,53023,719,2459,5478,5133,4323,2990,1915,746,269,24025,162,310,722,754,1592,2311,1588,655,166,8257,175,290,825,826,1437,2159,2272,1248,392,9620,54,63,235,263,415,858,1098,770,281,4034,33,36,149,145,180,358,855,949,617,3318,6,14,62,90,101,87,69,80,49,552,227,243,617,584,567,683,752,739,605,5031,1378,3418,8089,7793,8620,9450,8547,5184,2382,54844,1329,4551,9625,8709,7328,5038,3846,1540,463,42416,521,889,1778,1701,3342,4409,2889,1086,265,16883,567,740,2049,2183,3365,4801,4469,2321,644,21131,159,189,599,697,1082,1911,2359,1656,489,9138
217,623,1867,3801,3384,3175,2397,2477,852,215,18786,322,505,1081,1095,1729,2220,1463,403,81,8890,313,364,1069,1163,1600,2508,2027,919,202,10166,123,112,319,390,589,957,1110,717,208,4518,36,32,132,148,181,331,743,969,468,3042,0,8,44,39,37,45,35,29,8,253,254,210,490,498,582,590,673,504,232,4037,1668,3099,6943,6719,7894,9045,8518,4385,1413,49686,695,2097,5023,5030,4702,3707,2550,859,294,24953,163,291,638,674,1617,2538,1758,679,186,8548,164,203,631,754,1102,1832,1997,1141,384,8209,70,51,150,183,316,675,960,699,323,3421,21,16,60,72,124,248,579,884,741,2753,0,7,34,36,28,37,26,21,18,201,199,168,414,450,477,589,688,620,446,4063,1310,2839,6958,7196,8368,9632,8561,4907,2381,52147,1317,3963,8827,8411,7879,6104,5023,1712,509,43736,487,799,1715,1771,3346,4756,3226,1078,262,17440,474,564,1702,1923,2703,4342,4024,2054,585,18370,192,158,470,571,910,1626,2064,1419,531,7937
297,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,7,0,0,0,30,0,0,6,16,3,10,4,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,6,0,0,0,7,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,32,135,358,251,199,119,102,19,4,1217,9,32,63,55,76,76,32,0,0,352,34,29,78,108,89,97,65,17,0,516,11,14,37,38,55,38,29,9,0,224,13,12,17,19,27,17,25,13,3,143,0,4,3,3,7,5,3,0,0,37,91,118,390,525,458,289,130,25,6,2043,189,346,939,1008,912,644,392,90,15,4534,44,164,419,238,166,144,42,18,0,1228,12,25,53,39,46,53,27,9,0,266,26,26,65,63,58,84,44,12,0,370,15,16,20,30,14,23,17,7,5,142,3,5,12,13,9,10,16,11,9,83,3,0,5,4,4,4,0,0,0,18,84,89,306,347,180,117,69,7,10,1202,177,321,878,727,479,429,224,58,19,3317,75,301,773,489,364,261,147,38,4,2446,22,64,123,94,120,128,66,10,5,618,54,57,142,171,145,179,113,28,3,883,26,23,56,69,71,61,47,21,5,368
301,2312,5486,8929,10744,9942,6965,4978,2280,532,52177,258,333,864,1094,1333,1324,845,320,82,6456,473,445,1539,2098,3572,5100,4411,1946,477,20069,125,60,239,316,491,719,778,489,141,3364,34,12,88,121,177,313,776,1086,454,3054,3,6,25,30,51,49,37,46,14,269,196,240,539,582,657,633,628,493,341,4314,3398,6592,12225,14998,16227,15105,12461,6663,2041,89704,2137,5118,10580,13215,11977,7610,4573,1933,598,57734,161,179,635,924,1291,1311,839,389,110,5837,282,259,1071,1478,3333,5923,5765,2695,861,21679,70,41,148,232,344,664,911,590,247,3258,13,15,49,74,164,251,897,1248,750,3458,0,5,25,35,47,42,50,56,29,299,191,199,466,538,568,537,643,714,709,4564,2854,5822,12980,16501,17718,16353,13670,7621,3309,96824,4446,10610,19512,23961,21917,14579,9548,4213,1129,109916,419,508,1496,2020,2620,2640,1684,712,190,12293,757,709,2617,3583,6904,11023,10182,4639,1337,41754,189,106,387,550,839,1385,1688,1076,390,6617
302,1885,6015,13961,13753,10088,6179,4023,1691,511,58102,144,261,775,757,926,986,520,204,59,4631,214,273,1077,1304,2204,3217,2668,1363,492,12809,72,48,160,203,323,433,385,324,126,2060,28,25,67,103,143,221,558,898,448,2498,3,14,49,72,67,81,66,49,42,434,177,328,870,694,602,461,435,408,308,4274,2515,6966,16945,16889,14355,11580,8654,4936,1982,84805,1936,6387,15351,15008,11260,6612,3620,1619,656,62451,102,211,635,592,844,847,497,268,106,4103,169,198,834,899,2034,3804,3952,2304,993,15191,48,37,144,126,241,352,456,436,226,2070,17,17,69,81,166,287,732,1334,950,3650,4,10,51,88,78,97,76,68,55,521,165,272,761,561,421,410,452,561,700,4305,2441,7133,17842,17351,15049,12414,9787,6593,3683,92292,3814,12405,29310,28760,21349,12788,7648,3311,1163,120554,249,466,1405,1347,1766,1833,1023,471,165,8733,377,472,1911,2202,4243,7026,6626,3666,1489,28004,120,92,300,335,560,784,839,760,348,4128
303,3614,12776,26579,24219,17083,10945,7218,2891,739,106070,231,408,970,960,1154,1112,578,230,71,5707,292,383,1369,1565,2490,3717,2897,1623,456,14800,82,83,252,342,426,528,497,396,174,2782,43,39,162,195,308,424,714,1110,551,3555,10,45,211,212,186,207,198,114,73,1253,327,687,1629,1182,935,750,650,528,287,6981,4591,14409,31174,28667,22583,17695,12752,6896,2367,141139,3734,12789,27782,26170,18504,11881,6656,2506,833,110856,184,309,759,678,988,963,680,279,87,4945,227,308,973,1189,2338,4214,4282,2541,1102,17181,58,49,183,289,337,502,635,517,238,2806,14,30,133,233,354,508,1095,1584,1154,5113,3,38,182,221,256,297,264,187,169,1621,308,596,1406,1077,779,717,640,624,597,6737,4535,14121,31419,29859,23564,19082,14246,8251,4184,149257,7349,25559,54358,50388,35590,22830,13869,5402,1575,216918,413,717,1731,1637,2144,2077,1256,513,162,10651,524,692,2345,2756,4822,7929,7180,4166,1566,31973,138,130,438,626,763,1027,1131,917,414,5587
304,2745,6633,9084,11250,10644,6947,5344,2655,656,55974,88,156,364,409,554,556,313,165,47,2641,156,147,470,575,1084,1446,1287,859,288,6324,34,22,57,84,115,150,144,145,84,830,18,3,31,44,66,86,167,283,158,855,4,10,35,34,35,47,34,29,12,247,143,317,426,384,341,316,277,307,213,2727,3196,7292,10467,12789,12844,9554,7576,4430,1444,69596,2878,6187,9756,12936,11838,7425,5106,2270,734,59127,73,107,272,349,514,553,475,276,80,2692,115,116,305,393,1006,1778,2303,1514,663,8200,36,11,45,77,84,137,216,206,139,946,7,3,19,33,66,110,250,452,433,1375,4,3,21,36,43,43,40,34,22,262,143,193,373,355,276,254,318,377,451,2745,3258,6622,10799,14174,13831,10304,8712,5122,2522,75345,5625,12817,18844,24186,22482,14375,10452,4923,1389,115098,159,260,633,753,1070,1108,784,439,123,5336,279,261,772,970,2097,3227,3587,2375,948,14521,68,34,98,160,200,288,364,347,221,1774
305,3067,12725,27833,19551,15159,9857,5892,2262,504,96854,153,377,1125,733,801,812,402,172,37,4616,143,287,1140,1058,1548,2052,1505,761,223,8715,38,58,173,182,239,259,210,166,66,1390,11,27,67,83,113,146,272,412,235,1362,0,24,88,64,56,40,43,38,36,401,287,788,2221,1402,1038,764,619,405,210,7736,3699,14282,32645,23066,18963,13933,8941,4231,1308,121073,3522,14733,28981,19820,15946,9761,5364,1966,639,100724,143,342,878,521,742,758,491,245,75,4200,141,291,724,656,1245,2317,2271,1232,544,9417,25,58,97,119,139,193,222,210,126,1182,10,17,60,54,87,130,306,549,435,1653,3,17,84,52,54,52,56,74,63,456,339,900,1980,1103,736,646,516,430,327,6981,4174,16363,32807,22332,18948,13854,9219,4706,2206,124611,6588,27459,56813,39373,31101,19622,11254,4229,1135,197577,294,719,2006,1257,1545,1565,893,416,111,8812,283,573,1858,1716,2798,4366,3777,1994,768,18134,60,117,273,303,375,456,428,375,190,2574
306,1662,4445,9353,8952,8527,6109,4919,1952,400,46322,360,508,1144,1237,1718,1816,1009,334,71,8205,655,573,1980,2481,3927,5845,4672,1839,396,22370,167,114,368,496,635,1002,950,571,148,4450,46,51,177,231,305,576,1057,1216,520,4181,12,19,88,81,116,133,101,84,40,676,694,799,2034,1688,1823,1673,1432,838,337,11325,3596,6509,15139,15163,17051,17160,14148,6839,1922,97533,1633,4665,11581,11706,10811,6907,4272,1664,378,53617,276,321,921,1186,1583,1785,1001,328,75,7479,417,432,1446,1926,3263,5775,4979,2115,628,20972,125,85,288,324,490,807,895,545,198,3762,29,33,111,210,239,462,924,1200,730,3934,15,9,84,107,145,130,133,96,56,772,595,703,1870,1529,1463,1385,1217,866,501,10139,3094,6242,16310,16992,17991,17250,13413,6811,2563,100668,3295,9115,20930,20659,19342,13016,9196,3614,773,99933,633,831,2064,2429,3302,3602,2014,658,153,15682,1068,1006,3428,4403,7187,11617,9650,3952,1020,43341,293,201,657,817,1124,1808,1847,1114,353,8214
307,841,2230,3919,3286,3087,2158,1821,766,171,18274,181,247,486,514,608,581,416,178,37,3240,468,426,1386,1649,2674,3944,3089,1141,223,14990,114,87,239,336,511,799,785,371,102,3354,35,25,91,117,259,491,1102,1293,446,3849,5,9,26,19,24,44,65,50,21,265,324,389,860,691,831,930,786,576,243,5638,1976,3414,7003,6620,7988,8952,8058,4369,1232,49607,805,2258,4890,4684,4293,2778,1812,771,197,22490,115,179,446,483,662,666,388,170,51,3167,266,305,924,1156,2156,3763,3148,1411,396,13523,76,50,178,216,357,616,587,332,138,2540,14,17,44,73,147,277,778,1064,558,2969,0,6,17,20,14,27,53,52,18,204,294,297,693,645,724,744,689,654,408,5161,1573,3104,7195,7281,8351,8879,7453,4457,1759,50056,1654,4483,8809,7971,7382,4933,3631,1538,358,40766,291,428,933,996,1268,1250,809,345,84,6408,731,728,2310,2810,4830,7706,6237,2548,614,28512,193,137,420,552,861,1415,1368,707,236,5898
