SA4_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
315,321,8,0,5,18,351,155,5,0,0,0,159,207,7,0,0,0,218,324,0,7,5,0,341,410,13,0,0,4,433,865,29,3,7,12,919,676,17,0,6,0,701,693,24,3,10,8,734,237,7,0,3,0,251,171,0,0,0,3,177,167,0,0,7,10,186,371,4,0,7,10,396,4601,118,19,69,60,4872
316,1924,177,142,5,3,2258,778,138,53,5,4,972,603,100,74,3,0,777,1138,128,123,6,0,1403,1586,187,201,7,8,1979,4678,621,513,13,0,5825,7173,761,567,3,11,8514,11906,609,468,10,13,13009,5614,203,160,4,10,5991,3936,95,153,5,9,4200,2556,69,91,3,11,2737,2925,170,194,6,0,3301,44822,3266,2739,77,75,50973
317,711,39,17,0,3,767,318,25,7,0,0,354,313,35,19,0,0,363,693,63,14,0,0,776,1107,96,32,0,0,1241,3988,265,64,3,4,4314,4339,144,23,3,0,4506,3783,62,15,8,3,3876,1279,19,5,4,8,1312,847,13,0,5,0,864,506,9,0,0,3,523,936,41,10,0,0,978,18810,807,208,25,26,19876
318,1125,51,30,0,5,1217,488,43,12,0,0,548,509,42,22,0,5,576,1149,96,38,12,0,1291,1834,115,57,9,0,2006,5871,200,120,7,4,6199,6119,116,80,7,8,6330,5189,60,79,9,4,5342,1677,16,26,8,8,1729,1163,18,31,0,0,1215,719,14,18,0,3,751,1518,32,31,10,0,1591,27368,798,549,62,26,28800
319,1761,52,18,10,4,1848,1139,37,10,5,3,1195,1071,35,16,0,6,1133,2216,44,25,15,9,2306,3172,78,43,9,10,3317,7957,148,65,30,11,8206,6300,54,32,14,14,6413,4310,31,27,12,10,4394,1210,9,6,9,3,1238,835,7,5,0,3,854,600,8,9,4,4,625,2034,21,6,7,4,2075,32598,524,273,131,78,33602
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,1796,259,141,5,3,2203,606,99,57,0,0,766,499,105,63,0,0,660,948,172,134,0,3,1259,1244,251,234,0,0,1728,3918,736,601,4,6,5263,4821,866,534,0,5,6227,6554,1039,384,3,3,7988,3593,497,119,5,11,4221,3542,368,81,0,4,3995,3432,232,87,6,6,3765,1588,268,118,3,4,1977,32534,4895,2554,20,52,40056
402,2588,214,32,5,5,2843,1487,165,21,0,0,1673,1460,198,29,0,0,1695,2825,391,66,3,7,3293,4540,549,130,0,0,5223,14895,1249,255,9,25,16434,14902,873,124,0,23,15922,10585,510,46,4,19,11163,3074,137,7,0,8,3222,2065,93,5,0,7,2168,1100,52,4,0,0,1162,3004,189,33,0,5,3238,62516,4622,762,20,103,68029
403,2415,286,73,3,4,2781,1098,143,30,0,0,1268,1067,122,33,4,0,1223,2005,239,84,5,0,2335,2854,361,183,3,3,3407,9407,1016,463,0,22,10904,11016,1027,239,3,17,12300,10605,932,136,4,17,11693,3917,322,43,3,10,4294,3144,209,34,0,0,3391,1947,132,32,3,3,2111,2381,259,73,4,7,2718,51857,5038,1434,30,74,58431
404,1271,268,63,6,5,1618,512,135,51,0,0,699,449,110,61,0,0,614,832,221,135,6,4,1196,1145,353,214,3,3,1710,3338,1128,480,4,8,4965,4611,1285,306,0,17,6228,5936,1133,165,7,21,7256,2540,354,43,0,6,2937,1885,268,35,4,3,2194,1066,182,11,5,0,1266,1289,249,74,0,5,1612,24854,5683,1647,33,75,32291
405,847,19,4,5,0,880,732,29,0,3,0,766,714,25,0,0,0,742,1414,40,4,0,0,1459,1673,31,0,0,0,1705,3358,51,0,10,10,3426,2520,18,0,3,3,2545,1606,13,0,4,0,1625,453,3,0,0,0,461,333,6,0,5,0,341,232,5,0,0,4,241,730,17,0,5,5,749,14608,244,12,38,30,14924
406,391,56,9,3,5,462,283,96,5,0,0,386,323,85,0,0,0,412,633,179,9,7,0,825,891,193,5,4,0,1091,1896,174,16,7,5,2095,1315,56,0,7,5,1374,932,31,0,3,0,969,267,9,9,0,0,282,185,4,0,4,0,197,122,7,0,3,0,133,423,48,8,0,0,481,7653,939,58,36,15,8707
407,1331,41,8,4,0,1386,1026,49,8,0,7,1093,1077,66,7,3,3,1159,2209,72,26,11,0,2325,2900,64,13,7,7,2998,5738,84,18,8,9,5859,3699,32,8,9,8,3762,2366,24,0,11,10,2408,720,11,0,5,5,740,545,3,0,3,0,552,410,6,3,3,0,420,1161,30,7,3,5,1201,23187,488,103,79,55,23906
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,1068,38,8,0,4,1119,538,25,5,0,4,574,463,29,7,0,0,495,912,37,8,7,0,963,1357,69,7,5,0,1436,4389,175,16,12,4,4604,5413,113,13,12,0,5552,5602,95,13,3,7,5720,2050,36,3,5,0,2095,1476,32,4,3,0,1519,910,29,4,3,4,945,1347,51,7,3,3,1407,25524,720,86,52,39,26417
502,563,43,13,0,0,621,254,25,5,5,0,291,229,28,6,0,0,266,448,39,7,3,0,492,598,58,14,3,0,679,2264,128,30,0,0,2423,3023,78,18,4,0,3121,3529,59,19,0,0,3609,1267,23,10,0,5,1300,919,16,21,0,0,954,596,11,11,0,0,619,855,31,12,0,0,896,14544,539,165,19,5,15271
503,763,146,210,0,4,1118,172,29,70,0,0,275,126,36,77,0,0,238,183,52,150,0,0,391,253,102,240,0,0,599,660,280,792,0,0,1731,659,377,959,5,0,1996,1463,568,901,5,0,2934,1242,353,389,4,0,1987,2191,429,355,5,0,2983,4368,337,247,3,3,4959,775,159,188,0,0,1118,12866,2870,4572,18,13,20341
504,1710,152,22,0,0,1883,574,61,13,0,0,657,508,48,20,0,0,574,924,118,53,0,0,1100,1387,172,60,0,0,1625,5148,631,230,0,0,6009,8283,722,147,0,4,9152,11929,618,103,5,9,12659,5160,185,26,0,6,5383,3538,144,23,0,0,3701,2029,67,13,0,0,2116,2387,126,32,0,6,2554,43586,3048,747,15,36,47428
505,3466,473,61,8,0,4009,1078,157,24,0,0,1256,946,168,32,0,0,1148,1625,335,66,0,0,2039,2434,473,83,8,0,2995,8490,1933,341,3,3,10766,12972,2484,325,5,3,15792,20665,2511,226,0,8,23414,10427,930,82,0,0,11445,8455,699,62,0,0,9212,5793,368,46,0,0,6212,4642,572,66,0,0,5288,80998,11113,1413,19,24,93573
506,2957,282,78,0,4,3326,997,107,25,0,0,1127,930,92,43,0,0,1063,1694,221,63,8,0,1981,2483,324,105,0,0,2922,9382,1170,422,0,12,10989,13590,1259,456,7,10,15321,17977,1124,389,6,10,19512,7866,409,140,0,7,8420,5750,329,126,4,0,6212,3942,232,82,3,7,4261,3915,270,116,4,4,4309,71471,5819,2060,43,52,79440
507,2474,242,75,0,3,2797,875,73,27,0,0,978,815,81,43,0,0,935,1398,151,60,5,0,1612,2026,213,148,0,0,2391,7808,772,408,6,0,8995,11708,933,380,3,5,13034,16113,980,304,4,20,17419,7170,427,130,0,0,7725,5766,366,112,0,5,6243,4179,251,100,0,3,4534,3482,257,98,3,4,3846,63814,4733,1878,20,47,70500
509,1042,11,0,3,7,1067,525,3,0,3,0,535,521,9,0,0,4,539,931,11,0,5,4,955,1087,13,3,5,8,1111,2820,40,3,10,9,2878,2620,25,6,3,7,2657,2466,26,0,3,9,2502,976,14,0,5,3,998,682,14,0,0,0,696,439,8,0,0,4,453,890,13,0,3,6,903,14997,185,19,43,52,15294
510,121,8,7,5,4,139,44,7,0,0,0,54,39,15,0,0,0,53,122,25,0,5,0,151,158,24,8,8,0,195,478,64,8,8,0,557,570,44,4,3,0,628,810,59,5,18,6,899,455,23,0,9,0,488,470,12,0,6,0,490,345,7,0,12,6,381,222,10,3,12,3,248,3841,313,41,71,25,4292
511,540,23,0,10,9,580,289,8,0,5,0,306,274,19,4,5,0,293,628,39,6,6,0,679,809,56,3,3,0,875,2365,125,11,10,0,2522,2344,83,5,9,4,2445,2464,82,0,13,0,2567,882,13,0,3,0,904,694,18,0,3,3,719,403,15,0,7,7,436,729,19,4,7,0,761,12420,499,32,88,33,13082
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,1555,49,44,0,3,1656,814,30,25,0,0,869,725,26,36,0,0,783,1408,48,59,3,0,1517,2049,64,87,0,3,2208,6208,208,243,9,4,6673,6379,152,155,3,0,6693,5814,114,87,4,8,6023,2086,49,15,4,6,2160,1546,35,27,4,0,1604,1046,24,17,4,4,1084,1339,32,41,0,4,1420,30948,828,844,37,25,32686
602,953,33,22,0,3,1014,576,19,16,0,0,616,647,25,10,0,0,690,1241,58,48,0,0,1353,1857,62,46,0,0,1967,4705,115,93,3,5,4923,3496,86,34,5,0,3623,2324,68,10,3,3,2416,684,12,4,0,0,707,535,7,5,0,0,549,322,9,3,0,0,342,856,27,15,0,3,897,18199,532,319,17,21,19088
603,314,4,0,0,0,316,247,0,0,6,0,248,233,0,0,5,0,233,406,0,0,5,0,413,559,5,0,0,0,559,1235,8,0,0,4,1249,1037,0,0,0,0,1047,744,0,0,0,0,753,217,0,0,0,0,217,150,0,0,0,0,151,96,0,0,0,0,102,312,0,0,0,0,316,5549,20,4,23,12,5605
604,715,25,0,0,3,750,618,18,0,4,0,633,554,11,0,3,0,567,1202,27,3,3,0,1239,1679,26,0,3,0,1709,3998,48,4,9,4,4061,2531,19,0,3,0,2559,1534,4,0,3,0,1540,458,0,0,0,3,462,322,0,0,0,0,326,218,3,0,5,0,227,702,4,0,5,0,707,14521,182,20,36,17,14778
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,423,25,73,0,0,521,123,10,29,0,0,166,122,15,34,0,0,174,263,43,77,3,0,380,337,54,131,4,0,521,1259,201,380,8,0,1842,1834,220,436,4,0,2492,3640,220,394,0,3,4254,2222,93,166,0,0,2482,1810,51,122,3,0,1987,1089,35,72,0,0,1199,731,51,86,3,0,873,13847,1016,1991,27,3,16881
702,135,14,0,9,0,162,57,12,0,0,0,76,57,6,0,0,0,62,89,28,5,6,3,129,171,50,9,4,0,237,500,159,7,8,6,680,786,157,8,5,6,959,920,86,4,5,8,1025,405,23,0,5,3,435,265,23,0,6,6,295,165,7,0,0,5,176,205,20,4,3,3,237,3748,591,44,48,42,4481
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,2146,350,235,0,0,2731,609,96,71,0,0,777,527,115,96,0,0,735,890,215,226,0,0,1334,1187,313,385,0,0,1891,3751,1234,1936,0,3,6925,5687,2352,2383,0,6,10429,11788,2757,1985,0,0,16532,7979,956,602,0,5,9542,7238,693,512,0,6,8451,4984,404,302,0,4,5695,2086,355,283,0,0,2725,48878,9835,9001,4,32,67754
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,16,0,3,0,0,17,9,0,0,0,0,9,5,0,0,0,0,9,20,3,0,0,0,21,20,0,0,0,0,21,65,8,6,0,0,71,45,0,0,0,0,49,40,4,0,0,0,42,14,0,0,0,0,14,6,0,0,0,0,6,3,0,0,0,0,9,15,0,0,0,0,15,252,13,6,0,4,280
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
