SA3_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arrival_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,United_States_America_2016,United_States_America_2017,United_States_America_2018,United_States_America_2019,United_States_America_2020,United_States_America_2021,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_NS,Tot_Tot
12504,0,0,18,127,542,478,586,486,139,123,175,274,74,18,58,3094,11,3,7,25,151,35,35,13,0,6,8,7,0,8,10,320,0,6,5,30,62,49,93,51,19,16,9,18,13,5,12,389,0,5,5,48,90,75,120,34,13,23,5,14,14,10,6,465,0,5,24,37,510,1032,1202,741,114,116,108,139,66,24,72,4176,0,0,4,4,43,67,50,54,19,19,18,21,6,0,4,299,0,0,0,10,52,70,129,105,30,29,12,18,11,8,10,479,77,185,494,311,259,178,250,148,26,43,27,37,13,5,63,2113,0,0,16,18,23,57,85,82,23,27,29,31,17,17,3,424,0,0,0,172,261,90,97,86,35,33,26,24,24,0,25,885,128,243,536,689,882,1111,1273,833,330,412,372,396,136,64,116,7533,341,964,2343,2903,6525,9126,17450,13949,4845,5790,6952,7526,2744,812,1383,83658
12601,0,0,3,25,66,64,73,101,33,52,61,70,24,12,16,602,5,0,4,11,33,13,9,0,0,3,0,4,0,0,0,82,0,4,3,22,35,45,66,45,9,15,0,19,6,3,3,282,0,0,9,39,56,63,104,39,21,5,3,19,3,0,0,369,0,0,6,39,200,193,166,71,16,13,24,24,12,9,6,770,0,0,0,4,119,155,105,38,19,10,21,17,12,0,12,520,0,0,4,8,14,32,49,22,12,11,8,13,4,0,6,175,27,93,237,195,153,170,293,97,17,17,8,20,14,5,34,1384,0,0,11,17,21,37,81,46,17,12,11,13,7,0,3,280,0,0,0,126,101,32,43,36,10,11,27,14,8,0,4,423,49,47,101,172,220,250,290,225,51,62,70,69,42,7,25,1687,150,347,712,1294,3464,4653,6557,3871,1038,1223,1219,1364,588,206,417,27115
12602,0,0,27,103,400,349,515,479,110,179,217,290,101,20,36,2821,0,4,15,26,110,47,45,46,20,12,12,7,4,0,8,340,0,8,24,65,121,88,160,101,9,21,26,33,35,3,9,700,0,7,19,66,119,144,215,87,47,29,26,39,29,0,49,876,0,5,21,77,232,233,166,97,32,31,49,41,30,3,22,1044,0,0,3,13,163,208,164,163,35,51,43,54,21,4,14,942,0,0,3,23,72,108,264,132,37,37,32,30,14,8,16,777,87,195,548,465,439,476,627,350,62,59,33,61,27,7,125,3561,0,5,31,42,68,101,146,93,27,26,37,48,38,13,21,706,0,0,5,292,265,94,144,158,41,67,81,109,61,9,19,1354,83,176,492,750,935,1006,1132,1089,388,477,456,435,184,38,207,7858,420,1396,3050,4142,9024,10087,14997,10273,2863,3091,3170,3861,1725,383,1481,69957
12701,0,0,0,131,812,617,566,324,54,54,31,55,38,0,38,2738,3,5,6,13,144,34,17,9,0,0,0,0,5,0,3,236,0,0,9,7,18,14,30,10,10,3,7,6,0,0,3,113,0,0,4,41,48,59,113,30,10,3,12,35,13,4,5,367,0,0,0,9,38,61,78,56,6,8,0,5,0,0,0,263,0,0,0,0,10,29,15,20,10,3,0,10,0,0,3,99,0,0,0,14,167,108,99,52,12,13,5,21,3,0,17,511,19,133,370,220,184,99,181,165,17,12,4,17,15,7,42,1474,0,0,3,11,19,41,48,35,16,11,13,10,3,0,10,221,0,0,3,450,1527,1112,745,467,121,79,80,85,70,20,155,4918,59,248,808,2149,3007,2815,2046,1146,379,302,178,219,91,29,331,13798,193,1008,2738,4602,9261,10852,12742,6974,1712,1362,896,1223,466,144,1314,55489
12702,0,0,5,251,645,415,347,222,36,44,49,63,20,0,56,2164,27,15,26,63,143,39,18,0,0,4,0,0,0,0,14,358,0,0,7,21,31,18,17,4,0,3,6,0,0,0,0,98,0,0,3,32,14,13,14,5,0,3,0,0,0,0,0,80,0,3,22,22,34,23,15,24,0,0,0,4,0,0,5,160,0,0,0,0,49,25,25,28,5,7,0,3,6,0,0,148,0,0,6,60,404,219,255,213,65,19,26,32,4,0,63,1372,16,140,373,190,99,34,51,38,8,5,0,9,5,5,43,1009,0,0,3,9,25,29,51,24,9,9,5,13,8,3,0,186,0,6,31,3441,9467,6566,4484,3259,750,664,625,658,410,133,1334,31844,133,464,1486,4486,5988,4329,2863,2398,2315,1256,799,618,164,55,788,28149,431,2046,5162,11343,20353,18438,16151,12320,6405,4326,2890,4589,1380,274,3447,109548
12703,0,0,5,88,732,605,570,321,59,65,78,110,35,4,41,2715,7,7,19,38,257,73,35,16,0,6,0,0,0,0,10,479,0,0,4,12,25,13,41,30,3,11,8,7,0,0,0,154,0,0,6,39,113,77,94,39,17,7,5,3,8,0,8,413,0,0,14,26,91,101,112,58,11,5,0,6,0,0,7,426,0,0,0,0,20,22,21,20,4,8,3,3,0,0,0,105,0,0,0,18,105,88,117,62,11,6,14,7,8,4,12,453,40,119,415,230,171,92,149,119,20,20,20,20,18,4,88,1528,0,4,8,11,15,34,64,49,12,17,12,16,18,0,4,248,0,0,0,313,1131,762,639,439,71,59,67,99,43,3,133,3767,40,171,646,1411,1949,3202,2571,1378,525,498,450,364,117,31,311,13666,211,967,2542,3795,8066,11106,14487,8415,2178,2025,1895,2100,686,163,1399,60033
12801,0,0,12,37,178,91,147,108,33,24,25,22,10,0,16,716,11,8,9,22,77,39,57,36,8,6,11,5,0,0,6,291,0,4,15,29,52,24,43,18,0,0,3,4,4,0,3,196,0,3,17,99,116,107,160,69,21,15,16,39,17,0,5,691,0,0,4,12,14,9,16,10,4,0,0,5,0,0,0,73,0,0,0,6,29,8,21,6,3,0,0,0,0,0,0,76,0,0,0,3,15,63,103,82,22,15,15,20,3,3,0,337,153,368,921,651,544,429,823,609,113,74,105,86,36,22,100,5037,0,0,29,38,54,64,83,72,24,18,19,27,18,14,15,481,0,0,4,73,71,33,35,11,0,8,7,18,0,0,9,264,103,210,444,641,535,621,907,667,168,168,145,119,66,25,84,4887,448,1401,2799,2606,3171,3055,4393,2761,602,500,501,534,254,109,481,23616
12802,0,0,19,51,159,87,103,102,16,28,29,35,7,0,13,665,9,0,8,21,99,26,42,29,0,10,0,0,0,0,6,254,0,0,12,10,33,15,23,3,7,0,4,3,3,0,0,128,0,5,17,77,121,120,203,65,27,14,8,28,8,9,9,728,0,0,8,8,22,18,10,10,0,0,0,0,0,0,4,93,0,0,0,0,18,17,19,8,0,0,0,4,0,5,4,81,0,0,3,11,17,39,82,67,10,5,4,11,3,0,13,258,116,343,909,627,570,433,1027,452,71,49,62,31,13,9,96,4801,0,0,20,43,36,68,102,86,7,7,16,17,7,4,10,436,0,0,0,63,94,41,37,29,12,3,14,16,0,5,9,322,67,167,406,584,491,549,759,442,89,81,75,77,20,12,50,3879,329,1054,2541,2453,3034,2828,4203,2180,399,339,352,346,128,68,412,20678
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,9,12,10,12,0,3,3,7,0,0,0,50,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,9,16,14,3,0,0,0,0,0,6,0,55,0,0,0,0,0,0,4,5,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,8,28,3,0,0,43,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,12,9,21,66,40,34,34,42,18,3,0,7,21,27,24,17,367,0,0,5,0,0,4,9,3,0,0,0,4,3,30,3,64,0,0,0,0,9,8,9,3,0,0,0,6,0,0,3,34,0,7,26,32,24,32,48,41,0,15,24,57,17,28,28,387,15,59,126,131,194,190,236,179,39,56,102,223,107,148,93,1911
20101,0,0,0,21,45,62,127,177,44,30,37,69,16,0,15,638,8,0,0,4,18,7,3,6,0,0,0,0,0,0,0,57,0,4,0,11,13,4,17,5,12,3,5,8,0,0,3,81,0,3,6,17,23,40,92,27,3,7,7,12,13,8,8,273,0,0,3,6,14,20,78,73,14,21,15,8,8,0,0,258,0,0,0,0,0,10,12,13,0,10,3,0,3,0,0,54,0,0,0,3,4,19,48,38,22,8,4,7,3,0,0,161,103,396,793,458,306,174,326,232,23,35,44,36,30,9,104,3079,4,6,10,42,35,37,86,55,0,6,8,8,4,0,13,321,0,0,0,14,19,9,27,44,7,11,13,10,7,0,9,163,37,112,141,158,150,102,382,190,73,49,66,42,26,13,34,1569,254,1196,1291,1087,1033,875,2646,1885,458,444,563,628,286,57,359,13057
20102,0,0,0,6,8,10,9,22,9,0,4,12,0,0,0,73,0,0,3,8,8,3,0,0,0,0,0,0,0,0,0,27,0,3,3,0,5,0,5,0,0,0,0,0,0,0,0,23,0,0,0,19,13,9,24,10,0,0,0,0,0,0,0,81,0,0,0,4,0,5,7,3,4,3,0,3,0,0,6,31,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,12,3,0,0,0,0,0,0,0,29,34,167,436,258,164,89,178,67,3,8,15,5,0,0,59,1484,0,0,3,15,18,19,22,23,0,3,5,11,0,0,4,120,0,0,0,0,0,3,3,4,0,0,6,4,0,0,3,23,14,79,133,102,94,49,62,31,8,8,5,11,3,0,33,621,102,445,770,594,502,332,495,302,56,43,51,61,20,6,154,3937
20103,0,0,0,0,22,4,17,32,16,9,10,22,5,0,6,133,0,0,3,7,4,0,0,0,0,0,0,0,0,0,0,17,0,0,0,4,0,0,6,0,0,0,0,0,0,0,3,8,0,0,0,4,8,4,10,8,0,0,0,0,0,0,6,39,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,8,19,30,174,391,197,109,36,60,11,0,0,0,0,0,5,59,1078,0,0,7,10,4,5,13,4,0,0,0,4,0,0,0,50,0,0,0,3,3,0,3,5,0,0,0,0,0,0,0,16,16,33,57,58,38,18,38,10,5,5,0,0,3,0,33,308,67,354,587,404,311,140,235,114,27,24,28,46,16,0,161,2509
20201,0,0,3,12,49,55,118,147,40,50,56,64,16,5,13,638,0,7,3,0,8,3,0,0,0,0,0,0,0,0,3,30,0,0,0,5,4,6,7,10,0,0,4,0,0,0,0,45,0,0,0,17,16,36,82,49,0,9,15,5,14,0,8,255,0,0,3,11,13,23,68,60,9,20,15,26,8,5,0,263,0,0,0,0,4,0,11,21,3,3,3,12,3,0,0,62,0,0,0,0,10,6,251,215,67,57,81,37,8,3,5,749,67,262,538,315,190,125,235,93,30,13,20,16,13,4,72,1995,0,0,11,23,15,18,52,26,3,4,6,5,3,0,4,169,0,0,0,9,6,18,21,40,12,13,6,3,0,4,3,131,37,63,77,86,69,63,555,317,105,107,125,86,25,10,42,1767,173,598,870,736,653,615,2406,1722,506,481,567,468,191,52,273,10319
20202,0,0,0,8,16,11,22,41,5,6,12,6,4,4,0,140,8,0,0,6,17,4,0,0,0,0,0,0,0,0,0,42,0,0,8,7,3,3,0,0,0,0,0,0,3,0,0,20,0,3,7,10,28,43,45,15,3,3,3,4,0,0,0,162,0,3,14,8,11,5,5,3,0,0,0,0,0,0,3,56,0,0,0,0,0,0,6,13,4,5,13,24,4,0,3,75,0,0,0,3,4,3,8,16,0,3,0,3,4,0,4,52,51,299,598,408,281,189,365,143,18,24,11,23,10,6,128,2539,0,0,16,51,23,22,52,24,0,5,0,9,0,3,12,221,0,0,0,3,7,3,12,0,0,0,0,0,0,0,52,79,30,90,123,118,96,65,133,64,16,12,13,18,5,3,84,867,159,680,1026,879,740,596,976,468,75,96,80,119,41,18,462,6414
20203,0,0,0,0,3,0,29,39,6,7,6,10,0,5,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,5,0,0,0,0,0,0,24,7,47,108,65,28,15,19,9,0,0,5,0,0,0,11,312,0,0,0,3,7,6,3,8,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,22,24,17,13,8,15,6,0,0,0,0,0,0,3,111,23,124,180,120,83,42,120,89,18,15,14,25,3,17,35,908
20301,0,0,0,0,5,3,10,9,0,0,0,3,0,0,4,33,0,0,4,0,8,3,0,0,0,0,0,0,0,0,0,20,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,12,0,0,3,8,3,6,15,3,0,0,0,0,0,0,0,42,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,5,3,0,5,0,5,0,0,0,24,24,90,248,131,117,54,146,60,8,0,5,4,0,0,37,931,0,0,0,3,11,9,12,3,0,0,0,0,0,0,0,47,0,0,0,0,4,5,0,3,0,0,0,0,0,0,0,12,4,34,58,48,28,32,25,21,0,8,0,3,0,3,9,287,52,243,390,274,263,181,325,169,21,15,25,25,8,5,96,2091
20302,0,5,3,39,217,186,502,283,91,81,160,183,36,0,46,1839,37,41,54,31,107,48,13,13,6,0,0,7,0,0,18,359,0,0,14,32,36,25,101,23,0,5,7,10,11,0,5,276,0,6,27,61,76,85,215,84,19,21,19,31,15,10,10,686,0,7,17,12,41,25,135,227,29,57,64,81,47,6,16,770,0,0,0,0,6,9,15,28,7,11,11,6,0,0,0,90,0,0,3,9,27,41,247,191,55,40,54,47,15,5,26,755,219,947,2174,1050,739,407,1029,553,87,80,63,82,35,5,266,7747,0,3,24,53,58,72,160,108,24,25,7,34,15,9,8,596,0,0,0,54,125,68,94,86,23,42,34,30,20,3,60,644,142,508,797,615,467,591,1155,816,231,207,217,222,85,27,269,6356,770,3537,5089,3005,2937,2686,6889,5718,1434,1494,1662,2099,818,156,1294,39591
20303,0,0,0,14,36,24,43,49,15,8,9,15,7,3,10,229,11,7,5,7,26,4,9,6,0,7,0,0,0,0,0,83,0,7,4,15,12,4,10,10,5,0,0,4,0,5,10,71,0,5,10,44,75,58,137,79,5,6,12,8,8,0,3,450,0,9,10,8,7,7,19,6,0,0,6,4,4,0,5,76,0,0,0,0,0,0,3,5,0,3,0,0,0,0,0,19,0,0,0,5,3,12,33,16,8,6,9,10,5,0,4,104,162,526,1107,600,471,268,730,402,74,49,57,54,20,15,197,4729,4,7,24,57,46,33,88,69,7,15,9,15,3,7,15,394,0,0,0,6,11,4,9,16,3,0,0,0,4,0,0,66,54,210,255,178,138,118,270,233,36,45,27,46,15,7,47,1682,377,1471,1980,1339,1231,903,2112,1422,268,226,240,308,126,49,417,12479
20401,0,0,0,8,31,25,35,74,19,8,7,28,8,0,20,252,6,3,11,0,11,3,5,0,0,0,0,0,0,0,0,35,0,0,4,11,0,0,0,10,0,0,0,0,0,0,0,34,0,6,4,19,20,10,48,22,11,3,5,0,0,3,8,149,0,0,13,4,3,6,8,15,8,5,0,3,0,0,0,68,0,0,0,0,0,6,0,0,0,3,7,8,4,0,3,37,0,0,0,0,6,11,29,20,6,0,10,8,9,0,8,110,81,327,685,311,194,98,176,84,15,10,18,18,12,0,117,2168,0,0,6,28,16,12,27,16,0,0,3,7,6,4,3,136,0,0,0,3,3,3,11,8,0,0,6,6,8,0,5,53,33,110,128,134,88,70,108,62,22,8,21,18,7,11,37,854,228,814,1197,759,634,458,850,572,132,107,146,270,91,38,304,6604
20402,0,0,0,10,41,19,25,40,20,7,13,30,16,3,16,237,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,6,0,0,0,7,0,0,0,0,3,0,0,17,0,3,5,20,6,6,35,12,3,6,0,7,0,0,0,98,0,0,3,3,4,3,17,8,10,10,3,3,0,0,0,63,0,0,0,0,0,4,7,9,3,0,0,0,0,0,0,16,0,0,0,0,0,4,15,25,3,4,11,3,4,0,7,71,51,189,394,179,108,62,106,51,5,7,10,10,14,5,46,1237,0,0,7,23,8,11,16,16,0,0,3,4,0,0,3,91,0,0,0,0,0,3,4,7,5,0,4,0,0,0,6,30,26,57,86,51,57,31,68,42,9,8,18,32,9,5,16,507,161,664,710,446,332,259,545,380,122,116,151,174,78,21,159,4323
20403,0,0,3,7,52,35,69,124,47,25,25,25,8,17,5,445,13,3,3,4,11,5,0,0,0,0,0,0,0,0,6,49,0,0,0,7,4,0,9,0,0,0,0,0,5,0,0,27,0,0,4,24,13,17,70,15,3,0,11,6,0,0,0,174,0,3,4,0,0,0,22,17,7,8,0,0,0,8,0,75,0,0,0,0,0,4,9,14,0,0,8,11,0,0,0,45,0,0,0,0,5,10,21,19,5,0,7,6,0,0,7,85,90,268,571,362,257,140,274,114,14,17,29,16,13,10,92,2257,0,0,15,26,18,21,33,47,5,0,11,6,5,0,3,198,0,0,0,3,0,0,6,13,0,33,54,67,5,0,14,203,63,149,189,135,102,73,237,172,68,66,134,104,33,12,44,1591,290,1035,1167,866,777,548,1304,928,228,262,368,338,110,64,301,8599
20501,0,0,0,7,39,25,33,49,7,7,11,15,3,0,11,206,3,0,9,7,31,8,3,0,0,0,0,0,0,0,0,60,0,0,0,9,0,10,10,8,0,0,0,0,0,0,0,36,0,0,7,23,27,25,62,23,5,9,6,7,5,0,9,214,0,0,15,6,10,15,43,31,5,9,4,4,0,0,4,155,0,0,0,0,0,5,3,7,3,6,20,43,13,0,0,106,0,0,0,0,3,7,24,30,3,6,6,7,0,0,0,91,86,329,689,374,251,122,287,107,11,9,8,16,10,4,95,2390,3,4,8,29,12,21,28,15,7,15,6,4,0,0,5,137,0,0,0,0,6,8,13,15,0,0,0,23,11,0,6,86,24,83,141,121,143,73,167,75,13,35,13,47,14,8,25,973,198,869,1140,772,802,529,1102,577,117,151,130,242,84,22,222,6972
20502,0,0,3,5,35,35,44,61,18,35,16,27,7,6,18,310,0,0,0,4,9,0,0,3,0,0,0,0,0,0,0,32,0,0,0,6,4,0,5,4,0,0,0,0,0,0,0,24,0,6,7,18,17,26,40,14,3,0,8,4,3,4,0,153,0,6,9,0,3,0,3,14,3,3,0,0,3,0,0,49,0,0,0,0,0,0,3,7,0,5,3,4,0,0,0,17,0,0,0,0,7,7,11,26,10,4,11,9,4,0,4,86,114,362,729,362,213,78,174,62,6,10,3,12,0,0,102,2213,5,3,9,23,10,9,25,11,6,0,4,0,0,0,0,116,0,0,0,6,5,20,25,20,8,0,4,10,0,0,7,101,25,95,118,87,60,36,66,60,15,13,11,39,14,3,24,671,222,893,1131,707,566,359,626,455,114,116,113,147,49,21,264,5789
20503,0,0,0,7,53,19,45,47,14,9,9,19,10,10,24,271,0,8,5,11,20,8,6,0,0,0,0,0,0,0,0,65,0,0,0,5,3,3,3,0,0,0,0,0,0,0,0,17,0,3,19,36,34,32,49,24,9,4,0,0,4,0,0,210,0,6,18,22,13,9,19,15,7,7,3,5,0,0,0,116,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,18,0,0,0,4,9,7,22,39,4,6,6,0,3,4,0,103,158,598,1186,662,458,164,289,107,21,24,7,17,8,0,181,3868,0,6,16,31,34,15,49,41,14,0,4,4,5,0,0,211,0,0,0,12,10,8,19,18,7,0,0,3,8,0,4,79,36,131,197,157,126,95,143,76,22,22,22,18,9,10,45,1111,307,1496,1936,1337,1217,647,1096,661,143,129,118,133,81,31,412,9734
20504,0,0,0,9,115,72,111,106,27,30,31,75,15,7,26,624,12,5,7,4,41,8,4,0,0,0,0,0,0,0,0,87,0,0,0,6,4,4,12,3,0,0,0,0,0,0,0,25,0,0,0,14,22,23,66,20,9,4,0,0,0,4,3,166,0,5,10,5,9,13,39,39,13,6,13,7,3,0,3,158,0,0,0,4,0,0,4,3,0,0,12,0,0,0,0,24,0,0,0,0,10,7,40,49,5,3,13,9,3,0,3,141,185,620,747,368,283,61,156,74,8,7,13,11,0,9,129,2673,0,0,10,20,9,17,48,19,3,4,7,9,4,4,0,151,0,0,0,9,8,17,22,17,8,7,0,5,3,3,10,102,56,248,254,196,137,100,277,170,26,14,23,30,27,20,56,1634,425,1743,1538,965,983,561,1328,847,183,165,221,303,125,54,405,9853
20505,0,0,0,6,28,23,23,78,28,14,23,25,20,8,8,290,10,0,0,3,5,4,0,0,0,0,0,0,0,0,3,36,0,0,0,8,4,0,8,9,0,0,0,0,0,0,0,24,0,5,7,10,11,4,46,4,7,0,15,0,12,0,5,135,0,5,8,0,3,6,18,24,5,0,0,6,0,0,3,77,0,0,0,0,0,0,4,13,0,0,3,3,0,0,7,33,0,0,0,0,4,0,17,18,7,7,3,9,0,0,5,74,59,238,510,231,139,80,145,63,10,15,17,5,9,0,80,1594,0,0,11,18,11,16,22,17,0,4,7,7,0,0,3,108,0,0,0,4,19,6,16,13,4,4,0,3,4,0,69,152,23,44,81,77,68,54,69,43,6,9,15,18,12,3,65,581,166,601,799,552,441,345,668,479,95,97,139,141,84,19,409,5039
20601,0,0,6,19,99,57,90,84,28,33,47,63,10,3,10,549,3,7,12,4,48,17,24,12,0,0,4,6,0,0,3,143,0,0,3,12,28,49,77,39,14,14,13,10,8,6,5,269,0,0,5,23,41,53,95,30,9,5,8,5,6,0,0,280,0,0,8,26,53,39,63,22,13,9,11,9,13,3,4,283,0,0,0,0,21,16,32,33,8,12,11,9,8,0,0,142,0,0,0,7,13,30,74,42,8,15,8,10,0,0,5,222,22,101,266,228,327,362,712,473,105,117,111,105,47,20,61,3068,0,0,19,41,81,96,169,163,37,54,31,71,33,7,9,824,0,0,0,88,182,79,65,48,27,12,22,26,9,0,19,581,30,152,397,565,514,489,646,625,204,228,227,300,71,20,63,4535,176,1835,3650,2363,2514,2518,4246,3339,939,1104,1227,1327,432,132,495,26303
20602,0,0,0,15,32,23,35,29,3,3,10,10,0,0,3,166,5,9,6,9,28,11,9,4,4,4,0,0,0,0,4,89,0,0,0,13,13,28,37,16,16,9,6,4,4,5,0,129,0,0,3,9,45,33,51,18,4,11,5,3,0,0,0,188,0,0,8,12,36,23,19,11,12,12,16,8,0,0,3,161,0,0,0,0,3,8,14,15,0,7,0,5,0,0,0,52,0,0,0,0,13,15,34,30,9,4,5,4,4,0,9,122,16,73,201,234,258,243,460,320,61,64,77,51,21,11,32,2130,0,0,12,40,39,71,103,88,23,22,29,15,10,4,6,481,0,0,0,94,149,72,47,21,8,3,6,10,3,0,9,426,23,73,149,220,214,221,298,257,74,72,72,65,34,8,58,1837,124,985,2228,1345,1447,1364,2134,1504,359,352,416,360,134,51,455,13260
