SA3_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
31004,4454,306,45,13,0,4819,13185,324,25,3,4,13542,9443,2107,106,0,9,11676,575,76,33,0,0,682,60,35,25,0,3,118,1094,139,40,4,0,1275,307,168,38,51,0,556,56,16,5,4,0,80,11536,2541,236,60,16,14384,155,45,12,0,0,213,400,86,8,3,5,498,29729,3302,331,79,27,33469
31101,1674,64,0,52,5,1797,1537,43,0,9,0,1587,725,379,9,0,0,1111,71,43,0,0,0,114,22,23,0,0,0,43,331,67,0,4,5,402,67,53,0,11,0,127,14,8,0,0,0,23,1226,568,7,8,3,1815,105,4,0,5,0,111,81,11,0,5,0,93,4611,691,16,82,16,5404
31102,3334,373,78,17,4,3815,5363,297,80,0,5,5740,3080,1302,520,0,8,4905,392,122,168,0,0,681,18,25,41,0,0,84,601,124,53,0,0,784,88,132,19,4,0,236,21,16,3,0,0,42,4199,1718,803,3,10,6736,124,41,7,0,0,174,206,61,44,7,7,319,13228,2496,1008,31,20,16783
31103,5882,128,24,15,7,6053,10924,223,33,0,6,11192,6603,1843,68,10,22,8540,629,57,5,0,0,695,38,47,9,5,3,107,1142,142,20,0,3,1313,193,222,10,95,4,514,44,34,0,3,0,79,8650,2351,122,107,31,11247,220,66,9,0,8,297,413,64,0,13,7,500,26080,2829,192,132,52,29298
31104,3624,87,33,0,14,3753,10354,40,25,12,9,10435,2859,227,15,0,0,3107,29,0,0,0,0,29,9,0,0,0,0,9,548,3,10,0,5,568,45,6,0,0,0,47,18,0,0,0,0,18,3503,242,26,0,6,3773,121,8,17,0,0,146,253,7,0,0,0,265,17852,377,103,12,24,18371
31105,4762,526,157,53,9,5506,8091,381,161,0,12,8641,3423,1159,343,0,10,4937,470,161,34,0,4,669,26,36,22,0,0,82,744,132,55,3,5,941,109,171,31,22,3,335,17,8,3,0,0,30,4780,1667,494,27,20,6992,134,73,29,0,0,243,246,60,35,42,0,384,18014,2705,878,122,42,21762
31106,5592,579,82,38,0,6299,8159,818,74,0,3,9059,3990,2207,398,4,7,6605,1134,400,121,0,0,1656,37,50,25,0,0,114,1015,330,49,4,5,1403,130,218,39,35,0,415,30,15,4,0,0,56,6330,3223,646,35,15,10247,150,130,26,0,3,306,320,131,66,0,9,526,20552,4877,889,78,35,26435
31201,2667,57,7,111,32,2880,2234,35,7,18,7,2292,1666,413,63,3,3,2144,182,153,5,0,0,335,46,75,5,0,0,122,545,64,5,5,5,627,1546,342,33,39,8,1966,16,18,0,0,0,33,4004,1056,106,44,16,5232,466,37,4,12,11,523,205,31,0,15,7,262,9577,1216,126,203,72,11187
31202,11399,613,225,229,51,12523,15709,466,164,38,16,16392,4634,1868,708,22,39,7267,615,422,183,0,0,1221,106,112,35,0,0,258,2321,410,147,23,18,2920,273,79,35,110,26,517,47,33,7,0,0,87,7992,2924,1106,154,84,12269,724,152,22,12,7,919,583,166,30,58,31,869,36410,4320,1552,494,196,42964
31203,1904,70,151,130,39,2298,2402,86,148,18,14,2667,703,230,535,11,13,1490,51,35,59,0,0,144,18,32,33,0,0,84,360,47,141,7,20,566,54,51,44,22,44,216,9,3,7,0,0,15,1194,402,814,39,74,2519,75,3,6,11,11,105,96,15,10,5,14,135,5663,576,1136,204,147,7722
31301,6544,891,240,406,15,8097,3556,162,84,17,6,3821,1537,386,293,9,3,2228,104,157,20,5,0,290,13,65,14,0,0,92,516,123,68,10,0,724,67,24,22,41,0,156,14,10,20,3,0,41,2248,770,439,67,13,3533,179,134,89,14,3,417,177,65,32,23,0,295,12706,2021,883,516,38,16169
31302,5697,335,44,23,0,6101,9484,275,30,7,10,9801,5318,2302,186,5,10,7820,417,332,61,0,0,807,66,112,16,0,0,200,1001,211,10,6,6,1239,124,183,0,37,4,349,26,29,4,0,0,61,6952,3165,285,47,19,10469,185,144,25,3,4,365,290,97,12,3,6,415,22613,4014,392,83,36,27147
31303,1757,18,5,11,0,1794,1890,6,0,6,4,1914,415,34,6,6,0,457,0,0,0,0,0,0,6,0,0,0,0,6,255,5,0,5,5,271,42,0,0,3,0,43,6,0,0,0,0,6,730,42,3,14,5,787,94,3,0,3,0,107,80,0,0,4,0,91,4561,64,9,38,16,4689
31304,5857,234,56,27,10,6176,9678,266,51,5,6,10002,3665,1065,153,4,13,4903,391,82,51,0,0,530,31,21,7,0,0,56,773,131,40,3,0,952,93,167,13,120,0,394,22,15,0,3,0,33,4974,1478,267,128,12,6869,159,48,27,8,6,239,261,27,18,8,0,319,20935,2052,413,171,40,23604
31305,5948,855,1593,122,15,8522,6304,365,619,10,5,7295,3868,899,1435,5,3,6212,432,270,642,0,0,1347,13,29,119,0,0,162,900,181,317,7,7,1412,65,56,54,39,11,227,15,14,25,0,0,58,5288,1446,2597,51,27,9409,184,328,175,8,0,691,205,85,102,13,5,399,17921,3075,5083,203,46,26329
31401,9006,412,57,9,8,9488,14749,439,24,0,6,15217,2418,762,22,0,0,3204,103,11,0,0,0,117,7,6,0,0,0,18,734,121,24,0,3,879,437,90,4,3,3,536,8,6,0,0,0,15,3695,1001,54,3,8,4762,145,238,62,0,5,452,181,28,7,0,6,217,27770,2127,199,20,27,30140
31402,4197,567,48,141,4,4956,10855,790,37,0,13,11698,6142,3631,266,0,8,10049,267,138,0,0,0,410,27,113,4,0,0,146,710,429,49,5,3,1200,223,720,39,91,5,1083,23,35,0,0,0,63,7398,5072,361,103,16,12948,160,343,41,0,0,543,224,97,4,7,4,338,22835,6868,491,256,35,30492
31403,3180,413,30,0,0,3621,5200,530,43,0,4,5768,2073,986,259,3,3,3321,279,143,91,0,0,513,30,29,0,0,0,59,454,201,54,0,4,710,61,177,8,0,0,241,20,17,4,0,0,41,2902,1552,417,8,3,4881,58,27,9,0,0,94,135,44,8,0,0,183,11469,2559,504,8,14,14556
31501,1601,34,11,168,40,1856,1060,42,9,27,9,1149,306,164,23,10,4,506,2068,228,60,4,17,2372,631,53,14,0,4,710,363,37,12,21,5,441,554,270,56,58,38,975,54,3,3,4,0,67,3971,760,172,93,70,5070,408,80,17,33,29,567,241,29,23,52,18,372,7292,952,224,376,168,9013
31502,1632,62,12,157,62,1921,2248,73,12,22,34,2389,966,473,115,12,7,1571,739,231,126,5,6,1102,203,27,36,0,0,274,579,139,29,9,6,770,437,149,66,46,36,740,21,11,7,0,0,42,2957,1036,380,74,55,4499,403,65,37,29,43,588,187,29,13,169,20,418,7421,1265,456,455,219,9817
31503,2353,5,8,94,55,2514,1293,0,0,24,21,1334,406,38,45,8,0,491,246,34,38,0,0,324,70,18,18,0,5,109,534,8,11,8,5,564,447,21,29,16,12,521,16,3,0,0,0,21,1728,117,141,25,22,2030,429,5,5,17,35,494,152,3,6,13,10,181,5946,142,160,166,137,6550
31601,5476,893,340,0,8,6720,6767,454,346,0,0,7568,2293,630,1042,0,8,3978,83,66,116,0,0,262,21,22,21,0,0,59,624,133,171,0,5,938,57,69,62,0,0,195,15,7,3,0,0,27,3097,932,1416,0,12,5461,281,796,200,0,0,1281,156,80,63,0,0,295,15779,3157,2365,0,27,21324
31602,9198,1988,1751,181,18,13131,9841,838,698,9,9,11391,4723,1345,1735,13,12,7825,267,203,257,0,3,733,37,23,61,0,0,125,1114,365,443,6,11,1933,106,96,103,38,5,346,27,21,13,0,0,52,6274,2047,2617,57,24,11023,257,335,187,12,5,790,288,95,80,5,6,473,25856,5290,5335,263,63,36809
31603,5027,1170,2082,163,53,8494,4946,1090,1249,11,11,7313,2054,1383,2509,12,24,5986,110,247,392,0,0,749,18,33,43,0,0,86,705,420,721,8,15,1868,56,79,140,43,0,322,15,5,22,0,0,44,2959,2169,3830,62,45,9061,203,260,134,17,0,613,165,77,123,5,8,382,13303,4751,7423,253,120,25860
31605,5526,1139,488,21,14,7181,4465,472,243,0,12,5195,2181,834,487,6,28,3528,142,39,100,0,0,280,13,11,6,0,0,23,533,242,133,0,14,925,46,31,27,8,11,116,10,9,5,0,4,26,2923,1160,750,10,53,4899,170,361,25,0,3,561,157,74,27,3,0,259,13235,3212,1537,33,84,18097
31606,7423,148,86,164,23,7849,8403,105,65,37,18,8632,1784,247,118,13,6,2168,105,35,31,0,4,170,16,11,7,0,0,31,1016,56,29,28,8,1137,133,4,6,61,4,208,16,0,3,3,0,19,3059,355,192,98,21,3733,306,79,27,10,4,424,251,16,4,7,7,285,19444,713,379,317,79,20930
31607,4906,647,72,85,17,5732,7062,289,89,10,11,7459,1580,573,302,5,15,2470,141,94,98,0,0,339,23,35,54,0,0,104,770,95,100,4,11,979,88,35,9,107,4,246,24,5,14,4,0,45,2620,836,579,118,33,4182,177,242,34,5,5,453,191,39,32,8,11,273,14956,2053,800,224,66,18098
31608,3721,26,99,24,5,3871,3335,18,42,8,6,3417,505,13,38,0,6,556,39,0,14,0,0,50,0,0,0,0,0,4,406,12,22,3,3,449,40,0,3,4,3,48,3,0,0,0,0,3,989,25,81,4,8,1103,133,0,5,0,3,133,120,0,5,0,0,131,8296,68,229,43,30,8662
31701,16773,1579,312,80,15,18755,18810,807,208,25,26,19876,8398,4060,1434,14,21,13928,636,540,164,0,0,1341,76,158,48,0,0,281,2705,534,206,9,5,3467,461,143,28,38,10,676,67,33,7,0,0,111,12344,5472,1886,62,40,19807,479,466,45,5,9,1013,547,170,41,7,7,781,48953,8495,2496,183,104,60232
31801,6025,198,8,138,45,6411,3689,83,9,21,12,3814,1237,448,105,11,8,1808,599,95,38,0,0,739,65,66,21,4,0,156,931,85,9,9,9,1043,322,49,12,19,23,416,27,11,5,0,0,47,3183,759,190,44,35,4213,452,21,3,13,19,499,314,47,16,55,8,441,13668,1109,225,263,113,15376
31802,15332,931,689,294,34,17281,23680,715,544,38,21,24988,9849,3702,2403,21,28,16000,1407,768,388,0,6,2562,137,180,87,0,0,409,3547,706,393,12,18,4682,1288,146,230,70,61,1795,76,39,15,4,0,134,16306,5549,3519,103,115,25593,675,274,68,14,8,1041,699,183,81,26,22,1009,56692,7654,4905,467,193,69911
31901,12935,502,583,382,23,14424,9916,149,142,22,11,10243,3940,850,763,19,6,5572,427,365,191,0,3,983,53,75,113,0,0,242,2140,158,259,21,9,2595,327,40,97,137,9,615,44,10,31,5,0,94,6935,1509,1455,179,31,10107,435,340,53,14,5,851,461,104,67,83,32,751,30685,2614,2301,686,96,36381
31902,8018,29,44,147,33,8272,4910,19,25,15,11,4984,1835,166,300,0,4,2300,384,59,96,0,3,534,59,23,48,0,0,138,1207,27,31,9,13,1287,279,24,25,49,8,393,42,3,3,3,0,55,3800,311,508,62,26,4711,487,5,8,10,5,516,426,18,26,33,0,505,17649,378,607,269,80,18991
31903,8173,121,37,226,38,8594,6438,64,11,46,17,6585,1877,421,156,22,21,2506,131,109,29,0,0,271,19,51,29,0,0,106,1200,78,60,14,8,1365,129,37,27,24,3,218,24,6,3,0,0,32,3384,711,307,56,34,4493,296,8,19,7,19,357,337,27,16,12,5,396,18629,931,393,349,122,20430
31904,9611,765,239,256,55,10925,6161,263,78,22,21,6538,3036,955,210,9,14,4224,210,296,8,0,0,511,48,77,7,0,0,132,1076,197,52,18,8,1349,147,103,13,99,21,392,24,13,3,0,0,43,4534,1640,303,132,43,6657,389,147,65,6,14,617,330,84,19,9,8,457,21025,2900,693,429,143,25195
31905,8292,108,61,214,35,8704,5172,27,25,17,15,5248,1659,210,186,0,10,2062,169,176,64,0,0,411,28,45,30,0,0,101,1106,58,56,3,5,1227,117,14,11,49,9,209,27,11,9,3,0,49,3103,513,354,56,24,4059,272,40,19,11,10,351,316,34,27,21,3,389,17158,726,480,318,76,18758
39797,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
39999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40101,427,999,955,10,7,2399,235,655,827,10,8,1729,166,1190,3152,21,54,4586,16,146,210,0,3,370,17,114,267,0,0,403,69,405,578,19,14,1091,18,30,104,0,3,158,0,5,13,0,0,23,280,1890,4317,44,83,6618,19,56,160,8,0,243,3,40,66,0,24,135,968,3631,6322,66,120,11116
40102,9723,208,45,62,19,10049,13079,148,39,5,8,13279,2286,227,81,0,11,2606,261,82,0,0,0,337,97,77,16,0,0,184,1170,69,29,0,9,1275,131,25,0,22,5,185,18,6,3,0,0,32,3958,485,130,31,23,4625,454,187,28,0,7,679,264,25,5,8,0,302,27477,1048,247,99,56,28930
40103,5883,1268,419,3,8,7585,4392,868,298,0,12,5567,869,1008,629,6,6,2524,3,46,68,0,0,118,0,50,38,0,0,91,404,357,223,0,5,996,39,12,26,0,0,79,4,11,8,0,0,20,1326,1490,989,5,17,3825,172,240,179,0,5,601,69,35,20,0,0,125,11840,3900,1911,15,37,17704
40104,6622,892,260,0,5,7774,5693,1131,286,0,8,7121,1865,691,628,0,4,3189,218,217,194,0,0,625,57,144,78,0,4,282,813,295,248,4,9,1360,110,32,60,0,0,201,15,14,14,0,0,44,3077,1389,1228,4,11,5709,218,190,190,0,4,594,171,45,31,0,3,254,15775,3646,1987,3,33,21450
40105,3625,1123,347,19,11,5120,2785,961,380,4,7,4130,938,1285,1173,6,8,3407,51,308,180,0,4,543,12,105,101,0,0,216,538,463,418,9,3,1429,54,37,56,12,6,155,4,14,20,0,0,34,1596,2204,1942,27,25,5794,150,346,260,3,4,756,63,42,45,0,3,156,8222,4676,2971,49,46,15965
40106,3261,477,123,13,3,3872,3004,520,225,0,5,3746,858,663,798,4,7,2335,62,162,137,0,0,368,12,80,35,0,0,131,394,240,230,4,4,870,44,26,49,0,3,122,3,11,9,0,0,25,1378,1178,1267,11,18,3845,110,126,19,0,0,260,59,24,11,0,0,95,7808,2316,1639,26,23,11821
40107,4286,751,557,0,6,5605,3357,624,502,0,6,4485,843,610,1447,7,4,2908,30,185,125,0,0,344,3,55,106,0,5,173,449,266,508,4,7,1234,18,15,46,0,3,82,7,8,12,0,0,23,1345,1144,2242,9,17,4765,120,177,248,0,4,548,51,24,45,0,5,126,9166,2724,3593,10,29,15526
40201,3673,475,6,24,16,4200,6179,228,13,0,12,6432,1250,357,36,0,0,1650,150,235,15,0,0,399,35,47,8,0,0,87,625,106,16,0,6,751,158,32,13,13,8,214,15,5,9,0,0,24,2223,785,96,18,7,3129,135,146,12,0,12,310,130,53,7,4,0,195,12349,1684,129,52,56,14263
40202,6717,465,14,62,14,7267,13586,721,27,9,25,14360,5155,1535,129,0,5,6835,931,1459,106,0,4,2503,202,399,41,0,3,642,1919,339,28,0,5,2288,452,72,17,11,6,557,62,47,7,0,0,118,8713,3848,335,15,24,12941,309,95,0,3,0,414,461,168,12,3,7,649,29794,5308,389,86,75,35644
40203,5883,686,156,26,10,6766,8453,1654,245,0,24,10375,3185,1205,693,4,21,5108,821,611,202,0,0,1637,637,351,128,0,4,1114,1412,428,244,3,16,2100,320,88,70,5,7,487,41,24,8,0,0,75,6410,2698,1349,22,46,10520,245,229,13,0,0,490,265,103,33,0,9,409,21251,5373,1805,54,89,28566
40204,13060,925,139,81,10,14213,19324,1340,268,8,27,20971,4831,1424,915,4,20,7190,1468,971,285,0,3,2726,356,137,65,0,3,560,2800,494,193,3,18,3507,547,115,64,45,13,784,67,29,20,0,4,120,10073,3164,1545,55,61,14892,383,535,43,6,0,962,567,141,47,7,8,765,43407,6107,2041,157,101,51810
40205,11989,644,225,12,9,12876,14983,675,206,5,13,15880,2715,537,206,0,6,3465,755,293,70,0,0,1119,81,73,13,0,0,165,1462,218,101,0,8,1787,158,29,16,0,5,201,35,8,6,0,0,44,5199,1156,401,0,15,6775,319,619,161,0,4,1106,270,68,28,0,0,366,32764,3159,1022,17,40,37003
40301,3752,1398,584,16,5,5751,2992,978,317,8,3,4300,666,1116,962,37,4,2782,49,110,49,0,0,202,45,92,94,5,0,230,373,540,266,9,6,1190,13,27,31,9,3,82,5,10,9,0,0,26,1142,1897,1412,53,13,4517,164,228,231,10,10,644,68,66,34,3,0,169,8109,4568,2578,88,36,15377
40302,9577,1699,396,0,13,11686,11666,2377,492,0,25,14553,3002,1791,682,0,20,5496,803,1077,412,0,10,2296,320,525,106,0,3,959,1483,667,297,6,11,2463,111,44,44,0,5,200,26,30,9,0,0,63,5749,4134,1548,3,41,11479,247,324,156,0,0,734,247,163,43,0,4,447,27481,8694,2638,9,83,38904
40303,8130,895,405,28,8,9455,8749,685,411,13,7,9857,1179,364,872,4,7,2423,67,74,52,0,0,193,37,68,100,0,5,204,826,206,353,5,8,1403,63,24,22,7,8,124,12,5,4,0,0,21,2181,735,1407,17,26,4369,187,444,111,0,3,744,145,43,32,0,0,220,19380,2796,2365,51,53,24643
40304,19441,1015,184,195,18,20860,28452,1001,211,11,36,29721,6461,1106,306,4,10,7888,1439,788,213,0,3,2437,424,168,41,0,3,639,3436,414,98,6,10,3966,165,89,18,114,4,390,67,37,9,5,0,110,11994,2604,677,131,29,15439,646,974,130,8,4,1764,588,175,32,16,5,819,61120,5767,1237,365,97,68596
40401,12547,2215,668,28,24,15481,11761,3059,767,14,32,15628,3226,2371,1644,13,20,7276,792,1629,443,0,12,2871,279,491,155,0,0,929,1939,899,589,7,13,3448,200,106,136,4,3,452,50,44,22,0,0,114,6490,5531,2990,33,46,15087,380,371,215,5,6,971,328,179,64,18,4,587,31502,11353,4705,86,110,47759
40402,5557,981,245,41,11,6833,6924,1287,349,21,18,8598,1643,1012,724,13,16,3403,906,1071,276,0,4,2255,206,159,92,0,0,457,1046,469,273,14,6,1804,165,75,46,3,0,292,26,23,18,0,0,68,3992,2804,1425,34,23,8276,182,162,43,3,0,391,199,110,36,0,3,348,16850,5347,2092,100,61,24448
40403,6506,956,388,6,15,7873,6173,1333,535,0,21,8070,2052,1334,1785,6,33,5209,303,493,256,0,4,1057,77,167,121,0,13,378,1233,659,660,9,7,2569,115,74,138,3,12,333,19,20,17,0,4,64,3804,2745,2974,17,68,9608,253,327,144,0,6,722,153,71,46,0,0,273,16884,5436,4085,30,106,26544
40501,5177,101,3,43,8,5331,5965,75,9,5,12,6064,936,155,34,3,5,1132,67,49,13,0,0,130,53,46,17,0,0,117,724,50,12,20,4,810,96,5,4,17,0,126,10,9,0,0,0,18,1887,315,78,38,10,2326,361,70,12,3,0,449,155,9,5,14,0,188,13548,575,100,105,32,14362
40502,3919,102,3,30,13,4063,2714,53,0,12,9,2772,581,68,4,0,0,659,85,40,6,0,0,132,40,46,5,0,0,97,701,48,0,4,0,748,139,13,0,3,6,161,18,3,3,0,0,27,1562,226,20,7,10,1825,302,65,0,4,0,368,138,6,0,7,3,149,8625,449,24,56,31,9180
40503,4446,136,9,37,21,4647,3233,67,4,8,6,3320,880,232,15,3,4,1136,248,331,63,0,4,653,43,33,18,0,0,85,674,54,4,6,0,739,109,8,0,12,0,129,14,8,0,0,0,24,1971,668,97,20,10,2767,226,37,0,0,7,276,184,38,3,3,0,234,10065,949,117,75,41,11249
40504,5275,139,8,112,12,5549,2697,49,0,10,9,2762,850,82,19,9,3,954,199,104,9,0,0,313,72,23,0,0,0,97,741,41,10,7,5,801,128,12,6,20,0,158,13,3,0,0,0,16,2001,267,38,32,10,2342,273,53,0,9,0,341,205,22,0,9,3,236,10450,525,46,179,27,11231
40601,6831,730,96,89,27,7778,5713,877,43,21,7,6657,1419,771,260,4,7,2467,679,1306,241,4,3,2230,141,81,17,5,3,239,1277,360,83,12,10,1742,322,67,47,29,12,470,34,34,5,0,0,77,3877,2615,651,47,30,7225,488,45,25,9,10,579,274,136,30,30,11,475,17182,4396,850,196,82,22710
40602,2340,95,21,66,41,2567,1946,59,16,15,9,2043,973,209,143,0,7,1325,682,165,176,5,9,1035,100,17,22,0,0,139,419,34,23,3,11,486,601,31,23,20,13,683,21,0,3,0,0,28,2782,467,389,22,39,3695,332,31,15,17,20,411,176,21,16,9,10,237,7578,674,452,138,109,8952
40701,10245,362,53,118,32,10812,6669,121,18,11,17,6844,1765,241,137,6,4,2149,136,68,9,0,0,220,138,88,19,0,0,250,1304,105,48,11,9,1473,184,24,6,27,13,256,17,9,0,0,0,31,3554,536,216,48,22,4380,609,260,14,10,6,899,287,34,6,12,7,341,21366,1314,317,197,89,23282
40702,9031,319,151,62,26,9581,8280,194,77,29,11,8592,1938,603,514,0,6,3066,435,423,148,0,0,1005,125,82,16,0,0,236,1325,101,88,7,7,1530,366,48,19,13,7,460,43,20,13,0,0,69,4233,1275,804,19,25,6363,694,168,27,8,3,893,374,46,23,3,13,461,22602,2004,1078,128,85,25897
40703,10300,343,5,219,47,10907,8239,166,9,33,20,8468,2389,553,126,8,5,3086,683,411,36,0,8,1144,136,127,21,0,0,282,1876,192,44,26,15,2145,471,78,15,28,13,606,44,24,3,0,0,73,5603,1382,241,70,36,7333,802,237,7,16,9,1072,502,86,10,8,8,618,25441,2224,275,346,122,28403
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101,6803,388,33,183,12,7418,7231,269,14,16,5,7536,1949,286,10,4,8,2254,317,250,10,0,0,578,28,69,0,0,0,103,1489,120,16,17,10,1647,186,19,5,98,5,312,18,8,0,0,0,20,3986,747,42,121,27,4921,348,190,23,31,7,596,278,51,4,13,17,368,18648,1649,114,358,73,20841
50102,11712,717,112,222,16,12780,15384,436,63,20,17,15922,3746,839,288,9,8,4889,546,572,67,0,0,1189,87,198,74,0,4,363,2431,371,64,17,3,2881,272,65,14,96,3,456,45,19,5,0,0,69,7125,2065,507,124,21,9850,486,270,21,10,9,794,456,119,14,24,11,635,35163,3611,724,408,77,39978
50103,3855,35,3,37,17,3943,2909,19,3,18,13,2956,589,85,13,0,0,685,165,67,6,0,0,238,19,46,11,0,0,78,583,17,6,0,0,611,131,9,4,4,8,154,9,4,0,0,0,12,1501,222,40,10,13,1785,263,34,5,0,4,314,133,8,0,5,4,146,8653,318,53,69,53,9142
50201,12325,1235,297,266,11,14138,14544,539,165,19,5,15271,4483,954,327,12,3,5779,320,405,37,0,5,766,178,165,70,0,9,415,2366,360,75,9,3,2812,190,103,8,51,5,359,46,26,6,0,0,76,7577,2012,522,81,24,10209,517,884,17,9,0,1434,475,151,20,37,6,689,35441,4824,1017,415,45,41734
50301,8603,1216,973,0,5,10790,6059,720,545,0,3,7326,1577,753,1906,0,3,4243,59,177,137,0,0,375,12,51,45,0,0,109,630,295,511,0,0,1438,188,39,64,0,3,294,4,10,8,0,0,21,2474,1319,2669,3,7,6478,208,152,278,0,3,642,120,47,53,0,0,222,17461,3456,4513,5,18,25459
50302,6937,1692,2510,14,9,11156,6803,2150,4024,18,12,13010,2141,2327,10741,28,15,15252,50,366,876,0,0,1299,17,68,294,0,7,377,1162,795,2408,14,10,4390,63,80,286,0,3,436,13,18,58,0,0,92,3436,3649,14669,49,40,21838,231,224,412,0,0,874,116,55,241,0,15,424,17529,7773,21855,70,73,47305
50401,8616,1175,332,0,6,10130,10084,1842,620,4,10,12552,3151,1691,1242,5,3,6098,352,553,160,0,0,1068,71,110,22,0,0,199,1773,652,366,0,4,2794,180,85,39,0,3,299,22,23,12,0,0,53,5546,3115,1837,8,18,10520,251,166,35,0,0,455,265,121,34,0,6,427,24758,6421,2861,9,35,34084
50402,5422,179,7,7,7,5625,7218,92,5,0,0,7318,779,106,0,0,0,889,105,183,0,0,0,287,11,46,0,0,0,56,631,59,0,4,4,697,50,20,0,0,0,73,10,9,0,0,0,20,1580,423,9,8,4,2025,141,21,5,0,3,180,151,23,0,0,0,178,14514,741,31,19,16,15316
50403,10062,789,65,162,13,11092,26286,1116,116,10,21,27549,4564,1207,535,3,11,6327,583,534,91,0,4,1218,115,90,22,4,0,232,2395,397,57,9,9,2867,294,43,5,33,3,379,45,11,0,5,0,63,8010,2292,712,51,27,11088,372,84,20,5,0,484,524,99,24,15,12,664,45253,4374,936,234,68,50874
50501,18961,1633,251,79,6,20932,24727,1349,270,6,3,26348,4280,853,626,6,10,5778,141,187,24,0,0,359,35,54,14,0,0,101,2234,447,188,9,6,2875,120,22,20,8,0,174,26,14,3,0,0,51,6837,1583,870,19,17,9328,313,259,35,3,0,616,362,93,64,14,7,531,51198,4915,1483,120,32,57751
