SA3_CODE_2021,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
31003,10945,21946,266,1518,1189,5684,445,2111,7256,28320,9156,37636,517,2200,860,2923,2321,7480,3701,12601,12856,50237,101,505,504,1786,334,1279,3019,8355,3961,11925,174,563,485,1067,2190,4873,2847,6504,6813,18431,556,1167,31162,91778
31004,7598,15316,375,2400,1340,6635,505,2526,8395,33397,10625,44957,509,2240,836,2805,1735,5741,3083,10788,13700,55744,138,763,467,1784,281,1126,2748,7898,3632,11570,226,759,385,872,1535,3492,2147,5131,5785,16695,407,893,27492,88653
31101,1738,3492,26,153,143,696,59,292,677,2702,907,3848,53,248,92,313,289,903,443,1462,1352,5312,16,72,60,215,37,125,330,969,443,1377,21,68,54,112,274,601,347,778,793,2160,70,141,3953,11115
31102,4492,9114,112,674,399,1925,163,775,2652,10411,3325,13778,171,726,269,875,853,2747,1291,4344,4620,18127,44,220,172,624,155,548,1233,3432,1608,4829,84,277,176,371,951,2112,1208,2759,2821,7588,228,479,12164,35310
31103,7433,15086,348,2262,1073,5527,455,2292,5979,24190,7858,34273,494,2189,650,2210,2078,6803,3225,11202,11087,45475,155,772,401,1521,269,1051,2293,6660,3117,9998,183,614,332,761,1601,3620,2122,4998,5238,14996,417,877,24173,76435
31104,5462,11068,214,1258,837,4047,351,1718,4810,19193,6211,26211,409,1745,528,1798,1538,5056,2468,8596,8679,34811,43,197,193,710,127,504,1277,3664,1640,5079,90,292,153,342,732,1635,966,2269,2611,7347,130,281,16887,53499
31105,5974,12085,194,1172,764,3718,275,1329,4036,15928,5265,22152,342,1467,508,1740,1432,4633,2285,7842,7550,29990,71,344,231,851,116,444,1390,3837,1805,5474,126,418,254,573,1181,2641,1560,3626,3369,9105,267,559,17161,51741
31106,6238,12673,256,1645,848,4265,320,1623,4689,18781,6115,26315,421,1848,619,2153,1571,5156,2612,9161,8723,35481,126,688,350,1298,231,902,1876,5241,2586,8133,162,559,365,823,1620,3708,2147,5091,4731,13224,408,883,20098,62249
31201,3246,6348,53,274,325,1511,117,535,2234,8848,2729,11167,99,395,184,538,445,1358,728,2295,3465,13465,15,63,65,237,49,169,562,1533,687,2000,19,61,56,119,290,599,365,779,1052,2779,108,218,7865,22816
31202,13166,25673,251,1373,1327,5964,525,2352,7610,29449,9716,39140,563,2274,858,2701,2473,7588,3897,12563,13618,51702,59,263,371,1251,191,670,2235,6100,2869,8288,140,448,352,747,1538,3314,2026,4513,4896,12799,447,927,32126,91098
31203,2518,4920,19,109,202,921,84,327,1255,4740,1559,6097,58,230,133,411,324,991,519,1633,2076,7730,7,30,74,227,40,123,373,982,486,1361,19,65,78,164,223,460,312,681,806,2045,61,117,5454,14805
31301,6978,13927,53,285,239,1079,131,650,1199,4617,1623,6633,102,436,208,665,693,2148,1002,3251,2628,9878,17,68,109,373,60,221,531,1460,721,2125,36,117,143,314,654,1399,837,1827,1553,3951,121,241,11273,27998
31302,7511,15107,199,1171,795,3845,370,1761,4614,18257,5978,25037,311,1334,470,1603,1613,5217,2399,8150,8380,33189,103,494,318,1190,226,920,2161,6281,2817,8884,147,484,328,738,1503,3342,1976,4559,4795,13446,341,715,21019,62458
31303,1726,3452,25,140,135,637,64,296,761,2981,979,4054,53,234,102,341,301,934,458,1517,1442,5565,6,25,28,86,27,92,196,554,252,752,11,33,45,92,198,430,253,560,504,1313,38,70,3705,10407
31304,6926,13955,212,1195,892,4187,344,1607,4210,16588,5654,23574,447,1920,562,1912,1721,5513,2726,9344,8383,32923,63,325,274,951,177,683,1539,4246,2061,6200,120,367,275,609,1154,2565,1539,3544,3598,9743,240,506,19152,57129
31305,7803,15610,122,699,563,2584,175,842,2952,11393,3815,15515,241,1028,462,1554,1279,4040,1986,6625,5803,22135,62,283,221,748,136,476,1284,3412,1701,4916,111,344,321,707,1373,2959,1805,4012,3506,8927,263,542,17374,47213
31401,9546,19166,191,1046,1556,7093,284,1306,6916,27075,8950,36522,802,3386,1307,4569,2339,7525,4446,15484,13400,52009,35,163,234,741,82,274,1190,3011,1544,4194,169,525,346,769,1017,2257,1531,3549,3073,7741,231,487,26240,79407
31402,7739,15549,207,1159,1133,5270,338,1575,7272,28028,8951,36039,460,1936,806,2754,1431,4596,2693,9281,11643,45326,72,333,405,1356,167,602,2222,5867,2871,8162,166,538,441,979,1236,2714,1849,4233,4717,12396,307,632,24409,73902
31403,3890,7849,103,604,397,1837,142,672,2613,10064,3252,13167,224,968,316,1071,850,2730,1398,4766,4650,17939,27,130,152,519,102,367,902,2414,1176,3429,86,256,186,408,808,1804,1076,2469,2260,5900,206,435,11008,32127
31501,2193,4416,90,516,233,1113,282,1514,1704,6985,2304,10125,77,345,100,300,436,1395,609,2040,2915,12164,45,250,64,261,166,723,916,2754,1187,3990,29,98,61,134,489,1181,582,1411,1764,5404,210,510,7090,22496
31502,2442,4824,67,344,228,1048,151,787,1916,7668,2361,9854,100,413,132,409,355,1123,589,1941,2950,11798,21,105,73,293,108,489,711,2117,913,3003,24,71,56,110,392,920,468,1105,1383,4110,148,342,6921,21069
31503,1975,3837,31,142,136,557,43,175,935,3595,1143,4471,33,130,97,257,248,744,382,1131,1531,5607,6,20,44,147,25,95,294,831,373,1095,4,22,40,81,202,417,242,521,614,1616,69,140,4187,11193
31601,6732,13447,96,542,790,3512,183,802,3743,14525,4816,19380,316,1282,670,2235,1096,3465,2082,6978,6895,26359,29,134,229,749,80,276,1011,2596,1353,3755,106,325,272,605,749,1605,1126,2539,2483,6295,162,332,16268,46425
31602,12283,24498,172,947,1053,4691,279,1233,5579,21563,7084,28431,470,1943,885,2947,1751,5483,3102,10380,10180,38806,51,225,304,1055,150,524,1641,4201,2146,6001,138,427,417,932,1512,3248,2068,4611,4218,10616,309,644,27000,74558
31603,8741,17370,65,352,470,2086,132,611,3123,11743,3792,14797,226,950,478,1559,945,2929,1650,5442,5445,20238,19,86,151,478,63,221,1027,2491,1265,3281,82,240,325,686,1024,2173,1428,3097,2696,6374,225,454,17098,44437
31605,6509,12903,64,331,524,2320,109,468,2697,10347,3396,13472,191,771,447,1464,712,2210,1355,4448,4750,17917,14,60,168,525,53,171,750,1923,978,2686,72,222,238,504,640,1366,946,2091,1928,4775,99,208,13282,35799
31606,7689,15388,114,645,662,2996,215,968,3500,13671,4482,18276,305,1263,500,1659,1405,4420,2219,7338,6697,25614,22,99,164,543,89,297,911,2407,1186,3353,84,269,213,471,880,1880,1168,2624,2356,5973,178,369,16920,47339
31607,5734,11464,95,517,551,2550,179,797,3319,12976,4150,16845,222,911,398,1301,1071,3372,1682,5579,5835,22427,14,68,161,549,83,300,882,2270,1143,3189,78,253,199,430,830,1795,1102,2479,2246,5677,145,297,13953,39865
31608,3345,6690,42,222,319,1446,91,426,1314,5158,1768,7256,126,505,219,711,593,1862,939,3084,2703,10335,16,60,64,221,33,116,279,722,394,1118,31,97,79,163,375,812,485,1073,877,2189,50,111,6983,19326
31701,17861,35482,401,2446,1861,9006,507,2348,9590,37881,12361,51678,650,2714,1251,4085,2687,8466,4588,15263,16946,66944,133,667,612,2163,316,1196,3078,8432,4141,12463,245,831,549,1184,2303,4972,3096,6992,7242,19453,685,1438,42730,123315
31801,5056,9982,74,415,390,1764,143,673,1843,7401,2448,10254,143,548,247,762,801,2437,1191,3752,3635,14002,22,116,121,452,100,426,749,2153,999,3148,46,125,99,205,616,1319,756,1646,1748,4796,184,404,10626,29188
31802,19843,39101,350,2075,2016,9281,634,2920,11286,43211,14290,57489,747,3079,1590,5154,3151,9714,5486,17948,19771,75438,152,746,712,2520,418,1532,4149,11129,5440,15923,310,987,776,1682,2773,6003,3859,8672,9294,24594,888,1856,49794,140990
31901,12554,25052,165,922,858,3987,358,1669,4254,16628,5635,23214,298,1226,612,2009,1768,5539,2677,8786,8308,31994,68,339,304,1039,252,935,1880,5305,2501,7614,137,425,282,633,1602,3495,2019,4550,4516,12161,357,747,25739,69951
31902,6386,12674,88,485,409,1962,177,885,2052,8249,2731,11581,132,538,291,899,893,2761,1314,4197,4044,15778,37,191,154,602,122,485,934,2733,1253,4015,35,112,153,337,769,1673,962,2122,2212,6135,233,505,12888,35097
31903,7197,14328,112,675,477,2286,222,1013,2425,9608,3236,13584,166,678,332,1077,1084,3359,1590,5112,4820,18697,41,176,183,633,99,388,983,2730,1307,3926,59,182,183,393,945,2019,1189,2592,2495,6516,170,353,14687,39894
31904,9430,18849,103,575,553,2557,220,1022,2710,10527,3582,14680,191,783,346,1093,1115,3493,1651,5364,5234,20045,57,250,240,858,163,609,1331,3627,1791,5343,66,210,229,502,1100,2385,1394,3103,3188,8439,226,476,18076,47806
31905,6801,13566,80,457,379,1763,187,908,1771,7005,2419,10136,150,624,239,782,972,3022,1363,4426,3777,14559,40,185,124,456,103,370,918,2583,1185,3602,50,148,138,289,899,1930,1085,2368,2269,5966,180,371,13032,34465
39797,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
39999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40101,3114,6167,10,34,65,284,3,18,611,2146,690,2484,27,102,118,389,137,427,280,919,975,3400,4,12,33,93,0,14,223,500,256,624,7,23,122,245,154,322,280,590,548,1215,191,395,4821,11177
40102,9321,18497,163,882,1112,5059,186,807,5435,21065,6890,27820,588,2414,1054,3656,1810,5742,3452,11813,10349,39636,37,157,228,727,78,256,1036,2594,1380,3734,137,411,351,752,1017,2141,1499,3303,2879,7039,186,394,22734,65560
40103,5001,9947,42,212,811,3611,53,200,2999,11665,3895,15688,368,1555,971,3421,885,2776,2221,7748,6114,23438,10,45,129,433,16,41,457,1090,611,1612,77,250,276,613,480,1017,841,1885,1453,3491,141,292,12710,37168
40104,5700,11406,60,320,651,2939,89,411,3690,13921,4495,17582,370,1568,731,2576,1398,4647,2497,8788,6993,26376,19,80,176,577,49,158,719,1777,953,2585,137,424,307,705,955,2080,1398,3208,2353,5792,258,541,15303,44122
40105,4165,8288,32,168,402,1791,41,179,2188,8189,2669,10326,194,821,509,1772,582,1893,1292,4489,3959,14808,5,33,93,281,14,32,444,1051,558,1400,59,185,229,481,517,1112,808,1785,1358,3181,191,396,9669,26677
40106,3179,6358,38,196,379,1691,39,167,2054,7883,2512,9932,194,816,444,1592,548,1759,1188,4170,3699,14098,14,49,60,191,11,55,357,867,444,1159,42,135,136,315,357,772,544,1211,988,2372,155,332,8021,23162
40107,4288,8539,35,182,469,2078,42,193,2422,9235,2976,11683,259,1094,609,2156,629,2007,1503,5251,4472,16939,7,19,107,323,15,53,470,1100,598,1497,62,195,242,533,414,869,723,1600,1320,3093,189,376,10269,28954
40201,4125,8231,85,455,443,2006,153,714,2147,8298,2823,11481,250,1012,337,1150,946,3040,1541,5203,4358,16682,26,143,160,517,63,242,742,1984,989,2884,85,270,176,381,687,1512,951,2160,1944,5051,134,267,10559,30233
40202,8019,16104,296,1847,1027,5310,431,2095,5766,22998,7521,32242,460,1973,559,1876,1941,6281,2956,10131,10480,42371,138,719,466,1795,337,1241,3109,8741,4043,12495,217,746,457,1033,2157,4790,2833,6563,6883,19056,496,1057,25876,78585
40203,6791,13729,147,895,833,3838,130,595,5660,21426,6761,26755,336,1487,744,2604,1212,3954,2292,8043,9059,34796,39,206,219,752,102,359,1133,2907,1490,4223,157,515,336,764,1347,2940,1839,4218,3327,8439,474,1006,19656,57978
40204,12621,25500,457,2863,1720,8476,491,2318,8929,35003,11603,48662,874,3911,1173,4051,3319,10921,5367,18884,16972,67540,137,682,553,2062,382,1376,2907,7871,3983,11996,348,1175,697,1570,2979,6687,4017,9436,8004,21430,709,1520,38305,115996
40205,11016,22031,184,1027,1155,5161,266,1194,6211,23858,7815,31244,767,3238,1110,3849,2511,8062,4390,15148,12201,46395,46,190,295,974,141,489,1386,3516,1870,5168,225,697,459,1036,1774,3864,2457,5597,4325,10768,319,674,27865,79863
40301,4696,9338,36,214,371,1659,55,226,1800,6804,2266,8902,227,934,439,1524,614,1906,1284,4367,3551,13269,0,0,89,262,21,64,452,1013,552,1334,55,156,158,341,465,969,671,1473,1225,2810,126,259,9600,25676
40302,10492,21001,123,697,948,4270,182,813,6221,23320,7476,29098,559,2328,989,3394,1969,6228,3514,11950,10995,41051,39,159,276,910,105,345,1504,3613,1922,5031,189,583,503,1110,1733,3748,2422,5442,4345,10472,498,1033,26325,73559
40303,7055,14054,89,465,1012,4482,91,383,4559,17558,5744,22888,556,2300,1061,3726,1440,4630,3058,10654,8801,33541,16,56,179,536,40,116,687,1613,913,2328,119,361,356,797,856,1834,1323,2994,2243,5319,229,480,18331,53393
40304,19817,39597,347,1912,1863,8356,551,2456,10403,39716,13168,52434,1105,4577,1549,5248,4311,13695,6967,23519,20134,75962,138,584,689,2306,353,1178,3632,9332,4804,13410,372,1146,825,1792,3411,7366,4611,10306,9413,23713,650,1349,50018,140615
40401,12776,25627,165,950,1087,4965,210,930,6958,26288,8417,33143,829,3517,1200,4186,2718,8877,4744,16576,13157,49719,62,266,335,1070,148,485,1706,4314,2237,6136,239,773,585,1300,2404,5268,3231,7334,5469,13473,680,1415,32087,90235
40402,6019,12077,92,519,566,2638,144,655,3282,12381,4084,16192,352,1514,560,1932,1352,4422,2266,7868,6353,24055,53,235,195,681,105,384,1066,2837,1423,4136,129,403,311,715,1476,3244,1915,4366,3335,8496,425,875,16128,45505
40403,6904,13846,68,383,628,2755,93,398,4022,14974,4811,18514,366,1516,685,2382,1180,3877,2236,7777,7051,26295,15,83,136,414,47,158,765,1854,962,2503,119,383,283,621,1112,2401,1512,3412,2476,5916,444,935,16868,46986
40501,4805,9535,97,538,446,2057,125,543,2239,8855,2909,11990,237,983,333,1086,898,2800,1466,4869,4375,16858,19,78,120,392,61,194,547,1459,739,2129,61,172,123,251,471,970,647,1397,1386,3524,83,177,10648,30100
40502,3139,6184,38,207,268,1212,81,384,1115,4534,1501,6332,74,289,154,458,417,1272,641,2019,2146,8356,10,35,57,209,23,84,343,930,427,1252,22,67,80,165,283,590,383,825,812,2071,50,110,6154,16720
40503,3401,6719,54,312,242,1106,86,391,1246,5014,1631,6826,87,340,136,417,523,1594,739,2346,2373,9172,19,81,93,336,67,261,485,1269,663,1947,34,103,94,198,470,1015,597,1315,1260,3261,115,236,7146,19384
40504,4372,8626,37,181,210,968,58,284,1042,4107,1345,5540,62,255,122,381,441,1366,631,1997,1971,7531,20,75,55,211,37,144,391,1099,507,1532,25,93,64,135,358,746,451,968,959,2498,97,198,7393,18856
40601,6805,13382,94,489,577,2604,178,806,3099,12170,3950,16070,183,711,346,1021,921,2837,1452,4568,5400,20636,28,141,188,659,98,368,1140,3054,1457,4221,57,183,195,406,801,1697,1050,2287,2503,6501,195,421,14912,40935
40602,2391,4673,53,262,201,948,92,447,1334,5220,1681,6888,44,179,111,313,356,1100,512,1593,2197,8479,22,113,54,230,68,278,556,1681,703,2289,18,57,56,124,370,820,449,1009,1152,3303,136,328,5870,16782
40701,9135,18090,88,484,501,2287,144,648,2354,9296,3089,12716,192,758,353,1126,1022,3153,1571,5042,4657,17756,16,79,144,463,84,280,742,1907,982,2733,68,213,169,376,751,1605,993,2194,1977,4921,162,330,15928,41099
40702,8275,16429,134,748,700,3203,201,921,3605,14321,4647,19184,305,1223,431,1342,1209,3783,1951,6353,6593,25542,37,177,160,545,108,366,1119,2927,1424,4017,94,296,213,450,809,1714,1118,2460,2544,6475,217,460,17625,48907
40703,9200,18234,141,754,644,2988,227,1032,3317,13075,4328,17849,255,1035,428,1354,1356,4258,2036,6647,6366,24497,46,209,201,700,120,435,1247,3461,1615,4813,94,302,214,470,1190,2540,1497,3310,3116,8123,273,566,18954,51422
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101,7016,13678,86,470,646,2803,213,896,3715,14160,4665,18331,201,782,411,1253,851,2542,1471,4572,6135,22901,26,106,196,626,86,284,925,2357,1235,3372,58,172,166,354,627,1281,850,1810,2085,5186,115,236,15347,41998
50102,12296,24110,226,1212,1212,5398,462,2037,6459,25000,8356,33644,514,2039,771,2387,2062,6300,3345,10731,11703,44373,68,302,347,1152,226,796,2100,5656,2745,7909,155,472,351,735,1511,3165,2015,4372,4762,12286,335,706,29091,81473
50103,3401,6647,34,193,210,940,90,389,1246,4924,1579,6448,100,376,129,384,391,1187,618,1946,2199,8397,10,37,56,190,33,117,275,746,368,1090,21,63,71,137,286,586,375,780,744,1874,71,141,6416,17063
50201,13868,27050,188,1011,1028,4628,417,1825,5617,21382,7248,28844,481,1918,847,2717,2077,6246,3405,10880,10656,39722,83,366,346,1244,238,874,2185,5985,2852,8467,165,499,387,861,1660,3495,2207,4854,5062,13325,349,724,29933,80820
50301,7149,14059,85,421,1286,5819,63,278,4448,17618,5879,24133,589,2433,1532,5432,1173,3636,3293,11497,9167,35630,18,63,180,571,25,76,600,1461,825,2172,108,342,408,962,599,1259,1118,2561,1938,4737,221,465,18477,54892
50302,13311,26118,62,342,865,3790,72,302,6644,24397,7645,28833,367,1492,1061,3629,1053,3298,2478,8423,10123,37260,14,55,213,649,41,125,1161,2678,1425,3508,91,279,481,1056,972,2001,1542,3330,2967,6841,573,1175,26979,71393
50401,9348,18447,109,634,790,3585,147,680,5529,20410,6581,25302,452,1906,795,2703,1638,5196,2879,9806,9460,35115,36,179,213,720,98,357,1274,3159,1621,4415,140,443,353,789,1411,3032,1901,4261,3519,8671,487,1008,22816,63247
50402,5006,9892,95,503,489,2216,146,659,2553,9759,3278,13130,310,1284,419,1384,1110,3451,1843,6115,5118,19247,29,119,115,387,58,217,572,1510,770,2232,73,226,156,342,707,1526,935,2089,1709,4317,135,276,11967,33726
50403,13001,25669,443,2588,1818,8411,602,2783,11213,43079,14075,56862,966,4081,1376,4623,3243,10319,5587,19028,19656,75890,128,604,481,1708,310,1143,2807,7620,3731,11076,313,1019,574,1308,2294,5016,3179,7348,6910,18417,629,1336,40197,121319
50501,17908,35356,329,1710,2210,9851,472,2047,11391,43693,14408,57307,1385,5669,2260,7887,4385,13751,8024,27303,22425,84611,64,275,478,1557,149,482,1996,5006,2687,7311,327,1017,679,1558,2177,4668,3187,7237,5869,14554,453,952,46665,135475
50502,21784,43007,264,1570,2187,9986,329,1450,14098,52834,16885,65849,1156,4817,2257,7922,3669,11661,7087,24406,23971,90253,92,421,535,1734,191,657,3054,7608,3871,10422,336,1045,1024,2280,3110,6669,4473,9991,8347,20413,1044,2189,55139,155868
50503,18039,35517,652,3720,2734,12634,960,4338,15806,60660,20146,81358,1630,6818,2155,7350,4981,15791,8759,29959,28906,111320,223,1089,711,2523,405,1454,4037,10754,5383,15813,490,1580,852,1932,3185,7023,4523,10534,9903,26350,763,1628,57609,174817
50601,8311,16506,234,1378,1158,5378,392,1804,7727,29806,9511,38360,485,2008,739,2503,1768,5568,2989,10075,12495,48435,66,304,285,1031,164,651,1849,5048,2369,7030,174,551,328,734,1453,3164,1952,4454,4319,11485,405,852,25532,77273
50602,8367,16433,83,523,536,2452,129,569,4767,17568,5521,21113,280,1176,531,1766,898,2842,1715,5787,7229,26899,26,152,150,505,75,260,1004,2490,1255,3404,118,364,276,632,1095,2375,1489,3370,2748,6772,618,1286,18959,51392
50603,8909,17802,160,924,1540,7007,236,1075,6772,25981,8706,34979,689,2909,1322,4627,2021,6439,4030,13977,12738,48957,44,228,292,1009,91,335,1089,2895,1526,4470,193,600,408,978,1240,2694,1841,4271,3365,8737,581,1241,25591,76740
50604,10339,20581,390,2387,1713,8110,521,2501,9028,35233,11656,48228,953,4095,1251,4284,2886,9295,5095,17677,16749,65901,87,418,375,1325,222,808,2022,5574,2703,8127,265,917,452,1041,2008,4437,2728,6392,5425,14517,599,1283,33116,102287
50605,6515,12874,148,807,736,3387,190,851,3950,15238,5026,20289,392,1679,559,1924,1424,4504,2376,8100,7406,28390,35,161,176,610,103,387,888,2406,1198,3567,93,304,202,439,917,1981,1214,2725,2415,6294,213,446,16548,48009
50606,2993,5869,103,604,390,1866,166,763,2744,10792,3410,14027,200,847,235,776,721,2258,1160,3879,4567,17910,22,86,73,283,66,225,574,1594,735,2184,39,130,74,164,330,717,445,1009,1179,3194,81,168,8821,27144
50607,5030,9917,47,269,420,1886,33,148,2521,9389,3029,11695,216,888,580,2013,671,2108,1465,5011,4491,16699,7,57,78,246,24,80,461,1123,581,1503,55,167,203,434,497,1039,753,1645,1329,3149,365,752,11213,30517
50701,11573,22831,212,1131,1301,5785,376,1632,8706,32699,10591,41243,775,3223,1203,4069,2546,8168,4523,15465,15118,56706,43,199,350,1178,178,620,1990,5016,2568,7016,258,805,441,984,1703,3746,2407,5534,4971,12548,480,1007,32145,93092
50702,4496,8797,41,209,378,1695,58,238,2339,8702,2814,10850,198,814,441,1496,615,1878,1255,4195,4068,15040,11,60,105,323,39,123,535,1257,690,1760,55,162,207,452,583,1213,847,1829,1538,3592,131,279,10234,27702
50703,3640,7128,114,670,507,2357,213,944,3620,13672,4454,17644,234,1006,289,959,800,2552,1330,4517,5783,22157,38,181,128,490,101,389,1008,2782,1280,3846,84,262,156,339,766,1644,1004,2249,2287,6095,196,409,11898,35791
50704,11379,22557,147,780,1514,6753,215,961,7043,27097,8911,35600,851,3547,1642,5758,2533,8008,5022,17308,13938,52909,37,145,302,953,88,318,1169,2870,1597,4291,206,636,490,1120,1446,3085,2137,4841,3737,9135,430,893,29477,85496
50705,13164,25683,368,2013,1673,7601,659,2971,9242,35340,11941,47929,779,3161,1097,3598,2829,8740,4704,15498,16640,63426,105,501,515,1825,311,1090,2918,7990,3858,11407,249,783,495,1112,1949,4182,2695,6085,6551,17488,441,915,36800,107514
50901,7696,15155,145,784,589,2660,226,1021,3371,13250,4329,17717,212,830,417,1253,1039,3170,1666,5245,5994,22962,26,98,187,647,107,376,951,2613,1264,3739,72,234,187,397,765,1645,1027,2274,2293,6012,178,380,16163,44503
50902,7236,14132,116,613,502,2065,169,745,2737,10784,3523,14210,201,754,314,893,1052,3178,1568,4822,5091,19030,35,195,129,429,80,308,724,2038,977,2972,43,130,113,238,701,1483,856,1854,1833,4822,161,330,14309,38320
50903,2474,4828,24,115,195,758,51,222,1069,4243,1333,5345,50,186,95,232,305,920,449,1332,1786,6680,8,38,43,159,24,88,228,653,307,935,13,39,42,77,226,470,276,589,586,1521,59,120,4896,13150
51001,2469,4838,57,339,240,1087,198,1063,2056,8136,2553,10624,62,241,99,269,355,1164,515,1671,3070,12294,38,189,106,417,167,732,930,2790,1242,4127,26,74,82,176,478,1203,588,1447,1827,5576,231,569,7592,23283
51002,1601,3145,48,247,167,797,89,433,1760,6973,2063,8442,37,146,69,201,220,714,331,1060,2389,9504,10,61,41,152,50,208,359,1003,467,1420,13,43,44,93,172,391,227,522,693,1945,90,203,4778,14802
51003,2012,3903,45,245,306,1378,97,431,2384,9344,2833,11401,50,212,159,478,278,851,489,1546,3316,12946,10,35,48,162,41,171,302,801,398,1163,15,45,39,77,151,334,201,455,603,1619,64,135,5998,18606
51101,1806,3515,34,158,187,789,46,171,909,3586,1174,4708,47,172,85,236,241,732,376,1139,1546,5843,8,42,46,174,26,89,219,600,297,904,14,40,34,79,197,394,247,516,547,1423,55,104,3951,10891
51102,1009,1954,12,65,60,249,25,128,523,1998,624,2439,23,79,42,115,118,366,185,561,805,3006,0,8,13,48,14,58,142,398,170,516,4,22,21,43,113,241,139,308,311,818,33,69,2161,5844
51103,3178,6279,71,379,285,1346,197,915,2463,9634,3016,12272,118,460,175,544,568,1775,860,2775,3878,15049,23,102,79,271,82,318,671,1903,853,2590,28,79,70,158,433,954,533,1190,1385,3786,163,346,8606,25463
51104,6165,12023,84,442,495,2174,177,801,2899,11202,3644,14625,177,719,308,907,902,2729,1388,4354,5032,18981,29,155,168,601,146,536,983,2729,1321,4021,75,242,158,330,715,1511,954,2083,2277,6101,203,425,13682,37534
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60101,1843,3724,38,209,166,786,89,424,1179,4504,1478,5922,125,521,104,336,455,1460,687,2320,2167,8244,8,49,108,402,73,265,717,1980,911,2698,38,116,84,187,382,841,503,1147,1417,3842,76,161,5498,15968
60102,6813,13603,109,574,579,2581,161,725,3595,13662,4441,17534,266,1081,516,1698,1201,3800,1987,6579,6429,24106,41,162,218,717,103,356,1133,2908,1493,4150,106,325,241,505,1036,2263,1377,3089,2878,7243,249,517,16369,45479
60103,5881,11842,111,623,487,2281,207,947,3073,11471,3868,15317,229,974,349,1138,1134,3643,1710,5758,5579,21077,54,253,235,818,155,542,1385,3630,1832,5244,110,351,312,680,1240,2696,1658,3719,3489,8970,315,665,15260,42552
60104,4142,8260,77,413,473,2199,96,425,2461,9422,3107,12455,239,972,404,1350,700,2216,1343,4540,4446,16994,28,104,131,406,41,151,601,1492,793,2158,60,198,188,429,521,1110,776,1737,1571,3898,112,240,10275,29385
60105,6490,12921,41,218,563,2539,51,231,2981,11098,3636,14084,218,881,583,1926,683,2128,1480,4930,5116,19015,16,75,136,409,25,90,582,1345,762,1923,80,229,277,586,586,1230,935,2041,1702,3962,241,498,13555,36388
