SA3_CODE_2021,CANA_HNA_MHC_dep_anx,CANA_HNA_Stroke,CANA_HNA_oth_LTHC,CANA_HNA_no_LTHC,CANA_HNA_LTHC_NS,CANA_HNA_Tot,CANA_dsnt_HNA_Arth,CANA_dsnt_HNA_Asth,CANA_dsnt_HNA_Can_rem,CANA_dsnt_HNA_Dem_Alzh,CANA_dsnt_HNA_Dis_ges_dia,CANA_dsnt_HNA_HD_HA_ang,CANA_dsnt_HNA_Kid_dis,CANA_dsnt_HNA_LC_COPD_emph,CANA_dsnt_HNA_MHC_dep_anx,CANA_dsnt_HNA_Stroke,CANA_dsnt_HNA_oth_LTHC,CANA_dsnt_HNA_no_LTHC,CANA_dsnt_HNA_LTHC_NS,CANA_dsnt_HNA_Tot,CANA_NFA_NS_Arth,CANA_NFA_NS_Asth,CANA_NFA_NS_Can_rem,CANA_NFA_NS_Dem_Alzh,CANA_NFA_NS_Dia_ges_dia,CANA_NFA_NS_HD_HA_ang,CANA_NFA_NS_Kid_dis,CANA_NFA_NS_LC_COPD_emph,CANA_NFA_NS_MHC_dep_anx,CANA_NFA_NS_Stroke,CANA_NFA_NS_oth_LTHC,CANA_NFA_NS_no_LTHC,CANA_NFA_NS_LTHC_NS,CANA_NFA_NS_Tot,CANA_Tot_Arth,CANA_Tot_Asth,CANA_Tot_Can_rem,CANA_Tot_Dem_Alzh,CANA_Tot_Dia_ges_dia,CANA_Tot_HD_HA_ang,CANA_Tot_Kid_dis,CANA_Tot_LC_COPD_emph,CANA_Tot_MHC_dep_anx,CANA_Tot_Stroke,CANA_Tot_oth_LTHC,CANA_Tot_no_LTHC,CANA_Tot_LTHC_NS,CANA_Tot_Tot,ADFS_CS_Arth,ADFS_CS_Asth,ADFS_CS_Can_rem,ADFS_CS_Dem_Alzh,ADFS_CS_Dia_ges_dia,ADFS_CS_HD_HA_ang,ADFS_CS_Kid_dis,ADFS_CS_LC_COPD_emph,ADFS_CS_MHC_dep_anx,ADFS_CS_Stroke,ADFS_CS_oth_LTHC,ADFS_CS_no_LTHC,ADFS_CS_LTHC_NS,ADFS_CS_Tot,ADFS_PS_NCS_Arth,ADFS_PS_NCS_Asth,ADFS_PS_NCS_Can_rem,ADFS_PS_NCS_Dem_Alzh,ADFS_PS_NCS_Dia_ges_dia,ADFS_PS_NCS_HD_HA_ang,ADFS_PS_NCS_Kid_dis,ADFS_PS_NCS_LC_COPD_emph,ADFS_PS_NCSMHC_dep_anx,ADFS_PS_NCS_Stroke,ADFS_PS_NCS_oth_LTHC,ADFS_PS_NCS_no_LTHC,ADFS_PS_NCS_LTHC_NS,ADFS_PS_NCS_Tot,ADFS_Tot_Ser_Arth,ADFS_Tot_Ser_Asth,ADFS_Tot_Ser_Can_rem,ADFS_Tot_Ser_Dem_Alzh,ADFS_Tot_Ser_Dia_ges_dia,ADFS_Tot_Ser_HD_HA_ang,ADFS_Tot_Ser_Kid_dis,ADFS_Tot_Ser_LC_COPD_emph,ADFS_Tot_SerMHC_dep_anx,ADFS_Tot_Ser_Stroke,ADFS_Tot_Ser_oth_LTHC,ADFS_Tot_Ser_no_LTHC,ADFS_Tot_Ser_LTHC_NS,ADFS_Tot_Ser_Tot,ADFS_HNS_Arth,ADFS_HNS_Asth,ADFS_HNS_Can_rem,ADFS_HNS_Dem_Alzh,ADFS_HNS_Dia_ges_dia,ADFS_HNS_HD_HA_ang,ADFS_HNS_Kid_dis,ADFS_HNS_LC_COPD_emph,ADFS_HNS_MHC_dep_anx,ADFS_HNS_Stroke,ADFS_HNS_oth_LTHC,ADFS_HNS_no_LTHC,ADFS_HNS_LTHC_NS,ADFS_HNS_Tot,ADFS_NS_Arth,ADFS_NS_Asth,ADFS_NS_Can_rem,ADFS_NS_Dem_Alzh,ADFS_NS_Dia_ges_dia,ADFS_NS_HD_HA_ang,ADFS_NS_Kid_dis,ADFS_NS_LC_COPD_ang,ADFS_NS_MHC_dep_anx,ADFS_NS_Stroke,ADFS_NS_oth_LTHC,ADFS_NS_no_LTHC,ADFS_NS_LTHC_NS,ADFS_NS_Tot,ADFS_Tot_Arth,ADFS_Tot_Asth,ADFS_Tot_Can_rem,ADFS_Tot_Dem_Alzh,ADFS_Tot_Dia_ges_dia,ADFS_Tot_HD_HA_ang,ADFS_Tot_Kid_dis,ADFS_Tot_LC_COPD_emph,ADFS_Tot_MHC_dep_anx,ADFS_Tot_Stroke,ADFS_Tot_oth_LTHC,ADFS_Tot_no_LTHC,ADFS_Tot_LTHC_NS,ADFS_Tot_Tot
12601,334,126,673,233,24,1903,2435,2967,1148,47,1747,1457,241,307,2327,156,3252,37983,1021,51166,52,28,19,43,23,44,22,10,56,16,66,226,1393,1763,2987,3146,1369,326,2043,1831,347,439,2713,301,3994,38444,2435,54832,9,9,4,0,5,0,0,3,8,0,9,66,5,101,120,43,61,17,64,122,21,21,38,19,67,237,15,581,124,47,66,17,67,123,24,22,48,19,71,311,23,683,2807,2522,1281,264,1955,1649,304,393,2503,262,3546,28971,869,42359,49,12,19,47,22,45,19,9,47,10,58,136,1101,1358,2983,2576,1367,324,2036,1819,345,428,2592,296,3671,29419,1994,44393
12602,1449,466,2371,864,228,6896,6281,7743,2714,129,4496,3224,634,869,6864,453,8128,99776,2878,133754,69,46,28,22,46,42,20,14,86,5,87,652,5610,6553,8243,8366,3395,961,5736,4492,1005,1327,8394,920,10588,101286,8713,147202,18,12,0,4,3,6,4,0,17,4,12,182,9,235,236,91,102,40,133,232,35,65,119,40,173,529,38,1265,252,102,108,47,139,240,34,66,134,51,186,709,40,1497,7905,7089,3258,885,5536,4168,936,1225,7872,859,9558,79523,2533,116127,75,32,19,24,40,48,19,16,81,5,74,425,4925,5595,8231,7224,3380,957,5714,4450,986,1315,8084,916,9813,80655,7492,123220
12701,1847,567,3027,991,133,7952,5715,8210,1556,78,5324,2464,571,711,5272,401,6482,95830,4066,127360,99,77,31,17,63,51,16,13,62,14,76,700,6781,7779,8112,9299,2181,490,7179,3784,1031,1233,7185,986,9589,97517,10983,143080,9,8,0,0,0,5,0,0,8,0,11,248,19,301,182,66,69,13,110,114,14,45,103,30,104,314,26,772,194,77,69,13,111,116,17,49,112,32,115,557,40,1078,7806,7266,2063,469,6957,3564,966,1133,6615,946,8340,68022,3134,101767,83,40,22,10,62,40,12,17,44,11,41,423,4949,5578,8083,7382,2155,485,7130,3712,997,1201,6779,980,8492,68997,8117,108424
12702,3837,1153,6791,2329,389,18136,8296,8628,2327,197,8507,3826,868,1019,5434,690,9478,122912,5560,164796,133,94,36,49,139,77,21,28,93,27,158,1061,10681,12239,13866,10378,3692,1640,13225,7011,1890,2010,9362,1871,16421,126299,16632,195172,4,5,0,0,0,0,0,0,4,0,5,73,3,90,179,51,72,21,111,136,28,57,81,28,96,261,24,724,182,51,72,21,111,140,25,57,83,28,103,334,30,814,13430,8391,3524,1466,12883,6662,1785,1890,8799,1783,15029,96955,4847,149873,229,75,56,148,187,161,40,33,211,62,299,738,8493,9911,13842,8519,3657,1634,13182,6959,1856,1986,9097,1867,15430,98029,13372,160601
12703,2212,575,3399,1061,171,8956,5473,7353,1596,93,5544,2595,629,835,5136,465,6447,87353,3683,117647,86,56,24,28,88,45,19,19,77,20,95,697,8553,9572,8213,8501,2331,709,7630,4110,1142,1446,7429,1060,9935,89112,12405,136178,57,56,3,4,4,7,0,3,71,3,51,989,39,1232,219,66,81,25,157,158,25,64,121,31,107,373,31,963,282,118,87,24,162,161,30,66,191,37,159,1368,70,2192,7790,6781,2185,655,7321,3846,1053,1331,6839,995,8692,63039,2953,96779,129,66,34,34,93,58,14,26,76,25,100,424,6689,7435,8200,6957,2304,709,7578,4065,1099,1418,7103,1053,8949,64827,9706,106411
12801,1355,458,2169,488,106,5453,8240,7502,3327,173,3488,3846,654,1121,6286,593,6375,74110,3602,107576,89,61,17,14,37,52,13,17,46,19,53,513,4068,4835,10216,8091,3986,1128,4306,4975,957,1604,7685,1068,8590,75107,7778,117865,37,28,3,0,3,3,0,0,35,4,24,452,15,572,413,106,235,66,198,382,49,99,200,68,201,773,42,1910,450,132,240,66,203,388,49,100,242,68,233,1222,59,2479,9647,6878,3690,977,4035,4494,877,1455,7104,972,7594,56257,2986,90844,106,35,33,86,46,54,12,33,63,23,103,257,3359,3892,10200,7043,3959,1132,4281,4944,943,1587,7399,1069,7929,57737,6408,97216
12802,1242,370,1892,513,103,4891,7882,8549,3002,145,3737,3511,686,1026,7141,536,7258,68773,3377,103345,231,83,108,274,90,192,34,33,277,34,302,417,2423,3502,9670,9198,3657,1034,4554,4572,1000,1458,8658,940,9451,69703,5901,111740,18,10,3,0,0,8,0,0,11,0,9,229,14,293,367,130,197,47,205,326,69,89,177,67,191,732,50,1791,388,137,199,48,204,332,69,89,190,72,205,962,61,2082,8968,7555,3324,645,4221,3983,861,1303,7704,824,7925,50634,2711,85002,297,79,109,345,94,222,48,46,296,42,312,184,2009,2900,9650,7771,3636,1032,4520,4540,984,1441,8197,940,8435,51780,4779,89982
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,287,27,242,29,8,537,630,664,214,10,279,282,57,185,1269,53,640,4012,241,7010,18,10,4,0,7,18,5,3,22,0,14,48,3726,3831,813,776,260,27,365,387,85,268,1585,79,894,4089,3980,11371,0,0,0,0,0,0,0,0,3,0,4,47,3,59,50,22,12,0,20,31,5,20,49,8,48,73,7,218,47,24,12,0,20,31,5,20,49,8,46,117,13,274,748,690,250,22,330,342,71,240,1469,72,798,3334,425,6753,10,6,0,0,5,7,3,3,24,6,6,54,2988,3090,812,722,260,24,363,382,84,264,1546,79,856,3507,3425,10112
20101,2972,651,3282,746,176,8504,9324,11516,3050,89,4558,3801,657,1806,12037,676,7763,60756,3857,101902,152,114,54,61,68,59,19,36,136,10,111,390,4936,5794,12165,13165,3991,860,5972,5346,1054,2814,15147,1336,11157,61889,8969,116201,14,10,4,0,6,3,0,0,14,3,11,73,3,111,637,273,258,56,359,472,80,195,435,94,376,791,74,2480,651,284,261,56,361,475,80,195,452,95,391,858,78,2586,11209,10715,3630,641,5450,4689,907,2518,13718,1175,9415,44306,3014,86768,285,119,89,161,112,129,41,84,212,56,218,281,3988,4946,12144,11117,3974,862,5927,5294,1029,2796,14383,1330,10022,45446,7078,94299
20102,523,127,706,128,59,1814,2853,2574,968,34,1235,1264,178,635,2573,233,2109,16209,906,26886,48,16,15,38,26,24,24,17,55,17,72,148,1969,2276,3542,2862,1172,223,1512,1622,273,874,3149,374,2879,16482,2938,30975,0,0,0,0,0,0,0,0,4,0,0,18,0,31,187,62,79,16,86,135,20,62,96,18,102,314,16,782,193,66,79,16,88,135,25,62,103,18,107,327,16,813,3280,2409,1073,178,1376,1448,219,785,2856,341,2485,12181,743,23164,64,31,21,32,34,30,18,25,58,16,81,120,1657,1950,3534,2500,1169,223,1494,1612,269,869,3012,376,2668,12626,2419,25926
20103,854,202,879,166,38,2388,3030,2380,856,29,1346,1203,185,717,2558,239,1666,12259,758,22003,53,28,12,7,23,15,8,17,29,4,24,95,2148,2370,3947,2828,1142,221,1778,1694,288,1070,3450,445,2575,12523,2943,26759,0,0,0,0,4,3,0,4,4,0,0,14,0,23,238,76,82,14,149,152,18,95,155,46,131,245,19,814,238,78,82,14,154,151,18,98,166,46,131,261,22,836,3639,2350,1032,204,1575,1495,250,947,3104,390,2230,9112,626,19667,68,43,25,8,37,37,9,21,43,10,22,149,1793,2132,3940,2467,1135,221,1763,1687,282,1062,3303,449,2380,9526,2440,22630
20201,2617,549,2813,754,197,7596,9345,9653,2778,109,3984,3451,727,1400,10722,628,6768,53239,3357,89754,112,88,34,13,67,73,24,33,94,22,74,424,4900,5689,11911,11043,3594,850,5151,4835,1158,2153,13438,1202,9659,54417,8448,103034,8,7,0,0,6,3,0,0,15,0,5,81,0,107,678,227,310,59,363,471,108,166,394,102,332,833,74,2534,690,231,315,57,372,475,109,167,410,104,341,914,72,2641,10983,9140,3214,719,4647,4192,1000,1917,12232,1053,8141,38548,2667,76261,215,99,47,68,96,114,29,47,168,32,158,287,3952,4741,11887,9467,3573,850,5114,4784,1136,2128,12809,1193,8637,39743,6688,83646
20202,886,236,1197,292,49,2983,4985,4100,1769,70,1832,1929,385,873,4616,322,3533,27247,1506,45360,117,63,38,39,37,50,11,21,76,16,127,244,3625,4161,6097,4561,2143,419,2294,2509,556,1180,5575,575,4858,27780,5182,52500,10,4,0,0,3,3,0,0,5,3,5,46,0,67,338,97,144,28,171,214,46,99,174,57,179,488,37,1341,346,102,144,28,169,209,46,99,185,56,186,535,38,1412,5597,3811,1949,340,2057,2213,484,1045,5090,498,4206,20230,1254,38775,137,64,38,47,49,66,12,18,71,17,127,179,3134,3606,6081,3971,2126,414,2280,2491,543,1168,5345,572,4516,20946,4424,43799
20203,264,56,309,69,15,852,1341,1124,363,15,555,494,94,255,991,83,657,5857,382,10104,13,13,6,0,10,6,0,4,10,0,9,52,1164,1264,1715,1292,463,79,713,679,139,374,1277,141,977,5977,1559,12224,0,0,0,0,0,0,0,0,4,0,3,9,0,13,89,34,45,8,43,43,8,39,41,13,48,101,9,309,90,34,40,8,43,43,8,39,43,13,48,113,9,322,1596,1071,415,71,655,618,118,325,1180,124,841,4334,325,8818,27,18,9,0,11,9,0,12,10,8,17,47,998,1122,1714,1126,463,79,706,680,133,373,1236,141,912,4493,1333,10254
20301,333,69,437,127,23,1125,1478,2055,552,28,758,628,145,238,1654,94,1255,13130,651,20101,11,11,9,8,4,10,0,0,22,3,7,118,1079,1259,1812,2211,646,188,905,802,199,325,2009,160,1709,13378,1757,22483,4,0,0,0,0,0,0,0,0,0,0,21,0,24,86,35,35,12,62,80,9,23,74,14,67,186,11,465,84,33,35,12,62,80,9,23,74,14,65,202,11,484,1694,1765,598,126,815,704,183,297,1770,145,1409,9314,512,16084,31,11,6,51,22,14,4,6,30,5,11,75,806,1009,1807,1807,642,186,902,799,201,324,1875,159,1488,9593,1330,17578
20302,4791,1119,5516,1410,293,14366,14105,18646,4846,266,8040,6256,1339,2588,19012,1188,13068,117810,6414,186015,257,160,79,161,142,139,42,67,360,64,323,857,9849,11598,18637,20976,6335,1971,10525,8903,2149,4070,24161,2372,18906,120081,16547,211986,17,10,0,0,3,7,0,0,13,0,9,141,6,189,873,374,407,93,543,671,128,269,644,169,576,1500,117,4068,888,387,407,93,549,671,129,269,654,169,585,1641,121,4255,17411,17548,5777,1669,9760,8005,1927,3671,21954,2120,16267,89011,5228,160859,294,151,108,200,164,154,46,85,393,65,311,573,8248,9779,18597,18090,6293,1966,10468,8835,2105,4028,22998,2353,17164,91228,13599,174895
20303,1393,360,1739,397,98,4605,7814,7666,3058,135,2934,3403,556,1140,7094,590,5594,53336,2844,84214,80,76,26,13,41,42,13,12,67,9,55,347,3984,4602,9293,8397,3615,775,3592,4308,795,1543,8555,965,7390,54075,6930,93417,6,8,3,0,4,7,0,4,12,0,11,63,3,100,498,157,253,32,252,398,50,107,297,94,270,812,53,2150,501,162,258,34,256,401,53,115,308,94,284,877,54,2247,8621,6947,3305,621,3276,3796,722,1387,7703,846,6379,39041,2304,69933,154,68,45,121,44,84,11,31,123,24,116,277,3322,4032,9278,7177,3604,775,3576,4283,789,1530,8132,961,6778,40195,5684,76217
20401,1287,351,1523,290,91,4007,5787,4807,1914,82,2647,2399,501,1067,4713,437,3556,31122,1783,51229,71,57,23,8,38,28,12,18,50,7,41,302,4252,4772,7324,5551,2413,467,3382,3291,759,1574,6054,801,5115,31714,6128,60002,53,34,12,0,14,10,0,0,40,0,50,595,15,772,483,160,196,31,282,314,70,137,299,62,264,661,50,1877,539,194,209,31,299,323,67,142,345,62,315,1259,67,2649,6630,4674,2163,410,3009,2883,659,1388,5388,713,4341,22795,1499,43638,135,49,30,26,63,65,18,32,65,19,55,271,3539,4105,7312,4919,2400,469,3365,3278,745,1555,5799,795,4714,24321,5102,50389
20402,1016,304,1344,325,87,3638,4773,4660,1477,73,2127,2090,398,979,4168,389,2846,24299,1541,41668,65,56,21,19,33,37,10,9,47,9,33,202,2753,3152,6070,5334,1891,446,2707,2812,601,1393,5234,705,4226,24823,4382,48454,8,7,3,0,0,0,0,0,4,0,4,29,0,43,344,114,134,27,204,248,43,116,199,60,150,447,41,1324,349,123,136,30,204,248,50,114,207,60,156,476,40,1365,5594,4416,1712,381,2445,2479,524,1230,4762,618,3686,18230,1247,36408,125,69,30,32,42,75,13,31,58,18,69,199,2238,2734,6065,4602,1877,446,2692,2804,585,1383,5026,699,3902,18904,3535,40503
20403,1712,370,1999,471,110,4957,6448,6766,2137,91,2926,2749,581,1167,6776,461,4802,40998,2286,66833,90,68,36,15,41,42,13,14,80,5,60,340,4075,4683,8089,7613,2729,584,3707,3709,872,1704,8566,838,6858,41809,6476,76475,62,66,11,0,6,9,0,6,64,0,50,979,33,1214,636,210,268,36,339,425,79,165,521,79,415,935,75,2619,697,273,278,39,345,434,82,166,586,83,464,1915,107,3838,7254,6122,2398,499,3276,3181,757,1476,7441,736,5612,28831,1796,54620,123,67,31,40,63,64,18,34,86,19,78,264,3363,3929,8073,6472,2709,578,3686,3674,854,1675,8112,834,6151,31009,5263,62386
20501,1320,291,1632,319,72,3779,5120,4920,1633,58,2382,2140,403,969,5053,392,3581,30758,1797,50577,52,45,13,6,25,30,6,12,40,9,28,268,2988,3423,6455,5576,2061,473,2973,2872,626,1425,6418,695,5248,31342,4854,57775,5,0,0,0,0,0,0,0,6,0,5,34,0,49,311,87,164,30,186,227,45,98,190,61,186,480,40,1321,313,87,164,30,186,230,47,98,197,61,189,516,45,1370,6040,4584,1868,428,2728,2569,551,1291,5853,611,4513,22271,1428,42686,97,41,23,12,44,51,13,17,40,13,34,194,2338,2731,6448,4720,2051,473,2957,2852,616,1414,6084,689,4740,22975,3817,46790
20502,1171,303,1383,275,64,3761,5259,3841,1718,53,2159,2326,367,1192,3899,443,2912,24039,1484,41270,82,33,19,5,32,39,10,26,53,8,35,248,3373,3802,6650,4488,2185,337,2771,3102,560,1708,5119,761,4333,24560,4921,48830,3,3,0,0,0,0,0,0,6,0,0,24,4,38,449,120,188,26,208,317,57,142,242,92,237,535,39,1637,448,122,188,26,210,317,57,143,241,92,237,554,43,1674,6049,3772,1935,284,2501,2716,489,1524,4565,651,3726,18215,1271,36473,138,67,53,18,50,64,7,34,99,16,57,233,2806,3377,6641,3954,2180,332,2760,3100,559,1705,4907,753,4020,19008,4118,41521
20503,1571,458,1772,343,168,4865,7438,5720,2480,98,3248,3252,501,1374,5723,584,4467,36689,2118,61906,89,67,24,10,41,40,7,28,67,7,54,351,4169,4770,9298,6583,3063,581,4119,4361,790,1998,7360,1043,6295,37380,6453,71548,0,0,0,0,0,0,0,0,5,0,0,29,3,40,464,152,223,30,277,329,62,144,256,79,230,585,66,1800,464,157,223,30,284,333,63,146,261,79,231,613,72,1841,8644,5524,2783,487,3751,3926,693,1791,6698,942,5587,27667,1770,54109,174,85,53,56,79,85,16,50,79,26,73,311,3496,4261,9283,5769,3057,581,4106,4344,777,1986,7040,1040,5888,28589,5337,60212
20504,2166,484,2461,491,289,6475,7137,7174,1964,92,3767,3028,641,1541,7131,529,4844,37724,2551,64866,110,63,32,16,67,68,16,46,90,18,70,335,5192,5823,9445,8398,2603,574,4996,4254,1043,2386,9390,1029,7367,38551,8029,77168,0,3,0,0,3,0,0,0,3,4,13,37,7,69,491,161,176,37,308,335,80,176,292,83,256,563,67,1797,493,166,179,38,313,335,79,180,299,85,265,609,72,1861,8773,6938,2370,501,4566,3778,925,2117,8519,896,6297,27842,2138,56844,165,74,50,37,88,112,23,70,117,39,100,237,4185,4800,9432,7181,2592,574,4968,4224,1027,2366,8935,1016,6663,28689,6398,63505
20505,1080,277,1209,251,58,3230,4113,3781,1206,51,1947,1785,357,932,3596,347,2592,23190,1353,38247,63,42,16,3,27,30,7,14,35,10,31,219,3664,4045,5275,4387,1579,310,2531,2490,534,1381,4714,632,3829,23656,5081,45525,36,27,10,0,4,4,8,3,39,0,37,521,18,660,350,140,113,13,204,229,35,121,238,51,208,486,48,1381,379,162,120,13,209,231,41,128,276,48,239,1009,63,2043,4772,3578,1415,265,2253,2183,469,1219,4176,562,3213,16556,1074,32136,115,63,32,17,51,61,13,27,59,19,53,188,3154,3613,5260,3801,1565,306,2514,2473,524,1367,4510,626,3514,17748,4295,37785
20601,1411,342,1772,524,77,5077,3880,7761,1560,67,2221,1431,396,474,10621,256,6275,53048,2393,81597,39,45,14,6,39,21,9,8,56,5,33,334,2680,3200,5545,8443,2076,569,3298,2362,669,776,12082,613,8076,53896,5150,89874,7,0,0,0,0,0,0,0,14,0,7,64,5,89,76,41,50,6,52,65,16,29,82,16,88,322,14,647,81,45,54,6,52,65,16,29,92,20,93,386,21,735,5409,7665,2008,545,3197,2257,646,734,11750,578,7479,43579,2081,74689,48,21,10,21,29,20,6,10,32,14,79,203,2424,2828,5538,7739,2066,574,3280,2348,663,768,11883,611,7647,44168,4530,78253
20602,872,202,1053,302,51,2945,2458,4538,1021,50,1164,949,198,323,5725,159,3816,31725,1492,48516,29,29,8,3,15,17,4,3,25,0,24,179,1531,1811,3405,4875,1284,427,1690,1480,346,499,6623,361,4887,32202,3071,53270,6,3,0,0,0,0,0,0,5,0,0,45,0,55,57,25,14,12,25,44,7,7,47,11,39,182,12,365,59,31,14,12,25,39,7,5,54,11,37,220,11,420,3295,4341,1247,299,1624,1384,320,480,6319,340,4455,25219,1268,43139,40,20,16,112,38,38,17,10,109,13,62,94,1329,1692,3396,4388,1281,427,1687,1466,335,495,6478,358,4561,25539,2608,45248
20603,934,262,1242,361,49,3396,3363,5175,1455,52,1838,1532,321,469,5336,225,4219,42596,1940,62178,38,31,11,3,15,17,6,3,44,0,28,278,2716,3135,4514,5610,1809,456,2446,2188,526,731,6307,492,5488,43237,4701,68712,4,9,0,0,0,0,0,0,3,0,7,84,0,112,128,48,75,20,62,113,17,37,100,24,86,307,18,715,129,59,79,24,59,114,25,36,105,24,93,390,23,824,4328,4955,1716,408,2355,2025,490,681,6020,462,5032,33984,1669,54867,49,18,10,23,18,21,7,8,45,11,25,182,2322,2647,4509,5034,1801,456,2437,2166,516,726,6166,489,5154,34558,4016,58337
20604,1075,273,1386,330,53,3468,3615,9003,1811,58,2264,1765,459,517,11043,333,7488,102814,2349,134519,33,55,19,5,26,11,0,4,44,0,40,674,10769,11615,4516,9480,2184,451,2776,2351,637,758,12160,610,8913,103816,13170,149601,13,12,0,0,0,0,0,4,12,0,14,205,6,264,131,63,98,20,92,129,23,29,147,32,133,547,32,1087,145,80,101,20,91,129,23,30,157,32,147,754,35,1347,4330,8994,2047,398,2640,2169,586,709,11873,563,8393,94015,2138,127233,35,36,19,36,36,33,12,12,42,11,58,625,10096,10921,4517,9109,2171,449,2765,2329,620,748,12071,602,8596,95398,12265,139506
20605,1174,254,1348,368,123,3721,4403,7290,2200,82,1996,2069,438,720,8769,384,6210,63413,2430,91382,59,72,22,4,21,29,3,11,72,11,52,416,6216,6856,5503,7817,2599,368,2573,2710,639,1048,10011,647,7611,64191,8770,101956,13,8,0,0,6,0,0,0,11,0,9,115,0,143,181,77,100,7,104,128,22,44,139,28,144,550,27,1149,194,85,100,7,106,131,22,44,145,28,159,665,27,1288,5228,7202,2454,304,2422,2498,591,977,9630,596,7013,53421,2206,82784,78,42,30,55,38,59,11,14,75,15,85,292,5700,6253,5498,7332,2580,368,2564,2693,629,1038,9856,636,7252,54376,7941,90328
20606,541,143,733,248,81,2146,2674,4608,1413,63,1217,1349,271,377,5164,220,3547,39377,1459,56586,31,41,14,0,20,19,4,8,35,4,35,254,3384,3800,3358,4875,1659,274,1578,1752,381,526,5750,365,4311,39882,4930,62539,0,0,4,0,0,0,0,0,0,0,0,70,0,80,112,39,70,12,62,122,22,27,55,22,75,307,20,693,107,44,75,12,62,122,22,27,58,22,73,378,20,777,3206,4609,1562,257,1495,1606,344,483,5595,337,4064,34674,1317,52817,40,25,13,7,19,19,12,13,29,3,25,143,3164,3415,3359,4669,1651,274,1573,1742,375,521,5687,371,4169,35195,4501,57008
20607,1136,224,1354,354,71,3601,3770,7929,1772,60,1773,1531,373,522,9610,289,6103,54835,2328,82496,34,47,9,0,14,27,9,13,47,5,31,356,4443,4962,4836,8437,2140,445,2422,2123,566,760,10795,522,7488,55548,6839,91060,9,13,0,0,0,0,3,7,8,0,4,81,3,111,106,55,68,13,43,83,18,29,108,18,96,360,22,763,114,69,73,16,47,84,18,28,117,19,95,446,31,878,4665,7820,2027,395,2328,1997,525,718,10469,492,7030,46921,2108,76173,52,28,19,37,28,30,8,8,68,9,30,216,3941,4331,4827,7917,2124,440,2409,2111,552,758,10650,521,7158,47571,6079,81376
20701,1830,578,2737,765,147,7516,8867,11628,4317,180,4112,4505,826,1083,10002,632,10387,108533,3960,154778,78,71,38,17,47,60,7,11,62,12,68,742,4544,5609,11111,12417,5152,1542,5119,5920,1165,1543,11889,1222,13194,110039,8646,167900,3,11,4,5,3,0,0,0,5,0,13,143,3,186,408,153,259,66,176,398,71,102,172,73,306,859,50,2135,415,166,265,75,185,399,75,102,178,73,323,1005,53,2322,10520,10744,4835,1347,4855,5399,1056,1393,11188,1113,11792,85741,3430,133977,149,62,42,121,47,78,17,23,108,27,108,350,3900,4668,11092,10969,5136,1540,5088,5876,1149,1518,11474,1211,12219,87101,7384,140967
20702,1467,567,2389,700,108,6453,5572,5193,2309,146,3655,2799,561,665,4090,473,5591,63687,2217,88643,79,44,35,14,44,42,12,13,43,9,52,424,2620,3286,7722,5845,3039,1145,4773,4050,925,1050,5599,1049,8025,64813,4950,98386,0,6,0,0,0,0,0,0,8,0,7,54,3,73,250,87,133,42,135,219,36,50,99,51,149,384,26,1068,254,89,137,42,135,219,36,50,103,53,154,437,29,1143,7374,5017,2860,1083,4587,3781,872,968,5264,971,7286,50442,2001,78854,90,27,29,21,46,47,10,16,30,20,47,268,2208,2674,7717,5133,3029,1145,4768,4037,912,1038,5395,1047,7493,51150,4241,82669
20703,1436,410,2231,699,111,5827,5527,6808,2281,114,3333,2676,560,734,6395,421,6533,68806,2364,97005,73,37,27,9,43,39,7,19,50,12,62,440,3688,4362,7210,7488,2911,768,4294,3750,841,1098,7880,850,8826,69947,6165,107187,9,7,3,0,0,0,0,0,6,0,10,74,3,98,248,95,150,36,136,229,34,72,99,57,175,440,27,1203,255,96,155,32,138,233,33,74,110,61,189,518,28,1302,6858,6454,2705,692,4078,3416,780,992,7428,763,7924,55380,2034,85733,98,34,31,40,55,68,14,24,71,25,113,386,3282,3974,7213,6592,2895,768,4269,3721,829,1088,7602,851,8218,56283,5340,91012
20801,1205,351,1732,485,98,4734,6291,7075,3182,121,2500,3173,539,893,5745,491,5992,63357,2892,92719,135,71,63,79,57,95,25,29,120,26,122,462,3028,3854,7887,7590,3833,1014,3100,4178,792,1309,7074,864,7849,64301,6016,101306,3,0,0,0,0,0,0,0,3,0,3,64,3,83,337,93,218,62,145,326,44,81,121,80,199,703,47,1706,339,98,218,62,150,326,44,81,125,80,201,763,46,1782,7377,6458,3509,792,2858,3675,694,1166,6482,740,6849,48474,2433,78725,169,56,77,159,63,156,39,42,203,45,208,186,2476,3121,7884,6617,3803,1010,3069,4159,774,1292,6813,861,7259,49426,4957,83632
