SA3_CODE_2021,M_15_19_yr_Volunteer,M_15_19_yr_N_a_volunteer,M_15_19_yr_Voluntary_work_ns,M_15_19_yr_Tot,M_20_24_yr_Volunteer,M_20_24_yr_N_a_volunteer,M_20_24_yr_Voluntary_work_ns,M_20_24_yr_Tot,M_25_34_yr_Volunteer,M_25_34_yr_N_a_volunteer,M_25_34_yr_Voluntary_work_ns,M_25_34_yr_Tot,M_35_44_yr_Volunteer,M_35_44_yr_N_a_volunteer,M_35_44_yr_Voluntary_work_ns,M_35_44_yr_Tot,M_45_54_yr_Volunteer,M_45_54_yr_N_a_volunteer,M_45_54_yr_Voluntary_work_ns,M_45_54_yr_Tot,M_55_64_yr_Volunteer,M_55_64_yr_N_a_volunteer,M_55_64_yr_Voluntary_work_ns,M_55_64_yr_Tot,M_65_74_yr_Volunteer,M_65_74_yr_N_a_volunteer,M_65_74_yr_Voluntary_work_ns,M_65_74_yr_Tot,M_75_84_yr_Volunteer,M_75_84_yr_N_a_volunteer,M_75_84_yr_Voluntary_work_ns,M_75_84_yr_Tot,M_85ov_Volunteer,M_85ov_N_a_volunteer,M_85_ov_Voluntary_work_ns,M_85ov_Tot,M_Tot_Volunteer,M_Tot_N_a_volunteer,M_Tot_Voluntary_work_ns,M_Tot_Tot,F_15_19_yr_Volunteer,F_15_19_yr_N_a_volunteer,F_15_19_yr_Voluntary_work_ns,F_15_19_yr_Tot,F_20_24_yr_Volunteer,F_20_24_yr_N_a_volunteer,F_20_24_yr_Voluntary_work_ns,F_20_24_yr_Tot,F_25_34_yr_Volunteer,F_25_34_yr_N_a_volunteer,F_25_34_yr_Voluntary_work_ns,F_25_34_yr_Tot,F_35_44_yr_Volunteer,F_35_44_yr_N_a_volunteer,F_35_44_yr_Voluntary_work_ns,F_35_44_yr_Tot,F_45_54_yr_Volunteer,F_45_54_yr_N_a_volunteer,F_45_54_yr_Voluntary_work_ns,F_45_54_yr_Tot,F_55_64_yr_Volunteer,F_55_64_yr_N_a_volunteer,F_55_64_yr_Voluntary_work_ns,F_55_64_yr_Tot,F_65_74_yr_Volunteer,F_65_74_yr_N_a_volunteer,F_65_74_yr_Voluntary_work_ns,F_65_74_yr_Tot,F_75_84_yr_Volunteer,F_75_84_yr_N_a_volunteer,F_75_84_yr_Voluntary_work_ns,F_75_84_yr_Tot,F_85ov_Volunteer,F_85ov_N_a_volunteer,F_85_ov_Voluntary_work_ns,F_85ov_Tot,F_Tot_Volunteer,F_Tot_N_a_volunteer,F_Tot_Voluntary_work_ns,F_Tot_Tot,P_15_19_yr_Volunteer,P_15_19_yr_N_a_volunteer,P_15_19_yr_Voluntary_work_ns,P_15_19_yr_Tot,P_20_24_yr_Volunteer,P_20_24_yr_N_a_volunteer,P_20_24_yr_Voluntary_work_ns,P_20_24_yr_Tot,P_25_34_yr_Volunteer,P_25_34_yr_N_a_volunteer,P_25_34_yr_Voluntary_work_ns,P_25_34_yr_Tot,P_35_44_yr_Volunteer,P_35_44_yr_N_a_volunteer,P_35_44_yr_Voluntary_work_ns,P_35_44_yr_Tot,P_45_54_yr_Volunteer,P_45_54_yr_N_a_volunteer,P_45_54_yr_Voluntary_work_ns,P_45_54_yr_Tot,P_55_64_yr_Volunteer,P_55_64_yr_N_a_volunteer,P_55_64_yr_Voluntary_work_ns,P_55_64_yr_Tot,P_65_74_yr_Volunteer,P_65_74_yr_N_a_volunteer,P_65_74_yr_Voluntary_work_ns,P_65_74_yr_Tot,P_75_84_yr_Volunteer,P_75_84_yr_N_a_volunteer,P_75_84_yr_Voluntary_work_ns,P_75_84_yr_Tot,P_85ov_Volunteer,P_85ov_N_a_volunteer,P_85_ov_Voluntary_work_ns,P_85ov_Tot,P_Tot_Volunteer,P_Tot_N_a_volunteer,P_Tot_Voluntary_work_ns,P_Tot_Tot
30401,178,938,15,1122,111,707,14,834,187,1398,45,1636,347,1884,72,2302,362,1769,50,2175,304,1638,52,1994,332,1304,52,1687,145,684,26,855,18,216,13,253,1977,10543,345,12861,242,767,21,1026,161,612,26,798,203,1494,44,1742,533,1877,59,2471,495,1869,48,2414,390,1747,31,2175,359,1437,34,1830,130,765,21,912,15,431,16,465,2534,11009,303,13842,414,1702,36,2156,274,1322,45,1633,392,2897,88,3385,880,3766,133,4773,855,3639,95,4591,693,3385,86,4166,684,2744,87,3514,279,1448,45,1773,41,650,28,717,4506,21547,647,26697
30402,375,1553,32,1958,225,1068,47,1338,187,1328,49,1562,511,2436,75,3025,866,2734,101,3705,534,2168,70,2775,499,1570,45,2117,288,994,40,1323,53,365,42,462,3529,14227,497,18256,373,1240,29,1648,244,823,21,1088,274,1413,48,1737,868,2576,74,3514,1054,2837,69,3962,652,2181,63,2902,551,1754,61,2368,326,1090,75,1493,36,579,86,703,4386,14507,527,19415,746,2793,66,3605,469,1897,68,2426,460,2741,94,3298,1374,5018,149,6538,1921,5575,175,7663,1185,4354,127,5673,1049,3327,105,4483,613,2085,115,2818,88,946,131,1169,7910,28733,1025,37665
30403,460,1796,58,2314,644,2540,140,3325,566,3278,181,4028,597,2865,136,3601,718,2303,98,3113,460,1744,81,2286,437,1313,74,1823,259,767,64,1090,34,270,33,338,4173,16875,871,21920,679,1787,78,2544,885,2265,125,3272,714,3044,184,3947,917,2854,130,3900,920,2408,84,3411,580,1791,63,2432,537,1585,85,2207,259,926,83,1265,41,445,83,574,5529,17106,913,23558,1139,3584,137,4863,1532,4808,261,6599,1284,6330,368,7974,1517,5717,267,7501,1632,4705,184,6526,1041,3535,143,4715,970,2899,156,4032,519,1690,147,2357,76,719,118,910,9705,33986,1781,45471
30404,306,1595,67,1968,199,1455,147,1807,324,2750,170,3240,622,3115,134,3868,735,3003,113,3849,466,1944,91,2501,433,1472,52,1959,244,894,32,1171,33,328,30,395,3361,16560,834,20754,327,1405,44,1774,248,1159,47,1459,456,2796,114,3373,1047,3118,118,4284,938,3027,80,4049,555,2167,90,2809,535,1722,54,2312,245,1163,42,1453,41,683,51,779,4388,17256,641,22288,627,3002,106,3743,452,2622,199,3260,775,5551,290,6615,1670,6234,241,8148,1677,6033,192,7902,1018,4111,179,5309,969,3193,106,4270,488,2061,71,2622,77,1017,79,1171,7752,33819,1471,43040
30501,366,1528,155,2048,653,4047,408,5113,1320,10131,1090,12541,907,5796,664,7370,784,3932,432,5152,676,3007,341,4027,480,1961,232,2678,192,939,127,1255,22,282,66,371,5415,31620,3515,40553,479,1483,197,2155,1014,4391,449,5852,1644,9651,972,12274,1134,4857,493,6490,977,3504,298,4777,765,2743,234,3748,559,1904,191,2653,196,908,135,1245,23,448,92,566,6797,29893,3061,39755,850,3009,346,4206,1675,8440,857,10964,2962,19786,2064,24814,2042,10653,1165,13856,1758,7434,727,9925,1443,5756,575,7772,1040,3863,423,5327,391,1844,265,2505,48,729,158,934,12211,61515,6579,80307
30502,246,945,42,1237,203,1327,69,1591,361,3166,228,3754,505,2985,176,3667,597,2407,133,3141,376,1772,106,2245,253,996,64,1316,88,403,52,540,9,168,14,197,2637,14170,886,17693,260,890,46,1199,328,1367,86,1778,513,3347,220,4084,785,2916,154,3852,814,2376,125,3320,454,1785,94,2336,299,1017,68,1379,96,515,32,642,19,267,40,317,3567,14487,854,18908,506,1836,91,2438,527,2693,153,3375,877,6515,450,7839,1292,5900,329,7518,1412,4789,259,6461,829,3559,196,4583,552,2012,132,2692,185,915,85,1181,26,438,49,513,6203,28660,1744,36605
30503,403,1992,99,2495,559,3643,267,4466,1120,9264,763,11144,1084,6310,460,7856,1195,4948,346,6482,846,3746,227,4817,555,2344,149,3043,263,1194,100,1550,30,398,53,481,6042,33834,2463,42336,616,2020,95,2732,882,4114,340,5333,1502,9081,622,11203,1538,5701,356,7596,1604,4772,248,6623,936,3644,216,4790,676,2358,134,3174,279,1433,106,1813,44,773,79,899,8077,33889,2190,44165,1016,4012,195,5226,1441,7754,609,9804,2625,18337,1383,22349,2624,12012,820,15451,2798,9719,593,13108,1781,7387,441,9604,1226,4708,278,6217,537,2622,204,3366,79,1171,135,1381,14126,67721,4658,86501
30504,439,1580,34,2051,504,2511,107,3123,683,4284,259,5222,710,3321,152,4183,972,3069,152,4193,581,2182,93,2849,449,1383,79,1911,208,626,50,882,21,214,25,260,4562,19164,954,24676,485,1420,52,1960,754,2540,111,3404,866,4167,226,5259,1043,3231,127,4401,1284,2842,102,4222,679,2231,80,2989,533,1418,74,2029,201,746,66,1015,31,342,51,427,5888,18932,884,25702,925,2994,91,4005,1259,5050,225,6529,1548,8451,481,10481,1755,6554,281,8586,2258,5915,251,8420,1258,4407,174,5841,985,2799,153,3932,412,1373,111,1898,52,551,79,680,10443,38092,1836,50378
30601,311,1428,120,1849,137,1094,97,1332,279,2387,257,2925,503,3030,262,3797,662,3239,304,4198,566,3081,266,3909,428,2280,185,2888,152,979,114,1243,18,219,58,301,3060,17740,1657,22458,376,1359,90,1825,192,1040,105,1339,450,2712,220,3388,814,3358,235,4406,934,3538,256,4729,648,3177,194,4026,560,2104,138,2802,188,911,116,1220,14,298,71,385,4176,18498,1425,24104,685,2786,206,3675,328,2138,208,2673,730,5104,479,6309,1322,6385,490,8201,1591,6773,560,8925,1212,6264,454,7932,984,4380,323,5688,339,1892,228,2463,39,520,132,690,7238,36242,3082,46563
30602,417,2506,371,3302,243,2477,483,3205,625,5678,1158,7461,789,5105,872,6768,918,5388,810,7115,777,4910,604,6300,706,3667,499,4873,280,1779,229,2295,44,522,107,675,4808,32041,5150,41995,386,2374,342,3100,368,2387,421,3176,925,5994,1033,7953,1220,5519,768,7504,1243,5423,606,7280,942,4765,522,6224,823,3536,392,4754,333,1867,269,2465,51,809,151,1015,6281,32683,4506,43471,807,4877,716,6398,607,4867,906,6377,1549,11675,2193,15420,2008,10624,1640,14269,2163,10812,1421,14395,1720,9677,1126,12523,1526,7205,892,9627,611,3649,499,4762,94,1337,263,1698,11087,64722,9654,85466
30603,108,799,160,1063,72,714,81,869,146,1547,262,1953,227,1370,249,1848,293,1652,241,2180,370,2180,258,2808,358,1868,232,2456,188,861,131,1180,25,286,49,356,1782,11275,1658,14717,120,694,124,945,56,577,82,714,231,1508,218,1954,369,1367,213,1944,401,1609,218,2235,491,1991,199,2678,482,1489,173,2142,212,804,103,1118,36,366,49,457,2396,10411,1377,14187,233,1496,279,2003,131,1294,159,1586,376,3052,482,3908,598,2737,459,3792,698,3257,464,4418,861,4170,458,5486,832,3357,404,4596,392,1671,236,2298,63,648,102,815,4181,21681,3041,28898
30604,33,226,38,292,14,204,48,268,59,558,128,745,98,506,83,688,132,649,130,909,140,773,110,1026,138,618,120,880,52,299,49,404,13,68,18,92,676,3899,728,5301,27,189,37,254,18,173,39,234,103,569,130,802,157,551,91,796,195,567,84,848,189,705,104,1001,155,518,81,755,75,222,43,343,13,66,11,88,923,3578,619,5116,62,410,76,548,34,381,88,500,155,1134,256,1544,255,1056,171,1484,322,1218,213,1757,333,1479,215,2025,293,1138,206,1633,129,521,92,741,16,132,29,182,1605,7474,1342,10420
30605,149,966,191,1304,80,653,120,855,177,1618,275,2075,347,1499,233,2077,448,1873,326,2646,567,2231,328,3130,635,2155,267,3057,312,1223,185,1720,41,379,74,498,2743,12601,2007,17354,181,836,152,1169,105,580,108,793,305,1617,299,2221,576,1531,259,2370,676,1966,275,2918,726,2338,269,3332,784,1944,258,2982,324,1185,158,1672,41,461,122,618,3716,12454,1905,18069,324,1799,342,2466,186,1235,228,1651,480,3231,578,4295,917,3027,495,4442,1129,3840,596,5570,1287,4571,601,6464,1421,4093,527,6043,639,2413,349,3396,79,840,195,1113,6460,25057,3912,35427
30701,189,907,170,1268,159,923,188,1262,381,2026,411,2813,576,1600,324,2501,647,1865,316,2832,579,2104,337,3012,464,1655,267,2392,232,820,146,1206,30,231,63,325,3258,12135,2232,17625,212,788,169,1170,159,923,155,1236,531,2019,361,2911,866,1600,282,2756,819,1681,279,2788,690,1808,256,2751,600,1254,198,2052,304,782,172,1253,47,324,106,479,4235,11179,1973,17391,403,1697,337,2440,312,1848,339,2501,910,4044,773,5727,1442,3207,608,5256,1470,3548,597,5620,1270,3910,591,5765,1071,2909,466,4445,533,1604,320,2456,82,557,173,806,7495,23312,4205,35017
30702,226,1067,143,1443,107,922,137,1165,250,1735,267,2247,425,1603,216,2249,469,1984,264,2717,535,2168,277,2982,508,1849,190,2550,254,1043,134,1431,50,313,62,430,2828,12694,1690,17204,241,865,130,1233,123,824,84,1030,356,1728,202,2285,621,1576,197,2400,609,2000,219,2833,590,2102,199,2905,582,1592,156,2328,328,957,173,1458,52,476,102,626,3510,12127,1459,17095,467,1937,272,2673,229,1747,220,2195,604,3465,465,4533,1047,3185,412,4649,1082,3979,483,5548,1127,4276,481,5882,1091,3441,344,4876,582,2000,302,2886,101,794,167,1059,6334,24820,3152,34306
30703,181,885,105,1169,109,796,94,989,201,1546,203,1945,343,1400,141,1885,470,1753,220,2444,563,2165,227,2951,676,2196,251,3120,348,1231,157,1731,44,365,60,474,2935,12329,1449,16718,246,812,104,1160,110,657,75,847,279,1570,148,1996,543,1421,176,2141,615,1915,215,2742,696,2320,220,3233,798,2048,229,3070,347,1245,166,1751,56,529,69,650,3688,12503,1397,17591,424,1692,210,2330,214,1445,175,1838,481,3115,349,3947,885,2819,313,4021,1086,3663,439,5186,1260,4483,443,6184,1472,4245,472,6190,692,2468,320,3484,104,892,128,1128,6626,24832,2847,34310
30801,145,685,110,943,72,724,172,969,223,1643,369,2234,417,1384,351,2152,379,1342,277,1986,284,1272,264,1818,167,691,126,978,67,273,56,398,6,55,21,83,1755,8054,1743,11558,127,601,95,818,92,690,93,868,370,1550,209,2130,611,1275,213,2101,435,1128,166,1726,327,1041,158,1522,172,532,89,794,72,255,50,383,7,72,31,106,2216,7133,1106,10451,267,1282,206,1756,166,1412,257,1837,588,3192,578,4366,1030,2652,566,4247,812,2465,441,3714,605,2311,425,3337,338,1219,215,1769,145,529,111,781,19,123,50,191,3969,15185,2847,22006
30803,529,3196,367,4089,292,2832,424,3552,643,5882,1116,7641,964,5521,1140,7625,984,5416,958,7356,1013,6036,787,7830,1085,4657,466,6210,459,2432,266,3159,83,782,151,1020,6059,36746,5673,48479,625,2767,297,3683,388,2750,309,3445,883,6199,582,7663,1454,5588,538,7581,1305,5759,506,7573,1284,6231,461,7969,1198,4483,364,6046,606,2692,334,3629,74,1194,241,1509,7813,37665,3631,49107,1154,5959,659,7776,679,5585,735,7002,1526,12083,1702,15307,2416,11105,1680,15203,2287,11169,1464,14927,2298,12267,1240,15806,2290,9139,838,12260,1065,5126,599,6783,158,1978,389,2528,13873,74410,9308,97589
30804,57,303,75,436,38,298,67,403,101,693,137,924,222,637,151,1012,228,591,137,952,173,678,141,993,143,464,94,704,78,262,61,401,13,63,8,87,1053,3979,870,5904,63,241,67,369,55,298,59,415,185,616,115,918,337,493,100,932,229,540,101,874,217,572,97,889,142,364,70,577,96,238,63,398,16,115,44,177,1345,3474,731,5556,127,549,139,811,97,595,125,815,291,1304,257,1846,566,1124,256,1941,451,1128,238,1825,387,1249,240,1880,286,829,169,1276,175,496,128,802,32,181,54,266,2398,7455,1604,11455
30805,284,1601,146,2028,140,1341,137,1616,396,3060,344,3800,622,3096,394,4111,670,3471,441,4590,598,3570,406,4574,564,2273,241,3085,195,878,109,1181,22,226,45,293,3497,19517,2263,25274,349,1489,137,1975,157,1283,103,1547,586,3159,292,4038,969,2985,285,4236,923,3264,290,4474,756,3108,239,4104,601,1865,169,2634,221,889,97,1205,19,302,64,387,4585,18327,1685,24597,632,3088,287,4001,299,2622,236,3159,982,6219,636,7833,1593,6077,681,8345,1595,6728,735,9062,1355,6678,646,8678,1168,4136,414,5715,419,1764,207,2390,47,530,103,679,8085,37842,3947,49868
30901,219,1209,72,1504,203,1439,142,1788,444,4030,477,4954,517,3554,337,4414,582,3550,306,4435,451,3112,288,3851,399,2774,222,3398,207,1589,168,1958,46,505,79,633,3066,21761,2103,26929,258,1193,78,1526,314,1727,170,2207,581,4619,498,5690,694,3687,313,4696,672,3538,249,4463,571,3383,277,4231,529,3058,219,3795,254,1814,190,2262,40,850,122,1008,3903,23867,2112,29883,471,2408,151,3033,516,3162,313,3997,1021,8646,975,10647,1214,7243,649,9107,1255,7089,556,8899,1019,6494,572,8082,929,5829,432,7194,458,3401,357,4215,85,1350,201,1638,6974,45629,4211,56813
30902,212,1286,73,1577,129,1139,96,1361,324,3021,296,3644,444,2961,241,3645,531,2951,231,3708,424,2877,194,3492,448,2506,177,3134,211,1273,150,1628,33,492,119,640,2752,18499,1582,22829,215,1125,76,1414,226,1333,102,1651,432,3401,270,4098,640,3172,251,4069,609,3043,196,3849,553,3228,172,3957,553,2660,165,3376,267,1459,197,1918,54,688,223,961,3542,20104,1644,25283,428,2408,154,2990,348,2464,193,3010,755,6422,566,7740,1081,6133,495,7710,1143,5996,423,7560,975,6105,365,7448,998,5164,341,6506,473,2728,346,3548,84,1174,342,1599,6291,38602,3227,48116
30903,146,1374,112,1635,157,1624,149,1932,290,3247,303,3846,326,3203,265,3791,403,3574,319,4292,420,3790,255,4470,453,3601,253,4314,285,2505,218,3006,54,723,82,858,2536,23632,1961,28131,184,1314,114,1614,242,1525,132,1894,340,3381,308,4030,552,3376,265,4192,574,4126,298,4998,600,4347,272,5217,727,4378,319,5425,344,2789,262,3394,40,1122,167,1329,3596,26360,2136,32093,326,2691,227,3245,398,3150,281,3824,633,6626,614,7874,874,6577,532,7981,969,7702,618,9289,1021,8137,528,9686,1188,7976,570,9735,635,5290,479,6398,93,1847,253,2187,6129,49994,4098,60225
30904,73,464,55,589,38,332,18,394,74,674,67,811,175,914,104,1186,212,1206,109,1522,255,1199,92,1539,259,962,70,1295,132,489,41,657,13,104,15,126,1229,6335,573,8135,77,450,54,582,57,294,35,381,129,688,87,909,283,923,119,1322,293,1184,110,1584,326,1237,92,1649,304,919,61,1294,131,442,37,611,16,133,18,168,1614,6269,620,8501,144,914,111,1170,94,618,58,773,209,1360,158,1724,457,1831,224,2514,506,2386,217,3107,576,2433,182,3192,570,1888,133,2587,260,929,83,1273,31,233,30,299,2840,12606,1191,16639
30905,211,1068,68,1352,102,721,50,873,130,1300,103,1539,309,1949,132,2387,422,2183,121,2722,262,1681,103,2048,235,1272,66,1571,108,635,31,780,11,160,20,195,1789,10974,694,13457,238,952,40,1233,143,739,46,928,204,1484,105,1788,507,2187,138,2830,541,2238,124,2905,352,1770,83,2202,297,1259,56,1613,119,628,40,783,17,247,39,304,2412,11508,675,14591,447,2020,113,2585,240,1456,95,1797,329,2787,209,3331,816,4137,272,5217,958,4419,245,5629,618,3451,187,4254,533,2532,127,3182,225,1270,69,1564,32,406,58,494,4205,22477,1374,28056
30906,266,1907,100,2272,204,1723,119,2042,329,3470,250,4051,486,3962,299,4750,561,3888,266,4713,401,3441,185,4027,373,2579,143,3096,217,1472,109,1799,26,426,72,521,2859,22866,1545,27274,342,1730,99,2171,284,1432,91,1805,428,3760,225,4407,727,4079,232,5039,738,4156,223,5115,538,3606,138,4283,512,2741,143,3399,225,1548,164,1937,20,529,137,687,3818,23577,1450,28844,608,3634,202,4442,485,3153,209,3849,750,7231,474,8456,1219,8041,537,9786,1292,8045,491,9829,942,7050,320,8312,886,5318,288,6493,436,3021,276,3737,48,955,206,1209,6672,46447,2996,56121
30907,467,4581,286,5340,384,4221,309,4915,650,9292,849,10791,1014,9504,734,11249,994,8561,601,10152,679,6472,326,7473,621,4677,287,5592,287,2355,156,2800,31,495,87,610,5133,50151,3635,58924,615,4279,326,5219,518,4212,321,5053,1070,10075,831,11979,1618,9769,672,12057,1356,8882,554,10790,883,6746,359,7986,774,4958,252,5983,272,2344,190,2807,22,698,190,907,7135,51953,3692,62776,1082,8860,613,10557,897,8433,629,9966,1728,19364,1686,22771,2630,19268,1400,23299,2355,17437,1153,20944,1565,13220,679,15460,1400,9636,542,11571,563,4696,345,5603,55,1191,277,1519,12264,102106,7326,121701
30908,190,1416,87,1695,213,1493,94,1801,284,2997,230,3511,349,3001,167,3516,368,2677,157,3207,279,2257,97,2635,284,1899,117,2300,193,1203,127,1521,33,381,116,522,2194,17325,1195,20711,278,1346,75,1701,317,1556,112,1985,378,3200,209,3784,538,3297,164,3998,524,3134,151,3812,354,2676,108,3142,402,2322,135,2867,192,1375,195,1761,27,595,289,915,3008,19507,1443,23958,469,2764,160,3395,526,3046,212,3783,660,6198,443,7298,884,6303,332,7517,898,5811,312,7015,632,4930,208,5773,690,4224,251,5166,384,2575,325,3287,59,976,403,1434,5200,36832,2636,44672
30909,274,1574,154,1998,297,2360,251,2905,415,4356,454,5223,347,3243,311,3902,402,3200,302,3908,326,2838,264,3427,306,2341,214,2856,173,1486,196,1861,15,539,121,679,2554,21938,2271,26760,262,1556,133,1953,438,2320,257,3016,508,4237,438,5182,556,3254,291,4098,576,3340,279,4197,484,3130,231,3843,478,2494,208,3179,235,1683,264,2185,34,842,283,1160,3569,22857,2388,28805,537,3130,284,3951,730,4681,507,5922,919,8594,894,10408,902,6496,598,7997,980,6538,581,8100,810,5969,492,7273,782,4829,422,6036,402,3175,465,4042,51,1381,407,1834,6121,44793,4653,55566
30910,129,761,91,982,96,1163,182,1441,249,2967,592,3804,240,2283,354,2880,317,2325,325,2970,339,2336,316,2992,331,2299,289,2914,159,1337,170,1666,18,317,60,400,1882,15781,2373,20037,147,722,89,960,175,1176,203,1565,254,2858,513,3630,329,2208,313,2853,441,2288,289,3017,399,2432,308,3141,389,2245,257,2891,189,1313,166,1664,28,347,77,447,2356,15587,2227,20164,275,1481,188,1942,277,2342,385,2998,507,5824,1107,7435,572,4488,668,5731,761,4608,615,5983,740,4769,619,6135,716,4539,549,5804,344,2652,335,3335,47,667,137,849,4235,31372,4595,40202
31001,292,2098,248,2646,262,2268,506,3037,440,4819,1491,6750,492,4195,1231,5913,480,3813,680,4978,407,3256,370,4035,310,2009,177,2498,152,1045,94,1292,23,373,52,449,2859,23881,4853,31590,386,1924,177,2490,339,2078,194,2615,596,5007,537,6139,769,4405,422,5595,666,4018,246,4933,521,3245,192,3954,391,2259,160,2810,190,1397,117,1707,31,645,56,734,3897,24977,2099,30975,678,4019,428,5135,603,4348,699,5648,1040,9826,2031,12898,1258,8598,1648,11511,1149,7832,925,9903,931,6500,562,7989,700,4274,334,5302,344,2440,211,2997,60,1017,108,1188,6759,48853,6956,62567
31002,222,1670,235,2124,133,1460,324,1916,268,2697,679,3648,472,2839,529,3841,515,3520,427,4463,645,3810,327,4783,689,3234,270,4188,323,1595,187,2109,42,352,86,476,3309,21173,3063,27545,284,1587,189,2059,214,1307,187,1711,432,2763,386,3582,772,2901,326,3995,769,3560,340,4675,776,3763,282,4822,814,2894,255,3957,296,1471,211,1981,36,429,145,615,4399,20679,2323,27401,508,3254,422,4183,349,2767,514,3633,699,5459,1069,7232,1247,5737,849,7835,1282,7086,765,9137,1419,7569,607,9598,1497,6125,528,8144,625,3067,394,4088,78,782,230,1095,7706,41853,5383,54943
31003,438,3164,220,3816,313,3139,235,3685,615,6824,542,7982,811,6180,475,7466,808,5862,406,7077,738,5382,305,6423,636,3628,220,4485,284,1937,165,2382,38,619,85,741,4686,36719,2657,44067,479,2948,235,3661,370,3068,221,3656,870,7359,498,8729,1186,6173,458,7816,1064,6138,387,7588,916,5541,287,6738,788,3921,235,4949,372,2349,260,2986,55,964,201,1224,6108,38464,2773,47345,911,6109,453,7477,684,6203,455,7343,1484,14180,1043,16709,2000,12352,933,15281,1877,12001,788,14662,1650,10918,600,13167,1433,7553,450,9432,653,4282,428,5365,95,1582,289,1966,10794,75187,5434,91408
31004,325,3090,213,3625,257,3090,266,3614,625,6914,619,8160,863,6819,501,8189,619,5068,347,6037,417,3594,192,4199,319,2094,155,2561,94,886,65,1050,11,160,14,187,3526,31720,2368,37619,437,2923,218,3579,369,3063,250,3678,952,7600,586,9134,1128,6973,474,8571,737,5115,279,6127,521,3724,203,4453,367,2242,125,2738,122,945,78,1147,15,255,31,301,4640,32842,2245,39729,763,6014,425,7201,622,6157,512,7295,1579,14512,1205,17299,1991,13796,976,16763,1355,10186,622,12159,935,7317,397,8653,682,4340,280,5303,220,1835,144,2194,23,420,45,489,8171,64565,4615,77349
31101,31,358,45,434,25,272,32,332,59,513,119,699,84,581,131,798,113,733,119,965,132,792,86,1006,153,755,70,986,87,391,41,524,10,111,33,154,702,4516,680,5896,43,356,36,439,43,249,19,316,73,563,69,713,147,681,67,894,173,786,71,1027,184,789,56,1028,194,695,65,953,96,360,53,510,19,150,52,218,958,4638,497,6093,78,720,77,877,66,523,54,648,130,1079,195,1406,236,1263,202,1694,281,1519,191,1992,312,1581,138,2036,344,1449,143,1937,179,758,99,1034,29,266,82,369,1662,9154,1180,11994
31102,119,1144,127,1385,120,1344,154,1620,220,2989,318,3528,262,2395,270,2930,232,2214,229,2679,221,1963,163,2344,225,1619,106,1952,137,919,65,1123,13,267,21,304,1550,14854,1462,17864,151,1037,129,1313,122,1316,136,1576,323,3010,326,3658,353,2343,269,2965,300,2360,205,2868,308,2065,153,2533,289,1812,131,2225,141,1104,101,1341,14,371,37,424,2001,15412,1494,18905,270,2175,256,2706,242,2659,293,3189,546,6001,642,7181,617,4739,537,5895,539,4576,434,5553,533,4026,310,4872,514,3426,235,4180,277,2024,161,2464,30,644,65,735,3553,30268,2947,36771
31103,276,2811,277,3362,217,2956,302,3477,416,6095,637,7153,523,4948,503,5975,418,4386,341,5147,376,4165,265,4802,304,2716,141,3161,122,1161,81,1360,14,288,29,326,2662,29528,2577,34769,347,2554,257,3158,330,2810,293,3441,671,6133,633,7439,797,5099,514,6410,561,4716,341,5619,541,4257,249,5043,415,2784,192,3394,122,1343,119,1591,16,451,57,523,3807,30161,2649,36610,621,5368,531,6522,549,5768,600,6919,1087,12232,1268,14586,1321,10051,1013,12384,984,9102,680,10765,915,8422,511,9845,715,5504,333,6552,246,2504,204,2951,26,738,87,857,6468,59690,5222,71382
31104,202,1918,135,2247,116,1605,116,1833,205,3376,236,3824,404,3625,285,4320,399,3560,268,4222,285,2734,165,3185,227,1829,81,2130,78,753,46,882,7,122,10,132,1914,19515,1339,22770,240,1725,142,2114,154,1550,107,1816,397,3803,260,4456,641,3530,247,4423,551,3497,218,4268,388,2700,126,3216,315,1776,104,2188,74,707,56,841,8,182,24,214,2769,19477,1280,23527,442,3646,271,4357,267,3157,223,3648,610,7172,494,8275,1049,7159,534,8741,946,7057,485,8488,667,5439,292,6396,538,3605,179,4325,157,1464,100,1715,22,301,29,355,4687,38994,2622,46301
31105,183,1880,167,2228,174,1697,141,2015,338,3624,321,4285,435,3512,304,4261,403,3253,248,3903,347,2764,169,3277,371,2238,153,2755,149,1205,109,1464,13,327,60,403,2414,20499,1667,24587,256,1597,132,1986,232,1636,152,2021,483,3729,364,4574,667,3618,287,4572,590,3288,237,4112,485,3042,155,3681,479,2485,178,3142,183,1316,167,1671,17,550,151,719,3392,21256,1831,26486,433,3477,299,4211,413,3332,295,4040,819,7356,681,8861,1107,7132,596,8830,996,6538,482,8016,833,5807,319,6956,849,4722,335,5902,333,2523,281,3133,37,872,209,1122,5809,41766,3501,51076
31106,268,2269,269,2809,254,2177,216,2651,491,4505,519,5512,615,4486,443,5542,533,3975,387,4892,424,3162,273,3860,366,2741,203,3311,191,1434,122,1744,21,330,54,405,3171,25073,2482,30727,341,2010,213,2561,332,1863,208,2406,641,4334,509,5478,855,4438,419,5710,667,3880,336,4887,534,3347,208,4090,511,3033,204,3754,213,1402,143,1759,17,534,103,654,4114,24844,2349,31305,608,4280,488,5370,582,4040,423,5056,1134,8836,1025,10994,1469,8923,856,11254,1201,7858,725,9782,964,6511,477,7953,884,5774,408,7059,410,2833,264,3505,37,861,159,1057,7280,49916,4827,62023
