SA3_CODE_2021,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Samoa_0_4,P_Samoa_5_14,P_Samoa_15_24,P_Samoa_25_44,P_Samoa_45_54,P_Samoa_55_64,P_Samoa_65_74,P_Samoa_75_84,P_Samoa_85ov,P_Samoa_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
30401,0,7,0,11,4,3,0,0,0,24,0,3,11,30,24,23,18,6,0,117,0,8,21,85,52,37,23,14,3,243,0,0,0,10,8,10,21,4,9,61,0,0,0,8,0,14,7,0,0,30,0,8,15,32,40,45,39,29,16,219,3,18,24,41,17,21,42,6,0,174,0,29,93,179,134,104,77,29,6,648,0,16,27,81,81,131,63,31,10,436,0,17,12,99,29,34,40,3,0,235,0,6,9,33,19,4,0,4,0,89,0,0,0,4,0,0,3,0,0,10,7,18,24,59,20,24,15,12,0,187,0,24,46,171,205,165,137,33,22,806,0,3,0,9,3,15,8,4,0,41,0,0,3,46,24,41,13,4,0,127,3,36,76,262,168,177,141,78,26,970,23,61,60,165,82,79,76,48,25,622,1741,4575,3782,8156,4591,4166,3514,1773,717,33016
30402,0,4,0,19,6,0,0,0,0,35,0,0,16,44,70,49,22,15,9,220,3,16,21,80,46,36,21,8,0,229,0,3,0,31,20,19,21,3,6,105,0,0,0,4,0,3,0,0,0,12,0,21,20,33,86,94,54,28,18,360,9,35,32,53,56,28,27,9,3,247,12,165,242,495,454,263,192,67,17,1909,0,19,26,71,57,82,61,26,8,347,4,27,9,56,30,25,24,0,0,182,0,0,9,25,20,9,8,4,0,76,0,0,0,10,8,11,4,0,0,31,8,64,79,111,66,60,47,20,0,448,0,7,16,44,48,28,11,10,0,159,0,4,5,13,35,23,12,13,3,119,0,3,14,63,85,81,35,11,0,289,8,130,133,417,297,231,165,81,40,1499,28,97,93,206,140,114,83,112,135,1011,2311,7749,6034,9838,7663,5673,4483,2818,1169,47733
30403,0,26,10,96,14,6,0,0,0,150,0,10,44,54,48,42,20,6,5,218,0,10,63,165,43,9,19,3,0,318,0,0,3,28,14,14,9,0,0,70,0,0,4,8,6,0,0,0,0,14,0,7,40,38,60,34,43,34,13,267,5,52,84,131,22,19,12,12,0,336,3,32,166,233,127,86,69,19,3,739,10,20,53,183,55,31,24,11,5,388,0,16,48,164,57,24,46,0,0,367,0,25,34,79,19,6,4,0,0,163,0,7,3,23,4,3,0,0,0,46,40,99,153,161,71,48,32,21,6,628,11,38,61,214,79,52,39,8,0,503,0,6,10,11,19,9,8,8,0,72,0,3,22,37,18,24,17,6,0,127,31,212,248,863,268,166,118,69,27,2000,59,131,331,520,162,129,142,114,80,1676,2308,6509,11459,15482,6526,4715,4032,2357,910,54285
30404,0,0,5,15,0,0,0,0,0,24,0,9,8,45,64,30,15,8,0,176,0,12,25,122,46,44,32,8,0,286,0,0,0,41,12,20,23,3,10,106,0,0,4,0,0,5,0,0,0,14,3,29,21,78,71,66,63,34,14,375,0,12,12,29,23,5,10,0,5,87,12,84,73,314,181,88,59,31,0,846,0,3,6,57,19,21,21,18,5,159,0,4,5,31,14,5,3,3,0,67,3,20,44,50,24,4,11,0,0,159,0,0,0,14,12,0,0,0,0,32,15,36,40,95,57,38,30,0,0,315,0,3,11,25,27,14,18,3,0,101,0,5,4,14,18,9,8,7,0,64,0,0,3,43,19,25,13,0,0,105,3,90,114,479,234,152,114,63,19,1276,58,124,269,474,176,165,99,77,63,1496,3258,7881,7007,14766,7902,5309,4270,2622,1171,54179
30501,3,5,14,79,10,10,8,0,0,122,0,3,51,106,69,46,11,0,0,293,13,32,171,740,125,60,26,10,0,1179,0,3,3,96,25,19,10,3,4,168,0,0,3,7,16,7,3,0,0,37,0,5,38,178,68,62,56,26,9,445,3,28,73,180,39,22,25,5,0,378,0,14,100,397,127,62,25,16,5,745,4,23,70,156,71,22,17,4,0,371,6,27,150,550,101,55,37,5,3,940,6,22,118,535,50,15,9,5,0,751,0,3,0,98,11,16,0,0,0,137,15,46,121,430,82,64,38,21,0,818,3,58,185,349,190,98,79,25,6,999,0,0,15,47,20,19,12,4,3,118,0,0,26,74,26,22,14,0,0,159,32,163,613,3372,449,267,176,106,42,5227,120,286,1072,2918,680,540,407,240,111,6371,2401,4760,15169,38670,9925,7772,5327,2505,934,87467
30502,0,0,0,12,0,0,3,0,0,17,0,0,26,41,39,27,14,0,4,158,3,11,34,117,30,39,30,5,0,273,0,3,0,28,9,9,3,0,3,53,0,0,0,5,3,4,3,0,0,11,0,7,9,100,55,67,35,9,10,292,3,27,20,32,6,3,0,6,0,104,4,24,55,282,109,44,24,11,0,550,0,4,6,41,11,8,5,0,0,75,0,7,8,75,12,11,0,3,0,106,0,7,14,84,20,13,6,0,0,147,0,3,0,23,8,3,0,3,0,46,10,40,41,122,45,32,13,3,0,312,0,3,12,36,24,25,15,6,0,119,4,5,8,34,11,11,11,4,0,88,0,0,4,31,17,18,7,0,0,73,20,95,103,785,185,123,94,68,18,1489,71,137,207,702,243,188,119,62,39,1763,2497,5271,5811,15361,6461,4583,2692,1181,513,44376
30503,0,10,4,85,0,0,3,0,0,104,0,8,78,128,109,72,24,3,4,431,9,54,86,467,105,80,51,11,0,865,0,3,0,67,28,11,20,11,6,160,0,0,0,21,9,4,4,0,0,40,0,18,39,148,95,94,49,29,10,484,9,56,97,149,35,15,14,0,0,378,6,28,109,466,138,77,47,17,7,895,4,17,33,151,35,36,17,11,9,317,4,11,38,223,44,16,9,6,0,358,0,22,57,252,53,13,10,0,0,412,0,3,6,40,8,3,4,0,0,69,28,80,71,314,77,67,52,16,0,708,3,32,110,177,80,36,22,14,5,474,0,6,16,33,21,20,15,6,0,108,0,0,21,85,36,21,17,0,0,188,51,199,351,2136,394,244,155,83,24,3635,150,217,651,1973,530,403,248,194,106,4476,4401,9165,15025,37798,13108,9604,6217,3366,1381,100063
30504,0,0,3,19,3,3,0,0,0,34,0,6,18,56,56,35,16,0,0,188,0,8,43,139,33,23,17,0,0,256,0,0,0,44,17,7,10,10,3,91,0,0,0,11,0,0,0,0,0,10,3,9,26,80,69,76,31,11,8,310,8,27,49,92,21,8,5,0,0,211,0,17,101,291,112,74,48,11,9,661,0,9,14,67,15,13,21,8,0,149,4,5,17,127,24,9,10,0,0,206,4,4,38,93,29,9,5,0,0,175,0,0,0,22,9,5,0,3,0,42,20,87,91,214,82,64,35,11,5,615,4,6,48,61,37,10,0,0,0,166,0,4,5,23,25,13,3,6,0,77,0,0,15,53,26,6,0,0,0,102,26,127,177,950,258,182,104,55,25,1892,49,116,243,661,229,159,126,82,74,1741,2856,7099,10532,19069,8420,5841,3932,1898,680,60333
30601,0,3,0,6,0,4,0,0,0,16,8,101,154,229,172,95,48,5,5,811,0,20,38,162,71,66,38,4,0,406,0,7,0,35,32,14,30,3,0,121,0,0,0,0,4,0,0,0,4,10,0,4,15,55,64,110,83,35,12,390,0,12,10,3,22,13,10,0,0,72,5,33,72,163,127,73,36,19,3,536,0,4,14,35,11,20,12,8,0,99,0,3,6,35,10,3,0,0,0,60,3,24,21,92,58,26,10,0,0,239,0,0,0,7,6,7,0,0,0,17,6,21,33,108,52,53,56,22,7,345,0,5,6,36,21,3,3,0,0,80,0,4,4,29,15,31,18,7,0,114,0,0,16,16,27,18,15,5,0,96,15,53,67,411,277,269,187,105,34,1425,120,320,355,840,523,439,293,154,52,3102,3042,8178,6349,14514,8925,7932,5688,2463,690,57774
30602,0,5,4,38,3,3,0,0,0,58,9,109,210,434,352,218,152,30,6,1524,10,103,166,634,308,300,151,31,0,1695,0,4,0,36,9,9,29,8,4,102,0,4,9,31,17,22,28,5,0,105,0,3,8,66,62,63,77,52,17,349,0,6,3,30,19,11,11,6,0,87,0,14,37,121,62,39,31,12,0,311,0,8,10,63,28,31,25,9,0,178,0,5,6,148,15,5,5,0,0,183,3,43,72,283,106,36,21,8,0,581,6,0,0,22,11,3,0,0,0,39,8,18,21,154,51,48,37,25,0,359,0,28,38,124,70,24,12,6,0,312,0,0,8,28,10,20,17,6,0,91,0,3,17,52,22,19,10,0,0,122,16,136,220,1169,521,451,351,230,64,3160,522,1205,1401,3601,1386,1152,864,475,250,10848,6010,14015,12780,29684,14395,12523,9627,4762,1698,105489
30603,0,0,0,4,0,0,0,0,0,8,0,0,5,29,32,32,19,6,0,125,0,26,27,112,61,56,33,8,3,319,0,0,0,4,0,0,0,4,0,6,0,0,4,21,0,7,0,0,0,36,0,0,0,6,14,22,32,12,0,89,0,0,0,3,0,4,0,4,0,12,0,7,10,15,17,14,10,4,0,82,0,0,0,0,0,3,0,0,0,10,4,0,0,18,0,0,0,0,0,22,0,11,9,70,19,13,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,5,3,16,7,18,18,11,0,88,0,0,4,15,3,7,0,0,0,25,0,0,0,7,4,0,0,0,0,14,0,0,0,5,9,4,4,0,0,24,0,12,35,326,83,97,80,48,21,711,166,404,325,948,498,544,447,220,87,3636,1933,4500,3584,7701,4418,5486,4596,2298,815,35333
30604,0,0,0,0,0,0,0,0,0,0,0,0,5,3,12,10,8,0,0,39,0,8,3,30,9,8,3,3,0,71,0,0,0,4,0,6,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,18,7,22,18,9,0,79,0,0,0,3,4,3,0,0,0,15,0,0,0,21,4,5,11,0,0,50,0,0,0,0,0,4,4,0,0,8,0,0,0,4,0,0,0,0,0,6,0,4,0,29,9,4,5,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,5,28,7,15,28,5,0,88,0,0,0,6,4,0,0,0,0,17,0,0,0,6,0,8,5,0,0,21,0,0,0,0,4,3,0,0,0,10,6,7,16,204,42,49,39,25,8,393,55,126,130,434,221,210,205,87,23,1501,526,1301,1047,3029,1757,2025,1633,741,182,12252
30605,0,0,0,0,0,0,0,0,0,9,0,5,15,66,53,68,45,6,0,264,0,18,13,74,49,47,37,11,4,235,0,0,0,6,7,0,17,4,0,28,0,0,0,20,5,0,0,0,0,26,0,0,5,15,11,20,41,26,5,117,0,0,0,8,7,4,4,0,0,24,0,9,10,43,25,26,21,13,0,156,0,0,0,10,4,0,5,0,0,22,0,0,12,78,0,0,0,0,0,95,0,8,3,39,23,16,7,0,0,91,0,0,0,0,5,4,0,0,0,9,0,7,4,37,19,44,66,23,8,196,0,4,0,12,8,6,3,0,0,27,0,0,0,8,11,10,17,0,4,40,0,0,0,18,15,17,14,3,0,76,5,25,39,306,97,112,147,96,27,856,156,555,469,1018,613,660,587,343,171,4581,1935,5538,4120,8734,5570,6464,6043,3396,1113,42900
30701,0,0,0,10,0,0,0,0,0,12,0,0,5,8,20,9,5,0,0,50,0,57,60,160,93,52,22,9,0,457,0,3,0,7,3,0,4,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,12,10,7,0,54,0,0,0,0,3,0,0,0,0,9,9,23,19,79,39,32,6,0,0,210,0,0,0,13,0,0,0,0,0,19,4,0,3,40,4,0,0,0,0,45,0,0,4,14,4,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,3,0,5,13,4,4,13,4,0,48,0,0,0,11,0,0,0,0,0,19,0,0,0,3,5,0,4,0,0,22,0,0,5,22,9,10,8,0,0,56,3,11,21,199,40,40,23,21,3,366,243,601,563,1375,608,653,494,330,139,5004,2967,6259,4935,10980,5620,5765,4445,2456,806,44244
30702,0,0,0,0,0,0,0,0,0,7,0,4,4,17,16,20,3,0,0,63,13,87,82,276,109,47,25,4,0,647,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,20,26,10,0,65,0,0,0,0,4,0,0,0,0,10,3,16,17,67,38,33,14,6,3,210,0,0,0,4,5,5,0,0,0,17,0,0,5,48,0,8,3,0,0,66,0,0,4,11,3,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,4,11,5,16,14,4,4,74,0,0,0,14,0,0,0,0,0,18,0,0,0,0,0,4,5,3,0,15,0,4,5,13,14,8,4,4,0,55,0,10,14,75,34,42,39,26,8,243,155,383,425,847,491,558,401,307,152,3725,2504,6053,4873,9181,5548,5882,4876,2886,1059,42862
30703,0,3,0,3,4,0,0,0,0,11,0,4,0,9,19,16,0,0,0,46,0,22,41,120,54,44,25,0,0,311,0,0,0,0,0,0,9,7,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,23,23,15,8,87,0,5,0,6,4,3,0,0,0,13,0,6,12,26,27,23,21,4,0,119,0,0,0,0,0,3,0,4,0,14,0,0,0,47,3,0,0,0,0,53,0,3,3,16,10,5,5,0,0,46,0,0,0,0,0,0,0,0,0,0,0,3,9,18,21,22,20,11,4,97,0,5,0,9,3,6,0,0,0,19,0,0,0,7,3,7,0,5,0,15,0,0,0,5,3,9,12,4,0,41,0,5,21,156,46,77,76,65,15,468,109,381,307,661,439,526,520,369,135,3452,1944,5270,4169,7964,5186,6184,6190,3484,1128,41520
30801,0,0,0,0,0,0,0,0,0,3,0,4,5,24,18,10,0,0,0,55,0,55,49,148,62,28,12,0,0,365,0,0,0,9,0,0,0,0,0,10,0,0,5,23,0,0,0,0,0,26,0,3,0,9,7,13,5,9,0,47,0,0,0,0,0,0,0,0,0,3,9,25,42,102,67,22,5,0,0,270,0,8,5,13,3,0,0,0,0,28,0,7,0,18,0,0,0,0,0,27,0,5,5,36,10,0,0,0,0,68,0,0,0,4,3,0,0,0,0,3,0,3,3,13,6,18,9,4,0,60,0,0,6,20,4,0,0,0,0,28,0,0,0,3,4,6,0,0,0,14,0,0,10,27,23,11,3,0,0,72,0,10,48,144,40,30,26,18,3,320,157,360,378,1095,425,424,229,124,49,3230,2150,4702,3596,8616,3714,3337,1769,781,191,28849
30803,3,9,11,22,4,4,3,0,0,52,0,7,34,58,51,37,12,6,0,203,8,98,168,464,227,143,66,16,5,1191,0,0,0,5,5,0,8,7,0,27,0,0,0,13,0,0,0,0,0,24,0,5,8,33,24,62,63,44,19,259,3,0,5,12,14,14,3,3,0,57,6,61,77,211,140,93,42,20,3,648,6,15,26,124,58,12,5,0,0,251,0,3,4,27,0,0,0,0,0,41,0,14,21,70,35,21,5,0,0,168,0,0,0,0,4,0,0,0,0,5,6,18,16,69,36,52,41,14,0,239,0,21,75,154,75,23,13,0,0,357,0,4,0,14,3,22,21,16,3,83,0,18,29,67,43,22,15,0,3,198,6,34,38,247,125,124,123,71,18,802,359,939,1053,2620,1324,1274,842,544,272,9222,7025,16749,14777,30504,14927,15806,12260,6783,2528,121360
30804,0,4,0,14,0,0,0,0,0,15,0,4,0,9,9,0,0,0,0,22,3,14,14,53,25,14,9,3,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,5,0,0,6,3,0,14,0,0,0,0,0,0,0,0,0,5,0,12,3,21,13,13,0,0,0,55,5,9,6,12,5,0,0,0,0,27,0,0,0,3,0,0,0,0,0,4,0,0,0,7,6,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,13,0,0,3,10,3,0,0,0,0,25,0,0,0,4,0,0,0,0,0,6,0,0,0,12,5,4,3,0,0,25,0,0,3,50,11,12,5,6,0,90,94,225,235,499,260,269,184,129,55,1948,950,2100,1623,3787,1825,1880,1276,802,266,14513
30805,0,11,0,31,0,0,0,0,0,47,0,0,9,31,31,29,10,0,0,107,0,102,131,320,172,86,62,10,0,898,0,0,0,9,4,10,15,0,0,33,0,0,0,3,3,0,0,0,0,9,0,0,11,49,35,53,50,28,3,237,0,8,0,8,5,8,3,0,0,32,9,75,110,239,193,97,34,19,3,766,0,13,5,31,8,4,0,0,0,67,0,0,0,4,4,4,0,0,0,8,0,13,17,58,32,10,7,0,0,132,0,0,0,3,0,0,3,0,0,5,0,21,3,46,27,31,23,10,0,166,0,5,3,15,15,3,5,0,0,47,0,0,4,10,8,11,9,6,0,45,0,0,3,25,32,22,10,0,0,91,5,35,29,200,121,124,98,45,17,684,174,526,417,1213,743,696,465,220,100,4545,4049,9596,7166,16176,9062,8678,5715,2390,679,63515
30901,0,0,0,9,0,0,0,0,0,11,0,0,5,23,47,33,12,5,0,126,0,9,17,146,55,81,40,18,0,373,0,0,0,43,16,20,37,22,12,153,0,0,0,4,3,4,0,3,3,18,0,9,4,75,54,58,72,55,20,342,0,18,11,32,23,15,13,4,6,121,6,28,54,259,123,104,75,32,8,676,0,0,0,10,3,5,8,5,0,35,4,0,16,53,23,5,19,10,0,130,0,23,11,97,34,10,4,4,0,192,0,0,0,7,18,8,6,3,0,46,8,30,44,195,64,54,39,20,5,450,4,7,13,47,30,17,11,0,0,129,0,10,7,38,28,14,15,16,6,136,0,0,0,16,15,9,13,8,0,63,10,81,91,904,248,236,256,177,77,2082,130,296,404,1416,522,575,429,316,123,4218,3064,6521,7027,19755,8899,8082,7194,4215,1638,66400
30902,0,0,0,0,0,0,0,0,0,4,0,0,8,27,34,31,10,4,0,111,0,15,13,103,28,43,18,4,0,227,0,4,5,44,11,12,13,13,8,100,0,0,4,3,0,3,0,4,0,11,0,4,5,62,32,52,55,58,28,291,0,3,0,8,9,0,7,0,0,36,0,27,31,147,86,61,57,17,7,434,0,0,0,5,0,5,4,5,0,19,0,0,0,14,4,0,4,0,0,24,0,11,14,49,19,9,0,0,0,108,0,0,0,0,0,3,6,0,0,11,6,38,49,134,49,58,48,20,6,393,0,5,5,7,10,3,0,3,0,32,0,4,5,32,21,15,12,11,0,98,0,0,0,13,9,11,6,3,0,39,8,28,50,438,123,105,131,82,33,1005,120,249,259,909,401,357,316,253,154,3025,2960,6441,6001,15450,7560,7448,6506,3548,1599,57511
30903,4,7,20,109,22,10,0,3,0,185,0,0,14,27,32,40,30,9,0,145,7,40,75,331,140,141,72,20,3,824,0,0,3,22,16,33,41,26,3,153,0,0,5,8,7,10,7,11,0,47,0,14,12,44,65,87,131,112,38,508,6,6,8,24,23,33,19,4,0,115,0,21,66,213,153,139,111,56,10,772,0,10,9,20,19,16,16,6,4,97,3,0,7,90,19,7,18,0,0,161,3,9,42,151,75,29,13,0,0,328,0,3,3,13,25,26,21,16,3,108,7,31,29,69,34,46,53,12,4,277,0,8,31,87,51,14,12,0,0,212,0,4,4,19,19,25,40,20,4,135,0,4,9,41,19,31,27,0,0,130,14,124,185,728,372,408,356,264,72,2537,139,350,441,1013,574,534,592,448,198,4295,2812,6352,7071,15849,9289,9686,9735,6398,2187,69387
30904,0,0,0,4,0,0,0,0,0,5,0,0,0,3,19,14,10,0,0,48,0,0,3,25,8,11,6,0,0,59,0,0,0,0,9,0,11,6,0,33,0,0,0,0,0,0,4,0,0,4,0,3,3,16,26,31,27,8,6,119,0,3,0,0,7,4,7,0,0,25,0,6,15,46,40,47,29,11,0,200,0,0,0,3,0,5,3,0,0,14,0,0,0,3,0,0,0,0,0,8,0,0,7,15,6,3,3,0,0,37,0,0,0,0,0,0,0,0,0,5,4,11,5,38,15,24,23,12,0,130,0,0,0,4,8,0,0,0,0,9,0,0,0,3,9,14,10,4,0,39,0,0,0,4,7,13,3,7,0,38,5,9,15,93,63,79,76,41,17,407,45,135,125,296,203,185,143,64,19,1220,960,2521,1942,4236,3107,3192,2587,1273,299,20113
30905,0,0,3,7,9,3,0,0,0,19,0,0,3,7,27,15,12,0,0,70,0,6,24,63,42,27,13,11,0,187,0,0,0,11,16,20,18,5,3,71,0,0,0,4,9,0,0,0,0,16,0,11,8,28,53,50,36,19,4,209,0,4,0,11,5,7,5,6,0,44,3,65,82,238,197,131,49,18,9,787,0,0,0,9,5,4,9,4,0,36,0,3,5,18,9,7,7,0,0,43,0,13,6,25,19,9,0,0,0,73,0,0,3,0,3,6,0,3,0,18,3,26,26,65,44,26,21,3,0,218,0,7,3,21,10,13,5,0,0,44,0,3,4,18,22,17,11,3,6,80,0,0,3,29,16,11,8,3,0,69,3,50,45,196,150,105,127,69,21,772,69,220,172,374,227,174,113,65,26,1437,2087,5895,4377,8547,5629,4254,3182,1564,494,36033
30906,0,6,16,43,15,8,6,0,0,92,0,5,6,22,53,26,11,3,0,135,0,32,45,205,132,105,56,12,7,593,0,3,3,27,20,26,33,6,7,117,0,0,3,16,9,7,6,5,0,48,0,10,20,75,42,83,80,56,13,385,0,8,8,27,20,22,12,5,0,106,6,38,104,298,165,124,76,39,19,861,0,7,4,24,3,15,17,6,3,85,4,4,0,56,18,16,12,0,4,127,0,17,25,92,42,21,12,0,0,208,0,0,0,11,3,7,9,0,0,30,0,27,25,103,40,40,39,8,5,288,0,6,14,38,14,10,3,5,0,92,0,3,6,20,29,17,19,19,0,106,0,0,6,29,21,14,13,5,0,86,3,54,82,497,291,309,251,167,72,1720,144,414,311,833,405,302,271,219,114,3021,3989,9579,8295,18245,9829,8312,6493,3737,1209,69688
30907,0,16,21,88,27,14,0,0,0,165,0,3,19,54,60,41,24,0,5,207,6,66,112,573,231,139,89,17,9,1259,0,0,6,64,28,21,49,12,4,201,0,6,9,62,49,38,23,5,0,190,0,26,54,153,176,188,152,93,28,874,0,14,20,79,40,25,28,4,0,217,15,209,393,942,675,446,200,93,14,2978,0,13,19,63,46,28,29,8,3,212,0,15,19,158,36,20,16,0,0,270,5,36,36,170,58,26,11,0,0,343,4,7,5,53,31,29,8,8,0,136,4,56,64,183,87,79,58,35,3,564,0,4,18,125,51,12,7,6,0,229,0,13,25,64,57,48,43,32,11,291,0,6,28,156,97,59,28,7,3,390,18,163,282,1198,679,567,445,217,68,3643,579,1266,996,2595,1022,627,463,281,106,7926,11519,24841,20521,46076,20944,15460,11571,5603,1519,158062
30908,0,4,7,16,0,0,0,0,0,26,0,7,10,16,35,12,5,0,0,80,3,23,38,207,100,90,47,21,3,530,0,4,3,19,14,5,42,14,14,119,0,0,0,5,9,0,3,5,0,16,0,16,13,49,37,62,73,55,20,319,0,16,9,28,15,20,17,6,0,113,4,63,123,287,178,142,110,33,10,949,0,7,30,39,13,17,18,7,4,121,5,18,24,117,55,24,18,12,0,274,0,24,34,100,36,23,10,3,0,235,0,0,0,10,11,7,6,3,0,33,4,39,36,108,31,41,30,5,7,300,0,10,14,57,17,24,8,3,0,132,0,11,6,27,19,8,16,10,11,116,0,0,5,47,25,14,17,6,0,106,10,77,133,597,248,203,210,161,78,1716,85,244,279,653,283,193,244,189,192,2356,2635,6597,7177,14812,7015,5773,5166,3287,1434,53903
30909,0,5,19,58,6,4,4,0,0,88,0,3,22,28,33,40,11,0,0,145,4,42,115,548,180,138,89,17,7,1137,0,0,3,21,15,18,30,21,13,125,0,0,0,11,5,7,3,3,0,30,0,3,15,54,34,73,67,69,20,331,3,3,33,55,13,27,18,4,0,145,0,22,77,198,82,92,62,29,9,575,0,13,32,71,21,10,14,11,3,173,7,14,46,246,42,30,22,8,0,404,0,24,46,178,62,24,14,0,0,353,0,0,3,22,11,7,7,11,0,64,5,28,42,109,27,41,26,15,4,306,0,21,87,141,47,30,15,3,0,345,0,0,9,18,16,13,18,3,0,73,0,0,23,40,9,18,15,4,0,108,10,108,237,909,321,279,268,188,83,2402,142,372,688,1342,534,499,429,408,321,4733,2728,6187,9874,18405,8100,7273,6036,4042,1834,64482
