SA3_CODE_2021,POL_Tamil_UOLSE_NWorNAA,POL_Tamil_UOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_UOLSE_VWorW,POL_Thai_UOLSE_NWorNAA,POL_Thai_UOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_UOLSE_VWorW,POL_Turkish_UOLSE_NWorNAA,POL_Turkish_UOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_UOLSE_VWorW,POL_Vietnamese_UOLSE_NWorNAA,POL_Vietnamese_UOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_UOLSE_VWorW,POL_Oth_UOLSE_NWorNAA,POL_Oth_UOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_UOLSE_VWorW,POL_Tot_UOLSE_NWorNAA,POL_Tot_UOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LUatH_NS_SEO,P_LUatH_NS_UOLSE_VWorW,P_LUatH_NS_UOLSE_NWorNAA,P_LUatH_NS_UOLSE_Tot,P_LUatH_NS_NS,P_LUatH_NS_Tot,P_Tot_SEO,P_Tot_UOLSE_VWorW,P_Tot_UOLSE_NWorNAA,P_Tot_UOLSE_Tot,P_Tot_NS,P_Tot_Tot
31802,9,230,0,230,..,249,56,301,0,301,..,13,0,19,0,19,..,311,116,424,3,429,..,3952,677,4627,69,4700,..,13464,1621,15084,161,15250,..,844,91,939,14816,15760,161813,14306,1711,16019,14980,192820
31901,0,41,0,43,..,103,125,231,0,231,..,53,17,71,0,71,..,161,84,250,0,251,..,821,142,964,18,985,..,4021,848,4868,66,4935,..,264,47,311,5508,5820,83044,4291,896,5180,5573,93797
31902,0,4,0,4,..,40,9,45,0,45,..,0,0,0,0,0,..,32,3,37,0,37,..,410,73,484,14,503,..,1509,238,1744,35,1779,..,133,16,147,4491,4635,43261,1643,247,1889,4526,49678
31903,0,8,0,15,..,43,5,49,0,49,..,0,0,0,0,0,..,27,11,44,0,44,..,276,34,315,6,319,..,1305,126,1432,26,1460,..,115,12,127,3427,3553,48133,1417,141,1562,3449,53141
31904,0,33,0,35,..,103,22,128,0,127,..,17,0,21,0,21,..,34,9,43,0,43,..,636,74,714,16,731,..,2845,260,3107,44,3143,..,155,11,161,3407,3565,56784,3000,262,3266,3446,63492
31905,0,13,0,13,..,55,6,65,0,65,..,0,0,0,0,0,..,17,3,20,0,22,..,268,47,315,7,324,..,1024,116,1134,12,1148,..,103,3,109,3682,3783,42697,1121,119,1245,3690,47629
39797,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,19,0,21,0,22,..,0,0,0,128,128,32,19,0,21,130,183
39999,0,0,0,0,..,13,3,18,0,18,..,5,0,5,0,5,..,21,5,23,0,23,..,272,31,300,7,316,..,1031,135,1163,19,1184,..,56,4,62,3455,3517,9972,1085,140,1226,3475,14670
40101,0,109,0,109,..,78,12,92,0,92,..,38,3,39,0,39,..,399,35,433,0,433,..,406,39,447,5,454,..,7963,998,8962,35,9001,..,104,4,111,1940,2051,13980,8071,1008,9073,1975,25026
40102,0,20,0,20,..,54,11,66,0,60,..,14,0,17,0,16,..,69,26,90,0,90,..,672,78,745,26,767,..,3790,323,4112,47,4164,..,135,11,150,3035,3184,72374,3930,331,4259,3085,79723
40103,4,202,4,204,..,80,6,85,0,81,..,25,0,30,0,30,..,291,27,318,0,318,..,738,52,792,18,813,..,11161,1385,12546,116,12661,..,136,9,140,845,988,32387,11294,1395,12683,958,46030
40104,7,286,0,286,..,48,12,61,0,61,..,14,0,14,0,19,..,255,52,311,5,310,..,1142,127,1265,28,1297,..,17136,2426,19563,179,19737,..,203,29,232,1510,1739,33690,17339,2455,19795,1689,55173
40105,6,115,0,115,..,70,12,78,0,80,..,15,0,15,0,15,..,278,21,301,3,302,..,601,84,686,29,712,..,8667,1218,9886,88,9969,..,83,9,95,1133,1228,26290,8752,1228,9976,1216,37487
40106,10,120,0,120,..,50,14,64,0,64,..,15,0,15,0,15,..,811,117,928,6,936,..,542,73,619,12,633,..,7262,851,8117,66,8183,..,78,14,93,841,937,21170,7346,870,8215,907,30289
40107,4,98,0,98,..,53,10,61,0,62,..,17,0,17,0,17,..,148,28,175,0,175,..,534,39,570,13,584,..,6613,824,7441,60,7496,..,108,14,124,805,927,30220,6723,834,7555,859,38641
40201,4,9,0,8,..,20,0,20,0,19,..,0,0,0,0,0,..,70,48,117,0,119,..,284,58,342,5,344,..,1500,216,1721,15,1732,..,93,10,100,1345,1439,34532,1598,221,1819,1356,37709
40202,7,81,0,81,..,110,20,136,0,141,..,92,16,104,0,104,..,553,389,938,3,945,..,4975,1568,6537,99,6639,..,11535,3561,15098,203,15303,..,528,116,639,5277,5920,78713,12062,3680,15740,5480,99932
40203,22,327,3,333,..,132,27,159,0,159,..,59,9,67,0,67,..,1475,459,1936,10,1949,..,4080,1450,5523,117,5639,..,27040,4761,31803,351,32157,..,392,124,512,3409,3923,40778,27433,4890,32318,3766,76855
40204,22,420,0,420,..,220,75,296,3,300,..,111,19,132,0,132,..,3764,1962,5725,35,5754,..,8896,3200,12101,162,12260,..,36537,9804,46336,453,46791,..,951,309,1265,5399,6659,91096,37486,10117,47602,5852,144550
40205,7,183,3,191,..,73,15,86,0,86,..,41,7,52,0,52,..,183,37,220,3,224,..,1677,283,1958,43,2002,..,12271,1562,13836,176,14013,..,285,38,324,2358,2687,79968,12562,1604,14164,2528,96660
40301,0,34,0,34,..,38,6,43,0,46,..,21,5,28,0,28,..,65,15,79,0,79,..,478,81,559,20,573,..,3445,345,3793,44,3839,..,110,9,119,1064,1180,30692,3555,356,3910,1107,35711
40302,5,297,0,298,..,127,21,147,0,147,..,34,0,39,0,38,..,322,55,379,8,383,..,1815,329,2144,58,2199,..,17293,2458,19755,216,19968,..,389,59,446,2556,3003,73355,17676,2518,20196,2775,96326
40303,3,117,0,115,..,75,3,78,0,82,..,15,7,18,0,18,..,219,41,264,3,264,..,1017,91,1109,27,1139,..,9059,1003,10066,108,10173,..,178,19,192,1395,1596,54522,9241,1021,10262,1507,66290
40304,5,117,0,117,..,151,24,173,0,175,..,8,5,12,0,12,..,151,17,171,0,176,..,1890,278,2168,56,2225,..,11125,1277,12405,159,12564,..,397,21,424,6431,6857,157114,11521,1301,12829,6590,176533
40401,13,265,3,278,..,133,30,162,0,168,..,65,7,74,0,77,..,2348,993,3348,28,3371,..,2935,524,3462,68,3531,..,27145,4819,31962,294,32256,..,486,95,576,3698,4273,81910,27631,4909,32544,3990,118442
40402,16,182,0,187,..,66,17,81,0,81,..,17,0,17,0,17,..,3163,1856,5019,34,5049,..,1744,367,2110,40,2152,..,12641,3621,16265,145,16405,..,266,50,314,2311,2629,41814,12908,3672,16579,2451,60848
40403,13,159,3,165,..,120,34,152,0,152,..,31,4,37,0,37,..,385,94,480,0,480,..,1456,271,1724,66,1793,..,17038,2432,19472,193,19666,..,254,34,289,1839,2124,43264,17293,2466,19758,2034,65057
40501,0,0,0,0,..,29,0,31,0,31,..,0,0,0,0,0,..,26,9,31,0,31,..,208,38,248,13,263,..,926,95,1020,25,1043,..,68,0,70,1760,1831,35097,989,99,1091,1786,37975
40502,0,0,0,0,..,14,3,15,0,15,..,0,0,0,0,0,..,8,0,8,0,8,..,83,13,93,6,105,..,577,61,634,14,647,..,52,3,54,1331,1386,20663,627,62,688,1344,22691
40503,0,7,0,13,..,14,7,22,0,22,..,0,0,0,0,0,..,19,6,21,0,21,..,200,36,237,0,238,..,821,114,936,11,949,..,97,4,100,1709,1806,24404,924,110,1034,1720,27164
40504,0,0,0,0,..,21,5,18,0,18,..,0,0,0,0,0,..,11,0,12,0,12,..,106,12,121,5,128,..,489,43,529,13,545,..,59,5,67,1873,1932,24178,545,45,593,1885,26652
40601,0,47,0,49,..,43,11,53,0,53,..,7,0,9,0,9,..,28,7,36,0,36,..,795,61,860,52,916,..,2655,201,2859,84,2949,..,238,13,251,3860,4106,50034,2895,217,3112,3943,57092
40602,0,22,3,28,..,15,7,16,0,16,..,5,0,5,0,6,..,38,6,43,0,43,..,2174,286,2459,134,2590,..,3350,381,3729,157,3887,..,157,18,176,2874,3052,18618,3507,405,3903,3031,25560
40701,0,3,0,3,..,39,9,48,6,58,..,4,0,5,0,5,..,29,3,32,0,32,..,371,34,399,11,414,..,1504,119,1623,34,1657,..,110,0,114,2626,2738,51201,1614,124,1735,2660,55593
40702,3,39,0,42,..,73,21,102,0,95,..,7,0,8,0,8,..,70,24,97,0,97,..,894,480,1375,30,1402,..,3018,846,3863,65,3928,..,164,28,191,4677,4870,58063,3182,876,4058,4739,66851
40703,0,30,0,30,..,51,5,55,0,55,..,93,28,122,0,122,..,126,75,199,0,202,..,731,202,929,15,947,..,4300,950,5246,51,5298,..,203,22,225,5173,5400,60564,4498,968,5467,5228,71259
49797,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,5,5,0,8,0,8,5,12
49999,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,8,0,8,..,85,10,92,11,105,..,270,33,302,11,314,..,32,6,32,770,806,2261,300,34,334,777,3377
50101,0,20,0,17,..,97,15,114,0,114,..,0,0,0,0,0,..,72,30,98,0,98,..,499,143,645,15,659,..,2942,345,3288,55,3341,..,185,17,201,3531,3738,50256,3130,357,3487,3587,57332
50102,6,55,0,55,..,131,24,157,0,157,..,11,0,11,0,11,..,101,54,154,0,154,..,1196,143,1341,36,1375,..,7194,805,8000,101,8102,..,318,23,339,6349,6688,92765,7510,824,8336,6453,107549
50103,0,6,0,6,..,24,0,27,0,26,..,0,0,0,0,0,..,18,11,30,0,30,..,256,40,298,9,308,..,1004,127,1130,14,1148,..,38,6,51,1768,1819,20901,1040,133,1178,1784,23863
50201,4,47,0,47,..,273,50,320,3,328,..,9,0,9,0,9,..,119,40,159,0,162,..,1220,117,1335,31,1363,..,6110,536,6643,68,6715,..,463,31,492,6114,6606,94318,6576,566,7140,6183,107641
50301,5,175,0,175,..,82,9,93,0,89,..,31,4,32,0,32,..,206,29,229,0,230,..,1085,57,1145,25,1167,..,9548,756,10305,94,10396,..,198,15,211,2557,2772,58567,9748,772,10512,2649,71735
50302,8,319,7,323,..,378,70,449,0,447,..,69,8,72,0,72,..,996,244,1237,8,1242,..,3424,249,3670,66,3740,..,23394,2739,26133,260,26397,..,551,49,602,6050,6651,77482,23947,2787,26734,6308,110530
50401,5,240,3,238,..,249,40,290,5,293,..,80,26,99,0,99,..,1823,787,2615,19,2630,..,2501,350,2845,52,2902,..,17379,3267,20638,232,20869,..,390,56,441,3516,3959,59632,17765,3322,21082,3750,84462
50402,0,30,0,30,..,89,15,103,0,108,..,8,0,8,0,8,..,33,15,47,0,47,..,536,49,591,15,603,..,2690,247,2934,28,2963,..,131,8,143,3834,3968,36855,2820,257,3072,3863,43792
50403,46,593,13,601,..,385,70,459,0,459,..,40,10,54,0,54,..,2066,980,3048,20,3069,..,6843,1224,8064,139,8201,..,29797,4618,34413,368,34780,..,787,126,918,6679,7602,105946,30583,4746,35333,7047,148324
50501,6,118,3,124,..,302,50,348,0,352,..,37,0,37,0,37,..,358,98,458,3,460,..,2068,207,2278,45,2321,..,15656,1452,17111,169,17279,..,518,28,550,4420,4972,138390,16180,1487,17659,4587,160641
50502,19,351,6,358,..,530,94,627,0,630,..,194,66,256,3,263,..,3196,1373,4576,26,4594,..,8654,1618,10273,170,10443,..,48776,8081,56860,592,57455,..,1089,187,1276,9208,10486,140207,49865,8268,58136,9808,208149
50503,15,310,3,317,..,534,71,609,6,611,..,82,7,89,0,89,..,3431,1921,5353,40,5392,..,7750,1531,9280,154,9430,..,36644,6178,42821,388,43210,..,1108,207,1321,8187,9510,155783,37753,6386,44149,8579,208506
50601,114,1286,13,1299,..,246,33,280,0,281,..,47,4,53,0,53,..,120,32,153,3,158,..,3781,590,4373,91,4465,..,19708,2193,21902,309,22213,..,442,83,524,4528,5049,66921,20153,2276,22423,4842,94184
50602,16,193,0,194,..,316,76,394,3,399,..,110,41,144,4,147,..,613,150,763,6,775,..,2894,435,3331,69,3405,..,18528,2565,21097,263,21359,..,446,53,496,4548,5051,48899,18979,2619,21591,4820,75312
50603,63,1324,13,1339,..,290,56,344,3,350,..,384,117,494,6,502,..,565,166,736,4,739,..,4027,443,4465,105,4567,..,35850,5314,41169,418,41584,..,642,99,736,3973,4712,52839,36492,5416,41906,4396,99139
50604,208,1933,22,1947,..,399,73,467,4,469,..,264,56,319,3,318,..,487,169,661,11,670,..,7052,1801,8856,136,8985,..,37716,6810,44527,470,44991,..,811,197,1009,6840,7846,73536,38522,7009,45530,7305,126376
50605,15,171,0,172,..,164,23,182,3,188,..,19,4,26,0,26,..,68,20,83,0,83,..,1437,236,1672,31,1703,..,6571,726,7298,99,7399,..,202,18,220,2274,2501,48865,6771,743,7517,2380,58762
50606,8,90,0,88,..,35,4,37,0,37,..,4,0,4,0,4,..,19,14,32,0,32,..,876,81,954,21,971,..,3172,283,3451,40,3494,..,125,15,135,1660,1794,26955,3296,296,3591,1702,32242
50607,3,134,0,133,..,136,25,163,0,163,..,45,7,60,0,60,..,221,51,266,0,270,..,938,111,1052,33,1088,..,7917,866,8789,109,8895,..,200,22,217,1988,2204,32350,8117,889,9005,2092,43448
50701,16,283,7,286,..,265,54,315,0,318,..,50,12,59,0,59,..,263,75,338,3,348,..,2429,304,2727,77,2802,..,21808,2903,24706,283,24992,..,537,72,606,4518,5122,85716,22338,2972,25312,4798,115824
50702,0,11,0,11,..,54,5,59,0,58,..,26,0,25,0,25,..,34,8,49,6,49,..,589,73,664,9,671,..,4104,556,4659,46,4709,..,111,16,125,2207,2331,32872,4211,577,4785,2255,39910
50703,15,158,0,158,..,130,21,145,0,148,..,0,0,0,0,0,..,86,27,111,0,114,..,1435,116,1553,44,1592,..,8779,887,9666,146,9812,..,195,23,219,3374,3602,32453,8980,909,9891,3523,45867
50704,10,473,0,474,..,258,43,300,0,300,..,48,3,54,0,54,..,292,45,336,0,337,..,1399,141,1535,26,1566,..,19300,2167,21468,170,21636,..,412,36,451,3347,3796,80696,19714,2205,21918,3510,106127
50705,0,128,0,129,..,377,54,432,4,436,..,24,0,26,0,25,..,206,71,280,6,285,..,2357,256,2614,64,2683,..,9937,980,10917,134,11049,..,512,40,553,7340,7890,116738,10449,1022,11473,7473,135678
50901,0,24,0,24,..,78,12,88,0,88,..,8,0,6,0,6,..,61,17,81,0,81,..,876,335,1214,18,1228,..,3453,602,4061,40,4098,..,151,22,170,4503,4678,53100,3606,630,4233,4550,61880
50902,0,20,0,20,..,51,21,68,0,68,..,0,0,0,0,0,..,49,30,80,4,81,..,550,63,613,29,642,..,2361,272,2634,69,2703,..,141,16,157,6002,6157,47076,2509,285,2791,6068,55937
50903,0,9,0,9,..,6,4,15,4,14,..,0,0,0,0,0,..,8,7,12,0,12,..,204,22,221,6,227,..,830,67,896,17,914,..,44,12,52,1983,2036,16411,875,76,947,2000,19357
51001,0,16,0,16,..,81,16,97,0,95,..,10,0,9,0,10,..,42,7,51,0,51,..,4739,361,5100,163,5264,..,6417,479,6898,201,7101,..,374,190,561,5177,5738,22253,6791,672,7462,5378,35092
51002,5,27,0,32,..,128,21,146,6,152,..,10,4,12,0,18,..,54,0,54,0,54,..,1742,157,1897,27,1925,..,3957,314,4275,55,4333,..,223,15,242,4580,4823,16293,4181,333,4514,4642,25443
51003,0,32,0,32,..,169,24,191,3,194,..,3,0,3,0,3,..,41,13,54,0,54,..,1135,64,1198,36,1233,..,3304,221,3523,60,3584,..,188,13,200,5055,5254,20757,3487,234,3725,5111,29594
51101,0,6,0,6,..,37,0,42,0,42,..,0,0,0,0,0,..,20,0,27,0,27,..,158,12,167,3,170,..,682,52,730,8,742,..,65,5,66,1591,1660,13572,750,53,797,1600,15970
51102,0,3,0,3,..,14,8,20,0,20,..,0,0,0,0,0,..,103,77,174,0,178,..,170,19,193,5,199,..,791,172,967,22,984,..,39,4,45,1353,1396,7157,831,175,1013,1372,9537
51103,0,48,4,49,..,152,27,183,0,184,..,10,0,10,0,10,..,46,14,59,0,61,..,2308,163,2471,48,2520,..,5134,371,5509,80,5591,..,252,37,293,5133,5424,27246,5391,410,5803,5214,38267
51104,0,24,0,24,..,116,23,140,0,140,..,4,0,4,0,4,..,114,53,166,4,169,..,785,68,855,22,874,..,3264,337,3602,53,3657,..,223,15,242,6437,6673,44652,3490,352,3844,6492,54981
59797,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,61,3,66,0,66,..,0,0,0,219,221,232,59,3,65,218,514
59999,3,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,10,0,15,0,15,..,97,16,114,3,117,..,432,51,479,9,486,..,70,5,78,3411,3488,4079,497,56,555,3421,8055
60101,0,6,0,6,..,9,0,13,0,13,..,0,0,0,0,0,..,16,7,26,0,26,..,98,19,124,4,127,..,600,80,678,13,695,..,39,9,47,1029,1073,17819,644,87,725,1038,19589
60102,0,32,0,32,..,63,7,75,0,72,..,16,0,16,0,13,..,159,21,183,0,182,..,404,65,473,17,490,..,4520,459,4980,57,5034,..,158,11,170,2661,2832,51292,4681,468,5150,2715,59161
60103,9,105,3,104,..,59,9,67,4,71,..,5,0,4,0,4,..,309,65,377,10,379,..,1000,290,1288,39,1332,..,8399,1112,9515,141,9651,..,228,51,279,2656,2942,45416,8630,1165,9794,2800,58008
60104,5,49,0,49,..,54,5,56,0,59,..,6,3,12,0,12,..,89,7,99,6,100,..,390,44,432,25,460,..,3735,380,4113,66,4180,..,86,11,96,983,1076,31386,3821,396,4211,1046,36641
60105,6,102,0,102,..,90,12,101,0,101,..,24,4,30,0,30,..,343,23,367,4,372,..,749,121,872,29,902,..,10426,905,11331,92,11428,..,174,17,193,2181,2374,41365,10603,924,11528,2279,55163
60106,0,3,0,3,..,17,0,18,0,22,..,0,0,0,0,0,..,4,4,10,0,10,..,126,10,140,5,139,..,642,52,684,16,706,..,33,0,37,1033,1072,16740,673,52,726,1050,18515
60201,3,101,0,101,..,91,13,104,0,104,..,10,0,10,0,10,..,214,32,244,3,247,..,1167,362,1531,40,1573,..,7667,1263,8932,110,9037,..,285,58,340,3601,3938,74371,7952,1318,9274,3707,87345
60202,0,0,0,0,..,10,3,11,0,11,..,4,0,4,0,4,..,8,0,9,0,9,..,130,21,154,10,159,..,621,77,696,14,712,..,35,0,34,1316,1352,22190,654,78,733,1331,24254
60203,0,17,0,17,..,30,4,36,0,36,..,5,0,5,0,5,..,3,0,3,0,9,..,239,14,254,10,261,..,926,78,1001,18,1021,..,105,4,107,2315,2420,36158,1028,83,1110,2336,39600
60301,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,47,9,55,3,53,..,222,7,230,0,235,..,21,0,20,962,976,11231,238,9,250,964,12440
60302,0,0,0,0,..,18,0,18,0,18,..,8,5,8,0,11,..,8,5,10,0,10,..,147,11,159,0,160,..,844,47,892,13,904,..,53,0,47,1365,1413,19390,893,53,944,1373,21707
60303,0,0,0,0,..,4,3,3,0,3,..,0,0,0,0,0,..,6,0,8,0,8,..,58,4,56,0,56,..,368,27,397,4,398,..,24,0,28,562,588,6597,394,26,418,563,7582
60401,0,31,0,31,..,39,10,48,0,48,..,0,0,0,0,0,..,24,0,27,0,27,..,291,45,333,3,342,..,1465,146,1611,19,1627,..,106,4,113,2461,2568,45828,1570,150,1718,2477,50028
60402,0,12,0,12,..,36,7,40,0,40,..,0,0,0,0,0,..,50,22,73,0,77,..,346,61,411,16,425,..,2010,225,2238,26,2261,..,129,3,128,2373,2499,43525,2137,231,2366,2398,48293
60403,0,0,0,0,..,5,4,9,0,9,..,0,0,0,0,0,..,7,0,7,0,9,..,120,11,134,0,136,..,657,44,701,9,710,..,36,0,35,1513,1553,15574,693,45,735,1526,17841
69797,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,11,0,0,0,3,19
69999,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,18,3,27,0,23,..,63,11,73,3,74,..,4,0,4,314,325,978,70,11,77,318,1377
70101,3,96,0,96,..,109,29,141,0,141,..,16,0,23,0,23,..,272,42,317,0,317,..,747,77,825,35,860,..,6988,558,7551,81,7630,..,160,29,186,2350,2540,16879,7147,584,7733,2435,27044
70102,24,282,0,284,..,296,80,380,0,380,..,18,0,19,0,19,..,438,143,578,0,583,..,1954,314,2270,63,2333,..,15309,1953,17264,210,17474,..,374,62,439,3978,4419,32805,15686,2017,17703,4186,54701
70103,0,3,0,3,..,95,23,119,0,121,..,0,0,0,0,0,..,69,66,136,0,136,..,253,33,288,5,292,..,1033,197,1232,10,1240,..,70,8,73,3076,3148,16595,1103,208,1307,3081,20983
70104,7,112,0,111,..,190,42,235,0,231,..,4,0,4,0,4,..,210,69,287,4,289,..,1162,164,1322,30,1351,..,5894,642,6537,98,6633,..,265,41,304,3240,3543,27004,6158,680,6842,3335,37176
70201,5,29,0,29,..,66,10,72,0,72,..,5,3,5,0,5,..,76,25,97,0,97,..,8074,1148,9220,306,9525,..,11630,1465,13096,357,13455,..,287,55,343,2946,3294,19727,11923,1524,13446,3307,36471
70202,0,3,0,3,..,7,7,12,0,12,..,5,0,5,0,5,..,7,0,7,0,7,..,1822,135,1954,18,1972,..,2110,150,2255,27,2284,..,39,22,57,439,496,2506,2140,174,2316,466,5287
70203,0,0,0,0,..,16,3,23,0,23,..,0,0,0,0,0,..,60,56,107,0,106,..,7934,1369,9304,247,9555,..,8369,1468,9838,254,10094,..,80,29,112,1226,1339,4371,8452,1499,9944,1478,15805
70204,0,14,0,14,..,8,0,12,0,12,..,0,0,0,0,0,..,0,0,6,0,6,..,6113,1490,7607,195,7800,..,6454,1568,8017,204,8227,..,156,21,176,1178,1358,3217,6605,1589,8195,1384,12798
70205,0,10,0,10,..,26,3,30,0,30,..,4,0,4,0,4,..,22,12,27,0,27,..,6046,648,6687,74,6762,..,6948,700,7649,94,7744,..,192,29,223,2284,2506,8492,7138,732,7871,2378,18739
79797,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,7,0,11,0,11,..,0,0,0,24,24,63,7,4,11,24,99
79999,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,310,41,349,36,392,..,454,56,514,42,551,..,109,11,125,1214,1343,1605,567,70,636,1259,3500
80101,3,341,3,351,..,282,51,332,0,335,..,83,7,86,0,89,..,1253,326,1579,14,1592,..,3430,464,3892,65,3961,..,22466,2731,25200,223,25419,..,411,61,473,3397,3876,76764,22874,2795,25669,3621,106061
80103,0,4,0,4,..,13,0,13,0,13,..,0,0,0,0,0,..,7,0,7,0,7,..,54,6,60,4,61,..,191,22,213,5,214,..,6,0,6,773,769,950,191,22,213,773,1934
80104,40,870,14,883,..,222,46,261,5,269,..,94,11,99,6,108,..,1215,307,1522,10,1532,..,3932,507,4440,103,4541,..,29520,3863,33381,344,33719,..,444,83,531,2575,3109,50856,29964,3948,33914,2919,87682
80105,4,197,0,197,..,135,35,168,0,169,..,31,3,34,0,34,..,548,119,667,11,673,..,1790,195,1983,31,2016,..,11885,1153,13034,112,13148,..,222,34,258,3320,3572,44461,12102,1187,13294,3433,61188
80106,5,111,0,111,..,51,6,57,0,57,..,55,4,60,0,59,..,162,22,177,3,182,..,638,62,697,12,708,..,5696,385,6082,60,6140,..,113,15,122,1790,1914,23533,5811,404,6210,1848,31592
80107,12,325,5,326,..,204,54,260,0,264,..,27,3,34,4,33,..,565,131,696,9,704,..,1833,290,2126,37,2159,..,12664,1417,14078,158,14237,..,266,30,293,2498,2788,72435,12930,1449,14370,2654,89461
80108,0,55,0,55,..,42,11,53,0,53,..,16,0,15,0,15,..,67,23,95,0,95,..,505,68,569,22,594,..,3448,375,3819,47,3866,..,52,7,58,809,860,19905,3496,382,3881,851,24630
80109,29,354,3,356,..,74,15,87,3,88,..,27,3,33,0,33,..,145,20,161,3,168,..,1389,118,1508,24,1529,..,9036,774,9815,104,9910,..,193,17,212,1287,1502,27870,9232,791,10025,1388,39279
80110,8,125,0,131,..,44,5,46,0,46,..,16,6,24,0,22,..,82,3,87,0,87,..,634,51,690,19,700,..,4482,357,4830,60,4897,..,74,9,82,336,412,6120,4551,363,4913,396,11435
80111,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,18,0,18,0,18,..,0,0,0,42,45,560,21,0,21,42,625
89797,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
89999,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,18,3,19,0,19,..,71,10,78,0,81,..,5,0,5,125,130,400,76,10,82,127,605
90101,0,4,0,4,..,5,3,6,0,6,..,0,0,0,0,0,..,5,4,7,0,7,..,5,0,8,0,8,..,541,200,744,14,757,..,3,3,3,431,443,495,539,206,746,451,1692
90102,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,6,0,6,..,254,124,382,4,381,..,0,4,3,93,100,113,257,128,385,102,593
90103,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,9,0,9,..,13,0,14,0,13,..,0,0,0,91,92,200,13,0,14,94,310
90104,0,0,0,0,..,0,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,696,14,706,8,719,..,756,18,778,14,787,..,7,9,13,239,256,1146,765,28,790,253,2188
99797,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
99999,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,3,5,0,5,..,0,0,0,3,3,5,3,3,5,3,11
