SA3_CODE_2021,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
40402,116,27,59,5,201,33,5,18,4,64,29,10,50,6,96,19,11,94,5,130,162,32,160,16,371,118,59,225,20,426,749,125,297,27,1192,431,198,386,57,1068,484,330,407,63,1286,521,456,345,45,1364,349,408,251,22,1038,327,471,214,39,1048,801,1007,288,47,2136,594,870,127,23,1611,399,674,70,12,1159,211,383,36,10,641,372,768,50,7,1199,248,464,214,12,937,53,42,42,5,148,6019,6353,3335,425,16128
40403,103,15,37,7,166,48,10,14,4,73,31,23,22,9,81,26,19,38,5,85,150,25,71,14,258,112,40,147,17,312,641,78,171,15,907,465,130,253,31,883,562,260,263,48,1138,665,390,272,56,1390,413,352,230,37,1030,431,432,150,37,1047,946,1010,309,72,2342,682,949,119,42,1787,478,802,88,17,1379,313,598,28,15,948,528,1433,77,7,2043,249,455,165,10,879,63,29,14,0,106,6904,7051,2476,444,16868
40501,78,5,10,0,92,27,4,4,0,37,33,3,12,0,50,24,6,26,0,55,122,9,55,0,191,104,19,121,0,241,582,44,134,8,771,437,98,156,8,702,467,149,178,12,802,524,245,131,12,916,268,274,110,7,657,323,315,76,6,717,603,735,114,14,1472,333,620,57,6,1017,250,467,25,0,753,119,315,8,3,452,237,560,14,3,818,203,472,136,0,809,58,22,16,5,98,4805,4375,1386,83,10648
40502,42,13,10,0,71,17,4,6,0,31,19,3,17,0,45,15,0,22,0,36,111,19,54,0,189,67,18,86,0,177,465,56,86,6,612,341,71,105,6,526,310,121,90,8,524,334,206,73,6,618,144,146,48,6,346,201,147,45,3,390,350,322,37,7,717,213,231,15,0,455,121,173,5,0,305,45,105,0,0,153,127,184,12,0,326,161,302,84,0,544,54,22,13,8,91,3139,2146,812,50,6154
40503,52,6,15,0,74,26,8,5,0,41,14,4,27,0,46,18,0,35,0,55,136,14,90,5,250,82,20,132,6,243,601,53,126,12,797,353,65,199,30,639,295,132,129,8,564,345,181,124,13,666,146,174,84,7,414,184,168,42,5,396,329,359,66,8,765,220,290,33,11,544,144,195,21,0,355,79,140,3,0,221,117,188,13,7,324,194,348,88,0,632,66,31,31,0,128,3401,2373,1260,115,7146
40504,77,3,13,3,101,59,4,3,4,66,40,4,18,3,60,27,3,24,3,61,151,10,74,5,234,108,14,102,0,223,852,44,101,7,1005,490,55,137,14,701,405,140,116,6,672,465,205,91,8,767,204,141,53,3,398,234,156,21,7,416,341,321,50,11,721,217,205,18,0,440,145,119,6,0,273,55,81,4,0,145,154,154,3,5,316,227,293,88,3,607,116,18,43,3,182,4372,1971,959,97,7393
40601,109,18,49,6,181,45,14,14,0,69,38,9,47,3,101,31,5,81,3,121,223,37,165,10,434,146,43,213,10,421,888,99,260,13,1258,571,128,313,30,1038,573,236,295,21,1127,696,374,234,23,1319,294,316,158,12,788,431,349,131,12,923,757,832,140,15,1742,535,682,57,13,1288,363,543,34,4,944,180,336,10,8,528,332,580,31,4,946,452,745,194,7,1397,144,51,75,14,294,6805,5400,2503,195,14912
40602,28,10,20,0,62,6,3,7,0,19,10,6,40,0,53,0,3,55,4,62,75,49,83,4,215,36,31,106,8,177,258,78,130,12,484,180,47,110,16,358,188,87,105,14,396,182,119,100,13,407,130,111,57,10,314,128,109,50,7,298,258,244,58,11,559,178,244,34,6,468,165,207,23,4,394,89,122,8,3,222,201,323,21,0,545,210,341,101,18,665,65,41,46,12,158,2391,2197,1152,136,5870
40701,144,13,19,0,179,68,8,7,0,87,56,6,28,0,88,57,8,45,0,114,298,14,81,7,405,234,26,181,6,447,1532,89,212,16,1845,1173,125,277,30,1603,1146,258,265,30,1694,1089,420,198,23,1730,420,377,128,13,936,495,397,111,6,1017,749,731,112,14,1604,420,527,57,0,1006,262,355,26,3,641,125,193,14,0,336,317,500,27,3,837,413,581,177,9,1173,151,29,23,4,208,9135,4657,1977,162,15928
40702,151,10,26,5,194,65,4,21,0,87,41,10,31,0,84,35,7,79,0,125,225,37,126,7,399,175,40,256,11,479,1098,105,299,15,1511,708,165,333,29,1237,616,317,316,29,1272,811,489,239,30,1562,457,525,156,14,1150,616,526,117,19,1283,1066,1190,176,30,2465,594,843,66,14,1518,418,607,33,6,1066,216,304,7,4,537,417,651,27,3,1098,373,708,183,8,1271,195,51,44,4,291,8275,6593,2544,217,17625
40703,158,36,36,0,227,79,12,22,6,116,48,11,62,0,118,45,15,100,6,156,324,34,202,12,571,227,54,315,11,600,1563,159,334,35,2085,920,220,432,51,1627,916,385,373,37,1715,1027,632,290,33,1985,470,534,177,12,1197,562,506,138,16,1221,976,1059,194,15,2258,515,726,78,0,1326,317,473,29,4,824,116,260,12,3,389,299,485,34,3,815,437,693,226,21,1379,200,72,63,18,353,9200,6366,3116,273,18954
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101,97,26,24,0,144,58,0,4,3,74,48,0,26,0,80,32,6,40,3,90,191,16,90,0,299,139,23,161,4,327,720,69,230,5,1029,519,93,253,17,883,666,197,298,11,1170,706,338,199,10,1253,366,365,141,9,881,442,367,92,10,912,821,858,161,14,1855,532,772,69,0,1367,350,628,36,3,1016,196,371,8,6,581,477,835,34,7,1355,558,1117,192,3,1877,100,51,22,3,176,7016,6135,2085,115,15347
50102,214,21,59,3,299,96,7,25,0,132,75,12,62,0,148,69,5,139,4,218,343,32,232,16,618,252,51,435,8,753,1524,121,448,22,2117,906,186,544,37,1668,952,341,567,28,1891,1025,536,443,39,2047,555,590,291,31,1468,695,678,249,26,1654,1419,1698,398,38,3553,1014,1498,167,22,2704,823,1311,103,13,2248,387,814,37,3,1249,898,1775,78,11,2762,880,1909,417,18,3234,170,88,65,8,333,12296,11703,4762,335,29091
50103,68,9,6,0,91,48,3,8,0,55,28,5,8,0,46,18,5,26,0,48,137,10,50,3,200,88,16,62,0,162,443,31,88,7,572,294,64,90,6,460,291,118,80,9,503,316,132,73,6,531,141,128,46,8,325,193,150,29,5,373,360,330,44,9,747,220,278,13,0,510,173,202,12,0,393,89,108,8,0,203,169,215,10,0,401,254,375,78,4,709,63,13,12,3,97,3401,2199,744,71,6416
50201,286,32,84,5,416,122,5,35,3,168,98,6,65,8,175,81,15,137,9,241,424,30,248,15,711,306,76,537,20,936,2081,135,511,30,2760,1352,209,578,47,2177,1266,358,560,39,2224,1219,487,452,34,2193,577,487,293,17,1372,624,540,250,17,1438,1255,1337,378,42,3019,847,1143,184,13,2191,676,1094,109,10,1894,339,691,43,6,1081,896,1790,116,12,2813,1148,2126,409,16,3697,260,81,69,9,424,13868,10656,5062,349,29933
50301,117,35,58,3,216,60,15,24,7,104,38,8,25,8,77,20,12,25,0,57,110,18,46,9,181,76,21,67,6,177,257,46,59,6,370,267,51,129,19,457,391,79,142,22,629,456,104,134,21,722,263,112,122,24,521,373,166,119,23,681,643,420,228,16,1311,535,411,111,9,1077,496,511,93,14,1113,318,458,34,5,820,2237,5764,322,17,8333,420,903,180,8,1513,61,40,9,0,116,7149,9167,1938,221,18477
50302,188,24,76,22,308,57,4,19,3,77,53,18,31,9,112,33,10,60,0,106,144,26,77,15,258,122,48,130,17,320,460,62,174,16,710,446,93,210,42,796,613,184,266,56,1123,824,250,233,63,1369,567,261,237,36,1095,685,310,222,43,1259,1581,847,372,82,2886,1353,746,128,61,2293,1133,919,142,26,2222,845,732,51,14,1637,3220,4765,313,51,8356,892,784,217,16,1903,84,43,21,7,149,13311,10123,2967,573,26979
50401,169,35,72,9,282,74,8,20,6,104,23,13,49,5,92,39,11,88,9,148,225,31,142,12,414,168,52,215,14,441,895,117,282,22,1314,545,177,339,37,1096,578,321,369,44,1314,706,467,330,51,1554,398,436,263,38,1139,463,493,228,38,1220,1095,1204,368,79,2749,881,1079,181,49,2190,741,1132,129,25,2029,515,774,48,11,1351,1104,2167,104,22,3406,635,895,258,17,1794,92,55,35,8,186,9348,9460,3519,487,22816
50402,70,14,29,0,110,31,0,8,0,36,50,7,32,0,92,20,3,33,0,56,114,7,76,6,202,92,23,105,5,220,502,36,109,9,658,350,44,156,15,568,416,121,168,4,711,428,193,147,29,796,224,177,94,13,502,264,254,125,3,657,553,625,199,6,1385,420,587,89,11,1105,337,586,65,9,998,211,384,30,0,627,479,1166,59,0,1707,375,861,166,7,1400,75,32,25,7,132,5006,5118,1709,135,11967
50403,283,54,125,6,474,87,9,48,4,147,63,28,88,4,182,40,33,156,3,237,246,78,236,12,574,218,109,504,16,840,1171,229,575,32,2009,733,365,722,57,1870,879,712,767,54,2415,986,1092,723,59,2854,648,1165,511,64,2387,744,1260,421,62,2489,1832,3115,734,101,5779,1312,2585,348,44,4285,974,1971,185,25,3155,576,1252,76,17,1921,979,2883,142,34,4037,1043,2565,466,28,4098,183,157,91,10,438,13001,19656,6910,629,40197
50501,320,44,69,10,440,155,12,39,5,215,116,19,48,10,194,87,21,115,8,228,410,46,187,10,659,301,40,304,13,668,1502,125,332,26,1983,1237,173,459,44,1909,1446,366,624,50,2483,1506,550,543,36,2640,898,689,466,35,2084,948,761,402,32,2151,1926,2327,754,60,5066,1603,2538,303,37,4482,1293,2755,266,18,4336,799,2079,97,11,2993,2086,7013,298,22,9413,1078,2724,510,14,4331,200,152,48,9,404,17908,22425,5869,453,46665
50502,414,103,131,17,664,159,20,43,12,232,123,51,111,17,302,75,42,186,7,308,479,108,349,26,964,349,155,534,31,1072,1725,302,587,38,2660,1246,460,829,82,2614,1446,738,854,104,3147,1658,1027,789,112,3588,989,1055,630,80,2752,1140,1129,548,69,2890,2602,2709,924,148,6382,1993,2277,397,97,4762,1658,2430,263,66,4413,1100,1814,104,37,3052,2961,7213,371,40,10589,1403,2163,602,35,4204,266,158,100,16,540,21784,23971,8347,1044,55139
50503,413,101,179,14,705,115,22,48,8,186,113,44,113,0,275,81,37,234,9,360,412,89,393,17,915,340,140,735,28,1241,1713,323,837,36,2911,1242,478,998,77,2791,1216,870,1099,59,3246,1416,1451,946,90,3902,867,1576,759,52,3253,992,1704,618,63,3379,2401,4206,1018,90,7717,1755,3813,448,81,6092,1292,3177,271,48,4789,716,2022,136,20,2889,1272,4701,212,33,6214,1417,3933,748,36,6131,257,229,122,11,612,18039,28906,9903,763,57609
50601,192,49,75,0,318,63,9,20,0,88,50,14,57,3,130,40,4,102,3,152,194,43,197,8,444,140,67,356,16,574,804,152,367,25,1350,527,236,459,53,1275,598,460,524,44,1626,648,739,436,30,1854,421,800,306,28,1559,509,854,269,19,1650,1097,2004,389,69,3558,803,1584,167,27,2580,611,1391,109,22,2126,351,774,37,15,1176,566,1782,89,15,2444,584,1473,283,17,2355,119,70,68,8,263,8311,12495,4319,405,25532
50602,149,38,59,14,256,34,4,17,9,60,30,17,37,5,87,32,15,86,13,146,119,32,111,12,275,109,55,180,16,353,493,112,223,17,846,376,174,267,53,869,428,276,263,53,1021,607,369,265,81,1313,411,370,196,59,1037,513,352,164,39,1066,1154,947,295,86,2483,893,779,128,59,1857,660,748,101,37,1543,479,578,28,21,1110,1133,1644,108,37,2915,663,687,177,18,1552,77,43,40,10,164,8367,7229,2748,618,18959
50603,274,55,80,11,421,96,19,23,4,148,69,34,50,6,163,50,37,68,3,155,229,62,135,22,452,191,93,189,18,485,886,165,224,29,1305,614,271,306,39,1225,723,494,376,60,1652,780,683,298,63,1825,500,683,235,42,1463,534,755,201,45,1537,1086,1740,370,92,3286,744,1424,170,44,2379,532,1375,127,34,2065,281,913,43,13,1257,705,2622,131,30,3489,510,1278,292,19,2099,99,41,39,7,192,8909,12738,3365,581,25591
50604,346,65,117,15,553,85,20,28,8,141,58,34,80,8,178,65,28,160,3,262,249,96,269,22,629,210,142,415,15,777,1270,308,454,24,2056,804,489,544,56,1895,816,838,563,53,2271,903,1078,562,73,2613,578,1083,354,37,2056,612,1119,320,39,2090,1294,2572,530,91,4485,854,2010,239,55,3154,605,1634,168,25,2431,321,976,65,10,1376,472,2296,108,23,2892,654,1837,381,27,2903,150,117,86,8,363,10339,16749,5425,599,33116
50605,129,14,28,5,171,66,7,16,0,90,49,9,24,6,82,22,8,56,3,91,150,12,91,5,266,120,20,144,7,292,641,46,165,9,858,441,91,197,22,754,544,195,273,11,1024,572,308,233,24,1135,302,320,187,13,824,355,385,152,16,912,740,1021,281,27,2063,530,957,123,23,1638,449,857,79,9,1395,268,619,41,12,934,607,1558,80,12,2251,436,927,219,10,1587,98,52,24,0,178,6515,7406,2415,213,16548
50606,54,11,21,0,89,27,6,0,0,33,18,4,18,0,39,13,0,31,6,48,59,11,49,3,128,48,20,79,0,146,232,33,110,3,382,172,49,122,6,352,170,103,146,6,421,218,205,105,11,543,117,271,87,8,478,169,316,61,3,554,431,717,110,15,1269,326,595,58,9,989,243,466,33,3,738,124,291,15,0,427,272,708,26,4,1011,246,728,85,3,1067,46,34,20,5,103,2993,4567,1179,81,8821
50607,80,12,41,9,141,33,0,5,3,46,31,11,23,12,77,15,5,31,4,56,78,17,36,13,150,84,22,76,16,197,251,29,80,13,380,210,43,88,37,384,261,83,118,33,497,378,105,113,42,643,224,120,100,19,464,273,119,93,40,528,562,379,155,44,1139,488,334,58,20,897,402,418,57,12,882,258,326,18,10,613,1070,2035,111,24,3240,286,415,111,7,818,39,27,18,3,80,5030,4491,1329,365,11213
50701,228,41,58,5,340,82,15,37,7,138,75,13,59,6,149,58,18,110,4,192,244,31,193,12,479,192,44,310,23,570,1001,131,351,28,1504,675,187,493,38,1388,680,374,533,36,1626,776,576,453,60,1867,567,624,408,37,1631,619,751,324,27,1718,1458,2150,553,72,4235,1218,1991,246,41,3486,1007,1828,175,21,3029,626,1282,78,15,2001,1170,3277,148,25,4624,805,1694,385,14,2900,112,81,53,6,257,11573,15118,4971,480,32145
50702,57,7,25,0,89,28,0,6,0,33,20,4,26,4,57,13,7,37,0,54,74,7,59,0,149,44,19,94,6,162,294,34,94,13,432,215,41,132,14,400,271,67,136,12,493,289,96,123,11,528,178,97,137,8,417,232,127,102,7,467,501,370,157,10,1035,351,380,69,15,808,387,420,71,7,882,261,329,21,3,601,932,1611,100,0,2647,326,442,128,10,901,35,18,15,3,75,4496,4068,1538,131,10234
50703,72,15,32,3,125,16,3,12,0,37,14,8,34,0,56,24,9,71,0,102,73,10,109,8,199,75,26,215,3,327,352,79,213,9,659,230,105,248,36,618,209,222,262,17,714,260,328,226,21,840,203,398,166,16,779,216,436,130,10,786,504,938,178,33,1650,396,757,77,13,1246,277,602,45,11,928,139,359,24,0,526,205,626,36,9,866,327,816,169,9,1323,36,28,39,3,109,3640,5783,2287,196,11898
50704,257,41,73,15,383,151,11,23,10,197,95,15,51,10,164,37,22,70,5,135,286,42,136,4,470,177,39,183,13,417,846,102,212,34,1193,711,142,284,39,1169,893,223,339,42,1496,953,356,327,41,1675,499,364,281,35,1178,630,450,215,28,1321,1173,1233,494,41,2947,886,1330,203,22,2442,762,1534,173,32,2496,524,1113,69,19,1727,1800,5505,265,27,7598,571,1362,290,16,2230,132,55,45,0,232,11379,13938,3737,430,29477
50705,221,35,125,3,388,78,6,39,0,123,75,20,97,3,197,59,14,156,0,228,293,47,275,17,633,246,67,599,17,925,1388,144,608,25,2163,963,248,712,58,1977,945,409,726,40,2123,1016,661,585,50,2316,679,844,471,36,2033,692,959,385,33,2078,1582,2382,541,53,4557,1112,2032,269,32,3442,916,1848,157,13,2939,511,1220,65,15,1815,951,2742,138,16,3843,1235,2842,482,22,4582,180,124,113,13,430,13164,16640,6551,441,36800
50901,121,27,26,0,166,69,9,12,4,103,48,9,31,6,90,40,8,59,0,111,222,21,153,7,399,151,38,223,4,423,991,90,240,9,1324,643,153,250,26,1061,697,251,284,25,1253,725,421,216,24,1379,372,411,155,9,947,477,412,122,13,1026,884,902,152,20,1956,596,745,58,9,1407,386,554,41,7,989,195,299,13,0,506,451,695,26,0,1177,512,909,201,11,1635,139,47,36,4,230,7696,5994,2293,178,16163
50902,132,17,23,8,180,65,7,8,0,82,53,17,22,0,92,53,12,45,0,106,211,26,101,5,348,161,30,177,4,367,972,74,163,11,1221,562,104,225,20,911,541,191,200,15,949,601,305,175,13,1085,312,267,118,11,695,397,326,81,10,809,775,673,119,19,1584,552,573,56,7,1184,399,448,32,7,887,200,292,14,7,511,489,612,39,9,1144,609,1071,170,7,1859,157,49,65,10,285,7236,5091,1833,161,14309
50903,43,9,9,5,60,20,5,8,0,31,12,0,15,0,34,14,0,16,0,31,68,8,34,0,111,42,11,42,0,95,249,32,66,3,353,186,32,66,6,289,196,79,65,8,347,215,104,44,3,367,104,113,28,4,244,149,117,29,0,299,312,239,44,10,602,172,197,18,4,395,148,164,13,0,320,89,85,3,0,183,203,209,12,0,431,194,358,62,3,612,65,16,10,6,101,2474,1786,586,59,4896
51001,35,6,18,6,70,16,16,16,0,43,18,14,123,3,157,3,10,133,10,149,115,116,139,15,390,34,79,138,16,271,132,151,156,28,469,76,123,153,24,368,108,131,145,22,408,113,116,120,16,367,58,89,89,5,242,88,124,71,13,300,293,311,129,7,747,303,286,40,5,632,268,322,32,6,622,151,188,10,4,350,293,453,25,3,773,297,466,184,17,967,68,77,104,13,266,2469,3070,1827,231,7592
51002,16,0,20,0,37,0,5,9,0,11,0,3,23,0,30,4,0,34,0,38,40,26,38,5,107,16,17,34,0,69,42,33,40,5,119,25,41,35,3,102,35,35,48,3,123,24,35,48,11,114,25,48,53,5,127,54,64,49,6,172,122,209,79,16,419,171,237,28,4,446,217,279,32,7,536,173,218,17,0,409,454,822,37,4,1318,169,289,41,3,504,29,31,30,8,91,1601,2389,693,90,4778
51003,9,6,12,0,29,0,0,4,0,11,0,0,12,0,19,6,3,17,0,24,13,10,25,5,46,10,13,30,3,58,24,9,27,10,71,20,13,34,10,77,35,29,41,3,111,40,40,37,3,118,33,51,56,0,137,52,100,52,6,210,214,307,80,4,605,187,305,23,5,524,253,407,50,5,710,210,292,15,0,522,667,1309,45,3,2018,211,412,42,5,663,18,21,13,0,48,2012,3316,603,64,5998
51101,28,8,12,0,46,15,3,5,0,21,8,4,12,0,19,0,3,20,0,25,39,7,46,0,88,17,10,41,6,78,187,12,36,3,235,117,23,61,3,213,128,43,47,6,222,144,83,43,10,276,80,86,25,4,197,111,98,27,0,242,248,234,48,4,529,151,170,20,9,345,119,163,11,0,296,49,86,5,0,137,169,204,11,0,382,168,290,61,0,521,34,19,17,0,66,1806,1546,547,55,3951
51102,15,3,3,0,22,9,5,0,0,9,0,3,10,0,15,7,0,12,0,23,22,7,21,4,53,7,6,25,4,39,88,13,26,0,130,56,26,32,0,111,59,23,38,0,121,83,34,20,5,146,43,32,20,0,95,71,57,13,0,142,122,108,23,0,256,101,108,16,0,223,71,79,3,3,158,51,43,4,0,90,76,94,4,5,185,103,150,31,0,286,28,8,12,0,46,1009,805,311,33,2161
51103,35,9,17,6,68,17,3,10,0,32,14,4,29,4,55,9,0,47,0,53,68,19,64,5,158,43,22,104,8,171,173,41,107,12,336,100,54,116,12,281,111,81,107,7,309,161,88,103,11,366,96,102,87,9,296,121,145,77,5,347,392,463,147,9,1012,357,423,62,24,859,343,498,48,18,906,228,315,30,4,571,577,1036,67,15,1693,270,520,116,6,912,70,43,59,6,182,3178,3878,1385,163,8606
51104,120,13,37,5,173,43,5,22,0,69,47,11,58,4,114,26,6,78,0,115,169,21,128,4,330,127,26,189,13,356,703,67,208,19,995,441,85,245,30,803,403,135,248,16,796,500,247,170,20,930,293,271,156,14,731,319,273,121,14,730,695,730,170,24,1615,511,616,87,10,1219,406,497,51,9,961,206,350,27,3,588,468,719,34,0,1222,552,926,196,16,1699,133,38,47,5,227,6165,5032,2277,203,13682
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60101,17,6,17,0,45,0,6,5,0,9,13,0,32,0,50,9,0,49,0,52,35,16,118,4,170,27,26,162,5,214,256,43,198,0,501,158,52,156,18,385,170,96,169,7,445,197,181,116,3,506,108,158,75,7,347,139,172,57,0,374,279,375,70,6,737,157,298,31,0,487,79,191,13,4,290,52,110,9,0,166,69,219,18,0,305,54,202,87,0,340,25,16,33,3,81,1843,2167,1417,76,5498
60102,87,13,30,9,141,44,0,3,0,52,26,11,24,0,63,21,0,52,0,82,140,21,127,11,294,118,27,228,8,375,636,65,248,21,961,522,111,309,31,969,660,182,354,36,1239,744,354,277,26,1400,410,348,240,16,1014,465,390,170,17,1044,913,967,298,27,2211,570,884,116,10,1576,398,811,59,9,1281,239,545,21,3,810,492,1157,70,12,1738,255,526,203,7,991,64,19,39,3,124,6813,6429,2878,249,16369
60103,70,18,28,5,123,20,3,13,3,43,21,17,44,5,86,20,8,87,4,115,152,45,166,6,364,97,46,336,11,493,735,113,348,13,1217,508,214,466,47,1229,518,351,463,38,1368,639,529,353,35,1554,409,443,221,20,1088,422,455,180,29,1079,801,983,275,49,2105,518,692,103,20,1333,305,484,53,3,853,140,266,18,4,431,181,438,32,0,655,236,452,245,14,946,93,32,55,3,183,5881,5579,3489,315,15260
60104,48,19,20,0,87,21,3,3,0,30,28,9,9,0,47,16,4,25,0,47,73,8,64,8,147,79,16,111,4,208,375,39,116,4,536,321,72,162,13,562,425,102,175,12,713,473,237,160,15,889,279,227,127,10,642,276,241,117,17,655,502,689,156,12,1352,350,669,71,8,1100,258,513,49,0,817,138,377,15,0,529,286,833,45,0,1161,153,382,137,5,677,43,12,10,0,68,4142,4446,1571,112,10275
60105,110,23,22,3,154,34,7,18,0,57,33,0,20,4,65,27,4,23,3,61,89,23,49,8,166,110,38,93,17,247,299,55,96,14,460,352,94,137,18,599,498,127,180,24,831,666,172,178,32,1051,423,178,128,10,744,450,196,139,16,801,917,522,230,34,1700,599,544,60,22,1222,399,585,52,12,1047,353,485,18,3,860,857,1656,88,8,2616,259,396,147,4,809,26,21,17,0,63,6490,5116,1702,241,13555
60106,22,6,4,0,33,12,0,5,0,19,6,0,5,0,13,15,4,27,0,42,59,3,41,6,112,51,8,67,4,132,320,27,74,4,429,199,47,112,6,363,194,93,119,10,412,271,127,94,10,504,140,158,77,7,382,155,141,58,7,359,289,361,86,6,728,200,292,16,4,520,119,183,11,0,311,64,109,0,0,177,94,176,4,0,285,86,189,75,0,343,39,10,13,0,64,2334,1942,894,62,5228
60201,113,14,54,4,187,60,15,22,4,96,39,13,52,3,114,44,7,118,3,176,226,46,216,5,495,151,76,398,11,639,1188,158,462,24,1823,775,236,580,62,1650,841,433,560,42,1883,1068,651,463,50,2228,541,600,321,24,1488,582,600,231,30,1432,1343,1371,323,44,3087,740,1084,129,15,1973,530,888,69,14,1501,268,547,19,0,837,567,1183,58,4,1812,367,680,305,19,1372,109,43,60,15,227,9554,8653,4431,381,23019
60202,42,6,12,0,66,36,0,0,0,41,17,6,7,0,29,36,10,27,0,70,131,12,43,0,188,96,15,82,3,194,593,58,99,3,749,364,65,140,13,585,323,143,91,5,568,345,193,101,7,651,176,186,56,3,423,225,208,44,7,478,367,409,69,7,862,208,305,22,3,543,123,213,8,0,352,63,127,5,0,195,115,209,9,0,330,149,277,85,4,515,67,15,18,0,103,3498,2459,915,64,6931
