SED_CODE_2021,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Brazil_0_4,M_Brazil_5_14,M_Brazil_15_24,M_Brazil_25_44,M_Brazil_45_54,M_Brazil_55_64,M_Brazil_65_74,M_Brazil_75_84,M_Brazil_85ov,M_Brazil_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_SAR_Ch_0_4,M_Hong_Kong_SAR_Ch_5_14,M_Hong_Kong_SAR_Ch_15_24,M_Hong_Kong_SAR_Ch_25_44,M_Hong_Kong_SAR_Ch_45_54,M_Hong_Kong_SAR_Ch_55_64,M_Hong_Kong_SAR_Ch_65_74,M_Hong_Kong_SAR_Ch_75_84,M_Hong_Kong_SAR_Ch_85ov,M_Hong_Kong_SAR_Ch_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot
SED30053,0,0,0,0,0,0,0,0,0,0,1301,2494,2440,4643,2101,1683,1380,752,195,17005,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,8,6,3,0,12,0,7,37,358,29,0,0,0,0,439,0,0,0,0,0,0,0,3,0,3,5,8,7,54,21,19,13,10,3,136,0,0,0,25,4,0,0,0,0,31,0,21,51,189,45,44,31,14,0,394,0,0,0,3,0,13,5,21,3,43,0,0,3,9,0,8,9,5,4,37,9,65,116,271,221,237,179,166,59,1320,0,0,3,15,4,0,4,4,0,37,0,3,0,43,13,5,8,0,0,72,4,5,3,27,11,7,27,19,6,105,0,0,0,0,0,7,9,12,0,37,3,20,14,27,13,23,15,3,0,110,0,6,48,115,13,15,7,6,0,204,0,0,7,11,5,6,8,4,5,37,0,0,0,16,3,3,4,0,0,25
SED30054,0,0,8,13,6,0,0,0,0,25,1327,2827,2836,4899,2351,1789,1198,616,240,18079,0,0,3,10,0,0,0,0,0,12,0,0,0,15,7,5,10,3,0,37,0,0,9,57,4,4,0,0,0,67,0,0,0,0,0,0,0,0,0,0,3,6,7,48,22,12,9,0,0,114,0,3,0,10,8,0,4,0,0,34,3,18,22,81,27,19,10,4,0,186,0,0,0,0,0,6,4,0,0,18,0,3,6,0,0,0,3,0,0,17,11,70,96,222,225,200,129,72,25,1045,0,0,0,13,10,3,4,0,0,34,0,0,3,25,6,8,0,0,0,49,0,6,0,28,19,18,14,9,8,103,0,0,4,0,0,6,7,11,7,44,0,19,17,31,14,12,3,0,0,93,0,22,36,225,41,18,12,3,0,357,0,0,8,13,8,8,4,0,0,39,0,0,3,51,13,5,4,0,0,79
SED30055,0,0,0,0,0,0,0,0,0,0,1430,3128,2565,5103,2719,2968,2271,927,191,21299,0,3,0,5,4,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,3,3,6,5,0,0,0,0,20,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,4,0,6,12,25,49,74,64,43,7,282,0,4,3,13,7,4,5,0,0,26,0,0,0,0,0,8,0,0,0,9,0,0,0,7,9,5,15,14,0,45,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,44,8,4,5,0,0,65,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,8
SED30056,0,0,0,3,0,0,0,0,0,3,1187,3456,2594,2999,2184,1678,1320,810,279,16500,0,0,0,12,3,4,0,0,0,21,0,0,0,0,0,0,0,0,0,6,0,5,5,17,11,4,0,0,0,41,0,0,0,0,0,0,3,0,0,6,3,11,13,21,24,20,9,11,0,114,0,0,0,9,8,4,3,0,0,27,0,52,33,180,49,35,26,13,4,389,0,0,0,0,0,4,0,0,0,7,0,0,0,4,0,0,7,0,0,8,9,148,182,243,391,325,238,187,49,1778,0,0,9,17,8,14,5,5,0,54,0,5,10,9,24,14,3,0,0,69,3,5,3,41,37,24,29,17,3,165,0,0,0,0,0,5,0,0,0,10,0,12,20,30,20,15,14,7,0,120,0,38,31,190,77,65,35,21,6,456,0,7,5,17,7,4,13,3,3,43,0,9,5,60,44,8,8,4,0,150
SED30057,0,0,0,0,0,0,0,0,0,7,1800,3865,3219,5361,2448,2140,1762,959,275,21828,0,4,0,3,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,0,0,0,14,5,6,8,4,3,35,0,0,0,0,0,0,0,0,0,8,0,4,0,21,4,10,3,0,0,46,0,0,0,0,0,0,4,5,0,12,0,4,0,0,0,6,0,0,0,12,0,21,58,120,148,248,214,158,56,1031,0,0,5,32,14,22,12,3,0,81,0,0,0,11,6,0,6,0,0,18,0,0,3,12,8,6,32,23,7,91,0,0,0,0,0,3,5,0,0,7,0,0,0,15,0,0,3,0,0,28,4,3,8,77,18,3,3,5,0,127,0,3,4,9,0,0,5,4,3,26,0,0,0,9,4,0,0,0,0,18
SED30058,0,0,0,8,0,0,0,0,0,8,1486,3102,2399,4314,1899,1478,1234,652,216,16776,0,3,0,18,14,12,5,0,0,55,0,0,0,3,0,5,3,0,0,9,0,6,3,50,4,5,0,0,0,63,0,0,0,0,4,0,0,0,0,9,0,8,7,26,20,4,3,5,0,85,0,0,5,8,9,6,4,6,0,40,0,29,24,138,52,82,49,18,10,393,0,0,0,4,3,9,0,0,0,15,0,0,0,6,0,0,3,7,0,17,10,53,59,196,204,223,154,131,38,1070,0,0,12,37,36,26,31,5,5,154,0,6,3,17,9,3,10,6,0,54,0,9,8,29,21,17,38,32,9,147,0,0,3,5,0,0,0,0,0,7,0,6,8,29,7,22,26,9,0,111,4,44,44,219,92,58,26,22,4,512,0,0,6,24,8,3,17,0,0,60,0,13,22,115,48,23,14,7,0,237
SED30059,0,0,0,0,0,0,0,0,0,0,1625,3702,2793,4503,2475,1941,1495,793,214,19541,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,7,3,0,28,0,6,8,71,21,0,3,0,0,103,0,0,0,0,0,0,0,0,0,4,0,9,10,38,25,15,14,7,0,112,0,0,0,11,4,0,0,6,0,24,4,24,48,122,35,40,11,6,0,292,0,0,0,4,5,6,6,8,0,29,0,0,0,0,0,3,5,6,4,29,6,95,129,314,309,307,264,199,57,1681,0,0,0,12,7,6,10,0,0,29,4,0,0,19,5,11,12,9,0,54,0,4,0,16,19,29,26,42,15,157,0,0,0,0,3,7,7,3,0,18,0,4,8,29,12,12,7,5,0,74,0,3,20,69,38,18,10,17,5,173,0,3,0,11,0,4,4,0,3,28,0,0,4,10,4,4,5,0,0,27
SED30060,0,0,0,0,0,0,0,0,0,0,1766,3958,3108,5356,2585,2182,1596,651,129,21343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,6,18,8,12,7,4,0,56,0,0,0,0,0,0,0,4,0,3,0,3,0,8,9,3,10,5,5,45,0,0,0,0,5,0,9,5,0,14,0,0,0,0,0,0,0,0,0,0,0,16,25,87,95,147,169,77,11,633,0,0,3,8,8,15,7,0,0,41,0,0,0,11,9,6,5,0,0,34,0,0,0,13,4,17,30,23,8,99,0,0,0,0,0,4,6,0,3,16,0,0,0,10,4,3,5,0,0,15,0,10,11,125,30,23,11,3,7,217,0,4,3,8,6,8,3,0,0,37,0,0,0,0,0,0,0,0,0,3
SED30061,0,0,0,10,0,0,0,0,0,13,1146,2685,3624,5139,2308,2022,1471,778,220,19389,3,7,5,8,3,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,11,34,13,5,5,3,0,65,0,0,0,0,0,0,0,0,0,6,0,5,18,41,15,14,9,5,0,100,0,0,0,0,0,0,0,0,0,3,0,3,7,6,3,3,0,0,0,25,3,30,66,89,86,114,112,74,16,584,0,4,5,15,4,8,3,0,0,43,0,0,4,7,0,4,0,0,0,13,0,0,3,14,4,13,10,13,0,63,0,0,0,0,3,0,4,0,3,18,0,0,8,3,3,0,3,6,0,23,3,26,88,254,107,29,12,6,0,531,0,0,7,5,3,0,0,0,0,23,0,0,0,12,0,0,0,0,0,13
SED30062,0,0,0,7,4,0,0,0,0,10,2660,4679,3125,6586,2356,1772,1396,735,253,23558,0,7,0,13,7,0,0,0,0,25,0,0,0,3,6,0,0,0,0,5,0,11,4,29,7,0,0,0,0,41,0,0,0,0,0,0,0,0,0,4,3,5,4,18,9,3,3,3,0,55,0,0,0,7,0,0,0,0,0,7,0,8,8,56,10,9,14,3,0,101,0,0,0,0,0,3,3,0,0,13,0,6,0,3,3,3,4,0,0,17,3,57,123,263,258,233,181,155,44,1313,0,6,12,67,42,23,22,3,0,178,0,0,0,7,5,6,3,4,0,23,0,4,3,17,12,18,22,14,5,90,0,0,6,3,0,0,0,0,0,9,4,0,3,15,3,0,0,0,0,22,12,104,76,842,119,31,26,3,4,1216,0,6,6,15,3,0,5,6,0,29,0,0,5,19,8,0,0,0,0,37
SED30063,0,0,0,0,0,0,0,0,0,0,1179,2979,2314,3800,2557,3051,3185,1603,371,21037,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,6,10,4,11,6,9,0,38,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,19,0,0,0,0,3,4,0,0,0,10,0,3,0,3,0,0,0,0,0,3,0,0,0,38,61,173,213,179,41,704,0,0,0,3,0,6,0,0,0,15,0,0,0,0,0,0,7,0,0,15,0,0,0,4,9,12,29,30,11,93,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,5,38,0,5,5,5,0,58,0,0,0,0,0,0,3,3,0,8,0,0,0,0,3,0,0,0,0,3
SED30064,0,0,0,3,0,0,0,0,0,6,1190,2931,2268,4268,2321,2296,2047,1075,348,18744,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,11,0,0,4,0,0,0,0,0,0,10,0,12,0,18,20,8,8,4,0,69,0,0,0,0,0,0,0,0,0,3,0,4,5,5,0,0,0,0,0,14,0,0,0,0,0,0,3,5,0,12,0,0,0,0,0,0,3,0,0,3,0,46,78,176,219,281,251,212,47,1305,0,0,0,3,4,3,4,0,0,21,0,0,3,9,6,3,4,5,0,28,0,0,4,15,6,24,31,25,4,115,0,0,0,0,0,0,0,3,3,11,0,0,7,0,3,6,0,0,0,10,0,12,4,48,14,0,9,4,0,90,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
SED30065,0,0,0,0,0,0,0,0,0,0,1565,3707,2369,4566,2646,2379,2255,1087,286,20855,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,59,6,4,0,0,0,70,0,4,0,0,0,0,0,0,0,3,0,11,5,31,23,9,22,10,0,103,0,0,0,0,3,0,0,0,0,18,0,3,5,10,6,0,4,0,0,29,0,0,0,3,3,4,7,7,0,20,0,0,0,0,0,0,0,4,0,10,12,90,129,301,360,330,366,227,66,1877,0,0,0,11,4,3,5,0,0,22,0,0,7,17,14,9,5,8,0,61,0,8,4,27,21,25,46,41,12,171,0,0,0,0,0,0,0,0,0,5,0,0,3,5,3,0,0,0,0,19,0,8,3,47,7,12,6,12,6,99,0,0,5,8,3,0,3,0,0,24,0,0,0,0,3,0,0,0,0,9
SED30066,0,0,0,0,0,0,0,0,0,0,810,2416,1872,2837,2300,2514,2585,1315,323,16984,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,5,8,102,5,6,0,0,0,127,0,0,0,0,0,0,0,0,0,3,0,7,7,23,23,18,14,9,0,104,0,0,0,4,0,0,0,6,0,15,0,3,4,6,0,6,0,8,0,20,0,0,0,0,0,0,6,6,0,14,0,0,0,0,0,0,0,4,5,11,5,72,112,194,288,372,427,315,80,1864,0,0,0,5,0,9,0,0,0,16,0,9,5,57,14,16,11,8,0,123,3,0,0,32,26,39,47,60,6,211,0,5,0,0,0,4,8,3,0,20,0,3,4,4,4,0,0,0,0,17,0,6,4,27,15,7,4,11,4,76,0,9,3,6,0,0,3,0,0,26,0,0,0,0,0,0,7,0,0,4
SED30067,0,0,0,5,4,0,0,3,0,16,1715,2817,2485,6179,2433,1933,1362,646,238,19801,0,8,17,18,0,0,0,0,0,43,0,0,0,5,0,6,6,0,0,13,0,0,5,62,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,3,0,0,7,25,9,9,4,0,0,65,0,4,0,8,0,0,4,0,0,16,0,5,11,41,15,22,15,3,3,129,0,0,0,0,0,3,4,0,0,12,0,0,0,3,0,3,0,0,0,9,0,25,62,262,170,163,101,63,15,863,0,0,8,51,30,26,21,7,0,143,0,4,4,27,0,7,5,0,0,52,0,0,5,27,16,7,15,8,5,81,0,0,0,3,0,3,4,0,4,14,0,5,3,35,3,5,8,5,0,55,15,45,125,730,90,49,34,12,4,1108,0,0,5,15,7,3,0,0,0,33,0,6,5,23,12,0,0,0,0,53
SED30068,0,0,0,0,0,0,0,0,0,0,840,2413,2202,2731,1880,1961,1785,982,321,15121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,4,0,7,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,11,13,4,8,3,3,43,0,0,0,4,0,0,0,0,0,7,0,19,12,38,15,8,18,14,0,121,0,0,0,3,0,4,5,5,0,11,0,5,0,0,0,3,0,0,0,12,6,109,190,227,330,424,282,235,75,1884,0,6,0,9,8,10,3,0,0,33,0,0,0,3,6,4,4,0,0,16,0,0,3,10,8,17,23,35,11,104,0,0,0,0,0,0,7,3,3,22,0,5,4,6,9,6,14,4,0,46,0,10,9,54,33,14,5,9,3,140,0,0,3,4,0,0,6,0,0,21,0,0,0,5,8,0,4,0,0,16
SED30069,0,0,0,8,4,0,0,0,0,12,1646,3829,2888,5045,2809,2145,1712,732,137,20943,0,0,0,6,0,0,0,0,0,11,0,0,0,0,0,6,0,0,0,8,0,0,0,21,0,0,0,3,0,33,0,0,0,0,0,0,0,0,0,4,0,0,0,17,13,8,6,3,0,49,0,0,0,0,3,3,0,0,0,13,0,0,9,14,8,7,9,4,0,56,0,0,0,0,3,4,0,4,0,16,0,3,0,0,4,0,0,0,0,16,0,59,120,210,241,331,229,151,31,1360,0,6,7,50,25,21,19,0,6,138,0,0,0,3,6,3,4,3,0,25,0,0,8,9,14,12,26,21,4,99,0,0,0,0,0,0,0,0,0,0,0,4,8,3,3,4,6,0,0,25,4,13,19,213,37,21,6,10,0,319,0,0,3,0,12,0,5,3,0,26,0,4,3,13,10,7,0,0,0,32
SED30070,0,0,0,0,0,0,0,0,0,0,1049,2502,2062,3506,2072,2533,3240,1861,421,19248,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,10,0,3,4,11,8,10,12,4,0,48,0,0,0,0,0,0,0,0,0,6,0,0,0,13,0,4,5,3,0,32,0,0,0,0,0,5,0,5,0,13,0,0,0,0,0,0,4,4,0,10,0,27,50,107,163,302,459,369,79,1559,0,0,0,9,0,4,5,0,0,26,0,0,0,3,0,10,12,8,0,28,0,5,5,14,8,16,42,41,8,144,0,0,3,0,0,0,4,3,0,11,0,0,3,7,0,4,0,0,6,16,0,7,0,29,11,3,7,12,0,67,0,0,0,4,0,0,4,3,0,23,0,0,0,3,0,0,0,0,0,0
SED30071,0,0,0,0,0,0,0,0,0,0,1040,2463,2194,3685,2489,2479,2330,1223,374,18269,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,10,0,0,0,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,3,3,5,14,10,15,12,5,0,69,0,0,0,4,5,5,0,0,0,13,0,8,3,9,7,4,6,4,0,48,0,0,0,8,0,6,3,3,4,28,0,0,4,3,5,7,4,4,4,20,3,68,83,201,276,353,382,263,71,1708,0,0,4,14,14,14,9,6,0,66,0,0,4,8,12,9,8,3,0,46,0,0,0,16,18,27,29,23,10,123,0,0,0,3,4,0,4,5,3,21,0,5,0,0,4,0,8,0,0,22,3,0,8,42,5,0,8,11,4,82,0,0,4,0,4,0,4,3,0,17,0,0,0,3,0,5,0,0,0,13
SED30072,0,0,0,3,0,3,0,0,0,4,1368,3014,2618,4112,2310,2452,2141,1160,341,19513,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,3,3,0,9,6,9,9,5,0,43,0,0,0,0,0,0,0,3,0,10,0,3,3,6,11,0,6,3,0,36,0,0,0,0,3,3,7,9,3,27,0,0,0,0,0,0,3,0,0,13,3,42,147,217,256,395,328,283,64,1738,0,0,0,18,6,13,8,3,0,51,0,0,0,5,6,7,6,4,0,34,0,0,3,16,17,14,47,35,11,145,0,0,0,0,0,3,5,4,0,13,0,0,0,3,5,0,0,0,0,9,0,3,10,75,16,15,12,4,5,135,0,9,5,9,0,0,4,0,3,26,0,0,0,12,3,0,0,0,0,23
SED30073,0,0,0,9,3,0,0,0,0,16,1699,3494,3156,5475,2339,2479,1904,997,414,21966,0,3,0,9,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,12,23,16,7,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,6,0,25,0,0,0,4,0,41,0,0,0,0,0,0,0,0,0,0,0,14,9,74,9,4,4,4,0,127,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,14,17,45,46,85,74,70,11,355,0,0,5,19,7,3,5,0,0,39,0,0,0,0,0,3,0,0,0,6,0,0,3,0,3,13,7,12,0,35,0,0,0,0,0,0,0,0,4,5,0,0,0,3,0,0,0,0,0,12,0,10,19,134,27,3,4,3,0,206,0,0,0,0,5,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3
SED30074,0,0,3,11,0,0,0,4,0,22,1644,3238,2337,4399,2342,1990,1664,897,280,18797,0,0,4,0,0,0,0,0,0,15,0,0,0,9,6,5,0,0,0,20,0,0,0,15,3,0,0,0,0,26,0,0,0,0,0,0,3,0,0,3,0,3,5,25,14,4,4,4,0,53,0,0,0,0,3,0,0,0,0,10,0,0,12,49,18,20,19,10,10,130,0,0,0,0,0,0,0,6,4,12,0,0,3,4,0,0,3,0,0,17,7,57,60,194,221,205,158,134,37,1068,0,3,8,52,35,28,25,12,0,162,0,0,0,9,4,5,3,0,0,19,0,0,3,15,18,16,18,16,10,106,0,0,0,4,0,0,0,10,0,19,0,4,4,15,7,14,15,4,3,63,8,65,136,799,136,49,48,9,4,1258,0,0,6,6,5,4,4,0,0,33,0,4,5,25,13,3,0,0,0,46
SED30075,0,0,0,0,0,0,0,0,0,4,1340,3412,2548,4509,2905,2777,2402,1166,310,21367,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,3,12,12,11,11,6,0,55,0,0,0,3,4,3,0,0,0,11,0,3,0,9,0,8,5,0,0,27,0,0,0,0,0,10,0,0,0,10,0,0,0,3,0,0,4,0,0,8,0,26,48,124,205,293,294,201,44,1225,0,0,4,0,7,3,0,0,0,16,0,0,0,4,0,3,4,0,0,18,0,0,0,16,18,19,31,37,10,127,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,11,0,0,0,25,0,5,4,5,0,50,0,0,5,15,0,3,0,0,0,23,0,0,0,0,0,0,0,0,0,4
SED30076,0,0,4,25,6,0,0,0,0,32,867,1635,3457,6655,2102,1673,1050,465,115,18022,0,3,6,35,12,4,0,0,0,62,0,0,0,22,7,7,4,5,0,38,0,7,16,265,15,0,4,0,0,303,0,0,4,0,0,0,0,0,0,6,0,3,16,110,22,13,9,4,0,178,0,3,6,39,4,9,0,0,0,63,0,51,580,578,73,57,49,20,6,1413,0,0,0,10,0,6,7,3,0,25,0,7,6,18,0,5,6,6,0,48,5,45,121,506,195,204,120,67,17,1281,0,0,11,20,15,8,4,0,0,63,0,8,20,102,4,6,0,4,0,145,0,6,10,94,29,17,16,12,3,183,0,0,0,8,9,18,50,88,59,240,0,22,124,127,19,10,14,9,0,332,12,40,134,546,78,25,21,4,0,866,0,4,25,34,4,4,3,0,0,84,0,9,9,149,17,11,9,0,0,199
SED30077,0,0,0,0,0,0,0,0,0,0,1218,2949,2300,3812,2465,2882,2733,1433,416,20207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,4,6,3,3,32,0,3,0,3,0,4,3,0,0,18,0,0,0,12,0,3,4,0,0,26,0,0,0,0,0,3,3,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,9,26,43,106,164,123,27,497,0,0,0,4,0,4,4,0,0,13,0,0,0,5,0,3,4,0,0,14,0,0,0,7,4,15,24,14,3,73,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,5,11,54,5,0,5,3,0,77,0,0,4,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,8
SED30078,0,0,0,3,3,0,0,0,0,9,1102,2407,2663,3652,1993,1614,1444,938,311,16129,0,0,6,14,0,0,0,0,0,30,0,0,0,31,11,18,21,8,0,90,3,6,13,118,10,5,0,0,0,154,0,0,0,6,0,3,0,0,0,16,0,9,9,54,16,9,17,8,3,126,0,3,0,11,7,7,7,0,0,44,4,41,115,311,69,68,47,19,4,681,0,0,0,12,3,8,14,13,10,58,0,4,0,6,8,5,11,11,0,47,6,47,84,235,138,207,181,196,64,1160,0,0,7,20,8,4,6,0,0,49,0,0,6,30,12,9,8,6,0,71,0,0,10,28,16,22,23,38,7,145,0,0,0,3,0,8,10,8,5,41,0,19,43,58,12,7,12,0,0,153,0,29,74,341,56,17,11,10,0,543,0,3,22,17,9,0,7,0,0,61,0,6,7,41,24,7,5,6,0,99
SED30079,0,0,3,39,9,0,0,0,0,57,1629,3562,2458,4818,2170,1584,1391,637,131,18392,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,9,7,0,0,42,0,5,0,13,5,8,0,0,0,19,0,0,0,4,6,13,4,0,0,32,0,6,7,16,8,5,6,0,0,58,0,0,0,10,4,0,4,0,0,19,3,18,31,106,23,23,14,3,3,231,0,0,0,14,8,4,5,4,3,36,0,0,0,3,4,0,0,6,0,21,3,35,71,178,215,245,213,173,36,1173,0,3,0,33,14,20,9,6,0,84,0,0,0,13,0,0,3,0,0,21,0,0,0,8,10,18,47,16,4,103,0,0,0,0,4,3,7,4,4,33,0,0,15,23,13,20,13,4,5,86,5,25,51,274,53,37,17,7,0,470,0,0,4,11,6,4,6,0,0,26,0,4,7,21,6,5,6,0,0,45
SED30080,0,0,0,4,0,5,4,0,0,8,1580,2884,2950,6065,2638,1932,1237,703,294,20288,0,5,0,8,3,0,3,0,0,20,0,0,0,0,0,4,0,0,0,6,0,6,7,75,7,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,6,10,26,17,3,3,0,0,68,0,0,0,8,3,0,0,0,0,11,0,8,40,79,16,15,8,4,4,179,0,0,0,4,5,3,0,0,0,9,0,3,0,5,0,0,0,0,0,13,10,53,71,276,174,146,97,62,21,910,0,0,6,34,12,10,6,11,5,85,0,4,7,23,7,10,6,0,0,59,0,5,7,30,8,13,15,9,4,84,0,0,0,5,7,0,3,5,4,17,0,10,9,46,12,4,10,3,0,91,11,53,64,424,69,22,21,9,3,668,0,4,4,19,3,4,4,0,0,35,0,7,14,53,11,3,6,0,0,92
