SED_CODE_2021,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
SED50502,1158,63,0,0,58,0,1216,149,502,22,0,525,0,669,3,80,37,0,120,0,127,0,0,0,0,0,0,0,147,578,60,0,644,0,791,0,3,0,0,3,0,8,1307,648,63,0,709,0,2013,1052,41,0,0,41,0,1093,120,530,30,0,558,3,685,3,93,64,0,156,0,165,0,0,0,0,0,0,0,127,624,96,0,720,3,848,0,0,0,0,0,0,0,1178,662,96,0,762,3,1946,629,17,0,0,17,0,653,56,239,13,0,257,0,316,0,50,42,0,98,0,96,0,0,0,0,0,0,3,62,295,56,0,355,0,414,0,0,0,0,0,0,0,696,314,56,0,370,0,1066,406,15,0,0,15,0,423,23,165,8,0,175,0,198,0,36,28,0,72,0,72,0,0,0,0,0,0,0,23,203,33,0,240,0,270,0,0,0,0,0,0,0,433,223,33,0,257,0,690,485,13,0,0
SED50605,1002,48,0,0,56,0,1057,134,480,15,0,491,5,631,0,19,4,0,28,0,33,0,0,0,0,0,0,0,136,501,23,0,525,3,666,0,0,0,0,0,0,3,1141,554,24,0,572,6,1724,1253,58,0,0,58,0,1308,146,644,12,0,655,0,802,5,28,20,0,50,0,52,0,0,0,0,0,0,0,155,669,34,0,707,0,857,0,3,0,0,3,4,5,1406,724,34,0,766,3,2176,878,17,0,0,17,0,900,97,337,7,0,343,0,440,0,22,6,0,32,0,35,6,0,0,0,0,0,6,100,362,16,0,378,0,477,0,0,0,0,0,0,3,978,383,16,0,396,0,1375,629,20,0,0,20,0,648,54,184,11,0,197,0,246,0,17,4,0,21,0,21,0,0,0,0,0,0,0,54,200,13,0,214,0,269,0,0,0,0,0,0,4,685,224,13,0,231,0,920,841,15,0,0
SED50702,971,56,0,0,62,0,1033,168,870,25,0,900,0,1065,4,83,26,0,108,0,109,0,0,0,0,0,0,0,166,951,51,0,1003,0,1171,7,0,0,0,0,6,11,1140,1011,56,0,1068,5,2215,882,52,0,0,52,0,934,126,682,20,0,705,4,838,7,100,34,0,137,0,146,0,0,0,0,0,0,0,130,785,58,0,848,4,980,6,4,0,0,4,3,10,1010,840,58,0,903,5,1922,473,19,0,0,19,0,487,59,320,7,0,323,0,386,5,39,25,0,58,0,64,0,0,0,0,0,0,0,65,357,28,4,389,0,452,0,0,0,0,0,0,0,537,371,28,4,405,0,943,299,12,0,0,12,0,303,27,150,7,0,159,0,192,4,32,14,0,41,0,46,0,0,0,0,0,0,0,30,182,16,0,201,0,233,0,0,0,0,0,0,0,328,194,16,0,209,0,539,358,20,0,0
SED50805,1400,50,0,0,50,0,1449,119,135,0,0,138,0,258,0,4,0,0,0,0,0,0,0,0,0,0,0,0,117,141,3,0,140,0,262,0,0,0,0,0,0,0,1519,186,3,0,190,0,1707,1525,53,0,0,51,0,1579,125,151,0,0,152,0,276,0,9,0,0,5,0,8,0,0,0,0,0,0,0,128,154,4,0,156,0,282,0,0,0,0,0,0,0,1652,207,0,0,207,0,1868,918,26,0,0,26,0,943,56,73,0,0,79,0,133,0,0,0,0,4,0,4,0,0,0,0,0,0,0,56,80,0,0,75,0,133,0,0,0,0,0,0,0,971,101,5,0,107,4,1080,682,18,0,0,18,0,695,20,40,0,0,40,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,41,0,0,41,0,60,0,0,0,0,0,0,0,698,57,0,0,57,5,757,907,26,0,0
SED50906,1273,27,0,0,27,0,1297,69,251,3,0,255,0,316,6,13,0,0,12,0,13,0,0,0,0,0,0,0,69,264,8,0,264,0,330,0,0,0,0,0,0,0,1338,288,8,0,293,0,1634,1373,26,0,0,26,0,1405,62,242,10,0,249,0,312,0,13,6,0,14,0,16,0,0,0,0,0,0,0,65,257,11,0,270,0,332,3,0,0,0,0,0,4,1443,282,11,0,293,0,1732,807,13,0,0,13,0,816,36,156,7,0,158,0,197,0,3,4,0,5,0,7,0,0,0,0,0,0,0,44,160,9,0,164,0,207,4,0,0,0,0,0,3,847,170,9,0,175,3,1032,582,10,0,0,10,0,597,24,96,0,0,94,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,96,0,0,94,0,119,0,0,0,0,0,0,0,605,101,0,0,102,0,709,784,4,0,0
SED51004,1517,47,0,0,47,3,1565,124,268,3,0,274,0,401,5,21,8,0,27,0,29,0,0,0,0,0,0,0,122,287,8,0,304,0,430,0,0,0,0,0,0,0,1644,337,8,0,352,3,2001,1600,35,0,0,35,0,1637,106,335,8,0,342,0,449,3,17,4,0,26,0,28,0,0,0,4,4,0,4,114,358,9,4,369,0,483,0,5,0,0,5,0,5,1717,398,9,4,411,3,2125,1025,24,0,0,24,0,1050,60,196,5,0,209,0,264,5,15,10,0,22,0,24,0,0,0,0,0,0,0,63,214,14,0,226,0,292,0,0,0,0,0,0,0,1084,240,14,0,249,0,1337,738,18,0,0,17,0,756,34,136,8,0,141,0,171,0,10,7,0,15,0,15,0,0,0,0,0,0,0,34,148,18,0,157,0,193,0,0,0,0,0,6,6,770,163,17,0,181,6,946,981,12,0,0
SED51104,2384,79,3,0,76,4,2464,144,400,9,0,411,0,550,6,21,5,0,21,0,23,0,0,0,0,0,0,0,148,418,10,3,433,0,581,3,0,0,0,0,7,14,2532,497,15,3,512,14,3062,2269,51,0,0,49,4,2321,111,417,5,0,421,0,537,10,8,11,0,20,0,25,0,0,0,5,5,0,5,122,429,10,5,444,0,564,9,0,0,0,0,7,9,2396,481,13,5,500,5,2901,1256,23,0,0,23,0,1284,81,230,3,0,238,0,319,0,9,6,0,10,0,15,0,0,0,0,0,0,0,82,239,8,0,250,0,329,3,0,0,0,0,3,6,1341,267,8,0,276,3,1622,783,11,0,0,11,0,789,33,142,6,0,145,0,180,0,3,0,0,9,0,8,0,0,0,0,0,0,0,32,143,3,0,155,0,187,3,0,0,0,0,3,3,815,152,3,0,162,3,980,948,14,0,0
SED51205,805,66,0,0,68,0,877,142,1728,78,5,1805,3,1954,13,161,82,0,249,0,265,0,3,0,0,3,0,3,153,1899,158,4,2066,0,2224,0,5,0,0,5,0,4,954,1968,164,4,2140,11,3102,701,42,0,0,44,0,745,104,1267,59,0,1333,0,1435,8,143,89,0,227,0,234,0,7,0,0,7,0,7,110,1415,149,0,1565,0,1673,0,3,0,0,3,5,6,809,1463,151,0,1608,7,2421,401,15,4,0,18,0,419,39,581,24,0,604,0,643,0,88,57,0,147,0,150,0,0,0,5,6,0,6,39,666,84,3,755,4,798,0,0,0,0,0,4,4,446,683,85,3,769,3,1218,264,10,0,0,10,0,279,14,327,10,0,339,0,359,0,48,39,0,81,0,81,0,0,0,0,0,0,0,14,373,47,0,422,0,440,0,0,0,0,0,0,0,285,387,47,0,433,0,718,313,10,0,0
SED51304,1561,58,0,0,58,0,1624,96,201,0,0,199,0,301,0,0,0,0,7,0,8,0,0,0,0,0,0,0,104,200,5,0,208,0,306,0,0,0,0,0,0,4,1664,258,7,0,268,0,1929,2046,54,0,0,54,0,2104,111,250,6,0,259,0,369,0,3,5,0,11,0,11,0,0,0,0,0,0,0,111,261,8,0,268,0,378,0,3,0,0,3,0,4,2161,317,8,0,324,0,2485,1352,30,0,0,30,3,1384,85,143,5,0,149,0,235,0,0,4,0,3,0,3,0,0,0,0,0,0,0,85,145,8,0,151,0,240,0,0,0,0,0,0,0,1440,178,8,0,183,3,1621,907,18,0,0,18,0,929,37,96,0,0,96,0,133,0,6,0,0,5,0,5,0,0,0,0,0,0,0,37,97,0,0,98,0,136,0,0,0,0,0,0,0,948,121,0,0,117,0,1066,1102,27,0,0
SED51401,1178,9,0,0,9,0,1187,48,83,0,0,83,0,131,0,5,0,0,0,0,0,0,0,0,0,0,0,0,48,83,0,0,87,0,135,4,0,0,0,0,0,4,1227,94,0,0,92,0,1324,1367,7,0,0,7,0,1373,32,73,0,0,73,0,101,5,6,0,0,8,0,12,0,0,0,0,0,0,0,37,78,0,0,78,0,117,0,0,0,0,0,0,0,1405,84,0,0,84,0,1493,756,11,0,0,11,0,766,13,30,0,0,30,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,29,0,0,28,0,44,8,0,0,0,0,0,8,780,40,0,0,38,0,819,421,5,0,0,5,0,425,8,24,0,0,24,0,33,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,24,0,0,25,0,34,0,0,0,0,0,0,0,426,32,0,0,31,0,459,370,4,0,0
SED51504,1369,58,0,0,59,3,1434,114,387,5,0,392,0,508,4,19,3,0,25,0,28,0,0,0,0,0,0,0,120,402,11,0,413,0,535,0,0,0,0,0,7,7,1489,461,13,0,474,3,1968,1653,53,4,0,57,0,1715,146,589,8,0,605,0,750,0,32,3,0,32,0,34,0,0,0,0,0,0,0,148,622,12,0,640,0,782,0,0,0,0,0,3,8,1802,678,17,0,697,3,2502,1230,32,4,0,34,0,1265,81,309,9,0,317,0,393,0,20,3,0,24,0,24,0,0,0,0,0,0,0,81,327,17,0,339,0,421,0,0,0,0,0,4,7,1311,361,20,3,377,4,1688,808,24,0,0,22,0,833,38,193,6,0,198,0,243,0,8,0,0,10,0,10,0,0,0,0,0,0,0,38,201,7,0,209,0,247,0,0,0,0,0,0,0,849,227,7,0,234,0,1080,1092,20,0,0
SED51605,1763,74,0,0,74,0,1840,184,571,7,0,580,0,760,3,23,18,0,42,0,48,0,0,0,0,0,0,0,190,597,27,0,619,0,810,0,0,0,0,0,0,0,1952,667,27,0,696,0,2649,1682,74,0,0,74,4,1758,176,528,15,0,543,0,717,0,29,43,0,74,0,78,0,0,0,0,0,0,0,181,556,61,0,620,0,799,0,0,0,0,0,0,0,1864,630,64,0,696,3,2558,1078,37,0,0,37,0,1116,59,240,4,0,242,0,302,3,20,23,0,40,0,47,0,0,0,0,0,0,0,62,261,26,0,289,0,348,0,0,0,0,0,0,0,1140,304,26,0,328,4,1464,691,19,0,0,19,0,710,42,176,4,4,182,0,222,3,12,15,0,28,0,30,0,0,0,0,0,0,0,42,192,17,4,206,0,246,0,0,0,0,0,0,0,733,208,17,4,226,0,960,855,27,0,0
SED51706,1676,29,0,0,29,3,1704,54,125,0,0,121,0,179,5,13,3,0,17,0,16,0,0,0,0,0,0,0,57,136,5,0,140,0,201,4,0,0,0,0,0,8,1740,168,5,0,174,0,1912,1782,29,0,0,29,0,1810,53,131,3,0,136,0,188,0,12,4,0,16,0,20,0,0,0,0,0,0,0,59,144,5,0,147,0,208,0,0,0,0,0,4,3,1840,171,5,0,175,4,2022,1063,10,0,0,10,0,1077,35,64,0,0,64,0,101,0,7,0,0,7,0,6,0,0,0,0,0,0,0,37,67,0,0,72,0,107,5,0,0,0,0,3,5,1104,85,0,0,86,3,1190,741,3,0,0,3,0,748,20,40,0,0,40,0,54,0,4,0,0,4,0,4,0,0,0,0,0,0,0,20,43,0,0,43,0,56,0,0,0,0,0,0,5,758,42,0,0,42,5,808,799,3,0,0
SED51804,1263,46,0,0,54,0,1317,83,162,4,0,164,0,250,0,7,0,0,14,0,14,0,0,0,0,0,0,0,83,171,4,0,178,0,262,0,0,0,0,0,6,6,1352,221,3,0,228,0,1583,1471,39,0,0,39,0,1516,102,225,7,0,239,0,334,0,4,0,0,7,0,7,0,0,0,0,0,0,0,102,235,11,0,244,0,347,0,0,0,0,0,0,0,1575,274,11,0,292,0,1866,1092,21,0,0,21,0,1111,47,133,0,0,131,0,182,0,3,4,0,3,0,10,0,0,0,0,0,0,0,49,133,6,0,135,0,190,0,0,0,0,0,0,3,1143,156,6,0,160,0,1301,772,9,0,0,9,0,783,36,93,0,0,92,0,132,0,0,0,0,3,0,3,0,0,0,0,0,0,0,36,89,8,0,97,0,136,0,0,0,0,0,3,3,807,107,8,0,108,3,918,1157,21,0,0
SED51902,2169,45,7,0,50,0,2222,100,323,3,0,326,0,423,0,13,8,0,22,0,22,0,0,0,0,0,0,0,100,338,11,0,348,0,445,6,0,0,0,0,0,7,2270,380,16,0,396,3,2669,2138,48,0,0,48,0,2184,77,390,0,0,393,0,474,0,11,0,0,19,0,20,0,0,0,0,0,0,0,81,409,3,0,411,0,497,3,0,0,0,0,4,6,2224,456,9,0,463,5,2690,1212,31,4,0,33,3,1251,47,177,6,0,179,0,235,0,10,7,0,12,0,13,0,0,0,0,0,0,0,52,183,4,0,192,0,245,0,0,0,0,0,3,6,1265,213,11,0,223,11,1500,834,17,0,0,17,0,848,33,89,0,0,89,0,129,0,3,5,0,5,0,5,0,0,0,0,0,0,0,33,98,5,0,99,0,130,0,0,0,0,0,0,3,867,107,5,0,110,3,985,970,12,0,0
SED52006,1099,22,0,0,22,0,1125,74,78,5,0,80,0,156,6,6,0,0,8,0,11,0,0,0,0,0,0,0,75,84,8,0,90,0,166,0,0,0,0,0,0,0,1179,104,8,0,111,4,1296,1134,15,0,0,15,6,1153,70,93,0,0,95,0,164,6,8,5,0,7,0,18,0,0,0,0,0,0,0,81,99,0,0,102,0,179,0,0,0,0,0,3,3,1217,115,0,0,118,10,1343,770,18,0,0,18,4,787,57,59,0,0,62,0,126,5,3,0,0,3,0,7,0,0,0,0,0,0,0,63,69,0,0,69,0,133,0,0,0,0,0,5,5,834,85,0,0,89,3,927,542,8,0,0,8,0,549,32,28,0,0,31,0,66,3,7,0,0,7,0,12,0,0,0,0,0,0,0,34,36,0,0,37,0,72,0,0,0,0,0,0,0,569,51,0,0,47,0,621,678,11,0,0
SED52102,1344,50,0,0,49,0,1395,106,576,15,0,594,0,703,3,74,34,4,106,0,111,0,4,0,0,4,0,4,110,652,53,4,705,0,816,4,0,0,0,0,5,14,1466,697,53,4,754,5,2223,1239,31,0,0,31,0,1273,72,545,18,0,562,0,630,5,63,45,0,107,0,108,0,3,0,0,3,0,3,69,614,64,0,678,0,743,3,0,0,0,0,0,5,1315,645,64,0,705,0,2025,715,12,0,0,12,0,729,33,277,0,0,277,0,314,4,47,23,0,64,0,70,0,0,0,0,0,0,0,38,317,22,0,343,0,376,0,0,0,0,0,5,7,749,335,22,0,356,5,1112,511,0,0,0,0,0,515,29,124,0,0,128,0,157,0,25,26,0,54,0,54,0,0,0,0,0,0,0,28,152,28,0,178,0,206,0,0,0,0,0,0,0,542,151,28,0,180,0,724,579,13,0,0
SED52205,1307,70,0,3,73,3,1383,177,250,3,0,249,0,427,7,13,6,0,17,0,24,0,0,0,0,0,0,0,179,260,11,0,269,0,450,0,0,0,0,0,0,0,1487,328,11,4,342,3,1836,1013,57,0,0,57,0,1069,117,181,8,0,184,0,307,6,9,11,0,23,0,26,0,0,0,0,0,0,0,124,192,12,0,208,0,326,0,0,0,0,0,4,4,1133,248,12,0,263,4,1401,545,20,0,0,20,0,571,42,94,0,0,94,0,132,0,3,4,0,13,0,13,0,0,0,0,0,0,0,42,95,4,0,97,0,148,0,0,0,0,0,0,0,591,117,4,0,122,0,722,394,13,0,0,13,0,413,32,55,4,0,56,0,93,0,0,4,0,0,0,9,0,0,0,0,0,0,0,36,54,9,0,59,0,95,0,0,0,0,0,0,0,432,68,9,0,77,0,509,454,23,0,0
SED52301,1240,28,0,0,28,0,1271,51,153,3,0,155,0,204,0,6,4,0,12,0,12,0,0,0,0,0,0,0,51,162,9,0,163,0,211,5,0,0,0,0,0,5,1294,189,9,0,193,0,1487,1269,29,0,0,29,0,1302,47,175,3,0,181,0,227,3,6,0,0,7,0,9,0,0,0,0,0,0,0,46,186,5,0,189,0,233,0,0,0,0,0,0,3,1315,212,5,0,214,0,1539,758,14,0,0,14,0,771,32,97,0,0,97,0,131,0,10,5,0,10,0,10,0,0,0,0,0,0,0,32,102,0,0,105,0,135,0,0,0,0,0,0,0,788,117,0,0,119,0,914,503,12,0,0,16,0,509,25,54,0,0,54,0,80,0,0,0,0,5,0,5,0,0,0,0,0,0,0,25,59,0,0,56,0,84,0,0,0,0,0,0,0,523,67,0,0,76,0,596,573,9,0,0
SED52404,1683,71,0,0,71,0,1750,145,161,0,0,161,0,311,0,0,3,0,4,0,3,0,0,0,0,0,0,0,145,166,3,0,169,0,315,0,0,0,0,0,0,5,1832,236,3,0,233,4,2070,1754,35,0,0,35,0,1794,110,163,0,0,163,0,276,0,0,6,0,6,0,8,0,0,0,0,0,0,0,109,163,6,0,172,0,284,0,0,0,0,0,0,0,1870,197,6,0,203,0,2072,1094,19,0,0,19,7,1115,59,106,6,0,112,0,168,0,0,0,0,0,0,4,0,0,0,0,0,0,0,59,111,5,0,114,0,175,0,0,0,0,0,0,0,1154,127,5,0,129,5,1292,744,13,0,0,13,4,754,44,64,0,0,64,0,107,0,0,0,0,5,0,0,0,0,0,0,0,0,0,44,70,0,0,70,0,113,0,0,0,0,0,0,3,786,81,0,0,83,5,876,892,16,0,0
SED52505,1706,108,0,0,110,0,1814,157,1859,35,0,1895,3,2057,4,79,25,0,104,0,109,0,0,0,0,3,0,3,161,1944,63,0,2003,3,2165,0,3,0,0,3,0,4,1871,2056,59,0,2119,3,3987,1546,81,0,0,81,5,1626,140,1888,32,0,1922,3,2068,3,75,32,0,108,0,114,0,4,0,0,4,0,4,145,1965,62,0,2035,3,2180,0,7,0,0,7,0,9,1693,2055,62,0,2121,3,3815,951,35,0,0,34,0,981,76,838,19,0,855,0,933,0,41,10,0,52,0,54,0,0,0,0,0,0,0,75,879,29,0,910,0,986,0,7,0,0,7,0,7,1026,913,28,0,945,0,1976,629,18,0,0,18,0,650,42,447,12,0,466,0,501,0,23,15,0,35,0,35,0,0,0,0,0,0,0,42,469,25,0,500,0,536,0,0,0,0,0,0,0,673,491,25,0,518,0,1188,810,23,0,0
SED52604,1221,43,0,0,43,6,1268,77,192,0,0,193,0,272,3,7,7,0,20,0,24,0,0,0,0,0,0,0,79,200,7,0,214,0,293,0,0,0,0,0,0,0,1305,244,7,0,255,3,1564,1373,44,0,3,45,0,1422,62,218,4,0,221,0,280,0,21,4,0,26,0,26,0,0,0,0,0,0,0,62,236,6,0,243,0,310,0,0,0,0,0,0,4,1435,281,6,3,288,7,1730,922,20,0,0,21,0,944,27,112,0,0,113,0,144,0,4,0,0,12,0,12,0,0,0,0,0,0,0,27,120,3,0,123,0,149,0,0,0,0,0,0,0,948,137,3,0,147,0,1093,647,14,0,0,14,0,664,30,84,6,0,85,0,116,0,4,0,0,6,0,6,0,0,0,0,0,0,0,30,83,9,0,90,0,122,0,0,0,0,0,0,0,679,102,9,0,104,3,784,901,22,0,0
SED52702,1235,30,0,0,30,0,1269,70,47,0,0,47,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,51,0,0,51,0,120,0,0,0,0,0,0,0,1308,80,0,0,80,0,1391,1608,25,0,3,29,4,1640,102,72,0,0,72,0,167,3,0,0,0,0,0,3,0,0,0,0,0,0,0,101,72,0,0,72,0,170,0,0,0,0,0,0,0,1707,95,0,3,101,4,1806,1174,20,0,0,18,0,1198,50,55,0,0,55,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,55,0,0,55,0,107,5,0,0,0,0,0,5,1228,78,0,0,82,0,1308,806,15,0,0,15,0,817,35,36,0,0,35,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,36,0,0,38,0,70,0,0,0,0,0,0,0,840,50,0,0,51,0,893,992,18,0,0
SED52803,1459,38,0,0,37,3,1500,77,243,0,0,243,0,321,0,14,0,0,14,0,16,0,0,0,0,0,0,0,83,262,0,0,262,0,335,0,0,0,0,0,14,14,1541,299,0,0,302,15,1852,1304,40,0,0,41,0,1346,70,286,0,0,286,0,354,0,13,0,0,13,0,13,0,0,0,0,0,0,0,73,293,0,0,298,0,371,0,0,0,0,0,4,3,1379,334,3,0,333,8,1722,685,14,0,0,14,0,695,35,144,3,0,146,0,183,4,3,0,0,4,0,6,0,0,0,0,0,0,0,37,142,4,0,147,0,188,0,0,0,0,0,0,5,724,162,4,0,168,0,888,437,10,0,0,10,0,446,24,88,0,0,92,0,115,0,0,0,0,0,0,4,0,0,0,0,0,0,0,25,97,0,0,95,0,121,0,0,0,0,3,0,3,462,107,0,0,103,0,573,441,10,0,0
