SED_CODE_2021,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
SED30078,9461,27064,2216,4137,2988,6891,5207,11028,1036,1934,1183,2050,1855,3360,3174,5835,18,68,7269,13255,0,10,6,9,0,0,13,30,15,46,109,196,22063,51597,2034,..,24095,51597
SED30079,15803,46628,440,745,1294,2579,1739,3325,391,633,48,61,16,30,71,109,30,59,552,891,42,60,31,42,0,5,0,3,77,110,21,41,18192,50998,817,..,19009,50998
SED30080,13774,38034,265,431,2216,4385,2480,4816,1757,2836,2313,3844,1218,2144,1140,1924,12,23,6438,10774,0,0,0,0,0,0,3,13,3,13,26,40,22719,53673,1565,..,24283,53673
SED30081,15214,48195,326,753,2987,8092,3314,8842,40,55,0,0,0,0,0,0,24,44,63,98,26,33,51,62,0,0,3,3,80,97,14,27,18684,57257,947,..,19628,57257
SED30082,6775,19271,203,413,1437,3122,1632,3541,1518,2753,3075,5573,1723,3144,7900,14069,8,7,14226,25539,7,22,26,37,0,0,45,97,80,151,175,285,22889,48783,9137,..,32022,48783
SED30083,14528,46081,2194,4342,2275,5612,4466,9957,47,111,197,314,54,98,3,13,20,48,329,579,52,94,6,9,0,5,7,9,65,110,16,51,19406,56776,841,..,20252,56776
SED30084,16716,45282,956,1573,387,670,1346,2244,137,255,34,52,14,34,0,0,6,6,197,349,26,50,27,54,0,5,0,3,62,114,43,82,18367,48073,1458,..,19826,48073
SED30085,14861,43373,682,1410,2494,6233,3176,7645,838,1483,472,846,217,440,96,180,35,75,1657,3018,33,53,261,376,0,0,11,42,318,467,65,110,20076,54614,1447,..,21526,54614
SED30086,16731,42551,2329,3846,775,1384,3102,5228,1186,1903,60,83,33,46,31,53,5,8,1321,2093,8,14,9,22,3,6,13,35,40,78,36,84,21238,50036,1972,..,23208,50036
SED30087,16629,43206,3690,6094,910,1687,4600,7780,905,1659,0,0,10,15,0,0,5,13,918,1680,39,48,17,28,4,6,0,6,59,88,26,51,22230,52812,1852,..,24076,52812
SED30088,12241,31560,2134,3238,2128,3542,4255,6784,1245,1937,864,1403,990,1747,586,1018,5,11,3683,6117,109,172,64,120,21,31,26,53,222,370,76,121,20478,44949,3406,..,23888,44949
SED30089,11251,30744,1411,2811,212,358,1624,3167,454,803,16,23,0,0,0,0,7,6,475,841,341,644,61,103,155,180,44,93,606,1021,273,670,14232,36449,3386,..,17609,36449
SED30090,14319,35564,745,1209,88,164,835,1381,137,194,0,0,0,0,0,0,0,4,139,201,119,247,35,62,28,49,32,63,214,424,111,248,15615,37806,3544,..,19161,37806
SED30091,16160,47172,1515,2750,2029,4535,3547,7284,543,1038,84,104,12,18,3,17,24,54,670,1230,42,58,0,0,0,0,0,0,46,59,40,85,20458,55833,1273,..,21732,55833
SED30092,15180,41029,507,942,573,1070,1077,2016,906,1604,255,476,60,113,0,0,0,9,1229,2197,147,296,121,231,25,53,21,48,304,628,176,344,17965,46218,2901,..,20866,46218
SED30093,17501,56083,1041,2311,2416,5581,3459,7894,491,974,76,140,0,0,0,0,18,43,575,1157,0,0,0,0,0,0,0,0,4,0,28,54,21568,65186,1436,..,23001,65186
SED39494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SED39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,..,3,0
SED40001,5805,15323,2112,3750,3180,6310,5298,10067,1354,2339,1078,1717,2228,3732,2889,4880,12,22,7563,12691,0,0,0,0,0,0,85,162,84,165,135,237,18881,38473,3245,..,22128,38473
SED40002,9766,25252,2833,5411,731,1724,3570,7132,2873,4977,333,649,273,511,14,21,6,16,3503,6178,0,0,0,0,0,0,8,29,10,30,30,68,16877,38656,1371,..,18250,38656
SED40003,12080,31830,718,1192,241,546,958,1735,153,255,51,82,12,18,0,0,9,24,230,379,14,27,0,8,0,0,3,5,19,45,13,34,13308,34024,667,..,13969,34024
SED40004,9692,27112,2173,4215,1169,2565,3347,6783,867,1572,211,268,121,190,134,216,4,20,1339,2267,0,0,0,0,0,0,5,20,5,20,33,58,14404,36234,1266,..,15672,36234
SED40005,12949,30240,1287,2114,28,60,1314,2173,209,298,0,0,0,0,0,0,4,11,212,309,68,151,101,164,9,16,23,45,200,374,61,115,14731,33212,4469,..,19204,33212
SED40006,10404,27188,2554,4820,1253,2889,3805,7713,731,1203,143,242,391,682,0,0,22,48,1291,2176,0,0,0,0,0,0,27,70,27,70,47,103,15584,37243,1142,..,16720,37243
SED40007,10245,27188,1250,2443,961,2345,2206,4786,1843,2781,268,384,51,88,0,0,8,12,2165,3268,14,17,0,0,0,3,8,10,13,34,34,80,14676,35353,1229,..,15904,35353
SED40008,9831,26961,3472,7422,1191,2579,4662,10003,1034,1993,85,158,438,715,111,182,50,99,1712,3145,12,37,0,0,0,0,42,115,54,151,37,88,16300,40352,1245,..,17546,40352
SED40009,12406,32787,534,852,231,409,768,1261,85,181,0,0,0,0,0,0,6,13,90,201,56,63,3,11,0,0,0,0,62,76,24,47,13349,34372,585,..,13936,34372
SED40010,8422,22202,2943,5100,1861,3707,4811,8809,2442,4058,236,368,206,354,85,131,0,6,2972,4921,4,8,14,18,0,0,38,79,53,111,42,84,16304,36129,1603,..,17909,36129
SED40011,10439,27765,2727,5164,618,1347,3345,6512,1679,2774,98,174,42,75,0,0,5,5,1822,3028,3,5,0,0,0,0,16,35,19,40,41,73,15671,37418,996,..,16662,37418
SED40012,11823,32329,2426,4914,178,291,2603,5210,49,79,46,68,0,0,0,0,0,5,104,149,0,0,0,0,0,0,0,0,0,0,18,39,14547,37728,1028,..,15572,37728
SED40013,11752,32530,2066,4034,1235,2968,3300,7006,672,1336,91,139,155,244,0,0,6,16,927,1731,0,0,0,0,0,0,10,29,10,29,47,111,16033,41405,1130,..,17162,41405
SED40014,13364,28942,860,1217,158,313,1020,1528,207,266,21,38,16,28,0,0,0,0,245,330,53,83,62,95,0,0,10,21,126,191,58,101,14810,31090,6247,..,21056,31090
SED40015,12156,28989,794,1353,102,222,901,1575,430,559,0,13,0,0,0,0,10,32,444,597,84,191,50,111,9,22,33,56,169,376,59,105,13729,31644,3918,..,17650,31644
SED40016,12058,31890,1061,1940,668,1512,1731,3454,284,464,294,533,212,399,0,0,12,25,798,1418,0,0,0,0,0,0,3,12,3,12,39,71,14633,36838,881,..,15508,36838
SED40017,13791,33871,442,688,6,13,453,702,21,22,0,0,0,5,0,0,4,10,26,43,53,132,0,3,0,17,19,47,83,194,40,82,14387,34893,2233,..,16623,34893
SED40018,10015,25095,3949,6972,1234,2621,5182,9596,501,754,116,168,25,37,0,0,10,18,648,977,0,0,0,3,0,0,20,47,27,54,33,65,15912,35788,1404,..,17311,35788
SED40019,9544,23737,3760,7303,26,46,3781,7350,522,727,39,52,0,0,0,0,21,45,579,821,73,114,10,25,8,12,17,52,108,205,92,191,14111,32302,3719,..,17832,32302
SED40020,13184,31597,994,1626,16,26,1010,1658,47,75,0,0,0,0,0,3,4,8,50,84,41,54,87,144,6,8,21,46,147,251,62,133,14455,33713,2099,..,16558,33713
SED40021,11304,28989,1775,3612,598,1452,2372,5066,2100,3566,3,7,0,0,0,0,5,15,2106,3586,0,0,0,0,0,0,3,13,3,13,39,75,15827,37731,1204,..,17027,37731
SED40022,12176,32417,159,217,20,39,177,251,58,82,20,24,0,0,0,0,3,13,77,118,34,65,3,8,0,0,13,21,55,98,25,48,12514,32929,953,..,13463,32929
SED40023,12062,30757,1105,1653,63,168,1169,1819,146,196,0,0,0,0,0,0,10,14,154,213,12,17,125,169,0,0,0,4,136,190,8,17,13538,32995,636,..,14173,32995
SED40024,13414,33676,916,1426,394,853,1309,2277,810,1281,48,59,46,71,0,0,13,21,919,1438,28,40,19,33,0,3,3,5,50,81,29,60,15726,37538,1058,..,16775,37538
SED40025,13283,34345,704,1071,86,184,788,1251,78,131,0,0,0,0,0,0,3,11,84,145,21,34,5,7,0,0,0,5,30,41,22,36,14209,35832,1065,..,15271,35832
SED40026,12379,33403,753,1194,238,473,996,1669,59,98,0,0,0,0,0,0,0,3,63,108,0,0,0,0,0,0,0,13,0,13,4,6,13438,35196,489,..,13925,35196
SED40027,9149,22560,2486,4628,1416,2873,3901,7497,636,1012,44,76,71,106,106,193,17,36,874,1426,11,20,3,3,0,0,13,34,32,56,27,43,13982,31585,1113,..,15092,31585
SED40028,11769,30679,1716,2707,228,480,1942,3188,129,156,0,0,0,0,0,0,0,0,129,156,44,64,6,0,0,0,0,0,48,64,59,115,13949,34204,860,..,14815,34204
SED40029,14318,33173,544,852,11,18,555,865,154,186,0,0,0,0,0,0,3,4,159,197,46,77,9,14,14,37,17,40,86,166,50,108,15161,34508,4403,..,19562,34508
SED40030,13380,32389,627,960,109,214,736,1179,125,189,43,52,0,0,0,0,4,7,177,246,96,137,49,67,0,6,14,33,164,246,52,103,14502,34160,4550,..,19056,34160
SED40031,11336,30673,1507,3252,413,1046,1921,4295,541,949,0,0,44,63,0,0,3,13,589,1024,0,0,0,0,0,0,0,0,0,0,20,43,13863,36039,684,..,14550,36039
SED40032,7594,19231,3520,6129,1189,2530,4708,8664,1397,2140,511,820,550,935,292,468,6,10,2753,4372,0,0,0,0,0,0,44,75,44,75,36,74,15136,32409,1742,..,16873,32409
SED40033,11166,27653,1459,2549,43,74,1506,2618,921,1315,0,0,18,25,0,0,0,0,936,1338,10,7,4,4,8,13,53,146,68,169,47,72,13722,31854,1914,..,15637,31854
SED40034,12708,27528,573,903,60,110,635,1013,61,81,0,0,0,0,0,0,0,0,62,85,112,176,53,92,3,15,28,61,196,332,39,59,13636,29022,8182,..,21817,29022
SED40035,11891,30529,1289,2021,165,377,1457,2396,828,1244,0,0,0,0,0,0,3,10,835,1254,11,32,0,0,0,0,0,0,11,32,23,55,14219,34271,737,..,14952,34271
SED40036,12176,36216,862,1650,355,817,1221,2472,358,549,90,159,109,161,0,0,9,19,561,887,0,0,0,0,0,0,6,14,6,14,28,53,13995,39634,599,..,14592,39634
SED40037,10630,26109,1953,3458,1024,2089,2976,5544,1023,1553,130,209,255,359,0,0,6,22,1418,2147,5,4,25,34,0,0,34,75,69,109,36,63,15120,33974,1300,..,16417,33974
SED40038,11888,33704,2582,4967,204,497,2783,5469,659,1156,0,0,0,0,0,0,4,8,668,1163,0,0,0,0,0,0,0,0,0,0,24,69,15360,40407,880,..,16244,40407
SED40039,12581,30207,1812,2700,213,416,2027,3116,30,49,0,0,0,0,0,0,4,14,34,66,0,0,0,0,0,0,0,0,0,0,11,26,14649,33415,889,..,15541,33415
SED40040,13277,33805,496,758,15,37,513,796,92,115,0,0,0,0,0,4,0,0,100,121,54,76,17,31,0,0,11,18,80,121,33,78,13997,34922,1289,..,15284,34922
SED40041,12036,27475,1276,2376,33,72,1306,2444,389,525,0,0,0,0,0,0,4,13,397,544,56,113,10,29,12,27,23,49,107,222,84,134,13933,30826,2874,..,16806,30826
SED40042,12312,34422,1637,3378,229,452,1865,3832,145,225,0,0,0,0,0,0,0,0,145,225,155,229,76,90,0,0,0,0,231,316,42,88,14595,38894,1056,..,15651,38894
SED40043,13071,34207,1765,3638,402,902,2167,4537,1110,2037,0,0,0,0,0,9,11,16,1120,2065,39,58,4,5,0,0,0,0,45,64,46,85,16448,40953,1008,..,17456,40953
SED40044,8924,24506,2025,3848,736,1502,2759,5348,2554,4344,221,375,312,498,46,83,0,4,3138,5298,0,0,0,0,0,0,13,31,13,31,27,56,14859,35245,1350,..,16217,35245
SED40045,11878,32375,874,1544,112,275,981,1817,690,1071,7,8,0,0,0,0,5,8,698,1092,14,21,3,8,3,3,7,25,32,58,21,48,13622,35394,730,..,14348,35394
SED40046,10115,26005,2065,3961,662,1512,2728,5469,1696,3103,230,336,55,101,0,0,12,23,1993,3562,0,0,0,0,0,0,16,30,16,30,82,157,14940,35229,1218,..,16156,35229
SED40047,12467,32936,947,1494,133,259,1077,1752,116,166,0,0,0,0,0,0,7,5,118,177,0,0,0,0,0,0,0,0,0,0,3,11,13671,34881,582,..,14251,34881
SED49494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SED49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SED50106,13322,32472,989,1471,103,158,1090,1627,46,71,0,0,0,0,0,0,22,45,67,113,90,131,118,160,6,12,3,6,219,308,34,62,14733,34582,2295,..,17025,34582
SED50202,15529,41585,2566,4676,35,58,2606,4734,136,201,54,82,0,0,0,0,20,42,204,329,85,100,130,174,0,0,10,18,225,298,18,39,18585,46983,1651,..,20230,46983
SED50304,9788,24995,7029,13121,1058,2127,8084,15248,1042,1732,274,448,8,6,0,0,3,16,1331,2208,0,0,0,0,0,0,0,0,0,0,14,30,19217,42488,1603,..,20824,42488
SED50405,18201,51877,531,934,106,167,636,1099,50,66,110,158,7,12,0,0,4,11,173,248,28,50,11,17,3,7,45,66,89,138,15,33,19110,53394,1240,..,20352,53394
SED50502,13662,36650,1629,2923,243,499,1874,3423,261,384,63,84,53,77,0,0,23,44,398,591,0,0,0,5,0,4,5,9,5,14,17,30,15952,40714,1164,..,17123,40714
SED50605,12514,35024,1959,3920,732,1745,2700,5664,249,410,122,190,400,722,177,278,13,31,953,1629,0,0,0,0,0,0,3,6,3,6,15,29,16187,42358,1565,..,17750,42358
SED50702,12713,31877,2080,4054,1493,3089,3573,7149,609,1006,587,944,590,940,1262,2216,23,39,3058,5141,10,13,3,3,0,0,9,6,21,31,37,73,19404,44266,2675,..,22074,44266
SED50805,10163,27232,3098,5468,947,1983,4050,7456,356,491,405,576,209,341,33,59,15,35,1027,1502,0,0,0,0,0,0,15,25,15,25,31,66,15279,36288,1365,..,16647,36288
SED50906,13740,34434,2236,3449,433,799,2667,4244,397,592,104,160,15,27,32,53,5,11,553,843,67,93,36,54,0,0,9,23,116,166,33,62,17111,39749,1950,..,19054,39749
SED51004,14347,40409,890,1620,187,317,1075,1941,69,112,210,333,3,7,0,0,13,20,287,475,5,3,0,0,0,0,3,7,9,13,3,17,15728,42851,1016,..,16741,42851
SED51104,18553,50654,760,1198,136,216,902,1421,50,72,3,9,0,0,0,0,11,34,67,120,0,0,5,3,0,0,0,0,4,3,15,28,19534,52222,1656,..,21188,52222
SED51205,14784,40280,2904,6406,539,1171,3444,7571,436,860,191,333,122,247,102,158,32,68,881,1664,16,27,0,0,0,0,15,50,34,78,41,83,19183,49674,1765,..,20949,49674
SED51304,12791,36397,1187,2210,507,1107,1697,3312,257,327,32,52,110,173,0,0,14,31,418,583,0,0,0,0,0,0,0,0,0,0,5,21,14907,40315,932,..,15840,40315
SED51401,13125,29979,401,609,21,43,420,650,44,60,0,0,0,0,0,0,8,8,53,71,57,92,26,43,8,7,27,39,117,184,88,184,13803,31064,3567,..,17365,31064
SED51504,10565,30592,1623,3272,1255,2786,2880,6061,1152,2109,1152,2160,334,510,171,298,18,26,2823,5107,0,3,0,0,0,0,4,3,5,10,8,11,16280,41780,1288,..,17563,41780
SED51605,14493,41590,854,1537,165,313,1012,1848,282,416,351,545,461,748,160,232,11,24,1270,1958,4,4,200,294,0,0,3,3,200,300,12,22,16987,45716,1047,..,18032,45716
SED51706,15139,38427,693,1125,9,26,704,1147,168,244,0,0,0,0,0,0,4,10,172,255,89,134,70,103,20,31,7,20,178,288,33,63,16223,40185,1784,..,18010,40185
SED51804,10019,28371,1300,2643,1546,3081,2846,5720,716,1094,1046,1476,1688,2831,291,463,6,17,3743,5881,0,0,0,0,0,0,7,15,7,15,12,15,16627,40005,2194,..,18819,40005
SED51902,15285,43824,165,289,0,3,163,290,15,20,0,0,0,0,0,0,28,59,47,83,7,13,91,146,3,11,15,28,116,198,26,62,15639,44458,979,..,16622,44458
SED52006,14918,35901,944,1408,412,741,1353,2151,34,55,57,108,57,101,63,111,10,17,215,392,43,63,67,88,7,13,0,0,126,172,0,0,16613,38614,4143,..,20753,38614
SED52102,14327,38017,627,1091,44,90,667,1180,17,32,0,0,0,0,0,0,20,44,45,77,126,190,94,136,10,18,34,87,265,434,13,26,15311,39728,972,..,16287,39728
SED52205,11610,28468,2518,4500,1323,2526,3842,7022,456,645,668,1016,1132,1723,184,296,55,119,2498,3795,11,14,132,195,0,9,23,50,160,263,42,76,18157,39623,2108,..,20267,39623
SED52301,12206,30816,1225,1953,295,591,1516,2542,198,315,15,14,0,3,0,0,12,15,227,343,85,118,28,45,19,31,14,28,152,227,65,109,14158,34037,2013,..,16168,34037
SED52404,14009,37384,1049,1871,205,382,1251,2254,84,123,11,20,3,0,0,0,30,63,130,214,0,0,6,7,0,0,0,0,6,7,6,11,15406,39872,930,..,16343,39872
SED52505,17221,52310,627,1442,88,208,718,1653,35,63,0,0,0,0,0,0,20,39,54,103,0,3,0,0,0,0,0,13,4,12,8,33,18011,54119,860,..,18870,54119
SED52604,12615,34418,629,1103,652,1389,1277,2495,68,122,335,539,469,780,0,0,22,46,895,1486,4,5,0,0,0,0,16,42,20,53,8,20,14822,38465,956,..,15780,38465
SED52702,13414,35812,474,669,41,67,515,737,42,65,0,0,0,0,0,0,32,53,69,122,10,22,0,5,4,21,38,96,59,139,20,43,14078,36851,958,..,15037,36851
SED52803,9798,25897,1462,2688,229,472,1688,3160,167,275,0,0,0,0,0,0,4,7,170,283,76,115,106,160,0,3,28,45,210,320,73,140,11942,29801,2713,..,14652,29801
SED52903,7820,24748,876,1827,273,523,1147,2346,253,552,0,0,0,0,0,0,3,6,253,562,477,915,16,30,50,128,84,226,623,1303,242,472,10089,29429,2054,..,12143,29429
SED53004,13720,36902,1356,2410,134,212,1488,2622,21,29,0,0,0,0,0,0,17,32,36,58,83,112,4,9,0,0,4,10,89,128,5,8,15344,39722,741,..,16080,39722
SED53105,15394,42843,788,1490,267,508,1051,1995,298,414,130,224,0,0,0,0,16,34,444,674,3,9,0,0,3,8,4,3,9,16,10,22,16908,45548,1274,..,18187,45548
SED53204,14546,44416,997,2042,114,248,1108,2291,0,0,0,0,0,0,0,0,4,10,4,10,9,21,0,0,33,51,0,0,40,66,13,18,15710,46802,614,..,16323,46802
SED53306,14136,35408,2505,3860,646,1054,3153,4912,387,553,134,250,145,262,94,180,26,43,791,1288,18,31,61,78,0,5,7,7,86,118,28,51,18190,41779,2955,..,21149,41779
SED53402,11206,28161,2013,3701,2029,3827,4044,7524,1579,2443,782,1168,469,638,269,437,9,16,3106,4700,0,4,0,0,0,0,5,9,10,12,23,40,18385,40431,2410,..,20789,40431
SED53502,14481,37224,2179,3756,458,774,2638,4531,241,365,223,328,100,165,53,73,12,34,634,967,48,75,119,162,0,5,22,44,198,286,30,80,17976,43087,1700,..,19676,43087
SED53602,13405,38143,2733,5498,414,838,3145,6337,261,395,0,0,17,20,0,0,20,50,300,465,0,0,0,0,0,0,0,0,0,0,13,23,16851,44964,1318,..,18170,44964
SED53701,12933,30578,310,530,78,155,388,688,90,132,0,0,0,0,0,3,3,4,95,141,117,188,69,101,47,83,32,69,258,434,113,188,13791,32021,5920,..,19709,32021
SED53802,12931,33462,4098,8504,566,1126,4659,9631,84,118,0,0,0,0,0,0,4,8,92,124,0,0,0,0,0,0,4,4,4,4,16,31,17698,43256,1273,..,18974,43256
SED53902,9445,24221,3916,7282,1444,3116,5356,10399,1954,3043,491,713,424,601,94,141,6,6,2964,4507,0,0,0,0,0,0,12,29,16,30,9,16,17793,39179,1695,..,19490,39179
SED54006,14743,37626,548,855,40,73,586,930,14,16,0,0,0,0,0,0,8,27,19,45,260,362,41,69,20,42,18,24,332,500,35,66,15716,39163,2743,..,18459,39163
SED54104,9203,25716,919,1815,1869,3822,2785,5637,1403,2404,1791,2779,2335,3821,694,1183,9,28,6231,10216,0,0,0,0,0,0,12,12,12,19,25,49,18247,41636,2336,..,20589,41636
SED54203,5146,13787,399,699,65,110,469,810,154,219,7,3,0,0,0,0,0,9,162,227,428,887,36,70,30,58,24,76,514,1086,156,344,6449,16258,2491,..,8942,16258
SED54304,6705,17323,1343,2650,2181,4499,3526,7148,1054,1674,2614,4313,4464,7459,4822,8476,8,13,12967,21937,0,0,0,0,0,0,51,94,51,94,51,77,23301,46572,4688,..,27992,46572
SED54403,9821,29372,1421,3027,416,918,1837,3946,400,604,168,260,114,195,137,198,0,0,817,1264,121,239,36,58,15,25,23,73,201,399,98,191,12771,35164,4318,..,17086,35164
SED54505,13290,39499,1270,2801,105,306,1377,3105,569,1176,0,0,207,305,0,6,20,55,795,1542,0,0,0,0,0,0,0,8,0,8,8,12,15478,44173,929,..,16399,44173
SED54605,13337,31612,1255,1766,429,693,1685,2458,1014,1456,148,227,275,426,27,49,15,31,1481,2184,111,149,70,93,0,0,0,7,180,252,16,16,16698,36523,2197,..,18898,36523
SED54701,12604,29996,762,1160,41,70,803,1235,117,146,4,14,0,0,0,0,4,3,130,163,98,140,20,36,18,26,27,51,156,254,122,269,13811,31911,3897,..,17697,31911
SED54804,9544,24735,4519,8306,2642,5559,7167,13866,840,1207,331,459,487,806,159,291,3,10,1823,2762,40,69,7,10,6,3,0,0,52,90,16,28,18603,41486,2125,..,20728,41486
SED54905,8646,23172,2725,4904,3461,6693,6183,11590,879,1503,781,1188,582,999,529,865,9,9,2777,4562,0,0,0,0,0,0,3,6,3,6,20,37,17632,39369,2400,..,20031,39369
SED55005,15578,47099,686,1510,36,86,729,1597,40,86,18,24,0,0,0,0,16,32,67,148,0,0,0,0,0,0,11,17,8,17,8,20,16389,48876,767,..,17159,48876
SED55102,15200,43312,351,785,89,178,442,960,39,62,0,0,0,0,0,0,32,54,69,119,10,14,0,0,4,9,4,8,15,31,19,41,15736,44466,1221,..,16956,44466
SED55202,14701,40621,1974,3522,226,398,2196,3915,379,717,97,163,0,0,0,0,24,50,500,932,0,0,0,0,0,0,22,31,20,33,13,21,17430,45519,1247,..,18680,45519
SED55306,14357,35954,1193,1954,205,412,1394,2368,31,52,0,0,18,25,0,0,26,61,79,148,91,155,170,244,20,30,14,49,298,478,44,92,16174,39041,5480,..,21652,39041
SED55405,11348,28143,3759,7901,1618,3471,5375,11371,1011,1738,709,1164,966,1479,116,208,4,15,2811,4609,0,0,0,0,0,0,3,4,3,4,27,50,19568,44180,2125,..,21692,44180
SED55504,15796,44986,920,1557,50,99,966,1653,0,4,37,51,0,0,0,0,33,78,67,127,100,120,18,18,0,4,13,32,132,183,5,10,16967,46964,959,..,17932,46964
SED55605,15860,44673,488,792,52,93,537,883,8,14,0,0,0,0,0,0,15,46,22,65,4,3,0,0,0,0,0,0,4,3,28,73,16452,45700,1304,..,17757,45700
SED55706,15226,35487,622,1005,105,188,729,1197,86,124,0,0,0,0,0,0,8,16,100,147,76,129,54,120,15,29,12,29,157,300,86,166,16300,37300,5414,..,21715,37300
SED55802,16235,47447,956,1824,227,443,1183,2273,12,24,110,185,0,0,0,0,20,43,142,253,7,12,24,26,0,0,0,0,26,40,22,37,17602,50046,891,..,18490,50046
SED55905,12812,32565,1882,3158,202,371,2088,3536,390,617,324,494,0,0,0,0,34,77,752,1187,0,0,0,3,0,0,0,0,0,3,21,25,15669,37310,1250,..,16926,37310
SED59494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SED59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,13,3,15,0,..,3,15
SED60105,7743,18773,544,829,409,895,954,1726,976,1564,88,145,22,38,9,18,64,127,1158,1889,0,0,0,0,0,7,57,93,58,95,20,34,9933,22521,874,..,10812,22521
SED60106,3039,6749,75,100,0,5,79,107,27,41,0,0,0,0,0,0,0,0,27,41,8,12,5,10,0,10,9,22,21,46,9,21,3181,6970,1163,..,4349,6970
SED60113,13495,32730,295,506,242,510,533,1006,795,1196,14,15,6,10,0,0,40,68,850,1285,56,85,5,6,3,9,15,29,79,127,23,44,14980,35192,1557,..,16534,35192
SED60115,13002,32517,1596,2670,207,419,1804,3090,577,931,12,17,0,0,0,0,9,11,594,964,19,21,0,7,3,4,38,78,65,120,35,60,15497,36751,1590,..,17089,36751
SED60207,13945,33045,1309,1913,175,282,1486,2192,49,99,0,0,0,0,0,0,6,12,54,109,56,87,80,138,3,8,14,35,154,269,27,56,15664,35669,1488,..,17150,35669
SED60208,11992,28457,946,1324,60,105,1012,1432,28,34,0,0,0,0,0,0,5,5,34,43,76,103,38,62,0,0,26,50,145,211,16,31,13192,30171,1044,..,14233,30171
SED60209,14324,32918,725,1024,148,246,871,1264,117,190,43,44,46,70,0,0,3,9,211,314,60,102,15,30,10,16,22,57,110,212,47,93,15567,34810,2891,..,18458,34810
SED60301,5180,13432,254,384,44,91,293,472,969,1616,0,0,0,0,0,0,0,5,966,1621,0,0,0,0,0,0,0,6,0,6,6,12,6457,15554,341,..,6796,15554
SED60302,12031,30145,606,1053,267,561,871,1616,1554,2890,54,91,23,31,0,0,14,32,1642,3041,14,13,21,26,0,0,55,130,80,167,35,70,14652,35040,933,..,15589,35040
SED60303,9636,24327,595,1088,978,2020,1576,3113,1901,3475,661,1066,438,768,31,46,87,155,3116,5509,0,3,0,4,0,0,64,148,66,148,57,114,14448,33205,1556,..,16002,33205
SED60304,122,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,11,0,5,0,0,0,0,0,0,0,5,0,0,124,333,12,..,134,333
SED60310,6221,16336,291,561,515,1032,805,1590,442,785,248,451,132,241,0,0,0,10,826,1479,0,0,19,34,0,0,24,48,47,80,19,33,7911,19530,802,..,8719,19530
SED60404,13016,32718,188,293,50,101,237,390,78,126,0,0,0,0,0,0,12,17,83,146,43,77,75,118,9,11,36,87,161,295,28,58,13526,33614,2512,..,16035,33614
