SED_CODE_2021,CANA_HNA_MHC_dep_anx,CANA_HNA_Stroke,CANA_HNA_oth_LTHC,CANA_HNA_no_LTHC,CANA_HNA_LTHC_NS,CANA_HNA_Tot,CANA_dsnt_HNA_Arth,CANA_dsnt_HNA_Asth,CANA_dsnt_HNA_Can_rem,CANA_dsnt_HNA_Dem_Alzh,CANA_dsnt_HNA_Dis_ges_dia,CANA_dsnt_HNA_HD_HA_ang,CANA_dsnt_HNA_Kid_dis,CANA_dsnt_HNA_LC_COPD_emph,CANA_dsnt_HNA_MHC_dep_anx,CANA_dsnt_HNA_Stroke,CANA_dsnt_HNA_oth_LTHC,CANA_dsnt_HNA_no_LTHC,CANA_dsnt_HNA_LTHC_NS,CANA_dsnt_HNA_Tot,CANA_NFA_NS_Arth,CANA_NFA_NS_Asth,CANA_NFA_NS_Can_rem,CANA_NFA_NS_Dem_Alzh,CANA_NFA_NS_Dia_ges_dia,CANA_NFA_NS_HD_HA_ang,CANA_NFA_NS_Kid_dis,CANA_NFA_NS_LC_COPD_emph,CANA_NFA_NS_MHC_dep_anx,CANA_NFA_NS_Stroke,CANA_NFA_NS_oth_LTHC,CANA_NFA_NS_no_LTHC,CANA_NFA_NS_LTHC_NS,CANA_NFA_NS_Tot,CANA_Tot_Arth,CANA_Tot_Asth,CANA_Tot_Can_rem,CANA_Tot_Dem_Alzh,CANA_Tot_Dia_ges_dia,CANA_Tot_HD_HA_ang,CANA_Tot_Kid_dis,CANA_Tot_LC_COPD_emph,CANA_Tot_MHC_dep_anx,CANA_Tot_Stroke,CANA_Tot_oth_LTHC,CANA_Tot_no_LTHC,CANA_Tot_LTHC_NS,CANA_Tot_Tot,ADFS_CS_Arth,ADFS_CS_Asth,ADFS_CS_Can_rem,ADFS_CS_Dem_Alzh,ADFS_CS_Dia_ges_dia,ADFS_CS_HD_HA_ang,ADFS_CS_Kid_dis,ADFS_CS_LC_COPD_emph,ADFS_CS_MHC_dep_anx,ADFS_CS_Stroke,ADFS_CS_oth_LTHC,ADFS_CS_no_LTHC,ADFS_CS_LTHC_NS,ADFS_CS_Tot,ADFS_PS_NCS_Arth,ADFS_PS_NCS_Asth,ADFS_PS_NCS_Can_rem,ADFS_PS_NCS_Dem_Alzh,ADFS_PS_NCS_Dia_ges_dia,ADFS_PS_NCS_HD_HA_ang,ADFS_PS_NCS_Kid_dis,ADFS_PS_NCS_LC_COPD_emph,ADFS_PS_NCSMHC_dep_anx,ADFS_PS_NCS_Stroke,ADFS_PS_NCS_oth_LTHC,ADFS_PS_NCS_no_LTHC,ADFS_PS_NCS_LTHC_NS,ADFS_PS_NCS_Tot,ADFS_Tot_Ser_Arth,ADFS_Tot_Ser_Asth,ADFS_Tot_Ser_Can_rem,ADFS_Tot_Ser_Dem_Alzh,ADFS_Tot_Ser_Dia_ges_dia,ADFS_Tot_Ser_HD_HA_ang,ADFS_Tot_Ser_Kid_dis,ADFS_Tot_Ser_LC_COPD_emph,ADFS_Tot_SerMHC_dep_anx,ADFS_Tot_Ser_Stroke,ADFS_Tot_Ser_oth_LTHC,ADFS_Tot_Ser_no_LTHC,ADFS_Tot_Ser_LTHC_NS,ADFS_Tot_Ser_Tot,ADFS_HNS_Arth,ADFS_HNS_Asth,ADFS_HNS_Can_rem,ADFS_HNS_Dem_Alzh,ADFS_HNS_Dia_ges_dia,ADFS_HNS_HD_HA_ang,ADFS_HNS_Kid_dis,ADFS_HNS_LC_COPD_emph,ADFS_HNS_MHC_dep_anx,ADFS_HNS_Stroke,ADFS_HNS_oth_LTHC,ADFS_HNS_no_LTHC,ADFS_HNS_LTHC_NS,ADFS_HNS_Tot,ADFS_NS_Arth,ADFS_NS_Asth,ADFS_NS_Can_rem,ADFS_NS_Dem_Alzh,ADFS_NS_Dia_ges_dia,ADFS_NS_HD_HA_ang,ADFS_NS_Kid_dis,ADFS_NS_LC_COPD_ang,ADFS_NS_MHC_dep_anx,ADFS_NS_Stroke,ADFS_NS_oth_LTHC,ADFS_NS_no_LTHC,ADFS_NS_LTHC_NS,ADFS_NS_Tot,ADFS_Tot_Arth,ADFS_Tot_Asth,ADFS_Tot_Can_rem,ADFS_Tot_Dem_Alzh,ADFS_Tot_Dia_ges_dia,ADFS_Tot_HD_HA_ang,ADFS_Tot_Kid_dis,ADFS_Tot_LC_COPD_emph,ADFS_Tot_MHC_dep_anx,ADFS_Tot_Stroke,ADFS_Tot_oth_LTHC,ADFS_Tot_no_LTHC,ADFS_Tot_LTHC_NS,ADFS_Tot_Tot
SED30031,389,95,528,187,50,1485,1933,2826,719,26,1342,982,208,488,2273,174,1642,23156,1249,33365,30,43,0,0,23,20,6,10,24,8,15,249,4278,4646,2381,3086,853,140,1617,1257,311,651,2686,277,2183,23591,5571,39495,0,4,0,0,4,4,0,3,0,4,6,19,0,24,112,50,49,4,94,81,22,40,93,20,62,328,27,704,114,52,48,4,99,83,29,44,96,23,67,340,27,728,2224,2520,795,133,1475,1140,275,595,2428,252,1786,16238,941,26147,34,22,7,0,22,22,9,6,13,4,11,200,3549,3842,2377,2592,852,140,1599,1239,305,646,2540,273,1862,16779,4510,30713
SED30032,2014,392,2144,337,93,5421,5565,3982,1667,64,2314,2144,383,1325,4615,365,3455,26310,1879,44907,83,48,31,0,32,33,3,27,76,14,44,229,3460,3937,7607,4937,2325,497,3235,3238,699,2071,6706,767,5647,26878,5432,54257,6,0,0,0,0,0,0,0,3,0,6,49,0,59,573,156,212,43,272,346,73,204,454,82,352,668,52,2087,578,158,214,43,274,349,73,204,455,82,360,716,58,2146,6893,4126,2086,448,2898,2807,608,1830,5798,663,4695,19451,1516,39941,122,46,27,3,43,62,12,25,61,15,39,212,2834,3317,7594,4325,2317,497,3217,3214,692,2061,6316,771,5094,20382,4399,45408
SED30033,2040,554,2287,369,108,6060,6433,4366,1982,106,2658,2799,494,1802,4768,502,3520,24932,1792,45152,124,49,48,68,58,67,9,42,110,37,127,211,2899,3437,9084,5455,2833,769,3777,4235,887,2845,6919,1095,5941,25518,4801,54649,9,0,0,0,0,0,0,0,7,0,0,33,0,44,838,216,360,61,372,553,81,305,548,128,388,666,59,2513,842,215,360,61,372,553,81,305,555,128,388,699,59,2554,8064,4548,2416,616,3300,3556,772,2444,5885,916,4945,18559,1491,40876,173,68,54,98,82,112,31,75,145,50,155,178,2452,3085,9083,4832,2830,769,3754,4220,883,2833,6589,1094,5487,19434,4005,46522
SED30034,988,265,1332,298,66,3617,4403,3284,1553,64,2266,2077,346,910,3244,369,2736,30324,1731,46556,74,51,14,13,42,30,19,20,41,13,43,371,6358,6935,5754,3750,1955,470,2884,2848,589,1331,4267,639,4104,30994,8149,57110,9,0,0,0,0,5,0,0,6,0,8,64,3,91,402,110,170,26,259,275,53,121,257,64,219,686,48,1815,410,104,169,26,259,278,53,124,259,64,226,757,56,1908,5247,3124,1745,404,2564,2501,521,1178,3775,558,3497,22368,1403,39434,90,44,24,33,53,54,13,20,40,15,70,390,5361,6026,5745,3279,1942,467,2874,2839,586,1322,4079,638,3799,23519,6815,47366
SED30035,966,243,1197,263,50,3045,3663,3643,1189,61,1854,1635,298,735,3925,246,2842,29280,1654,44731,37,33,5,5,34,22,6,15,37,4,30,198,3126,3465,4769,4098,1532,382,2384,2239,477,1104,4925,497,4069,29743,4830,51236,102,51,14,0,11,5,6,3,94,0,81,852,23,1152,547,136,194,31,252,276,51,129,552,56,381,869,67,2304,649,183,204,31,266,279,52,137,650,55,458,1716,91,3453,4057,3173,1306,324,2060,1899,397,941,3983,422,3031,19265,1200,33886,64,27,16,26,45,35,13,16,29,10,36,141,2518,2849,4767,3389,1527,382,2371,2218,467,1088,4661,497,3532,21131,3809,40193
SED30036,1178,296,1514,425,95,3982,3176,4315,973,73,2678,1437,343,690,3967,284,3489,37930,1782,54498,46,63,12,4,40,23,9,19,43,5,35,363,6556,7114,4363,5004,1299,407,3495,2093,576,1064,5190,583,5045,38721,8432,65593,21,6,0,0,0,4,0,0,26,0,14,153,15,217,255,109,91,36,170,173,30,72,184,30,156,352,27,1050,278,119,92,36,173,180,30,72,210,33,174,498,45,1270,4001,4070,1178,368,3268,1857,526,954,4690,536,4352,27230,1397,44749,72,40,17,7,38,33,10,17,38,3,23,269,5658,6097,4350,4226,1292,408,3474,2064,565,1041,4936,575,4552,28007,7100,52124
SED30037,1599,272,1719,391,79,4146,4084,5184,1212,44,2166,1546,321,839,5405,274,3462,25736,1611,43491,45,46,11,9,31,16,9,12,45,9,29,167,2564,2882,5419,6042,1615,326,2867,2245,529,1322,7054,556,5209,26288,4256,50518,84,49,18,0,8,6,0,3,121,0,89,669,29,975,443,149,192,33,253,248,56,134,371,57,292,645,42,1828,528,199,210,39,259,255,56,139,493,57,377,1318,75,2803,4768,4878,1356,234,2551,1900,442,1138,6044,478,4060,17229,1161,34942,106,45,32,56,50,57,13,23,103,16,122,126,2040,2405,5401,5123,1605,325,2854,2211,510,1296,6640,553,4556,18673,3271,40148
SED30038,1627,250,1665,299,75,4039,4453,5378,1258,33,2256,1703,325,897,5504,304,3662,27108,1749,45791,51,39,15,8,22,28,0,14,57,0,18,213,3637,4017,5795,6215,1692,283,2974,2410,529,1380,7187,561,5347,27619,5452,53840,80,44,12,0,6,10,3,3,85,0,65,743,16,980,596,176,214,23,337,324,57,156,451,64,350,728,53,2136,672,220,224,29,341,332,62,160,540,64,417,1462,70,3122,5033,4949,1447,250,2579,2014,433,1178,6149,480,4236,17880,1253,36232,68,44,13,9,34,33,10,19,34,11,30,136,3084,3380,5777,5214,1679,284,2958,2379,510,1351,6724,554,4678,19485,4412,42728
SED30039,1020,132,1302,356,65,2972,3334,5387,1046,33,2166,1201,261,571,5135,202,4229,44151,2039,63231,28,35,11,0,12,15,7,8,26,7,22,288,2515,2914,4100,5909,1303,127,2620,1591,383,801,6179,340,5548,44809,4619,69120,72,41,11,0,7,4,0,0,78,0,67,650,26,890,291,114,94,5,186,138,20,65,326,22,253,680,37,1583,359,152,111,5,195,147,26,67,403,22,317,1325,65,2470,3702,4644,1173,117,2380,1386,342,694,5298,309,4324,29029,1439,46782,26,28,8,5,18,13,3,7,25,7,19,148,1853,2089,4085,4831,1292,127,2594,1549,369,767,5724,335,4661,30498,3351,51343
SED30040,1021,333,1509,265,71,3634,4460,3753,1629,91,1504,1836,304,820,3810,316,3123,29488,1780,46106,44,23,19,11,17,18,10,12,27,10,25,220,2365,2712,5747,4236,2101,633,2027,2597,514,1211,4862,657,4663,29967,4218,52460,3,0,0,0,4,0,0,0,6,0,4,64,8,85,440,109,202,58,191,293,57,115,269,64,275,603,39,1702,446,115,204,54,188,297,57,119,279,64,279,670,43,1787,5227,3547,1856,528,1785,2222,442,1046,4278,571,3819,22003,1414,39163,71,22,31,49,35,58,13,25,39,21,115,127,1972,2394,5741,3687,2092,627,2005,2574,513,1182,4603,650,4212,22801,3428,43343
SED30041,979,250,1216,268,93,3257,4246,3922,1390,63,2072,1865,323,946,3893,291,2888,29597,1753,46270,41,28,19,3,26,21,7,16,36,7,23,243,3591,3970,5343,4399,1797,399,2633,2537,511,1363,4905,547,4128,30109,5434,53492,3,0,0,0,4,4,0,0,10,0,3,39,6,53,359,118,144,35,213,268,55,133,219,53,165,568,37,1508,360,121,145,35,215,266,55,133,228,53,163,600,45,1565,4906,3582,1606,353,2366,2208,437,1178,4376,478,3465,21264,1361,38167,66,26,29,16,30,46,11,28,30,12,43,204,3057,3428,5333,3724,1788,399,2610,2516,504,1341,4635,545,3669,22070,4462,43163
SED30042,1374,209,1661,336,85,3669,3825,5381,1270,44,2081,1561,326,796,5569,209,4014,32090,1864,51251,37,36,13,0,17,19,3,7,40,0,30,211,2152,2488,4878,5982,1638,333,2609,2163,510,1170,6982,416,5705,32636,4101,57409,16,11,5,0,3,3,4,0,29,0,20,148,0,216,459,138,170,35,226,245,47,107,388,45,319,644,45,1833,479,153,172,31,227,249,47,112,418,49,340,789,51,2051,4325,4759,1443,231,2337,1868,438,1005,6037,361,4518,22101,1381,40694,65,28,16,70,23,17,3,13,47,3,48,126,1683,1985,4861,4941,1634,333,2591,2130,494,1125,6497,411,4907,23021,3121,44732
SED30043,1563,275,1738,271,69,4109,4735,4636,1363,66,2243,1714,352,958,4815,284,3159,27247,1793,45085,67,65,12,0,35,32,5,22,47,3,31,207,3235,3637,6247,5440,1823,333,3020,2446,600,1486,6432,560,4929,27732,5096,52833,35,10,3,0,8,0,3,0,26,0,27,173,5,255,510,157,185,27,301,275,56,165,422,66,317,586,53,1834,541,169,190,27,304,276,61,172,449,66,346,761,56,2089,5568,4405,1599,270,2639,2080,508,1264,5483,475,3888,19037,1358,37190,119,36,25,36,59,56,26,31,88,11,100,218,2698,3190,6231,4609,1812,335,3007,2409,590,1465,6018,556,4333,20013,4110,42465
SED30044,1437,326,1734,355,78,4109,4452,5722,1299,65,2476,1703,378,971,5078,313,3913,37206,2142,57352,50,38,8,0,28,19,6,12,39,9,38,267,3846,4265,5808,6469,1727,431,3202,2526,609,1470,6556,642,5676,37827,6066,65725,8,5,5,0,3,7,5,0,11,5,5,60,3,99,362,120,112,39,223,232,50,129,243,44,237,443,40,1366,374,131,119,35,229,237,51,128,255,45,241,500,48,1465,5365,5204,1581,383,2911,2234,523,1288,5829,584,4628,25827,1565,46065,54,38,20,10,28,30,17,27,42,5,33,190,2841,3174,5793,5375,1718,430,3175,2493,593,1437,6121,646,4904,26515,4461,50704
SED30045,1005,246,1229,257,70,3108,4069,4343,1539,65,1924,1822,284,804,4464,291,3785,31411,1576,49028,52,37,11,4,26,18,4,13,45,8,31,178,1867,2199,5112,4792,1917,395,2471,2503,456,1200,5518,541,5042,31848,3511,54339,3,3,0,0,0,4,0,0,10,0,10,63,0,89,366,139,175,37,191,275,52,123,242,43,223,559,41,1549,372,139,182,37,195,282,52,123,250,43,232,623,43,1642,4636,4035,1683,307,2217,2151,380,1021,4929,470,4276,22709,1249,40507,99,32,41,51,38,59,16,32,75,25,58,116,1536,1887,5106,4211,1903,395,2451,2486,450,1172,5251,538,4563,23447,2828,44032
SED30046,1563,324,1837,401,91,4501,4484,5474,1349,70,2377,1774,381,928,5180,347,3716,32350,1951,51782,69,51,18,0,29,19,13,18,45,9,35,265,3854,4291,6012,6351,1779,397,3150,2527,632,1466,6792,682,5591,33009,5901,60573,6,7,0,0,0,0,0,5,9,0,12,46,4,60,337,125,133,41,209,225,52,133,248,49,217,449,43,1362,345,128,136,39,208,224,54,130,257,54,225,496,42,1421,5582,5145,1614,357,2886,2248,559,1287,6092,610,4620,23040,1508,43205,73,34,21,0,35,27,11,24,40,11,34,153,2901,3235,6001,5306,1764,398,3131,2503,624,1439,6386,676,4877,23690,4448,47858
SED30047,1001,258,1233,328,100,3512,3839,4007,1251,57,2305,1940,405,825,3973,304,2967,30552,1887,47420,63,33,14,9,21,30,7,11,50,6,31,256,4470,4886,4986,4479,1661,583,2913,2689,653,1203,5019,574,4225,31134,6459,55815,3,4,0,0,0,0,0,6,6,0,5,28,0,43,273,94,131,32,183,215,43,93,205,37,180,527,33,1332,279,95,131,32,190,219,43,92,206,38,182,559,33,1372,4584,3690,1497,436,2658,2358,570,1052,4533,505,3500,22438,1474,39755,110,45,30,116,61,86,22,32,56,26,76,199,3807,4328,4977,3832,1657,583,2902,2657,642,1178,4796,573,3760,23194,5310,45455
SED30048,514,98,664,184,22,1671,2326,4554,1354,32,1131,1309,228,371,5188,173,3992,41563,1311,58432,20,14,10,5,3,11,3,4,22,0,29,220,2031,2337,2748,4765,1542,215,1309,1612,291,488,5725,272,4688,41972,3367,62446,10,15,3,0,0,0,0,0,17,0,23,267,11,328,165,70,115,17,84,162,8,41,142,24,142,502,28,1106,179,83,114,17,82,164,15,43,159,22,163,766,32,1434,2541,4264,1410,190,1199,1424,266,431,5412,234,4203,33169,1116,49865,19,12,7,4,10,15,0,3,13,4,15,122,1818,2009,2738,4365,1532,212,1290,1606,279,479,5585,268,4384,34059,2968,53310
SED30049,790,196,1091,260,59,2738,2794,3784,1075,47,1809,1397,263,471,3564,192,3545,37647,1378,52729,35,16,12,5,15,16,6,6,22,0,21,272,1778,2147,3566,4143,1397,401,2223,1925,404,719,4371,387,4655,38177,3222,57617,0,7,0,0,0,0,0,0,6,0,3,54,3,73,177,84,95,26,89,145,22,59,106,45,125,369,12,908,182,92,93,26,89,145,22,59,112,45,124,424,18,980,3332,3478,1290,356,2100,1737,358,632,4019,331,4019,27971,1120,43492,38,17,7,20,17,20,8,14,27,11,35,144,1529,1782,3556,3587,1390,402,2214,1902,390,702,4158,384,4183,28537,2672,46254
SED30050,933,301,1153,209,113,3032,4197,3362,1574,97,1386,1798,251,767,3591,356,2914,28448,1549,44021,42,25,17,7,21,24,11,14,39,15,34,231,3282,3651,5325,3772,2010,511,1796,2455,445,1152,4560,666,4102,28887,4947,50701,5,6,0,0,0,5,0,0,3,0,0,41,4,58,378,110,190,36,143,270,53,112,263,66,252,587,57,1605,383,113,185,36,147,275,53,112,260,66,254,631,58,1666,4871,3317,1796,450,1608,2148,385,1011,4125,579,3553,22803,1341,39220,66,24,21,23,33,28,5,22,46,16,41,158,2925,3244,5321,3457,2006,511,1792,2446,442,1146,4439,664,3847,23594,4328,44138
SED30051,1978,402,2130,360,96,5473,6275,4462,1829,59,2712,2512,471,1532,4714,414,3486,23914,1702,43514,94,68,29,11,47,41,15,25,64,17,51,220,3466,3942,8534,5498,2494,504,3680,3652,794,2311,6757,833,5663,24491,5267,52928,12,0,3,0,9,3,0,0,7,0,4,38,0,60,741,204,282,34,352,451,77,230,530,104,383,698,56,2405,754,209,288,37,356,448,77,229,544,102,385,734,58,2462,7654,4521,2163,456,3234,3126,690,2023,5801,715,4759,17488,1372,38756,114,68,33,8,69,59,20,44,70,14,46,181,3000,3450,8524,4804,2482,503,3659,3640,790,2293,6413,834,5195,18403,4425,44675
SED30052,696,131,813,178,40,1980,2308,4465,1189,29,1254,1228,248,415,6465,207,3997,43615,1337,61195,23,37,6,3,12,18,3,6,39,0,34,272,4684,5066,2755,4708,1398,241,1492,1534,332,585,7201,345,4847,44062,6061,68240,11,16,4,0,4,5,0,0,19,0,15,266,11,334,153,74,89,19,81,130,26,42,180,29,171,589,33,1206,168,92,93,18,80,133,24,42,198,30,187,860,37,1534,2535,4434,1275,184,1388,1354,289,514,6886,303,4457,38844,1220,57014,49,28,22,44,24,41,10,17,53,10,59,213,4450,4845,2748,4558,1391,241,1490,1530,327,577,7138,342,4700,39915,5712,63401
SED30053,709,215,906,205,49,2450,3052,3437,1211,67,1217,1329,241,544,3234,244,2812,34043,1746,48567,26,18,8,0,10,14,0,6,29,5,16,263,2367,2719,3803,3712,1553,454,1539,1788,376,782,3976,467,3738,34510,4164,53734,0,4,0,0,0,0,0,0,12,0,4,57,3,80,189,64,97,24,83,135,26,47,144,29,135,406,21,960,192,71,102,27,84,135,26,47,149,29,137,465,27,1034,3500,3134,1392,316,1401,1569,322,700,3571,399,3270,26896,1460,41690,105,34,58,114,36,70,32,29,83,38,63,180,2035,2527,3798,3234,1545,454,1524,1779,372,772,3806,464,3470,27538,3527,45249
SED30054,641,133,878,213,55,2154,2572,3908,1233,33,1167,1225,208,463,4330,193,3450,31506,1346,46453,22,18,9,20,7,10,0,9,32,4,42,184,1388,1684,3127,4188,1494,310,1423,1597,311,657,4996,330,4364,31908,2792,50292,6,6,4,0,0,0,0,0,12,0,12,137,4,175,166,86,105,8,104,131,21,56,135,31,127,461,35,1058,176,90,108,8,105,136,21,63,148,31,138,602,45,1230,2912,3649,1355,230,1300,1414,278,573,4627,298,3787,23491,1079,38515,37,13,19,71,11,31,5,8,47,4,75,98,1203,1446,3127,3754,1483,310,1415,1578,304,640,4825,330,4006,24190,2332,41192
SED30055,634,166,840,223,55,2271,3656,3680,1181,58,2023,1750,367,799,3119,278,2240,27351,1583,41865,51,29,12,7,20,20,4,12,41,4,27,227,5682,6052,4458,4099,1444,226,2450,2223,533,1082,3790,447,3101,27793,7323,50190,5,5,4,0,7,4,0,7,3,4,3,31,0,45,238,101,116,19,163,196,34,92,158,32,127,455,25,1138,238,102,111,19,168,194,34,93,166,40,131,486,25,1180,4150,3291,1300,192,2226,1968,473,949,3397,395,2569,19531,1280,33874,54,47,17,14,34,40,14,16,33,6,21,191,4865,5231,4445,3442,1437,225,2431,2201,523,1062,3596,439,2722,20214,6170,40290
SED30056,636,141,1093,228,44,2305,2906,3655,1514,38,1367,1522,238,448,3324,209,3509,31981,1383,47079,26,20,6,0,15,6,0,3,16,8,25,174,996,1256,3637,3912,1776,417,1648,1976,336,635,3980,357,4628,32375,2429,50642,26,6,12,0,0,0,0,0,24,0,24,190,16,276,253,115,155,29,122,206,33,58,189,30,198,611,31,1439,285,121,163,29,123,208,37,58,210,28,230,799,45,1712,3300,3223,1591,352,1484,1732,302,564,3474,324,3870,22652,1051,37358,47,13,11,36,17,23,5,0,34,0,67,95,867,1071,3629,3361,1765,417,1621,1964,333,622,3726,357,4162,23548,1955,40135
SED30057,2097,385,2309,408,167,5654,4907,5632,1405,78,2724,1972,452,1162,5990,333,3958,29049,1920,49348,71,48,30,25,31,30,5,18,71,10,42,211,3638,4071,6728,6778,1967,604,3674,2941,789,1848,8158,726,6310,29674,5717,59080,3,4,0,0,0,0,0,0,10,0,3,50,0,70,547,166,196,46,325,323,72,180,468,84,347,521,51,1842,550,174,196,51,325,328,72,181,476,84,349,566,51,1913,6049,5451,1721,427,3274,2508,685,1581,6974,612,4999,20225,1487,41524,113,52,33,125,53,68,15,37,90,22,92,198,2822,3398,6709,5677,1954,599,3653,2903,772,1799,7544,722,5445,20993,4359,46832
SED30058,868,208,1279,279,88,2843,2926,3751,1225,41,1734,1470,223,446,3792,228,3508,31986,1465,47516,21,19,20,4,21,14,0,3,23,0,25,147,1218,1462,3712,4099,1511,445,2157,1964,332,650,4682,441,4810,32408,2766,51820,15,11,8,0,0,8,0,0,24,0,22,221,9,291,223,67,125,31,143,178,20,47,169,30,188,555,31,1258,241,75,133,25,140,181,23,47,189,30,214,775,36,1554,3438,3463,1352,404,1987,1756,302,590,4267,399,4126,23177,1128,39025,14,19,9,8,11,19,5,4,15,9,25,116,1068,1251,3698,3553,1501,441,2143,1951,330,639,4476,435,4360,24071,2230,41828
SED30059,858,219,1125,261,150,2993,3658,4092,1386,71,1510,1540,284,644,3782,286,3447,35708,1963,52655,38,24,10,4,12,13,6,6,27,3,24,274,2681,3064,4538,4446,1723,406,1881,2097,466,938,4672,500,4599,36236,4793,58707,9,10,6,0,0,0,0,0,4,0,11,59,0,83,263,78,131,33,118,195,36,69,181,53,168,524,30,1239,278,80,129,33,115,195,36,69,188,53,179,578,32,1318,4203,3610,1562,319,1715,1830,413,816,4090,430,3844,26265,1524,43124,55,21,26,54,22,64,15,33,72,15,60,141,2291,2628,4530,3716,1713,406,1859,2086,459,917,4352,496,4082,26988,3851,47069
SED30060,772,197,1160,351,72,2954,2864,3497,1063,51,2071,1435,289,606,3419,249,2997,33108,1862,48190,39,35,12,6,29,21,4,11,32,3,26,289,4347,4782,3688,3920,1392,293,2574,1887,453,904,4219,451,4185,33757,6275,55923,25,15,9,0,14,7,4,0,36,0,21,277,4,375,289,91,104,24,178,169,33,95,245,33,231,648,31,1511,312,105,115,24,185,175,40,93,277,41,249,926,35,1889,3320,3173,1259,262,2340,1668,397,778,3640,395,3444,22810,1317,37683,45,33,9,0,39,16,8,14,33,6,17,197,3405,3731,3680,3312,1384,289,2562,1856,440,888,3946,441,3709,23937,4759,43296
SED30061,887,203,1128,273,68,2900,3252,3393,1141,58,1797,1461,303,636,4011,200,2988,28135,1466,42878,45,32,17,73,23,29,6,10,46,5,39,200,5050,5429,4276,3801,1481,487,2327,1994,481,930,4940,415,4159,28601,6581,51205,89,75,18,0,12,10,7,0,112,0,72,1648,49,2006,447,120,167,33,225,234,37,103,422,43,288,743,47,1951,537,195,185,33,232,242,47,102,533,47,363,2397,95,3954,3643,3073,1265,325,2032,1671,414,794,4118,350,3291,19262,1147,33666,91,30,31,134,49,58,20,22,70,11,112,137,4564,4967,4273,3302,1479,490,2312,1965,476,917,4723,405,3765,21788,5797,42586
SED30062,1472,248,1835,424,89,4241,4387,5909,1432,56,2515,1875,402,905,6484,305,4587,39606,2001,61269,57,47,8,10,29,33,7,11,60,10,29,256,2803,3238,5628,6675,1862,407,3192,2597,597,1354,8011,567,6457,40295,4899,68747,19,15,8,0,6,5,3,6,30,3,29,176,10,264,446,157,180,36,216,249,51,124,355,41,284,642,57,1796,468,175,185,39,221,246,55,129,385,39,318,821,63,2057,5080,5392,1650,316,2908,2263,525,1160,7022,502,5142,26897,1506,48268,67,40,19,52,35,54,9,21,58,16,58,157,2210,2590,5614,5598,1853,405,3158,2575,585,1311,7461,561,5512,27884,3774,52918
SED30063,1792,409,1976,289,79,4929,5202,4106,1530,79,2535,2245,447,1124,4244,404,3079,25382,1562,42916,103,88,35,7,48,45,14,33,74,11,46,258,4117,4646,7239,5139,2146,459,3459,3279,777,1814,6110,824,5091,25929,5761,52491,6,3,3,0,0,3,0,0,3,0,4,42,4,65,624,169,237,37,276,359,74,181,412,82,367,590,46,2028,633,177,238,37,276,358,74,185,419,82,373,635,46,2093,6473,4286,1856,405,3107,2836,671,1563,5245,730,4225,18498,1247,37605,131,76,44,12,57,57,21,44,79,23,48,242,3353,3894,7227,4535,2142,459,3436,3255,765,1794,5745,824,4641,19374,4643,43592
SED30064,1230,260,1609,283,71,3583,4269,3916,1431,62,1521,1680,271,856,4279,347,3333,26696,1616,43187,62,42,19,13,32,50,5,17,46,16,50,250,2524,2974,5533,4515,1836,471,2004,2350,435,1264,5556,625,4997,27228,4215,49746,4,0,0,0,0,0,0,0,7,0,4,48,5,54,411,127,174,40,180,268,43,126,252,66,250,506,34,1500,417,127,175,40,180,268,43,126,260,66,249,551,32,1554,5054,3808,1626,418,1790,2027,382,1103,4973,549,4262,19687,1305,36970,64,29,19,9,20,37,4,19,25,10,32,141,2043,2333,5531,3955,1823,469,1992,2328,424,1244,5257,627,4548,20380,3381,40865
SED30065,939,228,1126,292,64,3083,4387,3959,1534,91,1429,1732,268,711,3857,317,3359,33393,2108,50830,46,32,18,7,9,33,0,14,26,10,31,240,2153,2528,5353,4398,1918,501,1797,2313,401,1049,4824,553,4517,33926,4328,56441,12,0,3,0,0,0,0,0,11,0,7,51,0,73,348,116,151,45,143,253,37,105,257,59,203,580,40,1548,365,117,151,45,143,255,37,105,264,59,213,637,40,1620,4921,3651,1734,409,1626,1998,346,906,4264,486,3817,24059,1650,41550,53,26,16,53,15,43,9,12,35,6,37,131,1769,2060,5338,3794,1905,501,1779,2300,389,1028,4566,551,4064,24825,3468,45233
SED30066,766,230,1068,204,72,2736,4208,3175,1834,61,1236,1956,251,886,2990,343,2919,27970,1615,43377,68,31,28,24,28,47,7,13,63,5,70,243,2511,2951,5167,3534,2188,436,1584,2500,399,1189,3815,579,4056,28418,4196,49064,0,0,0,0,0,0,0,0,4,0,0,21,0,34,322,98,162,37,137,234,33,88,199,55,183,533,45,1406,322,100,167,37,137,241,33,88,201,55,188,556,47,1439,4771,3065,1977,335,1405,2196,350,1086,3386,499,3533,21806,1342,37848,66,36,30,60,25,56,11,13,86,24,75,192,2170,2576,5159,3194,2173,436,1567,2488,396,1191,3671,579,3800,22559,3561,41863
