SED_CODE_2021,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
SED27208,167,304,473,94,134,222,85,392,482,112,757,876,437,2311,2751,438,1041,1482,1718,670,2389,1379,852,2226,1506,709,2216,1639,474,2112,1090,343,1433,1186,239,1422,2159,321,2483,1433,41,1477,918,65,984,528,15,544,1061,126,1190,1182,72,1255,358,530,891,17499,9410,26908
SED27305,158,136,297,60,42,105,51,91,140,64,175,244,197,490,685,211,296,503,635,237,875,603,271,878,827,291,1121,988,207,1193,731,215,947,820,170,989,1965,248,2208,1754,33,1791,1581,50,1623,1080,21,1103,2929,77,3001,763,36,795,155,93,244,15564,3179,18743
SED27406,158,256,417,68,124,197,73,188,265,64,395,457,208,906,1106,183,726,906,514,551,1069,554,621,1176,794,696,1490,895,598,1502,642,529,1173,737,421,1161,1684,810,2495,1437,45,1482,1534,207,1732,1106,25,1129,5937,325,6264,925,58,986,138,190,330,17657,7677,25334
SED27504,226,249,472,87,101,190,77,309,388,117,630,748,399,1552,1955,439,974,1413,1421,660,2082,1278,805,2084,1422,795,2220,1673,577,2245,1157,442,1596,1294,284,1577,2487,376,2863,1767,75,1842,1167,97,1268,704,19,724,1473,178,1645,1122,99,1218,353,419,775,18686,8624,27308
SED27608,168,221,384,93,82,177,78,191,265,66,376,442,278,1123,1392,325,808,1136,1008,560,1566,1055,631,1684,1315,691,1999,1618,584,2199,1211,535,1747,1364,462,1823,3294,709,4001,2827,161,2988,2486,197,2682,1569,79,1645,4000,312,4313,1306,231,1542,215,233,446,24253,8178,32436
SED27708,159,232,397,72,109,172,72,294,369,100,575,677,341,1476,1814,385,1001,1383,1213,637,1845,1172,776,1952,1282,721,2009,1561,531,2096,1082,379,1467,1166,287,1454,2405,406,2808,1739,67,1802,1190,91,1283,708,16,729,1506,135,1637,1119,88,1212,284,373,657,17556,8195,25757
SED27807,436,394,830,113,89,201,178,300,477,212,670,883,533,1393,1931,465,616,1072,1484,442,1920,1336,551,1879,1388,543,1930,1638,433,2074,1190,354,1542,1078,276,1356,2101,388,2490,1551,111,1670,1083,137,1215,664,42,705,1280,154,1434,976,167,1143,305,250,564,18012,7315,25327
SED27907,198,260,455,63,56,120,53,168,221,96,352,444,259,1020,1281,285,594,880,912,430,1337,939,518,1460,1053,589,1639,1295,515,1814,1074,432,1508,1133,302,1432,2665,461,3127,2168,51,2225,1664,85,1751,1071,15,1088,2150,97,2250,944,65,1008,189,192,385,18227,6205,24432
SED28007,257,204,455,81,52,131,90,105,196,94,256,348,302,610,909,327,255,583,968,210,1181,825,305,1129,1058,363,1424,1391,338,1725,1138,251,1384,1266,214,1479,2936,337,3270,2399,32,2431,2046,62,2111,1375,17,1392,3078,68,3148,1150,40,1184,272,120,391,21049,3829,24875
SED28107,323,273,596,102,62,166,136,139,277,148,289,439,343,599,939,543,418,965,1185,386,1569,1398,585,1984,1950,677,2627,2499,575,3073,2281,510,2790,2301,343,2648,5221,577,5798,3784,169,3950,2864,177,3039,1804,105,1903,3632,260,3891,1684,193,1881,353,208,556,32549,6547,39093
SED28203,428,319,746,113,80,190,148,222,372,139,478,619,474,1186,1654,457,458,915,1646,347,1989,1324,540,1858,1598,555,2152,1834,441,2276,1513,354,1861,1354,261,1615,3023,351,3370,2119,78,2198,1455,89,1543,879,29,907,1413,90,1504,1002,82,1083,339,186,529,21260,6132,27393
SED28301,315,236,552,108,100,212,86,115,200,79,247,326,250,607,853,272,377,646,741,320,1063,686,327,1007,923,339,1260,1044,239,1280,816,227,1046,881,164,1041,1812,292,2105,1521,31,1552,1397,74,1469,1003,13,1013,4352,118,4474,996,49,1049,168,101,267,17442,3959,21403
SED28408,124,216,343,50,109,152,60,249,314,86,580,665,283,1590,1866,360,1078,1437,1117,633,1745,1016,825,1845,1218,908,2127,1428,613,2045,1030,522,1554,1065,385,1446,2046,505,2549,1489,75,1568,1227,125,1350,720,28,749,1800,165,1973,872,108,978,199,302,498,16209,9015,25225
SED28507,247,278,527,59,76,130,92,187,281,136,435,572,342,949,1283,492,694,1180,1143,491,1636,1205,647,1849,1493,805,2296,1859,628,2492,1580,557,2135,1550,339,1891,3682,542,4227,2482,80,2563,1911,108,2013,1171,29,1199,2288,152,2439,1233,102,1333,315,233,547,23261,7325,30587
SED28607,202,298,499,88,127,212,75,238,312,76,483,557,252,1099,1347,243,555,805,735,459,1191,619,559,1178,744,609,1353,955,591,1545,736,587,1321,789,483,1270,1880,1023,2898,1774,120,1891,1875,301,2182,1500,64,1571,6298,418,6713,950,143,1090,148,192,342,19934,8354,28288
SED28704,245,204,445,97,69,158,101,148,245,106,258,370,329,701,1035,412,414,828,972,368,1340,1053,509,1557,1434,605,2040,1794,514,2307,1556,440,1994,1755,311,2063,4282,487,4769,3353,39,3390,2756,96,2849,1684,13,1695,3798,108,3903,1578,60,1634,304,145,445,27587,5492,33080
SED28803,427,273,697,111,50,158,167,130,293,176,289,469,489,619,1103,706,350,1053,1518,315,1831,1595,541,2133,2135,649,2778,2670,472,3140,2298,460,2755,2301,285,2583,4988,449,5442,3561,80,3642,2626,86,2715,1623,29,1648,3190,115,3298,1684,90,1779,405,162,571,32667,5421,38092
SED29494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED30001,181,137,324,67,33,102,67,103,165,96,193,293,251,521,776,295,310,608,734,240,978,810,414,1217,999,466,1463,1246,379,1627,1136,266,1403,1132,249,1379,2523,309,2828,1914,62,1977,1400,57,1458,861,20,883,1636,61,1697,949,92,1045,150,101,251,16439,4025,20466
SED30002,107,132,236,57,58,111,57,144,207,43,224,275,155,673,828,193,565,757,569,329,895,564,330,888,756,342,1096,858,326,1190,672,264,934,773,218,994,1906,407,2310,1638,76,1713,1552,126,1673,1061,22,1078,3111,139,3253,871,73,942,118,168,289,15062,4610,19670
SED30003,128,133,266,52,42,91,49,121,172,79,274,355,237,731,969,318,667,989,1008,335,1339,872,461,1325,1001,477,1478,1287,332,1625,1012,264,1278,1051,187,1243,2244,305,2545,1587,38,1628,1285,63,1339,744,13,755,1610,87,1700,1045,78,1125,156,168,319,15765,4778,20549
SED30004,144,184,327,60,62,124,57,135,187,75,339,414,206,735,934,258,580,836,725,405,1129,724,541,1263,941,577,1517,1117,450,1570,909,369,1281,923,293,1215,2103,454,2557,1564,58,1617,1288,83,1375,844,27,870,1767,135,1904,1318,142,1458,126,137,266,15148,5699,20849
SED30005,191,279,471,60,90,154,73,245,322,98,536,635,297,1185,1478,342,1021,1364,1009,586,1594,897,799,1692,1106,868,1974,1283,685,1968,956,461,1413,913,372,1279,1936,516,2452,1262,104,1368,925,122,1045,485,42,528,1286,130,1418,851,226,1075,147,278,428,14120,8541,22662
SED30006,274,224,495,81,84,166,63,110,175,59,303,361,262,880,1144,240,728,969,924,383,1313,841,476,1312,990,446,1434,1096,332,1431,658,323,980,779,205,984,1641,325,1968,1258,55,1317,1028,88,1114,636,18,650,2382,196,2578,868,84,946,184,195,374,14264,5444,19715
SED30007,112,121,237,54,58,114,65,130,191,42,270,316,168,926,1091,230,544,778,851,363,1211,803,417,1222,958,412,1369,1114,355,1468,840,278,1115,956,209,1165,1985,340,2326,1544,75,1627,1158,100,1257,757,27,782,2037,121,2161,1130,148,1276,154,219,372,14962,5120,20080
SED30008,85,145,228,37,59,93,30,160,188,36,293,323,116,634,748,134,436,570,363,332,689,389,474,862,559,563,1124,645,550,1191,551,464,1016,639,437,1081,1696,895,2595,1414,180,1586,1345,308,1653,1119,86,1208,5251,430,5682,848,197,1040,86,114,202,15342,6745,22084
SED30009,109,181,293,64,92,152,68,267,338,93,576,672,313,1586,1898,377,1034,1414,1373,497,1869,1103,597,1700,1164,531,1691,1233,328,1561,871,255,1116,853,181,1034,1557,215,1766,969,48,1015,650,54,703,356,12,368,661,83,745,875,98,978,228,369,595,12913,7007,19914
SED30010,163,166,322,34,41,78,80,126,208,110,308,421,290,766,1062,423,615,1042,1022,410,1434,1095,670,1766,1304,748,2049,1645,586,2232,1315,429,1742,1336,281,1619,2711,305,3020,1761,73,1832,1107,63,1170,626,18,641,925,72,1002,1125,115,1241,194,186,387,17279,5981,23260
SED30011,126,165,292,68,70,138,57,156,212,64,374,436,219,818,1038,225,533,759,787,328,1119,575,467,1043,705,467,1172,823,351,1177,618,315,926,684,245,928,1622,545,2164,1264,45,1309,1118,185,1302,643,21,666,1877,207,2084,1304,101,1406,245,263,511,13037,5654,18689
SED30012,141,186,330,50,51,103,45,154,199,62,366,432,173,897,1068,223,673,898,669,434,1101,657,504,1166,851,542,1398,986,445,1429,729,341,1068,797,321,1122,1702,496,2191,1373,101,1486,1085,131,1223,691,60,751,1930,218,2152,861,197,1058,131,206,337,13168,6338,19505
SED30013,222,213,430,118,80,195,87,161,246,113,399,515,389,1105,1495,376,651,1023,1565,358,1921,1140,443,1582,1144,392,1537,1194,248,1442,743,209,952,762,136,899,1542,213,1756,1016,21,1039,738,38,770,442,7,445,965,79,1048,1148,92,1237,256,255,515,13944,5110,19054
SED30014,128,245,378,48,102,146,78,296,376,78,606,684,224,1184,1409,324,941,1261,735,626,1364,770,912,1676,923,894,1820,1108,707,1816,837,546,1377,865,387,1253,1652,561,2212,1212,106,1315,913,154,1064,574,30,604,1396,198,1602,1060,254,1313,149,336,483,13079,9078,22155
SED30015,187,168,355,84,78,166,72,197,269,77,422,499,326,1086,1409,322,564,895,1004,334,1339,748,505,1254,875,445,1325,1013,301,1318,630,252,881,770,189,955,1498,327,1827,1031,31,1063,818,89,905,444,12,463,1098,136,1231,1317,104,1418,312,276,593,12634,5517,18155
SED30016,140,186,332,73,80,158,69,165,235,69,415,476,300,1005,1305,338,720,1055,1049,438,1488,920,504,1427,1181,521,1707,1337,391,1729,969,300,1271,992,242,1236,2017,343,2360,1422,76,1504,1056,76,1139,724,25,742,1608,116,1725,1115,85,1202,172,218,391,15554,5909,21462
SED30017,102,139,240,42,45,85,58,132,188,56,314,369,205,819,1017,234,497,735,831,323,1153,709,416,1131,870,437,1306,1044,328,1373,804,263,1070,899,200,1096,2033,309,2342,1696,47,1744,1298,51,1345,841,16,858,1602,47,1657,821,68,890,145,137,279,14292,4585,18880
SED30018,128,91,219,41,56,93,44,99,142,39,178,222,151,529,682,154,356,507,481,241,719,471,289,761,640,333,975,714,297,1017,554,265,823,656,232,885,1598,452,2046,1385,60,1446,1408,119,1529,1127,32,1157,3890,138,4029,773,103,878,98,85,185,14356,3962,18313
SED30019,103,234,339,46,95,140,35,182,219,19,389,414,112,684,798,138,686,824,310,604,919,401,798,1203,510,1018,1527,782,969,1749,605,869,1469,641,741,1376,1673,1428,3095,1301,197,1495,1169,333,1505,951,75,1028,4793,538,5327,773,244,1012,100,180,276,14454,10260,24716
SED30020,177,151,333,106,54,154,69,124,196,68,262,326,254,736,991,274,391,664,994,308,1303,753,399,1153,974,410,1387,1120,322,1449,862,239,1100,964,156,1123,2039,203,2241,1561,33,1593,1146,45,1194,695,7,698,1291,56,1347,1341,65,1406,212,164,377,14907,4109,19015
SED30021,112,164,280,61,81,146,90,253,344,96,426,526,364,836,1194,314,479,793,835,353,1192,790,448,1244,876,410,1285,990,272,1256,657,230,890,733,189,915,1314,343,1659,916,37,956,661,74,744,441,32,473,925,107,1029,1300,106,1410,324,241,567,11809,5087,16893
SED30022,173,142,312,52,46,103,68,68,135,66,154,223,250,319,565,347,356,708,907,234,1139,990,357,1347,1273,464,1736,1688,391,2076,1547,317,1862,1621,257,1875,3667,392,4058,2537,88,2625,1867,91,1963,1147,14,1158,2464,90,2557,1572,128,1696,247,111,359,22471,4027,26495
SED30023,69,164,225,28,59,89,38,133,170,32,204,239,91,471,563,134,381,516,246,334,577,328,442,772,500,474,976,592,436,1026,457,408,860,545,327,867,1359,690,2053,1118,158,1271,1191,213,1406,951,84,1030,5071,376,5449,775,261,1035,57,81,140,13563,5700,19259
SED30024,109,154,261,68,53,121,69,123,189,49,301,346,183,843,1025,211,579,791,673,385,1062,632,456,1088,832,490,1322,987,366,1351,647,267,916,738,213,959,1579,331,1921,1263,72,1330,1013,104,1119,678,25,705,1743,140,1885,885,136,1024,158,178,333,12523,5210,17731
SED30025,77,115,194,45,34,74,34,111,139,31,211,237,133,610,744,147,387,533,442,257,705,501,359,858,686,408,1091,819,383,1202,708,342,1050,784,259,1046,1899,438,2336,1690,86,1775,1632,104,1734,1167,31,1192,3210,105,3311,824,93,922,90,83,175,14909,4417,19332
SED30026,81,110,199,39,70,116,41,141,179,40,216,260,134,605,736,178,399,580,455,293,747,479,359,845,711,350,1056,742,337,1075,648,285,926,700,239,942,1645,454,2101,1519,76,1596,1522,110,1628,1144,23,1171,3241,129,3367,812,89,907,67,86,154,14199,4380,18579
SED30027,114,154,268,41,61,101,49,135,182,64,285,347,178,748,927,255,603,860,781,301,1082,687,427,1117,854,421,1279,1080,312,1395,862,225,1084,960,174,1142,1935,230,2157,1442,48,1497,1123,44,1169,645,17,662,1294,56,1351,895,108,1004,190,184,374,13450,4541,17992
SED30028,117,189,312,47,58,107,56,178,230,67,369,434,258,755,1013,333,545,872,781,323,1105,611,428,1038,731,439,1173,853,376,1227,653,381,1029,700,281,983,1713,505,2223,1279,53,1334,1143,116,1256,704,12,719,1688,141,1829,1181,96,1281,166,154,323,13085,5411,18495
SED30029,136,111,249,71,51,125,54,117,168,64,218,285,234,640,875,234,435,669,862,273,1135,742,323,1064,890,310,1199,1045,213,1260,746,153,900,867,137,1000,1655,180,1838,1281,22,1301,1027,50,1073,631,13,645,1492,77,1565,1099,52,1151,166,117,284,13299,3482,16777
SED30030,81,177,256,39,62,100,34,197,227,39,394,432,121,752,875,146,552,697,341,450,788,390,591,981,517,698,1221,708,672,1390,535,629,1169,627,550,1179,1633,977,2607,1351,202,1547,1299,245,1547,1023,62,1084,4048,313,4353,688,211,904,64,133,193,13673,7868,21542
SED30031,111,116,232,35,41,82,51,129,177,51,222,271,158,551,709,156,284,446,421,257,677,369,313,686,440,386,834,509,315,827,410,289,700,434,208,643,1173,416,1585,928,43,972,740,142,885,547,15,559,1400,165,1563,1217,57,1269,201,203,403,9350,4171,13522
SED30032,195,215,411,97,76,169,77,225,300,111,540,646,412,1645,2049,432,879,1308,1759,428,2182,1235,596,1832,1308,482,1790,1440,312,1753,944,226,1177,902,138,1035,1570,175,1752,927,34,968,653,32,681,376,8,376,614,65,683,1179,89,1271,259,259,523,14479,6428,20906
SED30033,225,223,445,106,81,187,80,249,325,116,538,655,392,1650,2037,432,1122,1562,1932,530,2463,1467,560,2030,1523,553,2079,1437,345,1777,915,268,1187,853,149,998,1468,199,1679,996,25,1024,651,53,701,339,14,349,702,101,806,1035,87,1122,272,396,671,14952,7141,22093
SED30034,178,189,371,129,117,242,88,242,326,101,568,672,349,1367,1719,383,855,1244,1286,547,1830,1028,663,1692,1134,526,1664,1291,373,1669,819,277,1093,892,183,1073,1680,239,1919,1081,29,1107,778,62,836,434,23,451,849,91,941,1355,98,1455,355,365,721,14203,6825,21029
SED30035,130,165,300,50,57,100,42,146,186,64,276,344,215,667,885,245,435,679,832,258,1097,710,401,1116,807,379,1183,882,358,1242,736,243,977,894,219,1119,1955,260,2215,1567,60,1624,1166,72,1236,702,11,719,1221,54,1273,1460,96,1549,187,210,399,13877,4362,18246
SED30036,206,189,394,59,61,115,116,152,270,146,351,498,331,937,1264,371,507,876,892,368,1258,1016,437,1453,1124,486,1613,1399,383,1784,1065,338,1399,1024,241,1258,2152,338,2492,1466,58,1527,1030,64,1095,623,19,643,1166,65,1230,996,99,1095,173,205,371,15357,5283,20636
SED30037,77,180,252,28,43,76,49,190,244,77,363,445,194,953,1151,316,669,986,817,423,1238,812,576,1391,952,607,1563,1129,472,1601,888,326,1216,906,254,1162,1870,323,2190,1352,43,1392,985,77,1063,583,14,594,1013,59,1078,832,75,907,127,208,340,13010,5872,18881
SED30038,105,146,247,41,40,78,47,138,189,70,244,313,214,852,1068,350,633,985,891,353,1247,828,514,1343,956,525,1479,1120,375,1497,880,306,1181,874,202,1078,1940,263,2203,1380,36,1413,1076,35,1113,700,10,711,1270,56,1331,931,65,997,169,172,341,13841,4970,18813
SED30039,106,94,200,43,33,76,48,47,93,60,137,190,152,287,442,219,196,416,576,192,767,611,275,888,836,346,1182,1054,293,1348,1075,289,1369,1140,252,1394,2946,344,3296,2322,52,2372,1969,68,2037,1255,22,1273,2533,68,2603,1213,83,1293,158,79,232,18312,3151,21461
SED30040,106,152,257,48,61,114,49,149,199,44,275,325,215,951,1169,260,690,945,953,407,1360,890,495,1381,923,441,1363,1116,315,1427,785,289,1077,828,205,1037,1773,342,2120,1373,74,1445,1093,101,1194,688,25,713,1843,178,2020,1053,131,1184,139,170,302,14165,5447,19614
SED30041,132,164,301,68,57,127,61,158,211,67,309,377,245,935,1176,263,530,793,906,344,1251,758,399,1157,866,425,1292,942,305,1242,670,264,935,763,246,1009,1721,336,2055,1322,47,1371,1125,108,1233,752,14,767,1701,109,1808,1666,93,1754,175,171,343,14217,4986,19204
SED30042,94,119,215,35,38,76,39,81,126,61,189,240,160,586,755,274,441,721,706,265,970,722,385,1106,937,441,1373,1142,295,1432,947,255,1196,1025,212,1238,2392,282,2674,1874,45,1915,1368,52,1419,848,14,860,1613,45,1658,1046,62,1109,133,114,240,15413,3926,19342
SED30043,149,176,321,60,60,119,64,123,191,85,305,388,248,918,1163,295,448,743,1100,308,1407,920,395,1315,975,392,1366,1165,285,1450,900,262,1157,869,177,1048,1894,188,2081,1221,42,1257,897,52,956,488,20,509,936,75,1007,1125,137,1264,221,207,427,13615,4564,18184
SED30044,147,139,287,63,45,102,57,90,143,80,236,316,258,510,770,330,501,835,971,274,1248,864,414,1282,1101,486,1581,1346,372,1716,1071,274,1341,1116,170,1286,2433,270,2701,1789,47,1835,1251,54,1305,809,11,820,1584,43,1627,1183,79,1264,239,154,395,16680,4171,20849
SED30045,97,177,277,48,52,109,37,165,214,72,350,423,199,1013,1207,201,587,783,652,382,1029,657,438,1097,833,519,1355,934,370,1299,733,327,1061,797,232,1032,1930,432,2362,1608,56,1668,1416,105,1521,963,18,985,2719,125,2847,841,85,929,125,191,317,14874,5634,20504
SED30046,139,171,311,42,59,101,52,170,225,69,367,436,212,892,1104,349,757,1108,1044,428,1468,972,589,1560,1127,633,1758,1294,452,1751,1041,328,1367,1051,216,1267,2298,310,2609,1555,59,1611,1112,50,1164,670,15,680,1301,58,1365,955,95,1051,196,246,442,15482,5890,21375
SED30047,149,216,363,58,70,129,57,243,300,87,459,545,256,1102,1356,280,741,1015,782,413,1194,670,540,1213,785,607,1391,902,449,1351,685,436,1117,807,322,1124,1742,597,2344,1362,84,1450,1171,151,1321,720,23,751,1715,156,1865,1619,164,1781,178,292,466,14022,7056,21073
SED30048,193,393,585,76,114,187,66,224,292,50,336,387,152,519,670,201,599,794,322,515,833,420,658,1072,690,885,1572,793,815,1601,633,764,1398,709,646,1355,1635,1177,2812,1212,216,1432,1139,295,1434,824,75,900,4574,444,5023,795,496,1290,77,117,200,14558,9285,23841
SED30049,210,196,407,69,74,138,89,162,256,84,287,372,205,625,827,223,419,638,574,281,852,560,374,933,786,428,1211,900,330,1234,785,303,1083,807,269,1075,1947,461,2410,1539,87,1632,1425,106,1531,1077,26,1098,2821,132,2947,785,123,910,120,121,241,14995,4811,19808
SED30050,142,179,322,72,83,154,52,203,253,53,443,498,193,1047,1239,241,789,1036,784,582,1367,815,680,1494,985,691,1674,1148,553,1705,796,445,1241,854,377,1228,1733,606,2342,1223,107,1333,919,130,1050,554,42,597,1646,212,1854,918,216,1134,143,213,355,13282,7597,20879
SED30051,179,163,349,91,76,171,96,227,319,100,516,618,441,1512,1960,423,767,1189,1778,413,2182,1311,532,1846,1349,450,1796,1420,301,1724,787,219,1006,846,131,980,1488,177,1664,988,21,1011,662,21,690,373,7,379,731,44,775,1057,86,1145,268,329,598,14402,5994,20401
SED30052,198,597,791,54,144,198,61,332,391,49,687,732,120,776,891,162,902,1065,352,817,1164,383,1183,1568,637,1664,2300,859,1633,2488,663,1483,2144,771,1300,2074,2001,2570,4577,1372,454,1827,1315,761,2078,985,189,1175,3822,1314,5132,717,581,1302,90,208,302,14611,17608,32221
SED30053,149,261,410,50,86,137,51,168,223,62,360,422,173,766,940,258,591,839,688,438,1121,670,579,1254,864,624,1491,964,495,1456,756,372,1132,848,335,1179,1808,568,2374,1354,151,1502,1237,196,1429,776,54,832,2167,222,2393,852,268,1125,131,172,301,13848,6715,20567
SED30054,68,149,218,37,60,94,42,158,200,43,330,375,105,630,736,123,525,653,341,372,716,378,487,861,486,535,1025,633,455,1093,502,477,984,543,343,890,1317,663,1978,1159,113,1273,1245,209,1453,999,59,1056,4183,290,4473,665,189,857,58,123,186,12931,6177,19107
SED30055,133,161,295,78,41,115,50,143,197,50,245,302,225,688,907,206,303,501,745,223,968,511,325,837,637,319,957,739,223,964,554,192,748,702,165,866,1483,301,1781,1226,23,1251,1075,82,1152,714,17,732,1683,82,1763,1782,87,1872,259,193,448,12849,3822,16668
SED30056,116,82,196,56,40,95,46,80,134,30,111,140,110,328,438,136,266,395,373,177,555,423,207,627,552,232,787,679,153,833,538,192,735,603,134,739,1454,267,1724,1224,28,1255,1344,61,1405,1028,10,1033,4510,147,4657,888,43,927,93,53,143,14207,2623,16830
SED30057,130,161,284,44,50,96,71,144,220,118,402,524,279,1028,1307,396,732,1134,1154,436,1598,1142,602,1747,1291,607,1897,1463,391,1859,1086,276,1366,998,177,1174,1937,232,2166,1299,52,1349,852,49,900,454,14,467,880,85,966,1017,113,1130,195,229,420,14819,5791,20604
SED30058,114,128,239,59,49,105,50,114,165,53,213,266,137,538,670,180,361,546,533,283,809,541,309,853,764,370,1137,798,314,1111,679,279,955,721,242,965,1714,401,2117,1465,64,1529,1410,84,1495,1084,18,1104,3158,130,3296,778,55,838,83,80,163,14330,4040,18364
SED30059,171,184,350,66,54,124,70,103,174,66,196,259,230,586,811,247,383,635,768,292,1068,714,362,1073,976,385,1360,1109,327,1444,914,235,1146,956,215,1173,2133,320,2448,1612,82,1702,1353,83,1439,913,17,926,2197,97,2293,1064,100,1163,170,119,295,15745,4146,19886
SED30060,124,118,247,43,37,77,62,156,214,79,268,345,229,599,833,318,437,758,733,346,1077,753,456,1213,984,492,1473,1160,359,1517,937,259,1194,997,209,1207,2019,305,2324,1388,52,1438,1045,50,1095,628,15,638,1105,59,1163,1227,87,1318,182,148,332,14014,4458,18477
SED30061,106,175,277,60,67,132,49,187,235,77,330,405,165,755,925,181,511,689,579,346,927,549,485,1029,694,548,1237,863,473,1341,688,415,1102,724,295,1020,1588,433,2021,1226,90,1315,969,106,1084,677,28,703,1559,130,1692,1045,187,1232,126,153,284,11936,5709,17644
SED30062,112,137,255,30,37,68,51,112,162,67,311,382,238,859,1098,360,617,974,1024,439,1470,992,622,1606,1210,682,1893,1546,560,2100,1258,420,1678,1328,298,1621,2898,409,3308,2040,82,2120,1491,65,1556,901,11,912,1614,89,1705,1076,97,1174,169,202,374,18412,6051,24461
SED30063,194,216,414,90,72,159,93,235,329,111,519,633,421,1636,2053,414,764,1182,1614,418,2025,1205,588,1797,1157,489,1646,1234,305,1539,802,229,1031,800,140,940,1426,221,1645,899,19,918,626,42,672,330,9,335,680,104,781,1145,87,1235,286,356,653,13537,6458,19989
SED30064,107,157,263,59,52,111,53,170,228,70,341,418,233,1003,1239,287,663,948,940,390,1334,840,471,1305,1003,429,1429,1277,310,1587,818,200,1018,901,157,1059,1849,205,2058,1279,44,1326,913,37,945,505,13,516,1023,51,1079,1043,77,1121,143,217,361,13338,4997,18325
SED30065,138,141,284,72,50,120,72,105,183,59,270,329,202,669,871,246,618,863,868,345,1216,819,395,1219,1099,371,1465,1189,294,1482,851,203,1053,1001,167,1172,2186,264,2456,1594,54,1652,1240,74,1318,731,19,755,1920,118,2038,1180,107,1286,153,131,275,15629,4405,20034
SED30066,202,184,384,108,79,191,70,169,235,55,342,398,253,921,1167,258,661,923,844,408,1246,810,483,1293,1039,435,1478,1234,343,1572,805,259,1068,877,230,1110,1617,285,1897,1073,52,1120,858,88,941,513,15,530,1856,184,2045,1066,98,1168,169,191,358,13707,5419,19122
SED30067,93,218,307,25,69,99,55,202,252,52,408,458,172,925,1099,205,631,843,509,506,1017,562,667,1227,756,725,1483,857,714,1571,729,570,1299,801,494,1294,1856,821,2678,1660,148,1800,1463,183,1649,1079,50,1130,2845,215,3062,758,171,928,115,181,297,14601,7903,22496
SED30068,124,145,269,56,62,117,55,166,218,50,332,378,161,848,1013,206,537,747,663,324,992,625,359,980,793,336,1126,862,226,1087,591,207,788,655,148,814,1426,213,1640,1124,32,1162,1049,56,1106,745,3,750,2512,84,2593,815,49,863,104,152,263,12611,4291,16903
SED30069,93,117,210,58,32,94,47,81,132,39,213,252,165,533,700,211,367,580,655,226,885,605,334,936,828,384,1213,1001,318,1320,814,267,1084,921,169,1090,2038,288,2326,1613,37,1651,1373,49,1428,889,6,897,2766,74,2839,993,45,1039,120,100,221,15238,3655,18895
SED30070,186,185,376,104,84,186,78,159,236,84,463,548,370,1339,1706,413,1071,1478,1707,436,2147,1369,525,1895,1400,480,1885,1399,305,1706,851,232,1083,943,151,1101,1584,211,1796,1091,24,1112,733,37,774,468,8,476,969,70,1037,1007,65,1068,217,298,521,14980,6160,21139
SED30071,125,231,355,74,98,172,54,279,333,78,624,708,259,1589,1850,323,1136,1460,1015,586,1601,958,660,1623,1108,731,1841,1179,486,1658,839,370,1208,782,277,1065,1801,418,2223,1216,45,1263,1034,99,1128,607,17,627,1552,128,1678,998,89,1086,139,309,442,14160,8159,22323
