SED_CODE_2021,A25_34_UOLSE_T_11_15,A25_34_UOLSE_T_16,A25_34_UOLSE_T_17,A25_34_UOLSE_T_18,A25_34_UOLSE_T_19,A25_34_UOLSE_T_20,A25_34_UOLSE_T_21,A25_34_UOLSE_T_YNS,A25_34_UOLSE_T_T,A25_34_L_PinE_NS_B_05,A25_34_L_PinE_NS_05_10,A25_34_L_PinE_NS_11_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_17,A25_34_L_PinE_NS_18,A25_34_L_PinE_NS_19,A25_34_L_PinE_NS_20,A25_34_L_PinE_NS_21,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B_05,A25_34_T_05_10,A25_34_T_11_15,A25_34_T_16,A25_34_T_17,A25_34_T_18,A25_34_T_19,A25_34_T_20,A25_34_T_21,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B_05,A35_44_SEO_05_10,A35_44_SEO_11_15,A35_44_SEO_16,A35_44_SEO_17,A35_44_SEO_18,A35_44_SEO_19,A35_44_SEO_20,A35_44_SEO_21,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_UOLSE_VWW_B_05,A35_44_UOLSE_VWW_05_10,A35_44_UOLSE_VWW_11_15,A35_44_UOLSE_VWW_16,A35_44_UOLSE_VWW_17,A35_44_UOLSE_VWW_18,A35_44_UOLSE_VWW_19,A35_44_UOLSE_VWW_20,A35_44_UOLSE_VWW_21,A35_44_UOLSE_VWW_YNS,A35_44_UOLSE_VWW_T,A35_44_UOLSE_NWNAA_B_05,A35_44_UOLSE_NWNAA_05_10,A35_44_UOLSE_NWNAA_11_15,A35_44_UOLSE_NWNAA_16,A35_44_UOLSE_NWNAA_17,A35_44_UOLSE_NWNAA_18,A35_44_UOLSE_NWNAA_19,A35_44_UOLSE_NWNAA_20,A35_44_UOLSE_NWNAA_21,A35_44_UOLSE_NWNAA_YNS,A35_44_UOLSE_NWNAA_T,A35_44_UOLSE_PinE_NS_B_05,A35_44_UOLSE_PinE_NS_05_10,A35_44_UOLSE_PinE_NS_11_15,A35_44_UOLSE_PinE_NS_16,A35_44_UOLSE_PinE_NS_17,A35_44_UOLSE_PinE_NS_18,A35_44_UOLSE_PinE_NS_19,A35_44_UOLSE_PinE_NS_20,A35_44_UOLSE_PinE_NS_21,A35_44_UOLSE_PinE_NS_YNS,A35_44_UOLSE_PinE_NS_T,A35_44_UOLSE_T_B_05,A35_44_UOLSE_T_05_10,A35_44_UOLSE_T_11_15,A35_44_UOLSE_T_16,A35_44_UOLSE_T_17,A35_44_UOLSE_T_18,A35_44_UOLSE_T_19,A35_44_UOLSE_T_20,A35_44_UOLSE_T_21,A35_44_UOLSE_T_YNS,A35_44_UOLSE_T_T,A35_44_L_PinE_NS_B_05,A35_44_L_PinE_NS_05_10,A35_44_L_PinE_NS_11_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_17,A35_44_L_PinE_NS_18,A35_44_L_PinE_NS_19,A35_44_L_PinE_NS_20,A35_44_L_PinE_NS_21,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B_05,A35_44_T_05_10,A35_44_T_11_15,A35_44_T_16,A35_44_T_17,A35_44_T_18,A35_44_T_19,A35_44_T_20,A35_44_T_21,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B_05,A45_54_SEO_05_10,A45_54_SEO_11_15,A45_54_SEO_16,A45_54_SEO_17,A45_54_SEO_18,A45_54_SEO_19,A45_54_SEO_20,A45_54_SEO_21,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_UOLSE_VWW_B_05,A45_54_UOLSE_VWW_05_10,A45_54_UOLSE_VWW_11_15,A45_54_UOLSE_VWW_16,A45_54_UOLSE_VWW_17,A45_54_UOLSE_VWW_18,A45_54_UOLSE_VWW_19,A45_54_UOLSE_VWW_20,A45_54_UOLSE_VWW_21,A45_54_UOLSE_VWW_YNS,A45_54_UOLSE_VWW_T,A45_54_UOLSE_NWNAA_B_05,A45_54_UOLSE_NWNAA_05_10,A45_54_UOLSE_NWNAA_11_15,A45_54_UOLSE_NWNAA_16,A45_54_UOLSE_NWNAA_17,A45_54_UOLSE_NWNAA_18,A45_54_UOLSE_NWNAA_19,A45_54_UOLSE_NWNAA_20,A45_54_UOLSE_NWNAA_21,A45_54_UOLSE_NWNAA_YNS,A45_54_UOLSE_NWNAA_T,A45_54_UOLSE_PinE_NS_B_05,A45_54_UOLSE_PinE_NS_05_10,A45_54_UOLSE_PinE_NS_11_15,A45_54_UOLSE_PinE_NS_16,A45_54_UOLSE_PinE_NS_17,A45_54_UOLSE_PinE_NS_18,A45_54_UOLSE_PinE_NS_19,A45_54_UOLSE_PinE_NS_20,A45_54_UOLSE_PinE_NS_21,A45_54_UOLSE_PinE_NS_YNS,A45_54_UOLSE_PinE_NS_T,A45_54_UOLSE_T_B_05,A45_54_UOLSE_T_05_10,A45_54_UOLSE_T_11_15,A45_54_UOLSE_T_16,A45_54_UOLSE_T_17,A45_54_UOLSE_T_18,A45_54_UOLSE_T_19,A45_54_UOLSE_T_20,A45_54_UOLSE_T_21,A45_54_UOLSE_T_YNS,A45_54_UOLSE_T_T,A45_54_L_PinE_NS_B_05,A45_54_L_PinE_NS_05_10,A45_54_L_PinE_NS_11_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_17,A45_54_L_PinE_NS_18,A45_54_L_PinE_NS_19,A45_54_L_PinE_NS_20,A45_54_L_PinE_NS_21,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B_05,A45_54_T_05_10,A45_54_T_11_15,A45_54_T_16,A45_54_T_17,A45_54_T_18,A45_54_T_19,A45_54_T_20,A45_54_T_21,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B_05,A55_64_SEO_05_10,A55_64_SEO_11_15,A55_64_SEO_16,A55_64_SEO_17,A55_64_SEO_18,A55_64_SEO_19,A55_64_SEO_20,A55_64_SEO_21,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_UOLSE_VWW_B_05,A55_64_UOLSE_VWW_05_10,A55_64_UOLSE_VWW_11_15,A55_64_UOLSE_VWW_16
SED53402,500,147,167,190,204,78,12,16,1726,0,0,0,0,0,0,0,0,0,0,6,576,463,812,207,209,243,257,91,19,28,2907,729,400,301,25,18,22,18,4,0,18,1526,380,503,445,68,42,54,41,22,5,10,1562,13,37,43,18,10,14,15,3,0,3,153,0,0,0,0,0,0,0,0,0,0,0,393,540,483,82,51,67,51,24,5,12,1712,0,0,0,0,0,0,0,0,0,0,0,1122,938,782,107,73,94,64,30,7,35,3236,942,134,61,6,6,3,5,8,0,28,1199,418,169,108,14,11,9,7,4,0,10,747,52,57,34,8,5,11,4,9,0,6,180,0,0,0,0,0,0,0,0,0,0,0,468,225,139,21,11,23,17,12,0,13,924,0,0,0,0,0,0,0,0,0,4,4,1409,363,196,27,20,27,19,16,3,41,2129,1206,77,17,4,6,0,6,0,3,18,1338,418,62,21,0
SED53502,321,75,54,61,90,26,18,19,997,0,0,0,0,0,0,0,0,0,3,3,361,391,528,100,72,76,114,32,22,37,1741,450,232,172,6,17,11,5,3,7,17,915,198,530,393,46,26,43,28,15,6,18,1299,10,31,20,0,5,6,4,0,0,0,79,0,0,0,0,0,0,0,0,0,0,4,207,562,411,44,24,52,37,15,6,17,1379,0,0,0,0,0,0,0,0,0,0,6,655,789,585,54,44,67,42,14,8,39,2302,813,172,98,10,9,6,8,3,6,18,1128,224,332,154,21,7,10,14,6,0,13,780,17,34,17,7,4,3,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,244,369,170,23,12,9,13,6,0,12,873,5,0,0,0,0,0,0,0,0,0,6,1057,540,263,32,21,16,23,15,8,35,2006,1416,137,68,0,12,0,4,3,4,33,1671,254,90,39,9
SED53602,861,253,223,257,265,74,15,57,3183,0,0,0,3,0,0,0,0,0,9,13,721,817,1032,278,248,279,292,84,20,80,3844,354,192,105,12,7,12,10,9,0,18,724,804,732,459,68,54,49,59,27,0,51,2300,104,246,208,50,28,46,58,11,5,20,776,4,0,4,0,0,0,5,0,0,4,13,900,979,670,117,79,96,121,36,6,75,3086,0,3,0,0,0,0,0,0,0,3,14,1260,1173,776,131,88,109,130,47,9,100,3822,529,88,50,4,0,6,0,4,3,16,702,1010,413,187,26,10,12,22,5,0,29,1703,325,192,143,34,24,32,24,10,4,24,807,3,0,0,0,0,0,5,0,0,4,7,1342,603,324,62,35,46,41,18,3,58,2522,3,0,0,0,0,0,0,0,0,3,10,1875,692,374,63,33,50,44,19,7,75,3233,898,45,15,5,0,0,0,3,0,26,995,1017,129,42,4
SED53701,68,10,22,57,80,26,40,16,353,0,0,0,0,0,0,0,6,0,0,0,137,81,148,30,27,66,104,35,49,24,708,240,131,78,4,3,6,4,0,0,13,485,35,59,70,15,13,13,22,12,21,5,256,0,0,8,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,8,35,59,78,15,15,9,25,14,22,6,275,0,0,0,0,0,0,0,0,0,0,0,274,193,157,18,17,18,33,17,22,21,766,586,164,66,5,0,12,5,3,0,35,871,43,48,48,10,4,5,9,0,0,8,171,4,3,4,0,0,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,49,50,52,7,4,9,9,0,8,4,196,0,0,0,0,0,0,0,0,0,0,0,642,215,118,8,3,15,14,8,8,44,1072,1122,108,42,5,0,0,3,0,5,47,1332,76,23,6,0
SED53802,758,212,190,215,235,57,11,52,2504,0,0,0,0,0,0,0,0,0,9,11,555,664,1064,261,238,243,299,74,17,81,3507,484,237,226,8,8,15,12,0,0,13,1012,593,769,641,113,67,45,46,22,5,26,2317,44,83,82,39,28,18,21,3,0,10,324,3,0,0,0,0,0,0,0,0,0,5,636,847,722,155,89,65,68,21,10,38,2648,0,4,0,0,0,0,0,0,0,0,5,1121,1088,950,160,97,78,81,27,6,51,3667,744,132,47,0,3,8,6,3,0,15,956,674,314,158,26,20,12,11,3,0,16,1232,135,73,41,14,10,4,18,10,0,12,323,0,0,0,0,0,0,0,0,0,0,5,812,394,198,46,23,12,26,16,4,33,1554,0,0,0,0,0,0,0,0,0,0,0,1552,525,251,46,27,18,35,16,3,52,2514,1043,70,32,6,0,5,0,0,0,19,1172,811,118,43,7
SED53902,474,145,142,181,212,84,8,22,1671,0,0,0,0,0,0,0,0,0,5,5,564,414,737,180,188,236,257,108,19,35,2744,647,254,259,16,11,8,14,7,7,19,1248,393,429,378,61,45,71,75,24,3,13,1501,7,26,39,0,7,5,7,3,0,10,108,0,0,0,0,0,0,0,0,0,0,0,398,458,420,65,55,77,86,29,4,21,1613,0,0,0,0,0,0,0,0,0,0,4,1047,712,680,81,66,91,99,34,17,41,2864,898,149,72,10,5,0,0,0,0,16,1150,518,189,126,12,14,8,13,3,3,13,909,49,39,34,3,4,0,6,0,0,6,141,0,0,0,0,0,0,0,0,0,0,0,565,227,161,22,21,12,17,0,3,24,1051,0,0,0,0,0,0,0,0,0,5,6,1465,376,231,28,29,14,22,4,6,37,2209,1141,77,38,11,0,0,0,0,0,14,1290,483,47,24,3
SED54006,95,21,31,61,84,15,10,22,379,0,0,0,0,0,0,0,0,0,4,4,130,135,175,35,34,62,86,19,14,42,739,269,139,123,12,3,10,8,3,0,23,578,31,115,134,19,9,16,12,3,3,17,359,0,8,3,0,0,7,3,3,0,0,34,0,0,0,0,0,0,0,0,0,0,3,32,121,136,24,16,21,16,12,3,20,401,0,0,0,0,0,0,0,0,0,0,0,297,261,261,28,18,30,21,12,3,42,978,694,210,72,4,0,4,4,0,6,27,1021,63,90,51,8,8,3,4,0,0,4,229,3,4,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,65,102,56,8,7,6,5,0,0,4,249,0,0,0,0,0,0,0,0,0,0,4,763,304,129,13,11,14,8,0,6,33,1267,1221,136,30,6,0,0,3,4,0,38,1446,79,51,16,0
SED54104,343,134,142,219,306,129,22,19,1648,0,0,0,0,0,0,0,0,0,0,0,592,357,576,185,210,310,426,215,60,35,2970,565,261,220,33,35,27,38,31,18,12,1248,370,401,427,89,105,110,148,57,17,8,1731,4,11,24,17,6,12,12,11,4,0,98,0,0,0,0,0,0,0,0,0,0,0,376,413,453,101,114,119,162,67,17,15,1828,0,0,0,0,0,0,0,0,0,0,4,943,672,665,140,150,146,198,99,40,25,3082,1029,196,146,12,15,0,21,15,3,21,1451,397,221,182,24,31,29,23,24,5,11,940,11,17,14,6,4,3,12,6,0,0,70,0,0,0,0,0,0,0,0,0,0,0,410,235,196,27,31,35,32,22,5,11,1005,3,0,0,0,0,0,0,0,0,0,3,1442,429,343,37,42,37,46,38,11,26,2463,1408,131,53,4,4,5,11,3,3,17,1645,427,66,24,5
SED54203,73,23,35,66,107,31,4,5,430,0,0,0,0,0,0,0,0,0,5,8,123,151,191,49,43,110,154,51,17,15,896,138,103,95,8,3,6,5,0,6,10,386,53,100,99,17,9,12,18,4,3,7,330,5,3,6,0,0,4,3,0,0,4,28,0,0,0,0,0,0,0,0,0,0,6,60,106,106,20,12,15,23,7,3,17,366,0,0,0,0,0,0,0,0,0,0,0,199,213,199,31,21,21,30,9,7,23,753,262,67,36,0,6,5,4,0,0,11,391,81,53,51,5,0,6,7,0,0,3,213,18,6,3,0,0,3,3,0,0,3,38,0,0,0,0,0,0,0,0,0,0,0,102,58,57,7,3,14,10,0,0,12,256,4,3,0,0,0,0,0,0,0,0,5,367,126,91,9,12,11,13,0,0,24,651,403,39,22,0,0,0,0,7,0,28,506,67,21,14,0
SED54304,903,320,413,567,814,354,76,73,4281,0,0,0,0,0,0,3,0,0,3,7,1026,837,1463,430,544,731,1114,480,115,126,6863,876,453,453,54,45,48,36,35,15,24,2032,473,562,604,127,140,184,172,80,26,37,2402,14,36,50,11,21,17,28,16,3,8,204,0,0,0,0,0,0,0,0,0,0,9,484,601,661,140,163,205,196,95,35,39,2614,0,0,4,0,0,0,0,0,0,0,3,1358,1054,1116,189,202,254,234,128,47,65,4650,1039,247,113,19,16,13,26,6,7,29,1513,471,182,146,23,28,27,18,24,7,14,945,39,16,20,12,12,10,13,7,3,0,138,0,0,0,0,0,0,0,0,0,0,4,515,197,175,31,40,41,30,31,10,16,1084,0,0,0,0,0,0,0,0,0,3,3,1547,442,286,55,54,55,55,43,19,46,2603,1265,92,45,8,7,5,13,15,9,22,1477,416,72,38,5
SED54403,304,104,66,108,142,44,16,23,1051,0,4,0,0,0,0,0,0,0,7,13,317,418,610,141,103,155,230,63,24,63,2125,435,348,263,23,21,14,21,17,3,32,1174,150,384,401,46,57,44,62,28,11,20,1199,3,14,12,3,9,0,3,4,0,0,43,0,4,0,0,0,0,0,0,0,0,4,150,400,412,53,64,47,60,33,11,20,1249,4,4,0,0,0,0,0,0,0,4,9,588,748,682,76,83,64,83,43,15,58,2434,560,235,119,11,3,11,16,4,7,37,999,155,302,189,17,12,10,14,10,4,13,733,3,11,7,5,0,3,7,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,159,312,196,28,12,14,16,8,4,18,777,3,0,0,0,0,0,0,0,0,6,9,726,550,306,38,18,25,35,17,15,54,1781,741,154,58,5,3,4,4,3,6,29,1014,149,110,32,0
SED54505,335,71,65,64,99,39,0,15,1318,0,0,0,0,0,0,0,0,0,0,3,463,510,407,87,80,83,109,41,5,24,1806,534,163,136,15,13,10,16,4,3,10,903,861,1056,811,118,111,107,102,54,13,18,3267,20,118,91,20,18,17,20,12,3,6,321,0,3,0,0,0,0,0,0,0,0,3,882,1175,905,138,128,126,123,62,15,29,3590,0,0,0,0,0,0,0,0,0,0,0,1419,1337,1035,146,137,141,136,71,23,44,4498,858,232,118,10,14,9,8,8,0,15,1270,907,810,585,75,41,49,35,18,9,11,2541,73,147,70,17,15,5,9,4,0,8,344,0,0,0,0,0,0,0,0,0,0,0,980,958,655,92,52,47,43,23,9,21,2885,0,0,0,0,0,0,0,0,0,0,5,1841,1189,770,100,67,58,51,28,7,41,4156,1180,128,42,4,0,0,4,0,0,10,1374,899,260,85,5
SED54605,92,21,25,27,32,4,6,16,335,0,0,3,0,0,0,0,0,0,5,7,305,230,247,35,41,33,49,11,10,28,997,462,209,204,18,10,3,13,11,0,9,938,78,154,150,12,16,8,28,6,0,0,454,5,11,6,0,0,3,0,8,0,0,34,0,0,0,0,0,0,0,0,0,0,0,80,162,155,19,23,14,26,12,0,0,493,0,0,0,0,0,0,0,0,0,3,5,542,366,365,38,35,15,39,21,3,13,1438,857,282,185,8,8,12,7,11,0,22,1391,120,111,76,8,4,4,4,3,0,3,333,16,17,8,0,0,0,4,3,0,0,50,0,0,0,0,0,0,0,0,0,0,0,138,126,83,8,4,10,9,5,0,7,391,0,0,0,0,0,0,0,0,0,0,0,994,405,268,15,14,21,16,12,6,35,1787,1973,234,89,0,5,6,4,3,0,35,2357,186,51,21,3
SED54701,94,31,31,49,59,44,45,12,450,0,0,0,0,0,0,0,0,0,5,0,96,130,199,48,50,66,85,47,49,25,793,202,111,92,10,6,8,9,9,0,11,457,20,111,108,16,16,22,37,18,17,5,372,4,20,13,0,3,9,0,0,3,0,50,0,0,0,0,0,0,0,0,0,0,0,23,133,119,22,20,28,35,16,20,8,428,0,0,0,0,0,0,0,0,0,0,0,226,240,208,29,21,33,50,27,26,18,882,385,79,40,3,3,6,0,0,0,19,534,58,80,42,4,6,9,8,3,3,3,219,3,31,14,5,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,5,62,119,64,6,4,11,6,3,3,7,282,0,0,0,0,0,0,0,0,0,0,4,448,196,100,10,8,19,9,10,3,27,820,696,37,24,3,3,3,0,0,0,46,814,69,52,10,3
SED54804,323,87,103,123,138,52,11,19,1129,0,0,0,0,0,0,0,0,0,3,8,617,423,912,157,182,222,280,116,25,60,3002,676,456,432,25,29,25,33,11,3,30,1719,263,413,419,65,49,56,49,25,3,4,1336,3,10,23,4,0,6,0,3,3,0,50,0,0,0,0,0,0,0,0,0,0,0,270,414,445,64,53,55,48,25,5,7,1385,0,0,0,0,0,0,0,0,0,4,6,946,867,875,92,79,86,77,36,7,41,3114,917,224,121,3,5,11,11,6,0,8,1314,290,173,110,14,14,13,10,4,0,0,636,22,8,8,5,3,0,4,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,314,188,117,22,15,15,11,4,0,4,694,0,0,0,0,0,0,0,0,0,4,4,1230,410,238,29,28,27,27,12,7,18,2012,1110,93,60,3,4,0,11,8,5,16,1310,306,51,16,5
SED54905,407,115,109,156,214,82,19,25,1551,0,0,0,0,0,0,0,0,0,0,3,547,411,643,161,149,200,268,107,28,45,2560,542,231,221,20,29,22,17,8,4,11,1120,471,376,381,73,52,81,86,32,10,20,1576,6,14,32,7,0,9,13,5,3,0,84,0,4,0,0,0,0,0,0,0,0,3,480,389,408,79,55,87,101,38,8,20,1660,0,0,0,0,0,0,0,0,0,3,3,1016,620,639,98,83,107,122,44,12,33,2781,873,171,105,13,11,9,7,3,0,14,1211,458,160,127,18,16,14,19,10,0,0,822,24,17,26,0,5,6,13,6,0,0,97,0,0,0,0,0,0,0,0,0,0,0,482,183,149,17,22,19,27,15,0,0,917,0,0,0,0,0,0,0,0,0,6,6,1357,351,250,28,32,26,39,17,5,20,2136,1332,78,37,0,4,3,10,9,3,16,1502,546,77,32,5
SED55005,815,183,150,158,184,28,23,48,2626,0,0,0,0,0,0,0,0,0,3,4,546,995,976,203,170,176,207,36,21,69,3405,631,249,172,17,16,11,9,6,6,19,1123,791,1508,930,83,101,77,64,24,4,27,3607,22,163,123,11,18,13,11,3,0,13,377,0,0,0,0,0,0,0,0,0,0,4,803,1669,1057,100,117,97,70,23,8,41,3988,0,0,0,0,0,0,0,0,0,0,8,1433,1913,1228,115,134,100,85,31,13,56,5113,956,299,115,14,8,12,9,0,0,21,1442,732,856,387,31,26,16,15,9,0,19,2087,83,244,70,9,12,6,15,3,4,11,453,4,4,0,0,0,0,0,0,0,0,7,821,1101,450,43,38,23,28,14,6,33,2555,0,0,0,0,0,0,0,0,0,0,0,1776,1403,567,51,45,30,34,16,7,56,3991,1380,188,62,0,5,0,0,0,0,24,1661,608,286,94,9
SED55102,239,43,33,35,38,12,0,23,864,0,0,0,0,0,0,0,0,0,96,99,440,558,443,57,55,60,67,18,11,130,1830,586,336,221,20,17,12,16,7,0,22,1240,249,576,283,25,15,10,19,3,7,5,1188,7,16,16,5,3,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,4,259,595,300,24,16,12,19,3,7,7,1242,0,3,0,0,0,0,0,0,0,104,107,844,943,519,46,30,22,33,12,6,130,2593,1063,401,175,7,7,6,10,3,0,30,1707,242,330,101,11,3,3,7,0,0,9,707,14,32,16,0,0,0,3,0,0,0,75,0,0,0,0,0,0,0,0,0,0,5,250,367,118,10,3,8,12,4,0,11,787,0,0,0,0,0,0,0,0,0,66,68,1323,770,296,19,9,15,22,3,3,106,2566,1542,251,80,6,10,6,0,3,0,36,1932,220,99,34,0
SED55202,837,177,146,191,260,53,15,53,2604,0,0,0,0,0,0,0,0,0,0,0,431,803,985,191,157,213,278,62,15,67,3211,431,206,101,6,7,10,8,6,0,11,792,474,1064,832,67,62,50,61,28,3,22,2663,23,123,130,19,17,21,34,15,11,10,396,0,3,6,0,0,0,0,0,0,0,11,502,1191,965,92,77,69,88,39,9,30,3071,0,0,0,0,0,0,0,0,0,0,4,930,1399,1067,102,87,79,99,43,15,46,3867,773,199,86,11,6,10,6,0,0,14,1108,442,578,351,17,19,15,17,12,0,13,1472,84,149,107,13,9,13,22,5,3,4,411,0,0,0,0,0,0,0,0,0,0,6,521,736,462,29,29,26,40,19,9,18,1882,0,0,0,0,0,0,0,0,0,3,6,1298,932,548,45,35,32,44,22,9,33,3000,1350,114,51,4,8,5,3,0,0,24,1561,465,174,75,10
SED55306,140,31,36,48,48,14,4,0,383,0,0,0,0,0,0,0,0,0,3,3,160,120,245,59,59,70,78,21,8,19,833,413,227,166,16,7,8,7,7,5,23,885,66,158,139,24,12,10,20,3,3,4,424,0,3,9,3,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,64,155,145,21,9,11,18,3,3,3,438,0,0,0,0,0,0,0,0,0,0,0,479,384,316,39,24,22,27,11,4,32,1328,733,174,90,5,11,0,9,0,0,32,1059,95,84,42,4,4,6,5,0,0,3,241,5,5,11,0,0,4,0,0,0,3,31,0,0,0,0,0,0,0,0,0,0,0,95,90,51,8,4,4,7,0,0,5,267,0,0,0,0,0,0,0,0,0,0,0,826,262,145,10,18,9,16,6,0,36,1328,1183,85,38,6,3,3,12,5,3,32,1363,79,30,17,0
SED55405,1028,353,427,563,722,225,27,69,4129,0,0,0,0,0,0,0,0,0,6,17,664,687,1405,426,490,642,840,262,36,107,5567,577,319,248,33,23,31,29,11,9,24,1300,510,630,646,134,124,141,155,62,14,26,2439,9,26,63,9,29,26,14,10,3,3,199,3,4,0,0,0,0,0,0,0,0,6,516,659,704,147,156,166,169,72,20,31,2645,0,0,0,0,0,0,0,0,0,11,17,1097,980,951,182,180,198,198,85,29,66,3954,783,145,87,6,15,4,3,0,0,20,1063,435,285,154,24,16,20,10,9,11,13,983,38,47,40,8,7,16,10,11,0,4,179,0,0,0,0,0,0,0,0,0,0,0,474,335,196,27,22,36,20,25,7,21,1164,0,0,0,0,0,0,0,0,0,3,3,1248,481,283,37,36,33,27,29,7,42,2234,1040,82,38,0,3,0,8,3,0,19,1199,380,77,39,3
SED55504,256,55,39,78,63,24,6,10,937,0,0,0,0,0,0,0,0,0,0,0,696,759,646,100,69,114,87,49,12,39,2569,964,540,466,30,22,17,15,9,5,31,2103,311,602,381,33,32,33,28,12,5,7,1444,22,36,20,4,0,0,3,0,0,3,99,0,0,0,0,0,0,0,0,0,3,3,329,633,403,37,37,37,30,19,4,14,1546,0,0,0,0,0,0,0,0,0,0,3,1295,1175,871,67,60,50,45,23,10,50,3649,1237,946,361,23,17,15,13,7,0,33,2648,300,420,196,13,12,7,3,3,5,11,970,36,28,12,6,4,5,5,4,0,0,90,0,0,0,0,0,0,0,0,0,0,0,337,446,205,19,15,9,5,9,5,12,1062,0,0,0,0,0,0,0,0,0,0,0,1572,1389,568,43,32,25,20,12,0,44,3709,1671,443,137,8,6,10,4,3,0,32,2316,282,117,45,3
SED55605,85,26,23,29,8,8,3,10,307,0,0,0,0,0,0,0,0,0,0,0,374,441,354,42,45,54,34,13,7,29,1395,616,437,512,34,20,26,21,12,5,21,1707,79,186,111,12,15,11,13,8,3,7,462,0,0,7,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,85,188,124,13,18,11,17,8,5,7,479,0,0,0,0,0,0,0,0,0,0,0,695,629,631,48,37,41,35,13,10,39,2184,1240,776,484,23,11,14,10,0,3,33,2592,164,141,84,10,6,5,11,0,3,11,423,9,7,5,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,164,153,92,10,6,8,9,0,3,11,445,0,0,0,0,0,0,0,0,0,0,4,1407,924,578,32,13,17,16,4,5,41,3038,1858,401,147,4,3,5,5,3,0,33,2459,156,47,22,0
SED55706,112,19,33,45,108,47,0,47,469,0,0,0,0,0,0,0,0,0,0,4,118,105,238,52,51,71,158,60,11,59,912,334,197,126,7,15,4,6,9,0,20,718,54,130,125,16,12,12,16,6,4,10,381,0,6,11,0,0,0,8,3,0,11,48,0,0,0,0,0,0,0,0,0,0,0,55,142,135,17,12,13,21,4,3,21,426,0,0,0,0,0,0,0,0,0,8,8,385,340,266,22,26,21,27,15,4,49,1157,837,136,49,4,3,3,3,3,0,27,1075,94,71,31,0,9,4,3,0,0,8,216,0,12,15,0,3,3,0,0,0,10,41,3,0,0,0,0,0,0,0,0,0,3,97,78,45,5,8,9,5,3,0,16,260,0,0,0,0,0,0,0,0,0,6,10,937,221,93,10,17,6,10,5,0,49,1349,1505,80,23,9,0,5,7,0,0,53,1678,131,14,6,0
SED55802,900,174,143,133,144,50,14,26,2676,0,0,0,0,0,0,0,0,0,13,21,667,1111,1233,201,169,149,167,57,20,67,3843,575,301,288,22,20,13,18,6,4,17,1261,536,1291,848,70,52,46,48,12,3,30,2932,42,96,91,6,10,10,4,0,0,0,267,0,0,0,0,0,0,0,0,0,0,7,575,1393,939,74,63,54,57,10,5,32,3207,0,5,0,0,0,0,0,0,0,28,28,1154,1699,1223,99,85,69,70,17,7,76,4494,839,236,145,0,7,6,8,3,4,20,1264,593,566,293,21,8,8,12,9,0,12,1525,130,82,46,3,9,4,5,10,5,14,297,0,0,0,0,0,0,0,0,0,0,0,721,651,337,26,18,10,14,12,4,30,1824,0,0,0,0,0,0,0,0,0,5,9,1557,887,484,32,22,17,25,18,5,52,3098,1333,178,62,7,0,4,9,3,0,24,1608,547,164,53,10
SED55905,249,57,62,66,73,17,14,10,814,3,0,0,0,0,0,0,0,0,7,5,408,307,465,93,82,85,97,26,19,38,1619,396,248,214,19,13,9,9,3,0,13,925,275,283,323,31,31,25,25,9,0,7,1018,7,13,11,5,10,0,4,0,0,0,47,0,0,0,0,0,0,0,0,0,0,5,289,297,337,31,44,26,31,12,0,7,1067,0,0,0,0,0,0,0,0,0,0,6,685,548,551,50,52,38,38,15,6,24,2000,706,169,103,11,4,5,5,7,4,25,1022,331,186,122,14,10,0,8,0,0,12,685,28,24,21,6,0,0,7,0,0,0,85,0,0,0,0,0,0,0,0,0,0,4,361,210,143,19,10,0,19,0,0,6,774,0,0,0,0,0,0,0,0,0,0,0,1063,384,242,22,17,5,20,7,3,31,1799,1134,100,43,5,0,4,4,5,4,11,1306,531,96,33,3
