SED_CODE_2021,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
SED52702,24,0,1018,39,36,0,0,36,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,36,0,0,36,0,76,0,0,0,0,0,0,0,1030,58,0,0,62,0,1088,369,5,0,0,5,0,379,9,13,0,0,18,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,0,0,19,0,24,0,0,0,0,0,0,0,379,24,0,0,29,0,407,187,4,0,0,4,0,193,10,14,0,0,14,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,0,0,15,0,23,0,0,0,0,0,0,0,195,18,0,0,18,0,213,6375,115,0,3,124,5,6503,314,282,0,0,283,0,597,3,5,0,0,5,0,8,0,0,0,0,0,0,0,314,288,0,0,286,0,603,7,0,0,0,0,0,7,6692,400,4,3,414,5,7108
SED52803,7,0,453,22,94,3,0,99,0,117,0,4,0,0,4,0,4,0,0,0,0,0,0,0,20,98,3,0,103,0,121,0,0,0,0,0,0,0,463,104,4,0,110,0,569,17,0,0,0,0,0,19,0,18,0,0,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,16,0,16,0,0,0,0,0,0,0,17,17,0,0,17,0,35,6,0,0,0,0,0,6,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,6,4,0,0,4,0,13,4349,110,4,0,109,3,4464,225,872,8,0,887,0,1116,7,38,0,0,39,0,48,0,0,0,0,0,0,0,239,911,14,0,922,0,1161,0,0,3,0,0,20,28,4585,1023,15,0,1040,26,5652
SED52903,12,0,239,13,77,5,0,84,0,94,0,0,6,0,0,0,0,0,0,0,0,0,0,0,13,80,3,6,88,0,104,0,0,0,0,0,4,4,242,90,8,6,102,4,342,29,0,0,0,0,0,29,0,4,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,4,0,0,0,0,0,0,0,25,5,0,0,5,0,29,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3250,129,4,0,134,7,3394,183,1146,18,7,1171,0,1354,4,21,43,0,64,0,67,3,3,0,26,29,0,30,187,1173,61,34,1263,0,1452,6,0,0,0,0,27,36,3442,1298,65,34,1400,36,4881
SED53004,22,0,883,59,101,4,0,104,0,156,0,0,6,0,6,0,6,0,0,0,0,0,0,0,59,103,3,0,109,0,165,0,0,0,0,0,0,0,917,126,3,0,129,0,1048,377,13,0,0,13,0,389,26,51,0,0,55,0,80,0,0,3,0,7,0,7,0,0,0,0,0,0,0,26,56,3,0,62,0,82,0,0,0,0,0,0,0,399,68,3,0,77,0,473,174,4,0,0,4,0,178,9,36,3,0,38,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,36,4,0,45,0,49,0,0,0,0,0,0,0,180,43,4,0,47,0,228,6353,160,5,0,163,6,6522,431,812,26,0,839,0,1269,8,30,22,0,58,0,60,0,0,0,0,0,0,0,437,847,51,0,895,0,1331,0,0,0,0,0,0,5,6793,1002,50,0,1055,8,7857
SED53105,12,0,634,25,232,8,0,236,0,269,0,14,9,0,24,0,24,0,0,0,0,0,0,0,25,251,15,0,262,0,295,0,0,0,0,0,0,0,654,263,15,0,280,3,932,153,6,0,0,6,0,155,8,137,3,0,142,0,148,0,13,4,0,14,0,11,3,0,0,0,0,0,4,10,149,6,0,155,0,164,0,0,0,0,0,0,0,161,151,6,0,161,0,321,77,0,0,0,0,0,73,6,84,4,0,86,0,95,0,0,14,0,13,0,17,0,0,0,0,0,0,0,6,89,18,0,103,0,107,0,0,0,0,0,0,0,79,89,18,0,105,0,187,5995,222,0,0,222,5,6218,436,2535,50,3,2581,0,3020,12,140,62,0,196,0,209,4,0,3,0,0,0,6,450,2672,110,3,2789,0,3239,6,5,0,0,5,15,25,6446,2900,110,3,3016,15,9479
SED53204,25,0,780,56,456,26,0,477,0,531,0,67,63,0,128,0,128,0,0,0,0,0,0,0,56,518,91,0,606,0,659,6,0,0,0,0,0,6,811,546,91,0,635,0,1449,246,14,0,0,14,0,261,17,270,10,0,281,0,297,0,27,38,0,63,0,63,0,0,0,0,0,0,0,17,298,45,0,341,0,364,0,0,0,0,0,0,0,266,309,45,0,357,0,627,144,9,0,0,9,0,149,9,153,11,0,174,0,178,0,23,25,0,46,0,46,0,0,0,0,0,0,0,9,179,41,0,218,0,226,0,0,0,0,0,0,0,152,184,41,0,223,0,373,5883,268,0,0,268,5,6160,500,3707,157,3,3867,4,4374,14,367,310,0,670,0,684,0,0,0,0,0,0,0,516,4074,470,3,4542,4,5057,7,4,0,0,4,0,15,6405,4347,470,3,4815,9,11232
SED53306,6,0,583,35,89,0,0,88,0,125,0,0,8,0,8,0,8,0,0,0,0,0,0,0,35,89,6,0,91,0,129,0,0,0,0,0,0,0,612,101,6,0,105,0,717,149,5,0,0,5,0,153,5,45,0,0,47,0,47,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,48,0,0,47,0,53,0,0,0,0,0,0,0,151,52,0,0,56,0,207,68,0,0,0,0,0,68,0,15,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,20,0,20,0,0,0,0,0,0,0,73,15,0,0,20,0,91,4736,105,0,0,105,0,4842,264,702,24,4,726,3,998,4,15,13,0,26,0,30,6,0,0,0,0,0,9,273,715,35,4,753,3,1034,9,0,0,0,0,5,13,5017,820,35,4,854,13,5882
SED53402,7,0,524,42,98,8,0,100,0,147,0,11,20,0,25,0,25,0,0,0,0,0,0,0,42,101,23,0,131,0,170,0,0,0,0,0,0,0,556,107,23,0,132,0,692,246,6,0,0,6,0,251,22,60,8,0,64,0,91,0,10,7,0,17,0,17,0,0,0,0,0,0,0,22,69,17,0,89,0,106,0,0,0,0,0,0,0,269,77,17,0,92,0,364,99,3,0,0,3,0,105,20,39,6,0,46,0,65,0,12,6,0,17,0,17,0,0,0,0,0,0,0,20,51,12,0,61,0,75,0,0,0,0,0,0,0,117,54,12,0,66,0,179,4386,172,0,0,172,0,4563,445,1238,57,0,1295,0,1752,6,105,89,0,194,0,201,0,0,0,0,0,0,0,458,1346,146,0,1492,0,1948,7,3,0,0,3,4,14,4847,1523,146,0,1668,4,6519
SED53502,12,0,553,30,158,0,0,165,0,195,0,10,0,0,13,0,13,0,0,0,0,0,0,0,37,166,6,0,179,0,208,0,0,0,0,0,0,0,571,182,6,0,190,0,764,178,4,0,0,4,0,180,19,83,5,0,81,0,96,0,3,0,0,4,0,4,0,0,0,0,0,0,0,19,80,0,0,85,0,101,0,0,0,0,0,0,0,195,89,0,0,88,0,283,88,0,0,0,0,0,96,7,32,0,0,35,0,39,0,3,0,0,5,0,9,0,0,0,0,0,0,0,10,35,3,0,37,0,44,0,0,0,0,0,0,0,99,31,3,0,37,0,134,4737,126,0,0,132,0,4868,311,1495,24,3,1527,3,1840,7,80,38,4,117,0,127,6,0,0,0,0,0,6,319,1579,60,6,1645,3,1965,0,0,0,0,0,5,7,5061,1701,61,6,1772,9,6844
SED53602,11,0,277,27,329,46,0,376,0,402,3,101,161,0,261,0,263,0,0,0,0,0,0,0,35,428,209,0,639,0,673,0,5,0,0,5,0,5,292,440,209,0,648,0,947,102,7,0,0,7,0,109,12,193,30,0,223,0,234,0,47,100,0,149,0,154,0,0,0,3,3,0,3,10,245,131,3,376,0,389,0,0,0,0,0,0,0,112,251,131,3,386,0,498,67,3,0,0,3,0,70,5,132,19,0,145,0,146,0,40,61,0,109,0,109,0,0,0,0,0,0,0,5,171,76,0,253,0,256,0,0,0,0,0,0,0,72,178,76,0,255,0,327,2197,173,0,0,179,6,2382,269,3038,414,0,3455,5,3725,24,885,1057,4,1945,3,1967,0,7,7,11,20,0,20,293,3927,1473,13,5412,10,5713,0,9,9,0,8,44,57,2491,4107,1482,13,5603,57,8145
SED53701,6,4,466,4,22,0,0,30,0,29,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,29,0,0,31,0,30,0,0,0,0,0,0,0,464,29,0,0,32,4,499,79,0,0,0,0,0,79,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,0,0,0,0,0,0,0,79,3,0,0,4,0,77,23,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,3,0,28,4260,41,5,3,46,8,4309,104,190,7,0,197,0,301,0,5,3,0,4,0,10,0,0,0,0,0,0,4,109,190,11,0,201,0,311,11,0,0,0,0,9,18,4375,232,14,5,247,18,4639
SED53802,25,0,461,36,242,19,0,260,0,305,0,39,42,0,81,0,87,0,0,0,0,0,0,0,43,279,66,0,345,0,392,0,0,0,0,0,0,0,475,305,66,0,374,0,845,194,14,0,0,14,0,206,17,149,9,0,159,0,178,0,33,27,0,62,0,63,0,4,0,0,4,0,4,24,185,41,0,229,0,245,0,0,0,0,0,0,0,215,196,41,0,243,0,455,93,5,0,0,5,0,96,14,76,4,0,78,0,94,4,20,25,0,46,0,46,0,0,0,0,0,0,0,12,94,30,0,126,0,142,0,0,0,0,0,0,0,104,99,30,0,133,0,241,3153,222,0,6,229,0,3385,439,2487,133,5,2617,0,3058,19,374,271,5,644,0,662,0,9,0,0,5,0,5,456,2861,395,6,3268,0,3728,0,9,0,0,7,9,12,3612,3093,399,14,3502,9,7128
SED53902,14,0,536,41,160,8,0,162,0,202,0,8,11,0,17,0,23,0,0,0,0,0,0,0,43,166,19,0,186,0,223,0,0,0,0,0,0,0,557,178,19,0,198,0,758,287,10,0,0,10,0,298,21,100,8,0,101,0,123,0,18,12,0,24,0,24,0,0,0,0,0,0,0,21,113,15,0,129,0,148,0,0,0,0,0,0,0,305,128,15,0,144,0,449,175,6,0,0,6,0,184,9,53,3,0,64,0,70,0,10,4,0,15,0,15,0,0,0,0,0,0,0,9,67,8,0,73,0,82,0,0,0,0,0,0,0,183,72,8,0,82,0,264,3889,227,0,0,227,0,4118,421,1418,46,0,1465,0,1886,5,129,75,0,198,0,209,0,0,0,0,0,0,0,430,1548,120,0,1669,0,2100,5,8,0,0,8,3,18,4324,1786,120,0,1904,7,6231
SED54006,6,0,834,30,56,3,0,58,0,86,0,3,0,0,3,0,3,0,0,0,0,0,0,0,31,60,3,0,60,0,92,0,0,0,0,0,0,0,854,66,3,0,66,0,930,126,4,0,0,4,0,122,0,7,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,7,0,0,0,0,0,0,0,124,10,0,0,10,0,138,43,0,0,0,0,0,46,0,9,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,8,0,0,0,0,0,0,0,44,12,0,0,12,0,52,5710,79,0,0,79,5,5797,202,367,16,0,382,0,583,15,23,9,0,26,0,40,0,0,0,0,0,0,3,214,383,21,0,412,0,626,5,0,0,0,0,3,9,5935,472,21,0,491,5,6430
SED54104,11,0,822,67,146,6,0,149,0,219,0,4,0,0,6,0,9,0,0,0,0,0,0,0,70,152,6,0,161,0,226,0,0,0,0,0,0,0,878,168,6,0,172,0,1050,542,13,0,0,13,0,560,27,108,0,0,108,0,136,0,4,5,0,4,0,5,0,0,0,0,0,0,0,35,108,5,0,113,0,143,0,0,0,0,0,0,0,572,125,5,0,123,0,704,222,3,0,0,3,0,233,5,38,3,0,43,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,40,7,0,49,0,53,0,0,0,0,0,0,0,234,49,7,0,53,0,285,5506,169,0,0,169,5,5684,516,1578,51,0,1630,0,2151,5,95,23,0,117,0,128,0,0,0,0,0,0,0,524,1674,79,0,1751,0,2273,0,4,7,0,11,6,11,6033,1851,82,0,1928,9,7968
SED54203,4,0,147,11,33,0,0,33,0,48,0,0,0,0,0,0,5,0,0,0,0,0,0,0,13,36,0,0,36,0,53,0,0,0,0,0,0,0,154,43,0,0,43,0,192,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,6,0,7,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,2011,56,0,0,62,0,2076,129,397,5,0,407,5,541,3,23,11,0,30,0,31,4,3,0,0,3,0,3,133,419,20,0,439,5,578,9,0,0,0,0,6,16,2152,482,19,0,501,16,2664
SED54304,9,0,426,33,60,3,0,67,0,96,0,7,0,0,7,0,7,0,0,0,0,0,0,0,33,64,3,0,67,0,101,0,0,0,0,0,0,0,447,79,3,0,86,0,526,205,9,0,0,9,0,210,14,46,3,0,49,0,63,0,10,3,0,13,0,15,0,0,0,0,0,0,0,16,54,9,0,66,0,82,0,0,0,0,0,0,0,218,60,9,0,74,0,292,87,0,0,0,0,0,81,4,24,6,0,33,0,40,0,4,0,0,3,0,3,0,0,0,0,0,0,0,4,32,10,0,37,0,45,0,0,0,0,0,0,0,89,32,10,0,38,0,127,3798,151,0,0,152,3,3950,410,1172,37,3,1215,4,1624,14,93,46,0,143,0,151,0,0,0,0,0,0,0,419,1259,87,4,1353,4,1777,3,0,0,0,3,0,10,4218,1417,92,4,1508,9,5736
SED54403,17,0,550,40,114,0,0,114,0,149,4,3,0,0,3,0,3,0,0,0,0,0,0,4,44,114,0,0,115,0,161,0,4,0,0,4,0,4,582,130,0,0,133,0,710,25,0,0,0,0,0,25,0,9,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,9,0,0,0,0,0,0,0,25,7,0,0,7,0,34,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,7,6398,213,0,4,218,7,6620,485,1148,24,4,1176,3,1663,17,28,13,0,40,0,54,3,6,0,0,3,0,8,503,1178,35,3,1216,3,1722,11,7,0,0,7,28,44,6912,1397,35,10,1443,40,8386
SED54505,24,0,744,57,692,22,0,715,0,770,0,55,46,0,104,0,104,0,0,0,0,0,0,0,57,743,67,0,814,0,873,0,0,0,0,0,0,0,780,764,74,0,835,0,1622,405,10,0,0,9,0,412,31,433,19,0,453,0,487,0,32,24,0,52,0,55,0,0,0,0,0,0,0,30,465,38,0,501,0,538,0,3,0,0,3,0,3,434,476,41,0,521,0,950,187,9,0,0,9,0,196,15,234,10,0,247,0,260,0,21,16,0,37,0,37,0,0,0,0,0,0,0,15,255,24,0,279,0,294,0,0,0,0,0,0,0,200,264,24,0,286,0,490,4302,170,5,0,174,0,4478,508,4881,186,7,5076,3,5582,3,360,237,0,589,0,599,0,0,0,0,0,0,0,508,5238,422,7,5666,3,6182,6,6,0,0,5,0,13,4814,5411,427,7,5845,5,10673
SED54605,11,0,516,31,45,0,0,48,0,73,0,3,3,0,5,0,5,0,0,0,0,0,0,0,31,53,3,0,51,0,80,0,0,0,0,0,6,6,544,55,6,0,59,6,610,134,0,0,0,0,0,134,11,20,6,0,22,0,29,0,7,5,0,8,0,8,0,0,0,0,0,0,0,11,24,4,0,31,0,36,0,0,0,0,0,0,0,146,24,4,0,31,0,174,70,0,0,0,0,0,70,9,5,0,0,5,0,18,0,5,0,0,7,0,7,0,0,0,0,0,0,0,9,14,0,0,11,0,20,0,0,0,0,0,0,0,71,14,0,0,11,0,88,3934,84,0,0,86,4,4019,258,372,6,0,381,0,634,14,28,19,0,50,0,60,0,0,0,0,0,0,0,269,403,32,0,432,0,696,7,0,0,4,4,5,23,4208,488,32,4,521,15,4740
SED54701,0,0,412,13,34,0,0,35,0,44,0,0,9,0,11,0,16,3,0,0,0,0,0,3,11,31,11,0,50,0,58,0,0,0,0,0,0,0,425,31,11,0,50,0,472,32,0,0,0,0,0,32,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,34,0,0,0,0,0,38,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,3,0,6,0,0,0,0,0,0,0,7,0,4,0,3,0,13,4638,60,0,0,61,4,4704,172,363,18,0,382,0,551,5,24,58,0,80,0,89,5,0,0,0,0,0,5,182,388,74,0,465,0,644,0,0,0,0,0,26,26,4822,447,74,0,519,28,5373
SED54804,16,0,673,50,106,0,0,108,0,159,0,9,3,0,14,0,12,0,0,0,0,0,0,0,55,111,6,0,118,0,172,0,0,0,0,0,0,0,709,125,6,0,133,0,845,306,7,0,0,7,0,315,12,78,0,0,76,0,92,0,8,4,0,8,0,11,0,0,0,0,0,0,0,16,78,9,0,87,0,102,0,0,0,0,0,0,0,323,84,9,0,91,0,417,164,5,0,0,5,0,164,7,34,0,0,35,0,49,0,0,3,0,3,0,3,0,0,0,0,0,0,0,7,34,7,0,39,0,49,0,0,0,0,0,0,0,171,37,7,0,43,0,216,5450,162,0,0,163,0,5605,456,959,23,0,988,0,1443,8,57,27,0,81,0,93,6,0,0,0,0,0,4,462,1018,47,0,1068,0,1535,4,0,0,0,0,0,4,5918,1179,49,0,1231,0,7148
SED54905,13,0,638,52,106,3,0,113,0,167,0,11,7,3,16,0,16,0,0,0,0,0,0,0,52,119,8,3,126,0,182,0,0,0,0,0,0,0,678,132,8,3,140,0,820,366,3,0,0,3,0,372,31,81,3,0,87,0,114,0,4,4,0,12,0,15,0,0,0,0,0,0,0,30,87,9,0,94,0,127,0,0,0,0,0,0,0,399,92,9,0,99,0,495,173,7,0,0,7,0,179,10,53,3,0,64,0,71,0,0,5,0,8,0,9,0,0,0,0,0,0,0,14,55,11,0,70,0,81,0,0,0,0,0,0,0,188,63,11,0,69,0,263,4241,121,0,0,126,3,4372,415,1300,35,0,1345,0,1761,9,62,58,12,128,0,140,0,0,0,0,0,0,0,425,1365,92,9,1474,0,1895,8,0,0,0,0,3,9,4669,1486,96,9,1598,7,6272
SED55005,28,0,709,36,519,15,0,537,0,573,0,72,63,0,135,0,135,0,0,0,0,0,0,0,40,591,78,0,668,0,712,0,0,0,0,0,0,0,721,619,77,0,696,0,1420,241,6,0,0,6,0,252,14,348,12,0,364,0,377,4,35,42,0,71,0,76,0,0,0,0,0,0,0,14,381,53,0,438,0,448,0,0,0,0,0,0,0,256,389,53,0,446,0,700,121,3,0,0,0,0,124,9,210,7,0,218,0,221,0,20,30,0,57,0,58,0,0,3,0,3,0,3,7,234,46,0,278,0,286,0,0,0,0,0,0,0,127,231,43,0,279,0,405,4634,200,3,0,201,4,4843,383,5087,157,6,5250,7,5634,14,537,353,0,887,0,907,4,4,4,4,10,0,15,403,5628,511,8,6147,7,6557,6,14,0,0,14,5,26,5041,5840,515,8,6360,17,11427
SED55102,14,0,954,34,169,6,0,177,0,208,0,14,7,0,23,0,23,0,0,0,0,0,0,0,39,186,11,0,197,0,238,0,0,0,0,0,0,0,977,200,11,0,213,0,1186,255,0,0,0,4,0,260,8,77,0,0,82,0,89,0,6,4,0,9,0,9,0,0,0,4,4,0,5,9,82,9,4,91,0,102,0,0,0,0,0,0,0,263,91,5,4,97,0,358,119,3,0,0,3,0,124,6,30,0,0,30,0,35,0,7,3,0,7,0,7,0,0,0,0,0,0,0,6,33,3,0,35,0,43,0,0,0,0,0,0,0,124,34,3,0,46,0,167,6889,225,0,0,227,11,7128,398,1511,26,3,1543,0,1939,10,106,49,0,157,0,170,3,0,0,5,3,0,6,416,1617,78,11,1703,0,2112,6,3,3,0,11,4,22,7306,1843,85,11,1941,20,9266
SED55202,8,0,445,40,324,27,0,352,0,395,0,72,65,0,137,0,136,0,3,0,0,4,0,4,44,402,89,0,492,0,535,0,0,0,0,0,0,0,483,411,89,0,501,0,985,136,6,0,0,6,0,142,14,194,16,0,207,0,222,0,35,35,0,70,0,69,0,0,0,0,0,0,0,13,228,47,0,276,0,291,0,0,0,0,0,0,0,154,232,47,0,282,0,433,76,3,0,0,3,0,80,9,118,8,0,127,0,141,0,38,31,0,65,0,65,0,0,0,0,0,0,0,9,157,42,0,193,0,199,0,0,0,0,0,0,0,87,157,42,0,197,0,281,3292,120,4,0,127,5,3420,380,3461,171,0,3631,5,4013,26,636,382,0,1025,0,1049,0,12,0,4,16,0,16,400,4109,556,4,4678,5,5077,3,10,0,0,14,10,21,3698,4241,565,4,4809,13,8521
