SED_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
SED21906,783,787,1568,1082,1053,2139,240,265,506,1111,1121,2229,2446,2443,4888,489,445,933,211,260,477,1397,1348,2751,2104,2063,4167,132,89,218,145,193,333,70,70,142,292,357,650,3,0,3,642,702,1340,1179,1418,2597,515,547,1057,156,166,329,394,678,1070,0,4,6,2250,2808,5058,2891,3510,6400,121,110,228,217,257,476,13,0,15,351,368,717,1440,1501,2938,10012,10669,20676
SED22005,754,665,1420,1825,1715,3541,583,555,1138,194,203,399,2604,2477,5078,1269,1116,2380,540,534,1075,262,238,502,2081,1891,3969,315,205,520,310,317,625,217,72,288,318,402,713,3,5,7,1161,990,2154,1449,1467,2915,770,656,1426,145,140,287,297,383,680,8,3,16,2669,2649,5319,3836,3651,7485,373,275,653,294,395,689,9,3,14,678,671,1355,1845,1804,3649,11799,11165,22957
SED22105,1995,1829,3822,5474,5193,10661,1074,975,2046,754,698,1445,7313,6880,14191,3005,2992,5997,964,946,1905,622,616,1241,4596,4564,9160,342,407,747,344,481,822,375,240,616,608,908,1513,7,6,15,1674,2040,3709,1070,1413,2481,384,650,1029,138,188,325,349,711,1060,10,7,16,1959,2963,4917,3635,5009,8648,373,390,763,470,638,1109,6,14,21,846,1042,1887,3054,2984,6041,21440,22310,43754
SED22201,826,726,1546,1828,1729,3559,416,399,817,312,321,638,2561,2457,5013,1131,1065,2199,326,329,654,504,473,976,1963,1870,3832,103,118,217,85,135,228,290,117,407,264,355,621,8,8,6,751,730,1486,507,621,1122,170,250,422,76,104,177,258,437,693,4,0,6,1012,1410,2420,1765,2141,3909,76,74,145,153,274,424,3,6,9,230,345,579,915,1084,2001,8254,8619,16874
SED22305,673,641,1313,2199,2093,4297,357,348,706,304,289,591,2868,2741,5608,1829,1726,3561,317,325,640,237,293,529,2384,2349,4726,302,277,575,296,384,681,192,114,310,368,528,891,7,11,16,1163,1311,2470,753,912,1667,400,472,870,69,126,198,204,303,507,9,0,8,1441,1806,3248,2617,3127,5745,304,308,613,313,455,765,0,12,14,624,770,1392,3142,2586,5724,12309,12206,24513
SED22404,612,546,1155,1694,1608,3301,447,419,873,212,212,428,2362,2244,4599,1314,1237,2549,241,288,532,399,469,865,1954,1992,3950,62,92,159,55,94,144,295,137,430,183,351,531,7,7,13,599,677,1272,204,318,517,53,174,220,35,82,113,145,353,502,9,6,14,439,929,1369,1038,1609,2645,40,34,71,115,198,316,4,5,6,152,236,394,2384,2209,4590,8510,8830,17337
SED22501,805,740,1546,2145,2064,4212,449,490,933,162,116,274,2759,2667,5426,1478,1309,2791,515,634,1150,327,302,634,2325,2245,4572,83,94,181,46,91,137,292,85,383,218,260,476,3,0,0,646,528,1179,653,829,1485,135,188,320,99,106,207,249,450,692,0,0,0,1140,1571,2710,1785,2101,3885,27,42,71,114,212,330,0,0,3,139,260,401,736,754,1490,8555,8766,17319
SED22607,683,677,1364,1381,1193,2571,860,799,1656,278,355,636,2522,2352,4877,916,735,1646,719,651,1364,498,606,1103,2130,1991,4121,174,146,323,163,227,390,206,67,269,255,323,580,3,0,5,804,766,1572,1057,1323,2387,452,567,1023,149,160,309,493,708,1197,3,0,3,2160,2756,4918,2970,3530,6504,123,129,252,182,273,455,5,6,10,313,412,722,1424,1496,2921,10041,10460,20501
SED22704,594,547,1141,1593,1456,3055,703,731,1431,77,100,177,2385,2291,4666,1144,1039,2180,625,603,1229,175,180,358,1953,1827,3773,115,108,222,60,106,170,234,147,382,180,398,577,11,3,10,596,765,1357,166,260,427,58,151,212,28,55,78,156,345,503,0,0,0,406,814,1220,1001,1581,2578,83,69,155,103,170,276,8,8,14,199,244,443,3147,2806,5955,9271,9292,18563
SED22802,754,769,1519,1998,1789,3783,373,399,774,267,280,552,2642,2468,5112,1282,1264,2545,428,460,883,394,392,785,2113,2115,4223,104,137,237,46,109,156,391,168,556,251,358,607,3,6,5,794,774,1573,380,562,942,94,204,299,75,98,178,173,402,568,3,0,7,727,1267,1993,1529,2048,3571,75,55,132,132,217,354,4,0,4,211,276,487,938,847,1787,8184,8523,16700
SED22901,678,584,1264,1838,1702,3541,317,304,618,292,283,577,2452,2286,4738,1225,1184,2405,361,289,649,436,365,795,2025,1833,3863,111,103,219,68,145,216,178,93,269,239,382,628,0,0,6,604,722,1325,765,863,1624,210,258,469,84,129,213,230,332,563,0,0,0,1295,1585,2881,1902,2311,4214,91,93,180,167,228,394,8,3,8,264,320,582,921,1035,1956,8244,8383,16622
SED23007,783,704,1494,1750,1465,3217,831,779,1611,135,152,286,2718,2406,5127,1365,1202,2561,432,571,1005,180,195,377,1975,1967,3944,232,229,457,433,417,842,162,108,277,460,538,992,7,5,13,1292,1289,2587,1210,1315,2526,824,809,1632,151,157,305,508,712,1222,9,11,13,2697,2993,5694,4000,4292,8292,356,286,643,341,490,837,9,12,22,707,795,1504,2773,2406,5177,12965,12568,25531
SED23101,701,570,1268,2072,1914,3987,287,316,600,162,205,372,2524,2430,4960,1445,1243,2688,407,451,859,407,410,819,2254,2110,4365,139,88,222,108,164,276,177,65,238,237,345,585,4,0,0,663,662,1324,1122,1167,2282,326,315,633,136,111,249,217,351,568,4,5,14,1800,1950,3756,2466,2616,5088,116,94,208,166,233,407,0,8,3,287,329,617,912,1026,1942,9145,9092,18239
SED23205,728,636,1368,1975,1907,3884,315,330,645,121,130,251,2417,2364,4784,1542,1396,2940,186,187,375,198,233,427,1933,1816,3750,96,160,253,111,224,329,244,108,356,268,397,669,0,0,0,724,895,1623,420,645,1063,120,272,393,51,85,136,203,435,634,4,11,11,798,1442,2239,1523,2346,3868,87,94,172,136,217,352,0,3,3,221,308,531,2116,2070,4185,8938,9543,18483
SED23308,781,660,1431,1526,1423,2945,682,658,1343,268,259,524,2481,2337,4819,832,723,1559,563,682,1252,509,433,939,1905,1839,3750,113,129,237,123,198,321,241,134,372,319,342,659,4,4,8,805,796,1600,703,933,1634,415,470,885,97,155,250,330,622,954,0,5,5,1542,2189,3729,2346,2985,5336,96,91,185,144,200,340,7,0,7,242,290,528,1597,1562,3162,9352,9671,19021
SED23402,1170,1147,2326,2794,2538,5331,612,598,1212,663,695,1352,4074,3834,7908,1548,1497,3039,600,564,1163,841,852,1696,2990,2921,5912,171,180,348,113,228,337,423,177,602,368,550,919,3,0,6,1087,1129,2217,699,959,1660,177,344,524,98,151,244,266,608,871,0,4,10,1243,2069,3310,2328,3202,5531,140,111,247,188,304,496,4,0,7,337,416,751,1880,1993,3872,12779,13517,26295
SED23502,584,526,1108,1582,1546,3127,511,528,1035,169,157,326,2256,2235,4492,1004,1010,2014,532,504,1040,154,162,316,1691,1677,3369,64,86,148,32,93,125,192,150,342,158,392,550,7,0,8,457,719,1178,54,151,212,54,136,186,14,58,66,90,341,430,0,0,4,208,691,900,670,1406,2084,54,45,104,81,155,240,6,7,16,153,211,360,2516,2482,5000,7869,8546,16412
SED23602,590,510,1097,1776,1600,3376,380,355,738,191,174,360,2344,2127,4471,1112,1052,2161,441,512,949,195,233,434,1749,1791,3542,61,69,133,25,87,114,222,126,344,140,335,477,5,7,13,454,625,1072,103,228,332,49,142,190,22,57,78,133,352,483,4,4,8,307,784,1091,765,1407,2167,94,59,151,70,147,221,7,5,12,169,217,384,2896,2071,4969,8508,8123,16626
SED23702,896,787,1684,2462,2253,4721,412,399,812,193,181,369,3071,2841,5908,1645,1571,3216,420,408,826,335,337,675,2402,2316,4718,216,161,377,83,152,232,390,160,550,249,420,673,4,3,3,943,892,1841,312,522,838,64,212,275,50,103,157,158,407,571,0,4,3,592,1252,1842,1545,2146,3689,146,84,231,126,242,364,3,10,10,274,334,610,1704,1641,3343,9889,10062,19948
SED23806,627,591,1212,1424,1321,2745,411,314,726,480,502,977,2317,2137,4454,492,645,1135,482,344,832,1332,1243,2576,2309,2235,4546,110,98,208,112,153,263,80,42,125,211,267,479,0,4,3,519,565,1083,1773,1833,3607,579,575,1151,193,209,402,474,676,1151,5,3,6,3023,3300,6325,3549,3869,7416,97,92,192,155,208,363,4,0,3,259,299,557,1038,1086,2127,10099,10214,20313
SED23901,747,731,1483,1974,1885,3863,548,557,1106,197,254,450,2719,2700,5424,1245,1104,2354,441,444,881,536,638,1175,2229,2193,4420,135,95,229,121,160,280,123,45,169,227,312,551,5,6,3,613,622,1230,943,1199,2142,346,469,817,112,148,255,392,621,1011,4,0,6,1799,2437,4232,2407,3062,5468,103,74,177,167,238,407,9,4,10,277,312,599,1239,1176,2413,9616,10181,19799
SED24006,594,523,1116,1545,1442,2986,459,412,873,558,642,1200,2570,2498,5068,1300,1129,2433,625,434,1058,1188,1375,2558,3117,2945,6059,94,63,158,93,124,217,106,36,138,176,265,441,0,0,6,474,484,957,1683,1679,3361,339,378,716,217,170,384,364,473,838,4,4,7,2610,2691,5304,3086,3184,6269,89,71,161,138,227,363,3,0,3,229,299,531,880,960,1841,10476,10403,20881
SED24105,787,737,1522,1907,1845,3757,773,697,1467,378,376,755,3060,2930,5983,1727,1472,3197,519,673,1192,486,410,892,2735,2554,5288,255,232,484,212,275,490,181,98,278,281,338,624,3,0,3,935,948,1883,1190,1343,2534,306,352,662,104,127,232,196,279,472,4,4,9,1804,2106,3906,2735,3064,5801,210,242,450,230,398,625,12,14,27,453,654,1105,1508,1430,2938,11273,11361,22637
SED24207,1251,1154,2404,3450,3179,6632,1221,1280,2506,554,577,1129,5240,5046,10279,2369,2221,4597,866,1087,1952,507,472,982,3754,3786,7538,296,224,514,264,336,598,230,81,310,356,506,862,4,6,4,1147,1150,2296,1186,1521,2705,326,480,809,132,165,304,248,397,645,7,11,15,1904,2571,4475,3058,3731,6786,335,323,660,361,502,861,10,12,16,706,833,1540,4615,2872,7489,18616,17415,36038
SED24308,749,682,1431,1743,1710,3452,631,679,1307,263,271,534,2635,2656,5295,1328,1211,2532,467,570,1038,517,514,1033,2315,2290,4606,147,175,323,146,207,356,265,158,423,238,352,590,6,3,9,795,901,1699,372,576,945,163,265,433,66,118,186,191,370,558,3,4,10,799,1330,2131,1601,2236,3831,147,165,309,153,273,435,5,0,9,308,442,747,3243,2163,5406,10840,10474,21311
SED24408,552,573,1130,1487,1328,2813,414,367,780,340,362,704,2244,2059,4301,1183,1079,2266,343,353,695,302,301,603,1828,1738,3565,43,74,115,30,55,86,199,100,305,134,285,418,0,6,6,407,515,928,109,165,276,44,137,178,21,71,90,123,302,417,0,3,4,295,677,971,704,1195,1895,76,59,130,97,166,264,7,14,17,177,239,411,1944,1930,3872,7452,7725,15177
SED24504,733,651,1388,2017,1951,3969,650,608,1264,228,238,467,2896,2797,5699,1015,985,2001,725,704,1429,607,558,1168,2353,2249,4601,78,72,152,40,91,129,258,93,351,201,304,507,3,3,5,576,567,1143,332,497,828,85,197,282,59,67,130,212,523,730,0,3,5,683,1292,1969,1262,1856,3118,35,56,92,122,180,296,5,0,5,157,236,390,1823,1882,3701,9222,9671,18896
SED24606,617,513,1133,981,912,1895,394,364,756,623,649,1276,1996,1928,3927,242,264,508,561,497,1060,1161,1261,2422,1972,2024,3998,103,76,173,121,114,236,74,38,116,205,239,444,0,0,0,504,468,975,1359,1584,2941,375,453,829,146,180,326,373,570,944,0,3,10,2254,2786,5048,2763,3261,6021,79,78,158,125,211,338,0,3,5,209,291,498,1120,1185,2305,8677,9203,17883
SED24703,559,509,1066,1282,1128,2411,210,207,422,175,201,375,1672,1531,3204,937,813,1745,116,169,285,284,335,616,1337,1315,2654,567,619,1189,904,1317,2223,250,226,477,900,1191,2088,3,6,13,2624,3363,5986,6673,8289,14960,2970,2978,5953,408,532,943,1175,1471,2647,16,24,44,11240,13301,24546,13886,16675,30561,642,813,1453,727,932,1657,4,9,9,1375,1750,3122,4843,4554,9396,23668,26334,50002
SED24808,1340,1370,2711,3665,3255,6925,897,953,1849,663,706,1368,5238,4931,10166,2028,2076,4104,615,696,1308,561,646,1207,3210,3414,6630,192,162,354,177,284,457,317,168,490,331,601,934,7,3,4,1019,1211,2231,524,824,1346,199,448,642,93,109,200,218,478,700,4,4,4,1035,1861,2901,2060,3083,5144,245,276,518,245,473,718,0,11,13,492,755,1249,3022,3047,6063,15360,16606,31962
SED24904,719,651,1373,1952,1852,3807,498,554,1046,210,195,404,2654,2603,5258,1581,1529,3104,309,357,669,125,136,260,2011,2021,4039,100,128,234,77,151,225,235,135,368,207,424,636,9,5,8,617,852,1467,119,261,378,65,155,217,27,51,78,112,290,400,0,3,3,318,762,1081,939,1608,2554,81,82,169,134,217,348,8,6,20,225,301,530,2959,2734,5693,9516,9925,19441
SED25003,853,766,1622,2044,1837,3883,921,933,1853,218,210,431,3186,2985,6174,1437,1382,2824,943,900,1845,186,189,380,2575,2478,5057,181,139,319,165,247,410,278,109,383,274,380,652,3,0,4,896,878,1777,842,1094,1938,293,372,665,80,126,198,191,379,567,3,8,8,1402,1979,3376,2309,2858,5172,170,174,346,211,294,508,0,3,10,389,469,856,1547,1728,3271,10851,11294,22147
SED25102,728,665,1390,2097,1881,3972,269,294,560,327,292,620,2693,2471,5162,1225,1092,2320,443,472,912,510,461,968,2180,2022,4204,101,136,234,59,82,139,284,135,421,241,307,549,5,0,5,685,658,1340,417,613,1030,110,212,323,81,108,193,217,487,698,0,9,9,826,1418,2244,1512,2083,3593,38,47,82,106,198,306,0,0,0,143,245,388,946,869,1821,8204,8350,16557
SED25205,821,802,1622,1986,1918,3908,741,657,1399,183,180,364,2913,2763,5672,1302,1378,2676,722,551,1272,389,460,849,2416,2398,4814,120,113,232,74,118,193,253,110,361,236,352,588,0,0,0,688,686,1381,682,881,1562,155,246,398,92,137,228,291,475,768,0,0,0,1220,1732,2954,1908,2429,4336,56,57,115,131,199,332,0,3,3,190,259,451,978,1057,2030,9225,9702,18929
SED25302,725,655,1379,2122,1938,4064,353,328,678,446,499,942,2929,2763,5691,1081,928,2015,654,638,1290,855,951,1809,2598,2525,5119,86,115,202,38,102,143,278,100,375,168,313,479,0,0,0,570,626,1195,513,719,1228,80,162,242,78,89,167,195,377,572,0,6,3,867,1351,2219,1436,1977,3415,32,31,64,104,181,282,4,0,8,135,221,360,1226,1416,2637,9049,9556,18605
SED25402,685,639,1322,1867,1686,3545,710,731,1443,181,141,323,2759,2555,5318,1339,1228,2570,516,581,1100,211,206,418,2071,2017,4085,66,119,189,63,161,223,237,186,415,229,394,630,5,3,9,609,863,1462,246,407,655,124,233,358,53,92,139,179,376,553,0,6,5,601,1114,1706,1207,1972,3181,75,69,143,128,207,333,3,7,6,204,285,487,2497,2578,5077,9420,10040,19462
SED25501,652,574,1226,2296,2083,4376,233,229,460,279,322,601,2799,2641,5442,1781,1528,3305,307,379,685,581,655,1241,2672,2561,5235,163,108,269,161,190,355,118,66,184,241,393,635,3,0,3,689,757,1439,1595,1491,3093,437,428,867,122,123,245,277,350,631,0,4,5,2439,2389,4834,3127,3155,6280,183,141,329,195,274,471,9,3,8,382,417,806,1167,1178,2348,10804,10530,21339
SED25605,625,569,1194,1624,1433,3055,562,515,1075,233,275,506,2421,2222,4643,1129,1089,2218,542,497,1036,352,332,679,2029,1914,3941,195,160,351,180,208,387,160,65,222,225,306,530,0,4,3,764,734,1503,965,1045,2010,343,368,708,122,98,216,247,295,542,4,4,12,1685,1810,3496,2455,2552,4999,204,146,347,190,265,451,0,0,5,395,414,809,1503,1394,2899,9423,9054,18482
SED25704,592,573,1160,1647,1478,3125,797,865,1667,143,127,271,2596,2477,5074,1200,1172,2370,578,632,1212,174,206,387,1952,2017,3973,81,85,169,53,100,152,272,168,437,185,393,573,6,6,11,587,757,1342,123,254,376,29,110,143,30,55,81,79,282,356,0,0,0,260,698,957,849,1458,2309,52,43,94,82,177,258,3,6,9,136,225,366,2493,2448,4943,8615,9197,17816
SED25802,842,728,1573,2195,2000,4185,642,644,1283,381,374,755,3216,3018,6238,1489,1442,2928,505,551,1059,458,483,944,2455,2477,4931,116,139,251,46,179,226,350,210,557,236,465,704,10,4,7,752,988,1739,246,479,730,96,249,348,44,113,158,157,456,615,4,5,9,547,1302,1851,1303,2291,3593,108,90,202,119,203,320,6,8,10,234,299,531,2507,2504,5011,10556,11318,21871
SED25905,741,668,1413,2100,1910,4012,421,403,830,328,312,645,2861,2639,5500,1608,1448,3056,381,411,797,405,423,831,2403,2300,4703,175,180,351,139,245,382,273,118,390,234,399,631,11,3,11,820,949,1765,790,918,1707,206,302,504,100,131,231,197,298,496,5,6,10,1294,1652,2946,2120,2605,4727,156,142,291,215,299,510,0,0,0,369,439,812,1746,1778,3524,10233,10434,20669
SED26005,1026,889,1921,3329,2992,6319,704,736,1439,549,594,1144,4587,4334,8917,2694,2470,5162,713,711,1420,673,665,1343,4089,3848,7936,233,329,565,178,316,497,395,161,554,355,607,960,4,0,4,1161,1414,2580,1072,1310,2376,250,365,616,124,163,290,277,429,705,7,0,10,1729,2268,3995,2903,3691,6593,199,210,413,272,431,704,4,4,7,477,650,1123,1850,1759,3608,14930,15160,30100
SED26102,581,502,1084,1744,1623,3367,233,209,445,151,149,303,2130,1992,4118,1080,1050,2128,312,332,643,286,305,594,1674,1691,3368,61,87,149,47,125,173,243,86,335,154,289,440,5,3,10,512,593,1109,262,388,650,73,168,241,35,81,112,135,330,469,4,3,8,512,972,1491,1026,1573,2598,40,38,75,82,166,252,0,8,8,124,208,337,2468,2617,5084,7999,8589,16592
SED26207,698,635,1334,988,898,1893,1196,1139,2333,252,278,532,2435,2325,4760,921,778,1701,828,868,1694,397,406,803,2145,2051,4202,99,60,156,79,110,183,181,58,238,159,230,386,3,3,8,515,459,978,766,926,1690,162,224,385,113,119,229,204,349,548,7,3,12,1246,1623,2863,1765,2085,3853,79,58,137,124,166,291,4,3,6,207,233,433,1011,1056,2065,8263,8378,16639
SED26303,671,678,1349,1795,1810,3604,363,329,696,122,121,247,2291,2263,4553,1271,1117,2382,321,387,711,345,362,712,1941,1873,3809,118,112,233,171,216,378,122,56,181,295,398,697,0,0,5,706,782,1489,821,1017,1843,561,804,1362,123,167,287,552,1112,1660,7,3,5,2057,3099,5158,2767,3885,6649,63,62,121,149,251,396,0,0,0,212,310,519,1137,1181,2320,9016,10181,19201
SED26406,745,638,1386,1720,1597,3314,437,445,880,215,204,419,2371,2246,4617,833,699,1534,581,656,1233,416,414,826,1832,1771,3597,207,148,357,233,260,497,171,80,251,315,411,728,0,6,5,928,904,1836,2564,2764,5330,1033,997,2030,189,204,395,414,541,957,9,9,15,4208,4519,8729,5141,5427,10564,218,191,402,238,253,491,0,4,3,456,446,902,1598,1426,3023,12142,11952,24092
SED26504,570,532,1101,1361,1189,2551,752,766,1514,217,238,459,2330,2198,4537,803,814,1611,702,724,1425,312,311,621,1814,1844,3664,63,93,149,58,137,201,224,160,383,194,336,532,3,8,10,540,734,1274,112,205,323,66,137,201,19,58,76,117,331,450,0,7,9,316,733,1052,862,1467,2331,59,60,112,89,146,240,0,0,5,153,209,362,1983,2001,3981,7713,8255,15971
SED26603,965,896,1859,1883,1781,3661,775,714,1489,232,283,518,2889,2784,5675,1247,1186,2433,568,610,1182,248,255,501,2063,2056,4121,325,198,520,290,333,620,277,117,391,382,461,842,3,5,14,1274,1114,2387,872,1195,2070,537,647,1188,122,150,276,444,797,1238,11,10,18,1983,2803,4789,3269,3917,7187,229,196,423,246,334,580,5,8,7,476,535,1016,1866,1862,3727,11533,12051,23583
SED26708,721,655,1373,1803,1671,3473,706,705,1411,149,120,271,2663,2498,5159,1160,1011,2169,758,766,1527,285,221,508,2205,1998,4203,67,83,152,52,92,142,290,136,419,185,331,513,6,4,16,599,640,1241,165,334,498,62,170,230,38,68,106,118,324,446,0,4,4,385,902,1290,983,1543,2532,48,56,111,93,151,242,0,4,7,143,212,363,2254,2117,4375,8970,9030,18001
SED26806,439,405,839,628,631,1255,155,149,301,314,297,614,1092,1082,2169,298,308,602,116,127,244,502,512,1017,914,948,1862,148,139,279,266,314,581,66,92,158,430,548,976,0,0,0,916,1088,2003,1013,1403,2413,698,899,1598,165,217,381,740,1070,1814,6,6,11,2624,3590,6217,3544,4680,8227,107,150,253,223,342,568,0,5,5,328,495,829,2407,2573,4980,8721,10176,18905
SED26903,768,663,1433,1658,1503,3162,454,462,916,167,177,343,2287,2143,4433,1027,950,1977,493,506,1005,142,136,278,1669,1598,3260,209,162,368,303,317,618,184,104,286,349,385,732,3,0,4,1045,968,2008,747,970,1718,575,614,1188,88,130,216,384,663,1050,7,3,13,1802,2376,4180,2850,3344,6196,193,180,372,218,254,469,4,0,7,419,437,851,1860,1792,3654,9849,9976,19831
SED27003,513,510,1022,1168,1223,2391,199,195,391,152,187,338,1523,1605,3129,579,783,1358,213,144,353,268,303,576,1056,1232,2288,87,109,202,193,225,418,77,60,132,381,395,773,0,3,3,732,797,1532,895,1283,2175,736,989,1722,200,252,454,869,1256,2122,6,6,14,2703,3786,6490,3436,4587,8024,92,154,244,233,297,536,9,6,5,332,453,785,2136,1975,4109,8994,10361,19354
SED27101,867,780,1646,2139,2021,4163,373,381,757,254,229,480,2772,2632,5398,1334,1193,2526,432,410,845,422,401,823,2189,2008,4204,142,130,271,142,191,329,214,108,322,266,427,692,0,0,3,767,852,1619,748,828,1578,280,357,635,111,130,243,300,537,841,7,4,6,1445,1858,3302,2211,2714,4927,118,109,224,192,316,512,0,6,0,308,429,742,1006,1035,2044,9358,9608,18963
SED27208,654,606,1260,1813,1619,3435,617,571,1192,134,136,270,2564,2333,4898,1221,1137,2357,428,478,904,275,297,566,1921,1911,3836,58,64,124,60,91,157,197,124,323,152,307,453,4,6,10,475,593,1065,122,292,414,74,160,235,25,69,94,100,335,431,6,0,7,323,859,1178,800,1446,2244,63,46,113,104,197,301,5,0,10,171,246,418,3666,2527,6201,9782,9069,18855
SED27305,578,533,1110,1669,1560,3231,417,391,804,206,168,372,2294,2117,4416,1147,1163,2310,712,573,1284,334,335,672,2203,2076,4274,100,141,237,59,106,164,288,97,380,190,262,445,0,0,3,634,601,1241,788,948,1744,144,198,345,123,113,236,182,307,489,5,0,6,1243,1572,2813,1879,2177,4059,80,89,171,144,172,318,3,0,3,233,260,495,700,672,1369,7888,7826,15709
SED27406,708,689,1393,1641,1709,3350,505,471,974,324,355,683,2470,2541,5012,948,949,1902,455,460,909,988,983,1976,2400,2398,4802,97,83,176,54,113,168,169,66,240,176,273,452,0,3,0,502,544,1043,920,1044,1960,172,246,421,136,144,275,276,492,771,0,4,4,1502,1925,3430,2007,2467,4477,47,41,89,121,210,338,0,0,5,174,258,432,1020,1112,2130,8788,9457,18246
SED27504,827,701,1525,2196,1951,4145,838,888,1729,158,160,315,3195,3003,6196,1181,1150,2334,1043,989,2034,351,300,652,2575,2453,5028,86,165,254,72,203,276,325,218,539,251,463,718,12,4,24,748,1058,1802,202,379,585,94,195,295,37,99,130,182,384,558,0,3,8,510,1061,1569,1262,2127,3386,108,101,204,152,249,403,10,6,12,266,352,619,2894,2790,5687,11017,11426,22444
SED27608,1317,1187,2506,2917,2740,5653,881,875,1755,587,510,1098,4394,4123,8519,1448,1324,2769,732,904,1638,844,741,1586,3028,2971,5995,156,177,323,122,211,331,373,196,573,388,499,885,7,0,3,1038,1081,2119,1317,1737,3053,499,543,1043,162,228,392,418,840,1262,4,4,11,2406,3360,5762,3447,4441,7889,128,98,228,215,310,521,7,0,6,342,407,758,1754,1712,3466,14287,14844,29126
SED27708,660,627,1289,1565,1394,2957,972,959,1933,114,103,215,2650,2464,5111,1317,1256,2576,606,731,1338,198,170,360,2119,2158,4280,96,129,226,73,174,244,294,202,490,299,413,713,7,0,12,769,921,1686,136,304,435,90,157,245,36,51,86,162,404,563,0,5,11,418,918,1337,1189,1839,3028,54,50,98,86,165,253,7,4,10,141,219,363,2122,2020,4144,8884,9327,18212
SED27807,619,557,1180,1693,1547,3239,800,760,1558,111,123,231,2609,2430,5041,1627,1480,3108,393,437,833,104,129,238,2124,2051,4173,328,237,561,332,394,722,197,101,295,262,321,588,9,5,15,1121,1053,2180,889,1121,2013,460,448,912,110,112,227,167,251,421,8,6,10,1644,1945,3583,2779,3009,5785,356,317,674,286,413,703,13,10,27,653,744,1401,3192,2852,6039,11976,11643,23621
SED27907,748,745,1495,1770,1712,3486,807,756,1566,151,127,284,2735,2605,5338,1366,1247,2611,512,547,1058,212,243,454,2087,2038,4122,123,122,242,79,168,243,277,103,375,274,415,690,7,4,9,752,816,1566,523,674,1193,141,240,383,74,94,161,172,380,556,0,6,8,911,1393,2308,1669,2211,3880,103,96,199,170,231,396,4,0,3,275,324,600,1448,1398,2845,8961,9315,18278
