SED_CODE_2021,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Brazil_0_4,P_Brazil_5_14,P_Brazil_15_24,P_Brazil_25_44,P_Brazil_45_54,P_Brazil_55_64,P_Brazil_65_74,P_Brazil_75_84,P_Brazil_85ov,P_Brazil_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot
SED30023,0,9,14,27,8,6,3,0,0,68,0,3,4,8,10,3,0,6,0,39,0,0,0,14,15,11,7,0,0,42,6,59,66,393,117,85,59,30,12,827,23,49,81,205,79,70,43,27,25,591,1285,3418,3921,7624,4095,2835,2021,1092,409,26702,0,0,3,0,0,0,0,0,0,3,2479,6214,6403,10013,5558,3888,2736,1437,423,39154,0,3,5,16,4,0,0,0,0,31,0,0,0,11,0,0,0,0,0,16,0,8,16,128,20,0,0,0,0,176,0,0,0,3,0,0,0,0,0,4,3,22,22,109,46,25,20,3,0,255,0,0,4,17,11,4,3,0,0,48,0,23,112,175,68,27,26,5,5,443,0,0,0,4,0,3,4,7,5,21,0,0,4,4,3,4,0,0,0,12,23,190,277,581,555,454,249,155,52,2539,0,0,6,31,18,12,20,6,0,91,4,12,0,76,27,16,11,4,0,156
SED30024,0,0,3,8,6,0,0,0,0,13,0,0,0,5,9,3,7,3,0,33,0,0,0,10,3,0,0,0,0,15,4,16,19,218,71,60,55,42,14,498,46,118,99,343,163,132,124,106,67,1205,1185,2782,2513,6287,3320,3396,2848,1598,828,24762,0,0,0,0,0,0,0,0,0,0,2355,5185,4321,8486,4729,4683,4012,2030,911,36703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,17,0,9,25,328,34,7,4,0,0,417,0,0,0,3,0,0,0,0,0,4,3,3,9,112,31,18,24,3,5,210,0,0,3,29,4,3,0,0,0,42,0,10,4,31,19,13,4,5,7,95,0,0,0,0,4,4,7,8,0,26,0,0,0,0,0,0,12,4,0,25,9,48,108,409,319,415,402,281,121,2110,0,0,3,13,4,12,12,3,0,59,0,3,0,52,7,9,9,3,3,100
SED30025,0,3,0,15,7,6,6,4,0,44,0,4,10,8,6,11,5,4,0,36,0,0,5,21,17,14,5,3,0,58,3,42,51,260,97,65,52,37,14,620,25,40,63,138,61,45,50,34,26,477,1497,3582,3373,7528,4047,3103,2241,1237,472,27080,0,0,0,8,0,0,0,0,0,10,3015,6664,5933,10728,5677,4357,3080,1616,513,41592,0,0,0,9,4,0,0,0,0,14,0,0,0,5,4,3,0,0,0,16,0,10,11,58,13,0,9,0,0,100,0,0,0,4,0,0,0,0,0,9,3,9,10,42,40,22,14,4,0,143,0,0,0,8,0,3,0,0,0,21,0,12,27,115,39,44,14,9,9,258,0,0,0,4,3,10,0,3,0,23,0,4,7,9,0,3,0,4,0,37,6,108,197,439,477,433,252,157,47,2110,0,8,9,65,24,26,18,19,5,166,0,8,7,38,11,8,7,0,4,87
SED30026,0,0,6,15,14,9,13,3,0,65,0,0,6,8,13,4,3,0,0,33,0,0,0,20,8,13,3,5,0,50,4,31,30,237,83,82,36,27,17,542,30,58,73,208,73,63,45,45,28,619,1561,3567,3067,7737,3837,2534,2143,1223,710,26380,0,0,0,7,0,0,0,0,0,9,3157,6796,5761,11119,5532,3468,3001,1667,770,41271,0,0,0,8,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,4,0,8,0,78,9,0,0,0,0,103,0,0,5,0,3,0,0,0,0,15,0,23,10,69,36,9,12,3,0,160,0,0,4,9,4,0,3,0,0,22,0,10,29,119,31,17,21,3,3,241,0,0,0,0,0,0,0,6,0,8,0,12,0,11,0,3,0,3,0,27,10,129,133,500,372,327,234,183,92,1978,0,3,3,22,20,19,11,9,0,94,0,11,4,40,17,4,0,5,0,86
SED30027,0,5,0,19,3,4,4,4,0,42,0,0,0,7,4,6,8,7,0,39,0,0,3,10,5,4,3,0,0,19,4,20,19,196,107,111,98,51,29,638,55,137,109,292,138,102,108,99,59,1105,1364,3190,2828,6848,3583,3106,2511,1486,511,25433,0,0,0,4,0,0,0,0,0,4,2681,5817,4673,8688,4355,3586,2764,1563,469,34592,0,0,10,24,11,3,0,0,0,51,0,0,0,23,16,6,5,6,0,54,0,7,3,108,7,4,3,0,0,127,0,8,5,5,3,3,5,0,0,30,0,9,8,40,25,22,8,4,0,127,0,0,0,7,5,11,6,9,0,32,0,31,25,181,56,52,32,6,0,389,0,0,0,8,11,14,16,39,10,101,0,0,0,3,0,4,6,6,3,23,3,51,140,372,377,482,415,353,120,2313,0,5,3,39,10,17,14,3,0,91,0,0,0,21,6,11,18,11,0,70
SED30028,0,0,3,10,10,0,0,0,0,26,0,0,0,0,0,0,0,0,0,7,0,0,0,17,11,11,6,0,0,46,0,18,13,111,47,56,29,11,11,298,55,192,152,403,202,162,136,84,63,1453,1598,3775,2980,6752,3585,3056,1930,940,339,24960,0,0,0,0,0,0,0,0,0,0,3080,6781,5133,10227,5260,4880,2975,1279,376,40001,0,4,0,20,11,8,3,0,0,45,0,0,0,0,3,0,0,0,0,3,0,0,0,12,3,0,0,0,0,15,0,0,0,5,11,0,0,0,0,15,0,9,0,36,10,9,3,0,0,74,0,0,0,4,0,0,0,0,0,9,0,4,6,30,26,12,6,0,0,88,0,3,0,7,4,8,5,0,0,26,0,11,0,19,0,0,4,0,0,41,0,39,43,142,221,299,204,127,42,1105,0,5,7,29,23,17,3,11,0,88,0,5,0,9,4,4,3,4,0,34
SED30029,0,0,4,17,8,0,0,0,0,35,0,0,0,0,9,10,8,6,0,44,0,0,3,9,7,12,9,0,0,42,6,15,10,79,52,89,79,44,10,374,43,155,121,341,194,241,202,97,35,1425,1144,2965,2329,5383,3461,3876,3403,1473,473,24500,0,0,0,0,0,0,0,0,0,0,2211,5505,4455,9002,5096,5279,4656,2029,578,38807,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,19,3,5,3,0,0,29,0,0,0,8,0,0,0,0,0,7,0,3,3,29,19,31,21,14,0,120,0,0,0,6,4,6,0,0,0,10,0,0,3,21,13,6,3,3,0,56,0,0,0,0,0,4,4,7,0,19,0,0,0,0,3,6,9,0,0,16,3,48,125,300,427,651,592,370,95,2617,0,0,0,11,17,8,7,3,0,52,0,0,0,20,14,19,8,8,3,71
SED30030,0,8,15,59,18,19,21,7,0,144,0,0,6,13,3,5,5,6,0,32,0,0,4,17,10,10,3,0,0,46,11,40,71,465,130,110,73,48,25,957,38,66,110,305,102,97,78,69,103,956,1475,2864,3731,9544,3657,2669,1853,1116,683,27598,0,0,6,36,16,10,0,0,0,69,2950,5206,5816,11965,5080,3587,2344,1227,677,38851,4,7,5,38,7,5,6,0,0,77,0,0,8,44,31,32,29,14,4,165,0,0,6,159,13,0,0,3,0,190,0,0,0,3,0,0,6,0,0,10,0,12,7,95,32,16,6,0,3,173,0,8,0,21,6,7,7,0,0,49,3,16,56,290,53,53,33,34,23,543,0,0,3,16,5,9,3,7,5,51,0,0,0,7,0,5,6,6,4,33,11,90,137,450,300,216,165,117,26,1509,0,0,7,53,25,35,20,6,0,147,0,5,3,47,10,9,0,0,0,83
SED30031,0,0,7,10,3,0,0,0,0,17,0,0,3,4,0,3,0,0,0,11,0,0,6,16,5,4,0,0,0,37,0,9,19,74,21,16,17,11,0,163,99,254,202,548,248,259,158,102,47,1923,1359,2985,2250,5577,2446,2307,1339,699,234,19186,0,0,0,0,0,0,0,0,0,0,2508,5299,3842,8248,3846,3696,2251,1055,307,31057,0,0,0,5,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,11,0,0,0,3,0,0,0,0,0,4,0,0,0,22,0,9,7,0,0,47,0,0,0,8,0,0,0,0,0,9,0,5,4,56,3,4,9,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,88,57,131,86,58,15,471,0,0,0,22,11,4,0,0,0,41,0,0,0,4,0,3,4,4,0,18
SED30032,0,0,0,18,6,0,0,0,0,36,0,0,0,4,6,11,0,5,0,30,0,0,3,9,9,8,3,0,0,33,0,6,12,50,64,62,51,26,12,291,84,183,159,386,283,303,271,190,76,1935,1203,3070,2502,5468,3629,4544,4069,2064,685,27232,0,0,0,0,0,0,0,0,0,0,2289,5854,4695,8592,5440,6667,6264,2965,855,43617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,8,5,17,18,10,24,10,0,93,0,0,0,9,0,0,0,0,0,8,0,0,0,21,10,18,9,4,0,57,0,0,0,0,0,5,8,7,0,20,0,0,0,4,0,0,3,0,0,14,0,15,40,125,243,517,572,387,89,1993,0,0,4,11,11,9,7,0,0,44,0,0,0,11,7,15,5,6,0,51
SED30033,0,0,0,13,9,3,0,0,0,28,0,0,0,3,4,4,14,15,3,42,0,0,0,6,9,7,5,0,0,35,4,21,10,79,56,97,110,93,33,496,51,126,112,296,197,243,299,302,138,1762,1025,2956,2435,5200,3379,4375,5015,3193,1188,28765,0,0,0,0,0,0,0,0,0,0,1924,5479,4325,7525,4646,5621,6663,3796,1219,41197,0,0,0,5,0,0,0,0,0,10,0,0,0,4,0,0,0,5,0,5,0,4,0,15,4,3,0,0,0,25,0,0,0,4,0,0,0,0,0,5,0,6,0,30,16,23,19,16,0,122,0,0,0,0,0,3,5,0,0,9,0,3,7,29,16,27,5,0,0,95,0,0,0,0,3,4,12,5,5,32,0,10,0,9,3,3,4,5,5,39,4,35,80,204,277,599,872,835,221,3140,0,3,11,25,7,20,6,11,0,90,0,0,0,12,5,6,10,15,8,53
SED30034,0,0,0,14,4,6,0,0,0,31,0,0,0,3,0,5,7,3,0,25,0,0,0,6,8,12,7,0,0,36,0,12,20,184,77,78,64,44,14,481,117,308,289,682,385,390,361,203,116,2845,1267,3346,2480,5911,3713,4401,3789,2026,821,27755,0,0,0,0,0,0,0,0,0,0,2404,6150,4571,8599,5529,6542,5690,2781,895,43160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,0,17,3,0,0,0,0,20,0,0,0,6,0,0,0,0,0,6,0,9,0,22,9,15,20,8,0,87,0,0,0,5,0,0,0,0,0,6,0,4,0,30,5,12,5,0,5,61,0,0,0,0,3,0,11,9,9,33,0,0,0,0,0,0,0,0,0,5,3,26,31,156,168,376,370,308,80,1514,0,0,0,27,17,10,5,4,0,64,0,0,0,30,6,9,9,3,0,57
SED30035,0,5,0,10,0,3,4,0,0,23,0,0,0,5,0,3,6,5,0,18,0,7,8,19,7,5,0,0,0,45,0,14,19,75,38,45,32,18,10,249,84,195,135,394,216,176,154,89,28,1476,1645,3598,2718,7024,3136,3140,2416,1134,429,25229,0,0,0,0,0,0,0,0,0,0,3343,6953,5002,11397,4974,4993,3807,1653,509,42628,0,0,0,4,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,15,0,0,3,3,0,5,0,0,0,18,0,4,0,35,7,14,18,4,4,84,0,0,0,4,3,0,0,0,0,7,0,0,0,10,10,8,0,3,0,37,0,0,0,0,0,3,0,4,0,12,0,0,0,0,0,0,0,0,0,3,0,30,45,208,169,304,251,147,41,1190,0,0,8,27,10,10,3,3,0,64,0,0,0,11,4,4,4,6,0,34
SED30036,9,113,273,1396,872,649,373,123,68,3875,0,0,4,3,0,3,6,5,0,29,0,0,6,33,11,13,4,0,0,66,27,273,405,939,340,195,128,74,29,2398,128,254,200,545,174,172,120,78,40,1706,2145,4317,4332,9507,4123,3349,2353,1414,587,32123,9,22,41,134,25,15,6,0,0,252,4116,6668,5709,8910,3332,2707,1867,1134,444,34877,0,26,60,138,54,10,5,0,0,295,0,0,5,32,23,16,10,10,0,85,0,3,6,53,16,3,3,0,0,88,0,0,4,12,13,6,6,0,0,44,0,4,7,27,11,14,9,5,0,76,0,0,6,9,21,13,11,12,0,69,9,26,74,282,104,87,65,18,13,676,0,0,0,5,6,16,8,14,3,45,9,16,34,9,12,0,0,0,0,72,8,23,70,196,220,333,265,274,113,1494,7,11,30,195,107,90,58,21,5,520,0,0,0,15,5,13,10,8,0,50
SED30037,0,0,4,30,6,0,5,4,0,50,0,0,0,0,3,7,3,5,0,21,0,0,0,11,7,0,0,0,0,19,3,21,26,130,45,35,31,15,10,304,61,153,137,363,143,111,99,122,121,1315,1587,3399,3152,7291,3218,2956,2143,1373,719,25839,0,0,0,0,0,0,0,0,0,0,3106,6376,5526,11176,4781,4435,3166,1791,781,41150,0,0,0,27,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,4,4,15,6,0,0,0,0,29,0,0,0,4,0,0,0,0,0,6,0,5,6,23,6,5,3,0,0,47,0,0,0,0,5,3,4,0,0,19,0,7,17,36,25,9,6,4,0,120,0,0,0,0,0,7,0,5,0,14,0,4,4,3,0,0,0,4,0,12,7,35,41,176,193,328,231,174,57,1237,0,0,9,30,17,6,6,0,0,74,0,0,0,3,9,4,0,0,0,13
SED30038,0,3,0,11,6,0,0,0,0,25,0,0,0,3,5,4,4,0,0,21,0,0,0,6,6,4,3,0,0,24,3,15,23,99,43,34,48,16,3,284,58,180,244,368,172,126,119,101,25,1383,1556,3773,3513,7073,3577,3237,2413,1380,424,26946,0,0,0,0,0,0,0,0,0,7,3155,7178,6320,11785,5441,4889,3537,1839,569,44711,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,5,6,19,5,13,4,3,0,56,0,0,0,3,0,3,0,0,0,10,0,9,4,28,11,10,0,3,0,66,0,0,0,7,5,4,7,0,4,20,0,0,0,0,0,0,0,0,0,4,0,32,72,182,250,408,334,210,69,1557,0,0,0,22,7,9,9,5,0,59,0,0,0,11,5,13,5,6,0,26
SED30039,4,11,16,143,71,73,26,3,4,346,0,0,6,18,15,0,4,3,0,47,0,7,19,68,31,12,0,0,0,138,0,52,91,463,190,148,98,54,14,1112,85,206,153,395,133,88,66,25,8,1165,2774,5900,4563,11554,4658,2943,1770,632,141,34935,0,11,32,35,17,5,0,3,0,105,5352,10346,6916,13111,5292,3204,1785,594,102,46698,0,0,11,79,15,3,0,3,0,111,0,0,0,14,6,11,4,0,0,33,0,3,6,42,10,0,0,0,0,59,0,6,0,25,12,3,3,0,0,51,0,8,5,42,23,12,3,0,0,94,0,4,4,18,23,23,20,6,0,110,0,14,15,184,50,30,12,7,0,315,0,0,0,6,10,15,6,4,5,53,0,3,7,15,5,0,0,3,0,32,5,156,236,520,554,555,385,205,39,2654,0,13,25,165,85,47,20,7,4,365,0,4,12,13,15,5,5,3,0,49
SED30040,0,0,6,18,4,3,0,0,0,34,0,0,0,15,8,7,12,10,3,53,0,0,0,15,14,13,5,0,4,53,0,21,17,163,75,55,60,51,21,457,48,131,111,296,107,145,142,169,105,1253,1212,3217,2884,6417,3660,3498,3204,2330,1060,27469,0,0,0,0,0,0,0,0,0,0,2319,5841,4964,8895,4949,4572,4061,2812,1171,39593,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,4,0,9,0,3,0,70,8,0,0,0,0,93,0,5,3,0,0,0,0,0,0,8,4,27,22,94,38,23,23,12,0,235,0,3,0,3,4,0,0,0,0,12,0,7,9,45,20,12,13,10,0,109,0,0,0,0,0,6,9,10,3,23,0,0,0,5,0,0,5,4,0,15,9,146,220,428,484,513,485,422,183,2890,0,6,10,17,7,11,9,9,0,65,0,0,0,30,6,9,8,0,3,59
SED30041,0,3,19,57,16,9,0,0,0,112,0,0,0,8,0,5,8,3,0,26,0,0,3,18,7,0,5,0,0,41,0,11,3,73,38,47,33,24,12,236,69,176,205,409,204,233,148,133,68,1643,1438,3516,2903,6629,3448,3830,2928,1624,554,26869,0,0,0,11,0,0,0,0,0,12,2762,6665,5145,9959,5119,5799,4703,2421,712,43284,4,0,3,26,15,8,0,0,0,49,0,0,0,0,0,0,0,0,0,3,0,6,13,37,26,0,0,0,0,76,0,3,0,0,0,0,0,0,0,7,5,4,4,23,13,13,12,0,0,86,0,0,0,0,0,0,0,0,0,4,0,18,16,130,21,17,4,0,0,204,0,0,0,0,0,0,4,3,4,4,0,0,0,5,0,0,6,0,0,10,5,38,52,165,191,286,242,193,72,1245,0,0,9,22,20,14,3,0,0,66,0,0,0,17,5,8,0,7,3,48
SED30042,0,0,8,15,5,0,3,0,0,31,0,0,10,17,9,4,4,3,0,56,0,3,4,27,14,17,10,3,0,76,0,19,28,143,70,55,50,17,15,401,61,153,154,315,139,105,92,57,24,1097,1847,4308,3872,8200,4061,3123,2364,1136,355,29264,0,0,0,8,4,0,0,0,0,13,3611,8068,6622,11877,5561,4216,3139,1381,375,44855,0,0,0,8,0,0,0,0,0,8,0,0,0,7,3,6,0,0,0,16,0,0,4,31,4,0,3,0,0,38,0,0,0,0,6,6,0,0,0,16,0,10,9,40,19,15,8,6,0,116,0,0,0,8,3,0,0,4,0,21,0,4,17,49,26,11,11,0,0,124,0,0,0,4,3,10,0,7,0,28,0,0,4,0,0,0,6,3,0,18,5,80,227,400,494,520,399,262,75,2473,0,5,3,62,41,38,13,8,0,164,0,0,0,19,5,4,0,6,0,35
SED30043,0,0,0,23,12,12,0,0,0,53,0,0,5,0,7,0,4,0,0,19,0,0,5,14,17,8,3,0,0,44,4,10,43,139,65,53,39,20,10,377,63,153,191,361,193,217,182,111,37,1515,1419,3484,3292,6762,3554,3524,2702,1377,454,26567,0,3,5,16,0,4,0,0,0,26,2814,6822,5468,9710,5417,5375,4204,2064,555,42426,0,4,10,35,3,0,0,0,0,55,0,0,0,0,0,0,3,0,0,11,0,0,0,3,0,4,0,0,0,8,0,0,0,3,0,4,0,0,0,9,0,5,9,18,12,9,6,5,0,65,0,0,0,3,5,0,0,0,0,9,0,6,27,125,4,13,3,0,0,186,0,0,0,0,0,0,3,5,0,15,0,4,3,0,0,0,0,0,0,3,0,15,68,142,197,412,325,241,65,1455,0,0,3,19,8,7,8,0,0,45,0,0,5,15,8,7,0,3,0,45
SED30044,0,0,7,66,26,18,16,0,0,136,0,0,0,4,10,9,5,4,0,35,0,3,4,29,12,13,0,0,0,62,0,32,90,318,147,131,98,59,14,894,150,300,253,573,203,154,149,119,37,1940,2461,4891,4301,9501,4031,3634,2752,1388,427,33389,0,4,9,41,7,3,0,0,0,66,4651,8681,6835,11959,5218,4397,3263,1386,361,46750,0,0,3,9,4,0,0,0,0,19,0,0,0,26,11,22,4,5,0,68,0,0,0,21,6,0,0,0,0,25,0,5,6,55,51,36,13,3,0,178,0,9,4,22,16,8,3,0,3,71,0,3,0,3,0,6,8,0,0,20,0,6,28,129,36,38,19,18,4,283,0,0,0,10,4,23,14,24,7,80,0,9,0,9,3,3,6,0,0,32,6,32,102,328,347,620,522,391,100,2445,0,12,27,143,59,36,23,11,4,313,0,0,3,6,8,8,4,7,0,39
SED30045,0,0,0,40,26,18,3,0,3,101,0,0,0,12,6,11,4,3,4,40,0,0,0,17,5,8,3,0,0,37,0,36,28,206,106,82,68,27,25,577,40,128,70,236,122,100,99,97,87,981,1571,3460,2826,7250,4177,3435,2684,1667,843,27920,0,0,0,0,0,0,0,0,0,0,3048,6194,4869,9436,5428,4492,3516,2071,903,39956,0,0,0,0,0,0,0,0,0,11,0,0,0,10,3,11,5,0,0,27,0,0,16,73,19,0,6,0,0,107,0,0,0,0,3,3,0,0,0,8,3,18,10,55,30,20,18,0,4,159,0,4,0,10,6,0,7,0,0,30,0,21,27,135,55,45,25,11,6,318,0,0,0,7,5,7,6,8,5,30,0,0,0,4,0,4,3,4,0,12,21,144,182,547,507,520,390,311,113,2744,0,0,12,81,34,51,24,12,0,212,0,12,4,51,21,9,6,12,0,118
SED30046,0,3,10,43,25,6,7,0,0,99,0,0,0,0,7,10,12,3,0,36,0,0,3,16,12,13,5,0,0,50,0,38,51,264,106,130,106,62,23,776,125,279,265,622,238,159,139,105,42,1976,2025,4191,3780,8690,3835,3358,2895,1542,529,30840,0,34,60,136,43,10,6,0,0,281,3804,7223,5970,10833,4600,3759,3189,1679,483,41539,0,0,0,13,0,0,0,0,0,22,0,0,4,31,7,18,6,0,0,66,0,3,22,63,24,9,0,0,0,126,0,3,3,25,13,7,11,3,0,61,0,3,0,27,15,12,5,0,0,74,0,0,0,12,7,4,6,0,0,25,0,8,24,122,33,37,23,5,0,255,0,0,0,7,4,7,18,9,4,49,0,0,3,7,3,0,0,9,0,23,4,46,101,320,352,589,539,418,150,2519,0,10,7,96,40,39,20,5,4,224,0,0,0,15,0,12,10,0,0,38
SED30047,0,0,5,23,6,8,3,0,0,48,0,0,0,3,0,7,5,5,0,14,0,0,8,31,18,25,10,4,3,105,3,20,19,120,55,40,38,31,6,324,100,241,237,601,258,212,167,157,112,2088,1515,3544,3300,7312,3663,3520,2639,1729,856,28084,0,0,0,0,0,0,0,0,0,0,2892,6260,5491,10391,5388,5441,4013,2292,1014,43177,0,7,5,16,4,6,0,0,0,30,0,0,0,0,0,0,3,0,0,5,0,0,10,30,6,3,0,0,0,58,0,0,3,0,3,0,0,0,0,7,0,7,5,53,8,14,9,9,0,105,0,0,0,3,6,3,0,0,0,14,4,11,19,95,49,30,9,9,0,214,0,0,0,4,0,5,3,4,6,13,0,3,0,13,0,0,0,0,0,29,0,19,52,146,157,216,186,152,47,982,0,3,15,27,18,17,5,7,0,97,0,0,7,12,10,3,0,0,0,37
SED30048,8,22,30,107,35,15,9,6,0,214,0,3,0,9,9,3,3,7,0,33,0,0,11,16,14,8,3,5,3,64,26,110,140,599,154,88,68,31,11,1229,30,68,212,357,89,71,78,51,51,1001,1224,3310,7271,9628,3670,2660,2282,1288,502,31825,0,0,9,7,3,3,0,0,0,21,2138,4886,9886,9579,4067,3135,2753,1657,559,38651,5,25,7,170,16,6,3,0,0,236,0,0,0,11,3,5,0,0,0,17,3,9,26,184,20,10,0,0,0,254,0,10,0,10,0,0,0,0,0,22,7,38,49,143,54,23,15,4,0,338,11,11,7,93,15,4,6,6,0,151,15,223,766,1528,258,148,99,50,14,3100,0,0,3,13,4,3,3,4,4,34,4,31,13,52,4,7,5,5,0,113,24,188,382,479,387,334,250,193,48,2294,0,0,13,51,28,16,15,10,0,127,0,17,24,86,17,14,12,3,0,178
SED30049,0,9,24,91,63,49,40,13,10,305,0,0,0,0,0,0,5,0,0,12,0,0,3,18,8,4,7,0,0,43,8,59,85,344,157,144,101,66,23,978,32,83,117,282,94,98,64,79,57,904,1529,4034,3988,8885,3908,2900,2138,1473,681,29538,0,0,4,47,16,9,3,0,0,78,2992,6481,5370,7565,3952,3028,2127,1535,714,33761,0,14,8,54,28,7,3,0,0,111,0,3,3,48,23,32,30,9,3,148,0,7,4,51,11,4,5,4,0,85,0,0,4,9,13,4,4,0,0,31,3,17,17,64,27,11,11,3,0,148,0,0,0,15,9,0,6,6,0,40,26,206,488,2152,360,328,240,99,22,3922,0,0,0,20,6,21,20,12,4,80,0,6,9,26,10,5,7,4,7,64,9,100,150,274,238,205,173,126,68,1343,0,0,9,119,52,68,49,20,9,332,0,6,7,25,7,15,7,7,0,73
