SED_CODE_2021,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Samoa_0_4,P_Samoa_5_14,P_Samoa_15_24,P_Samoa_25_44,P_Samoa_45_54,P_Samoa_55_64,P_Samoa_65_74,P_Samoa_75_84,P_Samoa_85ov,P_Samoa_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SED30041,3,3,6,13,0,0,0,0,0,26,0,0,16,16,23,27,4,0,0,92,8,54,79,226,105,52,29,4,3,560,0,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,18,18,34,32,19,6,135,0,0,5,0,8,3,0,0,0,20,3,30,46,111,84,63,27,16,0,385,4,3,17,54,25,7,0,0,0,109,0,3,0,7,0,0,0,0,0,15,0,5,9,35,14,6,0,0,0,73,0,0,0,0,4,0,0,0,0,5,6,10,6,32,18,29,26,10,0,129,0,13,46,92,42,10,3,0,0,207,0,4,0,6,0,16,22,8,4,62,0,3,17,28,15,5,7,0,0,77,3,22,20,130,53,88,70,51,13,448,144,365,399,1114,586,603,338,249,121,3906,2963,7365,6036,12930,6759,7448,5863,3136,981,53492
SED30042,0,0,0,5,0,0,0,0,0,5,0,8,19,59,56,33,27,0,0,202,0,37,56,205,116,63,31,14,6,534,0,0,0,16,0,8,7,7,0,40,0,0,4,24,16,21,14,0,0,80,0,9,13,55,46,56,45,31,11,260,0,6,5,13,21,8,6,4,0,52,4,47,108,225,163,86,42,22,6,697,3,7,12,29,15,13,6,4,4,81,0,5,0,43,9,0,5,0,0,65,0,12,14,37,21,6,0,0,0,104,0,0,0,4,0,0,0,0,0,6,0,11,17,61,28,27,23,8,0,162,0,0,9,19,12,0,6,0,0,48,0,6,12,21,20,14,12,8,4,94,0,3,11,44,28,26,14,3,0,127,0,39,50,258,131,101,96,46,20,745,123,314,292,646,283,224,170,114,36,2209,3777,8893,7898,15660,7827,6116,4496,2124,594,57409
SED30043,0,8,5,16,4,0,0,0,0,26,0,6,31,52,46,27,12,0,0,180,0,16,32,84,49,45,28,4,4,255,0,0,0,8,4,0,3,3,0,19,0,0,0,3,0,3,4,0,0,17,0,3,3,14,23,47,37,19,6,146,0,0,19,13,3,3,0,0,0,50,0,8,18,61,33,36,18,14,4,203,0,5,0,13,4,0,4,0,0,25,0,0,18,310,3,0,0,0,0,333,0,18,0,21,12,5,0,0,0,64,0,0,0,0,7,8,0,0,0,18,0,7,15,29,21,24,21,3,0,124,0,7,3,45,19,20,4,0,0,104,0,0,9,0,14,7,6,0,3,39,0,4,3,19,37,17,10,0,0,94,4,17,75,270,115,112,84,56,15,751,140,344,416,784,452,463,383,222,80,3284,2983,7383,6482,12819,6953,7048,5553,2828,779,52833
SED30044,5,19,27,119,23,15,11,3,0,218,0,3,15,39,37,37,17,6,4,155,4,29,71,238,100,72,32,17,4,561,0,0,0,16,0,6,6,7,0,43,4,8,31,109,68,51,23,7,0,297,0,3,12,24,31,70,70,44,4,270,0,0,7,10,20,13,10,0,0,58,0,9,33,167,54,69,32,7,6,382,0,6,3,41,6,5,11,6,0,80,0,11,8,94,38,31,42,16,8,243,3,16,15,132,15,9,0,0,0,184,0,0,0,8,4,0,0,0,0,22,0,9,8,39,9,22,17,6,0,122,0,3,10,100,43,42,24,6,0,232,0,0,3,10,19,16,5,7,3,56,0,3,16,54,22,25,3,0,0,121,3,57,186,585,297,263,208,123,33,1756,305,632,494,1160,443,344,256,204,53,3896,5050,9964,8678,18432,7876,7126,5289,2613,695,65725
SED30045,0,0,0,7,4,4,5,0,0,26,0,0,9,29,55,38,17,0,0,156,0,26,79,218,130,99,44,12,3,631,0,0,3,28,8,7,6,6,3,65,0,0,0,9,4,8,0,4,0,31,0,12,20,66,63,56,61,40,15,333,0,8,9,12,15,14,6,0,0,67,0,54,60,246,128,94,40,12,9,645,0,3,23,48,30,22,20,4,5,148,0,0,0,33,0,0,0,0,0,41,5,11,22,55,39,9,3,0,0,139,0,0,0,0,0,0,0,0,0,5,4,10,15,69,42,30,17,6,0,195,0,7,5,59,52,41,5,0,3,167,0,0,7,25,12,12,7,11,4,87,0,0,3,21,19,16,10,0,0,76,8,75,54,351,201,174,128,63,38,1094,79,232,151,495,275,233,199,176,133,1982,3206,7096,5929,13866,8123,6736,5073,2987,1312,54339
SED30046,4,13,10,39,0,0,4,0,0,67,0,10,11,48,54,35,22,12,3,197,7,64,82,303,165,108,48,20,6,808,0,0,0,30,18,14,34,9,4,105,0,6,3,59,33,27,31,4,6,166,0,6,12,38,47,77,81,43,11,316,0,0,5,19,7,13,11,3,0,56,0,14,42,148,76,59,51,12,4,413,0,6,6,41,15,9,20,11,0,103,3,5,3,69,5,14,14,3,0,123,0,12,12,62,15,11,3,0,0,122,0,3,9,49,28,12,10,3,0,116,5,17,14,59,19,30,14,9,0,170,0,9,29,67,45,15,7,3,0,168,0,0,0,4,17,18,17,12,3,75,0,0,0,29,17,22,11,7,0,86,4,68,116,480,213,247,198,110,38,1485,260,634,538,1237,478,338,260,178,69,3996,4147,8566,7763,17009,7418,6436,5434,2912,884,60573
SED30047,0,0,0,20,0,6,0,0,0,35,0,7,11,28,35,21,7,0,0,103,3,133,204,543,261,133,61,8,0,1350,0,3,0,9,8,5,4,5,0,30,0,0,0,5,4,5,0,0,0,27,0,0,3,15,18,25,46,17,4,129,4,0,0,12,9,4,0,0,0,29,11,41,81,203,113,79,27,8,6,563,0,13,10,47,9,7,9,6,0,102,0,0,3,21,0,0,0,0,0,23,0,11,21,56,34,19,0,0,0,148,0,0,0,0,0,4,0,0,0,3,0,4,6,46,17,15,15,8,0,105,0,0,10,38,14,3,4,0,0,80,0,0,0,8,3,6,10,4,0,30,0,6,20,59,34,58,21,4,3,208,12,50,35,198,77,92,70,57,15,598,190,480,514,1440,649,598,404,291,182,4754,3151,7214,6718,14578,7327,7158,5232,3086,1358,55815
SED30048,0,20,9,96,12,10,0,0,0,144,0,9,45,55,49,41,14,5,4,221,0,7,82,188,52,26,25,7,0,396,0,0,0,42,19,17,11,0,0,90,0,0,4,5,4,0,0,0,0,17,0,9,37,53,45,65,49,17,8,284,0,42,97,148,27,18,9,6,0,351,6,43,218,290,164,130,91,21,12,974,7,23,58,195,52,25,30,15,3,403,0,25,51,226,62,32,48,4,0,458,4,18,39,95,35,9,8,0,0,207,0,9,0,32,7,12,3,4,0,57,32,90,176,220,81,57,43,25,0,728,14,36,69,182,63,25,12,3,0,398,0,6,11,20,18,10,5,7,0,73,0,0,19,48,22,23,7,9,3,132,45,205,302,1134,305,186,127,59,20,2382,52,135,429,729,188,144,147,104,78,2005,2463,6674,14257,19307,7113,5127,4244,2432,833,62446
SED30049,4,31,33,124,37,18,4,0,0,247,0,20,36,58,77,54,33,36,10,323,0,29,71,268,117,82,47,14,3,642,0,3,4,26,19,16,18,13,4,99,0,0,8,16,5,9,8,6,0,42,0,8,9,29,29,44,29,34,12,184,0,15,38,73,50,20,25,3,0,231,6,54,128,218,181,87,26,24,3,744,0,51,100,200,155,73,55,16,6,655,4,67,78,476,118,69,43,12,0,873,0,14,23,81,29,9,10,0,0,161,0,4,0,17,13,15,0,0,0,57,5,29,51,74,31,29,25,3,4,243,0,19,47,143,112,89,70,23,16,519,0,0,4,9,7,5,6,4,0,32,0,0,4,36,19,13,12,0,0,85,9,107,193,630,277,262,173,122,35,1807,74,171,271,588,220,200,115,142,88,1872,3202,8156,8149,17127,7680,5567,3944,2650,1136,57617
SED30050,0,0,0,13,0,0,0,0,0,18,0,0,4,20,35,24,19,0,0,98,7,31,26,139,44,39,19,5,0,313,0,4,0,23,12,4,7,5,0,62,0,0,0,7,3,4,6,0,0,15,4,4,6,41,30,59,73,47,19,282,0,17,8,13,10,9,9,0,0,67,0,21,50,167,100,101,86,25,12,557,0,0,3,27,8,9,3,0,0,55,0,4,0,43,3,0,0,0,0,52,0,18,6,52,39,6,3,0,0,127,0,0,3,12,0,0,4,0,0,22,10,19,26,109,44,33,45,14,8,300,0,3,6,52,18,8,0,0,0,93,0,4,0,21,10,15,20,9,4,90,0,0,7,25,13,46,10,12,0,110,3,38,46,351,132,155,125,106,47,999,87,257,316,903,470,455,426,269,111,3282,2057,4510,5169,12723,6588,7595,6843,3764,1454,50701
SED30051,0,0,0,6,0,0,0,0,0,8,0,0,5,7,22,16,10,0,0,71,4,26,19,105,57,71,53,16,3,349,0,0,0,5,5,10,15,0,0,29,0,0,0,0,0,0,0,0,0,8,0,0,4,9,21,47,75,60,10,227,0,0,0,3,7,6,3,0,0,26,0,13,12,46,40,40,27,9,3,197,0,3,0,7,9,0,0,0,0,22,0,0,0,10,0,6,0,0,0,18,0,17,18,26,25,14,4,0,0,113,0,0,0,0,0,0,0,5,0,9,3,3,5,23,13,25,22,7,6,110,0,0,0,7,0,3,3,0,0,21,0,5,3,9,6,14,11,7,0,56,0,0,0,11,8,14,13,3,0,48,0,27,18,75,67,115,131,82,17,527,127,311,332,677,437,534,581,363,133,3500,2217,6035,5092,9824,6531,8548,9110,4364,1203,52928
SED30052,3,5,6,79,4,0,0,0,0,98,0,7,47,91,56,38,10,0,0,244,8,31,128,644,70,47,26,8,0,957,0,0,6,68,26,13,12,3,4,134,0,0,0,13,3,8,0,0,0,32,0,3,32,126,57,53,53,24,8,358,3,11,90,155,21,20,20,3,0,317,0,10,93,355,94,38,26,16,6,629,3,9,39,132,14,20,13,4,0,235,4,18,85,348,69,29,17,4,0,581,4,14,98,475,35,12,9,0,0,648,0,0,8,70,11,12,4,0,0,106,14,32,80,336,58,42,35,14,0,629,3,21,169,215,61,39,31,12,0,554,0,0,14,31,12,21,10,0,0,94,0,0,21,67,15,9,5,0,0,126,43,150,545,2898,302,174,119,57,19,4314,107,159,694,2398,476,397,290,183,110,4792,1920,2921,11425,32788,7141,5695,3793,1858,700,68240
SED30053,0,0,7,11,0,0,0,0,0,23,0,0,10,17,36,21,3,3,0,94,0,20,29,166,68,65,46,20,4,421,0,0,3,33,19,3,36,19,13,124,0,0,0,3,3,3,5,6,3,21,0,16,10,62,41,41,67,53,13,306,0,6,10,36,21,14,11,0,6,99,0,47,91,272,127,102,74,30,5,754,0,0,21,20,3,8,15,3,0,77,0,13,17,76,35,18,25,9,3,192,0,34,21,88,32,14,10,6,0,206,0,0,0,8,15,10,4,0,0,45,6,24,33,173,44,41,29,7,3,358,3,5,19,42,26,16,10,0,0,115,0,11,8,40,26,9,13,9,4,118,0,0,5,33,21,6,8,4,0,84,12,73,125,707,217,191,203,134,65,1719,84,213,288,896,311,273,228,143,69,2516,2592,5893,6906,16241,7099,5824,5117,2921,1147,53734
SED30054,3,9,12,51,9,6,0,0,0,87,0,3,14,43,57,45,12,0,4,184,0,9,31,166,43,20,28,5,0,305,0,0,0,34,12,7,14,4,0,82,0,0,0,8,4,0,0,3,0,15,0,9,14,43,49,51,37,16,14,236,6,25,18,55,11,11,7,3,0,142,0,19,38,194,87,42,20,13,3,415,3,3,24,74,41,22,23,7,7,202,6,3,11,105,18,14,7,0,0,175,3,9,21,50,14,13,7,3,0,118,0,8,3,6,9,0,5,0,0,24,14,62,47,146,59,34,28,15,5,407,0,16,45,163,94,99,49,14,5,484,0,5,4,14,16,10,4,11,0,61,0,3,0,41,10,12,13,0,0,89,14,117,138,847,255,192,126,90,22,1807,55,121,144,494,196,197,129,80,53,1475,2783,6321,6893,15128,7092,5416,3660,2043,964,50292
SED30055,0,0,0,4,0,0,0,0,0,9,0,0,5,10,18,5,7,0,0,41,3,40,51,176,76,50,26,4,0,429,0,0,0,4,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,7,0,0,3,16,13,19,12,16,0,83,0,0,0,0,0,3,0,0,0,12,0,18,20,86,44,29,3,5,0,205,0,0,0,8,0,0,0,0,0,11,0,3,0,5,0,0,0,0,0,8,0,9,4,23,15,8,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,9,12,9,14,17,10,0,69,0,0,0,6,0,0,0,0,0,5,0,0,0,8,0,6,0,0,0,22,0,0,4,13,12,14,7,0,0,60,3,6,13,71,36,35,44,16,0,233,216,577,548,1477,883,873,573,280,69,5494,3059,6841,5569,12478,6861,7290,5250,2279,559,50190
SED30056,0,3,0,10,3,0,0,0,0,28,0,0,13,51,68,48,21,13,9,219,3,15,22,84,43,33,20,8,0,227,0,0,5,35,18,18,25,3,6,105,0,0,0,3,0,3,0,0,0,6,0,21,20,31,81,86,57,28,18,350,9,41,33,62,52,25,30,16,3,254,12,152,233,505,448,268,195,65,16,1894,0,19,26,74,53,85,63,22,7,347,4,21,11,56,28,20,24,0,0,172,0,0,13,29,19,13,8,4,0,85,0,0,0,7,8,5,6,0,0,29,6,64,74,110,65,65,50,19,0,458,0,4,14,35,48,27,7,6,0,155,0,4,7,16,32,25,12,19,3,122,0,3,17,66,87,84,38,9,0,300,10,121,141,440,319,242,175,82,34,1566,29,101,102,214,134,131,98,117,135,1064,2448,8056,6315,10629,8110,6146,4817,2940,1182,50642
SED30057,0,0,0,6,0,0,0,0,0,12,0,15,24,46,36,56,23,11,5,214,6,49,72,258,116,117,84,26,0,725,0,0,0,9,4,3,9,3,0,42,0,13,21,55,39,30,25,9,0,195,0,0,3,16,23,50,61,39,18,206,0,0,0,8,5,11,3,0,0,22,0,13,38,121,65,54,33,23,6,351,0,0,3,16,7,16,6,3,0,50,0,0,27,372,4,4,4,0,0,407,0,3,20,116,40,18,4,3,0,209,0,0,0,0,3,4,0,0,0,10,0,6,17,37,21,31,31,6,0,159,3,3,9,37,28,14,3,0,0,108,0,0,6,3,7,5,12,9,0,44,0,0,8,22,19,20,7,0,0,71,4,28,47,236,100,133,108,76,24,756,250,555,522,1067,406,319,312,241,180,3847,3828,8413,7851,15439,7070,6522,5586,3183,1174,59080
SED30058,0,10,4,42,10,3,0,0,0,70,0,6,17,45,42,35,21,8,4,189,0,20,41,182,103,65,38,26,4,474,0,0,0,12,10,20,29,5,13,89,0,0,5,21,14,21,7,7,0,82,0,13,17,52,59,55,44,44,24,310,3,20,32,65,25,27,42,6,0,224,4,38,114,270,162,124,90,28,5,844,0,17,34,128,104,138,70,34,11,536,0,18,12,122,34,38,42,4,0,268,0,14,15,72,36,6,0,5,0,150,0,0,0,8,3,3,3,0,0,27,13,31,35,92,30,35,28,12,0,280,0,52,91,381,411,366,284,82,38,1702,0,4,3,14,10,12,7,10,0,62,0,0,4,57,28,37,19,5,0,158,9,91,145,501,274,247,198,113,45,1633,59,131,122,343,159,145,142,110,71,1288,2981,7015,6046,14067,7063,5982,4939,2629,1103,51820
SED30059,0,0,3,11,9,0,5,0,0,28,0,0,3,13,35,14,14,0,0,89,0,16,29,128,81,56,21,15,3,344,0,3,0,16,22,26,39,10,3,122,0,0,0,5,9,0,5,0,0,17,0,17,20,47,75,75,64,47,12,363,0,8,6,23,14,15,14,7,0,82,0,71,130,346,277,210,100,34,13,1195,0,0,4,24,11,14,13,9,0,70,0,5,12,55,26,13,11,5,0,124,0,11,20,76,37,17,5,0,0,165,0,0,0,3,7,4,4,3,0,19,0,49,37,111,46,30,48,15,8,346,0,13,6,42,17,16,0,0,0,95,0,4,9,27,29,25,14,11,6,124,0,0,4,41,25,21,12,3,0,112,5,74,75,412,255,228,216,142,48,1455,113,342,300,668,343,274,252,188,173,2648,3207,8434,7087,14571,8581,7030,5524,3137,1140,58707
SED30060,0,0,0,5,0,4,0,0,0,6,7,52,97,196,160,94,60,3,0,668,0,52,88,266,146,139,75,14,0,780,0,0,0,0,0,5,9,4,0,19,0,0,3,18,11,12,13,5,0,54,0,5,0,31,30,31,32,18,3,148,0,0,0,3,8,3,7,5,0,22,0,7,12,66,28,14,15,7,0,149,0,5,3,36,16,10,19,11,0,95,0,3,0,26,3,0,0,0,0,38,6,25,51,154,52,17,13,7,0,316,0,0,0,6,3,0,0,0,0,12,0,10,12,52,25,14,22,3,0,137,0,10,10,39,31,7,11,4,0,108,0,0,8,9,3,14,8,7,0,41,0,5,6,25,15,12,5,0,0,65,6,41,61,362,208,219,140,92,15,1153,252,678,561,1375,579,429,340,195,134,4544,3759,8870,7113,15002,7439,6245,4738,2164,593,55923
SED30061,5,11,12,32,5,0,0,0,0,65,0,14,73,84,64,33,24,4,0,288,3,37,126,223,133,83,35,6,0,648,0,0,0,8,10,3,3,3,0,29,0,0,0,8,6,4,3,0,0,25,0,3,10,23,16,37,25,25,13,149,3,0,7,17,7,6,4,0,0,45,3,31,84,117,65,42,22,6,3,370,0,17,49,63,25,15,17,7,4,200,0,0,3,16,0,0,0,0,0,21,3,13,28,45,26,12,4,0,0,126,0,0,0,0,0,0,0,0,0,0,6,15,32,75,23,14,15,5,0,182,0,5,16,45,27,18,11,0,0,133,0,0,6,12,5,9,5,3,0,39,0,3,19,25,13,13,8,0,0,90,34,209,261,365,166,122,95,65,20,1342,117,346,1135,1140,375,354,229,176,124,4004,2415,6210,9558,13615,6339,5610,4016,2477,973,51205
SED30062,0,4,0,39,7,0,0,0,0,56,0,17,27,82,49,43,14,3,0,227,7,93,132,465,250,111,57,4,4,1126,0,0,0,31,4,8,16,8,4,75,0,21,40,92,82,59,48,13,0,355,0,16,23,69,55,56,54,51,18,341,0,5,11,17,15,15,4,5,0,62,5,71,101,340,164,98,53,24,6,857,0,3,5,82,25,25,16,10,8,171,0,0,7,50,3,3,4,0,0,62,0,19,32,94,22,8,0,0,0,180,0,0,0,7,6,0,0,0,0,16,4,27,35,64,34,26,17,5,0,216,0,5,7,38,19,11,9,0,0,94,0,10,11,36,26,14,11,11,6,125,0,13,27,96,36,29,21,0,0,225,13,99,112,550,220,142,121,88,32,1373,166,340,300,954,294,204,180,128,64,2630,5352,10475,8534,21770,8059,6027,4773,2667,1094,68747
SED30063,0,5,0,6,0,0,0,0,0,11,0,3,6,9,28,15,12,0,0,90,13,107,84,446,106,64,45,8,0,877,0,0,0,4,0,0,5,0,0,13,0,9,6,7,3,0,0,0,0,19,0,0,0,4,9,33,66,32,9,160,0,0,5,0,6,0,4,0,0,16,0,9,10,42,38,28,25,7,3,174,0,5,0,12,4,0,4,0,0,22,0,0,8,58,0,0,0,0,0,78,0,7,8,22,16,6,5,0,0,64,0,0,0,0,0,0,0,0,0,0,6,9,9,14,14,26,27,8,3,113,0,0,8,25,19,18,12,0,0,79,0,0,0,0,9,6,0,10,4,35,0,0,4,4,9,7,5,6,0,31,0,8,22,151,44,71,95,62,9,466,145,556,441,960,647,813,773,459,132,4925,2443,6460,5205,10081,6654,8064,8185,4255,1151,52491
SED30064,0,0,0,7,0,0,0,0,0,17,0,6,5,25,55,32,11,3,0,139,0,19,22,95,45,38,17,9,0,246,0,7,5,6,9,0,13,5,0,42,0,0,0,5,0,0,0,0,0,6,0,4,9,28,33,42,43,36,15,205,0,5,4,8,15,6,4,0,0,40,4,24,45,134,92,83,38,27,3,448,0,5,0,12,0,10,3,4,0,30,0,0,0,14,0,0,0,0,0,15,5,12,13,49,25,13,3,0,0,111,0,0,0,0,0,0,0,0,0,0,4,9,23,55,32,44,45,21,5,232,0,0,4,14,9,4,3,3,0,27,0,0,0,21,10,23,14,14,4,76,0,4,4,27,35,38,27,8,0,141,8,27,32,170,103,116,126,82,41,711,105,323,230,674,390,364,309,180,87,2662,2549,6335,5269,11263,6788,6866,6014,3382,1281,49746
SED30065,0,0,0,15,3,5,0,0,0,26,0,4,0,21,54,24,20,3,4,130,3,7,7,89,39,30,25,5,0,203,0,0,5,24,8,7,18,3,0,68,0,0,6,5,0,0,0,0,0,18,0,20,22,66,55,90,85,48,14,394,0,15,3,10,9,8,7,0,0,48,0,65,59,242,164,93,83,31,3,737,0,6,0,11,3,0,9,0,5,39,0,0,0,24,0,0,0,0,0,23,0,14,5,54,36,14,8,0,0,132,0,0,0,3,0,0,5,0,0,6,15,44,42,120,45,62,44,18,0,385,0,0,0,10,9,3,0,0,0,29,0,8,7,24,20,23,18,13,0,114,0,0,4,24,32,31,14,4,0,105,9,68,40,291,181,175,141,83,34,1018,83,262,202,621,303,263,255,178,60,2227,3135,8066,5468,13192,7954,7315,6756,3471,1085,56441
SED30066,0,0,0,0,0,0,0,0,0,0,0,0,4,14,41,35,12,0,0,102,5,14,13,88,41,43,22,7,3,235,0,0,0,15,11,12,14,8,4,61,0,0,0,0,0,0,0,0,0,0,0,11,19,29,58,69,100,51,19,349,4,11,3,8,6,16,6,0,0,57,3,24,41,122,136,99,102,46,10,584,0,0,0,17,10,5,5,5,0,37,0,0,0,21,4,0,0,0,0,27,5,13,12,36,23,13,4,3,0,113,0,0,0,0,0,3,0,0,0,7,4,32,24,86,65,66,71,31,3,387,0,8,3,29,10,3,0,0,0,51,0,0,5,15,13,17,27,16,4,97,0,0,10,14,26,30,14,4,0,107,12,50,55,323,152,172,183,134,44,1113,69,260,191,600,433,416,374,278,119,2747,1700,5506,4309,8795,7169,8011,7822,4369,1386,49064
SED30067,0,7,3,37,4,0,0,0,0,51,0,18,53,109,86,48,23,4,0,338,3,46,90,362,175,142,60,22,7,902,0,0,0,32,4,15,24,8,14,93,0,9,3,31,24,30,12,6,0,108,5,0,18,67,50,30,24,19,3,216,0,6,17,36,23,11,5,4,3,102,3,6,43,159,56,35,16,9,4,336,0,12,22,75,32,24,19,7,5,203,0,4,4,69,8,0,0,0,0,96,0,19,35,113,39,22,10,0,0,238,0,0,0,9,0,4,0,0,0,20,0,12,19,113,29,17,13,5,0,213,0,9,18,54,39,36,19,9,6,189,0,0,0,19,9,11,8,0,0,55,0,3,11,38,11,4,7,0,0,79,11,92,92,659,202,150,80,64,24,1367,113,177,283,807,262,203,171,103,110,2225,3508,6148,6647,19565,7234,5714,4118,2174,1070,56175
SED30068,0,0,0,0,4,0,0,0,0,8,0,4,11,18,34,30,22,4,0,126,0,6,25,59,46,34,27,11,0,202,0,3,0,16,9,17,12,12,7,78,0,0,0,3,5,6,3,3,0,21,0,14,30,44,86,104,90,72,38,482,0,7,3,5,12,15,11,0,0,46,0,81,173,238,259,186,70,50,16,1078,0,0,13,19,15,15,7,8,3,71,3,0,9,30,18,18,11,4,0,89,3,5,7,52,8,15,8,0,0,99,0,0,0,3,0,4,0,0,0,8,4,21,25,40,32,37,35,10,6,221,0,4,11,22,25,6,12,6,0,84,0,15,20,17,35,19,20,13,7,150,0,6,0,30,35,51,16,8,0,145,5,47,69,196,178,161,197,102,44,991,38,110,137,270,205,224,209,173,96,1471,1711,5440,5338,8202,6563,6640,5902,3643,1413,44847
SED30069,0,7,0,20,0,4,3,0,0,27,0,4,25,46,76,48,14,3,6,217,6,40,80,276,137,103,50,10,0,698,0,0,0,13,3,6,11,3,0,39,0,0,4,35,19,20,29,4,0,112,0,10,18,49,44,47,48,35,0,255,0,4,3,11,13,9,7,3,0,51,0,52,101,256,228,132,63,30,11,870,0,0,0,28,12,18,20,4,0,89,0,0,3,20,4,3,5,0,0,36,0,16,44,61,22,9,0,0,0,143,0,0,0,0,0,3,0,0,0,4,7,23,22,46,32,31,12,7,3,184,0,3,5,18,14,4,0,0,0,49,0,8,7,22,24,11,21,8,0,88,0,4,12,50,46,40,16,3,0,159,4,73,86,318,191,184,101,49,20,1016,108,286,214,541,287,191,189,114,40,1967,3278,8257,6818,14350,8236,6707,5051,2332,566,55600
