SED_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
SED30067,27816,28355,56175,1809,1694,3508,3219,2932,6148,1545,1333,2881,1813,1955,3767,5090,5287,10376,4631,4555,9184,3589,3642,7234,2841,2874,5714,1977,2143,4118,948,1227,2174,360,710,1070,26736,27526,54268,1082,823,1900,634,644,1281,39,60,100,52,59,114,725,768,1493,19801,19897,39697,6828,7422,14251,22026,22113,44136,4522,5077,9605,23431,23852,47283,488,488,977,3028,2807,5837,1203,1109,2311,686,864,1552,1195,1829,3020,15212,16041,31254,1434,1274,2708,3437,3661,7098,774,665,1443,648,853,1501,127,145,269,26137,26976,53107,1291,1160,2449
SED30068,21567,23283,44847,884,824,1711,2820,2622,5440,1599,1494,3089,1227,1019,2244,1605,1672,3280,2268,2654,4928,3051,3509,6563,3142,3498,6640,2778,3125,5902,1657,1991,3643,533,880,1413,20653,22551,43203,913,733,1646,510,510,1023,18,26,44,24,36,59,553,579,1132,15121,16235,31354,5701,6325,12027,19224,20554,39775,1576,2000,3584,19126,20719,39843,266,272,537,2717,2540,5261,1241,1240,2485,400,450,849,419,822,1236,10215,11068,21284,1520,1483,3005,3889,4801,8684,818,848,1666,574,673,1248,42,54,95,20339,22120,42460,1079,1265,2346
SED30069,27657,27940,55600,1729,1550,3278,4300,3965,8257,1947,1777,3728,1613,1476,3093,3172,3319,6486,3814,4051,7867,4030,4204,8236,3241,3465,6707,2448,2599,5051,1140,1191,2332,233,339,566,26683,27163,53844,980,772,1753,659,680,1344,55,42,94,54,47,100,771,771,1536,20943,21041,41979,5696,5957,11653,24165,24241,48405,2443,2708,5150,24610,24850,49466,526,469,993,4085,3755,7844,1443,1444,2888,479,579,1054,709,1324,2034,12873,13903,26771,1747,1555,3296,4508,4504,9009,897,851,1747,612,644,1262,86,86,174,26372,26846,53222,844,873,1715
SED30070,25256,26976,52240,1095,1107,2208,2785,2706,5497,1332,1204,2534,1071,989,2064,2095,2406,4509,2382,2558,4940,2810,3092,5897,3487,4099,7583,4669,5077,9739,2882,2927,5807,654,818,1472,23960,25940,49892,1301,1043,2344,916,1017,1933,46,31,72,43,40,86,996,1093,2093,19248,20341,39590,4646,5316,9965,22881,24385,47271,1089,1354,2439,22489,23989,46479,323,324,647,2582,2516,5094,833,857,1688,180,258,438,346,934,1277,8346,9668,18010,1902,1974,3870,6753,7279,14033,1679,1542,3220,1257,1242,2495,66,72,137,23555,25422,48985,1242,1354,2596
SED30071,25468,27619,53092,1137,1060,2198,2847,2699,5552,1463,1350,2819,1250,1087,2335,2231,2305,4539,2953,3196,6147,3690,4111,7795,3704,4274,7983,3585,4166,7754,1992,2354,4349,624,999,1628,24305,26607,50917,1167,1011,2177,803,842,1644,37,43,84,39,51,88,880,940,1815,18269,19673,37947,5681,6525,12204,22470,24283,46753,1515,1924,3437,22008,23935,45946,330,291,624,2652,2528,5184,988,986,1976,278,334,615,506,1101,1608,10262,11698,21961,1863,1849,3711,5497,6225,11724,1300,1262,2559,982,1137,2116,88,88,178,23491,25741,49240,1814,1846,3660
SED30072,26414,27604,54021,1432,1358,2789,3372,3194,6566,1723,1585,3311,1462,1291,2759,2567,2782,5348,2941,3232,6167,3366,3809,7175,3710,3916,7629,3346,3618,6961,1930,2021,3957,566,789,1361,25295,26705,51996,1127,899,2020,706,776,1481,53,41,90,54,45,96,813,856,1667,19513,20286,39802,5735,6242,11976,23826,24773,48598,1486,1805,3287,23399,24506,47913,432,429,859,3182,3032,6206,1179,1223,2407,344,463,810,461,1038,1499,10452,11944,22393,1858,1793,3649,5931,6093,12021,1292,1139,2426,898,909,1801,55,55,113,24902,26195,51099,977,1102,2082
SED30073,26560,27359,53919,1798,1603,3405,3869,3817,7683,1918,1714,3630,1761,1841,3598,3748,3822,7570,3363,3400,6764,3037,3184,6220,3003,3082,6083,2326,2350,4677,1234,1675,2907,507,884,1389,24564,26167,50727,1999,1192,3191,2104,2254,4362,125,145,269,174,173,345,2402,2574,4973,21966,23071,45036,2516,2611,5127,22887,24067,46963,1511,1604,3118,23143,24435,47586,431,421,853,3529,3491,7020,1151,1145,2297,296,470,768,559,1100,1656,8737,10302,19039,1661,1647,3307,5495,5561,11058,1386,1166,2551,1356,1406,2764,133,106,237,23483,24811,48295,3041,2882,5922
SED30074,26408,28094,54499,1714,1611,3327,3733,3390,7121,1593,1485,3079,1437,1295,2735,3213,3496,6717,3895,4209,8099,3633,3901,7537,2992,3367,6360,2404,2728,5129,1341,1772,3114,446,839,1281,25460,27287,52743,951,804,1757,629,703,1329,38,57,92,36,43,81,700,802,1501,18797,19893,38694,6790,7382,14171,21135,22330,43463,4386,4849,9233,23006,24460,47473,513,496,1001,3580,3245,6828,1261,1242,2497,450,551,999,811,1446,2259,12535,13899,26428,1518,1403,2921,4119,4688,8808,923,896,1816,791,1079,1874,114,131,244,25075,26813,51890,919,1074,1990
SED30075,27117,27507,54621,1411,1370,2784,3716,3561,7283,1757,1689,3440,1189,1128,2312,2485,2630,5116,3164,3367,6534,3891,4068,7954,3886,4015,7906,3419,3366,6786,1742,1702,3440,455,615,1069,26045,26689,52731,1072,817,1891,912,994,1906,53,44,95,59,60,119,1025,1092,2124,21367,21591,42956,3840,4142,7984,24268,24769,49041,824,1023,1847,23887,24440,48324,349,323,675,3421,3291,6716,1140,1217,2360,225,316,545,373,910,1284,9335,11135,20467,1814,1780,3593,6152,5674,11826,1559,1184,2743,1235,1072,2308,71,59,135,24687,25556,50244,2409,2165,4572
SED30076,32393,32831,65224,994,971,1966,2216,2198,4418,1803,1774,3572,4023,4716,8740,8783,8671,17458,4940,4840,9782,3736,3730,7464,2830,2698,5525,1853,1844,3692,925,938,1862,297,440,737,30925,31424,62345,1469,1408,2875,408,415,825,31,34,62,43,40,87,483,487,969,18022,17561,35583,12150,13176,25319,21185,20572,41761,8908,10004,18915,23462,23163,46629,240,256,496,2070,2040,4113,1478,1455,2928,2214,2673,4884,2990,3611,6603,22386,23215,45605,1265,1101,2369,2126,2102,4225,576,470,1041,453,488,941,139,186,323,28326,28846,57167,5306,4992,10297
SED30077,24677,25138,49822,1313,1214,2528,3261,3122,6378,1411,1384,2793,1201,1059,2259,2486,2550,5035,2372,2674,5046,2975,3218,6193,3599,3709,7303,3536,3439,6974,1963,2017,3986,560,760,1323,23194,23975,47174,1481,1161,2645,1345,1460,2808,32,32,66,40,45,81,1420,1542,2960,20207,20512,40713,2239,2498,4742,21600,22098,43708,1015,1130,2143,21770,22341,44115,282,264,548,2926,2817,5744,806,935,1736,138,225,362,327,831,1153,7370,8793,16161,1452,1520,2975,6079,5915,11994,1537,1317,2848,1539,1289,2833,119,92,211,21990,22643,44630,2757,2557,5310
SED30078,27600,29413,57014,1233,1169,2400,3086,2759,5846,1797,1712,3509,2174,2231,4406,4189,4214,8398,3431,3730,7168,3519,3821,7337,3008,3438,6444,2679,3095,5773,1851,2154,4007,633,1091,1729,26643,28461,55106,960,954,1913,488,501,982,29,16,47,25,31,55,538,548,1092,16129,16416,32548,9506,10905,20413,19790,20353,40147,5841,6958,12799,20915,21864,42776,385,341,727,2826,2557,5381,1384,1385,2776,910,1085,1991,1335,2003,3336,13817,15214,29034,1850,1828,3678,3884,4418,8298,1049,999,2051,656,702,1355,96,124,217,24832,26653,51488,2710,2761,5471
SED30079,26238,26826,53064,1701,1651,3354,3950,3641,7589,1784,1655,3440,1437,1307,2743,3193,3312,6501,3974,4293,8268,3580,3669,7249,2808,3124,5932,2396,2675,5071,1172,1120,2292,243,394,638,25413,26175,51584,824,656,1476,473,490,965,29,28,56,40,41,77,544,561,1107,18392,18618,37009,7082,7451,14535,21544,21802,43350,3857,4216,8073,22784,23282,46067,533,505,1040,3796,3486,7273,1366,1353,2720,478,530,1007,718,1276,1986,12596,13571,26164,1636,1471,3105,4053,4269,8316,876,766,1643,537,583,1125,102,80,183,25127,25825,50955,712,811,1524
SED30080,27634,29177,56814,1705,1559,3259,3354,3189,6539,1592,1577,3166,2096,2283,4377,4943,5155,10097,4319,4378,8698,3691,3814,7508,2644,2847,5490,1771,2023,3792,1047,1455,2502,482,907,1392,26564,28280,54846,1068,898,1964,537,630,1168,39,47,84,54,50,104,628,725,1354,20288,21236,41529,6151,6738,12892,22462,23393,45859,3893,4486,8382,23684,24938,48623,499,492,987,3180,3061,6234,1295,1330,2624,825,1065,1890,1208,1774,2977,15989,17031,33009,1288,1200,2491,2807,3301,6114,636,700,1342,567,813,1381,114,109,220,25997,27582,53582,1526,1759,3283
SED30081,29490,30330,59815,1935,1764,3703,4209,4216,8430,1740,1776,3514,2108,1877,3986,4533,4413,8950,4634,4833,9465,3309,3598,6909,3011,3392,6402,2454,2644,5104,1215,1234,2454,331,574,906,28872,29731,58604,619,596,1216,262,297,561,16,19,36,15,23,34,288,345,634,13121,12824,25948,15297,16414,31708,12200,11864,24065,16048,17140,33182,21997,22385,44377,568,447,1011,3978,3970,7948,1412,1517,2931,1008,946,1948,1348,1860,3204,16620,16955,33577,1135,1088,2222,2649,2886,5529,781,780,1567,733,1040,1778,337,469,807,28222,28864,57089,1084,1329,2417
SED30082,27929,27983,55909,933,867,1803,2094,1992,4084,1161,1157,2324,1767,1971,3743,4638,4551,9192,3534,3374,6906,3658,3710,7377,3863,3948,7811,3614,3569,7181,2069,2160,4233,582,683,1268,26688,26927,53611,1242,1060,2303,296,287,583,20,17,34,15,11,29,326,319,648,15474,15068,30537,9591,10194,19781,19630,19267,38892,5390,5957,11347,20222,20100,40322,292,267,555,1892,1828,3723,858,900,1759,685,821,1511,1530,2013,3538,14934,15101,30035,1853,1693,3543,3843,4105,7949,822,871,1692,510,567,1079,105,98,203,24137,24500,48638,5601,5478,11083
SED30083,29062,30349,59411,2016,1889,3902,4839,4481,9319,2162,2027,4184,1816,1747,3558,3541,3921,7459,4290,4761,9050,4104,4442,8543,2941,3176,6119,2047,2289,4332,1043,1186,2225,270,440,707,28143,29592,57736,920,754,1672,707,718,1426,15,18,35,25,31,57,752,767,1519,19487,19935,39426,8442,9301,17740,24565,25391,49960,3221,3706,6924,23648,24726,48373,670,596,1270,4560,4241,8797,1547,1540,3091,504,591,1094,717,1422,2142,12048,13844,25885,2150,2092,4244,5063,5105,10161,1244,1210,2454,562,534,1100,75,101,178,27664,29049,56710,1048,1106,2158
SED30084,25261,26748,52007,1676,1564,3246,3989,3765,7753,1910,1853,3762,1885,1743,3623,3360,3542,6901,3074,3495,6568,3216,3527,6749,2709,3069,5774,2086,2433,4518,1111,1305,2418,241,459,698,23754,25810,49567,1503,940,2446,1978,2297,4279,407,438,847,484,483,968,2871,3222,6091,20646,21821,42467,2747,3278,6023,21665,23072,44732,1587,1911,3497,22291,23844,46136,433,431,861,3598,3419,7016,1179,1287,2458,332,526,860,557,1234,1791,9003,10525,19523,1901,1798,3699,4901,5380,10278,1187,1209,2399,847,913,1765,123,118,240,23049,24981,48033,1510,1659,3166
SED30085,28978,28496,57483,1609,1535,3144,3146,3037,6186,1513,1435,2944,2616,2302,4921,5815,5224,11035,4447,4310,8758,3272,3312,6581,2738,2840,5575,2176,2371,4548,1271,1432,2701,384,697,1084,28137,27701,55840,842,792,1639,370,411,782,33,35,62,36,40,75,437,486,926,14510,14027,28543,13191,13428,26621,14677,14113,28792,12908,13199,26112,21158,21054,42207,453,433,891,2980,2876,5854,1212,1223,2430,1307,1242,2546,1854,2154,4012,17346,16872,34220,1147,967,2109,2640,2880,5520,722,731,1446,720,962,1683,286,367,652,27413,27023,54432,1370,1374,2741
SED30086,26431,28295,54728,1558,1511,3071,3737,3562,7297,1960,1924,3883,1689,1612,3304,3267,3448,6718,2980,3303,6279,3189,3461,6649,3121,3410,6530,2758,3136,5894,1683,2070,3757,484,854,1338,25097,27171,52267,1333,1123,2457,1403,1453,2858,37,44,81,45,52,100,1483,1553,3037,21390,22919,44310,3608,3997,7611,22889,24557,47447,2090,2362,4456,23221,24953,48170,418,381,797,3489,3333,6829,1390,1479,2867,380,499,880,877,1452,2333,10362,11842,22201,1574,1668,3239,5079,5523,10599,1252,1178,2431,1253,1309,2565,218,341,560,23929,26074,50003,2649,2531,5178
SED30087,26973,30444,57416,1755,1683,3435,3807,3647,7461,1814,1715,3535,1952,2111,4062,4007,4250,8256,3318,3661,6983,2879,3381,6259,2605,3167,5773,2427,3182,5610,1672,2356,4028,728,1287,2024,25632,29270,54899,1340,1176,2518,1113,1253,2368,36,52,97,42,54,95,1187,1364,2551,20418,23381,43797,5334,5782,11113,21452,24667,46122,4184,4380,8561,22820,26210,49033,468,460,928,3607,3448,7054,1268,1277,2539,581,816,1401,1132,1764,2901,11620,13479,25102,1429,1588,3021,4638,5665,10298,1074,1205,2277,1230,1504,2732,187,338,524,24685,28081,52765,2053,2329,4385
SED30088,24988,25391,50376,1374,1206,2579,2870,2897,5762,1321,1491,2818,1776,1877,3653,3850,3823,7673,3192,3357,6545,3332,3450,6782,3416,3327,6742,2523,2365,4891,1042,1160,2202,292,435,729,23214,24116,47325,1770,1275,3052,1905,2037,3943,247,287,526,429,462,888,2583,2777,5361,18966,19374,38343,3881,4278,8155,20465,20914,41377,2314,2718,5030,21232,21853,43088,370,308,679,2612,2684,5301,849,1040,1889,397,590,984,782,1346,2135,11006,12111,23120,1713,1624,3340,4109,4137,8250,976,954,1934,801,752,1553,101,78,175,21874,23018,44887,4103,3569,7673
SED30089,22203,20916,43119,1597,1417,3008,3239,3095,6334,1491,1338,2826,1473,1413,2891,3295,3221,6519,2738,2822,5562,2745,2595,5344,2697,2381,5075,1807,1569,3373,930,794,1732,198,276,466,20534,19672,40208,1668,1245,2908,4321,4561,8877,108,90,193,190,205,392,4615,4853,9467,17117,16288,33402,2201,2331,4532,18003,17229,35238,1351,1480,2840,18202,17491,35693,320,295,615,2786,2715,5498,690,708,1395,104,181,291,364,711,1076,6287,7386,13674,1359,1320,2682,4575,3847,8420,1170,875,2039,1219,839,2056,141,111,249,18269,18144,36412,10327,6773,17102
SED30090,21552,21407,42956,1448,1350,2799,3092,3040,6131,1340,1158,2500,1259,1260,2520,2620,2709,5326,2369,2636,5004,2770,2850,5622,2981,2818,5795,2300,1968,4262,1072,1127,2197,298,499,802,20000,20143,40144,1551,1265,2813,2277,2404,4683,45,53,101,74,59,128,2393,2523,4912,17933,17799,35735,1481,1654,3132,18632,18599,37231,837,913,1754,18805,18716,37525,295,288,585,2762,2730,5492,741,725,1465,155,248,400,285,668,955,6029,7760,13792,1205,1228,2433,5072,4365,9438,1313,895,2210,1321,973,2294,96,80,175,18805,18976,37777,4669,3327,7990
SED30091,29781,31244,61026,2195,2224,4416,4524,4352,8876,1984,1849,3835,2106,2125,4231,4731,4807,9532,4020,4231,8248,3383,3533,6921,2766,3051,5823,2308,2723,5034,1365,1643,3008,404,701,1103,28933,30412,59344,850,831,1682,1152,1252,2402,89,82,170,118,122,237,1355,1456,2814,18034,18733,36764,9455,10177,19633,20647,21622,42278,6670,7083,13755,22619,23900,46519,498,503,1001,4016,3876,7893,1250,1294,2541,465,586,1052,844,1483,2325,11589,12649,24235,1854,1787,3640,4771,5007,9776,1326,1296,2627,1044,1254,2301,372,402,771,27300,28450,55759,2427,2696,5118
SED30092,27645,26664,54307,1645,1528,3177,3907,3587,7494,1702,1586,3289,1468,1593,3062,3635,3959,7587,3776,3772,7552,3867,3757,7622,3780,3477,7259,2557,2230,4785,1092,911,2001,216,264,474,24716,24936,49655,2928,1725,4656,891,902,1793,170,147,313,195,199,394,1257,1249,2505,20814,20059,40870,3832,4346,8176,23327,22727,46050,1331,1669,2996,22963,22372,45338,378,401,775,3581,3277,6854,1073,1053,2129,193,310,504,474,1088,1563,9150,11068,20218,2144,1874,4015,5932,4934,10867,1264,1005,2267,778,563,1340,47,50,96,22977,23177,46152,5396,5258,10653
SED30093,35443,35735,71179,2923,2801,5723,6252,5934,12189,2890,2625,5509,2664,2558,5219,5105,5370,10476,4703,4909,9613,4035,4216,8251,3367,3448,6812,2264,2435,4699,1017,1086,2109,218,350,568,34320,34838,69158,1123,895,2019,1521,1594,3115,127,121,250,134,181,312,1781,1901,3681,20265,20176,40437,12006,12476,24478,21847,22041,43889,10172,10397,20573,25293,25848,51145,602,545,1147,5408,5186,10590,1757,1842,3592,497,697,1189,902,1633,2536,11520,12447,23967,2359,2206,4565,5613,5587,11202,1760,1575,3338,1553,1612,3164,837,957,1793,32302,32812,65111,2807,2753,5557
SED39494,7861,6807,14670,277,229,504,478,457,932,272,291,566,444,493,934,1301,1345,2649,1194,885,2077,1042,887,1929,1297,1170,2468,1253,870,2124,283,160,444,23,25,44,0,0,0,7861,6807,14670,553,471,1025,44,27,72,57,30,84,652,533,1188,4859,4153,9019,1440,1472,2917,5206,4768,9972,551,630,1184,5052,4566,9621,26,37,63,365,357,721,94,120,212,41,70,112,139,233,369,2202,2483,4685,535,494,1026,1513,1272,2785,441,304,752,278,151,428,42,27,64,0,0,0,0,0,0
SED39797,149,28,183,0,0,0,0,0,0,0,0,0,4,9,16,37,13,49,55,7,64,42,0,45,3,4,5,3,0,3,0,0,0,0,0,0,108,12,112,45,23,70,0,0,0,0,0,0,0,0,0,0,0,0,27,0,29,19,4,23,27,0,32,18,3,22,25,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,29,0,0,3,18,0,15,0,0,0,0,0,0,0,0,0,3,0,0,303,54,354
SED40001,22325,22298,44627,712,670,1377,1642,1567,3204,1091,1379,2475,2941,2982,5923,4632,4277,8903,2985,2732,5716,2511,2246,4758,2384,2388,4768,2056,2179,4239,1017,1214,2232,352,676,1032,21412,21467,42883,912,828,1741,261,211,473,12,16,23,9,10,16,279,232,508,12781,12541,25326,8263,8600,16862,14073,13872,27944,6719,7232,13949,15827,15934,31760,213,219,427,1580,1495,3072,941,1194,2134,1973,2047,4013,1767,1947,3717,14638,14755,29390,1767,1767,3529,1366,1268,2632,393,432,832,330,423,760,100,127,226,19067,19313,38382,5180,4893,10074
SED40002,19763,20778,40543,1110,1003,2111,1925,1883,3808,928,906,1829,1643,1725,3364,3979,3922,7904,2932,2875,5806,2291,2257,4556,2081,2214,4289,1550,1881,3429,857,1236,2088,470,880,1350,19022,20136,39163,737,643,1384,222,232,456,4,3,13,11,8,13,237,247,481,12690,13254,25943,6444,6976,13418,13090,13708,26801,6002,6466,12460,15734,16772,32509,306,293,601,1859,1826,3684,758,790,1544,824,967,1796,1132,1499,2629,11101,11806,22904,2159,2042,4199,1614,1866,3476,547,596,1149,510,757,1263,109,158,264,18796,19791,38588,770,933,1702
SED40003,17428,18086,35511,959,924,1886,2211,2168,4377,1080,932,2005,972,921,1896,1853,1989,3839,2375,2543,4922,2337,2463,4796,2436,2654,5091,2063,2191,4256,867,942,1801,277,367,641,16627,17479,34099,797,613,1410,158,148,312,14,11,19,3,7,10,176,167,338,12368,12783,25144,4624,4955,9574,15023,15472,30490,1929,2238,4173,15834,16425,32257,307,266,571,2148,2102,4247,854,790,1645,388,448,839,521,850,1374,8274,9307,17577,2622,2496,5119,2032,1954,3989,556,518,1071,280,307,589,44,46,88,16582,17410,33988,350,400,750
SED40004,18106,19765,37877,816,708,1523,2500,2515,5014,1331,1332,2664,1039,1002,2040,1559,1611,3173,2162,2481,4644,2508,2689,5201,2179,2452,4634,2123,2451,4573,1409,1662,3072,482,851,1336,17498,19196,36694,610,569,1185,68,70,135,0,0,6,4,10,11,76,78,152,11866,12726,24586,5837,6648,12485,12961,13902,26863,4752,5474,10227,15547,16870,32419,327,299,622,2453,2454,4904,1225,1239,2469,623,658,1282,677,981,1657,11168,12001,23168,1475,1746,3221,1031,1424,2460,429,478,906,230,366,599,49,73,126,17307,18849,36160,613,840,1453
SED40005,18720,18006,36729,884,833,1719,2073,2053,4125,1092,880,1976,938,765,1702,1992,1920,3910,1949,1837,3793,2385,2303,4690,2752,2710,5466,2859,2569,5433,1333,1460,2796,457,670,1136,17678,17144,34830,1042,858,1898,670,610,1277,13,11,23,18,17,38,693,634,1333,15183,14551,29735,2088,2115,4202,15688,15383,31065,1583,1485,3065,16399,16135,32536,165,168,337,1921,1914,3835,690,609,1300,97,154,257,250,502,751,4959,5909,10864,3249,2980,6233,3535,2843,6379,1328,1014,2339,1201,1052,2248,129,107,235,16710,16362,33072,2145,1768,3913
SED40006,19240,19831,39078,1204,1122,2321,1979,1938,3918,1027,971,1997,1410,1345,2744,3342,3347,6690,2724,2718,5438,2448,2512,4962,2384,2468,4853,1592,1745,3334,780,1056,1835,362,618,979,18632,19284,37921,611,554,1158,416,396,816,12,12,19,17,13,29,443,421,860,12587,12672,25258,5935,6455,12390,12223,12290,24511,6282,6784,13068,16459,16892,33351,327,279,606,1889,1854,3745,809,799,1605,574,619,1195,816,1145,1961,9148,9894,19041,2425,2125,4553,2027,1893,3925,726,722,1447,765,1029,1794,203,342,544,18299,18887,37186,864,947,1811
SED40007,18046,19087,37135,815,808,1618,2166,2016,4183,1080,953,2031,1056,1074,2131,1902,1945,3847,2089,2393,4480,2593,2657,5257,2550,2615,5164,1949,2269,4218,1289,1584,2874,563,777,1335,17287,18430,35717,759,658,1421,155,160,311,6,7,12,11,12,19,173,176,345,13328,13949,27280,4149,4610,8757,14281,14793,29078,3202,3766,6970,16276,17166,33440,241,253,493,2100,1962,4061,874,835,1710,439,577,1018,500,777,1275,9135,9767,18903,2336,2327,4662,1802,2074,3875,526,592,1119,628,802,1431,76,118,196,17143,18157,35306,594,697,1292
SED40008,21684,21189,42872,1238,1154,2395,2274,2101,4376,1145,985,2130,1782,1659,3441,4232,3940,8171,3195,2988,6182,2671,2570,5235,2357,2304,4663,1611,1763,3372,814,1063,1877,366,662,1026,21019,20549,41571,664,642,1307,422,386,811,8,9,22,14,9,20,450,406,857,11692,11210,22899,8904,9005,17914,10670,10274,20945,9870,9932,19801,16891,16927,33821,326,240,569,2125,1943,4068,896,830,1728,841,894,1731,1211,1481,2695,10890,10750,21639,2022,1716,3740,1882,1648,3526,714,831,1545,1068,1385,2449,497,665,1159,20392,19897,40292,1167,1094,2262
SED40009,17906,18557,36457,947,923,1869,2279,2002,4284,1167,1154,2325,1115,1182,2300,2138,2207,4349,2326,2480,4808,2298,2406,4704,2312,2510,4824,2030,2151,4179,984,1088,2067,315,442,757,17210,17985,35195,690,569,1262,154,178,337,7,4,10,0,0,0,162,196,355,13190,13401,26591,4256,4707,8966,15347,15711,31060,2067,2406,4469,16263,16740,33011,290,281,571,2213,1952,4161,929,971,1895,492,657,1150,611,995,1605,8457,9499,17953,2768,2567,5337,2031,2134,4161,586,547,1131,326,378,714,30,36,66,16890,17460,34351,934,1253,2191
SED40010,18552,19845,38393,799,805,1597,1990,1908,3896,1219,952,2172,1288,1273,2565,2870,2965,5833,2443,2546,4990,2288,2455,4746,2328,2529,4854,1859,2215,4076,1062,1467,2524,403,739,1144,17833,19099,36932,716,742,1464,97,90,192,3,3,10,0,5,5,108,100,205,12386,13129,25512,5556,6131,11684,13334,14103,27439,4606,5141,9751,15373,16504,31878,240,253,493,1915,1854,3767,1094,849,1947,744,711,1454,979,1288,2267,11269,11959,23236,1695,1800,3500,1179,1417,2598,442,458,891,461,640,1098,80,163,241,17348,18727,36079,1044,903,1946
SED40011,19038,20167,39212,1094,1021,2118,2330,2124,4455,1020,1024,2045,1299,1407,2704,2938,2962,5899,2729,2823,5553,2395,2522,4920,2150,2289,4441,1648,1937,3590,985,1275,2261,456,771,1224,18346,19603,37947,690,573,1262,189,186,370,5,6,12,10,10,12,203,198,402,13416,14143,27562,4985,5449,10436,13955,14669,28618,4437,4883,9315,16275,17364,33640,351,317,669,2259,2067,4320,838,894,1732,639,803,1439,911,1208,2118,9997,10990,20983,2136,1932,4062,1560,1869,3429,590,676,1264,520,716,1242,125,152,283,18099,19273,37378,674,816,1490
