SA1_CODE_2021,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
21303134701,44,83,70,41,59,51,39,13,0,390
21303134702,115,93,178,112,82,58,42,24,10,709
21303134703,71,55,88,56,36,47,50,17,4,410
21303134704,51,46,51,42,26,35,35,14,4,290
21303134705,53,24,67,38,23,28,24,7,0,262
21303134706,82,55,101,64,48,44,20,4,7,419
21303134707,58,32,94,32,36,31,26,16,7,335
21303134708,41,49,113,60,44,46,32,15,3,403
21303134709,48,64,86,49,41,65,35,21,11,428
21303134710,75,36,68,64,50,29,51,13,4,394
21303134711,92,70,119,89,85,67,67,22,9,628
21303134712,58,42,76,70,47,34,27,7,3,364
21303134713,63,37,48,42,61,20,15,18,6,325
21303134714,97,67,113,86,62,41,44,7,11,537
21303134715,36,41,40,37,37,23,31,30,16,284
21303134717,68,82,123,82,69,70,50,10,7,556
21303134718,33,46,59,30,23,28,16,9,3,252
21303134719,41,32,54,39,25,36,27,15,3,277
21303134720,113,76,127,96,73,70,48,27,15,636
21303134721,96,51,114,117,78,47,26,19,6,558
21303134722,74,50,125,72,48,40,28,10,9,453
21303134723,85,51,110,104,55,28,11,5,5,450
21303134724,95,82,122,89,65,71,35,23,0,583
21303134725,62,32,72,68,48,28,28,14,8,350
21303134727,75,76,116,75,57,45,32,16,7,501
21303134728,70,46,116,82,42,41,24,19,3,440
21303134729,107,84,159,126,84,78,67,39,10,740
21303134730,34,51,63,37,49,47,48,12,4,345
21303134731,81,53,119,88,35,39,32,11,9,471
21303134732,81,51,108,60,46,60,52,27,7,490
21303134733,46,50,59,52,63,42,26,8,0,339
21303134735,100,76,195,123,65,63,39,16,10,696
21303134736,48,45,66,51,41,44,29,6,9,345
21303134737,137,104,165,140,80,53,51,16,10,761
21303134738,107,86,116,70,85,52,23,24,15,581
21303134739,97,66,108,107,51,40,29,12,11,513
21303134741,44,58,163,74,25,23,10,0,0,386
21303134742,0,0,0,0,0,0,0,0,0,0
21303134743,79,52,58,57,62,32,18,26,58,457
21303134744,64,68,41,61,50,35,42,5,3,363
21303134745,15,16,33,13,9,0,0,0,0,86
21303134746,19,23,152,62,19,19,14,0,0,306
21303134747,63,41,152,116,45,35,15,3,3,469
21303134748,75,45,229,77,39,18,8,0,0,486
21303134801,64,36,108,72,63,26,24,10,6,410
21303134802,76,49,138,108,61,42,33,20,8,534
21303134803,69,71,175,124,66,64,54,50,47,727
21303134804,63,39,127,107,55,50,20,26,39,527
21303134805,37,51,94,57,28,16,14,4,4,300
21303134806,72,34,148,78,29,31,3,4,0,404
21303134807,61,43,105,78,61,43,39,36,39,499
21303134810,32,56,111,68,53,37,18,11,12,396
21303134811,32,64,155,93,68,46,46,28,9,531
21303134812,56,60,140,92,70,48,36,20,10,525
21303134813,54,19,77,64,48,58,55,26,4,403
21303134814,78,45,82,66,47,63,37,22,5,449
21303134815,64,60,174,99,68,50,22,23,3,568
21303134817,37,43,84,68,53,38,29,11,4,372
21303134818,29,36,74,66,29,19,7,5,4,277
21303134819,90,45,128,123,82,70,42,19,9,600
21303134820,17,133,95,38,32,33,8,16,4,385
21303134822,38,54,151,63,41,42,14,13,7,424
21303134823,31,25,57,48,26,27,8,11,0,235
21303134824,51,37,83,74,45,77,81,40,19,498
21303134825,43,37,59,54,25,37,22,8,8,279
21303134826,41,40,116,96,44,41,19,10,0,413
21303134827,45,54,137,97,74,53,30,11,0,495
21303134829,0,0,0,0,0,0,0,0,0,0
21303134830,42,49,108,66,29,32,31,15,4,370
21303134831,24,46,167,74,29,17,11,8,0,377
21303134832,27,36,76,31,10,8,12,0,0,205
21303134833,40,39,120,56,42,46,29,46,54,495
21303134834,25,28,92,56,31,16,15,0,6,270
21303134835,35,52,108,46,37,19,18,4,3,327
21303134836,24,49,227,125,56,42,14,3,3,542
21303134837,26,26,104,57,31,19,20,3,0,291
21303134838,38,26,100,69,26,9,11,3,0,285
21303134839,40,33,117,91,48,32,20,6,3,386
21303134840,23,32,90,63,33,25,26,11,8,309
21303134841,42,40,152,56,51,21,16,11,5,394
21303134842,4,35,103,52,18,28,54,26,8,335
21303134843,42,51,211,104,49,35,12,3,5,516
21303134844,115,51,222,196,59,47,14,3,0,713
21303134845,48,154,565,180,58,43,18,0,0,1073
21303134902,72,59,72,65,92,46,28,29,11,470
21303134903,65,52,71,48,65,48,41,17,8,413
21303134904,71,41,104,90,53,45,31,17,15,456
21303134906,58,67,67,51,72,85,50,13,12,481
21303134907,101,66,106,87,72,66,23,9,0,521
21303134908,34,39,37,24,43,46,30,12,0,265
21303134909,37,56,33,37,54,49,28,15,7,314
21303134910,47,47,42,47,44,50,26,10,5,321
21303134911,35,40,22,28,45,21,27,4,4,223
21303134912,31,40,72,41,50,38,14,4,5,296
21303134913,59,53,139,90,62,61,54,30,10,553
21303134914,71,46,81,64,58,36,37,16,8,405
21303134916,68,82,83,61,81,47,39,5,0,467
21303134917,60,46,44,34,61,37,21,6,0,302
21303134918,93,77,58,54,106,92,52,24,10,572
21303134919,54,45,116,81,38,43,35,29,5,454
21303134920,27,34,62,43,39,36,26,15,10,296
21303134921,43,36,79,87,31,20,9,0,0,309
21303134922,31,49,76,78,27,11,6,0,0,287
21303134923,48,52,33,46,40,52,44,6,0,325
21303134925,89,54,53,79,83,42,42,16,4,458
21303134926,86,47,34,59,77,39,11,11,0,371
21303134927,79,50,98,86,77,67,55,14,0,538
21303134929,41,72,162,110,43,34,33,7,0,496
21303134930,23,68,194,77,30,31,16,11,0,448
21303134931,63,33,110,83,54,41,42,14,9,440
21303134932,33,40,61,66,41,42,28,10,0,318
21303134933,64,49,64,70,45,42,16,3,0,351
21303134934,39,58,162,68,8,19,8,0,0,349
21303134935,39,29,85,48,23,9,18,5,0,255
21303134936,27,35,89,64,36,25,25,11,0,305
21303134937,49,40,192,118,39,26,20,5,0,494
21303135001,69,46,60,54,68,43,29,12,3,383
21303135002,88,31,49,94,67,50,21,13,0,409
21303135003,75,49,89,70,92,76,39,8,13,512
21303135004,80,24,55,103,58,38,31,15,3,409
21303135005,132,27,51,114,90,50,21,14,4,503
21303135006,118,36,66,94,77,40,25,8,3,469
21303135007,85,39,88,82,81,40,17,15,8,461
21303135008,100,52,114,91,72,38,19,5,3,500
21303135009,60,24,133,114,58,39,45,44,52,568
21303135010,121,28,50,103,79,48,21,20,0,469
21303135011,86,46,140,120,69,33,30,9,5,533
21303135012,112,53,88,111,91,49,18,9,9,539
21303135013,108,35,96,104,91,49,34,8,7,518
21303135014,96,65,118,121,71,58,22,13,5,574
21303135015,54,28,80,59,31,44,11,6,3,319
21303135016,87,18,120,139,68,43,22,12,3,516
21303135017,99,25,70,103,62,55,24,24,7,462
21303135018,107,56,151,135,118,83,34,21,4,719
21303135019,84,33,63,77,54,40,16,13,3,381
21303135101,88,28,39,87,55,36,22,14,4,376
21303135102,105,33,65,85,80,35,29,15,9,456
21303135103,92,34,146,103,69,42,20,18,4,534
21303135104,83,28,93,96,53,39,28,20,16,456
21303135105,81,37,72,105,73,54,30,28,11,494
21303135106,65,40,114,62,53,41,25,20,7,425
21303135107,90,67,78,80,53,80,23,15,6,496
21303135108,58,24,143,72,53,41,27,10,12,439
21303135109,112,48,156,111,70,58,31,22,14,618
21303135110,116,57,57,121,101,70,28,6,3,560
21303135111,5,0,0,3,0,0,0,0,0,6
21303135112,38,46,121,75,30,43,25,3,6,390
21303135113,70,52,156,93,68,63,26,17,9,553
21303135114,0,0,0,0,0,0,0,0,0,3
21303135115,68,32,83,86,60,35,24,7,9,412
21303135116,97,42,82,83,59,47,39,22,3,470
21303135117,36,44,101,59,40,33,27,6,5,349
21303135118,96,56,103,90,87,51,37,14,6,544
21303135119,49,48,203,76,46,33,16,5,0,471
21303135120,90,56,134,103,56,51,34,14,8,554
21303135121,66,20,61,74,52,38,20,13,0,338
21303135122,105,50,117,101,75,46,38,29,4,566
21303135123,41,12,44,35,21,3,5,0,0,157
21303135124,81,27,52,84,61,25,14,11,4,354
21303135125,64,38,114,102,59,42,28,18,4,472
21303135126,90,51,198,124,83,29,28,3,0,620
21303135127,57,28,54,45,35,25,8,11,6,260
21303135128,62,32,52,58,59,46,26,13,3,359
21303135201,118,51,84,93,93,60,26,13,9,541
21303135203,93,43,104,113,70,38,36,21,3,520
21303135204,47,34,51,41,45,41,31,18,27,328
21303135205,64,42,107,80,77,56,37,13,7,477
21303135206,132,58,143,158,89,55,36,18,13,694
21303135207,116,60,133,135,119,57,47,27,10,708
21303135208,108,58,108,97,96,71,30,9,7,590
21303135209,102,54,61,90,76,56,34,14,11,496
21303135210,114,59,42,69,91,70,23,9,10,484
21303135211,80,30,52,65,70,39,22,31,7,394
21303135212,98,55,138,102,97,56,30,21,8,606
21303135213,75,37,99,110,65,40,25,14,4,459
21303135214,64,36,81,80,61,43,24,18,9,421
21303135215,57,19,105,74,56,37,22,14,18,403
21303135216,109,45,118,107,74,60,39,9,6,570
21303135217,124,40,82,103,74,44,27,15,9,532
21303135218,150,60,70,113,87,45,28,12,8,574
21303135219,125,52,89,124,82,75,41,18,31,640
21303135220,57,30,35,42,47,27,12,16,9,286
21303135221,123,32,55,77,86,65,27,9,3,472
21303135222,114,79,55,81,91,89,31,22,11,566
21303135223,113,38,57,94,87,44,29,15,12,491
21303135224,142,66,97,136,93,67,41,34,14,695
21303135225,51,28,79,84,41,40,12,11,0,343
21303135226,125,58,105,112,94,77,35,18,8,633
21303135227,0,0,0,0,0,0,0,0,0,0
21303135228,105,57,104,93,63,41,21,10,14,516
21303135229,89,47,75,94,62,43,32,9,4,465
21303135230,102,43,48,97,96,67,36,27,15,530
21303135231,41,32,51,51,61,38,14,18,7,303
21303135232,0,0,0,0,0,0,0,0,0,0
21303135233,66,30,58,85,49,33,5,8,7,341
21303135234,56,23,149,79,41,20,13,7,3,396
21304135301,40,43,37,35,39,53,39,22,3,305
21304135302,111,54,60,79,55,46,66,91,69,622
21304135304,52,43,36,50,56,59,46,30,7,372
21304135305,97,41,44,59,55,50,32,8,6,397
21304135306,48,52,25,50,58,56,45,10,0,343
21304135307,231,122,60,159,159,95,71,15,3,914
21304135310,66,50,20,61,63,65,56,17,3,409
21304135312,57,48,43,36,66,71,59,44,14,438
21304135313,25,28,26,21,41,51,61,46,14,312
21304135314,82,42,48,67,55,57,71,68,21,504
21304135315,92,42,60,62,52,36,18,7,4,384
21304135317,83,69,35,35,61,64,44,6,0,404
21304135318,104,53,54,49,91,59,31,17,0,454
21304135319,79,43,53,61,62,53,68,21,5,437
21304135320,177,113,102,118,113,112,61,18,5,820
21304135322,70,56,35,44,70,45,40,24,16,394
21304135323,101,33,56,45,50,35,63,32,15,414
21304135324,87,58,66,61,67,69,42,34,7,494
21304135325,78,38,70,49,42,43,37,23,4,383
21304135328,62,22,49,51,27,51,77,55,27,420
21304135331,126,40,104,67,50,50,49,21,0,520
21304135332,76,59,76,52,53,52,30,12,4,410
21304135333,68,33,52,66,31,54,70,17,3,397
21304135335,98,49,48,67,63,67,79,26,7,512
21304135336,82,41,53,55,35,34,33,27,6,369
21304135337,93,57,75,79,62,84,52,11,7,525
21304135338,75,75,39,54,62,63,49,44,87,546
21304135339,153,61,115,93,70,65,25,13,0,601
21304135340,84,49,33,50,51,29,17,21,0,334
21304135341,107,55,43,52,82,41,12,11,0,399
21304135342,51,41,40,38,48,49,58,30,5,364
21304135343,53,35,38,30,44,65,19,7,0,290
21304135344,92,46,49,68,58,39,23,11,0,390
21304135345,85,58,84,57,83,62,39,20,3,499
21304135346,129,72,48,70,87,51,31,4,0,494
21304135348,79,58,48,55,71,56,55,27,3,458
21304135349,122,65,75,87,72,60,68,20,3,575
21304135350,43,20,31,36,31,28,31,32,3,256
21304135351,81,47,71,51,49,34,32,12,8,378
21304135352,43,31,43,31,28,21,30,0,0,223
21304135353,55,38,48,49,46,16,15,3,0,283
21304135354,64,35,57,51,34,41,32,20,0,328
21304135355,92,42,122,51,34,26,8,4,0,380
21304135356,0,0,0,0,0,11,111,102,25,243
21304135357,164,58,191,112,37,23,14,0,6,602
21304135358,133,38,138,107,28,18,28,3,0,496
21304135359,100,62,88,45,51,38,51,26,5,457
21304135360,89,60,49,62,59,26,21,4,0,379
21304135361,69,40,75,41,25,20,8,4,0,286
21304135362,54,32,53,30,47,46,43,21,8,344
21304135363,94,29,60,84,32,22,16,4,0,341
21304135364,220,62,130,131,85,51,48,8,0,742
21304135365,99,23,79,55,35,17,17,0,0,336
21304135366,220,79,172,133,61,51,35,15,7,777
21304135367,77,42,60,53,33,19,17,9,0,301
21304135368,0,0,0,0,0,0,0,0,0,0
21304135369,60,31,46,38,48,56,50,14,6,344
21304135370,70,50,50,57,38,16,20,9,0,296
21304135801,66,28,33,35,35,36,41,5,0,277
21304135802,104,38,75,59,50,52,55,25,9,472
21304135803,52,46,36,44,38,36,35,17,5,300
21304135804,52,39,28,33,31,32,22,13,4,258
21304135805,122,76,97,73,87,83,50,25,0,611
21304135806,57,81,46,50,81,60,33,17,0,423
21304135809,154,105,84,78,110,94,48,11,5,685
21304135810,79,72,27,51,58,52,32,15,4,390
21304135812,139,71,102,123,68,66,53,33,7,658
21304135813,39,38,28,36,34,38,27,10,4,252
21304135814,36,24,24,27,26,28,26,14,5,201
21304135816,64,47,58,39,44,39,32,18,0,342
21304135817,154,100,88,97,91,75,44,17,0,666
21304135818,90,34,53,54,43,53,51,18,5,403
21304135819,59,37,44,51,37,44,32,11,6,320
21304135821,76,44,49,58,48,28,53,9,4,359
21304135823,33,21,39,19,21,23,20,7,7,189
21304135824,65,39,43,45,35,32,28,16,7,315
21304135825,75,46,40,52,54,36,29,9,3,341
21304135826,124,79,75,78,103,79,70,23,0,631
21304135827,40,37,34,29,27,19,20,13,7,223
21304135828,26,16,23,24,11,21,26,8,4,156
21304135829,82,52,32,52,58,33,13,10,0,328
21304135830,154,69,66,97,59,33,23,11,0,510
21304135832,144,69,83,72,56,31,36,9,0,495
21304135833,118,67,48,89,62,43,31,8,4,469
21304135834,89,58,41,65,49,13,11,9,0,337
21304135835,107,62,41,57,58,21,24,8,0,387
21304135836,37,20,23,35,32,27,15,10,3,204
21304135837,125,64,98,73,61,29,19,12,0,477
21304135838,144,84,53,87,76,43,30,9,0,525
21304135839,97,54,52,76,46,31,33,8,3,397
21304135842,114,54,93,78,53,34,41,11,0,485
21304135843,203,90,81,113,61,43,18,4,0,612
21304135844,103,46,65,57,27,6,8,0,0,319
21304135845,103,66,56,67,62,45,24,8,0,438
21304135846,120,38,73,68,38,11,13,0,0,351
21304135847,175,65,109,98,57,42,44,12,0,599
21304135848,187,73,90,129,43,29,13,0,0,573
21304135849,129,41,69,98,47,17,15,7,0,421
21304135850,111,44,79,84,46,28,21,9,0,430
21304135851,19,22,12,9,11,19,31,13,0,133
21304135852,88,32,67,48,33,18,8,0,0,299
21304135853,89,43,44,61,38,36,41,11,0,369
21304135854,202,49,100,104,74,31,17,6,0,587
21304135855,212,92,101,127,61,43,27,9,0,675
21304135856,198,55,93,98,39,23,17,9,0,536
21304135857,144,33,83,62,31,18,12,0,0,377
21304135858,119,56,77,68,33,14,8,7,0,386
21304135859,109,40,75,57,19,19,11,5,0,337
21304135860,97,31,83,49,25,15,4,7,0,313
21304135861,111,40,63,71,35,14,6,0,0,338
21304135903,73,53,74,47,54,45,38,4,0,388
21304135904,48,33,57,45,74,85,56,20,0,410
21304135905,0,344,881,642,291,98,16,14,0,2282
21304135907,0,0,0,5,0,5,0,0,0,10
21304135909,93,20,75,62,7,6,5,0,3,270
21304135910,47,15,64,40,15,9,8,0,0,194
21304135911,21,13,36,17,11,0,0,0,0,92
21304135912,195,52,98,155,52,12,14,0,0,574
21304135913,30,19,25,23,16,10,21,4,0,153
21304135914,108,29,109,74,26,25,11,0,0,378
21304135915,174,37,99,117,36,25,9,0,0,494
21304135916,25,11,48,25,4,8,0,0,0,116
21304135917,174,47,117,127,38,22,21,0,0,553
21304135918,124,59,72,94,47,26,14,0,0,438
21304135919,102,38,130,82,30,12,4,0,0,393
21304135920,23,10,36,20,8,6,0,0,0,99
21304135921,131,46,133,85,32,22,15,4,0,456
21304135922,83,26,86,57,28,9,0,6,0,301
21304135923,142,47,124,94,27,25,11,0,0,464
21304135924,148,40,97,126,37,11,15,0,0,474
21304135925,91,21,64,61,19,21,6,0,0,288
21304135926,130,25,80,112,26,19,9,0,0,402
21304135927,109,28,95,83,19,14,4,4,0,358
21304135928,107,30,122,72,21,13,6,3,0,368
21304135929,101,20,74,81,16,4,10,0,0,306
21304135930,88,41,110,66,28,13,3,0,0,350
21304135931,123,22,81,88,22,12,3,3,0,358
21304135932,0,0,0,0,0,0,0,0,0,0
21304135933,157,44,178,126,33,11,11,0,0,564
21304135934,127,36,69,106,25,8,4,0,0,372
21304135935,143,56,132,114,29,17,10,0,0,509
21304135936,112,49,76,80,39,18,0,0,0,372
21304135937,121,36,71,77,37,13,12,3,3,367
21304135938,22,23,14,4,27,15,14,11,3,131
21304135939,62,40,89,40,25,18,8,4,0,284
21304135940,154,64,171,110,41,15,12,0,0,572
21304135941,14,7,12,10,5,14,5,5,0,66
21304135942,87,25,67,73,27,9,8,0,0,305
21304135943,121,24,75,95,25,10,5,0,0,367
21304135944,41,12,36,34,12,3,0,0,0,145
21304135945,10,5,35,11,0,0,0,0,0,60
21304135946,99,19,91,57,13,0,0,0,0,281
21304135947,125,30,89,82,31,8,3,0,0,376
21304135948,60,44,38,38,41,41,50,20,5,326
21304135949,182,76,171,152,51,21,27,8,0,693
21304135950,61,39,112,48,20,9,3,0,0,299
21304135951,141,51,107,101,33,16,16,3,0,460
21304136001,93,76,55,84,66,46,26,9,0,457
21304136002,130,69,60,93,59,57,25,5,0,508
21304136003,168,88,76,111,89,70,30,15,0,638
21304136004,129,74,44,81,81,51,40,16,3,519
21304136005,73,53,44,74,50,28,13,10,6,349
21304136006,224,136,72,169,143,67,51,18,0,882
21304136007,113,78,47,75,103,39,29,5,4,499
21304136008,63,55,35,41,57,35,16,7,0,314
21304136009,100,83,74,69,87,65,39,24,0,542
21304136010,186,106,96,115,119,53,20,16,0,698
21304136011,58,41,47,37,48,30,18,7,0,277
21304136012,110,68,54,70,80,67,16,5,0,474
21304136013,100,63,68,66,48,24,16,9,0,392
21304136014,243,105,122,163,118,52,42,13,7,862
21304136015,76,60,48,49,56,37,27,9,0,356
21304136016,84,56,55,57,56,49,65,143,60,621
21304136017,205,122,97,167,145,55,37,6,4,840
21304136019,191,133,64,124,145,54,34,15,6,774
21304136020,107,58,30,86,68,29,30,8,0,411
21304136021,88,72,24,66,83,45,27,4,5,417
21304136022,89,84,29,59,91,34,24,3,3,415
21304136023,106,82,51,68,88,60,35,5,4,503
21304136025,140,74,72,89,94,52,22,9,0,558
21304136026,84,55,43,74,73,24,12,4,0,364
21304136027,146,96,46,117,97,36,21,4,0,567
21304136028,194,90,92,154,78,45,23,8,0,684
21304136029,140,75,67,112,76,35,12,4,6,537
21304136030,126,67,30,91,75,37,17,9,0,450
21304136031,265,121,56,185,154,56,45,9,0,897
21304136032,178,85,27,131,108,35,32,8,6,608
21304136033,121,55,45,82,75,21,14,3,0,411
21304136034,201,103,72,147,99,66,30,9,0,713
21304136035,115,61,30,79,92,22,32,3,0,428
21304136036,113,45,40,70,60,18,11,4,0,360
21304136037,146,94,62,127,102,28,25,21,0,599
21304136038,203,56,61,136,79,41,23,5,0,611
21304146101,66,61,44,47,50,42,27,9,0,354
21304146102,62,64,48,48,65,53,40,11,0,389
21304146103,42,21,20,37,25,44,33,15,0,245
21304146104,132,95,71,88,106,83,49,20,0,653
21304146105,56,56,47,43,58,54,21,10,0,348
21304146106,50,24,17,36,17,38,28,16,0,228
21304146107,142,74,67,81,79,59,25,8,0,530
21304146108,0,0,0,0,0,0,0,0,0,0
21304146109,58,42,34,29,51,23,7,0,0,245
21304146110,89,61,69,52,73,62,38,11,5,451
21304146111,73,63,56,65,49,55,41,10,0,411
21304146112,30,26,23,16,22,28,82,170,184,571
21304146113,403,158,233,305,118,107,39,10,5,1373
21304146201,131,70,44,118,56,45,18,10,3,495
21304146202,114,40,26,87,52,23,13,0,0,358
21304146203,119,58,43,99,39,31,16,0,0,404
21304146204,172,51,71,136,63,37,22,6,0,564
21304146205,109,65,54,94,66,31,24,6,0,454
21304146206,263,81,97,198,95,39,23,8,5,804
21304146207,151,58,69,97,51,46,15,9,0,503
21304146208,126,61,32,97,55,26,13,6,0,414
21304146209,173,68,58,153,72,31,26,10,0,588
21304146210,112,46,69,88,50,41,22,3,0,435
21304146211,137,80,33,99,73,41,32,3,0,493
21304146212,122,72,59,97,73,37,18,9,0,482
21304146213,109,44,25,89,66,27,13,8,5,388
21304146301,148,121,98,107,112,45,25,13,0,658
21304146302,403,233,253,321,234,140,102,24,0,1709
21304146303,76,54,51,48,52,49,29,4,0,371
21304146304,106,65,51,87,67,37,17,10,0,428
21304146305,164,80,61,108,111,34,30,14,0,591
21304146306,159,127,41,98,135,72,34,11,0,674
21304146307,85,55,33,59,72,18,28,5,0,348
21304146308,98,51,41,85,71,29,21,6,0,397
21304146309,104,55,53,90,65,47,31,7,3,454
21304146310,161,94,75,111,112,60,30,11,3,661
21304146311,141,76,69,97,84,43,37,5,0,545
21304146312,165,86,76,118,97,54,34,10,0,638
21304146313,113,65,59,79,101,61,38,13,8,518
21304146314,64,55,43,43,71,51,25,17,3,366
21304146315,129,77,56,83,103,64,22,8,3,558
21304146316,71,82,79,45,87,64,45,19,5,492
21304146317,123,67,32,99,62,29,21,8,0,444
21304146318,107,41,81,87,57,32,20,10,0,433
21304146319,88,43,54,64,64,26,22,8,0,373
21304146320,81,50,32,74,58,38,19,9,0,360
21304146321,165,75,54,140,89,39,31,6,0,602
21304146322,33,36,14,29,56,25,22,6,0,236
21304146323,176,101,89,132,118,81,111,94,15,923
21304146324,49,42,35,25,36,46,20,5,0,252
21304146325,127,59,63,85,98,42,41,11,0,530
21304146326,129,76,52,87,88,31,33,3,0,511
21304146327,51,23,26,26,31,12,14,8,0,186
21304146328,81,54,41,51,59,34,19,0,0,347
21304146329,69,58,48,52,66,55,41,18,7,419
21304146330,180,113,64,148,121,42,27,9,3,705
21304146331,47,48,44,29,48,31,17,9,0,281
21304146332,55,55,51,24,78,57,26,4,3,361
21304146333,80,81,37,61,94,48,29,19,3,438
21304146334,46,41,42,23,54,37,31,11,5,290
21304146335,97,97,21,78,88,31,32,11,3,458
21304146336,103,56,52,69,61,37,19,3,0,413
21304146337,78,65,60,43,71,43,21,3,0,380
21304146338,33,13,20,24,24,21,4,0,0,140
21304146339,81,53,55,67,57,37,20,11,0,389
21304146340,57,29,22,49,19,5,3,8,0,191
21304146341,50,53,42,30,71,47,22,7,0,318
21304146342,64,46,43,54,52,32,18,12,0,320
21304146343,70,69,60,60,99,45,28,3,0,439
21304146344,44,53,25,28,38,27,6,0,0,216
21304157101,143,74,71,86,70,58,39,16,5,562
21304157102,138,72,74,108,54,30,16,6,0,493
21304157103,191,84,139,100,66,30,22,10,0,630
21304157104,13,13,3,7,10,8,6,3,0,62
21304157105,76,25,34,53,16,16,3,0,0,230
21304157106,50,27,47,39,35,50,47,17,0,313
21304157107,209,74,107,105,45,28,19,5,0,587
21304157108,84,70,23,49,53,27,17,6,0,327
21304157109,98,39,47,57,44,43,19,9,0,352
21304157110,75,70,54,60,63,76,60,21,4,488
21304157111,152,72,90,116,72,31,30,8,3,575
21304157112,185,78,78,133,80,38,44,11,0,652
21304157113,160,86,108,106,65,28,23,8,0,582
21304157114,360,113,158,177,78,55,24,6,4,974
21304157115,56,31,42,31,29,50,87,54,30,400
21304157116,103,45,62,69,38,22,8,3,0,349
21304157117,0,0,0,0,0,15,109,128,48,306
21304157118,280,129,172,145,101,57,27,17,4,934
21304157119,92,56,54,61,55,100,73,15,0,506
21304157120,96,81,65,49,84,92,51,0,6,525
21304157201,0,0,0,0,6,0,0,0,0,6
21304157202,118,71,88,76,23,17,11,0,0,402
21304157203,81,43,36,45,57,52,34,12,6,357
21304157204,99,43,86,77,20,11,7,3,0,347
21304157205,193,53,185,104,32,23,8,0,0,600
21304157206,143,72,179,96,43,27,9,0,0,573
21304157207,104,37,70,67,30,14,9,0,0,333
21304157208,270,67,268,194,46,24,5,0,0,869
21304157209,223,74,187,179,42,18,14,0,0,745
21304157210,187,45,158,114,27,8,4,0,0,548
21304157211,0,0,0,0,0,0,0,0,0,0
21304157212,208,73,227,150,41,31,8,4,0,739
21304157213,190,46,130,126,35,19,12,0,5,568
21304157214,171,41,108,90,31,33,6,0,4,484
21304157215,210,60,177,132,41,14,13,0,0,649
21304157216,131,39,81,72,29,14,14,0,0,381
21304157301,64,18,29,44,40,38,14,0,0,257
21304157302,178,72,59,131,101,36,26,4,0,613
21304157303,35,14,17,25,18,25,25,0,3,164
21304157304,93,44,31,69,49,25,25,6,0,342
21304157305,0,0,0,0,0,0,0,0,0,0
21304157306,0,0,0,0,0,0,0,0,0,0
21304157307,49,13,42,25,18,11,4,0,0,162
21304157308,69,12,27,35,32,13,4,0,0,191
21304157309,191,40,58,124,72,59,43,9,0,597
21304157310,89,36,35,77,45,22,33,3,0,338
21304157311,94,33,38,53,60,22,29,0,0,328
21304157401,239,87,152,158,76,38,25,4,0,767
21304157402,219,73,176,150,74,38,14,0,0,749
21304157403,178,54,97,121,65,22,14,4,0,549
21304157404,181,97,136,155,71,48,22,3,0,716
21304157405,113,36,63,87,35,39,22,3,0,397
21304157406,96,38,58,84,42,30,11,6,0,366
21304157407,224,105,142,166,95,47,31,7,0,818
21304157408,268,141,289,202,92,69,28,5,0,1083
21304157409,98,45,61,92,34,19,6,0,0,364
21304157410,200,113,167,152,63,49,48,11,0,792
21304157411,174,57,119,126,42,31,18,3,0,573
21304157412,27,28,40,25,15,35,25,15,5,206
21304157413,98,40,54,78,59,20,19,9,0,379
21304157414,116,49,94,91,47,18,18,0,0,444
21304157415,142,44,73,135,49,19,21,6,0,498
21304157416,170,75,129,122,54,35,18,3,0,601
21304157417,241,89,132,175,80,40,29,8,0,801
21304157501,133,99,44,89,110,73,32,12,3,592
21304157502,148,93,116,104,97,86,66,12,0,716
21304157503,42,58,43,33,57,43,28,5,0,292
21304157504,51,58,33,31,64,36,14,5,0,291
21304157505,81,82,55,60,75,51,31,3,0,445
21304157506,62,74,47,40,57,25,10,9,0,324
21304157507,130,93,70,95,99,39,24,4,0,547
21304157508,66,60,44,57,52,53,40,12,3,399
21304157509,75,87,35,43,85,82,37,11,0,451
21304157510,93,92,33,51,104,61,25,14,0,466
21304157511,28,18,38,33,34,17,18,12,0,203
21304157512,183,93,46,153,115,50,31,32,0,711
21304157513,101,102,50,66,92,63,19,11,0,507
21304157514,76,50,39,57,56,36,33,5,0,347
21304157515,47,38,34,29,43,27,17,0,0,239
21304157516,96,45,67,90,54,40,18,12,0,410
21304157517,60,44,34,42,47,40,25,11,0,295
21304157518,177,123,82,108,144,83,51,15,4,788
21304157519,97,101,37,66,101,46,39,7,3,501
21304157520,51,62,55,34,44,84,35,8,6,380
21304157521,144,105,99,120,89,63,29,15,0,670
21304157522,51,84,31,34,83,43,30,10,0,360
21304157523,40,53,32,27,58,44,40,18,0,306
21304157524,85,83,63,58,71,45,36,9,0,443
21304157525,73,47,47,51,62,49,26,18,7,384
21304157526,114,84,90,88,87,68,42,15,0,586
21304157527,85,77,56,69,89,47,32,11,6,476
21304157528,152,82,111,114,83,29,27,12,0,613
21304157529,60,56,42,46,70,37,7,5,0,320
21304157530,128,52,93,81,54,25,16,11,0,465
21304157531,68,61,60,47,56,61,41,19,4,425
21304157532,68,69,43,40,64,66,19,6,3,379
