LGA_CODE_2021,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_UOLSE_VWorW,FOL_IAL_Tot_UOLSE_NWorNAA,FOL_IAL_Tot_UOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_UOLSE_VWorW,FOL_Italian_UOLSE_NWorNAA,FOL_Italian_UOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japan_SEO,FOL_Japan_UOLSE_VWorW,FOL_Japan_UOLSE_NWorNAA,FOL_Japan_UOLSE_Tot,FOL_Japan_NS,FOL_Japan_Tot,FOL_Khmer_SEO,FOL_Khmer_UOLSE_VWorW,FOL_Khmer_UOLSE_NWorNAA,FOL_Khmer_UOLSE_Tot,FOL_Khmer_NS,FOL_Khmer_Tot,FOL_Korean_SEO,FOL_Korean_UOLSE_VWorW,FOL_Korean_UOLSE_NWorNAA,FOL_Korean_UOLSE_Tot,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedon_SEO,FOL_Macedon_UOLSE_VWorW,FOL_Macedon_UOLSE_NWorNAA,FOL_Macedon_UOLSE_Tot,FOL_Macedon_NS,FOL_Macedon_Tot,FOL_Malayalam_SEO,FOL_Malayalam_UOLSE_VWorW,FOL_Malayalam_UOLSE_NWorNAA,FOL_Malayalam_UOLSE_Tot,FOL_Malayalam_NS,FOL_Malayalam_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_UOLSE_VWorW,FOL_Persian_ED_UOLSE_NWorNAA,FOL_Persian_ED_UOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_UOLSE_VWorW,FOL_Polish_UOLSE_NWorNAA,FOL_Polish_UOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Portuguese_SEO,FOL_Portuguese_UOLSE_VWorW,FOL_Portuguese_UOLSE_NWorNAA,FOL_Portuguese_UOLSE_Tot,FOL_Portuguese_NS,FOL_Portuguese_Tot,FOL_Russian_SEO,FOL_Russian_UOLSE_VWorW,FOL_Russian_UOLSE_NWorNAA,FOL_Russian_UOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_UOLSE_VWorW,FOL_Samoan_UOLSE_NWorNAA,FOL_Samoan_UOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_UOLSE_VWorW,FOL_Serbian_UOLSE_NWorNAA,FOL_Serbian_UOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipin_SEO,FOL_SAL_Filipin_UOLSE_VWorW,FOL_SAL_Filipin_UOLSE_NWorNAA,FOL_SAL_Filipin_UOLSE_Tot,FOL_SAL_Filipin_NS,FOL_SAL_Filipin_Tot,FOL_SAL_Indon_SEO,FOL_SAL_Indon_UOLSE_VWorW,FOL_SAL_Indon_UOLSE_NWorNAA,FOL_SAL_Indon_UOLSE_Tot,FOL_SAL_Indon_NS,FOL_SAL_Indon_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_UOLSE_VWorW,FOL_SAL_Tagalog_UOLSE_NWorNAA,FOL_SAL_Tagalog_UOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_UOLSE_VWorW,FOL_SAL_Oth_UOLSE_NWorNAA,FOL_SAL_Oth_UOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_UOLSE_VWorW,FOL_SAL_Tot_UOLSE_NWorNAA,FOL_SAL_Tot_UOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_UOLSE_VWorW,FOL_Spanish_UOLSE_NWorNAA,FOL_Spanish_UOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_UOLSE_VWorW,FOL_Tamil_UOLSE_NWorNAA,FOL_Tamil_UOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_UOLSE_VWorW,FOL_Thai_UOLSE_NWorNAA,FOL_Thai_UOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_UOLSE_VWorW,FOL_Turkish_UOLSE_NWorNAA,FOL_Turkish_UOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_UOLSE_VWorW,FOL_Vietnamese_UOLSE_NWorNAA,FOL_Vietnamese_UOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_UOLSE_VWorW,FOL_Oth_UOLSE_NWorNAA,FOL_Oth_UOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_UOLSE_VWorW,FOL_Tot_UOLSE_NWorNAA,FOL_Tot_UOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LUatH_NS_SEO,F_LUatH_NS_UOLSE_VWorW,F_LUatH_NS_UOLSE_NWorNAA,F_LUatH_NS_UOLSE_Tot,F_LUatH_NS_NS,F_LUatH_NS_Tot,F_Tot_SEO,F_Tot_UOLSE_VWorW,F_Tot_UOLSE_NWorNAA,F_Tot_UOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_UOLSE_VWorW,PSEO_UOLSE_NWorNAA,PSEO_UOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_UOLSE_VWorW,POL_Afrikaans_UOLSE_NWorNAA,POL_Afrikaans_UOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_UOLSE_VWorW,POL_Arabic_UOLSE_NWorNAA,POL_Arabic_UOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_UOLSE_VWorW,POL_AIndLng_UOLSE_NWorNAA,POL_AIndLng_UOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Canton_SEO,POL_CL_Canton_UOLSE_VWorW,POL_CL_Canton_UOLSE_NWorNAA,POL_CL_Canton_UOLSE_Tot,POL_CL_Canton_NS,POL_CL_Canton_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_UOLSE_VWorW,POL_CL_Mandarin_UOLSE_NWorNAA,POL_CL_Mandarin_UOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot
LGA33360,0,10,..,205,23,223,0,225,..,40,0,40,0,40,..,17,0,17,0,17,..,12,0,20,0,20,..,15,0,13,0,13,..,5,0,5,0,5,..,30,0,34,0,34,..,14,0,17,0,17,..,24,0,23,0,23,..,8,5,10,0,10,..,30,5,38,0,38,..,9,0,9,0,9,..,7,0,7,0,7,..,176,12,189,6,191,..,36,7,40,0,40,..,213,8,218,0,217,..,35,5,39,0,39,..,456,29,483,4,483,..,75,4,83,0,83,..,45,5,52,0,52,..,71,16,87,0,89,..,3,0,3,0,3,..,23,8,33,0,33,..,250,22,275,9,286,..,1757,158,1918,23,1937,..,83,4,83,1824,1906,27458,1836,162,2002,1848,31301,55537,..,..,..,..,55537,..,412,3,414,5,419,..,62,6,63,0,68,..,29,0,34,0,34,..,24,7,34,0,34,..,109,23,125,4,133
LGA33430,0,156,..,3767,268,4039,20,4057,..,1074,78,1148,8,1162,..,2926,534,3461,16,3481,..,87,21,107,0,107,..,1503,544,2049,16,2065,..,180,25,203,4,207,..,466,40,506,6,518,..,489,57,551,5,558,..,595,48,648,0,649,..,2446,197,2640,27,2664,..,923,122,1048,13,1054,..,311,15,327,3,329,..,543,85,631,3,628,..,978,28,1008,3,1015,..,485,36,522,6,524,..,1383,31,1415,8,1419,..,360,13,373,3,375,..,3210,106,3315,23,3335,..,2426,214,2637,24,2659,..,208,12,216,0,217,..,1079,181,1258,3,1265,..,272,46,318,3,320,..,689,180,867,4,879,..,5327,600,5925,112,6040,..,40205,5708,45910,393,46307,..,1232,155,1386,17477,18864,256489,41434,5860,47297,17870,321659,501988,..,..,..,..,501988,..,1737,30,1768,7,1775,..,1666,171,1834,15,1850,..,246,11,252,0,252,..,2640,691,3335,20,3353,..,8975,2651,11631,94,11721
LGA33610,0,0,..,29,0,34,0,34,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,15,0,15,0,15,..,0,0,0,0,0,..,15,5,18,0,18,..,0,0,0,0,0,..,30,5,31,0,31,..,4,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,10,0,10,0,10,..,147,15,162,0,163,..,14,0,10,414,424,4557,160,16,173,414,5144,9059,..,..,..,..,9059,..,50,3,53,0,53,..,0,0,0,0,0,..,16,0,16,0,16,..,12,4,19,0,19,..,32,6,42,0,42
LGA33620,0,0,..,58,0,60,0,60,..,30,0,30,0,30,..,18,0,23,0,23,..,0,0,0,0,0,..,9,6,8,0,12,..,0,0,0,0,0,..,10,0,10,0,10,..,7,0,7,0,7,..,8,0,8,0,8,..,4,0,4,0,4,..,16,5,14,0,14,..,0,0,0,0,0,..,0,0,6,0,6,..,45,0,45,0,40,..,17,0,17,0,17,..,63,0,63,3,70,..,21,0,17,0,23,..,142,0,145,6,147,..,23,0,21,0,21,..,6,0,6,0,3,..,28,8,37,0,37,..,0,0,0,0,0,..,19,7,18,0,18,..,148,14,170,0,168,..,769,70,836,13,849,..,56,4,58,1616,1675,24311,825,73,898,1627,26833,48214,..,..,..,..,48214,..,107,3,117,0,117,..,24,6,27,0,27,..,17,0,17,0,17,..,9,3,9,0,9,..,73,21,101,0,99
LGA33800,0,0,..,8,0,8,0,8,..,141,37,181,0,180,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,17,0,17,..,3,0,3,0,3,..,9,0,9,0,9,..,0,0,3,0,3,..,31,0,38,0,38,..,9,0,9,0,9,..,0,0,0,0,0,..,4,3,6,0,6,..,0,0,0,0,0,..,4,0,9,0,9,..,31,5,39,0,37,..,259,54,309,5,319,..,17,0,17,367,380,4667,275,54,324,371,5365,9487,..,..,..,..,9487,..,0,0,0,0,0,..,0,0,0,0,0,..,25,0,31,0,31,..,5,4,13,0,15,..,7,0,15,5,15
LGA33830,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,247,10,257,16,271,..,258,10,265,16,283,..,5,3,6,19,25,161,261,15,271,39,472,320,..,..,..,..,320,..,0,0,0,0,0,..,0,0,0,0,0,..,530,14,548,36,587,..,0,0,0,0,0,..,0,0,0,0,0
LGA33960,0,117,..,2469,216,2686,30,2713,..,92,10,100,0,100,..,144,13,161,0,160,..,28,9,30,0,30,..,153,62,208,3,211,..,17,0,19,0,19,..,692,39,739,8,744,..,120,12,133,0,133,..,101,18,118,0,118,..,142,28,176,8,182,..,105,13,116,0,116,..,2100,177,2277,32,2311,..,63,12,74,0,74,..,447,18,470,3,474,..,100,13,103,0,103,..,776,15,793,0,793,..,143,0,145,0,147,..,1462,47,1514,6,1516,..,573,87,661,8,671,..,231,27,259,0,261,..,216,50,265,6,272,..,41,11,48,0,48,..,740,398,1139,10,1156,..,3360,608,3967,77,4043,..,14621,2135,16754,205,16963,..,506,64,573,5982,6550,92469,15126,2199,17327,6189,115979,182849,..,..,..,..,182849,..,517,8,523,0,529,..,547,77,622,5,630,..,229,6,240,0,240,..,319,59,383,6,389,..,876,272,1143,19,1166
LGA33980,0,0,..,59,13,70,0,70,..,5,0,5,0,5,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,3,8,0,8,..,6,3,6,0,6,..,5,0,5,0,5,..,0,0,0,0,0,..,50,0,57,0,55,..,7,0,7,0,7,..,87,3,86,0,91,..,10,0,13,0,13,..,155,5,159,0,165,..,27,0,36,0,36,..,0,0,0,0,0,..,24,10,28,0,28,..,0,0,0,0,0,..,0,0,5,0,5,..,85,9,95,0,96,..,486,52,539,5,545,..,29,4,34,1401,1438,7680,516,56,571,1407,9663,16392,..,..,..,..,16392,..,80,8,86,3,91,..,7,0,7,0,10,..,27,0,27,0,27,..,10,4,13,0,11,..,31,5,39,0,44
LGA34420,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,13,..,11,0,12,4,13,..,0,0,0,50,55,480,13,0,13,60,554,926,..,..,..,..,926,..,0,0,0,0,0,..,0,0,0,0,0,..,25,0,22,9,32,..,0,0,0,0,0,..,0,0,0,0,0
LGA34530,0,3,..,19,0,22,0,24,..,17,3,20,0,20,..,18,0,21,0,21,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,4,0,4,0,4,..,7,0,7,0,7,..,3,0,5,0,5,..,19,0,16,0,16,..,0,0,0,0,0,..,5,0,5,0,5,..,33,0,33,0,33,..,0,0,6,0,6,..,46,0,49,0,49,..,5,0,5,0,5,..,87,4,92,0,92,..,18,3,19,0,19,..,0,0,0,0,0,..,33,0,31,0,31,..,0,0,0,0,0,..,12,3,16,0,20,..,101,12,110,0,115,..,540,46,583,7,591,..,47,3,48,1186,1236,17316,584,49,632,1193,19139,34555,..,..,..,..,34555,..,114,5,122,0,122,..,12,0,12,0,12,..,46,3,51,6,50,..,10,8,19,0,19,..,34,10,42,0,42
LGA34570,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,182,7,187,9,196,..,182,7,187,9,196,..,0,0,5,34,37,71,184,6,193,41,304,148,..,..,..,..,148,..,0,0,0,0,0,..,0,0,0,0,0,..,379,14,389,15,403,..,0,0,0,0,0,..,0,0,0,0,0
LGA34580,0,4,..,166,20,187,0,189,..,16,0,19,0,19,..,40,6,53,0,53,..,6,0,5,0,5,..,27,16,45,0,45,..,0,0,0,0,0,..,4,0,4,0,4,..,6,0,4,0,4,..,9,0,9,0,9,..,4,0,4,0,4,..,14,3,11,0,11,..,6,0,5,0,5,..,0,0,0,0,0,..,37,0,42,0,42,..,20,4,22,0,22,..,41,5,37,0,37,..,11,0,11,0,11,..,108,3,112,0,112,..,38,7,45,0,45,..,9,0,9,0,9,..,30,3,35,0,35,..,7,4,14,0,14,..,31,20,56,5,54,..,291,50,346,12,353,..,1199,320,1518,23,1542,..,51,3,61,1384,1451,17727,1254,325,1574,1410,20714,35429,..,..,..,..,35429,..,51,0,51,0,51,..,92,27,122,0,118,..,12,5,15,0,15,..,77,11,88,0,88,..,278,233,517,3,518
LGA34590,0,155,..,4259,441,4695,57,4757,..,180,15,200,4,206,..,254,24,277,3,277,..,531,299,826,13,833,..,622,268,895,8,902,..,44,8,56,0,56,..,265,11,275,4,276,..,245,96,343,0,343,..,182,26,206,4,213,..,184,34,211,3,214,..,242,36,275,0,275,..,2154,183,2338,26,2367,..,315,79,394,0,393,..,678,21,698,9,706,..,221,28,252,6,257,..,969,26,996,9,1002,..,204,22,224,0,226,..,2074,104,2172,22,2193,..,764,110,873,18,892,..,191,19,209,0,215,..,295,87,384,0,389,..,172,45,222,6,221,..,600,308,912,4,912,..,7619,2450,10067,137,10204,..,25990,5865,31850,364,32221,..,898,221,1114,10435,11548,131017,26886,6082,32966,10794,174777,259262,..,..,..,..,259262,..,604,15,617,8,624,..,2359,506,2866,31,2896,..,260,12,269,6,271,..,1196,358,1551,21,1572,..,2908,999,3908,41,3945
LGA34710,0,0,..,5,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,22,0,27,0,27,..,54,5,66,0,66,..,5,0,3,219,219,1556,61,7,71,219,1848,3072,..,..,..,..,3072,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,6,4,0,4,..,8,0,8,0,8
LGA34770,0,17,..,377,30,413,7,418,..,95,3,98,0,101,..,40,0,48,0,46,..,7,0,7,0,7,..,24,9,29,0,29,..,0,0,0,0,0,..,90,11,96,0,101,..,18,0,20,4,17,..,23,0,22,0,22,..,40,10,53,0,53,..,36,0,40,0,40,..,22,0,27,0,25,..,12,0,12,0,12,..,301,11,314,0,314,..,27,3,35,0,35,..,500,17,513,5,525,..,54,0,58,0,58,..,880,38,910,5,920,..,90,10,102,0,101,..,31,0,34,0,34,..,143,29,168,0,172,..,5,0,5,0,5,..,37,15,58,0,59,..,780,57,832,16,847,..,3538,323,3859,55,3918,..,221,23,243,4559,4805,51769,3767,338,4108,4615,60494,103403,..,..,..,..,103403,..,634,16,653,3,653,..,62,14,76,6,82,..,185,3,189,0,191,..,85,40,126,0,126,..,302,85,391,0,389
LGA34800,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,51,51,321,3,0,3,51,380,660,..,..,..,..,660,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
LGA34830,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,74,7,77,0,77,..,78,7,79,0,79,..,0,0,0,19,19,115,78,7,79,19,216,235,..,..,..,..,235,..,0,0,0,0,0,..,0,0,0,0,0,..,131,11,146,0,146,..,0,0,0,0,0,..,0,0,0,0,0
LGA34860,0,0,..,30,4,28,0,28,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,4,..,0,4,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,29,0,29,0,29,..,4,0,4,0,4,..,48,0,50,0,50,..,4,0,4,0,4,..,80,0,87,0,87,..,4,0,4,0,4,..,3,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,0,0,0,..,49,5,54,4,56,..,233,21,254,7,262,..,13,0,13,682,697,5474,245,21,263,687,6424,10903,..,..,..,..,10903,..,21,0,21,0,21,..,11,3,11,0,11,..,16,6,19,0,19,..,3,0,3,0,3,..,32,3,36,0,36
LGA34880,0,0,..,44,5,53,0,53,..,273,60,331,6,338,..,32,5,43,0,45,..,0,0,0,0,0,..,3,0,7,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,3,4,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,4,0,3,0,3,..,6,0,6,0,6,..,23,3,27,0,27,..,16,0,16,0,16,..,9,0,11,0,11,..,15,9,21,0,21,..,72,7,80,0,80,..,27,5,33,0,35,..,0,0,3,0,3,..,34,7,40,0,40,..,0,0,0,0,0,..,8,3,12,0,12,..,215,24,236,0,240,..,1043,170,1214,21,1236,..,51,7,54,1047,1107,8428,1099,178,1276,1072,10772,17006,..,..,..,..,17006,..,106,8,114,3,111,..,4,0,4,0,4,..,111,5,114,0,114,..,18,7,23,0,23,..,108,35,150,0,149
LGA35010,0,125,..,3193,311,3503,34,3539,..,530,49,583,11,595,..,357,51,413,0,411,..,53,18,70,0,70,..,357,154,510,8,512,..,37,0,40,0,38,..,433,24,459,0,457,..,189,28,215,0,216,..,259,23,277,0,284,..,321,38,362,7,367,..,312,38,353,5,355,..,1106,93,1199,6,1206,..,78,5,88,0,84,..,889,35,921,3,926,..,169,12,187,5,191,..,1280,36,1317,4,1321,..,246,8,255,0,256,..,2591,92,2682,15,2700,..,832,89,919,0,922,..,154,13,167,5,171,..,508,128,637,5,645,..,53,5,58,0,59,..,303,81,384,0,390,..,3492,456,3949,76,4022,..,19385,2401,21788,207,21996,..,802,61,864,9709,10583,210928,20189,2463,22659,9923,243506,412761,..,..,..,..,412761,..,2049,29,2073,11,2087,..,814,183,991,4,1002,..,303,13,314,0,315,..,574,153,723,10,733,..,1737,767,2503,26,2534
LGA35250,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,163,0,163,3,169,..,177,0,177,3,182,..,0,0,0,54,54,303,177,0,177,56,530,575,..,..,..,..,575,..,0,0,0,0,0,..,0,0,0,0,0,..,318,0,320,8,330,..,0,0,0,0,0,..,0,0,0,0,0
LGA35300,0,0,..,77,14,85,3,91,..,12,5,19,0,19,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,31,0,33,0,31,..,0,0,0,0,0,..,10,0,10,0,10,..,11,0,11,0,11,..,6,0,6,0,6,..,21,0,21,0,21,..,4,0,4,0,4,..,91,9,103,0,103,..,18,0,15,0,15,..,109,3,119,0,116,..,29,0,29,0,29,..,253,11,264,5,267,..,16,0,17,0,17,..,9,0,13,0,13,..,22,3,22,0,22,..,0,0,5,0,5,..,9,0,10,0,10,..,278,16,287,3,292,..,904,62,971,8,981,..,57,9,63,756,822,7267,962,72,1038,769,9072,15027,..,..,..,..,15027,..,110,7,116,0,116,..,12,3,16,0,16,..,90,5,99,3,104,..,14,7,20,0,20,..,43,7,53,0,53
LGA35600,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,4,4,0,4,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,12,4,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,18,48,64,0,66,..,17,4,21,0,21,..,66,51,118,0,121,..,0,0,3,233,240,1700,68,56,123,236,2056,3280,..,..,..,..,3280,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,4,0,4,..,11,0,11,0,11
LGA35670,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,67,5,65,6,67,..,70,4,71,6,78,..,10,0,12,77,88,278,75,4,82,86,447,573,..,..,..,..,573,..,0,0,0,0,0,..,0,0,0,0,0,..,107,4,112,3,118,..,0,0,0,0,0,..,0,0,0,0,0
LGA35740,0,7,..,55,3,57,0,63,..,98,4,101,0,104,..,58,6,58,0,63,..,7,0,7,0,7,..,23,5,29,0,31,..,4,0,4,0,4,..,11,0,9,0,9,..,0,0,0,0,0,..,34,0,37,0,37,..,147,10,155,6,157,..,28,0,27,0,27,..,0,0,0,0,0,..,10,0,9,0,9,..,39,0,39,0,39,..,19,5,21,0,21,..,48,3,49,0,49,..,16,0,16,0,16,..,125,8,127,0,127,..,153,14,162,3,162,..,4,0,4,0,4,..,62,5,74,0,75,..,3,0,3,0,3,..,26,6,33,0,34,..,311,16,332,9,332,..,1712,105,1818,22,1840,..,72,9,74,1492,1570,25545,1783,113,1898,1519,28958,49844,..,..,..,..,49844,..,105,0,105,0,105,..,12,3,12,0,12,..,22,0,22,0,22,..,24,10,36,0,36,..,77,17,89,0,89
