LGA_CODE_2021,A75_84_L_PinE_NS_19,A75_84_L_PinE_NS_20,A75_84_L_PinE_NS_21,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B_05,A75_84_T_05_10,A75_84_T_11_15,A75_84_T_16,A75_84_T_17,A75_84_T_18,A75_84_T_19,A75_84_T_20,A75_84_T_21,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B_05,A85ov_SEO_05_10,A85ov_SEO_11_15,A85ov_SEO_16,A85ov_SEO_17,A85ov_SEO_18,A85ov_SEO_19,A85ov_SEO_20,A85ov_SEO_21,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_UOLSE_VWW_B_05,A85ov_UOLSE_VWW_05_10,A85ov_UOLSE_VWW_11_15,A85ov_UOLSE_VWW_16,A85ov_UOLSE_VWW_17,A85ov_UOLSE_VWW_18,A85ov_UOLSE_VWW_19,A85ov_UOLSE_VWW_20,A85ov_UOLSE_VWW_21,A85ov_UOLSE_VWW_YNS,A85ov_UOLSE_VWW_T,A85ov_UOLSE_NWNAA_B_05,A85ov_UOLSE_NWNAA_05_10,A85ov_UOLSE_NWNAA_11_15,A85ov_UOLSE_NWNAA_16,A85ov_UOLSE_NWNAA_17,A85ov_UOLSE_NWNAA_18,A85ov_UOLSE_NWNAA_19,A85ov_UOLSE_NWNAA_20,A85ov_UOLSE_NWNAA_21,A85ov_UOLSE_NWNAA_YNS,A85ov_UOLSE_NWNAA_T,A85ov_UOLSE_PinE_NS_B_05,A85ov_UOLSE_PinE_NS_05_10,A85ov_UOLSE_PinE_NS_11_15,A85ov_UOLSE_PinE_NS_16,A85ov_UOLSE_PinE_NS_17,A85ov_UOLSE_PinE_NS_18,A85ov_UOLSE_PinE_NS_19,A85ov_UOLSE_PinE_NS_20,A85ov_UOLSE_PinE_NS_21,A85ov_UOLSE_PinE_NS_YNS,A85ov_UOLSE_PinE_NS_T,A85ov_UOLSE_T_B_05,A85ov_UOLSE_T_05_10,A85ov_UOLSE_T_11_15,A85ov_UOLSE_T_16,A85ov_UOLSE_T_17,A85ov_UOLSE_T_18,A85ov_UOLSE_T_19,A85ov_UOLSE_T_20,A85ov_UOLSE_T_21,A85ov_UOLSE_T_YNS,A85ov_UOLSE_T_T,A85ov_L_PinE_NS_B_05,A85ov_L_PinE_NS_05_10,A85ov_L_PinE_NS_11_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_17,A85ov_L_PinE_NS_18,A85ov_L_PinE_NS_19,A85ov_L_PinE_NS_20,A85ov_L_PinE_NS_21,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B_05,A85ov_T_05_10,A85ov_T_11_15,A85ov_T_16,A85ov_T_17,A85ov_T_18,A85ov_T_19,A85ov_T_20,A85ov_T_21,A85ov_T_YNS,A85ov_T_T,T_SEO_B_05,T_SEO_05_10,T_SEO_11_15,T_SEO_16,T_SEO_17,T_SEO_18,T_SEO_19,T_SEO_20,T_SEO_21,T_SEO_YNS,T_SEO_T,T_UOLSE_VWW_B_05,T_UOLSE_VWW_05_10,T_UOLSE_VWW_11_15,T_UOLSE_VWW_16,T_UOLSE_VWW_17,T_UOLSE_VWW_18,T_UOLSE_VWW_19,T_UOLSE_VWW_20,T_UOLSE_VWW_21,T_UOLSE_VWW_YNS,T_UOLSE_VWW_T,T_UOLSE_NWNAA_B_05,T_UOLSE_NWNAA_05_10,T_UOLSE_NWNAA_11_15,T_UOLSE_NWNAA_16,T_UOLSE_NWNAA_17,T_UOLSE_NWNAA_18,T_UOLSE_NWNAA_19,T_UOLSE_NWNAA_20,T_UOLSE_NWNAA_21,T_UOLSE_NWNAA_YNS,T_UOLSE_NWNAA_T,T_UOLSE_PinE_NS_B_05,T_UOLSE_PinE_NS_05_10,T_UOLSE_PinE_NS_11_15,T_UOLSE_PinE_NS_16,T_UOLSE_PinE_NS_17,T_UOLSE_PinE_NS_18,T_UOLSE_PinE_NS_19,T_UOLSE_PinE_NS_20,T_UOLSE_PinE_NS_21,T_UOLSE_PinE_NS_YNS,T_UOLSE_PinE_NS_T,T_UOLSE_T_B_05,T_UOLSE_T_05_10,T_UOLSE_T_11_15,T_UOLSE_T_16,T_UOLSE_T_17,T_UOLSE_T_18,T_UOLSE_T_19,T_UOLSE_T_20,T_UOLSE_T_21,T_UOLSE_T_YNS,T_UOLSE_T_T,T_L_PinE_NS_B_05,T_L_PinE_NS_05_10,T_L_PinE_NS_11_15,T_L_PinE_NS_16,T_L_PinE_NS_17,T_L_PinE_NS_18,T_L_PinE_NS_19,T_L_PinE_NS_20,T_L_PinE_NS_21,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B_05,T_T_05_10,T_T_11_15,T_T_16,T_T_17,T_T_18,T_T_19,T_T_20,T_T_21,T_T_YNS,T_T_T
LGA35780,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,5,0,0,0,0,0,0,0,43,7,4,4,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,43,16,9,0,0,0,0,0,0,3,68
LGA35790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,4,19,4,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,5,4,0,0,5,35
LGA35800,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,48,0,13,0,0,0,0,0,3,0,64,6,3,3,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,3,5,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,55,7,18,0,0,0,0,0,4,5,84
LGA36070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,12,9,5,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,0,0,0,6,0,0,22
LGA36150,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,3,0,0,0,0,0,0,0,0,29,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,26,4,0,0,0,0,3,0,0,0,39
LGA36250,0,0,0,25,33,3064,131,49,11,16,13,20,9,0,160,3483,679,34,10,0,0,0,0,0,0,94,819,160,5,0,0,0,0,0,0,0,31,208,72,0,0,0,0,0,0,0,0,23,95,0,0,0,0,0,0,0,0,0,8,5,233,9,0,0,0,0,0,0,0,61,310,3,0,0,0,0,0,0,0,0,48,55,916,39,16,0,0,0,3,0,0,203,1176,17779,4962,2783,369,313,331,350,136,84,657,27763,3354,1946,1361,271,240,268,257,119,38,174,8029,346,87,82,38,22,30,67,32,5,50,758,5,0,4,0,0,0,5,0,0,13,30,3704,2032,1446,309,266,294,329,149,44,237,8816,27,3,0,0,0,0,0,0,0,98,135,21510,6995,4234,677,578,620,684,287,130,997,36718
LGA36300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,3,0,0,4,0,0,0,0,24,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,19,8,3,0,0,4,0,3,0,0,31
LGA36370,0,0,0,0,0,382,5,10,0,0,0,9,0,0,27,431,86,3,0,0,0,0,0,0,0,9,98,10,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,5,20,3,0,0,0,0,0,0,0,0,0,3,100,5,0,0,0,0,0,0,0,11,120,2426,574,420,100,77,55,103,76,23,146,3995,487,1026,847,193,235,237,264,122,53,53,3523,46,193,110,16,32,61,81,36,12,26,610,0,0,3,0,6,0,3,0,0,0,16,537,1226,959,207,268,297,351,162,67,78,4156,4,3,0,0,0,0,0,0,0,20,30,2976,1806,1379,307,342,349,458,238,88,241,8180
LGA36510,0,0,0,6,13,634,20,9,10,4,0,3,0,0,43,717,133,3,0,0,0,0,0,0,0,9,147,30,4,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,33,4,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,13,13,163,4,0,0,0,0,0,0,0,29,193,3907,597,329,54,58,40,62,26,11,233,5315,465,156,124,30,35,44,51,13,3,24,955,27,3,11,6,3,12,31,9,0,3,110,0,0,0,0,0,0,0,0,0,0,6,500,164,135,31,42,54,80,27,10,30,1073,8,0,0,0,0,0,0,0,0,61,68,4417,761,465,89,96,95,142,54,18,326,6459
LGA36580,0,0,0,0,0,314,5,0,0,0,0,5,3,0,8,340,34,0,0,0,0,0,0,0,0,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,39,0,0,0,0,0,0,0,0,7,44,1798,223,142,12,16,13,20,11,9,103,2341,198,99,145,66,67,80,126,57,12,27,882,43,19,21,5,10,9,15,16,5,7,148,0,0,3,4,5,0,0,0,0,3,13,235,125,174,75,77,86,144,70,25,34,1041,0,0,0,0,0,0,0,0,0,10,8,2034,344,313,91,91,96,165,77,28,147,3392
LGA36630,0,0,0,0,0,439,3,3,0,0,0,0,0,0,26,473,78,0,0,0,0,0,0,0,0,0,80,9,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,96,1922,160,74,18,28,19,23,15,3,138,2396,187,142,122,28,24,40,63,31,38,14,685,18,6,4,0,0,17,26,12,0,0,89,0,0,0,0,0,0,0,0,0,0,3,203,148,121,28,25,54,92,46,40,21,777,11,0,0,0,0,0,0,0,0,3,14,2133,306,200,53,54,71,113,57,39,160,3189
LGA36660,0,0,0,0,0,514,3,5,0,0,0,0,0,0,19,545,76,0,4,0,0,0,0,0,0,7,89,27,0,0,0,0,0,0,0,0,4,29,25,0,0,0,0,0,0,0,0,0,26,4,0,0,0,0,0,0,0,0,0,4,53,0,0,0,0,0,0,0,0,3,62,0,0,0,0,0,0,0,0,0,0,0,130,0,4,0,0,0,0,0,0,13,146,2088,169,136,20,16,12,17,13,0,106,2575,401,133,133,40,38,60,86,53,0,17,964,71,16,17,6,7,16,24,14,0,11,177,4,0,0,0,0,0,0,0,0,0,3,475,148,151,47,46,76,108,63,0,28,1142,4,0,0,0,0,0,0,0,0,3,4,2560,314,289,67,55,91,126,78,0,136,3728
LGA36720,0,0,0,28,35,6039,270,109,22,19,30,31,9,4,261,6792,1697,51,31,0,3,0,4,0,0,151,1934,288,0,0,0,0,0,0,0,0,28,315,52,0,3,0,0,5,0,0,0,21,82,4,0,0,0,0,0,0,0,0,5,6,346,0,4,0,0,5,0,0,0,46,407,14,0,0,0,0,0,0,0,0,49,58,2048,50,35,0,3,0,3,0,0,247,2400,33641,8830,5712,1086,1000,908,1130,589,260,1309,54477,4391,2894,3193,869,996,956,976,355,96,273,15003,255,107,160,63,58,85,137,71,19,58,1015,16,3,6,0,3,3,0,3,3,12,55,4672,3012,3360,932,1055,1043,1116,430,120,347,16075,34,6,4,0,3,4,5,0,0,146,204,38346,11850,9076,2020,2053,1960,2249,1011,382,1798,70749
LGA36820,0,0,0,0,4,459,14,0,0,0,0,0,0,0,29,502,95,0,0,0,0,0,3,0,0,19,117,21,0,0,0,0,0,0,0,0,0,26,4,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,0,0,0,0,0,3,29,0,0,0,0,0,0,0,0,4,38,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,3,0,0,24,154,2047,170,113,32,13,36,25,14,0,131,2589,299,103,101,24,24,43,70,43,26,30,773,26,6,6,3,0,0,10,0,9,11,74,3,0,0,0,0,0,0,0,0,3,8,331,105,112,31,25,53,80,47,38,42,857,8,0,0,0,0,0,0,0,0,9,16,2386,274,227,65,41,84,103,61,40,177,3461
LGA36910,0,0,0,5,8,1430,45,28,3,11,10,21,3,4,73,1620,349,9,6,0,0,0,0,0,0,37,398,67,0,0,0,0,0,0,0,0,9,79,15,0,0,0,0,0,0,0,0,5,26,0,0,0,0,0,0,0,0,0,0,0,82,0,4,0,0,0,0,0,0,13,102,0,0,0,0,0,0,0,0,0,5,11,433,11,7,0,0,0,3,0,0,58,514,7669,1414,1037,136,169,167,165,105,47,311,11230,1708,2194,2322,536,840,996,1283,376,92,177,10523,190,222,212,63,148,376,709,162,35,61,2176,7,7,10,0,0,6,5,4,0,15,53,1905,2419,2542,601,986,1376,1996,545,123,252,12749,16,8,3,0,0,3,0,0,0,40,74,9589,3843,3585,746,1158,1552,2168,649,171,599,24057
LGA36950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,18,18,6,0,5,0,0,0,3,146,39,17,22,5,5,5,13,0,0,6,103,3,0,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,46,17,25,5,6,6,12,3,0,8,115,0,0,0,0,0,0,0,0,0,0,0,133,36,38,7,8,12,14,3,0,15,266
LGA36960,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,3,0,0,25,48,9,7,0,4,0,0,0,0,17,76,24,0,0,0,0,0,0,0,0,3,30,0,0,0,0,0,0,0,0,0,0,0,72,9,7,0,4,0,0,0,0,25,112,0,0,0,0,0,0,0,0,0,0,0,88,6,8,0,4,0,0,3,0,27,137
LGA37010,0,0,0,5,10,1572,48,28,4,7,4,7,6,0,57,1734,301,11,3,0,0,0,0,0,0,22,334,80,5,0,0,0,0,0,0,0,9,97,45,0,0,0,0,0,0,0,0,6,57,0,0,0,0,0,0,0,0,0,0,0,127,4,0,0,0,0,0,0,0,13,150,0,0,0,0,0,0,0,0,0,15,18,430,9,0,0,3,0,0,0,0,45,500,10398,2379,1567,232,221,303,343,180,86,418,16121,2412,2545,1999,433,418,574,734,318,72,156,9657,240,167,180,46,66,115,180,86,17,49,1144,14,3,0,0,6,0,3,0,0,4,37,2670,2706,2186,478,492,695,911,405,93,205,10839,13,8,5,0,0,0,7,0,0,86,118,13074,5100,3755,702,710,998,1255,590,177,710,27077
LGA37300,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,48,27,5,3,9,5,3,0,10,242,35,51,27,3,3,6,8,8,0,5,149,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,41,55,31,7,3,6,8,9,0,6,160,0,0,0,0,0,0,0,0,0,0,0,185,99,60,8,3,16,9,10,0,14,406
LGA37310,0,0,0,0,0,133,0,0,0,0,0,0,0,0,14,149,30,0,0,0,0,0,0,0,0,3,35,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,3,41,942,190,143,26,34,27,51,14,3,71,1507,127,222,265,68,58,101,136,46,21,15,1073,9,12,14,0,4,4,11,5,0,3,62,5,0,3,0,0,0,0,0,0,5,13,138,232,281,71,68,112,145,52,28,24,1146,0,0,0,0,0,0,0,0,0,19,23,1076,422,416,102,101,138,194,68,25,119,2671
LGA37340,0,0,0,0,0,352,13,3,0,0,0,0,0,0,15,380,50,0,0,0,0,0,0,0,0,5,49,12,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,5,76,2447,487,418,91,84,83,121,78,18,119,3943,360,244,351,69,96,149,349,136,63,45,1868,33,18,26,4,10,21,51,23,17,15,221,3,0,0,0,0,0,0,0,4,6,17,393,259,379,77,112,170,404,153,87,61,2101,3,4,0,0,0,3,8,0,0,12,24,2851,753,796,170,193,254,528,231,109,193,6071
LGA37400,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4,3,0,0,0,0,0,0,0,45,4,0,3,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,36,6,9,0,0,0,5,0,0,3,57
LGA37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,9
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8
LGA37600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4
LGA39499,0,0,0,0,0,113,4,7,0,0,0,0,0,0,0,126,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,9,1096,174,131,35,19,47,110,77,61,72,1821,122,61,83,35,25,81,217,127,57,40,842,18,5,7,4,10,7,36,10,12,4,118,0,0,0,0,0,0,0,0,0,3,9,146,69,89,38,27,89,257,133,67,42,966,3,0,0,0,0,4,7,0,0,112,128,1245,239,223,69,47,138,371,213,124,230,2917
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,0,3,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,8,0,3,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,8,0,3,3,0,0,23
LGA40070,0,0,0,6,6,301,5,8,0,0,0,4,0,0,11,339,58,0,0,0,0,0,0,0,0,6,73,23,0,0,0,0,0,0,0,0,3,29,15,0,0,0,0,0,0,0,0,7,21,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,9,46,0,0,0,0,0,0,0,0,0,0,3,99,0,0,0,3,0,0,0,0,18,124,1759,302,314,106,116,154,202,160,52,68,3240,720,584,1295,635,842,933,1306,665,99,91,7168,94,51,108,49,99,136,225,102,19,31,908,0,0,0,0,0,0,0,0,0,0,10,810,640,1402,678,938,1066,1533,768,120,116,8085,4,0,4,0,0,0,0,0,0,33,42,2576,937,1725,788,1051,1226,1735,924,173,219,11360
LGA40120,0,0,0,0,0,719,7,10,0,0,0,5,5,0,25,772,174,0,0,0,0,0,0,5,0,13,198,49,0,0,0,0,0,0,0,0,0,49,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,8,61,5,0,0,0,0,0,0,0,0,0,10,238,0,0,0,0,0,0,5,0,25,266,4150,529,278,43,54,51,43,24,8,152,5336,691,251,170,41,63,32,56,22,0,31,1363,32,23,15,4,0,4,17,0,0,4,97,4,0,0,0,0,0,0,0,0,0,5,727,276,179,51,65,35,74,23,0,34,1463,7,0,0,0,0,0,0,0,0,0,19,4891,799,459,92,117,90,120,50,10,188,6816
LGA40150,0,0,0,0,0,115,0,0,0,0,0,0,0,0,3,128,18,0,0,0,0,0,0,0,0,0,17,9,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,5,40,799,65,24,0,5,0,0,7,0,26,921,120,30,27,3,4,9,22,51,5,13,280,33,3,12,0,3,0,7,7,0,5,82,0,0,0,0,0,0,0,0,0,0,6,161,36,41,7,7,9,30,66,0,15,366,0,0,0,0,0,0,0,0,0,0,0,957,102,59,9,12,9,32,69,0,38,1292
LGA40220,0,0,0,0,4,880,18,5,0,5,0,3,0,0,32,945,223,3,3,0,0,0,0,0,0,10,241,30,0,0,0,0,0,0,0,0,0,33,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,36,0,0,0,0,0,0,0,0,11,44,0,0,0,0,0,0,0,0,0,6,3,260,3,3,0,0,0,0,0,0,22,291,3409,312,170,33,24,10,13,16,5,154,4144,232,77,64,15,11,15,24,11,4,13,467,13,0,5,0,0,4,12,0,0,0,37,0,0,0,0,0,0,5,0,0,4,6,246,81,66,16,10,19,37,11,4,21,511,6,0,0,0,0,0,0,0,0,5,13,3664,390,231,52,35,27,46,23,11,183,4671
LGA40250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,5,0,0,0,3,0,0,0,33,5,9,3,0,0,4,8,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,0,0,4,8,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,21,16,6,0,0,4,8,0,0,6,61
