LGA_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
LGA65810,5,5,17,14,23,75,145,171,121,579,0,0,7,12,7,12,8,11,8,71,50,51,141,118,143,177,208,197,120,1195,575,1151,2661,2791,3274,3741,3374,1853,575,20000
LGA69499,6,4,5,9,3,8,8,7,0,48,0,0,0,0,3,0,0,0,0,8,19,16,49,50,48,60,72,8,3,325,74,119,228,197,203,199,163,31,3,1227
LGA69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,7,0,0,0,0,19
LGA70200,52,44,104,104,129,139,181,92,30,876,3,7,31,35,48,52,54,25,22,271,109,94,395,314,279,256,169,73,31,1718,697,1283,4874,4023,3310,3044,1700,603,175,19706
LGA70420,40,32,105,116,101,84,82,28,5,591,0,6,8,22,37,45,32,21,4,183,51,52,156,104,111,93,53,13,0,629,338,470,1155,832,720,638,337,100,10,4599
LGA70540,3,0,0,0,0,3,5,0,0,11,0,3,0,0,0,0,0,0,0,6,0,0,0,6,3,0,0,0,0,15,14,11,30,20,14,25,5,0,0,127
LGA70620,65,41,67,93,54,54,43,7,0,418,6,3,17,19,15,45,44,30,15,187,22,35,84,44,56,44,23,6,0,310,221,318,613,482,402,304,145,53,18,2544
LGA70700,0,0,0,10,3,13,11,3,0,44,0,0,0,0,0,3,4,0,0,4,14,9,46,31,38,65,57,26,3,277,36,43,126,113,176,269,215,79,6,1053
LGA71000,34,11,98,142,248,315,479,388,139,1856,0,11,59,70,85,107,118,84,38,576,307,523,1489,1098,903,718,506,265,109,5923,1730,5078,15984,12798,10262,8530,5830,2450,580,63233
LGA71150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,16,3,18,95,54,34,47,16,3,0,270
LGA71300,127,110,194,177,157,119,64,17,3,968,26,16,25,39,37,21,15,6,3,188,68,68,137,90,68,70,25,9,0,536,660,909,1569,1290,966,699,278,71,12,6441
LGA72200,12,7,29,25,37,53,67,42,12,288,0,0,10,7,16,17,23,7,4,80,95,94,290,240,204,196,112,46,17,1291,314,661,1852,1387,1180,1025,585,223,46,7269
LGA72300,11,15,42,58,69,102,142,81,24,536,9,12,16,13,23,22,24,10,0,134,114,125,289,323,398,336,257,86,12,1941,663,1387,2875,3071,3435,2948,1829,595,97,16896
LGA72330,66,67,197,210,207,135,77,22,6,976,3,7,17,29,19,27,34,14,4,158,31,47,121,81,79,62,32,6,0,462,291,519,1108,920,713,480,232,60,14,4339
LGA72800,12,8,40,80,89,139,150,95,34,650,0,4,12,20,34,29,34,15,7,155,178,252,696,584,445,297,188,87,35,2758,1053,2516,6887,6088,4600,3082,1679,559,159,26608
LGA73600,46,53,88,48,63,75,61,27,0,462,3,11,9,16,25,25,31,19,8,149,53,121,170,124,96,79,45,16,0,706,402,686,1153,878,751,556,304,83,12,4822
LGA74050,14,11,10,8,10,9,10,9,0,80,0,0,0,0,0,3,0,0,0,11,20,10,24,24,25,22,10,6,0,139,134,168,397,351,343,225,89,19,0,1720
LGA74550,17,18,34,21,35,38,23,5,0,188,0,0,0,0,3,8,35,11,4,68,44,39,57,28,64,52,36,8,0,325,223,268,492,299,322,235,170,50,13,2073
LGA74560,0,0,0,0,0,0,4,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,6,9,3,10,7,0,36,3,9,12,47,79,88,83,25,0,358
LGA74660,24,29,46,46,79,52,20,11,0,311,0,9,4,7,4,9,12,10,0,55,28,53,144,107,104,59,32,7,0,526,341,583,1245,929,766,484,171,41,4,4554
LGA74680,31,28,28,22,20,18,9,5,0,173,13,16,20,18,12,12,6,3,0,98,16,17,38,25,22,9,9,0,3,137,263,268,566,423,272,178,72,17,7,2071
LGA79399,0,0,7,21,26,20,43,8,4,124,0,4,4,0,4,5,0,0,0,16,60,94,265,255,180,159,84,27,5,1126,190,367,1144,1205,983,766,427,85,12,5165
LGA79499,4,8,20,28,27,27,14,3,0,132,0,3,0,0,4,3,4,0,0,28,37,79,223,220,278,226,100,14,0,1181,73,183,661,573,591,575,318,49,7,3031
LGA79799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,4,5,3,0,0,0,23,4,6,23,22,19,17,0,0,0,94
LGA89399,71,73,295,398,477,846,1548,1688,991,6392,18,50,274,234,261,289,271,286,155,1837,1139,1880,3716,2587,1954,1579,1674,1340,812,16679,11740,34128,77591,69249,56101,45308,35626,19330,7180,356251
LGA89499,0,0,4,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,7,17,35,25,22,18,5,0,130,34,81,108,104,77,78,34,10,4,530
LGA89799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99399,0,0,0,0,8,7,17,8,0,37,0,0,0,0,0,3,0,0,0,4,15,14,35,40,54,66,42,36,7,313,60,108,189,282,344,447,345,192,54,2019
LGA99499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,4,0,0,3,0,0,0,11
LGA99799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
