LGA_CODE_2021,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1or2_st_bl_NofB_0_ib,Flt_at_In_1or2_s_b_NofB_1,Flt_at_In_1or2_s_b_NofB_2,Flt_at_In_1or2_s_b_NofB_3,Flt_at_In_1or2_s_b_NofB_4,Flt_at_In_1or2_s_b_NofB_5,Flt_at_In_1or2_s_b_NoB_6_m,Flt_at_In_1or2_s_b_NoB_NS,Flt_at_In_1or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4to8_s_b_NofB_0_ib,Flt_apt_4to8_s_b_NofB_1,Flt_apt_4to8_s_b_NofB_2,Flt_apt_4to8_s_b_NofB_3,Flt_apt_4to8_s_b_NofB_4,Flt_apt_4to8_s_b_NofB_5,Flt_apt_4to8_s_b_NofB_6_m,Flt_apt_4to8_s_b_NofB_NS,Flt_apt_4to8_s_b_Total,Flt_apt_9_or_m_s_b_NofB_0_ib,Flt_apt_9_or_m_s_b_NofB_1,Flt_apt_9_or_m_s_b_NofB_2,Flt_apt_9_or_m_s_b_NofB_3,Flt_apt_9_or_m_s_b_NofB_4,Flt_apt_9_or_m_s_b_NofB_5,Flt_apt_9_or_m_s_b_NofB_6_m,Flt_apt_9_or_m_s_b_NofB_NS,Flt_apt_9_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
LGA35250,0,3,17,52,18,0,0,0,86,0,0,33,59,20,5,0,0,120,0,0,4,4,0,0,0,0,9,0,4,41,58,24,5,0,0,135,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,10,0,14,60,118,38,9,0,0,234
LGA35300,9,62,359,2828,1203,214,47,113,4832,8,225,479,133,18,0,0,18,881,0,23,58,36,4,0,0,8,127,8,242,536,171,20,0,0,26,1004,0,67,143,29,3,0,0,5,250,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,64,153,30,3,0,0,10,265,17,61,26,17,5,0,0,145,270,0,16,11,8,3,0,5,3,45,31,449,1083,3052,1234,224,53,287,6416
LGA35600,7,32,233,697,341,59,20,18,1409,0,19,11,4,0,0,0,0,29,0,0,0,0,0,0,0,0,5,0,19,11,6,0,0,0,0,29,0,10,21,6,0,0,0,9,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,6,0,0,0,9,51,0,3,6,4,3,0,0,0,17,0,0,5,9,6,0,0,0,22,9,69,276,722,351,60,21,28,1528
LGA35670,0,0,18,81,38,7,4,7,155,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,11,14,0,0,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,14,0,0,3,0,3,32,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,18,42,81,38,11,4,12,199
LGA35740,75,313,1584,7232,6481,1216,231,226,17361,23,102,450,335,14,0,4,26,949,0,58,863,648,61,10,0,22,1660,26,159,1310,985,71,14,6,40,2615,19,165,624,222,18,0,4,20,1066,0,29,275,106,3,0,0,7,420,0,4,38,129,0,0,0,0,168,0,0,0,0,0,0,0,0,0,3,18,9,3,3,3,0,0,43,23,213,940,455,21,3,4,32,1696,12,30,8,5,9,6,0,4,72,6,50,15,20,3,5,0,3,97,138,769,3865,8709,6586,1238,246,305,21847
LGA35760,33,122,621,1755,829,154,32,104,3656,0,18,30,3,0,0,0,3,56,0,0,3,0,0,0,0,0,6,0,18,35,9,0,0,0,5,63,0,12,34,10,0,0,0,4,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,34,7,0,0,0,4,64,10,36,3,4,6,7,0,19,95,0,5,5,6,6,4,0,0,25,46,198,708,1781,842,166,38,137,3903
LGA35780,0,15,83,242,134,22,9,14,530,0,15,42,4,0,4,0,0,63,0,0,12,0,0,0,0,0,8,0,15,52,0,0,4,0,0,78,0,5,8,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,4,0,0,0,0,18,7,17,3,11,3,0,0,3,37,0,4,11,0,0,0,0,9,22,9,47,155,262,136,26,9,32,678
LGA35790,0,7,78,194,109,15,4,12,427,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,6,34,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,34,0,0,0,0,0,40,0,3,8,0,0,0,0,0,17,0,0,0,0,0,0,0,0,3,0,21,118,200,110,15,9,14,491
LGA35800,4,50,152,258,96,22,23,17,628,0,20,8,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,20,8,0,0,0,0,0,28,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,7,5,0,0,0,0,3,30,0,5,0,0,3,0,0,0,5,9,85,169,260,100,29,23,23,694
LGA36070,0,0,45,57,22,7,0,0,131,0,0,10,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,14,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,57,57,27,7,0,0,153
LGA36150,0,10,38,108,61,10,10,3,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,15,0,3,0,0,0,0,0,0,6,0,3,5,0,0,5,0,0,13,0,14,53,108,64,16,14,7,279
LGA36250,77,464,2825,16194,22950,5360,891,519,49276,51,530,1704,932,143,20,5,67,3452,16,94,1051,1843,178,3,0,37,3231,73,622,2757,2774,328,21,5,101,6680,6,312,655,469,31,7,0,38,1522,12,9,189,131,4,0,0,3,347,0,44,337,193,30,4,0,3,619,0,0,0,0,0,0,0,0,0,5,18,32,7,10,3,3,0,75,29,379,1216,798,72,14,3,45,2559,26,67,49,12,3,0,0,11,170,3,17,21,12,12,0,0,6,73,200,1553,6865,19793,23366,5397,897,681,58756
LGA36300,0,9,22,105,44,9,7,8,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,15,8,0,0,0,29,0,16,23,119,50,12,9,8,243
LGA36370,65,426,3216,12043,8411,1446,327,432,26363,6,78,877,397,39,0,0,43,1446,10,157,221,126,19,3,0,18,545,16,232,1096,523,55,4,0,59,1987,13,209,683,205,27,5,5,35,1184,0,0,12,7,0,0,0,0,20,0,0,8,8,0,0,0,0,22,0,14,52,35,0,0,0,0,101,0,5,3,11,0,0,0,0,27,13,222,765,271,27,5,7,38,1348,16,63,21,15,7,0,0,7,135,9,15,10,11,13,3,4,11,72,111,952,5115,12862,8511,1462,341,559,29911
LGA36510,42,284,1431,5982,4849,1053,328,231,14212,20,94,368,178,17,3,0,21,699,10,17,89,108,3,0,0,7,238,27,114,464,281,19,6,0,30,938,0,0,25,9,0,0,0,0,28,0,3,10,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,5,29,11,0,0,0,0,51,27,94,21,19,17,0,4,5,187,0,6,3,9,9,5,3,5,45,98,502,1951,6299,4902,1068,333,271,15430
LGA36580,34,158,1060,3505,3172,501,167,186,8778,0,11,42,49,42,0,0,0,145,0,0,0,5,0,0,0,0,6,0,11,45,48,44,0,0,0,154,0,3,12,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,12,8,0,0,0,4,19,9,50,16,4,5,0,0,9,99,3,5,5,8,0,0,0,0,19,49,224,1140,3573,3214,501,169,199,9066
LGA36630,101,375,1680,5473,3132,561,146,244,11722,0,60,141,39,7,0,0,8,254,0,0,8,0,0,0,0,0,14,0,60,152,44,7,0,0,7,267,3,83,314,72,15,0,0,29,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,82,314,74,15,0,0,29,517,31,57,23,12,6,0,7,13,144,11,6,6,12,7,5,5,0,48,144,583,2170,5608,3164,566,155,291,12685
LGA36660,65,301,1664,5728,3931,697,170,232,12807,0,93,544,153,17,4,0,27,836,0,3,22,23,3,5,0,3,56,0,99,569,177,20,3,0,33,889,0,18,96,20,0,0,0,9,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,96,22,0,0,0,9,158,18,42,8,20,9,0,0,7,110,6,3,18,23,4,0,6,8,67,92,460,2359,5961,3972,709,176,296,14031
LGA36720,208,1241,6265,35395,40075,7538,1727,1062,93500,31,332,4723,3379,198,17,8,168,8855,37,418,2441,4217,528,34,12,100,7784,66,750,7168,7596,728,49,20,264,16635,89,873,2778,1493,130,15,6,141,5539,16,256,1732,875,34,5,4,45,2965,20,572,3001,1749,132,4,0,59,5546,21,160,972,732,31,0,0,43,1954,15,102,133,47,35,17,7,6,361,168,1970,8616,4892,373,42,25,294,16371,154,438,269,90,48,8,3,40,1055,22,68,89,103,35,5,5,32,362,616,4461,22411,48072,41256,7644,1775,1689,127927
LGA36820,83,438,1422,4192,2201,408,107,209,9073,4,25,188,61,3,0,0,7,297,0,16,24,4,0,0,0,0,44,4,46,214,63,4,0,0,15,339,0,51,189,46,0,0,0,14,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,189,46,0,0,0,14,301,28,82,37,18,10,0,0,13,194,8,22,5,13,14,3,3,11,82,129,640,1871,4339,2231,414,113,250,9986
LGA36910,89,589,4027,23234,20406,3681,772,664,53465,23,682,3586,2134,107,14,12,130,6684,7,196,869,571,58,8,4,28,1733,30,872,4459,2700,163,22,14,157,8420,10,193,1492,470,37,4,0,30,2226,12,9,38,0,0,0,0,0,63,0,0,36,8,0,0,0,0,44,0,0,10,11,11,0,0,5,31,3,8,5,0,3,0,0,0,21,23,207,1584,487,51,0,4,35,2388,46,109,34,23,21,3,3,23,253,3,14,21,33,21,12,3,16,131,193,1796,10126,26471,20663,3720,798,896,64650
LGA36950,0,25,121,220,126,32,23,21,565,0,13,67,47,9,0,0,5,149,0,30,33,30,3,0,0,0,104,0,45,103,80,16,0,0,8,250,0,7,29,25,4,0,0,3,71,0,0,11,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,42,27,4,0,0,3,83,8,5,11,8,0,0,0,0,29,0,3,0,10,0,0,0,0,18,8,85,269,337,140,34,26,40,950
LGA36960,5,14,95,302,312,123,98,9,955,0,3,16,4,0,0,0,0,25,0,0,4,0,0,0,0,0,9,0,3,17,4,0,0,0,0,32,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,5,0,0,0,0,3,5,0,3,5,3,3,0,0,0,16,7,19,123,311,316,126,103,10,1013
LGA37010,72,580,3602,24901,22567,3424,798,726,56674,58,497,3055,704,126,8,4,116,4565,15,424,1857,636,56,4,15,77,3085,75,920,4915,1339,182,12,19,188,7654,33,389,961,330,19,8,7,53,1804,0,159,1041,196,4,0,0,26,1433,15,76,571,384,11,0,0,12,1058,0,90,260,230,4,0,0,8,592,0,3,9,4,5,0,0,0,21,41,709,2843,1145,45,20,9,100,4905,79,222,75,38,19,0,5,35,467,9,77,28,37,11,3,3,22,193,279,2513,11455,27458,22826,3460,835,1067,69892
LGA37300,0,20,55,403,251,23,7,15,779,0,15,100,51,8,0,0,4,170,0,16,142,31,5,0,0,14,211,0,26,244,81,14,0,0,18,383,0,9,4,9,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,9,0,0,0,0,23,12,11,3,0,6,0,0,0,36,0,4,6,0,0,0,0,0,11,13,72,314,497,272,30,8,33,1233
LGA37310,68,264,1044,4491,3794,711,169,191,10732,4,76,381,278,34,10,3,19,797,0,7,24,48,13,0,0,8,92,4,80,405,328,45,10,3,21,887,0,11,26,40,5,0,0,6,97,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,29,40,6,0,0,6,101,16,49,25,18,9,0,0,4,125,0,16,16,15,7,0,0,7,55,89,415,1524,4890,3862,719,175,231,11901
LGA37340,52,275,1129,4376,3188,472,124,188,9806,39,108,244,141,26,3,0,19,581,11,55,259,183,17,0,3,17,547,46,164,507,326,39,3,3,35,1122,10,82,514,196,16,8,0,19,839,9,19,146,77,3,0,0,3,262,0,5,54,3,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,106,712,278,19,7,0,24,1167,73,106,54,52,23,0,5,22,336,24,51,33,36,16,0,0,13,183,201,716,2440,5070,3283,482,133,282,12614
LGA37400,0,35,70,160,66,16,17,14,374,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,9,0,7,3,0,0,0,0,4,20,0,0,3,9,3,7,0,0,26,0,53,80,169,75,21,15,21,438
LGA37550,0,8,52,90,46,6,0,4,213,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,4,33,7,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33,7,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,98,102,46,6,0,4,273
LGA37570,0,0,16,32,15,0,0,7,63,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,31,15,0,0,9,79
LGA37600,3,0,15,92,194,38,0,5,345,0,0,16,4,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,16,4,3,0,0,0,27,0,12,23,12,9,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,28,12,9,4,0,0,56,15,21,10,3,0,0,0,3,55,0,0,0,0,0,0,0,0,0,21,33,68,112,203,36,0,8,486
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA40070,4,53,254,390,182,51,25,7,968,7,244,511,245,38,6,4,11,1078,8,167,1158,1056,110,17,3,23,2557,18,415,1670,1300,156,21,11,42,3631,13,220,257,61,4,3,0,5,565,31,184,631,97,12,0,0,3,959,62,496,1169,250,20,0,0,27,2026,65,954,1413,292,9,0,0,28,2771,0,0,5,0,0,0,0,0,5,174,1855,3470,701,43,6,3,65,6322,6,14,29,11,3,0,0,0,66,12,27,37,10,4,3,7,21,120,217,2369,5462,2411,382,87,46,137,11116
LGA40120,14,193,1400,6359,4602,1036,229,105,13939,0,35,176,79,3,3,0,8,304,0,0,17,38,3,0,0,0,60,0,35,193,120,10,3,0,8,364,0,20,70,16,0,0,0,4,112,0,0,18,0,0,0,0,0,20,0,23,19,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,38,107,22,0,0,0,4,178,6,13,5,0,0,0,0,0,24,0,5,8,7,3,0,5,0,30,22,291,1713,6503,4622,1039,229,114,14537
LGA40150,7,31,247,1426,1258,229,66,50,3326,0,11,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,11,0,4,0,0,0,0,12,0,4,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,3,4,0,0,5,0,0,11,0,20,0,3,0,0,0,4,27,0,4,0,6,5,0,0,0,10,15,73,254,1433,1264,234,66,49,3391
LGA40220,31,192,1508,5547,2995,416,101,128,10918,0,50,269,134,0,0,0,9,464,0,5,19,38,9,0,0,0,66,0,53,284,170,12,0,0,9,535,0,43,62,12,0,0,0,3,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,62,12,6,0,0,3,125,8,58,25,10,4,0,0,8,112,5,7,10,11,8,0,0,4,39,47,350,1892,5748,3016,422,102,151,11724
LGA40250,0,17,87,282,50,4,3,15,469,0,0,25,16,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,25,16,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,17,119,299,55,4,3,20,514
LGA40310,17,119,923,4447,3020,399,62,85,9077,0,59,207,194,0,0,0,12,482,0,0,4,6,3,0,0,0,16,0,59,215,202,10,0,0,12,491,4,30,46,9,0,0,0,4,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,43,9,0,0,0,4,84,11,22,12,7,3,0,0,12,60,0,4,4,9,4,0,0,0,20,28,233,1195,4671,3034,403,62,105,9739
LGA40430,3,32,186,543,225,25,3,20,1045,0,0,19,23,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,19,23,0,0,0,0,44,0,3,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,9,0,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,0,41,218,567,237,25,3,17,1118
LGA40520,9,46,462,2070,909,104,27,58,3682,0,30,296,119,8,0,0,19,477,0,0,11,0,0,0,0,0,14,0,34,309,119,9,0,0,19,490,0,21,55,0,0,0,0,4,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,55,4,0,0,0,4,83,3,10,12,7,3,0,0,0,41,0,0,0,0,0,0,0,3,3,12,118,834,2199,915,109,28,85,4301
LGA40700,5,75,1067,5036,4298,1119,197,53,11840,5,225,1470,878,89,3,0,19,2701,0,149,281,605,130,16,0,10,1196,7,377,1755,1481,224,19,0,28,3900,8,273,1003,110,13,5,0,16,1426,0,25,162,23,0,0,0,10,220,0,38,67,13,0,0,0,0,121,0,24,88,25,0,0,0,0,134,0,0,0,6,0,0,0,0,9,11,364,1320,172,11,3,0,21,1911,0,0,4,11,0,0,0,0,15,0,10,9,8,8,0,0,0,37,27,827,4152,6708,4545,1148,200,104,17704
LGA40910,5,63,1090,9388,4240,624,119,124,15664,0,109,946,1400,275,21,0,36,2786,0,4,165,549,112,20,4,4,854,0,116,1110,1951,382,41,6,44,3638,18,269,1312,318,14,8,5,29,1975,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,9,18,271,1315,322,14,9,5,29,1987,0,0,0,4,0,0,0,0,3,0,3,10,11,0,0,3,3,37,29,454,3524,11678,4646,674,126,200,21332
LGA41010,6,29,145,700,265,42,15,32,1226,0,9,22,3,0,0,0,0,39,0,0,0,0,0,0,0,0,3,0,11,24,3,0,0,0,0,42,0,3,16,0,0,0,0,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,4,24,4,14,3,8,0,0,0,0,31,0,0,3,0,0,0,0,0,6,10,56,194,708,266,44,15,40,1328
LGA41060,22,229,3867,19045,7513,1074,182,307,32241,14,482,3306,2914,276,26,6,119,7143,4,100,1400,2319,539,59,11,35,4468,15,583,4710,5234,813,84,17,152,11614,16,479,2463,356,32,0,0,42,3386,0,33,410,67,3,0,0,6,526,0,147,732,72,3,0,0,14,965,0,20,137,57,0,0,0,0,218,5,16,36,14,4,0,0,3,75,18,690,3777,574,39,0,3,65,5166,9,11,26,32,15,0,0,14,102,0,13,27,55,9,0,3,5,114,59,1528,12399,24943,8393,1162,208,547,49233
LGA41140,12,53,482,1781,969,150,28,29,3497,0,50,61,39,12,0,0,0,167,0,0,0,0,0,0,0,0,6,0,50,65,39,12,0,5,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,0,0,0,3,23,5,3,0,6,0,0,0,0,14,17,114,548,1831,982,150,28,36,3709
LGA41190,0,13,77,338,182,16,3,7,649,0,3,0,10,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,25,84,349,184,23,3,8,675
