LGA_CODE_2021,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
LGA53220,251,18,0,0,18,0,269,19,90,7,0,98,0,110,0,3,0,0,0,0,6,0,0,0,0,0,0,0,13,97,6,0,99,0,115,3,0,0,0,0,0,4,271,114,6,0,117,0,392,214,9,0,0,9,0,229,17,88,4,0,91,0,108,0,0,0,0,5,0,7,0,0,0,0,0,0,0,20,96,4,0,96,0,116,5,0,0,0,0,0,5,237,106,4,0,113,0,349,110,0,0,0,0,0,110,4,54,0,0,54,0,65,0,0,0,0,6,0,6,0,0,0,0,0,0,0,4,63,0,0,64,0,70,0,0,0,0,0,0,0,123,60,0,0,68,0,186,58,7,0,0,7,0,64,3,24,0,0,21,0,29,0,0,4,0,4,0,4,0,0,0,0,0,0,0,6,22,5,0,23,0,34,0,0,0,0,0,0,4,68,30,5,0,35,0,100,43,6,0,0
LGA53290,479,10,0,0,10,0,495,25,34,0,0,34,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,34,0,0,34,0,57,0,0,0,0,0,0,0,501,41,0,0,41,0,549,524,12,0,0,12,0,531,34,33,0,0,33,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,33,0,0,33,0,66,0,0,0,0,0,0,0,557,42,0,0,42,0,603,310,5,0,0,5,0,318,12,13,0,0,13,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,0,0,13,0,23,0,0,0,0,0,3,3,319,14,0,0,14,3,340,230,0,0,0,5,0,230,3,7,0,0,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,7,0,13,0,0,0,0,0,0,0,233,7,0,0,6,0,242,198,0,0,0
LGA53360,105,4,0,0,4,0,114,13,4,0,0,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,4,0,18,0,0,0,0,0,0,0,119,5,0,0,5,0,127,143,0,0,0,0,0,143,0,6,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,0,0,142,6,0,0,6,0,148,60,3,0,0,3,0,60,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,58,6,0,0,6,0,66,34,0,0,0,0,0,34,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,34,3,0,0,3,0,36,38,0,0,0
LGA53430,1061,46,0,3,53,3,1120,99,141,0,0,141,0,241,0,0,5,0,4,0,7,0,0,0,0,0,0,0,102,139,5,0,143,0,249,0,0,0,0,0,5,5,1162,188,6,3,197,4,1365,794,45,0,0,45,0,838,78,92,4,0,99,0,178,0,0,5,0,4,0,8,0,0,0,0,0,0,0,79,92,10,0,103,0,185,0,0,0,0,0,4,4,881,135,10,0,151,4,1030,426,19,0,0,19,0,446,29,53,0,0,53,0,90,0,0,0,0,4,0,4,0,0,0,0,0,0,0,29,58,0,0,60,0,93,0,0,0,0,0,0,0,459,76,0,0,76,0,541,323,11,0,0,17,0,344,27,36,0,0,36,0,63,0,0,0,0,3,0,3,0,0,0,0,0,0,0,27,35,0,0,41,0,64,0,0,0,0,0,3,3,354,51,0,0,52,3,406,405,18,0,0
LGA53570,127,3,5,0,8,0,131,11,4,3,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,4,0,7,0,17,0,0,0,0,0,0,0,139,7,3,0,13,0,144,145,0,0,0,0,0,145,5,7,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,8,0,7,0,0,0,0,0,0,0,154,4,0,0,4,0,159,96,0,0,0,0,0,95,10,4,0,0,4,0,11,0,0,0,0,3,0,3,0,0,0,0,0,0,0,10,4,0,0,7,0,14,0,0,0,0,0,0,0,103,11,0,0,8,0,116,68,0,0,0,0,0,68,3,5,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,5,0,9,0,0,0,0,0,0,0,67,5,0,0,5,0,76,86,4,0,0
LGA53640,68,0,0,0,0,0,68,0,10,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,10,0,0,0,0,0,0,0,68,10,0,0,10,0,83,54,0,0,0,0,0,54,0,10,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,10,0,0,0,0,0,0,0,54,10,0,0,10,0,68,27,0,0,0,0,0,27,0,7,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,4,0,0,0,0,0,0,0,32,7,0,0,7,0,38,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,11,0,0,0
LGA53710,34,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,34,48,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,50,28,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,28,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,9,0,0,0
LGA53780,2253,137,0,0,138,4,2394,312,3104,127,5,3236,3,3552,19,399,201,4,602,0,621,0,9,0,0,10,0,12,332,3515,331,6,3848,3,4186,9,12,0,0,14,6,27,2592,3660,327,6,4001,16,6607,2488,110,6,0,112,0,2607,241,3206,123,0,3327,0,3575,12,384,238,0,629,0,640,0,4,0,0,6,0,9,257,3596,362,0,3956,0,4221,6,9,0,0,10,13,20,2754,3710,370,0,4082,14,6853,1594,53,0,0,53,0,1657,122,1558,51,0,1603,8,1734,4,214,133,0,342,0,348,4,0,0,0,5,0,3,126,1772,178,4,1949,8,2089,0,4,0,0,4,4,9,1725,1831,178,4,2016,11,3750,1066,41,0,0,41,0,1112,77,822,24,0,853,0,934,0,139,110,0,247,0,251,0,0,0,0,7,0,7,83,967,135,0,1101,0,1186,0,0,0,0,0,0,0,1148,1010,134,0,1148,4,2294,1331,48,0,0
LGA53800,1258,28,0,0,28,0,1287,47,156,3,0,162,0,210,0,6,4,0,12,0,12,0,0,0,0,0,0,0,47,157,9,0,169,0,217,5,0,0,0,0,0,5,1309,186,9,0,192,0,1503,1293,29,0,0,29,0,1325,44,177,3,0,184,0,229,3,6,0,0,7,0,9,0,0,0,0,0,0,0,48,189,5,0,188,0,239,0,0,0,0,0,0,3,1339,213,5,0,217,0,1558,767,14,0,0,14,0,788,35,97,0,0,97,0,128,0,10,5,0,10,0,10,0,0,0,0,0,0,0,35,102,0,0,105,0,136,0,0,0,0,0,0,0,803,117,0,0,119,0,922,505,12,0,0,16,0,516,25,54,0,0,54,0,80,0,0,0,0,5,0,5,0,0,0,0,0,0,0,25,59,0,0,56,0,84,0,0,0,0,0,0,0,525,67,0,0,76,0,604,574,9,0,0
LGA53920,63,3,0,0,3,0,68,7,87,0,0,89,0,92,0,0,0,0,0,0,0,0,0,0,3,3,0,3,7,87,3,0,94,0,95,0,0,0,0,0,5,5,61,93,3,0,99,5,171,39,0,0,0,0,0,39,0,102,0,0,102,0,104,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,104,0,0,103,0,107,0,0,0,0,0,10,10,41,104,0,0,103,10,151,26,0,0,0,0,0,23,0,56,0,0,55,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,56,0,61,0,0,0,0,0,0,0,30,57,0,0,60,0,87,12,0,0,0,0,0,12,0,27,0,0,27,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,27,0,32,0,0,0,0,0,0,0,11,27,0,0,27,0,39,13,0,0,0
LGA53990,1030,16,0,0,16,0,1050,61,118,0,0,118,0,179,3,5,5,0,16,0,15,0,0,0,0,0,0,0,61,126,11,0,133,0,195,0,0,0,0,0,0,0,1093,145,11,0,156,0,1252,1199,12,0,0,12,0,1212,48,103,7,0,110,0,159,0,0,4,0,6,0,10,0,0,0,0,0,0,0,53,108,8,0,119,0,166,0,0,0,0,0,0,3,1255,119,8,0,129,0,1387,757,10,0,0,10,0,763,31,72,5,0,75,0,110,0,3,0,0,7,0,9,0,0,0,0,0,0,0,35,79,6,0,88,0,115,0,0,0,0,0,0,0,785,86,6,0,93,0,875,544,3,0,0,3,0,548,21,34,0,0,34,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,34,0,0,34,0,55,0,0,0,0,0,0,0,561,38,0,0,38,0,606,605,5,0,0
LGA54060,73,0,0,0,0,0,73,0,6,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,10,0,0,0,0,0,0,0,74,5,0,0,5,0,82,101,4,0,0,4,0,106,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,107,9,0,0,9,0,110,73,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,73,63,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,63,51,0,0,0
LGA54130,60,0,0,0,0,0,60,5,6,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,6,0,11,0,0,0,0,0,0,0,66,6,0,0,6,0,74,56,0,0,0,0,0,56,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,56,0,0,0,0,0,59,39,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,41,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,10,4,0,0,0
LGA54170,5667,198,0,0,201,6,5870,418,693,5,0,700,4,1113,14,19,11,0,29,0,43,0,0,0,0,0,0,0,427,710,19,0,727,4,1155,0,0,0,0,0,3,5,6091,912,18,0,926,15,7036,6480,156,0,3,158,5,6645,350,836,15,0,848,0,1202,5,34,12,0,40,0,53,0,0,0,0,0,0,0,353,863,29,0,895,0,1247,3,5,0,0,5,3,15,6841,1024,25,3,1056,8,7908,4243,95,0,0,94,7,4351,203,464,12,0,474,0,685,0,12,10,0,25,0,25,0,0,0,0,0,0,0,208,475,20,0,501,0,706,0,0,0,0,0,4,0,4455,571,24,0,593,9,5058,2893,57,0,0,55,5,2961,146,304,9,0,314,0,469,0,6,5,0,15,0,15,0,0,0,0,0,0,0,150,314,16,0,329,0,482,3,0,0,0,0,4,6,3050,377,10,0,389,9,3448,3678,80,0,0
LGA54200,1866,59,0,0,57,0,1925,146,465,11,0,482,0,626,3,53,8,0,58,0,60,0,4,0,0,4,0,4,148,523,18,0,543,0,692,3,0,0,0,0,5,8,2018,579,18,0,600,3,2626,2031,47,0,3,45,4,2081,120,479,13,0,485,0,606,0,48,16,0,62,0,65,0,3,0,0,3,0,3,127,526,23,0,552,0,678,3,0,0,0,0,0,5,2157,577,22,3,599,4,2763,1316,22,0,0,20,0,1339,53,262,0,0,263,0,315,4,28,8,0,38,0,40,0,0,0,0,0,0,0,57,288,10,0,301,0,362,4,0,0,0,0,5,9,1377,308,10,0,321,3,1700,925,9,0,0,9,0,933,52,122,0,0,120,0,172,0,18,5,0,28,0,25,0,0,0,0,0,0,0,53,140,6,0,150,0,203,0,0,0,0,0,0,0,973,149,6,0,163,3,1142,1068,23,0,0
LGA54280,1257,36,0,0,40,3,1291,68,222,0,0,222,0,298,0,14,0,0,14,0,16,0,0,0,0,0,0,0,72,241,0,0,241,0,310,0,0,0,0,0,15,15,1326,277,0,0,277,15,1617,1127,27,0,0,30,0,1161,68,270,0,0,271,0,333,0,13,0,0,13,0,13,0,0,0,0,0,0,0,67,279,0,0,282,0,346,0,0,0,0,0,4,3,1199,313,3,0,310,8,1516,586,12,0,0,12,0,599,33,133,3,0,134,0,167,4,3,0,0,4,0,6,0,0,0,0,0,0,0,37,134,4,0,138,0,174,0,0,0,0,0,0,5,623,149,4,0,157,0,779,378,10,0,0,10,0,389,24,84,0,0,90,0,110,0,0,0,0,0,0,4,0,0,0,0,0,0,0,25,92,0,0,93,0,117,0,0,0,0,3,0,3,401,101,0,0,103,0,507,387,7,0,0
LGA54310,1103,19,0,0,19,0,1127,89,153,0,0,154,0,246,3,0,0,0,0,0,6,0,0,0,0,0,0,0,93,159,0,0,154,0,257,0,0,0,0,0,3,3,1199,179,0,0,182,4,1387,1169,33,0,0,33,0,1199,79,137,3,0,143,0,217,3,6,0,0,5,0,3,0,0,0,0,0,0,0,83,143,5,0,144,0,227,4,0,0,0,0,8,8,1250,172,5,0,178,6,1433,601,22,0,0,22,0,627,27,86,0,0,85,0,110,0,4,3,0,4,0,7,0,0,0,0,0,0,0,27,88,4,0,89,0,116,0,0,0,0,0,0,0,627,110,4,0,111,0,739,345,14,0,0,14,0,356,18,36,5,0,41,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,36,7,0,39,0,57,0,0,0,0,0,0,5,365,54,7,0,54,0,420,357,5,0,0
LGA54340,116,3,0,0,3,0,125,4,21,0,0,26,0,29,0,6,10,0,19,0,19,0,0,0,0,0,0,0,4,29,17,0,42,0,48,0,0,0,0,0,3,3,123,36,17,0,52,3,178,108,0,0,0,0,0,112,3,21,7,0,22,0,26,0,5,19,0,24,0,24,0,0,0,0,0,0,0,3,24,21,0,43,0,53,0,0,0,0,0,4,4,115,26,21,0,44,4,164,77,4,0,0,4,0,80,0,12,3,0,16,0,16,0,6,10,0,10,0,10,0,0,0,0,0,0,0,0,18,14,0,26,0,26,0,0,0,0,0,0,0,77,18,14,0,26,0,107,32,0,0,0,0,0,30,0,8,0,0,8,0,8,0,0,9,0,8,0,8,0,0,0,0,0,0,0,0,11,9,0,15,0,15,0,0,0,0,0,0,0,32,7,9,0,19,0,50,51,0,0,0
LGA54410,39,0,0,0,0,0,39,0,6,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,9,0,0,0,0,0,0,0,37,6,0,0,6,0,43,23,0,0,0,0,0,23,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,28,0,0,0,0,0,30,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,17,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,18,0,0,0
LGA54480,39,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,38,32,3,0,0,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,0,0,3,0,34,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,0,0,0
LGA54550,81,0,0,0,0,0,81,4,4,0,0,4,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,4,0,0,4,0,11,0,0,0,0,0,0,0,87,4,0,0,4,0,90,109,0,0,0,0,0,108,5,6,0,0,6,0,10,0,4,0,0,4,0,4,0,0,0,0,0,0,0,5,11,0,0,11,0,14,0,0,0,0,0,0,0,113,11,0,0,11,0,124,55,0,0,0,0,0,53,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,6,0,0,0,0,0,0,0,54,4,0,0,4,0,60,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,14,3,0,0,0
LGA54620,28,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,29,32,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,34,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,17,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0
LGA54690,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,24,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,24,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54760,34,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,33,47,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,52,34,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,34,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,3,0,0,0
LGA54830,1548,97,0,0,97,0,1642,158,838,12,0,850,5,1011,6,45,12,0,55,0,63,0,5,0,0,5,0,5,165,889,20,0,913,5,1072,0,5,0,0,5,0,3,1709,991,20,0,1014,3,2722,1322,49,0,0,49,0,1378,118,792,18,0,800,0,919,9,57,13,0,64,0,70,0,0,3,0,5,0,5,123,840,29,0,869,0,998,0,0,0,0,0,5,10,1448,901,29,0,926,6,2380,728,17,0,0,17,0,750,30,351,5,0,355,0,379,3,18,4,0,26,0,27,0,0,0,0,0,0,0,31,367,13,0,377,0,408,0,4,0,0,4,5,6,759,394,13,0,405,3,1162,481,16,0,0,16,0,498,23,181,4,0,182,0,207,0,12,7,0,11,0,11,0,0,0,0,0,0,0,22,189,4,0,196,0,221,0,0,0,0,0,3,3,511,207,4,0,214,3,724,504,14,0,0
