LGA_CODE_2021,MOL_SAL_Filipin_UOLSE_NWorNAA,MOL_SAL_Filipin_UOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_UOLSE_VWorW,MOL_SAL_Indon_UOLSE_NWorNAA,MOL_SAL_Indon_UOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_UOLSE_VWorW,MOL_SAL_Tagalog_UOLSE_NWorNAA,MOL_SAL_Tagalog_UOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_UOLSE_VWorW,MOL_SAL_Oth_UOLSE_NWorNAA,MOL_SAL_Oth_UOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_UOLSE_VWorW,MOL_SAL_Tot_UOLSE_NWorNAA,MOL_SAL_Tot_UOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_UOLSE_VWorW,MOL_Spanish_UOLSE_NWorNAA,MOL_Spanish_UOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_UOLSE_VWorW,MOL_Tamil_UOLSE_NWorNAA,MOL_Tamil_UOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_UOLSE_VWorW,MOL_Thai_UOLSE_NWorNAA,MOL_Thai_UOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_UOLSE_VWorW,MOL_Turkish_UOLSE_NWorNAA,MOL_Turkish_UOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_UOLSE_VWorW,MOL_Vietnamese_UOLSE_NWorNAA,MOL_Vietnamese_UOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_UOLSE_VWorW,MOL_Oth_UOLSE_NWorNAA,MOL_Oth_UOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_UOLSE_VWorW,MOL_Tot_UOLSE_NWorNAA,MOL_Tot_UOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LUatH_NS_SEO,M_LUatH_NS_UOLSE_VWorW,M_LUatH_NS_UOLSE_NWorNAA,M_LUatH_NS_UOLSE_Tot,M_LUatH_NS_NS,M_LUatH_NS_Tot,M_Tot_SEO,M_Tot_UOLSE_VWorW,M_Tot_UOLSE_NWorNAA,M_Tot_UOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_UOLSE_VWorW,FSEO_UOLSE_NWorNAA,FSEO_UOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_UOLSE_VWorW,FOL_Afrikaans_UOLSE_NWorNAA,FOL_Afrikaans_UOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_UOLSE_VWorW,FOL_Arabic_UOLSE_NWorNAA,FOL_Arabic_UOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_UOLSE_VWorW,FOL_AIndLng_UOLSE_NWorNAA,FOL_AIndLng_UOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Canton_SEO,FOL_CL_Canton_UOLSE_VWorW,FOL_CL_Canton_UOLSE_NWorNAA,FOL_CL_Canton_UOLSE_Tot,FOL_CL_Canton_NS,FOL_CL_Canton_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_UOLSE_VWorW,FOL_CL_Mandarin_UOLSE_NWorNAA,FOL_CL_Mandarin_UOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_UOLSE_VWorW,FOL_CL_Oth_UOLSE_NWorNAA,FOL_CL_Oth_UOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_UOLSE_VWorW,FOL_CL_Tot_UOLSE_NWorNAA,FOL_CL_Tot_UOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_UOLSE_VWorW,FOL_Croatian_UOLSE_NWorNAA,FOL_Croatian_UOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_French_SEO,FOL_French_UOLSE_VWorW,FOL_French_UOLSE_NWorNAA,FOL_French_UOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_UOLSE_VWorW,FOL_German_UOLSE_NWorNAA,FOL_German_UOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_UOLSE_VWorW,FOL_Greek_UOLSE_NWorNAA,FOL_Greek_UOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_UOLSE_VWorW,FOL_IAL_Bengali_UOLSE_NWorNAA,FOL_IAL_Bengali_UOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Guj_SEO,FOL_IAL_Guj_UOLSE_VWorW,FOL_IAL_Guj_UOLSE_NWorNAA,FOL_IAL_Guj_UOLSE_Tot,FOL_IAL_Guj_NS,FOL_IAL_Guj_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_UOLSE_VWorW,FOL_IAL_Hindi_UOLSE_NWorNAA,FOL_IAL_Hindi_UOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Nepali_SEO,FOL_IAL_Nepali_UOLSE_VWorW,FOL_IAL_Nepali_UOLSE_NWorNAA,FOL_IAL_Nepali_UOLSE_Tot,FOL_IAL_Nepali_NS,FOL_IAL_Nepali_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_UOLSE_VWorW,FOL_IAL_Punjabi_UOLSE_NWorNAA,FOL_IAL_Punjabi_UOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhal_SEO,FOL_IAL_Sinhal_UOLSE_VWorW,FOL_IAL_Sinhal_UOLSE_NWorNAA,FOL_IAL_Sinhal_UOLSE_Tot,FOL_IAL_Sinhal_NS,FOL_IAL_Sinhal_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_UOLSE_VWorW,FOL_IAL_Urdu_UOLSE_NWorNAA,FOL_IAL_Urdu_UOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_UOLSE_VWorW,FOL_IAL_Oth_UOLSE_NWorNAA,FOL_IAL_Oth_UOLSE_Tot
LGA35760,0,12,0,14,..,9,0,9,0,9,..,9,0,12,0,12,..,10,0,12,0,12,..,34,3,36,0,36,..,6,0,6,0,6,..,0,0,0,0,0,..,4,0,7,0,7,..,0,0,0,0,0,..,4,0,4,0,4,..,67,20,90,0,85,..,238,53,292,5,300,..,13,0,14,519,529,4267,251,49,301,526,5094,4186,..,..,..,..,4186,..,14,0,14,0,14,..,0,0,0,0,0,..,7,0,7,0,5,..,0,0,0,0,0,..,9,5,11,0,11,..,0,0,0,0,0,..,9,5,9,0,9,..,0,0,0,0,0,..,6,0,8,0,8,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,0,0,0,..,3,0,3,0,3,..,39,15,54,0,56,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA35780,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,727,170,896,51,943,..,739,170,906,51,962,..,18,3,25,151,175,218,756,175,929,204,1353,205,..,..,..,..,205,..,0,0,0,0,0,..,0,0,0,0,0,..,870,131,1000,33,1036,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA35790,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,352,34,383,0,385,..,380,36,413,0,413,..,11,3,16,54,68,528,390,35,426,58,1009,584,..,..,..,..,584,..,0,0,0,0,0,..,0,0,0,0,0,..,405,23,424,6,435,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA35800,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,14,0,14,..,25,0,22,0,22,..,4,0,4,43,46,760,25,0,27,43,831,773,..,..,..,..,773,..,4,0,4,0,4,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA36070,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,146,4,144,6,151,..,147,4,151,6,157,..,0,0,0,44,43,110,149,4,151,50,312,104,..,..,..,..,104,..,0,0,0,0,0,..,0,0,0,0,0,..,153,0,153,10,157,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA36150,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,0,0,0,..,4,0,4,23,26,330,4,3,9,23,356,312,..,..,..,..,312,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA36250,0,91,0,92,..,26,0,27,0,24,..,143,4,144,3,145,..,16,3,16,3,19,..,270,10,284,7,290,..,230,19,255,3,258,..,50,0,54,0,54,..,61,13,72,3,72,..,27,0,25,0,25,..,76,20,89,0,91,..,875,145,1018,24,1045,..,4714,491,5200,69,5272,..,221,15,236,2670,2904,69548,4931,501,5440,2742,77727,72063,..,..,..,..,72063,..,514,8,520,0,521,..,101,6,106,4,106,..,40,0,40,0,39,..,132,29,165,0,168,..,466,106,575,5,575,..,10,8,22,0,22,..,608,145,756,5,762,..,87,4,93,0,93,..,175,9,178,3,180,..,265,10,274,5,283,..,164,12,181,0,184,..,11,0,11,0,11,..,57,5,59,0,62,..,165,3,170,0,169,..,46,5,43,0,43,..,252,35,292,0,298,..,60,5,68,0,66,..,26,4,27,0,27,..,23,0,23
LGA36300,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,72,73,317,3,0,3,72,392,312,..,..,..,..,312,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA36370,0,112,0,112,..,6,0,6,0,9,..,181,0,182,0,182,..,36,6,37,0,41,..,334,6,338,3,338,..,27,4,25,0,25,..,92,32,123,4,123,..,19,3,22,0,22,..,3,0,3,0,3,..,135,83,211,0,217,..,375,116,491,16,505,..,2133,431,2565,41,2611,..,136,27,167,3299,3460,34413,2272,456,2729,3338,40486,36117,..,..,..,..,36117,..,102,0,101,0,101,..,11,3,12,0,9,..,92,3,97,5,99,..,39,11,53,0,53,..,150,80,236,0,238,..,7,5,9,0,9,..,196,97,296,0,295,..,4,0,4,0,6,..,19,0,14,0,14,..,51,0,54,0,54,..,16,0,16,0,14,..,51,3,56,0,56,..,40,0,37,0,37,..,72,0,74,0,74,..,105,6,115,0,115,..,102,10,113,0,114,..,48,0,51,0,51,..,25,3,25,0,26,..,5,0,4
LGA36510,0,3,0,3,..,13,0,20,0,20,..,13,0,13,0,13,..,5,0,5,0,5,..,41,7,44,0,44,..,37,0,41,0,41,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,7,0,10,0,13,..,158,12,168,6,174,..,608,71,676,5,685,..,56,3,55,1575,1637,18941,664,76,738,1583,21266,19511,..,..,..,..,19511,..,39,0,39,0,39,..,13,0,11,0,11,..,28,0,28,5,35,..,13,0,16,3,17,..,43,11,53,0,57,..,0,0,0,0,0,..,54,10,69,0,72,..,13,0,13,0,13,..,36,3,38,0,41,..,85,0,81,0,85,..,12,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,3,..,5,0,5,0,5,..,17,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA36580,3,148,4,148,..,7,0,7,0,7,..,96,4,99,0,104,..,47,7,57,0,57,..,287,17,303,5,307,..,12,0,14,0,15,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,15,25,43,0,43,..,86,22,109,4,110,..,538,94,631,13,642,..,35,8,42,863,904,11108,577,102,675,871,12650,11028,..,..,..,..,11028,..,16,0,16,0,16,..,3,0,3,0,3,..,3,0,3,0,3,..,10,0,10,0,10,..,20,21,34,0,39,..,4,0,4,0,4,..,28,19,49,0,50,..,0,0,0,0,0,..,15,0,15,0,11,..,30,0,30,0,30,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA36630,5,29,0,29,..,3,0,7,0,7,..,30,0,30,5,32,..,6,0,6,0,6,..,62,4,64,5,67,..,12,0,12,0,12,..,3,0,3,0,3,..,11,0,11,0,11,..,0,0,0,0,0,..,9,6,10,0,10,..,121,23,145,3,146,..,402,61,467,12,475,..,39,6,52,1503,1555,14471,446,73,517,1514,16493,14531,..,..,..,..,14531,..,31,0,30,0,30,..,10,6,18,0,18,..,12,0,12,0,12,..,9,0,16,0,16,..,31,24,48,0,48,..,0,0,0,0,0,..,38,20,59,0,59,..,0,0,0,0,0,..,17,0,19,0,19,..,23,0,29,0,29,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,3,..,10,0,10,0,10,..,10,0,7,0,7,..,5,0,5,0,5,..,4,0,4,0,6,..,3,0,3,0,3,..,0,0,0
LGA36660,0,27,0,28,..,0,0,0,0,0,..,24,0,24,0,24,..,10,0,14,0,14,..,65,0,68,0,71,..,16,3,19,4,25,..,3,0,3,0,3,..,9,0,11,0,11,..,3,0,3,0,3,..,11,0,15,0,10,..,128,30,160,6,169,..,607,107,716,12,732,..,43,5,44,1349,1399,15727,652,116,767,1365,17856,16229,..,..,..,..,16229,..,20,0,20,0,20,..,3,0,9,0,9,..,14,0,18,0,14,..,8,3,14,0,14,..,51,25,74,0,74,..,0,0,0,0,0,..,63,28,93,0,93,..,14,4,15,0,20,..,25,0,26,0,26,..,44,0,46,0,46,..,5,0,5,0,5,..,0,0,0,0,0,..,4,0,6,0,6,..,26,0,26,0,26,..,6,0,6,0,6,..,12,0,17,0,17,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0
LGA36720,5,119,0,123,..,85,4,93,0,93,..,166,4,165,0,162,..,41,4,44,4,46,..,404,14,421,6,426,..,507,42,548,10,554,..,45,0,48,0,48,..,146,25,171,3,172,..,22,3,31,0,31,..,164,37,200,5,198,..,1488,191,1679,35,1717,..,8587,758,9347,148,9498,..,458,49,506,8403,8910,146256,9048,809,9854,8552,164669,157821,..,..,..,..,157821,..,556,5,557,3,558,..,75,5,81,4,88,..,65,0,65,0,70,..,182,31,208,0,213,..,514,115,630,7,635,..,16,0,21,0,21,..,715,147,858,10,871,..,87,6,92,0,92,..,490,7,498,4,503,..,812,28,837,6,846,..,114,15,126,6,136,..,20,0,24,0,24,..,189,17,205,0,210,..,164,9,183,0,177,..,393,17,418,8,422,..,376,39,416,5,422,..,69,8,73,0,73,..,50,5,55,0,52,..,26,0,26
LGA36820,0,8,0,8,..,7,0,7,0,7,..,5,0,5,0,5,..,4,0,9,0,9,..,27,0,27,0,27,..,11,0,12,0,12,..,4,0,5,0,5,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,3,0,3,..,213,30,242,7,252,..,555,57,612,14,624,..,53,0,53,1272,1327,11002,604,56,665,1287,12951,11336,..,..,..,..,11336,..,10,0,10,0,10,..,4,0,4,0,4,..,67,4,69,3,74,..,4,0,9,0,9,..,13,4,14,0,17,..,0,0,0,0,0,..,18,3,26,0,25,..,5,0,5,0,4,..,16,0,18,0,18,..,93,8,98,0,98,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3
LGA36910,11,243,3,243,..,18,0,19,0,20,..,240,8,253,0,252,..,64,3,64,0,64,..,560,24,583,5,584,..,143,9,153,4,160,..,82,7,92,0,92,..,36,7,41,0,41,..,9,0,14,0,14,..,81,12,85,0,85,..,1770,705,2478,43,2524,..,6203,1203,7401,108,7515,..,262,52,315,4537,4853,71462,6462,1255,7716,4645,83825,76691,..,..,..,..,76691,..,268,3,272,0,271,..,334,94,428,0,434,..,93,6,92,0,92,..,93,31,120,0,123,..,506,157,663,9,668,..,16,7,19,0,19,..,612,193,804,10,812,..,22,5,22,0,22,..,83,5,87,4,92,..,119,4,121,0,121,..,37,3,42,0,45,..,70,5,74,0,73,..,117,17,135,0,141,..,153,12,162,3,170,..,372,21,396,3,397,..,284,34,321,7,329,..,176,14,185,0,185,..,63,6,75,0,72,..,30,0,32
LGA36950,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,629,106,734,27,762,..,659,110,776,27,802,..,44,5,49,131,187,719,713,115,824,160,1710,701,..,..,..,..,701,..,0,0,0,0,0,..,0,0,0,0,0,..,671,83,753,24,774,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,10,0,8,0,8,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,5,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA36960,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,1368,341,1709,32,1738,..,1381,350,1728,35,1763,..,28,23,48,112,157,126,1407,370,1775,142,2044,137,..,..,..,..,137,..,0,0,0,0,0,..,0,0,0,0,0,..,1413,272,1682,35,1723,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA37010,3,209,0,213,..,44,5,48,0,48,..,345,7,347,3,353,..,47,3,49,0,53,..,644,14,657,5,666,..,188,19,208,3,209,..,116,0,116,0,116,..,67,17,86,0,84,..,5,0,6,0,6,..,157,49,202,5,203,..,1871,313,2179,36,2219,..,6236,717,6952,85,7036,..,410,51,458,8729,9186,79984,6642,768,7410,8817,96211,81785,..,..,..,..,81785,..,221,3,225,0,225,..,126,21,145,0,148,..,405,16,416,4,418,..,130,35,163,0,171,..,239,59,291,0,293,..,17,4,22,0,22,..,382,103,480,3,487,..,16,0,20,0,20,..,175,9,180,0,189,..,246,0,247,6,252,..,169,30,197,3,200,..,36,0,40,0,40,..,49,6,54,0,54,..,155,11,169,0,170,..,91,19,107,0,107,..,178,23,207,4,208,..,102,3,107,0,107,..,51,0,54,0,54,..,39,0,39
LGA37300,0,5,0,5,..,0,0,0,0,0,..,9,0,9,0,9,..,4,0,4,0,4,..,15,0,15,0,15,..,0,0,3,0,3,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,107,5,114,3,120,..,153,11,163,3,167,..,24,0,28,284,312,1683,179,11,189,289,2161,1495,..,..,..,..,1495,..,8,0,13,0,13,..,0,0,0,0,0,..,34,0,34,0,35,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA37310,4,101,4,102,..,4,0,8,0,8,..,73,3,84,0,85,..,14,4,18,0,19,..,190,13,205,3,207,..,77,0,78,0,83,..,0,0,0,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,9,3,14,0,14,..,93,11,99,5,100,..,630,51,683,12,690,..,27,4,30,1783,1812,14658,651,51,705,1798,17162,14488,..,..,..,..,14488,..,54,0,54,0,52,..,0,0,0,0,0,..,25,0,26,0,23,..,4,3,8,0,8,..,13,5,22,0,22,..,0,0,0,0,0,..,19,13,28,0,27,..,5,0,0,0,0,..,11,0,11,0,9,..,18,0,20,0,20,..,3,0,4,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,16,0,20,0,20,..,10,0,10,0,10,..,13,5,20,0,20,..,7,0,7,0,7,..,4,0,4,0,4,..,0,0,0
LGA37340,0,34,0,31,..,18,0,22,0,22,..,47,0,47,0,47,..,12,0,12,0,12,..,110,0,115,0,118,..,136,5,137,0,137,..,11,4,13,0,13,..,20,7,22,0,22,..,18,0,17,0,17,..,38,16,50,0,50,..,261,38,293,10,308,..,1010,140,1153,15,1171,..,51,9,60,2369,2430,15527,1065,150,1209,2385,19124,14881,..,..,..,..,14881,..,38,0,38,0,38,..,7,0,11,0,11,..,16,0,16,0,16,..,25,0,28,0,28,..,94,41,135,0,135,..,5,0,5,0,5,..,125,38,168,0,168,..,3,0,3,0,3,..,52,3,55,0,55,..,63,0,63,0,62,..,11,0,11,0,11,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,9,0,9,0,9,..,28,0,30,0,30,..,7,0,8,0,7,..,3,0,3,0,3,..,0,0,0
LGA37400,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,7,0,10,..,3,0,3,87,87,448,13,0,13,90,547,482,..,..,..,..,482,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA37550,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,14,0,17,0,18,..,0,0,4,24,28,430,21,3,25,27,475,497,..,..,..,..,497,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,16,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA37570,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,33,0,39,6,48,..,41,0,41,6,48,..,0,0,0,9,4,75,41,0,40,14,128,77,..,..,..,..,77,..,0,0,0,0,0,..,0,0,0,0,0,..,47,0,46,13,59,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
