LGA_CODE_2021,A0_14_SEO_B_05,A0_14_SEO_05_10,A0_14_SEO_11_15,A0_14_SEO_16,A0_14_SEO_17,A0_14_SEO_18,A0_14_SEO_19,A0_14_SEO_20,A0_14_SEO_21,A0_14_SEO_YNS,A0_14_SEO_T,A0_14_UOLSE_VWW_B_05,A0_14_UOLSE_VWW_05_10,A0_14_UOLSE_VWW_11_15,A0_14_UOLSE_VWW_16,A0_14_UOLSE_VWW_17,A0_14_UOLSE_VWW_18,A0_14_UOLSE_VWW_19,A0_14_UOLSE_VWW_20,A0_14_UOLSE_VWW_21,A0_14_UOLSE_VWW_YNS,A0_14_UOLSE_VWW_T,A0_14_UOLSE_NWNAA_B_05,A0_14_UOLSE_NWNAA_05_10,A0_14_UOLSE_NWNAA_11_15,A0_14_UOLSE_NWNAA_16,A0_14_UOLSE_NWNAA_17,A0_14_UOLSE_NWNAA_18,A0_14_UOLSE_NWNAA_19,A0_14_UOLSE_NWNAA_20,A0_14_UOLSE_NWNAA_21,A0_14_UOLSE_NWNAA_YNS,A0_14_UOLSE_NWNAA_T,A0_14_UOLSE_PinE_NS_B_05,A0_14_UOLSE_PinE_NS_05_10,A0_14_UOLSE_PinE_NS_11_15,A0_14_UOLSE_PinE_NS_16,A0_14_UOLSE_PinE_NS_17,A0_14_UOLSE_PinE_NS_18,A0_14_UOLSE_PinE_NS_19,A0_14_UOLSE_PinE_NS_20,A0_14_UOLSE_PinE_NS_21,A0_14_UOLSE_PinE_NS_YNS,A0_14_UOLSE_PinE_NS_T,A0_14_UOLSE_T_B_05,A0_14_UOLSE_T_05_10,A0_14_UOLSE_T_11_15,A0_14_UOLSE_T_16,A0_14_UOLSE_T_17,A0_14_UOLSE_T_18,A0_14_UOLSE_T_19,A0_14_UOLSE_T_20,A0_14_UOLSE_T_21,A0_14_UOLSE_T_YNS,A0_14_UOLSE_T_T,A0_14_L_PinE_NS_B_05,A0_14_L_PinE_NS_05_10,A0_14_L_PinE_NS_11_15,A0_14_L_PinE_NS_16,A0_14_L_PinE_NS_17,A0_14_L_PinE_NS_18,A0_14_L_PinE_NS_19,A0_14_L_PinE_NS_20,A0_14_L_PinE_NS_21,A0_14_L_PinE_NS_YNS,A0_14_L_PinE_NS_T,A0_14_T_B_05,A0_14_T_05_10,A0_14_T_11_15,A0_14_T_16,A0_14_T_17,A0_14_T_18,A0_14_T_19,A0_14_T_20,A0_14_T_21,A0_14_T_YNS,A0_14_T_T,A15_24_SEO_B_05,A15_24_SEO_05_10,A15_24_SEO_11_15,A15_24_SEO_16,A15_24_SEO_17,A15_24_SEO_18,A15_24_SEO_19,A15_24_SEO_20,A15_24_SEO_21,A15_24_SEO_YNS,A15_24_SEO_T,A15_24_UOLSE_VWW_B_05,A15_24_UOLSE_VWW_05_10,A15_24_UOLSE_VWW_11_15,A15_24_UOLSE_VWW_16,A15_24_UOLSE_VWW_17,A15_24_UOLSE_VWW_18,A15_24_UOLSE_VWW_19,A15_24_UOLSE_VWW_20,A15_24_UOLSE_VWW_21,A15_24_UOLSE_VWW_YNS,A15_24_UOLSE_VWW_T,A15_24_UOLSE_NWNAA_B_05,A15_24_UOLSE_NWNAA_05_10,A15_24_UOLSE_NWNAA_11_15,A15_24_UOLSE_NWNAA_16,A15_24_UOLSE_NWNAA_17,A15_24_UOLSE_NWNAA_18,A15_24_UOLSE_NWNAA_19,A15_24_UOLSE_NWNAA_20,A15_24_UOLSE_NWNAA_21,A15_24_UOLSE_NWNAA_YNS,A15_24_UOLSE_NWNAA_T,A15_24_UOLSE_PinE_NS_B_05,A15_24_UOLSE_PinE_NS_05_10,A15_24_UOLSE_PinE_NS_11_15,A15_24_UOLSE_PinE_NS_16,A15_24_UOLSE_PinE_NS_17,A15_24_UOLSE_PinE_NS_18,A15_24_UOLSE_PinE_NS_19,A15_24_UOLSE_PinE_NS_20,A15_24_UOLSE_PinE_NS_21,A15_24_UOLSE_PinE_NS_YNS,A15_24_UOLSE_PinE_NS_T,A15_24_UOLSE_T_B_05,A15_24_UOLSE_T_05_10,A15_24_UOLSE_T_11_15,A15_24_UOLSE_T_16,A15_24_UOLSE_T_17,A15_24_UOLSE_T_18,A15_24_UOLSE_T_19,A15_24_UOLSE_T_20,A15_24_UOLSE_T_21,A15_24_UOLSE_T_YNS,A15_24_UOLSE_T_T,A15_24_L_PinE_NS_B_05,A15_24_L_PinE_NS_05_10,A15_24_L_PinE_NS_11_15,A15_24_L_PinE_NS_16,A15_24_L_PinE_NS_17,A15_24_L_PinE_NS_18,A15_24_L_PinE_NS_19,A15_24_L_PinE_NS_20,A15_24_L_PinE_NS_21,A15_24_L_PinE_NS_YNS,A15_24_L_PinE_NS_T,A15_24_T_B_05,A15_24_T_05_10,A15_24_T_11_15,A15_24_T_16,A15_24_T_17,A15_24_T_18,A15_24_T_19,A15_24_T_20,A15_24_T_21,A15_24_T_YNS,A15_24_T_T,A25_34_SEO_B_05,A25_34_SEO_05_10,A25_34_SEO_11_15,A25_34_SEO_16,A25_34_SEO_17,A25_34_SEO_18,A25_34_SEO_19,A25_34_SEO_20,A25_34_SEO_21,A25_34_SEO_YNS,A25_34_SEO_T,A25_34_UOLSE_VWW_B_05,A25_34_UOLSE_VWW_05_10,A25_34_UOLSE_VWW_11_15,A25_34_UOLSE_VWW_16,A25_34_UOLSE_VWW_17,A25_34_UOLSE_VWW_18,A25_34_UOLSE_VWW_19,A25_34_UOLSE_VWW_20,A25_34_UOLSE_VWW_21,A25_34_UOLSE_VWW_YNS,A25_34_UOLSE_VWW_T,A25_34_UOLSE_NWNAA_B_05,A25_34_UOLSE_NWNAA_05_10,A25_34_UOLSE_NWNAA_11_15,A25_34_UOLSE_NWNAA_16,A25_34_UOLSE_NWNAA_17,A25_34_UOLSE_NWNAA_18,A25_34_UOLSE_NWNAA_19,A25_34_UOLSE_NWNAA_20,A25_34_UOLSE_NWNAA_21,A25_34_UOLSE_NWNAA_YNS,A25_34_UOLSE_NWNAA_T,A25_34_UOLSE_PinE_NS_B_05,A25_34_UOLSE_PinE_NS_05_10,A25_34_UOLSE_PinE_NS_11_15,A25_34_UOLSE_PinE_NS_16,A25_34_UOLSE_PinE_NS_17,A25_34_UOLSE_PinE_NS_18,A25_34_UOLSE_PinE_NS_19,A25_34_UOLSE_PinE_NS_20,A25_34_UOLSE_PinE_NS_21,A25_34_UOLSE_PinE_NS_YNS,A25_34_UOLSE_PinE_NS_T,A25_34_UOLSE_T_B_05,A25_34_UOLSE_T_05_10
LGA40700,..,60,131,35,38,44,48,29,5,8,393,..,77,292,86,115,136,119,44,21,13,898,..,0,3,0,3,7,19,10,5,6,55,..,0,0,0,0,0,0,5,5,0,12,..,77,298,83,121,146,134,60,32,16,965,..,0,0,0,0,0,0,0,0,0,5,..,138,425,118,162,184,186,84,31,26,1362,92,189,78,8,12,18,16,14,3,0,437,46,238,222,75,72,72,101,38,0,12,878,0,0,9,0,0,6,11,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,46,243,229,75,68,76,111,44,3,16,908,0,0,0,0,0,0,0,0,0,0,0,136,435,309,80,88,91,127,56,3,18,1346,125,64,56,15,10,17,16,10,5,7,316,118,277,326,90,113,136,152,53,10,15,1287,0,9,25,3,7,10,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,121,287
LGA40910,..,36,96,34,43,34,19,17,3,7,286,..,64,267,99,83,146,159,51,13,37,923,..,0,6,3,4,11,18,21,0,9,71,..,0,0,0,0,0,4,0,0,0,11,..,64,269,100,89,159,181,75,15,38,1000,..,0,0,0,0,0,0,0,0,0,0,..,102,363,136,133,197,203,88,23,50,1288,70,175,61,22,15,20,10,9,0,10,387,85,307,296,86,151,131,203,80,0,21,1364,0,0,4,4,6,0,7,5,0,0,24,0,0,0,0,0,0,0,0,0,0,0,85,312,299,87,160,130,210,86,0,21,1391,0,0,0,0,0,0,0,0,0,0,0,157,484,362,106,177,148,227,96,0,24,1782,169,83,70,17,14,35,23,11,3,15,447,149,549,733,233,252,298,278,88,11,28,2625,0,12,31,10,19,19,18,10,0,0,133,0,0,0,0,0,0,0,0,0,0,0,154,568
LGA41010,..,0,4,0,0,0,0,3,0,0,13,..,0,3,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,0,..,0,6,0,0,0,0,3,0,0,23,0,0,7,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,5,3,6,0,0,0,0,3,0,0,19,0,4,9,4,0,5,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA41060,..,63,207,50,43,45,66,48,10,23,548,..,85,273,126,102,127,117,58,19,23,925,..,0,5,3,8,13,31,21,11,4,91,..,0,0,0,0,0,0,0,3,0,0,..,85,273,132,108,143,146,78,33,30,1027,..,0,0,0,0,0,0,0,0,0,3,..,146,482,183,153,187,213,122,43,51,1580,129,334,156,27,27,36,24,23,8,14,775,114,408,360,178,140,248,262,177,9,20,1912,0,0,5,3,11,5,9,8,9,3,68,5,0,0,0,0,0,0,0,0,0,6,111,408,368,185,149,248,268,185,16,24,1982,0,0,0,0,0,0,0,0,0,7,13,248,745,521,214,176,287,295,208,22,49,2768,417,211,245,66,55,81,96,42,14,24,1254,453,640,1010,356,441,449,492,146,24,61,4065,9,19,62,22,25,25,27,6,0,0,194,8,0,3,0,0,0,0,0,0,0,9,461,651
LGA41140,..,0,6,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,0,..,3,8,0,0,0,0,3,0,0,18,3,9,5,0,0,4,0,0,0,0,16,0,0,7,0,7,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,11,7,0,7,9,0,0,0,0,38,8,9,5,0,0,3,3,0,0,6,32,0,5,14,8,9,6,9,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
LGA41190,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,4,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,4,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA41330,..,0,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,3,0,0,0,9,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,0,9,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,0,7,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,3,16,0,0,8,3,0,0,0,0,0,0,9,0,3,14,9,7,13,3,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA41560,..,0,0,0,4,3,0,0,0,0,12,..,0,10,0,0,3,0,0,0,0,17,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,10,0,0,3,0,0,0,0,17,..,0,0,0,0,0,0,0,0,0,0,..,0,10,0,3,3,3,0,0,5,30,5,7,4,0,0,0,0,0,0,0,15,0,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,7,3,0,0,0,0,0,0,0,24,10,0,7,3,0,0,0,0,0,0,24,5,12,8,3,3,0,3,0,0,0,34,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,11
LGA41750,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA41830,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA41960,..,0,0,0,3,0,0,0,0,0,3,..,0,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,4,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA42030,..,10,29,3,10,8,7,0,0,5,64,..,0,17,4,5,5,3,4,0,0,36,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,4,17,4,5,6,6,4,0,0,39,..,0,0,0,0,0,0,0,0,0,0,..,10,42,4,10,10,11,4,0,7,104,39,66,27,0,0,0,5,0,0,3,129,0,25,21,4,6,5,3,3,0,0,68,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,25,18,4,6,4,7,3,0,0,71,0,0,0,0,0,0,0,0,0,0,0,41,91,46,4,11,4,5,3,0,3,201,72,39,21,10,3,0,3,5,0,0,158,10,18,32,3,7,9,8,4,3,0,93,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,15
LGA42110,..,0,0,0,0,3,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,5,0,6,4,6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
LGA42250,..,0,3,0,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,3,0,13,..,0,0,0,0,0,0,0,0,0,0,..,0,13,0,0,0,0,0,3,0,23,4,9,0,3,0,0,0,0,0,0,17,0,5,3,5,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,9,9,4,9,3,4,0,3,3,0,0,9,30,5,5,3,0,0,6,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA42600,..,38,120,21,27,28,43,24,17,15,322,..,13,32,10,19,27,36,18,3,7,163,..,0,0,0,0,6,5,3,3,0,17,..,0,0,0,0,0,0,0,0,0,0,..,13,35,14,16,38,40,22,5,10,186,..,0,0,0,0,0,0,0,0,0,0,..,44,154,30,41,60,84,44,22,26,504,62,156,68,0,8,13,14,9,0,7,337,19,54,43,17,15,27,34,16,0,5,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,54,43,17,15,27,34,16,0,5,231,0,0,0,0,0,0,0,0,0,0,0,84,209,112,20,21,37,50,20,9,8,567,131,65,59,23,17,30,42,17,25,6,407,39,63,138,78,70,132,95,46,12,5,683,3,0,8,0,3,0,0,3,0,3,24,0,0,0,0,0,0,0,0,0,0,0,45,63
LGA42750,..,3,15,0,0,0,0,0,0,0,23,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,4,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,4,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,4,15,0,0,0,0,4,0,0,23,0,6,0,0,0,0,0,0,0,0,10,5,3,6,0,5,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,5,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,9,3,0,3,3,3,0,0,0,24,11,4,11,0,0,6,0,0,0,0,39,6,0,10,3,0,6,12,3,0,0,37,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0
LGA43080,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA43220,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,3,0,0,5,0,0,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA43360,..,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,5,0,0,0,0,0,8,3,5,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA43650,..,6,6,0,0,0,0,0,0,0,25,..,5,8,3,0,0,3,0,0,0,22,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,5,8,3,0,0,3,0,0,0,19,..,0,0,0,0,0,0,0,0,0,0,..,14,18,3,3,0,6,7,0,3,47,13,33,9,0,0,0,0,0,0,3,63,0,13,3,3,5,0,6,3,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,3,5,0,3,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,15,49,14,3,5,5,4,3,0,3,97,17,9,7,0,0,0,0,5,0,0,51,3,6,9,0,0,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
LGA43710,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,12,0,3,5,0,0,0,0,0,0,0,19,0,0,6,5,0,0,8,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA43790,..,0,0,0,0,0,0,0,0,3,5,..,0,0,0,4,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,4,5,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,0,..,5,3,0,4,5,0,0,0,3,21,4,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,6,7,0,0,28,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,7,0,0,28,0,0,0,0,0,0,0,0,0,0,0,6,8,0,3,0,5,4,7,0,0,35,12,4,10,0,4,5,3,7,0,3,44,0,20,18,12,10,13,28,5,0,0,105,0,3,0,4,5,3,8,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,20
LGA44000,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA44060,..,73,224,53,34,84,76,41,10,14,612,..,71,272,119,88,78,135,67,7,22,846,..,0,5,5,0,11,15,15,11,4,61,..,0,0,0,0,0,0,3,0,0,7,..,71,271,117,88,84,156,82,12,29,916,..,0,0,0,0,0,0,0,0,4,0,..,146,496,176,124,170,232,125,19,46,1537,166,475,236,16,21,34,32,18,8,13,1016,64,329,334,129,168,167,246,104,4,18,1563,0,3,0,3,8,13,13,5,0,3,59,0,0,0,0,0,0,0,0,0,0,3,64,336,339,136,171,186,255,111,6,21,1624,0,0,0,0,0,0,0,5,0,0,4,223,812,570,151,194,222,291,133,12,34,2640,402,266,199,53,56,58,49,34,6,21,1136,205,583,910,363,403,404,468,130,19,41,3535,4,12,36,19,28,25,35,6,3,0,173,0,0,0,0,0,0,0,0,0,4,5,211,601
LGA44210,..,0,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,0,10,0,3,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,16,6,4,0,0,0,0,0,0,0,0,12,0,4,6,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA44340,..,58,118,18,38,39,34,21,10,12,348,..,42,129,44,59,77,79,36,8,14,472,..,0,0,0,0,0,10,8,7,0,31,..,0,0,0,0,0,0,0,0,4,7,..,42,131,45,62,81,91,41,11,20,511,..,0,0,0,0,0,0,0,0,0,0,..,99,249,61,98,121,124,67,24,26,862,137,283,91,15,18,27,27,17,0,10,627,59,177,154,50,81,85,112,75,3,16,802,0,0,0,0,6,0,11,3,0,0,19,0,0,0,0,0,0,0,0,0,0,3,59,177,164,49,84,81,122,83,3,16,827,0,0,5,0,0,0,0,0,0,0,5,195,457,256,60,105,108,150,95,3,26,1458,215,113,82,27,20,23,34,20,3,13,553,89,201,311,118,159,183,211,76,5,18,1375,0,6,13,10,4,9,8,4,0,0,64,0,0,0,0,0,0,3,0,0,0,0,91,205
