LGA_CODE_2021,A55_64_UOLSE_VWW_17,A55_64_UOLSE_VWW_18,A55_64_UOLSE_VWW_19,A55_64_UOLSE_VWW_20,A55_64_UOLSE_VWW_21,A55_64_UOLSE_VWW_YNS,A55_64_UOLSE_VWW_T,A55_64_UOLSE_NWNAA_B_05,A55_64_UOLSE_NWNAA_05_10,A55_64_UOLSE_NWNAA_11_15,A55_64_UOLSE_NWNAA_16,A55_64_UOLSE_NWNAA_17,A55_64_UOLSE_NWNAA_18,A55_64_UOLSE_NWNAA_19,A55_64_UOLSE_NWNAA_20,A55_64_UOLSE_NWNAA_21,A55_64_UOLSE_NWNAA_YNS,A55_64_UOLSE_NWNAA_T,A55_64_UOLSE_PinE_NS_B_05,A55_64_UOLSE_PinE_NS_05_10,A55_64_UOLSE_PinE_NS_11_15,A55_64_UOLSE_PinE_NS_16,A55_64_UOLSE_PinE_NS_17,A55_64_UOLSE_PinE_NS_18,A55_64_UOLSE_PinE_NS_19,A55_64_UOLSE_PinE_NS_20,A55_64_UOLSE_PinE_NS_21,A55_64_UOLSE_PinE_NS_YNS,A55_64_UOLSE_PinE_NS_T,A55_64_UOLSE_T_B_05,A55_64_UOLSE_T_05_10,A55_64_UOLSE_T_11_15,A55_64_UOLSE_T_16,A55_64_UOLSE_T_17,A55_64_UOLSE_T_18,A55_64_UOLSE_T_19,A55_64_UOLSE_T_20,A55_64_UOLSE_T_21,A55_64_UOLSE_T_YNS,A55_64_UOLSE_T_T,A55_64_L_PinE_NS_B_05,A55_64_L_PinE_NS_05_10,A55_64_L_PinE_NS_11_15,A55_64_L_PinE_NS_16,A55_64_L_PinE_NS_17,A55_64_L_PinE_NS_18,A55_64_L_PinE_NS_19,A55_64_L_PinE_NS_20,A55_64_L_PinE_NS_21,A55_64_L_PinE_NS_YNS,A55_64_L_PinE_NS_T,A55_64_T_B_05,A55_64_T_05_10,A55_64_T_11_15,A55_64_T_16,A55_64_T_17,A55_64_T_18,A55_64_T_19,A55_64_T_20,A55_64_T_21,A55_64_T_YNS,A55_64_T_T,A65_74_SEO_B_05,A65_74_SEO_05_10,A65_74_SEO_11_15,A65_74_SEO_16,A65_74_SEO_17,A65_74_SEO_18,A65_74_SEO_19,A65_74_SEO_20,A65_74_SEO_21,A65_74_SEO_YNS,A65_74_SEO_T,A65_74_UOLSE_VWW_B_05,A65_74_UOLSE_VWW_05_10,A65_74_UOLSE_VWW_11_15,A65_74_UOLSE_VWW_16,A65_74_UOLSE_VWW_17,A65_74_UOLSE_VWW_18,A65_74_UOLSE_VWW_19,A65_74_UOLSE_VWW_20,A65_74_UOLSE_VWW_21,A65_74_UOLSE_VWW_YNS,A65_74_UOLSE_VWW_T,A65_74_UOLSE_NWNAA_B_05,A65_74_UOLSE_NWNAA_05_10,A65_74_UOLSE_NWNAA_11_15,A65_74_UOLSE_NWNAA_16,A65_74_UOLSE_NWNAA_17,A65_74_UOLSE_NWNAA_18,A65_74_UOLSE_NWNAA_19,A65_74_UOLSE_NWNAA_20,A65_74_UOLSE_NWNAA_21,A65_74_UOLSE_NWNAA_YNS,A65_74_UOLSE_NWNAA_T,A65_74_UOLSE_PinE_NS_B_05,A65_74_UOLSE_PinE_NS_05_10,A65_74_UOLSE_PinE_NS_11_15,A65_74_UOLSE_PinE_NS_16,A65_74_UOLSE_PinE_NS_17,A65_74_UOLSE_PinE_NS_18,A65_74_UOLSE_PinE_NS_19,A65_74_UOLSE_PinE_NS_20,A65_74_UOLSE_PinE_NS_21,A65_74_UOLSE_PinE_NS_YNS,A65_74_UOLSE_PinE_NS_T,A65_74_UOLSE_T_B_05,A65_74_UOLSE_T_05_10,A65_74_UOLSE_T_06,A65_74_UOLSE_T_16,A65_74_UOLSE_T_17,A65_74_UOLSE_T_18,A65_74_UOLSE_T_19,A65_74_UOLSE_T_20,A65_74_UOLSE_T_21,A65_74_UOLSE_T_YNS,A65_74_UOLSE_T_T,A65_74_L_PinE_NS_B_05,A65_74_L_PinE_NS_05_10,A65_74_L_PinE_NS_11_15,A65_74_L_PinE_NS_16,A65_74_L_PinE_NS_17,A65_74_L_PinE_NS_18,A65_74_L_PinE_NS_19,A65_74_L_PinE_NS_20,A65_74_L_PinE_NS_21,A65_74_L_PinE_NS_YNS,A65_74_L_PinE_NS_T,A65_74_T_B_05,A65_74_T_05_10,A65_74_T_11_15,A65_74_T_16,A65_74_T_17,A65_74_T_18,A65_74_T_19,A65_74_T_20,A65_74_T_21,A65_74_T_YNS,A65_74_T_T,A75_84_SEO_B_05,A75_84_SEO_05_10,A75_84_SEO_11_15,A75_84_SEO_16,A75_84_SEO_17,A75_84_SEO_18,A75_84_SEO_19,A75_84_SEO_20,A75_84_SEO_21,A75_84_SEO_YNS,A75_84_SEO_T,A75_84_UOLSE_VWW_B_05,A75_84_UOLSE_VWW_05_10,A75_84_UOLSE_VWW_11_15,A75_84_UOLSE_VWW_16,A75_84_UOLSE_VWW_17,A75_84_UOLSE_VWW_18,A75_84_UOLSE_VWW_19,A75_84_UOLSE_VWW_20,A75_84_UOLSE_VWW_21,A75_84_UOLSE_VWW_YNS,A75_84_UOLSE_VWW_T,A75_84_UOLSE_NWNAA_B_05,A75_84_UOLSE_NWNAA_05_10,A75_84_UOLSE_NWNAA_11_15,A75_84_UOLSE_NWNAA_16,A75_84_UOLSE_NWNAA_17,A75_84_UOLSE_NWNAA_18,A75_84_UOLSE_NWNAA_19,A75_84_UOLSE_NWNAA_20,A75_84_UOLSE_NWNAA_21,A75_84_UOLSE_NWNAA_YNS,A75_84_UOLSE_NWNAA_T,A75_84_UOLSE_PinE_NS_B_05,A75_84_UOLSE_PinE_NS_05_10,A75_84_UOLSE_PinE_NS_11_15,A75_84_UOLSE_PinE_NS_16,A75_84_UOLSE_PinE_NS_17,A75_84_UOLSE_PinE_NS_18,A75_84_UOLSE_PinE_NS_19,A75_84_UOLSE_PinE_NS_20,A75_84_UOLSE_PinE_NS_21,A75_84_UOLSE_PinE_NS_YNS,A75_84_UOLSE_PinE_NS_T,A75_84_UOLSE_T_B_05,A75_84_UOLSE_T_05_10,A75_84_UOLSE_T_11_15,A75_84_UOLSE_T_16,A75_84_UOLSE_T_17,A75_84_UOLSE_T_18,A75_84_UOLSE_T_19,A75_84_UOLSE_T_20,A75_84_UOLSE_T_21,A75_84_UOLSE_T_YNS,A75_84_UOLSE_T_T,A75_84_L_PinE_NS_B_05,A75_84_L_PinE_NS_05_10,A75_84_L_PinE_NS_11_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_17,A75_84_L_PinE_NS_18
LGA36720,10,13,10,14,3,16,1306,32,13,20,4,8,7,18,16,0,6,126,7,0,0,0,0,0,0,0,0,0,7,981,206,97,20,17,23,29,27,3,22,1436,8,0,0,0,0,0,0,0,0,13,19,8842,1426,526,81,79,59,85,64,26,177,11359,8312,511,214,51,50,45,60,39,15,201,9506,899,57,30,0,6,4,5,0,7,16,1033,49,4,16,5,4,4,23,8,3,5,119,6,0,0,0,0,0,0,0,0,0,4,952,63,42,7,9,8,28,10,10,18,1151,5,0,0,0,0,0,0,0,0,14,21,9271,577,261,55,62,60,93,47,25,231,10681,5301,233,97,22,13,28,25,11,4,200,5942,660,26,9,0,0,3,8,0,0,23,725,63,9,8,0,0,0,3,4,0,6,79,6,0,0,0,0,0,0,0,0,3,9,724,36,8,0,0,0,6,4,0,28,816,9,0,0,0,0,0
LGA36820,0,0,0,0,0,0,74,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,58,13,8,0,0,0,0,0,0,4,85,0,0,0,0,0,0,0,0,0,3,4,582,32,15,5,0,3,0,0,0,22,677,648,16,6,0,0,0,0,0,0,29,704,89,3,0,0,0,0,0,0,0,0,91,10,0,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,92,3,3,0,0,0,0,0,0,0,101,3,0,0,0,0,0,0,0,0,0,4,740,18,12,6,0,0,0,0,0,33,811,386,7,0,0,0,0,0,0,0,22,417,64,0,0,0,0,0,0,0,0,5,64,13,5,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,73,5,0,0,0,0,0,0,0,4,80,3,0,0,0,0,0
LGA36910,8,0,9,8,0,8,598,33,23,30,4,10,25,47,23,0,0,203,0,0,0,0,0,0,0,0,0,0,8,414,162,67,11,17,25,63,34,0,11,803,0,0,0,0,0,0,0,0,0,3,6,2176,330,119,17,24,34,66,32,3,51,2855,1836,53,34,0,5,8,4,0,0,46,1987,255,18,14,6,5,0,5,3,0,11,312,38,9,23,4,0,10,48,19,0,8,159,0,0,0,0,0,0,0,0,0,0,3,292,20,34,11,5,16,56,22,0,16,475,0,0,0,0,0,0,0,0,0,6,8,2137,76,74,9,8,20,62,23,0,65,2469,1257,32,10,0,5,3,0,0,0,60,1371,155,6,11,0,0,0,0,0,0,7,179,16,9,8,0,5,6,19,4,0,4,62,0,0,0,0,0,0,0,0,0,0,3,173,7,18,0,4,10,15,4,4,14,245,6,0,0,0,0,0
LGA36950,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,5,22,0,0,0,0,0,0,0,0,0,0,0,42,9,0,0,0,0,0,0,0,7,59,17,0,0,0,0,0,0,0,0,0,17,6,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,3,27,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36960,0,0,0,0,0,5,20,15,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,3,41,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,3,51,6,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
LGA37010,8,8,12,9,3,12,904,49,30,18,3,4,10,14,15,0,3,152,7,0,0,0,0,0,0,0,0,0,7,622,235,93,18,12,12,23,19,3,17,1060,0,0,0,0,0,0,0,0,0,8,6,3282,508,201,25,25,24,39,32,13,85,4239,2422,75,37,4,7,0,10,0,0,59,2627,439,26,8,0,0,0,4,6,0,13,506,55,10,9,6,6,3,14,3,0,5,108,0,0,0,0,0,0,0,0,0,0,0,495,38,24,6,8,3,17,5,0,17,614,0,0,0,0,0,0,0,0,0,6,11,2928,106,62,7,8,10,26,9,0,83,3250,1275,28,6,3,0,0,5,4,0,40,1368,244,3,7,0,0,0,3,4,0,6,270,46,8,16,0,0,4,0,0,0,6,76,4,0,0,0,0,0,0,0,0,0,8,292,16,22,0,7,4,4,4,0,10,351,5,0,0,0,0,0
LGA37300,0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,49,7,3,0,0,0,0,0,0,9,69,14,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,22,3,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
LGA37310,0,0,0,0,0,0,81,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,40,24,14,3,0,0,4,0,0,4,90,0,0,0,0,0,0,0,0,0,5,5,295,45,27,6,0,6,4,0,0,22,400,230,5,0,0,0,0,7,0,0,12,253,22,0,3,0,0,0,0,0,0,3,36,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,27,0,4,0,0,0,0,3,0,3,39,0,0,0,0,0,0,0,0,0,4,4,256,12,3,0,0,0,5,3,0,18,302,114,0,0,0,0,0,0,0,0,11,131,11,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,6,22,0,0,0,0,0,0
LGA37340,4,0,0,3,0,4,121,8,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,91,19,13,0,3,0,3,3,0,7,143,0,0,0,0,0,0,0,0,0,0,3,749,76,41,4,3,8,8,8,6,18,915,611,13,21,0,5,0,0,5,0,29,687,72,0,3,0,0,0,0,0,0,3,83,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,75,0,3,0,0,0,0,0,0,8,98,5,0,0,0,0,0,0,0,0,0,5,687,17,24,0,5,0,4,5,0,32,780,304,8,3,0,0,0,0,0,0,10,331,39,4,0,0,0,0,0,0,0,7,41,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,46,4,0,0,0,0,0,0,0,3,54,0,0,0,0,0,0
LGA37400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,12,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39499,0,0,3,4,0,4,42,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,34,5,3,0,0,0,3,4,0,4,44,0,0,0,0,0,0,0,0,0,18,18,364,34,13,5,0,0,10,4,4,33,472,371,12,5,0,0,0,0,0,4,14,418,33,0,0,0,0,0,0,0,0,3,36,3,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,41,3,0,0,0,0,0,0,0,3,45,0,0,0,0,0,0,0,0,0,14,13,412,17,5,0,0,0,0,0,4,36,480,105,0,0,0,0,0,0,0,0,0,109,9,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,3,0,4,10,0,0,140,17,8,7,3,5,4,14,7,0,0,75,0,0,0,0,0,0,0,0,0,0,0,125,23,15,7,11,4,20,10,0,4,217,0,0,0,0,0,0,0,0,0,3,3,523,47,34,8,8,6,25,18,3,17,692,492,9,7,0,0,0,5,0,0,6,520,132,5,6,0,0,0,4,0,0,3,155,14,5,10,0,0,3,7,12,0,5,58,0,0,0,0,0,0,0,0,0,0,0,148,7,13,7,0,3,7,15,0,10,215,0,0,0,0,0,0,0,0,0,0,3,640,20,23,7,0,9,11,10,0,16,731,235,0,3,0,0,0,0,0,0,4,247,50,0,3,0,0,0,0,0,0,5,57,13,3,0,0,4,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,69,3,3,0,4,0,3,0,0,0,84,0,0,0,0,0,0
LGA40120,0,0,0,0,0,0,176,3,6,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,148,22,12,0,0,0,3,0,0,0,192,3,0,0,0,0,0,0,0,0,0,3,1335,96,30,0,5,0,0,0,0,38,1507,1110,12,11,0,0,0,3,0,0,37,1170,167,0,0,0,0,0,0,0,0,6,175,6,0,3,0,0,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,4,170,0,3,0,0,0,4,0,0,4,191,4,0,0,0,0,0,0,0,0,0,4,1284,15,11,0,0,3,7,4,0,39,1362,614,8,10,0,0,0,5,5,0,23,661,90,4,0,0,0,0,0,0,0,0,97,11,0,0,0,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,5,106,4,0,0,0,0,5,0,0,3,113,0,0,0,0,0,0
LGA40150,0,0,0,0,0,0,30,4,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,29,0,4,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,342,9,4,0,0,0,0,0,0,6,372,208,0,0,0,0,0,0,0,0,11,219,21,0,0,0,0,0,0,0,0,3,20,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,4,0,3,35,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,0,0,0,4,0,11,251,90,0,0,0,0,0,0,4,0,0,94,21,0,0,0,0,0,0,0,0,0,17,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
LGA40220,0,0,0,0,0,0,66,6,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,46,10,10,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,5,5,822,65,28,0,0,3,0,0,0,44,962,1128,21,8,0,0,0,0,3,0,49,1209,66,4,0,0,0,0,0,0,0,3,72,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,74,4,0,0,0,0,0,0,0,4,79,0,0,0,0,0,0,0,0,0,0,0,1200,19,6,0,0,0,3,3,0,58,1291,833,18,7,0,0,0,3,0,0,31,896,43,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,46,4,0,0,0,0,0
LGA40250,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40310,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,13,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,629,48,14,0,3,6,0,4,0,20,727,557,7,0,0,3,0,0,0,0,15,590,35,0,0,0,0,0,0,0,0,0,38,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,35,3,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,597,17,7,0,3,0,0,0,0,14,636,319,4,3,0,0,0,0,0,0,9,350,28,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
LGA40430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,4,0,0,0,0,0,0,0,0,46,81,0,0,0,0,0,0,0,0,3,88,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,3,94,29,0,0,0,0,0,0,0,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40520,0,0,0,0,0,3,47,6,0,6,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,45,10,3,0,0,0,3,0,0,3,64,0,0,0,0,0,0,0,0,0,0,0,159,17,11,0,0,0,3,0,0,13,204,169,0,3,0,0,0,0,0,0,4,176,45,0,0,0,0,0,0,0,0,0,47,17,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,4,4,59,0,0,0,0,0,0,0,0,3,69,0,0,0,0,0,0,0,0,0,0,0,227,0,3,0,0,0,0,0,0,13,246,77,0,0,0,0,0,0,0,0,0,86,51,0,0,0,0,0,0,0,0,3,52,25,0,0,0,0,0,0,0,0,4,32,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,10,84,0,0,0,0,0,0
LGA40700,5,3,7,5,3,0,640,52,33,47,17,5,6,27,16,0,6,199,4,0,0,0,0,0,0,0,0,0,3,558,109,78,28,9,7,31,19,3,8,846,0,0,0,0,0,0,0,0,0,0,0,1445,180,108,27,5,7,32,22,4,22,1854,992,19,13,0,5,0,0,3,0,18,1055,558,8,10,0,3,0,3,0,0,9,598,64,45,53,20,3,13,34,11,0,4,246,4,0,0,0,0,0,0,0,0,0,0,622,48,68,18,9,13,41,10,0,11,842,0,0,0,0,0,0,0,0,0,0,0,1617,66,80,18,12,21,43,14,0,31,1900,712,8,4,0,0,0,3,0,0,25,750,390,8,4,0,0,0,0,0,0,6,412,57,13,10,0,0,7,3,4,0,5,106,0,0,0,0,0,0,0,0,0,0,0,451,19,11,0,0,8,6,4,0,16,516,0,0,0,0,0,0
LGA40910,3,3,0,14,0,15,920,87,55,45,10,15,13,43,20,0,3,293,0,0,0,0,0,0,0,0,0,0,5,809,175,80,11,17,15,40,32,0,23,1209,0,0,0,0,0,0,0,0,0,0,5,1577,239,92,11,18,17,47,35,0,35,2077,1046,13,5,0,0,0,0,0,0,12,1083,1100,4,15,5,3,0,14,3,0,10,1164,180,26,61,9,6,19,37,13,0,4,343,0,0,0,0,0,0,0,0,0,0,3,1282,34,72,14,11,15,48,15,0,18,1510,0,0,0,0,0,0,0,0,0,0,0,2333,45,77,12,11,14,51,21,0,26,2601,651,5,3,0,0,0,0,0,0,28,692,1022,8,0,0,0,0,4,0,0,19,1057,341,13,18,3,0,0,9,0,0,15,407,3,0,0,0,0,0,0,0,0,0,5,1366,20,18,5,4,0,15,3,0,40,1471,6,0,0,0,0,0
LGA41010,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,33,0,3,0,0,0,0,0,0,6,41,38,0,0,0,0,0,0,0,0,0,37,9,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,51,17,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
