LGA_CODE_2021,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
LGA58540,..,82,82,119,4,120,22,0,22,43,0,43,16,0,16,6,0,6,203,89,288
LGA58570,..,5244,5244,4752,776,5520,1820,348,2165,1810,105,1916,474,18,492,102,15,113,8952,6501,15450
LGA58610,..,242,242,260,16,279,57,0,55,56,0,56,31,0,31,24,0,24,430,260,684
LGA58680,..,41,41,85,4,89,17,0,17,17,0,17,14,0,14,5,0,5,134,46,182
LGA58760,..,13627,13627,20272,1212,21480,12980,239,13217,14075,59,14132,5829,16,5850,2935,13,2946,56085,15162,71246
LGA58820,..,443,443,589,37,628,181,0,184,179,0,179,101,0,101,52,0,58,1101,481,1584
LGA58890,..,86,86,120,8,128,28,0,28,37,0,37,17,0,17,5,0,5,202,92,293
LGA59030,..,34,34,45,0,45,9,0,9,9,0,9,3,0,3,0,0,0,63,34,101
LGA59100,..,65,65,92,3,101,20,0,20,22,0,22,20,0,20,6,0,6,166,65,229
LGA59170,..,95,95,139,8,147,37,3,38,48,0,48,26,0,26,8,0,8,260,102,365
LGA59250,..,36,36,33,3,32,7,0,7,0,0,0,10,0,10,5,0,5,56,34,84
LGA59310,..,179,179,186,13,199,49,0,49,54,0,54,31,0,31,12,0,12,334,188,521
LGA59320,..,44,44,54,7,61,17,0,17,28,0,28,12,0,12,6,0,6,119,45,161
LGA59330,..,99,99,60,9,68,23,0,23,14,0,14,6,0,6,4,0,4,107,106,209
LGA59340,..,548,548,594,57,651,316,13,330,268,5,277,157,4,159,148,5,148,1488,632,2122
LGA59350,..,20,20,15,0,15,7,0,7,5,0,5,0,0,0,9,0,9,29,20,44
LGA59360,..,159,159,134,8,142,24,0,31,39,0,41,10,0,10,4,0,4,210,169,377
LGA59370,..,469,469,568,32,593,149,0,150,112,0,112,59,0,59,31,0,31,923,499,1420
LGA59499,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59799,..,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA60210,..,1075,1075,1204,53,1260,319,4,323,205,0,203,86,0,86,41,0,41,1861,1135,3000
LGA60410,..,1526,1526,2160,153,2314,1306,12,1324,1039,0,1044,442,0,444,241,0,241,5188,1698,6889
LGA60610,..,2590,2590,2655,173,2825,1111,23,1138,976,3,981,378,9,385,187,0,191,5306,2792,8104
LGA60810,..,2721,2721,3488,149,3633,1198,12,1209,1043,7,1048,410,3,414,200,6,200,6341,2894,9235
LGA61010,..,387,387,343,22,370,95,0,101,79,4,80,39,0,39,35,0,35,597,413,1012
LGA61210,..,863,863,1112,64,1176,367,14,379,316,7,318,186,4,193,98,0,98,2081,948,3027
LGA61410,..,6209,6209,7946,455,8400,3630,135,3767,3305,46,3355,1302,17,1319,534,5,541,16719,6866,23584
LGA61510,..,1088,1088,1401,60,1458,612,9,625,566,3,573,221,3,228,143,0,143,2944,1164,4102
LGA61610,..,3423,3423,3630,268,3898,1533,41,1564,1172,14,1184,458,3,462,227,7,230,7019,3750,10769
LGA61810,..,874,874,1060,66,1131,290,7,293,272,0,270,122,0,127,68,0,73,1816,947,2763
LGA62010,..,163,163,171,11,178,33,0,33,26,0,26,11,0,11,4,0,4,246,173,416
LGA62210,..,918,918,1106,54,1161,352,3,355,279,0,278,119,4,119,73,0,73,1926,979,2911
LGA62410,..,651,651,945,48,995,214,4,216,152,4,154,44,0,44,22,0,22,1384,707,2085
LGA62610,..,6253,6253,5708,533,6238,2970,176,3149,2385,77,2466,1050,43,1088,651,18,668,12765,7105,19865
LGA62810,..,6465,6465,6646,799,7450,2772,503,3276,2596,266,2860,900,93,988,371,49,415,13288,8171,21459
LGA63010,..,1819,1819,2626,141,2770,952,19,971,817,0,816,361,0,361,231,3,233,4983,1982,6966
LGA63210,..,618,618,956,57,1015,334,6,341,278,0,278,136,0,136,58,0,58,1769,681,2451
LGA63410,..,234,234,240,15,255,69,4,70,60,0,60,20,0,20,6,0,6,405,249,652
LGA63610,..,3610,3610,5093,285,5380,2296,86,2379,2317,31,2349,967,9,981,384,7,389,11059,4026,15083
LGA63810,..,1324,1324,1983,91,2074,609,14,623,551,0,550,233,0,233,105,0,105,3486,1424,4916
LGA64010,..,8695,8695,8707,839,9542,3862,228,4089,3310,102,3404,1311,26,1333,646,11,655,17827,9903,27729
LGA64210,..,2329,2329,2989,147,3134,1152,22,1170,1009,3,1014,408,4,410,202,0,202,5747,2506,8257
LGA64610,..,1571,1571,2055,104,2158,759,11,763,612,0,614,272,0,272,124,0,124,3822,1683,5506
LGA64810,..,1758,1758,2284,137,2417,1015,16,1029,851,5,854,310,0,310,148,0,150,4605,1912,6514
LGA65010,..,600,600,896,43,938,358,0,362,345,0,345,131,0,131,83,0,81,1817,654,2465
LGA65210,..,434,434,461,24,484,114,0,113,67,0,67,30,0,30,18,0,18,684,463,1144
LGA65410,..,1829,1829,2177,93,2273,680,13,691,666,6,668,265,0,265,128,0,128,3911,1939,5850
LGA65610,..,798,798,602,45,649,178,3,182,155,0,161,60,0,60,23,0,23,1024,849,1875
LGA65810,..,2538,2538,3600,180,3780,1380,31,1410,1260,14,1275,541,0,546,230,0,230,7016,2759,9781
LGA69499,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA69799,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA70200,..,2409,2409,2330,318,2649,1418,134,1553,1246,43,1291,577,11,587,401,5,401,5976,2916,8891
LGA70420,..,453,453,338,45,378,175,5,182,170,0,170,125,0,125,290,0,290,1098,503,1599
LGA70540,..,9,9,14,0,14,14,0,14,5,0,5,0,0,0,4,0,4,38,9,46
LGA70620,..,142,142,116,13,122,72,0,72,69,0,69,85,0,85,219,0,219,554,155,715
LGA70700,..,153,153,170,18,186,33,8,36,24,0,24,23,0,23,8,0,8,259,176,433
LGA71000,..,7221,7221,7998,1275,9279,4675,441,5112,4009,158,4170,1633,55,1688,973,16,992,19284,9170,28456
LGA71150,..,79,79,47,5,58,7,0,7,3,0,3,0,0,0,0,0,0,67,89,158
LGA71300,..,164,164,170,6,181,164,4,167,176,0,176,156,0,152,614,0,614,1281,172,1450
LGA72200,..,677,677,823,107,927,406,35,438,406,10,419,219,4,226,166,6,170,2025,828,2852
LGA72300,..,1193,1193,1914,138,2052,987,36,1023,1102,12,1110,524,0,523,345,0,346,4864,1387,6251
LGA72330,..,269,269,198,11,212,105,0,106,128,0,130,98,0,98,316,0,316,842,281,1126
LGA72800,..,2555,2555,3284,377,3661,2294,99,2397,2188,20,2209,988,7,991,517,0,517,9263,3055,12318
LGA73600,..,213,213,220,19,238,95,6,103,118,0,116,124,0,122,386,0,389,939,248,1188
LGA74050,..,116,116,134,3,137,102,0,104,76,0,83,65,0,66,101,0,101,489,121,604
LGA74550,..,156,156,101,19,115,55,0,59,73,0,67,53,0,55,127,0,127,406,177,585
LGA74560,..,52,52,80,9,87,25,0,25,4,0,4,4,0,4,5,0,5,119,55,175
LGA74660,..,220,220,194,23,216,112,3,114,130,3,132,115,0,112,407,0,407,957,245,1199
LGA74680,..,54,54,68,5,70,37,0,38,61,0,61,65,0,65,209,0,209,438,58,498
LGA79399,..,686,686,566,61,633,252,11,261,301,3,306,148,0,148,68,0,68,1337,763,2099
LGA79499,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA79799,..,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
LGA89399,..,43338,43338,50294,4754,55046,25843,2004,27850,26959,746,27707,9954,222,10173,4163,114,4280,117214,51188,168400
LGA89499,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA89799,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99399,..,358,358,346,20,368,103,0,108,88,0,88,44,0,42,21,0,21,604,378,986
LGA99499,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99799,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
