SAL_CODE_2021,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
SAL50759,0,0,0,0,0,0,0,0
SAL50760,7,0,0,3,0,0,0,13
SAL50761,22,8,4,0,0,0,0,29
SAL50762,0,0,0,0,0,0,0,5
SAL50763,20,0,0,0,0,0,0,24
SAL50764,1520,216,55,13,0,0,8,1813
SAL50765,0,0,0,0,0,0,0,0
SAL50766,880,129,38,0,0,0,3,1062
SAL50767,4,0,0,0,0,0,0,4
SAL50768,18,3,0,0,0,0,0,13
SAL50769,0,0,0,0,0,0,0,0
SAL50770,3,0,0,0,0,0,0,3
SAL50771,95,11,7,0,0,0,3,119
SAL50772,0,0,0,0,0,0,0,9
SAL50773,20,0,0,0,0,0,0,25
SAL50774,7,0,0,0,0,0,0,7
SAL50775,8,0,0,0,0,0,0,10
SAL50776,7,0,0,0,0,0,0,7
SAL50777,0,0,0,0,0,0,0,0
SAL50778,0,0,0,0,0,0,0,4
SAL50779,0,0,0,0,0,0,0,0
SAL50780,7,0,0,0,0,0,0,13
SAL50781,343,40,13,8,5,0,3,411
SAL50782,66,9,3,0,0,0,4,83
SAL50783,10,0,0,0,0,0,0,17
SAL50784,0,0,0,0,0,0,0,0
SAL50785,5,3,0,0,0,0,0,8
SAL50786,3,0,0,0,0,0,0,7
SAL50787,18,0,0,0,0,0,0,28
SAL50788,10,0,0,0,0,0,0,9
SAL50789,6,0,0,0,0,0,0,6
SAL50790,7,0,0,0,0,0,0,8
SAL50791,13,0,0,0,0,0,0,13
SAL50792,19,4,3,0,0,0,0,32
SAL50793,11,0,0,0,0,0,0,11
SAL50794,3,0,0,0,0,0,0,0
SAL50795,0,0,0,0,0,0,0,0
SAL50796,11,0,0,0,0,0,0,15
SAL50797,3,0,0,0,0,0,0,10
SAL50798,0,0,0,0,0,0,0,3
SAL50799,364,71,12,15,0,0,7,474
SAL50800,0,0,0,0,0,0,0,5
SAL50801,0,0,0,0,0,0,0,0
SAL50802,4,0,0,0,0,0,0,3
SAL50803,0,0,0,0,0,0,0,0
SAL50804,0,0,0,0,0,0,0,0
SAL50805,0,0,0,0,0,0,0,0
SAL50806,64,13,3,0,0,0,0,77
SAL50807,0,0,0,0,0,0,0,0
SAL50808,45,7,8,3,0,0,4,61
SAL50809,8,3,0,0,0,0,0,12
SAL50810,0,0,0,0,0,0,0,0
SAL50811,5,0,0,0,0,0,0,5
SAL50812,0,0,0,0,0,0,0,0
SAL50813,5,0,0,0,0,0,0,5
SAL50814,3,0,0,0,0,0,0,3
SAL50815,69,17,4,0,0,0,0,92
SAL50816,568,87,26,3,0,0,0,691
SAL50817,0,0,0,0,0,0,0,0
SAL50818,0,0,0,0,0,0,0,0
SAL50819,50,7,0,0,0,0,0,64
SAL50820,0,0,0,0,0,0,0,0
SAL50821,0,0,0,0,0,0,0,0
SAL50822,11,0,0,0,0,0,0,10
SAL50823,3,0,0,0,0,0,0,3
SAL50824,0,0,0,0,0,0,0,0
SAL50825,0,0,0,0,0,0,0,0
SAL50826,12,0,0,0,0,0,0,12
SAL50827,0,0,0,0,0,0,0,0
SAL50828,548,195,60,4,0,0,0,814
SAL50829,225,36,16,3,0,0,5,283
SAL50830,28,10,3,0,0,0,0,40
SAL50831,2328,260,82,27,3,0,6,2707
SAL50832,23,7,3,0,0,0,0,30
SAL50833,540,56,24,7,0,0,7,632
SAL50834,8,0,0,0,0,0,0,8
SAL50835,383,48,5,0,0,0,0,436
SAL50836,11,4,0,3,0,0,6,29
SAL50837,0,0,0,0,0,0,0,0
SAL50838,281,61,24,0,3,0,4,379
SAL50839,7,0,0,0,0,0,0,7
SAL50840,240,25,5,0,0,0,0,273
SAL50841,17,0,0,0,0,0,0,23
SAL50842,1441,154,34,10,0,0,0,1642
SAL50843,0,0,0,0,0,0,0,0
SAL50844,44,8,4,0,0,0,0,50
SAL50845,20,3,0,0,0,0,0,30
SAL50846,21,10,3,0,0,0,0,35
SAL50847,327,66,13,6,3,0,3,418
SAL50848,0,0,0,0,0,0,0,0
SAL50849,945,148,49,6,3,0,5,1150
SAL50850,0,0,0,0,0,0,0,4
SAL50851,0,0,0,0,0,0,0,0
SAL50852,3,0,0,0,0,0,0,9
SAL50853,147,18,6,0,0,0,0,173
SAL50854,0,0,0,0,0,0,0,0
SAL50855,0,0,0,0,0,0,0,0
SAL50856,0,0,0,0,0,0,0,0
SAL50857,239,39,17,6,0,0,3,305
SAL50858,80,10,10,4,0,0,0,104
SAL50859,0,0,0,0,0,0,0,0
SAL50860,0,0,0,0,0,0,0,0
SAL50861,6,0,0,0,0,0,0,6
SAL50862,14,0,0,0,0,0,0,15
SAL50863,255,52,23,3,0,0,0,342
SAL50864,0,0,0,0,0,0,0,0
SAL50865,178,30,3,3,0,0,0,214
SAL50866,5,5,0,0,0,0,0,13
SAL50867,11,3,0,0,0,0,0,14
SAL50868,7,0,0,0,0,0,0,11
SAL50869,7,0,0,0,0,0,0,7
SAL50870,0,0,0,0,0,0,0,0
SAL50871,371,43,9,4,0,0,6,435
SAL50872,0,0,0,0,0,0,0,6
SAL50873,1258,168,55,19,0,0,10,1507
SAL50874,872,103,27,15,0,0,0,1020
SAL50875,401,105,38,0,0,0,5,550
SAL50876,0,0,0,0,0,0,0,0
SAL50877,3,0,0,0,0,0,0,3
SAL50878,3,0,0,0,0,0,0,3
SAL50879,75,19,3,0,4,0,0,109
SAL50880,52,9,0,0,0,0,0,69
SAL50881,461,83,17,7,0,3,0,568
SAL50882,0,0,0,0,0,0,0,0
SAL50883,0,0,0,0,0,0,0,6
SAL50884,0,0,0,0,0,0,0,0
SAL50885,9,0,0,0,0,0,0,9
SAL50886,4,0,0,0,0,0,0,4
SAL50887,0,0,0,0,0,0,0,0
SAL50888,4,0,0,0,0,0,0,4
SAL50889,11,0,0,0,0,0,0,13
SAL50890,300,91,31,5,0,0,9,427
SAL50891,305,54,22,8,0,0,0,387
SAL50892,4,0,0,0,0,0,0,4
SAL50893,477,60,15,0,0,0,0,550
SAL50894,8,0,0,0,0,0,0,15
SAL50895,8,0,0,0,0,0,0,16
SAL50896,1117,126,49,18,0,0,8,1323
SAL50897,6,0,0,0,0,0,0,3
SAL50898,48,13,3,0,0,0,0,69
SAL50899,17,4,0,3,0,0,3,26
SAL50900,0,0,0,0,0,0,0,0
SAL50901,49,11,0,4,0,0,0,64
SAL50902,0,0,0,0,0,0,0,0
SAL50903,796,163,31,0,0,0,4,1000
SAL50904,96,10,0,0,0,0,0,116
SAL50905,303,26,0,0,0,0,0,331
SAL50906,0,0,0,0,0,0,0,0
SAL50907,0,0,0,0,0,0,0,0
SAL50908,3,0,0,0,0,0,0,6
SAL50909,0,0,0,0,0,0,0,0
SAL50910,0,0,0,0,0,0,0,0
SAL50911,177,42,11,3,3,0,0,231
SAL50912,0,0,0,0,0,0,0,4
SAL50913,12,0,4,0,0,0,0,23
SAL50914,0,0,0,0,0,0,0,0
SAL50915,0,0,0,0,0,0,0,0
SAL50916,22,0,0,0,0,0,0,22
SAL50917,906,110,17,3,0,0,0,1040
SAL50918,8,0,0,0,0,0,0,8
SAL50919,0,0,0,0,0,0,0,0
SAL50920,382,77,20,0,0,0,8,498
SAL50921,0,0,0,0,0,0,0,0
SAL50922,843,239,54,5,0,0,11,1151
SAL50923,17,4,4,0,0,0,0,22
SAL50924,0,0,0,0,0,0,0,0
SAL50925,121,34,11,4,0,0,4,170
SAL50926,31,5,0,0,0,0,4,43
SAL50927,0,0,0,0,0,0,0,0
SAL50928,19,5,0,0,0,0,0,19
SAL50929,7,0,0,0,0,0,0,7
SAL50930,10,3,0,0,0,0,0,13
SAL50931,0,0,0,0,0,0,0,0
SAL50932,744,105,18,3,0,0,0,867
SAL50933,254,27,0,0,0,0,0,296
SAL50934,9,0,0,0,0,0,0,7
SAL50935,0,0,0,0,0,0,0,0
SAL50936,9,5,0,0,0,0,0,9
SAL50937,10,0,0,0,0,0,0,10
SAL50938,186,36,15,8,0,0,3,244
SAL50939,349,87,57,6,0,0,4,516
SAL50940,4,0,0,0,0,0,0,4
SAL50941,29,4,0,0,0,0,0,29
SAL50942,7,3,0,0,0,0,0,3
SAL50943,0,0,0,0,0,0,0,0
SAL50944,223,42,12,8,0,0,8,283
SAL50945,14,3,0,0,0,0,0,18
SAL50946,47,9,0,0,0,0,0,55
SAL50947,277,71,18,9,0,0,4,366
SAL50948,173,43,14,0,3,0,3,244
SAL50949,11,0,0,0,0,0,0,11
SAL50950,220,39,17,0,0,0,0,280
SAL50951,322,67,22,8,0,0,0,429
SAL50952,25,3,4,3,0,0,0,33
SAL50953,56,7,0,0,0,0,0,62
SAL50954,5,0,0,0,0,0,0,5
SAL50955,0,0,0,0,0,0,0,0
SAL50956,3,0,0,0,0,0,0,3
SAL50957,73,13,9,6,0,0,0,105
SAL50958,4,0,0,0,0,0,0,4
SAL50959,5,0,0,0,0,0,0,5
SAL50960,990,168,26,10,0,0,7,1201
SAL50961,0,0,0,0,0,0,0,0
SAL50962,0,0,0,0,0,0,0,0
SAL50963,14,3,0,0,0,0,0,20
SAL50964,6,0,0,0,0,0,0,9
SAL50965,6,0,0,0,0,0,0,6
SAL50966,7,0,0,0,0,0,0,9
SAL50967,0,0,0,0,0,0,0,0
SAL50968,7,0,0,0,0,0,0,4
SAL50969,116,24,6,0,0,0,0,154
SAL50970,862,71,33,15,6,0,7,995
SAL50971,3,0,0,0,0,0,0,3
SAL50972,5,0,0,0,0,0,0,0
SAL50973,12,0,0,0,0,0,0,19
SAL50974,4,0,0,0,0,0,0,4
SAL50975,21,0,0,0,0,0,0,19
SAL50976,5,0,0,0,0,0,0,5
SAL50977,3,0,0,0,0,0,0,3
SAL50978,4,0,0,0,0,0,0,3
SAL50979,3,0,0,0,0,0,0,0
SAL50980,31,3,5,3,0,0,0,44
SAL50981,11,0,0,0,0,0,0,7
SAL50982,7,0,0,0,0,0,0,12
SAL50983,16,4,0,0,0,0,0,19
SAL50984,0,0,0,0,0,0,0,3
SAL50985,0,0,0,0,0,0,0,0
SAL50986,0,0,0,0,0,0,0,0
SAL50987,18,8,0,0,0,0,0,30
SAL50988,105,27,0,3,0,0,0,141
SAL50989,0,0,0,0,0,0,0,0
SAL50990,3,0,0,0,0,0,0,3
SAL50991,3,0,0,0,0,0,0,3
SAL50992,61,9,8,0,0,0,0,77
SAL50993,26,5,0,0,0,0,0,33
SAL50994,4,0,0,0,0,0,0,4
SAL50995,0,0,0,0,0,0,0,0
SAL50996,86,32,6,0,0,0,4,125
SAL50997,51,6,4,0,0,0,3,64
SAL50998,2150,318,65,29,5,0,9,2575
SAL50999,4,3,0,0,0,0,0,3
SAL51000,974,106,19,0,0,0,3,1104
SAL51001,7,0,0,0,0,0,0,7
SAL51002,0,0,0,0,0,0,0,0
SAL51003,0,0,0,0,0,0,0,0
SAL51004,204,44,11,0,0,0,5,266
SAL51005,4,0,0,0,0,0,0,4
SAL51006,7,0,0,0,0,0,0,8
SAL51007,0,0,0,0,0,0,0,0
SAL51008,648,63,15,0,3,0,0,725
SAL51009,43,7,0,0,0,0,0,58
SAL51010,8,0,0,0,0,0,0,8
SAL51011,0,0,0,0,0,0,0,0
SAL51012,8,0,0,0,0,0,0,8
SAL51013,12,6,3,0,0,0,0,15
SAL51014,45,0,0,6,0,0,5,60
SAL51015,1110,103,12,3,0,0,4,1228
SAL51016,311,100,20,0,0,0,4,439
SAL51017,0,0,0,0,0,0,0,0
SAL51018,0,0,0,0,0,0,0,0
SAL51019,6,0,0,0,0,0,0,6
SAL51020,0,0,0,0,0,0,0,0
SAL51021,983,107,17,8,0,0,0,1117
SAL51022,0,0,0,0,0,0,0,0
SAL51023,4,0,0,0,0,0,0,4
SAL51024,16,0,0,0,0,0,0,18
SAL51025,68,9,4,0,0,0,0,83
SAL51026,271,50,8,4,0,0,0,337
SAL51027,0,0,0,0,0,0,0,0
SAL51028,0,0,0,0,0,0,0,0
SAL51029,0,0,0,0,0,0,0,0
SAL51030,889,83,17,6,4,0,0,995
SAL51031,171,27,3,0,0,0,3,216
SAL51032,0,0,0,0,0,0,0,0
SAL51033,0,4,0,0,0,0,0,5
SAL51034,0,0,0,0,0,0,0,0
SAL51035,0,0,0,0,0,0,0,5
SAL51036,255,67,18,0,0,0,4,351
SAL51037,8,0,0,0,0,0,0,5
SAL51038,0,0,0,0,0,0,0,0
SAL51039,0,0,0,0,0,0,0,0
SAL51040,85,15,7,0,0,0,0,115
SAL51041,17,3,0,0,0,0,0,22
SAL51042,25,0,0,0,0,0,0,31
SAL51043,0,0,0,0,0,0,0,0
SAL51044,22,0,0,0,0,0,0,23
SAL51045,0,0,0,0,0,0,0,0
SAL51046,0,0,0,0,0,0,0,0
SAL51047,776,134,31,7,0,0,0,949
SAL51048,10,3,0,0,0,0,0,14
SAL51049,12,3,0,0,0,0,0,16
SAL51050,28,6,4,0,0,0,0,36
SAL51051,15,6,0,0,0,0,0,22
SAL51052,11,0,0,0,0,0,0,16
SAL51053,4,0,0,0,0,0,0,4
SAL51054,0,0,0,0,0,0,0,0
SAL51055,284,54,16,3,0,0,4,362
SAL51056,104,22,3,0,0,0,0,139
SAL51057,0,0,0,0,0,0,0,0
SAL51058,4,0,0,0,0,0,0,7
SAL51059,14,0,0,0,0,0,0,14
SAL51060,14,0,4,0,0,0,0,18
SAL51061,5,0,0,0,0,0,0,5
SAL51062,5,0,0,0,0,0,0,9
SAL51063,0,0,0,0,0,0,0,0
SAL51064,241,27,6,0,0,0,0,289
SAL51065,0,0,0,0,0,0,0,0
SAL51066,0,0,0,0,0,0,0,0
SAL51067,15,7,0,0,0,0,0,26
SAL51068,0,0,0,0,0,0,0,0
SAL51069,223,23,8,3,0,0,0,259
SAL51070,37,5,3,0,0,0,0,50
SAL51071,5,0,3,0,0,0,0,11
SAL51072,0,0,0,0,0,0,0,0
SAL51073,0,0,0,0,0,0,0,0
SAL51074,3,0,0,0,0,0,0,5
SAL51075,5,0,0,0,0,0,0,5
SAL51076,27,9,4,0,0,0,0,37
SAL51077,0,0,0,0,0,0,0,0
SAL51078,4,0,0,0,0,0,0,4
SAL51079,0,0,0,0,0,0,0,0
SAL51080,0,0,0,0,0,0,0,0
SAL51081,6,0,0,0,0,0,0,6
SAL51082,7,0,0,0,0,0,0,7
SAL51083,46,15,7,0,0,0,0,70
SAL51084,4,0,0,0,0,0,0,9
SAL51085,4,0,0,0,0,0,0,4
SAL51086,22,6,0,0,0,0,0,27
SAL51087,0,0,0,0,0,0,0,0
SAL51088,32,0,0,0,0,0,0,35
SAL51089,0,3,0,0,0,0,0,5
SAL51090,7,0,0,0,0,0,0,9
SAL51091,4,0,0,0,0,0,0,4
SAL51092,38,6,0,0,0,0,3,50
SAL51093,268,33,8,0,3,0,8,318
SAL51094,14,0,0,0,0,0,0,14
SAL51095,7,0,0,0,0,0,0,13
SAL51096,0,0,0,0,0,0,0,0
SAL51097,0,0,0,0,0,0,0,0
SAL51098,1256,104,26,4,0,0,0,1396
SAL51099,15,0,0,0,0,0,0,14
SAL51100,5,0,0,0,0,0,0,5
SAL51101,10,0,0,0,0,0,0,12
SAL51102,22,0,0,0,0,0,0,27
SAL51103,0,0,0,0,0,0,0,0
SAL51104,15,0,0,0,0,0,0,17
SAL51105,0,0,0,0,0,0,0,0
SAL51106,0,0,0,0,0,0,0,0
SAL51107,3,0,0,0,0,0,0,3
SAL51108,3,0,0,0,0,0,0,3
SAL51109,10,0,0,0,0,0,0,15
SAL51110,11,0,0,0,0,0,0,8
SAL51111,408,72,40,10,0,0,5,536
SAL51112,0,0,0,0,0,0,0,0
SAL51113,569,87,28,8,0,0,3,706
SAL51114,11,4,0,0,0,0,0,19
SAL51115,3,3,0,0,0,0,0,6
SAL51116,0,0,0,0,0,0,0,0
SAL51117,3,0,0,0,0,0,0,3
SAL51118,11,3,0,0,0,0,0,10
SAL51119,4,3,0,0,0,0,0,3
SAL51120,9,0,0,0,0,0,0,9
SAL51121,3,0,0,0,0,0,0,3
SAL51122,1043,127,32,8,0,0,10,1224
SAL51123,4,0,0,0,0,0,0,7
SAL51124,908,93,20,6,0,0,4,1033
SAL51125,4,5,0,0,0,0,0,7
SAL51126,4,0,0,0,0,0,0,4
SAL51127,16,3,4,0,0,0,0,26
SAL51128,0,0,0,0,0,0,0,0
SAL51129,0,0,0,0,0,0,0,0
SAL51130,368,50,7,0,0,0,3,428
SAL51131,0,0,0,0,0,0,0,0
SAL51132,32,7,0,0,0,0,0,40
SAL51133,5,0,0,0,0,0,0,5
SAL51134,0,0,0,0,0,0,0,0
SAL51135,346,59,8,5,0,0,0,423
SAL51136,92,21,4,0,0,0,0,120
SAL51137,4,0,0,0,0,0,0,4
SAL51138,295,38,5,8,0,0,3,347
SAL51139,10,3,0,0,0,0,0,15
SAL51140,3,0,0,0,0,0,0,9
SAL51141,11,0,0,0,0,0,0,11
SAL51142,7,0,0,0,0,0,0,4
SAL51143,4,0,0,0,0,0,0,4
SAL51144,166,23,3,5,0,0,0,191
SAL51145,4,0,0,0,0,0,0,4
SAL51146,5,0,0,0,0,0,0,5
SAL51147,942,96,15,4,0,0,4,1057
SAL51148,32,5,0,0,0,0,0,35
SAL51149,3,0,0,0,0,0,0,5
SAL51150,18,3,0,0,0,0,0,21
SAL51151,0,0,0,0,0,0,0,0
SAL51152,9,0,0,0,0,0,0,4
SAL51153,12,3,0,0,0,0,0,13
SAL51154,0,0,0,0,0,0,0,0
SAL51155,0,0,0,0,0,0,0,0
SAL51156,44,21,5,4,0,0,0,71
SAL51157,406,85,35,10,0,0,14,553
SAL51158,37,12,3,0,0,0,4,59
SAL51159,45,10,0,0,0,0,0,52
SAL51160,10,0,0,0,0,0,0,20
SAL51161,0,0,0,0,0,0,0,0
SAL51162,14,3,0,0,0,0,0,24
SAL51163,0,0,0,0,0,0,0,0
SAL51164,6,0,0,0,0,0,0,3
SAL51165,9,0,0,0,0,0,0,7
SAL51166,7,0,0,0,0,0,0,7
SAL51167,49,15,3,4,0,0,0,69
SAL51168,5,3,0,0,0,0,0,9
SAL51169,3,0,0,0,0,0,0,5
SAL51170,15,0,0,0,0,0,0,15
SAL51171,38,0,0,0,0,0,0,39
SAL51172,33,9,0,0,0,0,0,41
SAL51173,0,0,0,0,0,0,0,0
SAL51174,342,66,15,7,0,0,0,434
SAL51175,85,23,4,0,0,0,0,113
SAL51176,1004,176,34,0,3,0,0,1225
SAL51177,11,0,0,0,0,0,0,11
SAL51178,3,0,0,0,0,0,0,3
SAL51179,27,3,0,0,0,0,0,34
SAL51180,5,3,0,0,0,0,0,7
SAL51181,72,5,0,0,0,0,0,83
SAL51182,0,0,0,0,0,0,0,0
SAL51183,0,0,0,0,0,0,0,5
SAL51184,131,25,10,0,0,0,3,172
SAL51185,61,8,0,5,0,0,0,72
SAL51186,0,0,0,0,0,0,0,0
SAL51187,0,0,0,0,0,0,0,0
SAL51188,0,6,4,0,0,0,0,7
SAL51189,323,81,25,6,4,0,5,436
SAL51190,305,35,8,0,0,0,0,352
SAL51191,11,0,0,0,0,0,0,14
SAL51192,965,150,37,4,0,0,4,1159
SAL51193,12,5,0,0,0,0,0,19
SAL51194,12,0,0,0,0,0,0,10
SAL51195,0,0,0,0,0,0,0,0
SAL51196,3,0,0,0,0,0,0,5
SAL51197,708,94,20,0,0,0,0,830
SAL51198,21,5,3,0,0,0,0,23
SAL51199,4,0,0,0,0,0,0,4
SAL51200,13,0,0,4,0,0,5,11
SAL51201,81,26,0,0,0,0,0,116
SAL51202,12,3,0,0,0,0,0,12
SAL51203,0,0,0,0,0,0,0,6
SAL51204,0,0,0,0,0,0,0,0
SAL51205,284,55,15,0,0,0,4,362
SAL51206,0,0,0,0,0,0,0,0
SAL51207,0,0,0,0,0,0,0,3
SAL51208,62,8,6,6,0,0,0,76
SAL51209,657,79,23,9,0,0,10,773
SAL51210,435,105,54,12,6,3,7,612
SAL51211,8,0,0,0,0,0,0,9
SAL51212,4,0,0,0,0,0,0,3
SAL51213,6,3,0,0,0,0,0,11
SAL51214,5,6,0,0,0,0,0,7
SAL51215,0,0,0,0,0,0,0,0
SAL51216,0,0,0,0,0,0,0,0
SAL51217,3,0,0,0,0,0,0,4
SAL51218,4,0,0,0,0,0,0,4
SAL51219,502,68,24,5,0,0,0,607
SAL51220,0,0,0,0,0,0,0,0
SAL51221,0,0,0,0,0,0,0,0
SAL51222,157,23,9,4,0,0,0,192
SAL51223,83,15,4,0,0,0,0,102
SAL51224,55,11,3,0,5,0,0,73
SAL51225,184,15,6,0,0,0,0,197
SAL51226,45,0,5,0,0,0,0,51
SAL51227,13,0,0,0,0,0,0,19
SAL51228,3,0,0,0,0,0,0,3
SAL51229,0,0,0,0,0,0,0,0
SAL51230,520,73,5,0,0,0,0,596
SAL51231,0,0,0,0,0,0,0,0
SAL51232,12,5,0,0,0,0,0,13
SAL51233,0,0,0,0,0,0,0,0
SAL51234,2346,319,73,17,5,0,4,2763
SAL51235,8,0,0,0,0,0,0,6
SAL51236,183,41,17,0,0,0,4,254
SAL51237,64,11,0,0,0,0,0,76
SAL51238,0,0,0,0,0,0,0,3
SAL51239,9,0,0,0,0,0,0,3
SAL51240,24,0,0,0,0,0,0,29
SAL51241,4,0,0,0,0,0,0,7
SAL51242,0,0,0,0,0,0,0,0
SAL51243,3,0,0,0,0,0,0,6
SAL51244,31,12,3,0,0,0,0,48
SAL51245,33,0,0,0,0,0,0,32
SAL51246,4,0,0,0,0,0,0,7
SAL51247,321,95,27,11,0,0,12,471
SAL51248,90,20,8,5,0,0,0,115
SAL51249,0,0,0,0,0,0,0,0
SAL51250,9,3,0,0,0,0,0,13
SAL51251,4,0,0,0,0,0,0,5
SAL51252,10,0,0,0,0,0,0,11
SAL51253,6,0,0,0,0,0,0,6
SAL51254,19,3,0,0,0,0,0,21
SAL51255,14,4,0,0,0,0,0,17
SAL51256,27,5,0,0,0,0,0,34
SAL51257,5,0,0,0,0,0,0,10
SAL51258,76,12,9,0,0,0,0,100
SAL51259,396,72,24,8,0,0,3,498
SAL51260,1220,353,102,17,13,7,24,1731
SAL51261,0,0,0,0,0,0,0,0
SAL51262,8,0,0,0,0,0,6,12
SAL51263,6,0,0,0,0,0,0,9
SAL51264,8,3,0,0,0,0,0,12
SAL51265,0,0,0,0,0,0,0,0
SAL51266,0,0,0,0,0,0,0,0
SAL51267,0,0,0,0,0,0,0,0
SAL51268,16,7,0,0,0,0,0,25
SAL51269,11,0,0,0,0,0,0,8
SAL51270,51,12,0,0,0,0,0,59
SAL51271,798,71,15,15,0,0,4,900
SAL51272,5,3,0,0,0,0,0,5
SAL51273,0,0,0,0,0,0,0,5
SAL51274,6,0,0,0,0,0,0,6
SAL51275,128,33,10,0,0,0,0,163
SAL51276,6,3,0,0,0,0,0,8
SAL51277,10,0,0,0,0,0,0,10
SAL51278,963,202,54,4,0,0,9,1230
SAL51279,15,5,0,0,0,0,0,17
SAL51280,73,24,9,6,0,0,3,108
SAL51281,48,6,5,0,0,0,0,62
SAL51282,168,55,26,6,0,0,5,257
SAL51283,0,0,0,0,0,0,0,0
SAL51284,5,0,0,0,0,0,0,5
SAL51285,6,0,0,0,0,0,0,11
SAL51286,4,0,0,0,0,0,0,4
SAL51287,425,61,19,0,4,0,0,510
SAL51288,5,0,0,0,0,0,0,4
SAL51289,23,6,4,0,0,0,0,26
SAL51290,7,4,0,0,0,0,0,8
SAL51291,0,0,0,0,0,0,0,0
SAL51292,4,0,0,0,0,0,0,4
SAL51293,24,10,3,0,0,0,0,38
SAL51294,0,0,0,0,0,0,0,0
SAL51295,0,0,0,0,0,0,0,0
SAL51296,415,100,40,7,0,3,3,566
SAL51297,10,0,0,0,0,0,0,14
SAL51298,873,56,10,10,0,0,0,955
SAL51299,763,92,22,8,0,0,6,889
SAL51300,63,15,6,0,0,0,0,87
SAL51301,891,223,78,11,5,0,16,1226
SAL51302,3,3,0,0,0,0,0,8
SAL51303,0,0,0,0,0,0,0,0
SAL51304,4,0,0,0,0,0,0,8
SAL51305,33,9,3,4,0,0,3,49
SAL51306,39,12,0,0,0,0,0,48
SAL51307,97,26,6,0,0,0,0,132
SAL51308,749,127,41,0,3,0,4,929
SAL51309,14,5,4,0,0,0,0,24
SAL51310,13,3,0,0,0,0,0,13
SAL51311,0,0,0,0,0,0,0,0
SAL51312,458,38,11,0,0,0,3,516
SAL51313,0,0,0,0,0,0,0,0
SAL51314,5,0,0,0,0,0,0,3
SAL51315,8,0,0,0,0,0,0,12
SAL51316,24,3,0,0,0,0,0,35
SAL51317,13,3,0,0,0,0,0,13
SAL51318,9,3,0,0,0,0,0,12
SAL51319,667,152,40,0,0,0,10,876
SAL51320,15,0,0,0,0,0,0,21
SAL51321,315,41,7,0,0,0,0,358
SAL51322,208,30,7,3,0,0,0,250
SAL51323,81,22,8,0,0,0,3,119
SAL51324,0,0,0,0,0,0,0,0
SAL51325,0,0,0,0,0,0,0,0
SAL51326,0,0,0,0,0,0,0,0
SAL51327,10,0,0,0,0,0,0,12
SAL51328,95,30,3,3,0,0,0,133
SAL51329,9,0,0,0,0,0,0,13
SAL51330,1332,236,35,0,0,0,5,1610
SAL51331,0,0,0,0,0,0,0,0
SAL51332,37,3,3,0,0,0,0,47
SAL51333,5,0,0,0,0,0,0,5
SAL51334,9,0,0,0,0,0,0,7
SAL51335,11,0,0,0,0,0,0,12
SAL51336,0,0,0,0,0,0,0,0
SAL51337,1445,380,116,12,6,0,12,1968
SAL51338,9,6,0,0,0,0,0,19
SAL51339,222,58,15,5,3,0,0,309
SAL51340,1199,221,85,18,0,3,17,1545
SAL51341,11,0,0,0,0,0,0,6
SAL51342,60,9,7,0,0,0,0,74
SAL51343,0,0,0,0,0,0,0,3
SAL51344,0,0,0,0,0,0,0,0
SAL51345,620,60,9,7,0,0,0,701
SAL51346,526,40,7,3,0,0,0,580
SAL51347,0,0,0,0,0,0,0,0
SAL51348,286,70,18,4,0,0,0,379
SAL51349,0,0,0,0,0,0,0,0
SAL51350,3,0,0,0,0,0,0,3
SAL51351,97,30,6,4,0,0,0,134
SAL51352,363,63,23,4,0,0,0,456
SAL51353,60,7,8,0,0,0,0,75
SAL51354,411,101,33,5,0,0,4,560
SAL51355,0,0,0,0,0,0,0,0
SAL51356,0,0,0,0,0,0,0,0
SAL51357,3,0,0,0,0,0,0,6
SAL51358,0,0,0,0,0,0,0,0
SAL51359,481,65,14,7,0,0,8,575
SAL51360,984,117,24,8,3,0,4,1131
SAL51361,0,0,0,0,0,0,0,0
SAL51362,70,13,14,0,0,0,0,102
SAL51363,661,129,30,5,0,0,3,821
SAL51364,4,0,0,0,0,0,0,4
SAL51365,27,13,3,0,0,0,0,48
SAL51366,5,0,0,0,0,0,0,5
SAL51367,3,0,0,0,0,0,0,3
SAL51368,280,28,8,0,0,0,0,312
SAL51369,3,0,0,0,0,0,0,3
SAL51370,7,0,0,0,0,0,0,6
SAL51371,426,85,9,6,0,0,6,531
SAL51372,896,167,94,20,10,3,11,1196
SAL51373,360,86,32,11,5,0,0,490
SAL51374,0,0,0,0,0,0,0,0
SAL51375,10,3,0,0,0,0,0,6
SAL51376,0,0,0,0,0,0,0,0
SAL51377,553,89,31,5,0,0,0,686
SAL51378,3,0,0,0,0,0,0,3
SAL51379,3,0,0,0,0,0,0,9
SAL51380,7,0,0,0,0,0,0,7
SAL51381,999,115,25,4,0,0,5,1148
SAL51382,20,0,0,0,0,0,0,22
SAL51383,11,0,0,0,0,0,0,11
SAL51384,0,0,0,0,0,0,0,0
