SAL_CODE_2021,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
SAL51381,42,2200,1147,375,2864,0.8,2026,2.1
SAL51382,38,3000,1007,218,2399,1,2428,3.1
SAL51383,42,0,1437,0,2250,0.8,2250,3
SAL51384,36,0,962,108,2499,0.6,2250,2
SAL51385,38,900,945,100,2166,0.8,1875,2.8
SAL51386,56,1083,668,200,1124,0.5,900,1.6
SAL51387,45,0,725,135,1374,1,1375,3.3
SAL51388,51,0,2166,0,4750,0.4,2250,1.5
SAL51389,43,0,1625,0,3750,0.4,1999,1.3
SAL51390,47,1824,708,335,1827,0.7,1518,2.4
SAL51391,56,2050,543,370,1375,0.8,1125,2.2
SAL51392,42,1900,725,150,2083,0.8,1874,3.2
SAL51393,50,769,706,150,1875,0.6,1244,2
SAL51394,33,2100,910,420,2471,0.8,2364,3.3
SAL51395,40,1211,537,220,1287,0.7,1061,2.3
SAL51396,41,1733,751,350,1898,0.7,1448,2.3
SAL51397,48,1300,608,290,1490,0.7,1076,2.1
SAL51398,57,867,481,200,780,0.6,737,1.8
SAL51399,50,1842,739,250,1724,0.7,1625,2.6
SAL51400,60,0,1812,0,4750,0.6,3374,2
SAL51401,25,1000,271,70,668,1.1,730,3.6
SAL51402,32,1842,888,330,2254,0.8,1827,2.4
SAL51403,60,1209,850,300,1562,0.7,1625,2.3
SAL51404,45,2382,900,300,2687,0.7,2643,3.1
SAL51405,42,2348,868,410,2535,0.7,2221,2.7
SAL51406,47,2190,731,230,1562,0.9,1481,2.7
SAL51407,0,0,0,0,0,0,0,0
SAL51408,44,2000,871,389,2324,0.7,2087,2.8
SAL51409,52,0,1625,0,2250,1,2250,2
SAL51410,43,1800,887,318,2438,0.7,2261,2.9
SAL51411,45,2167,864,420,2511,0.8,2366,2.9
SAL51412,56,0,599,200,599,1,762,1.4
SAL51413,33,1408,703,310,1661,0.7,1403,2.6
SAL51414,26,0,274,0,487,2.3,479,3.1
SAL51415,25,0,275,75,627,1.2,702,3.5
SAL51416,40,2498,1330,438,3315,0.9,2219,2.1
SAL51417,34,1950,1005,400,2422,0.8,2155,2.8
SAL51418,41,1733,820,245,2187,0.9,2062,2.9
SAL51419,37,1517,888,310,2115,0.7,1740,2.4
SAL51420,44,1647,720,320,1856,0.7,1403,2.4
SAL51421,38,3504,1362,470,4179,0.8,3418,2.8
SAL51422,42,1409,939,100,1656,0.7,1517,2.4
SAL51423,44,3000,1625,400,1499,1.1,1125,2.1
SAL51424,58,2167,807,300,1593,0.9,1312,2.2
SAL51425,51,1300,450,180,725,0.7,725,2.3
SAL51426,59,1000,604,0,1874,0.6,1624,2.3
SAL51427,0,0,0,0,0,0,0,0
SAL51428,61,0,850,0,0,1,350,1
SAL51429,0,0,0,0,0,0,0,0
SAL51430,43,693,480,172,1140,0.7,987,2.5
SAL51431,52,488,440,168,850,0.6,693,1.8
SAL51432,48,4000,537,0,1375,0.8,2250,2.7
SAL51433,28,0,315,60,746,1.5,1212,4.2
SAL51434,58,1500,1375,200,2374,0.5,2166,1.8
SAL51435,35,2000,946,430,2548,0.8,2359,3.1
SAL51436,43,1647,1027,300,2525,0.7,2157,2.4
SAL51437,37,0,459,200,474,1.1,900,3.6
SAL51438,44,4000,939,0,2125,0.7,1625,2.9
SAL51439,51,2650,700,200,2250,0.8,1625,2.5
SAL51440,34,0,1833,50,715,1.5,1083,4.2
SAL51441,40,0,949,0,1875,1,1812,3.5
SAL51442,49,1083,620,160,1410,0.8,1187,2.4
SAL51443,56,1400,1525,0,3249,0.7,3625,2.9
SAL51444,48,1733,1542,240,3874,0.8,2749,2.3
SAL51445,0,0,0,0,0,0,0,0
SAL51446,39,2300,994,430,2736,0.8,2569,3.1
SAL51447,56,2200,684,200,1916,0.8,966,2.5
SAL51448,38,1625,682,330,1825,0.8,1571,2.7
SAL51449,46,596,571,115,1395,0.7,1212,2.2
SAL51450,41,1883,850,150,2083,0.8,1937,2.7
SAL51451,66,0,450,280,900,0.6,824,1.5
SAL51452,47,0,1178,100,2333,0.9,2125,2.8
SAL51453,51,2279,466,90,1062,0.7,866,2.2
SAL51454,57,0,575,65,0,0.3,575,1
SAL51455,37,0,253,70,483,0.8,464,2.5
SAL51456,32,1200,1741,48,3407,0.9,3125,2.9
SAL51457,43,0,387,0,1649,0.7,725,2.3
SAL51458,56,1365,568,280,1274,0.7,941,2.1
SAL51459,44,0,1062,200,1687,0.7,1687,2.6
SAL51460,0,0,0,0,0,0,0,0
SAL51461,33,8300,1292,150,2624,0.7,1937,2.4
SAL51462,42,1627,783,200,1593,0.7,1430,2.4
SAL51463,35,2734,737,211,1812,0.8,1312,2.3
SAL51464,20,0,900,400,4999,0.9,1875,3.3
SAL51465,0,0,0,0,0,0,0,0
SAL51466,56,520,465,120,949,0.6,739,1.8
SAL51467,32,2000,1197,450,2705,0.7,2479,2.7
SAL51468,45,2292,939,230,2181,0.9,1875,2.5
SAL51469,0,0,0,0,0,0,0,0
SAL51470,43,3000,1110,485,3525,0.8,2779,2.7
SAL51471,49,560,1312,100,2250,0.7,2749,2.2
SAL51472,36,1647,962,320,2104,0.7,1535,2
SAL51473,66,0,2333,0,3499,0.5,3499,2
SAL51474,42,1965,914,330,2166,1,2083,2.8
SAL51475,39,1800,716,330,1862,0.7,1526,2.7
SAL51476,34,350,575,0,1218,0.8,1093,3.2
SAL51477,37,1390,1375,200,2499,0.9,1999,3.2
SAL51478,41,2000,807,250,2203,0.9,2166,3
SAL51479,44,0,1916,0,0,0,0,0
SAL51480,48,1647,758,300,2062,0.8,1583,2.8
SAL51481,80,1000,725,0,1125,0.4,1024,1.5
SAL51482,52,1885,659,300,1819,0.7,1482,2.5
SAL51483,51,1733,512,47,1125,1.1,949,2.6
SAL51484,35,0,1770,400,2571,0.9,2461,2.8
SAL51485,39,1351,686,300,1638,0.7,1385,2.4
SAL51486,34,1300,631,240,1461,0.8,1345,2.6
SAL51487,27,0,1574,160,2250,1.3,2250,4
SAL51488,46,271,919,151,2749,0.6,1812,1.9
SAL51489,39,1733,778,420,2002,0.8,1810,2.9
SAL51490,35,1946,1047,345,2413,0.8,1828,2.1
SAL51491,0,0,0,0,0,0,0,0
SAL51492,35,1603,1135,280,2926,0.8,2322,2.6
SAL51493,0,0,0,0,0,0,0,0
SAL51494,40,1850,903,340,2240,0.7,1833,2.4
SAL51495,43,0,949,200,1958,0.7,1812,2.8
SAL51496,44,0,1350,170,2250,0.8,2249,2.7
SAL51497,38,0,933,0,1687,0.7,1625,2.4
SAL51498,35,1667,1111,250,2416,0.9,2333,3.2
SAL51499,40,2286,1015,300,1125,0.7,1916,2.3
SAL51500,36,1540,759,290,1940,0.8,1605,2.7
SAL51501,51,932,621,195,1518,0.7,1073,2.1
SAL51502,39,1600,740,320,1935,0.7,1611,2.6
SAL51503,49,1367,1187,0,2750,0.7,2750,2.5
SAL51504,32,1300,1291,200,2625,0.9,2125,3
SAL51505,47,1509,654,250,1593,0.7,1235,2.5
SAL51506,0,0,0,0,0,0,0,0
SAL51507,37,0,1625,0,0,0,0,0
SAL51508,40,1950,835,350,2187,0.8,1887,2.8
SAL51509,44,1227,749,250,1812,1,1812,2.9
SAL51510,59,999,490,221,1037,0.6,764,1.8
SAL51511,45,867,545,226,1199,1.1,1437,2.8
SAL51512,45,0,1089,140,2250,0.8,1875,2.8
SAL51513,84,0,450,0,0,1,450,1
SAL51514,36,0,1593,190,3083,0.7,3083,2.8
SAL51515,40,0,1125,0,3250,0.8,2499,3.1
SAL51516,39,0,342,75,949,1.1,1125,2.9
SAL51517,43,9000,762,0,1125,0.8,1125,2.6
SAL51518,50,1600,768,200,1924,0.7,1571,2.4
SAL51519,32,2056,1119,410,2525,0.8,2373,2.9
SAL51520,39,3049,924,243,2083,0.8,1875,2.4
SAL51521,34,1790,1001,340,2400,0.7,2238,2.9
SAL51522,58,1654,585,265,1187,0.8,982,2.3
SAL51523,59,2150,624,360,1624,0.9,1624,2.4
SAL51524,40,2000,745,243,1875,0.8,1708,2.7
SAL51525,47,1885,670,363,1813,0.7,1461,2.5
SAL51526,41,1736,729,350,1973,0.7,1561,2.5
SAL51527,34,2000,1111,0,2374,0.7,2250,2.8
SAL51528,33,0,305,70,619,1.3,900,3.9
SAL51529,54,1820,808,265,1833,0.6,1542,2.5
SAL51530,28,0,429,63,1018,1.2,1581,3.5
SAL51531,48,2500,1062,0,2625,0.6,1875,2.2
SAL51532,34,998,982,225,2125,0.7,1812,2.8
SAL51533,26,373,325,90,746,1.8,1281,4.2
SAL51534,38,1517,684,320,1784,0.7,1503,2.6
SAL51535,49,0,621,250,1562,0.8,1624,2.7
SAL51536,48,1517,615,270,1647,0.7,1264,2.4
SAL51537,37,0,1062,0,1187,1,1499,2.3
SAL51538,57,708,820,0,2124,0.6,1375,2.3
SAL51539,34,0,1312,0,2250,0.6,2250,2.7
SAL51540,43,1950,841,300,2479,0.7,2240,2.9
SAL51541,41,1950,793,420,2151,0.7,1754,2.5
SAL51542,52,3192,1093,200,2625,1,1374,2.1
SAL51543,40,1040,933,125,2250,1,2250,3.4
SAL51544,41,2817,801,410,2554,0.7,2301,2.8
SAL51545,49,1517,626,250,1624,0.7,1375,2.3
SAL51546,49,2934,1085,410,3053,0.7,2190,2.4
SAL51547,46,542,860,160,2416,0.8,1541,2.5
SAL51548,36,1997,1218,450,3250,1,2333,3.2
SAL51549,34,1993,962,430,2449,0.8,2377,3.3
SAL51550,50,1625,656,375,1649,0.7,1384,2.5
SAL51551,50,0,900,0,1625,0.9,1562,2.3
SAL51552,37,1300,612,220,1895,0.9,1350,2.8
SAL51553,64,1850,749,0,2625,0.8,1812,1.8
SAL51554,44,1089,924,100,2666,0.7,2250,2.9
SAL51555,48,7000,1571,762,2625,0.8,2200,2.1
SAL51556,51,0,833,0,2749,0.8,2374,2.9
SAL51557,35,0,2333,0,0,0,0,0
SAL51558,31,1902,984,350,2250,0.8,2115,3
SAL51559,51,0,630,200,1374,0.6,1125,2.7
SAL51560,38,1000,449,0,999,0.8,999,2
SAL51561,49,1659,1069,305,2849,0.9,2700,2.8
SAL51562,39,900,725,104,1531,0.6,1333,2.1
SAL51563,53,1000,724,265,7000,0.9,575,1.5
SAL51564,37,2458,1054,290,2921,0.9,2005,2.4
SAL51565,41,2762,1063,470,3324,0.8,2626,2.7
SAL51566,32,0,1013,0,2166,0.9,2125,3.2
SAL51567,44,1733,994,350,2374,0.7,2105,2.5
SAL51568,64,0,900,0,1875,0.7,1874,2
SAL51569,46,1625,660,340,1580,0.7,1185,2.3
SAL51570,54,0,200,0,0,1,200,1
SAL51571,45,0,725,0,2250,0.7,1999,2.4
SAL51572,44,2000,568,425,2041,0.8,1458,2.6
SAL51573,61,1044,513,225,1016,0.7,744,1.6
SAL51574,35,0,1125,0,2749,0.6,1875,2.1
SAL51575,32,0,833,38,3249,0.6,3250,2.8
SAL51576,45,1717,1125,475,2250,0.7,2083,1.8
SAL51577,34,1733,1308,350,2962,0.8,2456,2.7
SAL51578,38,2276,1368,400,3388,0.9,2383,2.2
SAL51579,49,0,0,0,0,0.1,0,1
SAL51580,35,1772,1251,400,2768,0.9,1918,1.8
SAL51581,49,1200,933,120,2312,0.8,1625,2.7
SAL51582,38,2600,809,330,2312,0.9,2444,3.2
SAL51583,47,1408,617,100,1792,0.8,966,2.5
SAL51584,41,0,1275,0,2750,0.6,2250,2.4
SAL51585,42,2600,707,350,1833,0.7,1488,2.5
SAL51586,54,1517,587,300,1550,0.8,1413,2.4
SAL51587,47,1725,537,107,1624,1,1333,2.8
SAL51588,34,1517,769,330,1631,0.8,1404,2.3
SAL51589,62,800,670,85,1343,0.6,1093,1.8
SAL51590,46,3033,900,162,2624,0.7,1625,2.4
SAL51591,52,0,900,0,2124,0.8,2749,2.5
SAL51592,28,1950,1033,360,2220,0.7,2117,3
SAL51593,41,2167,930,320,2630,0.8,1891,2.4
SAL51594,36,2184,1083,250,2695,0.9,2579,3.1
SAL51595,54,0,899,120,3250,0.8,1375,2
SAL51596,51,1500,900,0,1999,0.8,1999,3
SAL51597,40,0,450,0,1625,1,1625,3.2
SAL51598,36,1262,2250,0,4750,0.6,2749,2.5
SAL51599,0,0,0,0,0,0,0,0
SAL51600,42,1083,731,150,1593,0.7,1238,2.4
SAL51601,31,790,1674,115,3698,0.9,3358,2.9
SAL51602,48,0,900,180,4750,0.6,1124,2
SAL51603,29,0,330,45,949,1.2,949,3.1
SAL51604,62,0,1208,100,3250,0.4,2749,1.8
SAL51605,53,0,1375,250,3250,0.8,2149,2
SAL51606,45,1049,550,200,949,0.7,833,2.3
SAL51607,58,50,366,0,1125,0.8,2149,3.5
SAL51608,57,0,824,300,1375,0.8,1312,2
SAL51609,49,4623,784,0,3124,0.8,2750,2.7
SAL51610,37,1967,829,283,2393,0.8,1660,2.3
SAL51611,32,2350,564,93,866,0.8,1125,2.6
SAL51612,40,2100,755,400,2379,0.8,2178,3.1
SAL51613,51,2192,606,275,1375,1,1104,2.6
SAL51614,41,1300,1012,200,2256,0.7,1733,2.5
SAL51615,50,650,608,215,2549,0.6,987,1.9
SAL51616,43,2143,856,250,2299,0.9,2022,2.8
SAL51617,35,1842,752,350,2065,0.8,1668,2.5
SAL51618,35,0,1212,118,725,1,1089,2.4
SAL51619,47,1517,988,250,2449,0.7,2031,2.4
SAL51620,49,2500,817,475,2343,0.6,2305,2.7
SAL51621,60,0,489,0,749,0.6,695,1.5
SAL51622,47,1465,916,240,2113,0.8,2022,2.7
SAL51623,45,2317,762,545,2405,0.7,2324,3
SAL51624,39,1962,873,300,2111,0.9,2008,2.7
SAL51625,39,1300,552,240,1256,0.7,983,2.2
SAL51626,0,0,0,0,0,0,0,0
SAL51627,41,4333,1774,0,3250,0.8,3250,3.3
SAL51628,51,0,1125,220,1875,0.6,1792,1.8
SAL51629,39,2167,599,293,1916,0.8,1916,2.9
SAL51630,42,2167,824,143,2166,0.7,2125,2.4
SAL51631,49,1150,668,280,1624,0.7,1187,2.2
SAL51632,43,1083,726,180,1547,0.7,1174,2.2
SAL51633,38,0,2083,0,3250,0.9,5250,3.6
SAL51634,53,2048,909,310,2062,0.7,1468,2.4
SAL51635,43,1300,615,230,1503,0.7,1061,2.1
SAL51636,54,1033,546,150,1187,0.8,1010,2.1
SAL51637,43,2099,885,325,2272,0.7,1656,2.3
SAL51638,44,2600,890,420,2990,0.8,2098,2.6
SAL51639,0,0,0,0,0,0,0,0
SAL51640,48,1800,542,380,1670,0.8,1487,2.7
SAL51641,43,2167,901,480,2653,0.7,2339,2.8
SAL51642,38,266,1078,150,2812,0.8,2083,2.7
SAL51643,0,0,0,0,0,0,0,0
SAL51644,48,0,949,0,2250,0.7,2250,2.9
SAL51645,52,0,899,827,1416,0.7,1292,1.9
SAL51646,37,1686,749,360,2147,0.8,1895,2.6
SAL51647,45,1857,892,300,2338,0.7,2050,2.7
SAL51648,57,1365,1149,399,2416,0.7,2124,2.6
SAL51649,60,4943,550,0,1375,0.7,1125,1.9
SAL51650,41,1000,833,165,1812,0.9,1166,2.6
SAL51651,46,1400,692,250,1762,0.8,1520,2.5
SAL51652,38,2600,641,440,1910,0.8,1875,3.3
SAL51653,0,0,0,0,0,0,0,0
SAL51654,55,542,503,155,1270,0.6,781,1.8
SAL51655,54,0,450,250,2249,0.8,2249,2.7
SAL51656,36,1224,586,150,1237,1,1213,2.7
SAL51657,26,0,1375,150,3499,0.7,2750,3.6
SAL51658,40,4250,1550,0,3249,0.7,2750,2.4
SAL51659,48,1560,550,300,2083,0.7,1875,2.5
SAL51660,46,1517,632,320,1719,0.7,1232,2.3
SAL51661,0,0,0,0,0,0,0,0
SAL51662,34,223,1552,150,1562,0.9,1550,2.6
SAL51663,58,1275,575,200,1292,0.8,966,2
SAL51664,48,2270,931,400,2331,0.8,2147,2.6
SAL51665,46,2508,1012,620,2446,0.9,2345,2.8
SAL51666,36,1733,819,418,1984,0.7,1766,2.7
SAL51667,35,1842,762,340,1990,0.7,1699,2.8
SAL51668,55,544,1374,0,2250,0.8,1375,2.4
SAL51669,38,0,1375,0,2749,0.8,2749,3
SAL51670,37,1733,879,350,2233,0.7,1915,2.6
SAL51671,53,1517,771,200,1674,0.7,1406,2.3
SAL51672,35,4000,924,0,1875,1,1324,2
SAL51673,40,0,1312,270,209750,0.8,1375,2.9
SAL51674,55,1910,833,0,1937,0.7,1468,2.1
SAL51675,44,1587,592,270,1481,0.8,1093,2.4
SAL51676,47,0,1375,0,2374,0.7,2125,2.8
SAL51677,43,0,850,0,2250,0.7,2083,2.5
SAL51678,44,1817,866,170,2200,0.7,1937,2.3
SAL51679,0,0,0,0,0,0,0,0
SAL51680,55,719,624,100,1791,0.7,1031,2.1
SAL51681,59,0,474,0,0,0.6,900,2
SAL51682,26,0,0,0,0,0,0,0
SAL51683,42,2492,1031,246,2374,0.7,1958,2.5
SAL51684,45,0,1359,168,3062,0.6,1708,2
SAL51685,60,1570,700,260,1374,0.5,1218,1.8
SAL51686,42,0,982,200,2250,0.7,2333,2.8
SAL51687,30,434,949,0,2750,0.9,2750,3
SAL51688,38,1950,938,325,2299,0.8,1717,2.2
SAL51689,58,1950,606,270,1399,0.7,1424,2.6
SAL51690,56,1348,554,260,1403,0.7,1011,2.1
SAL51691,45,871,593,165,1375,0.7,1312,2
SAL51692,48,1654,687,150,1792,0.8,1406,2.4
SAL51693,47,0,966,250,3750,0.9,3750,2.9
SAL51694,44,1038,606,0,1458,0.7,1333,2.4
SAL51695,50,1580,625,255,1587,0.8,1286,2.5
SAL51696,37,0,1125,0,2250,0.9,2250,3.3
SAL51697,33,9771,725,0,1437,0.8,1375,2.5
SAL51698,0,0,0,0,0,0,0,0
SAL51699,0,0,0,0,0,0,0,0
SAL59494,0,0,0,0,0,0,0,0
SAL59797,40,1733,2123,0,1375,0.7,2250,1.7
SAL60001,47,1450,762,230,2050,0.7,1910,2.6
SAL60002,60,1010,444,200,928,0.8,766,1.9
SAL60003,47,1300,729,265,1666,0.8,1647,2.6
SAL60004,41,1517,816,250,2122,0.8,1842,2.7
SAL60005,35,867,625,240,1397,0.8,1100,2.3
SAL60006,43,2167,1058,350,2888,0.8,2788,3.1
SAL60007,64,1055,559,300,1160,0.7,1023,1.8
SAL60008,58,1257,550,255,1062,0.8,922,2.2
SAL60009,44,1733,350,150,812,0.8,575,1.9
SAL60010,45,850,350,200,1125,0.9,1083,2.9
SAL60011,44,1755,869,240,2433,0.9,2250,2.8
SAL60012,59,988,566,190,1375,0.9,747,1.8
SAL60013,48,1300,696,285,1676,0.7,1443,2.4
SAL60014,44,0,933,225,1416,0.8,1437,2.6
SAL60015,66,433,393,50,1291,0.8,714,1.6
SAL60016,20,0,687,200,2750,0.6,2499,3
SAL60017,45,791,725,255,1375,1.5,1187,2.5
SAL60018,33,0,700,320,1187,0.9,1375,2.6
SAL60019,42,1900,1062,57,1999,0.7,1458,3
SAL60020,51,0,424,58,725,0.8,649,2.1
SAL60021,70,0,466,0,900,1.2,900,1.6
SAL60022,39,1500,762,364,1870,0.8,1625,2.6
SAL60023,50,675,435,180,1125,0.8,866,2.1
SAL60024,39,939,550,0,982,0.8,982,2.6
SAL60025,54,1025,441,0,1166,0.9,1083,2.5
SAL60026,38,1341,743,350,1698,0.9,1587,2.8
SAL60027,58,988,660,50,1224,0.8,1075,1.8
SAL60028,46,509,349,0,999,0.9,450,1.7
SAL60029,48,1430,664,220,1687,0.8,1375,2.4
SAL60030,66,2167,612,0,1125,0.9,1062,2.2
SAL60031,56,867,668,155,1625,0.9,1050,1.7
SAL60032,53,1100,755,330,1642,0.8,1611,2.4
SAL60033,43,1733,1080,450,2433,0.8,1891,2
SAL60034,46,953,518,230,1293,0.8,934,2.2
SAL60035,50,1083,595,250,1271,0.8,963,2.2
SAL60036,57,1083,467,260,1048,0.7,841,2
SAL60037,59,580,491,210,1083,0.8,1031,1.9
SAL60038,16,0,1875,277,0,0.5,1875,1
SAL60039,44,1600,817,360,2003,0.8,1461,2.2
SAL60040,58,992,509,215,1312,0.7,1050,1.8
SAL60041,40,0,1249,0,4750,0.6,3749,3
SAL60042,40,1377,684,320,1547,0.8,1262,2.4
SAL60043,46,1200,537,190,1343,0.8,1274,2.2
SAL60044,54,1280,631,250,1292,0.8,1030,2
SAL60045,58,1409,498,265,1270,0.7,945,2
SAL60046,56,1733,481,200,1437,0.7,1187,2.4
SAL60047,47,1083,531,170,1300,0.9,933,2.6
SAL60048,47,1365,532,195,1875,0.8,1399,2.6
SAL60049,40,1300,545,300,1408,0.9,1468,2.8
SAL60050,41,936,712,200,1874,0.8,1333,2.2
SAL60051,42,1655,887,400,2134,0.8,1806,2.5
SAL60052,43,1800,910,370,2581,0.7,2324,2.8
SAL60053,51,1083,621,300,1325,0.8,1197,2.2
SAL60054,46,1083,657,253,1625,0.8,1375,2.5
SAL60055,37,1348,790,150,1625,1,1374,2.7
SAL60056,49,867,695,0,2083,0.8,1374,2.3
SAL60057,49,1550,599,110,1812,1.1,1624,2.6
SAL60058,51,1105,664,300,1704,0.7,1511,2.4
SAL60059,58,2200,850,250,2124,0.6,1562,1.9
SAL60060,46,2134,979,455,2666,0.8,2367,2.8
SAL60061,32,0,1499,46,2750,0.6,2750,2
SAL60062,55,1083,657,220,1812,0.8,1187,2.2
SAL60063,47,969,655,198,1577,0.7,1232,2.2
SAL60064,30,1192,762,290,1749,1,1375,3.3
SAL60065,41,1300,637,250,1550,0.8,1283,2.5
SAL60066,67,867,450,0,899,0.5,665,1.4
SAL60067,60,0,417,0,900,0.6,649,1.5
SAL60068,53,650,476,240,1045,0.7,843,2.2
SAL60069,47,923,971,180,2449,0.7,2250,2.6
SAL60070,39,1343,791,255,2062,0.8,1218,2.3
SAL60071,61,0,387,0,1125,0.7,962,1.5
SAL60072,45,1560,843,220,2235,0.8,2055,2.8
SAL60073,31,1083,512,260,1127,0.9,944,2.5
SAL60074,51,1300,723,270,1679,0.7,1242,2.1
SAL60075,34,1450,825,350,1798,0.8,1528,2.6
SAL60076,41,1089,1031,125,2124,0.6,1875,2.4
SAL60077,44,1509,687,285,1958,0.8,1562,2.7
SAL60078,31,1235,850,181,1906,0.8,1843,2.9
SAL60079,59,650,762,0,3125,0.7,649,1.6
SAL60080,38,997,619,233,1257,0.7,1018,2.1
SAL60081,53,901,700,210,1125,0.8,1166,2
SAL60082,52,1081,516,200,1078,0.8,1012,2.4
SAL60083,42,0,874,150,3249,0.7,2249,2.8
SAL60084,42,1083,710,240,1687,0.7,1064,1.8
SAL60085,48,1175,1041,0,2083,1.2,1625,2.3
SAL60086,43,1094,759,200,1687,0.8,1359,2.5
SAL60087,0,0,0,0,0,0,0,0
SAL60088,39,1172,425,255,900,0.8,900,2.6
SAL60089,39,1289,720,220,1800,0.9,1728,2.8
SAL60090,41,1733,983,410,2314,0.8,2048,2.6
SAL60091,36,998,662,210,1375,1,1458,3.2
SAL60092,57,800,774,138,2249,0.6,1312,2.2
SAL60093,39,1324,779,300,1837,0.8,1560,2.6
SAL60094,50,867,511,215,1187,0.7,850,2.1
SAL60095,51,0,421,85,1042,0.8,725,2
SAL60096,0,0,0,0,0,0,0,0
SAL60097,56,0,699,0,1875,1,2250,3
SAL60098,0,0,0,0,0,0,0,0
SAL60099,38,1347,746,350,1778,0.8,1425,2.4
SAL60100,42,1300,727,383,1562,0.8,1352,2.4
SAL60101,39,1517,783,278,2071,0.8,1701,2.6
SAL60102,53,1220,537,290,1416,0.8,1221,2.4
SAL60103,49,1558,525,100,1375,0.7,1024,2.4
SAL60104,42,834,635,180,1218,0.8,1125,2.3
SAL60105,0,0,0,0,0,0,0,0
SAL60106,0,0,0,0,0,0,0,0
SAL60107,64,1733,450,168,1062,0.8,762,1.6
SAL60108,53,1300,519,293,1208,0.8,974,2.2
SAL60109,47,867,833,265,2100,0.7,1781,2.2
SAL60110,33,1300,667,300,1497,0.8,1232,2.4
SAL60111,37,880,844,150,2125,0.8,1687,2.6
SAL60112,42,996,519,300,1312,0.9,1100,2.6
SAL60113,38,1300,675,320,1591,0.8,1241,2.3
SAL60114,59,1073,474,240,1140,0.7,978,2.1
SAL60115,29,1083,490,270,991,0.9,921,2.6
SAL60116,53,1148,493,230,1386,0.8,1187,2.4
SAL60117,54,1469,706,200,1875,0.8,1375,2.3
SAL60118,42,1625,1048,445,2562,0.9,2426,3
SAL60119,50,889,762,300,1208,0.6,1125,2.4
SAL60120,44,1083,467,225,1343,0.8,880,2.1
SAL60121,38,1300,837,260,1784,0.8,1354,2
SAL60122,43,1400,831,305,1781,0.9,1600,2.7
SAL60123,45,687,521,200,1458,0.8,1187,2.5
SAL60124,40,1604,936,318,2159,0.9,1875,2.8
SAL60125,69,934,514,0,1125,0.6,900,1.9
SAL60126,44,1083,668,225,1761,0.8,1375,2.3
SAL60127,45,1159,588,225,1233,1,1162,2.6
SAL60128,0,0,0,0,0,0,0,0
SAL60129,50,412,371,200,754,0.9,634,2.1
SAL60130,69,0,1312,0,1824,0.7,3250,1.8
SAL60131,49,1182,483,380,1124,0.8,1024,2.7
SAL60132,40,1692,746,313,1861,0.9,1625,2.6
SAL60133,30,0,1038,50,2750,0.7,762,1.5
SAL60134,48,1554,638,300,1593,0.8,1333,2.4
SAL60135,61,0,75,0,0,0.5,1125,1.3
SAL60136,54,758,687,155,1437,0.8,1312,2.3
SAL60137,58,1083,494,185,974,0.8,937,1.8
SAL60138,43,1733,1100,395,2522,0.8,2275,2.6
SAL60139,38,1200,751,230,1708,0.8,1300,2.5
SAL60140,42,1430,725,0,2250,0.8,2250,3
SAL60141,46,1495,725,200,1916,0.8,1458,2.6
SAL60142,48,1083,837,200,1724,0.7,1242,2
SAL60143,46,1280,526,285,1344,0.8,1041,2.4
SAL60144,33,5000,1021,150,2166,0.8,2124,2.9
SAL60145,43,1640,824,200,1875,0.8,1718,2.5
SAL60146,74,0,366,0,725,0.7,474,1.6
SAL60147,54,800,527,270,1166,0.8,971,2.1
SAL60148,50,1203,559,243,1446,0.7,990,2.2
SAL60149,65,1155,471,370,1624,0.6,900,1.8
SAL60150,49,770,511,210,1093,0.8,900,2.1
SAL60151,33,1560,942,175,2499,1,1292,1.4
SAL60152,35,1083,598,350,1420,0.9,1190,2.6
SAL60153,24,1986,29,0,112,1.3,131,4.4
SAL60154,59,1100,661,340,1764,0.7,1226,2.1
SAL60155,51,1733,783,305,2156,0.7,2116,2.7
SAL60156,43,1192,619,250,1455,0.8,1093,2.2
SAL60157,47,1603,783,320,2162,0.7,1795,2.6
SAL60158,70,596,450,0,450,0.5,474,1.2
SAL60159,55,1920,774,263,2607,0.7,2124,2.3
SAL60160,43,1300,775,340,1716,0.8,1412,2.4
SAL60161,64,1105,465,300,982,0.8,822,1.8
SAL60162,45,1362,822,275,2105,0.8,1912,2.7
SAL60163,50,975,662,210,1458,1,1291,2.7
SAL60164,0,0,0,0,0,0,0,0
SAL60165,55,1170,501,295,1434,0.8,962,2.1
SAL60166,36,1300,725,315,1542,0.8,1458,2.6
SAL60167,40,1391,933,360,1458,0.7,1292,2.1
SAL60168,42,1454,765,350,1993,0.9,1786,2.8
SAL60169,42,1733,1025,423,2577,0.8,2349,2.7
SAL60170,46,1042,616,310,1569,0.9,1292,2.5
SAL60171,38,2167,708,198,2333,0.8,1291,2.5
SAL60172,30,1993,627,425,2335,0.9,1812,2.5
SAL60173,43,1127,662,315,1531,0.8,1267,2.6
SAL60174,58,1417,554,270,1100,0.8,919,2
SAL60175,47,1509,743,250,2050,0.7,1562,2.8
SAL60176,44,1059,518,235,1226,0.8,900,2.2
