SAL_CODE_2021,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
SAL22677,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22678,..,11,11,38,0,38,7,0,8,10,0,11,3,0,3,0,0,0,64,17,76
SAL22679,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
SAL22680,..,2787,2787,2537,164,2700,957,31,983,876,7,883,405,4,408,150,3,145,4926,2989,7914
SAL22681,..,35,35,79,3,87,26,0,23,29,0,29,14,0,14,8,0,8,157,37,193
SAL22682,..,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,4
SAL22683,..,12,12,18,0,24,0,0,3,11,0,11,9,0,9,6,0,6,55,11,64
SAL22684,..,5,5,13,0,14,10,0,10,6,0,6,4,0,4,0,0,0,36,8,42
SAL22685,..,837,837,1536,67,1601,932,21,954,982,6,991,374,0,377,144,0,149,3978,932,4905
SAL22686,..,1458,1458,2111,108,2217,1403,25,1430,1416,9,1432,485,5,495,241,0,241,5660,1615,7278
SAL22687,..,28,28,64,3,66,10,0,10,15,0,15,3,0,3,3,0,3,98,27,129
SAL22688,..,5,5,8,0,11,0,0,0,6,0,6,0,0,0,0,0,0,13,8,24
SAL22689,..,308,308,256,25,279,105,0,105,81,0,77,31,0,31,9,0,9,485,331,810
SAL22690,..,12,12,19,0,19,0,0,0,3,0,3,0,0,0,0,0,0,19,12,32
SAL22691,..,7,7,3,0,3,5,0,5,3,0,3,0,0,0,0,0,0,14,7,18
SAL22692,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9
SAL22693,..,0,0,24,4,24,8,0,8,7,0,7,4,0,4,0,0,0,41,7,50
SAL22694,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22695,..,56,56,76,7,81,29,0,29,33,0,33,9,0,9,8,0,8,151,63,221
SAL22696,..,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,13,4,16
SAL22697,..,409,409,345,15,364,112,0,114,84,0,84,39,0,39,13,0,13,588,426,1018
SAL22698,..,2000,2000,2573,129,2696,1048,23,1072,1050,14,1061,474,6,486,179,0,181,5327,2170,7499
SAL22699,..,12,12,34,0,34,12,0,12,16,0,16,9,0,9,7,0,7,74,12,86
SAL22700,..,4,4,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,4,10
SAL22701,..,3,3,7,0,8,6,0,6,4,0,4,6,0,6,0,0,0,19,4,28
SAL22702,..,249,249,529,13,548,331,3,335,398,0,398,198,0,193,77,0,77,1535,267,1798
SAL22703,..,15,15,57,3,58,35,0,40,48,0,48,32,0,32,7,0,7,177,19,193
SAL22704,..,165,165,436,14,441,266,0,271,435,0,435,174,0,178,45,0,45,1346,180,1531
SAL22705,..,4,4,3,0,3,0,0,0,3,0,3,3,0,3,0,0,0,10,4,18
SAL22706,..,16,16,31,0,34,11,0,11,0,0,0,0,0,0,0,0,0,48,17,64
SAL22707,..,59,59,71,0,71,42,0,42,32,0,32,22,0,22,11,0,11,184,59,239
SAL22708,..,4,4,3,0,3,5,0,5,0,0,0,0,0,0,0,0,0,10,4,7
SAL22709,..,22,22,29,3,26,12,0,12,0,0,0,6,0,11,6,0,6,58,29,79
SAL22710,..,3963,3963,4164,292,4462,1672,77,1746,1483,32,1522,637,11,645,224,9,229,8184,4384,12565
SAL22711,..,5,5,8,0,8,0,0,0,5,0,5,0,0,0,0,0,0,12,5,18
SAL22712,..,0,0,5,0,10,9,0,9,4,0,4,0,0,0,0,0,0,20,0,21
SAL22713,..,12,12,17,0,17,8,0,8,0,0,0,0,0,0,0,0,0,24,12,31
SAL22714,..,18,18,12,0,15,7,0,12,5,0,5,0,0,0,0,0,0,25,24,50
SAL22715,..,4,4,8,0,8,8,0,8,0,0,0,0,0,0,0,0,0,11,4,16
SAL22716,..,6,6,7,0,7,0,0,0,0,0,0,4,0,4,0,0,0,14,6,14
SAL22717,..,20,20,33,4,30,16,0,16,9,0,9,3,0,3,8,0,8,58,23,80
SAL22718,..,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,14
SAL22719,..,18,18,18,0,19,3,0,3,9,0,9,5,0,5,0,0,0,32,20,51
SAL22720,..,46,46,164,4,172,147,0,147,231,0,230,88,0,88,29,0,29,656,55,709
SAL22721,..,561,561,640,48,687,343,18,365,344,9,351,88,4,92,41,0,44,1463,647,2105
SAL22722,..,241,241,467,14,481,229,5,227,312,4,317,75,0,75,30,0,30,1106,264,1368
SAL22723,..,5,5,6,0,8,0,0,0,8,0,8,3,0,3,4,0,4,12,3,21
SAL22724,..,5,5,29,0,32,19,0,18,14,0,14,10,0,10,5,0,5,72,8,81
SAL22725,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22726,..,3,3,15,0,15,8,0,8,9,0,9,0,0,0,0,0,0,36,3,35
SAL22727,..,76,76,179,4,189,124,0,124,127,0,127,65,0,65,24,0,24,520,82,609
SAL22728,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22729,..,27,27,51,5,55,12,0,12,8,0,8,0,0,0,6,0,6,86,27,111
SAL22730,..,188,188,351,26,375,216,15,224,307,14,323,131,8,137,45,0,48,1049,248,1292
SAL22731,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL22732,..,8,8,5,0,5,0,0,0,0,0,0,4,0,4,0,0,0,15,8,20
SAL22733,..,179,179,140,8,155,41,0,41,32,0,32,10,0,10,6,0,6,228,192,422
SAL22734,..,0,0,4,0,8,3,0,3,0,0,0,0,0,0,0,0,0,7,5,9
SAL22735,..,4,4,3,0,8,3,0,3,0,0,0,0,0,0,0,0,0,5,9,14
SAL22736,..,5,5,5,0,5,5,0,5,0,0,0,0,0,0,0,0,0,3,5,11
SAL22737,..,10,10,7,0,7,5,0,5,0,0,0,0,0,0,0,0,0,15,10,21
SAL22738,..,11,11,17,0,15,5,0,5,7,0,7,3,0,3,0,0,0,33,14,47
SAL22739,..,3,3,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,12,3,19
SAL22740,..,150,150,258,29,287,260,9,264,265,0,265,148,0,148,116,0,123,1050,189,1236
SAL22741,..,10,10,19,0,25,14,0,14,10,0,10,4,0,4,0,0,0,44,11,51
SAL22742,..,30,30,39,3,44,5,0,5,16,0,16,3,0,3,0,0,0,66,31,98
SAL22743,..,49,49,46,4,52,18,0,18,14,0,14,6,0,6,6,0,6,90,48,141
SAL22744,..,8,8,16,7,23,5,0,5,0,0,6,4,0,4,0,0,6,23,19,40
SAL22745,..,1772,1772,1410,128,1539,547,24,567,346,3,347,148,3,150,89,0,89,2541,1931,4470
SAL22746,..,8,8,11,0,10,5,0,5,10,0,10,5,0,5,0,0,0,29,9,37
SAL22747,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22748,..,3,3,11,0,11,0,0,0,4,0,4,0,0,0,0,0,0,15,3,23
SAL22749,..,9,9,9,0,9,0,0,0,6,0,6,0,0,0,0,0,0,11,9,19
SAL22750,..,4249,4249,4893,433,5323,3115,85,3194,2862,29,2894,1233,4,1241,708,9,720,12800,4813,17614
SAL22751,..,302,302,340,19,359,106,3,114,98,0,98,55,0,55,23,0,21,630,323,953
SAL22752,..,12,12,14,0,14,7,0,7,4,0,4,3,0,3,0,0,0,25,12,39
SAL22753,..,73,73,108,10,118,58,0,58,70,0,70,28,0,28,19,0,19,278,81,360
SAL22754,..,53,53,49,4,59,15,0,15,21,0,21,5,0,5,6,0,6,101,58,157
SAL22755,..,5,5,17,0,19,10,0,10,4,0,4,0,0,0,0,0,0,34,4,40
SAL22756,..,1334,1334,1281,237,1515,684,85,771,683,25,715,168,11,175,70,5,83,2894,1699,4597
SAL22757,..,1504,1504,1257,336,1591,356,119,476,187,36,223,29,14,40,8,7,16,1836,2015,3853
SAL22758,..,1654,1654,1808,120,1926,840,14,857,786,0,794,317,0,322,145,0,145,3895,1792,5693
SAL22759,..,15,15,21,0,25,9,0,9,11,0,11,3,0,3,0,0,0,48,18,61
SAL22760,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4
SAL22761,..,622,622,796,42,831,412,7,419,350,0,347,124,3,127,77,0,77,1747,672,2418
SAL22762,..,9,9,6,0,6,3,0,3,3,0,3,5,0,5,0,0,0,13,9,21
SAL22763,..,14,14,24,0,27,0,0,0,0,0,0,0,0,0,3,0,3,37,19,49
SAL22764,..,15,15,66,0,66,26,0,26,23,0,23,20,0,20,5,0,5,138,15,154
SAL22765,..,37,37,48,4,47,8,0,8,12,0,12,5,0,5,0,0,0,69,41,107
SAL22766,..,1441,1441,2385,75,2460,1216,19,1241,1434,17,1444,470,6,480,210,4,213,5715,1556,7274
SAL22767,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SAL22768,..,6,6,4,0,4,0,0,0,5,0,5,0,0,0,0,0,0,8,6,9
SAL22769,..,433,433,483,37,521,209,7,221,172,5,176,76,0,74,40,0,40,982,489,1470
SAL22770,..,33,33,53,0,53,15,0,15,16,0,16,9,0,9,0,0,0,94,33,128
SAL22771,..,0,0,3,0,3,4,0,4,3,0,3,0,0,0,0,0,0,11,0,8
SAL22772,..,35,35,35,0,43,11,0,13,7,0,7,0,0,0,0,0,0,61,39,99
SAL22773,..,3,3,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,6,3,13
SAL22774,..,610,610,503,46,548,242,11,246,141,4,149,47,0,46,40,0,37,970,666,1635
SAL22775,..,508,508,648,28,673,331,5,340,350,0,357,177,0,177,69,0,76,1579,542,2124
SAL22776,..,4,4,3,0,3,0,0,0,4,0,4,0,0,0,0,0,0,13,4,9
SAL22777,..,39,39,68,0,67,17,0,17,14,0,14,13,0,13,0,0,0,110,46,151
SAL22778,..,9,9,19,0,18,5,0,5,4,0,4,0,0,0,0,0,0,29,5,39
SAL22779,..,3,3,11,0,11,0,0,0,6,0,6,0,0,0,0,0,0,19,3,23
SAL22780,..,9,9,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,10,14,23
SAL22781,..,18,18,19,0,22,7,0,7,5,0,5,0,0,0,0,0,0,34,20,58
SAL22782,..,26,26,35,0,35,4,0,4,10,0,16,0,0,0,0,0,0,52,26,81
SAL22783,..,0,0,13,0,13,0,0,0,3,0,3,4,0,4,0,0,0,18,0,21
SAL22784,..,14,14,21,0,21,10,0,10,8,0,8,10,0,10,0,0,0,54,14,67
SAL22785,..,0,0,7,0,7,0,0,0,6,0,6,0,0,0,0,0,0,13,0,13
SAL22786,..,11,11,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,11,17
SAL22787,..,0,0,8,0,8,0,0,0,0,0,0,4,0,4,0,0,0,14,0,20
SAL22788,..,67,67,65,8,71,15,0,15,22,0,22,3,0,3,0,0,0,111,76,185
SAL22789,..,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,3,10
SAL22790,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22791,..,321,321,598,66,664,650,41,691,685,32,719,236,11,251,171,10,179,2339,484,2823
SAL22792,..,1417,1417,1677,64,1741,833,6,848,1031,4,1035,344,0,349,80,0,80,3974,1488,5460
SAL22793,..,219,219,187,20,205,92,6,94,99,0,103,38,0,38,6,0,6,412,239,656
SAL22794,..,45,45,83,8,84,24,0,22,41,0,41,19,0,19,7,0,7,174,48,226
SAL22795,..,22,22,44,0,41,16,0,16,6,0,6,7,0,7,4,0,4,74,19,93
SAL22796,..,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5
SAL22797,..,8,8,6,0,6,5,0,5,5,0,5,0,0,0,0,0,0,19,9,29
SAL22798,..,10,10,15,0,18,4,0,4,7,0,7,3,0,3,5,0,5,37,9,50
SAL22799,..,3,3,15,0,15,4,0,4,5,0,5,0,0,0,3,0,3,17,3,25
SAL22800,..,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8
SAL22801,..,51,51,56,4,68,18,0,19,22,0,22,11,0,11,5,0,5,111,56,170
SAL22802,..,273,273,341,22,360,132,0,135,114,0,114,54,0,54,18,0,18,664,292,953
SAL22803,..,13,13,22,0,22,11,0,11,7,0,7,0,0,0,5,0,5,47,13,54
SAL22804,..,3,3,15,0,15,3,0,3,4,0,4,0,0,0,3,0,3,29,3,30
SAL22805,..,1620,1620,1060,274,1330,292,133,428,164,28,190,36,3,41,3,0,3,1555,2055,3611
SAL22806,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22807,..,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10
SAL22808,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL22809,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22810,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL22811,..,5,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9
SAL22812,..,5,5,13,0,14,5,0,5,8,0,8,3,0,3,3,0,3,29,0,34
SAL22813,..,28,28,49,3,51,18,0,18,32,0,32,14,0,14,3,0,3,125,30,152
SAL22814,..,189,189,353,27,381,196,15,217,243,3,246,113,3,121,32,0,34,943,236,1179
SAL22815,..,5,5,21,0,21,4,0,4,3,0,3,0,0,0,0,0,0,31,5,40
SAL22816,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAL22817,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL22818,..,16,16,17,0,21,13,0,13,13,0,13,3,0,3,3,0,3,48,21,65
SAL22819,..,2575,2575,2621,199,2817,1131,34,1168,982,13,992,414,0,418,200,0,200,5340,2823,8169
SAL22820,..,875,875,1487,108,1596,1527,45,1571,1858,10,1874,849,4,854,487,0,489,6215,1045,7257
SAL22821,..,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,4,9
SAL22822,..,8,8,8,0,8,6,0,6,4,0,4,0,0,0,0,0,0,15,8,21
SAL22823,..,7,7,49,0,49,3,0,3,7,0,7,0,0,0,4,0,4,65,7,79
SAL22824,..,6,6,12,0,12,0,0,0,4,0,4,0,0,0,0,0,0,13,6,22
SAL22825,..,137,137,418,6,431,191,5,195,297,0,297,130,0,130,51,0,51,1091,145,1229
SAL22826,..,6,6,9,0,15,4,0,4,0,0,0,0,0,0,0,0,0,12,6,20
SAL22827,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22828,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22829,..,988,988,794,55,855,227,9,235,174,0,174,78,0,76,37,0,37,1310,1055,2361
SAL22830,..,9,9,14,0,14,7,0,7,10,0,10,4,0,4,0,0,0,34,9,39
SAL22831,..,5,5,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,12,5,17
SAL22832,..,12,12,8,0,8,3,0,3,0,0,0,0,0,0,0,0,0,19,9,33
SAL22833,..,523,523,842,34,886,397,3,398,428,0,431,181,0,174,39,0,39,1881,568,2449
SAL22834,..,10,10,35,0,38,25,0,25,17,0,17,8,0,8,6,0,6,87,9,100
SAL22835,..,8,8,8,0,8,0,0,0,4,0,4,0,0,0,0,0,0,17,8,18
SAL22836,..,13,13,39,0,40,20,0,20,27,0,27,16,0,16,10,0,10,119,15,133
SAL22837,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,4,13
SAL22838,..,3,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,3,15
SAL22839,..,12,12,14,0,13,7,0,7,3,0,3,3,0,3,0,0,0,29,10,44
SAL22840,..,12,12,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,12,20
SAL22841,..,40,40,66,3,70,19,0,19,12,0,12,4,0,4,0,0,0,111,45,157
SAL22842,..,23,23,21,0,20,0,0,0,3,0,3,0,0,0,0,0,0,32,22,51
SAL22843,..,9,9,19,5,20,0,0,0,8,0,8,3,0,3,4,0,4,39,13,46
SAL22844,..,5,5,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,10,3,10
SAL22845,..,3,3,3,0,3,3,0,3,0,0,0,5,0,5,0,0,0,11,3,16
SAL22846,..,32,32,71,0,73,30,0,31,25,0,25,22,0,22,8,0,8,150,32,187
SAL22847,..,0,0,8,0,8,3,0,3,4,0,4,0,0,0,0,0,0,15,0,21
SAL22848,..,26,26,34,0,34,14,0,14,13,0,13,6,0,6,0,0,0,63,26,89
SAL22849,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22850,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
SAL22851,..,36,36,56,0,54,25,0,25,14,0,14,13,0,13,0,0,0,106,42,148
SAL22852,..,32,32,36,5,39,6,0,6,3,0,3,0,0,0,0,0,0,50,37,83
SAL22853,..,19,19,52,0,49,23,0,16,20,0,20,11,0,11,0,0,0,100,20,125
SAL22854,..,3,3,9,0,9,3,0,3,0,0,0,0,0,0,0,0,0,12,3,15
SAL22855,..,3,3,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,15,4,18
SAL22856,..,3,3,16,0,18,7,0,7,6,0,6,0,0,0,0,0,0,25,10,29
SAL22857,..,255,255,355,13,372,181,0,184,172,0,177,77,0,77,38,0,38,823,276,1098
SAL22858,..,13,13,34,3,36,12,0,12,9,0,9,8,0,8,0,0,0,64,14,79
SAL22859,..,8,8,8,4,16,3,0,3,0,0,7,0,0,0,0,0,0,26,12,36
SAL22860,..,36,36,61,0,60,20,0,20,17,0,22,6,0,6,6,0,13,109,36,151
SAL22861,..,13,13,21,0,27,10,0,10,5,0,5,9,0,9,0,0,0,45,12,58
SAL22862,..,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14
SAL22863,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SAL22864,..,0,0,3,0,3,0,0,0,5,0,5,0,0,0,0,0,0,11,0,11
SAL22865,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22866,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22867,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22868,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22869,..,7,7,13,0,13,3,0,4,0,0,0,7,0,7,4,0,4,23,11,31
SAL22870,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAL22871,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL22872,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22873,..,41,41,40,3,46,21,0,21,13,0,13,3,0,3,3,0,3,86,46,127
SAL22874,..,6,6,19,0,19,6,0,10,15,0,15,4,0,4,0,0,0,42,9,53
SAL22875,..,87,87,145,5,144,67,0,62,61,0,61,37,0,37,18,0,18,319,90,411
SAL22876,..,190,190,290,6,301,100,0,98,111,0,111,52,0,52,16,0,16,565,197,764
SAL22877,..,102,102,101,10,108,30,0,30,21,0,21,9,0,9,3,0,3,161,113,269
SAL22878,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SAL22879,..,6,6,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,9,6,10
SAL22880,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3
SAL22881,..,12,12,7,3,8,0,0,0,0,0,0,0,0,0,0,0,0,8,19,26
SAL22882,..,3,3,10,0,10,3,0,3,0,0,0,0,0,0,0,0,0,10,3,15
SAL22883,..,1082,1082,1592,172,1768,1407,26,1430,1288,13,1310,533,5,534,395,3,396,5211,1303,6520
SAL22884,..,19,19,38,0,38,7,0,7,15,0,15,10,0,10,6,0,6,76,22,93
SAL22885,..,3,3,12,0,12,6,0,6,8,0,8,0,0,0,0,0,0,31,3,30
SAL22886,..,7,7,13,0,13,0,0,0,0,0,0,3,0,3,0,0,0,18,7,27
SAL22887,..,4,4,9,0,9,8,0,8,4,0,4,4,0,4,0,0,0,20,4,26
SAL22888,..,0,0,6,0,6,0,0,0,4,0,4,0,0,0,0,0,0,9,0,10
SAL22889,..,173,173,303,5,313,96,0,96,106,0,106,41,0,41,22,0,22,564,178,743
SAL22890,..,14,14,23,0,22,8,0,8,9,0,9,6,0,6,0,0,0,52,15,61
SAL22891,..,3,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7
SAL22892,..,208,208,381,4,388,281,3,283,321,0,321,96,0,96,26,0,26,1101,218,1321
SAL22893,..,16,16,14,0,20,13,0,15,5,0,5,5,0,5,0,0,0,37,15,51
SAL22894,..,177,177,196,12,213,80,0,81,78,0,78,31,0,31,15,0,15,403,193,598
SAL22895,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22896,..,27,27,36,3,37,14,0,14,12,0,12,8,0,8,0,0,0,71,36,105
SAL22897,..,5,5,9,0,14,10,0,6,0,0,0,0,0,0,3,0,3,27,5,34
SAL22898,..,10,10,33,0,32,7,0,7,14,0,14,7,0,7,3,0,3,70,13,81
SAL22899,..,8,8,7,0,10,0,0,3,0,0,0,0,0,0,3,0,3,12,5,24
SAL22900,..,27,27,50,0,51,5,0,12,8,0,8,6,0,6,0,0,0,77,32,106
SAL22901,..,0,0,0,0,0,3,0,3,4,0,4,0,0,0,0,0,0,14,0,8
SAL22902,..,25,25,36,3,38,10,0,10,8,0,8,0,0,0,0,0,0,58,30,84
SAL22903,..,3,3,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,13,3,18
SAL22904,..,12,12,10,0,10,6,0,6,9,0,9,8,0,8,0,0,0,30,12,42
SAL22905,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22906,..,23,23,24,3,25,16,0,16,20,0,20,11,0,11,0,0,0,71,29,95
SAL22907,..,29,29,36,0,39,11,0,13,21,0,21,7,0,7,0,0,0,75,28,105
SAL22908,..,21,21,36,0,36,12,0,12,7,0,7,3,0,3,0,0,0,60,21,82
SAL22909,..,10,10,8,0,8,5,0,5,3,0,3,0,0,0,0,0,0,20,10,31
SAL22910,..,204,204,384,17,395,171,0,178,191,0,191,79,0,79,29,0,29,855,220,1075
SAL22911,..,321,321,308,18,318,135,4,142,157,0,157,62,0,65,35,0,35,702,342,1046
SAL22912,..,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,8
SAL22913,..,209,209,288,10,295,85,0,85,98,0,98,46,0,46,20,0,20,536,220,753
SAL22914,..,13,13,45,0,47,13,0,14,5,0,5,0,0,0,0,0,0,63,17,79
SAL22915,..,357,357,326,20,348,83,3,90,80,0,80,36,0,36,16,0,16,541,385,922
SAL22916,..,48,48,154,0,152,84,0,84,115,0,115,59,0,59,27,0,27,436,51,485
SAL22917,..,1543,1543,1828,222,2051,916,76,992,1114,14,1123,289,5,296,56,5,62,4199,1859,6060
SAL22918,..,10,10,13,0,15,8,0,8,0,0,0,0,0,0,0,0,0,19,12,35
SAL22919,..,1024,1024,1411,66,1477,357,5,360,336,0,336,194,0,194,70,0,70,2364,1102,3462
SAL22920,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9
SAL22921,..,33,33,70,3,69,39,0,39,19,0,19,12,0,12,10,0,10,148,35,181
SAL22922,..,6,6,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,8,6,11
SAL22923,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22924,..,283,283,279,21,299,78,0,81,68,0,68,26,0,26,10,0,10,459,304,770
SAL22925,..,25,25,67,8,74,26,0,30,32,0,32,18,0,18,11,0,11,154,33,184
SAL22926,..,17,17,43,0,43,17,0,17,12,0,12,14,0,14,4,0,4,88,17,113
SAL22927,..,14,14,36,3,38,16,0,16,13,0,13,9,0,9,5,0,5,78,17,96
SAL22928,..,3,3,22,0,24,7,0,7,4,0,4,3,0,3,5,0,5,38,7,45
SAL22929,..,10,10,15,0,15,4,0,4,9,0,9,0,0,0,0,0,0,30,10,38
SAL22930,..,7,7,15,0,15,7,0,7,11,0,11,4,0,4,0,0,0,34,7,34
SAL22931,..,0,0,12,0,12,0,0,0,0,0,0,3,0,3,0,0,0,12,0,12
SAL22932,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22933,..,3,3,13,0,13,3,0,3,5,0,5,4,0,4,0,0,0,27,3,30
SAL22934,..,109,109,135,3,146,55,0,57,65,0,65,24,0,24,9,0,9,285,114,400
SAL22935,..,45,45,105,0,105,36,0,36,37,0,37,17,0,17,8,0,8,200,45,245
SAL22936,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22937,..,3,3,11,0,11,3,0,3,6,0,6,3,0,3,0,0,0,12,3,19
SAL22938,..,0,0,8,0,4,0,0,0,0,0,0,4,0,4,0,0,0,12,0,10
SAL22939,..,4,4,24,3,23,7,0,7,6,0,6,3,0,3,3,0,3,39,11,47
SAL22940,..,3,3,7,0,14,6,0,6,0,0,0,0,0,0,0,0,0,18,5,22
SAL22941,..,5,5,19,0,19,0,0,0,5,0,5,0,0,0,3,0,3,34,5,43
SAL22942,..,3,3,13,0,13,0,0,4,0,0,0,0,0,0,0,0,0,19,0,14
SAL22943,..,11,11,10,0,10,8,0,8,9,0,9,4,0,4,0,0,0,38,11,46
SAL22944,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL29494,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL29797,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30001,..,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,12
SAL30002,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SAL30003,..,0,0,5,0,5,0,0,0,3,0,3,0,0,0,0,0,0,7,0,8
SAL30004,..,38,38,51,0,49,16,0,16,11,0,11,9,0,9,0,0,0,81,41,121
SAL30005,..,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3
SAL30006,..,5,5,8,0,8,4,0,4,4,0,4,0,0,0,0,0,0,14,5,17
SAL30007,..,698,698,718,113,829,451,22,479,338,7,347,149,0,149,137,0,137,1791,844,2633
SAL30008,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30009,..,35,35,107,7,118,49,0,51,62,4,67,29,0,29,21,0,21,270,47,318
SAL30010,..,4,4,5,0,9,4,0,4,0,0,0,0,0,0,0,0,0,18,5,26
