SAL_CODE_2021,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
SAL22649,11,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,40,0,..,14,40
SAL22650,227,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,646,15,..,242,646
SAL22651,13,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,29,40,..,54,29
SAL22652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL22653,41,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,87,166,..,211,87
SAL22654,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,29,..,28,5
SAL22655,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,40,..,47,11
SAL22656,76,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,205,0,..,78,205
SAL22657,33,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,90,6,..,38,90
SAL22658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL22659,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,..,3,11
SAL22660,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,..,3,9
SAL22661,4512,13580,278,568,69,155,349,722,6,6,0,0,0,0,0,0,0,3,7,10,0,0,0,0,0,0,0,0,0,0,4,14,4869,14327,267,..,5141,14327
SAL22662,14,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,31,5,..,22,31
SAL22663,438,1262,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,436,1266,41,..,480,1266
SAL22664,13,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,34,11,..,20,34
SAL22665,103,253,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,106,251,25,..,127,251
SAL22666,62,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,142,9,..,71,142
SAL22667,57,122,0,6,0,0,0,6,4,14,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,3,64,137,13,..,74,137
SAL22668,78,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,5,0,0,85,155,30,..,115,155
SAL22669,725,2100,24,30,0,0,24,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747,2136,38,..,791,2136
SAL22670,27,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,58,7,..,31,58
SAL22671,184,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,182,458,86,..,270,458
SAL22672,146,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,393,12,..,164,393
SAL22673,1083,3029,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,1093,3044,42,..,1132,3044
SAL22674,13,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,36,4,..,15,36
SAL22675,34,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,92,9,..,44,92
SAL22676,436,1322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,5,3,4,3,446,1332,24,..,466,1332
SAL22677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL22678,76,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,197,8,..,83,197
SAL22679,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,..,0,5
SAL22680,6750,15995,1070,1485,56,92,1127,1573,0,0,0,0,0,0,0,0,5,3,5,3,11,20,6,4,0,4,13,27,29,50,9,18,7914,17642,606,..,8517,17642
SAL22681,193,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,516,21,..,207,516
SAL22682,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,..,4,7
SAL22683,64,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,204,10,..,79,204
SAL22684,42,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,116,10,..,51,116
SAL22685,4429,12738,201,273,278,635,478,907,0,0,0,0,0,0,0,0,3,12,3,12,0,0,0,0,0,0,0,0,0,0,0,0,4905,13661,270,..,5179,13661
SAL22686,5646,16641,798,1391,481,1285,1281,2670,37,44,0,0,129,212,170,261,3,22,339,536,0,0,0,0,0,0,0,4,0,4,3,5,7278,19864,456,..,7728,19864
SAL22687,125,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,7,7,0,0,129,298,37,..,164,298
SAL22688,26,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,24,49,98,..,122,49
SAL22689,766,1651,5,9,0,3,3,13,19,23,0,0,0,0,0,0,0,0,19,23,0,5,20,26,0,0,0,0,22,28,0,0,810,1711,229,..,1047,1711
SAL22690,32,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,63,0,..,32,63
SAL22691,18,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,43,0,..,22,43
SAL22692,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,5,..,11,20
SAL22693,50,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,130,8,..,54,130
SAL22694,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,..,0,13
SAL22695,213,521,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,221,525,33,..,254,525
SAL22696,12,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,32,0,..,14,32
SAL22697,959,1998,38,47,0,0,38,47,8,8,0,0,0,0,0,0,0,0,8,8,9,9,0,0,0,0,5,14,13,21,0,0,1018,2080,179,..,1195,2080
SAL22698,6591,17049,351,498,35,48,389,550,313,462,0,0,0,0,0,0,5,12,318,474,12,12,173,254,0,0,8,12,189,284,5,19,7499,18371,496,..,7986,18371
SAL22699,86,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,245,13,..,98,245
SAL22700,10,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,35,3,..,15,35
SAL22701,28,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,65,3,..,34,65
SAL22702,1769,5330,13,22,5,0,17,22,4,3,0,0,0,0,0,0,4,0,0,12,5,3,0,0,0,0,0,0,5,3,0,3,1798,5370,76,..,1871,5370
SAL22703,193,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,641,8,..,202,641
SAL22704,1504,4648,23,24,3,9,24,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1531,4682,40,..,1573,4682
SAL22705,18,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,48,0,..,17,48
SAL22706,64,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,141,13,..,78,141
SAL22707,213,622,0,0,0,0,0,0,14,20,0,0,0,0,0,0,0,0,14,20,7,10,5,4,0,0,0,0,8,19,0,0,239,663,14,..,251,663
SAL22708,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,0,..,9,16
SAL22709,79,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,202,14,..,93,202
SAL22710,10315,25282,1240,1897,337,631,1574,2529,564,801,54,73,0,0,0,0,0,4,622,874,5,12,22,36,0,0,4,13,38,61,19,41,12565,28792,1129,..,13695,28792
SAL22711,18,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,42,0,..,17,42
SAL22712,21,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,68,6,..,28,68
SAL22713,30,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,66,35,..,64,66
SAL22714,43,93,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,99,25,..,69,99
SAL22715,16,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,34,3,..,21,34
SAL22716,14,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,41,5,..,20,41
SAL22717,80,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,205,8,..,88,205
SAL22718,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,3,..,17,12
SAL22719,51,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,114,16,..,71,114
SAL22720,623,2083,26,81,60,201,86,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709,2369,28,..,740,2369
SAL22721,1813,4614,182,291,92,221,269,508,15,28,8,9,0,0,0,0,3,8,24,43,0,0,0,0,0,0,0,0,0,0,0,0,2105,5172,145,..,2252,5172
SAL22722,1344,3675,21,30,4,9,23,41,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,4,0,0,1368,3727,55,..,1420,3727
SAL22723,21,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,60,0,..,21,60
SAL22724,79,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,81,234,11,..,94,234
SAL22725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL22726,35,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,95,0,..,35,95
SAL22727,604,1806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,609,1809,26,..,631,1809
SAL22728,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,..,0,5
SAL22729,111,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,294,17,..,132,294
SAL22730,1261,3791,34,49,4,9,31,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1292,3851,71,..,1363,3851
SAL22731,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,0,..,5,19
SAL22732,20,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,46,8,..,29,46
SAL22733,369,755,32,52,0,0,32,52,0,3,0,0,0,0,0,0,0,0,0,3,6,29,5,0,0,0,0,3,13,29,0,0,422,845,141,..,558,845
SAL22734,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,0,..,8,19
SAL22735,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,32,0,..,15,32
SAL22736,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,0,..,10,15
SAL22737,21,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,61,7,..,32,61
SAL22738,47,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,118,7,..,53,118
SAL22739,19,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,31,9,..,25,31
SAL22740,1217,4081,12,39,0,0,12,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,1236,4138,101,..,1339,4138
SAL22741,51,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,139,0,..,59,139
SAL22742,93,199,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,207,22,..,123,207
SAL22743,137,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,322,49,..,190,322
SAL22744,40,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,40,115,6,..,45,115
SAL22745,3574,7978,685,1061,14,26,697,1082,178,235,22,32,0,0,0,0,0,0,201,271,0,0,0,0,0,0,0,5,0,5,4,6,4470,9341,384,..,4857,9341
SAL22746,35,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,87,5,..,43,87
SAL22747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL22748,23,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,63,4,..,33,63
SAL22749,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,35,10,..,30,35
SAL22750,14970,41713,1926,3590,510,1160,2436,4747,133,247,23,41,32,57,0,0,6,11,192,347,4,6,0,0,0,0,3,12,7,14,4,8,17614,46833,1401,..,19013,46833
SAL22751,707,1801,18,35,25,52,41,82,0,0,0,0,166,251,0,0,0,0,166,251,24,38,3,3,0,0,0,0,34,45,0,3,953,2183,122,..,1069,2183
SAL22752,38,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,91,20,..,52,91
SAL22753,359,973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,976,29,..,385,976
SAL22754,147,319,6,17,0,10,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,157,343,20,..,178,343
SAL22755,43,108,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,114,3,..,45,114
SAL22756,2708,7355,430,793,451,1057,878,1854,580,993,276,440,114,196,0,0,16,27,985,1658,0,0,0,0,0,0,19,55,19,55,0,4,4597,10924,494,..,5086,10924
SAL22757,46,122,245,561,475,1110,718,1666,458,818,166,336,1116,1937,1317,2397,0,5,3066,5484,0,0,0,0,0,0,21,42,21,42,7,4,3853,7328,1113,..,4968,7328
SAL22758,5021,12730,428,624,22,47,454,668,172,246,0,0,0,0,0,0,5,5,179,252,29,32,0,0,0,0,0,0,29,32,10,13,5693,13703,324,..,6017,13703
SAL22759,61,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,151,4,..,71,151
SAL22760,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27,0,..,8,27
SAL22761,1860,4903,208,398,330,739,539,1137,10,21,0,0,0,0,0,0,9,19,20,32,0,0,0,0,0,0,0,0,0,0,0,0,2418,6083,140,..,2560,6083
SAL22762,21,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,43,6,..,23,43
SAL22763,46,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,49,119,13,..,60,119
SAL22764,154,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,444,42,..,196,444
SAL22765,107,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,238,60,..,168,238
SAL22766,6174,17738,293,485,117,319,419,813,290,449,134,184,252,348,0,0,10,12,683,992,0,0,0,0,0,0,0,0,0,0,0,0,7274,19543,473,..,7745,19543
SAL22767,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,..,4,7
SAL22768,9,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,26,3,..,9,26
SAL22769,1322,3216,126,198,5,15,127,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,7,19,4,13,1470,3453,102,..,1567,3453
SAL22770,126,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,318,21,..,152,318
SAL22771,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,30,5,..,17,30
SAL22772,96,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,99,213,21,..,120,213
SAL22773,13,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,33,8,..,19,33
SAL22774,1479,3329,100,138,14,22,116,158,37,66,0,0,0,0,0,0,3,3,38,69,0,0,0,0,0,0,0,0,0,0,3,7,1635,3563,99,..,1739,3563
SAL22775,1847,5047,205,375,39,88,243,466,29,52,0,0,0,0,0,0,3,12,33,61,0,0,0,0,0,0,0,0,0,0,4,9,2124,5582,132,..,2251,5582
SAL22776,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,24,0,..,15,24
SAL22777,150,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,151,352,22,..,178,352
SAL22778,39,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,92,7,..,45,92
SAL22779,23,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,60,4,..,27,60
SAL22780,22,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,38,12,..,39,38
SAL22781,58,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,118,11,..,68,118
SAL22782,81,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,187,6,..,89,187
SAL22783,21,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,63,0,..,24,63
SAL22784,67,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,193,9,..,80,193
SAL22785,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,31,5,..,13,31
SAL22786,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,32,4,..,17,32
SAL22787,20,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,51,3,..,26,51
SAL22788,183,380,4,8,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,6,8,0,0,185,395,55,..,243,395
SAL22789,10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,29,0,..,10,29
SAL22790,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,..,12,9
SAL22791,2507,8334,41,142,115,294,156,441,0,0,0,0,154,273,0,0,0,3,155,281,0,0,0,0,0,0,0,0,0,0,3,7,2823,9072,229,..,3054,9072
SAL22792,3070,8649,633,1222,1014,2636,1651,3861,288,430,117,201,164,267,150,230,0,3,719,1126,0,0,0,0,0,0,7,24,7,24,12,26,5460,13680,700,..,6166,13680
SAL22793,253,681,128,240,140,346,275,583,108,176,15,23,0,0,0,0,0,0,123,203,0,0,0,0,0,0,0,0,0,0,5,6,656,1472,78,..,729,1472
SAL22794,226,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,603,15,..,243,603
SAL22795,93,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,226,9,..,108,226
SAL22796,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,..,6,10
SAL22797,29,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,66,4,..,32,66
SAL22798,38,100,15,37,0,0,15,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,141,8,..,56,141
SAL22799,25,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,64,4,..,28,64
SAL22800,5,7,3,5,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,0,..,9,13
SAL22801,165,363,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,170,369,146,..,312,369
SAL22802,904,2174,43,55,0,0,43,55,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,7,7,0,0,953,2241,84,..,1040,2241
SAL22803,54,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,159,11,..,71,159
SAL22804,30,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,86,6,..,41,86
SAL22805,455,1086,671,1433,316,729,991,2158,365,630,889,1391,804,1147,90,101,0,0,2148,3260,0,0,0,0,0,0,4,17,4,17,7,15,3611,6532,722,..,4331,6532
